id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/12/value,qualifier/13/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/10/value,qualifier/11/value
2819429997,6,1,1,0,25,2nnlsjfbcea40t4jeclcbw9lk,1,13.0,33.3,2025-05-26T17:11:05.234Z,2025-05-26T17:18:54Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,5753037991,141,41.7,5753037985,3,,5753037987,56,Back,5753037993,212,21.4,5753037989,140,32.6,5753037995,213,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819430003,7,1,1,0,29,2nnlsjfbcea40t4jeclcbw9lk,0,30.2,39.8,2025-05-26T17:11:09.075Z,2025-05-26T17:11:10Z,8hq0so8nzsuzmsffae5nwdwmi,P. Abraham,,,5753038019,155,,5753038029,213,1.03,5753038023,140,39.9,5753038021,56,Back,5753038027,212,19.9,5753038025,141,64.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819430039,8,45,1,0,30,2nnlsjfbcea40t4jeclcbw9lk,0,39.3,62.3,2025-05-26T17:11:10.674Z,2025-05-26T17:44:34Z,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,5753057987,285,,5753058035,233,48,5753038239,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819433123,48,3,1,0,30,46yo78zak2j7kaxc5ak1fnm60,1,60.7,37.7,2025-05-26T17:11:10.674Z,2025-05-26T17:44:34Z,3n6cx9whi75ybd9h6pv7i3mga,L. Hien,,,5753058021,233,8,5753057785,56,Center,5753057787,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819430031,6,43,1,0,33,46yo78zak2j7kaxc5ak1fnm60,1,0.0,0.0,2025-05-26T17:11:13.087Z,2025-05-26T17:20:41Z,3n6cx9whi75ybd9h6pv7i3mga,L. Hien,,,5753038201,213,6.19,5753038193,56,Right,5753058753,144,1,5753038195,140,63.2,5753038197,141,16.7,5753038203,1,0,5753038191,157,0,5753038199,212,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819430053,8,1,1,0,35,46yo78zak2j7kaxc5ak1fnm60,0,67.5,9.7,2025-05-26T17:11:15.171Z,2025-05-26T17:11:16Z,3n6cx9whi75ybd9h6pv7i3mga,L. Hien,,,5753038297,141,39.7,5753038295,140,88.1,5753038289,2,,5753038301,213,0.76,5753038293,56,Center,5753038299,212,29.7,5753038291,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819430061,9,12,1,0,36,2nnlsjfbcea40t4jeclcbw9lk,1,14.9,69.1,2025-05-26T17:11:16.419Z,2025-05-26T17:20:54Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,5753038333,56,Back,5753038339,212,14.5,5753038335,140,28.6,5753038355,15,,5753038341,213,6.18,5753038337,141,66.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819430067,9,1,1,0,37,46yo78zak2j7kaxc5ak1fnm60,0,67.0,29.7,2025-05-26T17:11:17.536Z,2025-05-26T17:21:11Z,9469qatlpe6rdqko8c6ha4out,N. Girmai Netabay,,,5753038377,141,37.6,5753038381,213,1.61,5753038375,140,66.8,5753038379,212,5.4,5753038371,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819430073,10,3,1,0,39,2nnlsjfbcea40t4jeclcbw9lk,1,32.9,60.8,2025-05-26T17:11:18.835Z,2025-05-26T17:44:34Z,5ib5990rsa8y9pf2bu4risjqh,A. Boudah,,,5753061303,233,62,5753038399,56,Back,5753061307,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819433897,62,45,1,0,39,46yo78zak2j7kaxc5ak1fnm60,0,67.1,39.2,2025-05-26T17:11:18.835Z,2025-05-26T17:44:34Z,9ajfpzjfipsub15tats3mo2j9,C. Gravius,,,5753061177,286,,5753061325,233,10,5753061175,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819430095,12,1,1,0,40,2nnlsjfbcea40t4jeclcbw9lk,1,29.6,57.5,2025-05-26T17:11:20.244Z,2025-05-26T17:11:21Z,5ib5990rsa8y9pf2bu4risjqh,A. Boudah,,,5753038505,213,3.85,5753038499,140,19.7,5753038503,212,13.7,5753038501,141,44.3,5753038497,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819430111,13,1,1,0,41,2nnlsjfbcea40t4jeclcbw9lk,1,19.7,44.3,2025-05-26T17:11:20.995Z,2025-05-26T17:11:24Z,5s647zr10m1nxt4xxpxkpgmw9,P. Vagić,,,5753038575,212,19.3,5753038569,56,Back,5753038577,213,4.97,5753038573,141,16.8,5753038571,140,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819430133,14,1,1,0,44,2nnlsjfbcea40t4jeclcbw9lk,1,24.4,16.8,2025-05-26T17:11:23.779Z,2025-05-26T17:11:27Z,1ojl4m8rsuzsjufucdotav4es,H. Skoglund,,,5753038659,56,Back,5753038661,140,14.1,5753038663,141,36.1,5753038667,213,2.26,5753038665,212,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819430147,15,1,1,0,47,2nnlsjfbcea40t4jeclcbw9lk,1,14.1,36.1,2025-05-26T17:11:26.915Z,2025-05-26T17:22:33Z,5s647zr10m1nxt4xxpxkpgmw9,P. Vagić,,,5753038753,141,56.7,5753038751,140,10.2,5753038749,56,Back,5753038755,212,14.6,5753038757,213,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819430161,16,1,1,0,48,2nnlsjfbcea40t4jeclcbw9lk,1,10.2,56.9,2025-05-26T17:11:28.450Z,2025-05-26T17:22:40Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,5753038823,140,13.6,5753038825,141,79.3,5753038827,212,15.6,5753038821,56,Back,5753038829,213,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819430183,17,1,1,0,50,2nnlsjfbcea40t4jeclcbw9lk,1,14.3,81.1,2025-05-26T17:11:30.099Z,2025-05-26T17:11:32Z,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,5753038925,213,0.77,5753038917,56,Back,5753038921,141,95.3,5753038923,212,13.9,5753038919,140,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819430199,18,1,1,0,52,2nnlsjfbcea40t4jeclcbw9lk,1,23.6,95.6,2025-05-26T17:11:31.747Z,2025-05-26T17:11:34Z,8hq0so8nzsuzmsffae5nwdwmi,P. Abraham,,,5753039013,141,82.1,5753039011,140,27.9,5753039009,56,Back,5753039017,213,5.17,5753039015,212,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819430207,19,1,1,0,54,2nnlsjfbcea40t4jeclcbw9lk,1,33.8,81.8,2025-05-26T17:11:33.987Z,2025-05-26T17:11:36Z,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,5753039041,56,Back,5753039043,140,43.3,5753039049,213,5.72,5753039045,141,72.6,5753039047,212,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819430219,20,1,1,0,55,2nnlsjfbcea40t4jeclcbw9lk,1,43.3,72.6,2025-05-26T17:11:35.314Z,2025-05-26T17:22:59Z,5ib5990rsa8y9pf2bu4risjqh,A. Boudah,,,5753039109,212,5.9,5753039111,213,3.38,5753039103,56,Back,5753039107,141,70.5,5753039105,140,37.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819430227,21,1,1,0,56,2nnlsjfbcea40t4jeclcbw9lk,1,37.8,70.5,2025-05-26T17:11:36.548Z,2025-05-26T17:11:38Z,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,5753039165,141,72.4,5753039167,212,5.1,5753039163,140,42.5,5753039161,56,Back,5753039169,213,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819430241,22,1,1,0,57,2nnlsjfbcea40t4jeclcbw9lk,1,43.4,73.2,2025-05-26T17:11:37.331Z,2025-05-26T17:11:40Z,5ib5990rsa8y9pf2bu4risjqh,A. Boudah,,,5753039245,213,0.77,5753039233,56,Left,5753039241,212,20.9,5753039237,141,94.5,5753039235,140,57.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819430293,23,1,1,1,5,2nnlsjfbcea40t4jeclcbw9lk,1,72.2,79.4,2025-05-26T17:11:45.156Z,2025-05-26T17:11:48Z,chzhwdk4l54t2kf606bkuiaqd,N. Besara,,,5753039515,56,Center,5753039517,140,64.6,5753039521,212,21.3,5753039523,213,4.33,5753039519,141,50.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819430313,24,1,1,1,7,2nnlsjfbcea40t4jeclcbw9lk,1,64.4,42.4,2025-05-26T17:11:47.411Z,2025-05-26T17:11:51Z,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,5753039643,141,26.1,5753039641,140,71.0,5753039639,56,Center,5753039645,212,13.1,5753039647,213,5.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819430337,25,1,1,1,10,2nnlsjfbcea40t4jeclcbw9lk,1,73.2,25.0,2025-05-26T17:11:50.675Z,2025-05-26T17:11:55Z,1ojl4m8rsuzsjufucdotav4es,H. Skoglund,,,5753039789,213,5.03,5753039781,56,Right,5753039783,140,77.1,5753039787,212,13.3,5753039785,141,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819430355,26,1,1,1,14,2nnlsjfbcea40t4jeclcbw9lk,1,77.0,18.2,2025-05-26T17:11:54.515Z,2025-05-26T17:11:57Z,2v1tnyzorjyx7pyf3auj73ytw,Montader Madjed,,,5753039867,56,Center,5753039871,141,37.4,5753039869,140,73.4,5753039875,213,1.85,5753039873,212,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819430389,27,1,1,1,16,2nnlsjfbcea40t4jeclcbw9lk,1,73.2,44.9,2025-05-26T17:11:56.675Z,2025-05-26T17:12:03Z,cyfvxg9z9aqfsoydhz7sr3qxg,M. Karlsson,,,5753040049,140,76.0,5753040055,213,1.46,5753040047,56,Left,5753040053,212,27.7,5753040051,141,85.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819430441,28,1,1,1,22,2nnlsjfbcea40t4jeclcbw9lk,1,72.7,80.6,2025-05-26T17:12:02.643Z,2025-05-26T17:12:07Z,8hq0so8nzsuzmsffae5nwdwmi,P. Abraham,,,5753040299,141,72.3,5753040303,213,3.90,5753040297,140,67.0,5753040295,56,Center,5753040301,212,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819430455,29,50,1,1,27,2nnlsjfbcea40t4jeclcbw9lk,1,66.1,75.0,2025-05-26T17:12:06.709Z,2025-05-26T17:32:16Z,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,5753067181,286,,5753040355,56,Center,5753067217,233,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819430427,10,7,1,1,27,46yo78zak2j7kaxc5ak1fnm60,0,33.9,25.0,2025-05-26T17:12:06.710Z,2025-05-26T17:32:15Z,59dtrk7ly4lepf7s0gywhu51w,E. Pihlström,,,5753067065,285,,5753067059,56,Back,5753067183,233,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819430467,30,1,1,1,30,2nnlsjfbcea40t4jeclcbw9lk,1,58.5,60.8,2025-05-26T17:12:10.020Z,2025-05-26T17:24:31Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,5753040439,141,41.3,5753040435,56,Back,5753040443,213,3.85,5753040441,212,20.3,5753040437,140,43.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819430473,31,1,1,1,31,2nnlsjfbcea40t4jeclcbw9lk,1,43.9,41.3,2025-05-26T17:12:11.028Z,2025-05-26T17:24:37Z,5s647zr10m1nxt4xxpxkpgmw9,P. Vagić,,,5753040483,213,5.11,5753040481,212,24.2,5753040477,140,52.9,5753040475,56,Right,5753040479,141,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819430489,32,1,1,1,32,2nnlsjfbcea40t4jeclcbw9lk,1,50.7,4.3,2025-05-26T17:12:12.035Z,2025-05-26T17:24:43Z,1ojl4m8rsuzsjufucdotav4es,H. Skoglund,,,5753040555,213,6.09,5753040549,140,58.2,5753040551,141,2.0,5753040553,212,8.0,5753040547,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819430509,33,1,1,1,33,2nnlsjfbcea40t4jeclcbw9lk,1,58.2,2.0,2025-05-26T17:12:13.682Z,2025-05-26T17:12:19Z,2v1tnyzorjyx7pyf3auj73ytw,Montader Madjed,,,5753040673,212,6.9,5753040669,140,52.7,5753040675,213,2.56,5753040667,56,Right,5753040671,141,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819430517,34,1,1,1,38,2nnlsjfbcea40t4jeclcbw9lk,1,52.5,8.0,2025-05-26T17:12:18.339Z,2025-05-26T17:12:21Z,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,5753040739,140,38.6,5753040745,213,3.24,5753040741,141,5.8,5753040743,212,14.7,5753040737,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819430539,35,1,1,1,41,2nnlsjfbcea40t4jeclcbw9lk,1,38.7,10.0,2025-05-26T17:12:20.851Z,2025-05-26T17:12:25Z,1ojl4m8rsuzsjufucdotav4es,H. Skoglund,,,5753040875,56,Back,5753040883,213,0.35,5753040877,140,42.8,5753040881,212,4.6,5753040879,141,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819430573,36,1,1,1,45,2nnlsjfbcea40t4jeclcbw9lk,1,43.3,31.6,2025-05-26T17:12:24.835Z,2025-05-26T17:12:29Z,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,5753041087,212,11.8,5753041085,141,44.6,5753041083,140,35.9,5753041089,213,2.29,5753041081,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819430583,37,1,1,1,48,2nnlsjfbcea40t4jeclcbw9lk,1,36.5,47.3,2025-05-26T17:12:28.371Z,2025-05-26T17:25:08Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,5753041145,56,Back,5753041151,212,22.8,5753041147,140,49.4,5753041149,141,74.2,5753041153,213,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819430631,38,1,1,1,51,2nnlsjfbcea40t4jeclcbw9lk,1,52.8,77.6,2025-05-26T17:12:30.771Z,2025-05-26T17:12:35Z,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,5753041391,141,95.1,5753041383,56,Left,5753041387,140,65.1,5753041393,212,17.6,5753041395,213,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819430643,39,1,1,1,55,2nnlsjfbcea40t4jeclcbw9lk,1,67.8,83.5,2025-05-26T17:12:34.926Z,2025-05-26T17:12:37Z,8hq0so8nzsuzmsffae5nwdwmi,P. Abraham,,,5753041455,213,3.34,5753041449,140,58.9,5753041447,56,Left,5753041453,212,9.5,5753041451,141,80.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819430693,40,1,1,1,57,2nnlsjfbcea40t4jeclcbw9lk,1,60.3,80.6,2025-05-26T17:12:37.214Z,2025-05-26T17:12:43Z,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,5753041653,213,4.17,5753041649,141,48.5,5753041645,56,Back,5753041647,140,47.7,5753041651,212,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819430703,41,1,1,2,3,2nnlsjfbcea40t4jeclcbw9lk,1,47.7,47.5,2025-05-26T17:12:42.927Z,2025-05-26T17:12:43Z,5s647zr10m1nxt4xxpxkpgmw9,P. Vagić,,,5753041717,212,23.4,5753041715,141,16.8,5753041719,213,5.18,5753041711,56,Right,5753041713,140,57.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819430731,42,1,1,2,4,2nnlsjfbcea40t4jeclcbw9lk,1,57.8,16.8,2025-05-26T17:12:43.806Z,2025-05-26T17:12:48Z,1ojl4m8rsuzsjufucdotav4es,H. Skoglund,,,5753041873,56,Right,5753041875,140,61.9,5753041881,213,5.20,5753041877,141,4.9,5753041879,212,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819430741,43,1,1,2,8,2nnlsjfbcea40t4jeclcbw9lk,1,62.5,4.9,2025-05-26T17:12:47.871Z,2025-05-26T17:12:50Z,2v1tnyzorjyx7pyf3auj73ytw,Montader Madjed,,,5753041919,140,71.9,5753041921,141,15.5,5753041923,212,12.2,5753041917,56,Right,5753041925,213,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819430745,44,4,1,2,10,2nnlsjfbcea40t4jeclcbw9lk,1,71.6,16.1,2025-05-26T17:12:50.238Z,2025-05-26T17:32:12Z,1ojl4m8rsuzsjufucdotav4es,H. Skoglund,,,5753041975,13,,5753041977,56,Right,5753041981,265,,5753042023,233,11,5753041983,286,,5753041979,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819430753,11,4,1,2,10,46yo78zak2j7kaxc5ak1fnm60,0,28.4,83.9,2025-05-26T17:12:50.239Z,2025-05-26T17:32:12Z,7qsp3fm0wkymgiej6s7jj06p5,M. Diaby,,,5753042009,285,,5753042037,233,44,5753042001,13,,5753042007,265,,5753042005,152,,5753042003,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819430863,45,1,1,2,32,2nnlsjfbcea40t4jeclcbw9lk,1,68.8,17.0,2025-05-26T17:13:12.078Z,2025-05-26T17:25:59Z,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,5753042745,152,,5753042747,56,Center,5753042751,141,33.8,5753042743,5,,5753042753,212,12.1,5753070787,189,,5753042749,140,65.1,5753042755,213,1.90,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819430879,46,1,1,2,34,2nnlsjfbcea40t4jeclcbw9lk,1,65.4,34.4,2025-05-26T17:13:14.567Z,2025-05-26T17:26:07Z,cyfvxg9z9aqfsoydhz7sr3qxg,M. Karlsson,,,5753042835,56,Center,5753042843,213,1.61,5753042837,140,64.7,5753042841,212,17.4,5753042839,141,59.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819430913,47,1,1,2,37,2nnlsjfbcea40t4jeclcbw9lk,1,69.2,65.7,2025-05-26T17:13:17.359Z,2025-05-26T17:13:21Z,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,5753043049,212,18.6,5753043043,56,Left,5753043051,213,1.22,5753043047,141,91.4,5753043045,140,75.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
