id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,qualifier/11/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId
2797109601,6,1,1,0,15,ac8jow4mdkvnsv5s0och4qqm,0,35.2,19.5,2025-04-06T12:00:44.083Z,2025-04-06T12:00:44Z,253za05jf3mmaqkjndm10d2lm,H. Karlsson,,,5629809301,213,0.14,5629809287,157,,5629809297,141,25.0,5629809291,56,Center,5629809307,1,,5629809299,212,26.4,5629809293,140,60.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797109721,7,1,1,0,20,2nnlsjfbcea40t4jeclcbw9lk,1,28.8,56.1,2025-04-06T12:00:48.915Z,2025-04-06T12:00:51Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,5629809813,212,21.6,5629809815,213,3.32,5629809811,141,50.4,5629809809,140,8.6,5629809807,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797109763,8,1,1,0,22,2nnlsjfbcea40t4jeclcbw9lk,0,8.7,49.7,2025-04-06T12:00:50.883Z,2025-04-06T12:00:54Z,ch1ehgr9guufs2wmz5dbvmvo5,W. Hahn,,,5629810041,213,5.08,5629810035,140,18.4,5629810037,141,10.4,5629810039,212,28.6,5629810033,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797109803,7,8,1,0,26,ac8jow4mdkvnsv5s0och4qqm,1,79.3,95.0,2025-04-06T12:00:55.050Z,2025-04-06T12:03:38Z,av9lz5umeimwlq7v4q4d7twr8,A. Kurochkin,,,5629810189,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797109823,8,5,1,0,27,ac8jow4mdkvnsv5s0och4qqm,0,80.5,101.6,2025-04-06T12:00:55.557Z,2025-04-06T12:41:40Z,av9lz5umeimwlq7v4q4d7twr8,A. Kurochkin,,,5629810297,347,,5629810295,56,Left,5629810361,233,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797109801,9,5,1,0,27,2nnlsjfbcea40t4jeclcbw9lk,1,19.5,-1.6,2025-04-06T12:00:55.557Z,2025-04-06T12:03:37Z,ch1ehgr9guufs2wmz5dbvmvo5,W. Hahn,,,5629810171,56,Back,5629810331,233,8,5629810173,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797110003,10,1,1,0,33,2nnlsjfbcea40t4jeclcbw9lk,1,17.8,0.0,2025-04-06T12:01:01.619Z,2025-04-06T12:01:08Z,1ojl4m8rsuzsjufucdotav4es,H. Skoglund,,,5629811103,141,10.3,5629811099,56,Back,5629811101,140,17.3,5629811107,212,7.9,5629811111,213,1.64,5629811097,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797109989,9,83,1,0,39,ac8jow4mdkvnsv5s0och4qqm,0,86.8,90.6,2025-04-06T12:01:07.236Z,2025-04-06T12:01:10Z,7qgiqoaaarr6c2bs4yffqwju2,V. Lind,,,5629811301,399,cyfvxg9z9aqfsoydhz7sr3qxg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797110021,11,1,1,0,40,2nnlsjfbcea40t4jeclcbw9lk,1,15.5,4.7,2025-04-06T12:01:08.403Z,2025-04-06T12:01:09Z,cyfvxg9z9aqfsoydhz7sr3qxg,M. Karlsson,,,5629811193,56,Back,5629811197,141,6.8,5629811199,212,6.9,5629811201,213,2.93,5629811195,140,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797110065,12,1,1,0,41,2nnlsjfbcea40t4jeclcbw9lk,0,8.6,6.8,2025-04-06T12:01:09.622Z,2025-04-06T12:01:11Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,5629811427,212,34.6,5629811419,157,,5629811425,141,24.4,5629811431,1,,5629811429,213,0.35,5629811423,140,39.5,5629811421,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797110067,10,44,1,0,43,ac8jow4mdkvnsv5s0och4qqm,1,64.3,76.0,2025-04-06T12:01:11.426Z,2025-04-06T12:41:14Z,c9qk8n9d4130okk9go1brzskq,K. Ackermann,,,5629811441,56,Center,5629865327,233,68,5629811443,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797120125,68,44,1,0,43,2nnlsjfbcea40t4jeclcbw9lk,0,35.7,24.0,2025-04-06T12:01:11.427Z,2025-04-06T12:41:14Z,au1cbzehllmo4yyt6s0d16rkk,J. Erabi,,,5629865357,233,10,5629865309,285,,5629865307,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797110073,11,1,1,0,43,ac8jow4mdkvnsv5s0och4qqm,0,64.3,86.8,2025-04-06T12:01:11.746Z,2025-04-06T12:01:12Z,c9qk8n9d4130okk9go1brzskq,K. Ackermann,,,5629811493,213,6.11,5629811489,141,82.6,5629811487,140,79.8,5629811483,56,Left,5629811491,212,16.5,5629811479,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797120849,72,1,1,0,44,2nnlsjfbcea40t4jeclcbw9lk,1,29.2,28.4,2025-04-06T12:01:12.661Z,2025-04-06T12:10:49Z,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,5629869287,3,,5629869289,56,Back,5629869293,141,31.5,5629869297,213,2.91,5629869295,212,9.1,5629869291,140,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797110217,13,1,1,0,46,2nnlsjfbcea40t4jeclcbw9lk,1,27.4,36.1,2025-04-06T12:01:15.059Z,2025-04-06T12:11:40Z,5s647zr10m1nxt4xxpxkpgmw9,P. Vagić,,,5629812227,213,0.41,5629812219,56,Back,5629812225,212,6.1,5629812223,141,39.7,5629812217,3,,5629812221,140,32.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797110139,12,43,1,0,47,ac8jow4mdkvnsv5s0och4qqm,1,0.0,0.0,2025-04-06T12:01:16.037Z,2025-04-06T12:12:05Z,17zz0x6tm20e9yfh4q5ehaf9x,S. Martinsson Ngouali,,,5629812385,399,4mroygq2ruxkml5c5j4awwted,5629877427,144,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797123651,96,1,1,0,48,2nnlsjfbcea40t4jeclcbw9lk,0,38.9,35.6,2025-04-06T12:01:16.422Z,2025-04-06T12:13:08Z,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,5629883871,141,68.7,5629883877,213,0.70,5629883873,212,34.7,5629883867,56,Center,5629883869,140,64.1,5629883881,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797110227,14,43,1,0,51,2nnlsjfbcea40t4jeclcbw9lk,1,0.0,0.0,2025-04-06T12:01:19.523Z,2025-04-06T12:01:21Z,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,5629812393,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797110241,14,1,1,0,51,ac8jow4mdkvnsv5s0och4qqm,1,36.6,31.3,2025-04-06T12:01:19.731Z,2025-04-06T12:01:20Z,aqjwz3wm0it916o2vb5tz9vxl,A. Timossi Andersson,,,5629812345,213,1.97,5629812341,141,44.3,5629812337,56,Back,5629812339,140,33.0,5629812343,212,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797110235,15,43,1,0,52,2nnlsjfbcea40t4jeclcbw9lk,1,0.0,0.0,2025-04-06T12:01:20.619Z,2025-04-06T12:12:29Z,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,5629812311,141,76.6,5629812307,56,Center,5629812309,140,63.8,5629812315,213,0.72,5629879737,144,1,5629812317,1,0,5629812313,212,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797110299,15,1,1,0,53,ac8jow4mdkvnsv5s0och4qqm,1,32.0,45.7,2025-04-06T12:01:21.395Z,2025-04-06T12:01:24Z,253za05jf3mmaqkjndm10d2lm,H. Karlsson,,,5629812681,213,2.94,5629812677,141,52.7,5629812679,212,23.8,5629812673,56,Back,5629812675,140,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797110351,16,1,1,0,56,ac8jow4mdkvnsv5s0och4qqm,1,10.5,48.1,2025-04-06T12:01:24.835Z,2025-04-06T12:01:28Z,8vl4hue7ixvxh4dtner52sfrp,D. Blažević,,,5629812931,141,18.5,5629812935,213,5.19,5629812933,212,22.7,5629812929,140,20.4,5629812927,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797110443,17,1,1,0,59,ac8jow4mdkvnsv5s0och4qqm,0,25.5,7.9,2025-04-06T12:01:27.987Z,2025-04-06T12:01:33Z,253za05jf3mmaqkjndm10d2lm,H. Karlsson,,,5629813343,212,51.9,5629813347,1,,5629813339,140,74.9,5629813337,56,Right,5629813345,213,6.27,5629813341,141,7.1,5629813335,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797110511,17,1,1,1,5,2nnlsjfbcea40t4jeclcbw9lk,1,21.3,83.3,2025-04-06T12:01:33.829Z,2025-04-06T12:01:35Z,5s647zr10m1nxt4xxpxkpgmw9,P. Vagić,,,5629813693,141,53.4,5629813689,140,7.8,5629813697,213,4.10,5629813687,56,Back,5629813695,212,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797110557,18,1,1,1,7,2nnlsjfbcea40t4jeclcbw9lk,1,7.8,53.4,2025-04-06T12:01:35.812Z,2025-04-06T12:01:38Z,ch1ehgr9guufs2wmz5dbvmvo5,W. Hahn,,,5629813881,140,10.3,5629813883,141,72.7,5629813889,213,1.37,5629813885,212,13.4,5629813879,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797110629,19,1,1,1,10,2nnlsjfbcea40t4jeclcbw9lk,1,11.9,73.6,2025-04-06T12:01:38.676Z,2025-04-06T12:01:42Z,5s647zr10m1nxt4xxpxkpgmw9,P. Vagić,,,5629814197,140,24.4,5629814199,141,59.9,5629814201,212,16.1,5629814195,56,Back,5629814203,213,5.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797110677,20,1,1,1,14,2nnlsjfbcea40t4jeclcbw9lk,1,22.7,60.0,2025-04-06T12:01:42.419Z,2025-04-06T12:01:46Z,cyfvxg9z9aqfsoydhz7sr3qxg,M. Karlsson,,,5629814475,56,Back,5629814483,213,4.17,5629814477,140,12.6,5629814479,141,34.2,5629814481,212,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797110711,21,1,1,1,17,2nnlsjfbcea40t4jeclcbw9lk,1,12.8,32.4,2025-04-06T12:01:46.148Z,2025-04-06T12:01:49Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,5629814705,212,25.7,5629814707,213,5.48,5629814699,56,Back,5629814701,140,29.8,5629814703,141,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797110717,22,3,1,1,20,2nnlsjfbcea40t4jeclcbw9lk,0,33.3,4.6,2025-04-06T12:01:48.370Z,2025-04-06T12:41:06Z,1ojl4m8rsuzsjufucdotav4es,H. Skoglund,,,5629814729,56,Back,5630039237,285,,5629814797,233,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797110713,18,7,1,1,20,ac8jow4mdkvnsv5s0och4qqm,1,66.7,95.4,2025-04-06T12:01:48.371Z,2025-04-06T12:41:06Z,2lyhi7j3id7emsh54ehdva3ca,O. Zandén,,,5629814713,56,Left,5629814861,286,,5629814781,233,22,5629814711,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797110725,19,5,1,1,20,ac8jow4mdkvnsv5s0och4qqm,0,63.2,101.8,2025-04-06T12:01:49.155Z,2025-04-06T12:01:53Z,2lyhi7j3id7emsh54ehdva3ca,O. Zandén,,,5629814893,233,23,5629814765,347,,5629814761,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797110737,23,5,1,1,20,2nnlsjfbcea40t4jeclcbw9lk,1,36.8,-1.8,2025-04-06T12:01:49.155Z,2025-04-06T12:41:40Z,1ojl4m8rsuzsjufucdotav4es,H. Skoglund,,,5629814817,347,,5629814883,233,19,5629814813,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797110981,24,1,1,1,34,2nnlsjfbcea40t4jeclcbw9lk,1,50.7,0.0,2025-04-06T12:02:02.435Z,2025-04-06T12:02:04Z,1ojl4m8rsuzsjufucdotav4es,H. Skoglund,,,5629816001,212,9.1,5629815993,107,,5629815997,140,58.9,5629815999,141,2.8,5629816003,213,0.33,5629815995,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797110985,25,61,1,1,36,2nnlsjfbcea40t4jeclcbw9lk,0,62.5,3.5,2025-04-06T12:02:04.535Z,2025-04-06T12:02:04Z,8hq0so8nzsuzmsffae5nwdwmi,P. Abraham,,,5629816007,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797111003,20,5,1,1,37,ac8jow4mdkvnsv5s0och4qqm,1,37.3,101.6,2025-04-06T12:02:05.715Z,2025-04-06T12:41:41Z,2lyhi7j3id7emsh54ehdva3ca,O. Zandén,,,5629816083,347,,5629816081,56,Back,5629816115,233,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797111007,26,5,1,1,37,2nnlsjfbcea40t4jeclcbw9lk,0,62.7,-1.6,2025-04-06T12:02:05.715Z,2025-04-06T12:41:41Z,8hq0so8nzsuzmsffae5nwdwmi,P. Abraham,,,5629816103,347,,5629816135,233,20,5629816101,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797111059,21,1,1,1,38,ac8jow4mdkvnsv5s0och4qqm,1,38.0,100.0,2025-04-06T12:02:06.850Z,2025-04-06T12:02:10Z,17zz0x6tm20e9yfh4q5ehaf9x,S. Martinsson Ngouali,,,5629816377,56,Back,5629816379,140,23.0,5629816381,141,81.2,5629816385,213,3.87,5629816375,107,,5629816383,212,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797111131,22,1,1,1,42,ac8jow4mdkvnsv5s0och4qqm,1,14.4,71.8,2025-04-06T12:02:10.211Z,2025-04-06T12:02:15Z,8unnvgvft6knxupbp9oxh621h,E. Hovland,,,5629816757,212,16.3,5629816759,213,4.38,5629816753,140,9.4,5629816751,56,Back,5629816755,141,49.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797111175,23,1,1,1,46,ac8jow4mdkvnsv5s0och4qqm,1,9.4,45.4,2025-04-06T12:02:14.931Z,2025-04-06T12:02:18Z,8vl4hue7ixvxh4dtner52sfrp,D. Blažević,,,5629816969,212,18.9,5629816963,56,Back,5629816971,213,5.50,5629816965,140,22.2,5629816967,141,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797111201,24,1,1,1,50,ac8jow4mdkvnsv5s0och4qqm,0,26.7,8.6,2025-04-06T12:02:18.435Z,2025-04-06T12:02:20Z,253za05jf3mmaqkjndm10d2lm,H. Karlsson,,,5629817079,213,0.14,5629817073,140,67.1,5629817071,56,Right,5629817081,1,,5629817077,212,42.8,5629817069,155,,5629817075,141,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797111287,28,1,1,1,54,2nnlsjfbcea40t4jeclcbw9lk,1,30.4,79.6,2025-04-06T12:02:22.420Z,2025-04-06T12:02:24Z,5s647zr10m1nxt4xxpxkpgmw9,P. Vagić,,,5629817495,56,Back,5629817497,140,35.6,5629817503,213,0.91,5629817499,141,90.0,5629817501,212,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797111371,29,1,1,1,56,2nnlsjfbcea40t4jeclcbw9lk,1,35.9,90.5,2025-04-06T12:02:24.596Z,2025-04-06T12:02:30Z,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,5629817971,213,4.91,5629817965,140,37.0,5629817967,141,81.8,5629817963,56,Back,5629817969,212,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797111437,30,1,1,2,1,2nnlsjfbcea40t4jeclcbw9lk,1,35.9,69.9,2025-04-06T12:02:29.923Z,2025-04-06T12:02:34Z,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,5629818307,213,4.89,5629818299,56,Back,5629818305,212,37.2,5629818303,141,16.1,5629818309,1,,5629818301,140,42.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797111507,31,1,1,2,5,2nnlsjfbcea40t4jeclcbw9lk,1,55.3,9.1,2025-04-06T12:02:34.019Z,2025-04-06T12:02:37Z,1ojl4m8rsuzsjufucdotav4es,H. Skoglund,,,5629818645,141,22.8,5629818647,212,15.0,5629818641,56,Back,5629818649,213,2.47,5629818643,140,44.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797111623,32,1,1,2,9,2nnlsjfbcea40t4jeclcbw9lk,1,46.8,23.1,2025-04-06T12:02:37.635Z,2025-04-06T12:02:43Z,cyfvxg9z9aqfsoydhz7sr3qxg,M. Karlsson,,,5629819231,56,Back,5629819235,141,30.4,5629819239,213,1.82,5629819237,212,5.1,5629819233,140,45.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797111687,33,1,1,2,15,2nnlsjfbcea40t4jeclcbw9lk,1,45.1,30.6,2025-04-06T12:02:43.811Z,2025-04-06T12:02:48Z,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,5629819563,56,Back,5629819569,212,10.9,5629819567,141,14.6,5629819565,140,46.1,5629819571,213,4.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797111755,34,1,1,2,20,2nnlsjfbcea40t4jeclcbw9lk,1,55.4,13.8,2025-04-06T12:02:48.212Z,2025-04-06T12:02:52Z,cyfvxg9z9aqfsoydhz7sr3qxg,M. Karlsson,,,5629819889,141,11.9,5629819887,140,64.8,5629819893,213,6.15,5629819885,56,Right,5629819891,212,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797111723,25,83,1,2,22,ac8jow4mdkvnsv5s0och4qqm,0,25.2,90.3,2025-04-06T12:02:50.563Z,2025-04-06T12:02:52Z,17zz0x6tm20e9yfh4q5ehaf9x,S. Martinsson Ngouali,,,5629819951,399,8hq0so8nzsuzmsffae5nwdwmi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
