id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/10/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/14/value,qualifier/16/value
2814693575,4,45,1,0,12,5mbo4f0vps12dr0fcvjn3wyp5,0,22.3,11.8,2025-05-14T17:03:48.541Z,2025-05-14T19:07:49Z,99i96gbkvesmh3wspv8rl1ln9,A. Salétros,,,5726851667,233,8,5726851575,56,Back,5726851577,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814693587,8,3,1,0,12,9zqn9ugvg64it0lr5z8cq4g9v,1,77.7,88.2,2025-05-14T17:03:48.541Z,2025-05-14T19:07:48Z,7sez5w47trh4xnngir0epzl04,S. Jansson,,,5726851635,56,Left,5726851637,286,,5726851663,233,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814693593,9,50,1,0,14,9zqn9ugvg64it0lr5z8cq4g9v,1,87.9,90.6,2025-05-14T17:03:50.445Z,2025-05-14T17:03:57Z,7sez5w47trh4xnngir0epzl04,S. Jansson,,,5726851821,233,5,5726851657,286,,5726851655,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814693617,5,7,1,0,14,5mbo4f0vps12dr0fcvjn3wyp5,1,12.1,9.4,2025-05-14T17:03:50.446Z,2025-05-14T17:03:56Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,,5726851813,233,9,5726851783,56,Back,5726851781,167,,5726851785,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814693645,6,5,1,0,15,5mbo4f0vps12dr0fcvjn3wyp5,0,12.6,-1.6,2025-05-14T17:03:51.438Z,2025-05-14T18:03:33Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,,5726851943,347,,5726851981,233,10,5726851941,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814693603,10,5,1,0,15,9zqn9ugvg64it0lr5z8cq4g9v,1,87.4,101.6,2025-05-14T17:03:51.438Z,2025-05-14T18:03:33Z,7sez5w47trh4xnngir0epzl04,S. Jansson,,,5726851703,347,,5726851701,56,Left,5726851959,233,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814693683,11,1,1,0,21,9zqn9ugvg64it0lr5z8cq4g9v,1,83.1,100.0,2025-05-14T17:03:57.583Z,2025-05-14T17:03:59Z,4iguik2n53ywq82altuqoouwa,J. Lindberg,,,5726852113,107,,5726852121,212,13.5,5726852123,213,3.96,5726852115,56,Left,5726852117,140,74.3,5726852119,141,87.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814693687,12,1,1,0,23,9zqn9ugvg64it0lr5z8cq4g9v,1,74.3,87.5,2025-05-14T17:03:59.405Z,2025-05-14T17:11:08Z,eq9x5pboy1dehdauroonsw3c9,S. Leach Holm,,,5726852145,56,Left,5726852151,212,6.3,5726852153,213,0.91,5726852149,141,94.8,5726852147,140,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814693701,13,1,1,0,23,9zqn9ugvg64it0lr5z8cq4g9v,1,78.0,94.8,2025-05-14T17:04:00.029Z,2025-05-14T17:04:01Z,4iguik2n53ywq82altuqoouwa,J. Lindberg,,,5726852219,141,80.5,5726852215,140,58.0,5726852209,56,Left,5726852223,212,23.1,5726852227,213,3.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814693725,14,1,1,0,25,9zqn9ugvg64it0lr5z8cq4g9v,0,55.9,76.1,2025-05-14T17:04:01.725Z,2025-05-14T17:04:04Z,17jltcnnaha4707duh52hirit,M. Lode,,,5726852371,1,,5726852361,56,Center,5726852365,141,25.9,5726852363,140,85.3,5726852367,212,46.0,5726852369,213,5.45,5726852359,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814693751,7,12,1,0,31,5mbo4f0vps12dr0fcvjn3wyp5,1,11.4,63.9,2025-05-14T17:04:07.903Z,2025-05-14T17:04:09Z,eyqeg6wzhjibkt4zs5dfgzc9h,D. Beširović,,,5726852495,140,10.1,5726852519,15,,5726852501,213,1.65,5726852493,56,Back,5726852499,212,17.8,5726852497,141,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814693787,8,12,1,0,33,5mbo4f0vps12dr0fcvjn3wyp5,1,10.3,91.2,2025-05-14T17:04:10.127Z,2025-05-14T17:04:12Z,eqfhoh81e8uj2as95ev3yfnx1,T. Isherwood,,,5726852673,212,32.3,5726852671,141,95.3,5726852675,213,0.09,5726852669,140,40.9,5726852667,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814693795,9,3,1,0,36,5mbo4f0vps12dr0fcvjn3wyp5,0,48.6,96.1,2025-05-14T17:04:13.055Z,2025-05-14T19:07:36Z,prvbf3gxwflgzxuvgvb7ls5x,B. Celina,,,5726852713,56,Back,5726875443,233,85,5726852715,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814697459,85,7,1,0,36,9zqn9ugvg64it0lr5z8cq4g9v,1,51.4,3.9,2025-05-14T17:04:13.056Z,2025-05-14T19:07:36Z,8j55jduxd0jfxrxh88kdqgcq2,S. Andersen,,,5726875435,285,,5726875439,233,9,5726875433,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814693801,10,5,1,0,37,5mbo4f0vps12dr0fcvjn3wyp5,1,46.2,101.3,2025-05-14T17:04:13.394Z,2025-05-14T17:06:03Z,prvbf3gxwflgzxuvgvb7ls5x,B. Celina,,,5726852755,233,15,5726852737,347,,5726852735,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814693797,15,5,1,0,37,9zqn9ugvg64it0lr5z8cq4g9v,0,53.8,-1.3,2025-05-14T17:04:13.394Z,2025-05-14T18:03:33Z,acredwjpf6ou0mdqx2cpxm4no,I. Brusberg,,,5726852721,347,,5726852751,233,10,5726852719,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814693929,11,1,1,0,51,5mbo4f0vps12dr0fcvjn3wyp5,0,46.2,100.0,2025-05-14T17:04:27.970Z,2025-05-14T17:14:43Z,eyqeg6wzhjibkt4zs5dfgzc9h,D. Beširović,,,5726853459,212,18.1,5726853457,141,94.5,5726853461,213,6.01,5726853453,56,Left,5726856931,107,,5726853455,140,62.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814693983,17,1,1,0,55,9zqn9ugvg64it0lr5z8cq4g9v,1,42.6,9.7,2025-05-14T17:04:31.966Z,2025-05-14T17:04:37Z,8kkbwlif9496fekfraadrws9g,F. Öhman,,,5726853735,213,2.41,5726853731,141,20.7,5726853729,140,34.6,5726853733,212,11.2,5726853727,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814693987,18,4,1,0,59,9zqn9ugvg64it0lr5z8cq4g9v,1,39.4,14.6,2025-05-14T17:04:36.018Z,2025-05-14T19:05:18Z,eq9x5pboy1dehdauroonsw3c9,S. Leach Holm,,,5726853807,286,,5726853797,295,,5726853805,152,,5726853795,13,,5726853897,233,12,5726853803,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814693973,12,4,1,0,59,5mbo4f0vps12dr0fcvjn3wyp5,0,60.6,85.4,2025-05-14T17:04:36.019Z,2025-05-14T19:05:19Z,prvbf3gxwflgzxuvgvb7ls5x,B. Celina,,,5726853747,56,Left,5726853749,152,,5726853903,233,18,5726853745,295,,5726853743,13,,5726853883,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814694023,19,1,1,1,4,9zqn9ugvg64it0lr5z8cq4g9v,0,36.7,14.6,2025-05-14T17:04:41.101Z,2025-05-14T17:04:43Z,eq9x5pboy1dehdauroonsw3c9,S. Leach Holm,,,5726853971,213,0.83,5726853961,152,,5726853965,140,73.6,5726853955,5,,5726853973,1,,5726853963,56,Center,5726853967,141,76.6,5726853969,212,57.3,5726853957,155,5726853959,196,,,,,,,,,,,,,,,,,,,,,,,,,,
2814694031,13,44,1,1,7,5mbo4f0vps12dr0fcvjn3wyp5,1,26.8,33.3,2025-05-14T17:04:43.794Z,2025-05-14T19:07:55Z,9yb0exf35kl3avhdnlhv23glx,B. Hansen,,,5726854005,56,Back,5726854007,285,,5726854131,233,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814694059,20,44,1,1,7,9zqn9ugvg64it0lr5z8cq4g9v,0,73.2,66.7,2025-05-14T17:04:43.795Z,2025-05-14T19:07:55Z,4iguik2n53ywq82altuqoouwa,J. Lindberg,,,5726854163,233,13,5726854119,56,Center,5726854121,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814694047,14,12,1,1,8,5mbo4f0vps12dr0fcvjn3wyp5,1,27.0,38.3,2025-05-14T17:04:44.594Z,2025-05-14T17:16:08Z,9yb0exf35kl3avhdnlhv23glx,B. Hansen,,,5726879685,15,,5726854083,56,Back,5726854087,141,41.9,5726854085,140,36.9,5726854091,213,0.23,5726854089,212,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814694079,15,1,1,1,10,5mbo4f0vps12dr0fcvjn3wyp5,1,36.9,41.9,2025-05-14T17:04:46.402Z,2025-05-14T17:04:50Z,alxccjq2y6il5yjw108a0axnt,J. Hove,,,5726854259,141,18.3,5726854257,140,27.3,5726854255,56,Back,5726854263,213,4.15,5726854253,3,,5726854261,212,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814694089,17,1,1,1,13,5mbo4f0vps12dr0fcvjn3wyp5,0,27.6,18.5,2025-05-14T17:04:50.115Z,2025-05-14T17:04:50Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,,5726854293,213,0.44,5726854283,155,,5726854295,1,,5726854285,56,Center,5726854291,212,37.2,5726854287,140,59.6,5726854289,141,41.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814694101,21,1,1,1,14,9zqn9ugvg64it0lr5z8cq4g9v,0,30.6,57.9,2025-05-14T17:04:50.813Z,2025-05-14T17:17:16Z,eq9x5pboy1dehdauroonsw3c9,S. Leach Holm,,,5726854369,213,0.17,5726854361,56,Back,5726854365,141,61.8,5726854367,212,15.2,5726854363,140,44.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814698741,123,1,1,1,14,5mbo4f0vps12dr0fcvjn3wyp5,0,53.0,50.7,2025-05-14T17:04:50.844Z,2025-05-14T17:17:25Z,b0rem4wo1p6sumrp6mb77f11w,K. Karlsson,,,5726882963,141,48.7,5726882959,56,Center,5726882961,140,55.7,5726882965,212,3.1,5726882967,213,5.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814699095,128,61,1,1,15,9zqn9ugvg64it0lr5z8cq4g9v,1,42.9,53.2,2025-05-14T17:04:52.097Z,2025-05-14T17:17:50Z,bar5tlyxm2vim2ewqauywgb85,M. Rygaard,,,5726883983,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814694115,18,1,1,1,16,5mbo4f0vps12dr0fcvjn3wyp5,1,56.9,41.6,2025-05-14T17:04:53.266Z,2025-05-14T17:04:54Z,alxccjq2y6il5yjw108a0axnt,J. Hove,,,5726854421,141,39.4,5726854425,213,6.03,5726854417,56,Center,5726854423,212,6.0,5726854419,140,62.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814694121,19,1,1,1,18,5mbo4f0vps12dr0fcvjn3wyp5,1,62.4,39.4,2025-05-14T17:04:54.546Z,2025-05-14T17:04:55Z,99i96gbkvesmh3wspv8rl1ln9,A. Salétros,,,5726854511,212,4.8,5726854509,141,44.6,5726854507,140,65.5,5726854513,213,0.83,5726854505,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814694133,20,1,1,1,19,5mbo4f0vps12dr0fcvjn3wyp5,1,65.5,44.6,2025-05-14T17:04:55.842Z,2025-05-14T17:04:58Z,3xx0l8c30mjstvxq7z1s0fnit,J. Guidetti,,,5726854587,213,1.71,5726854583,141,56.7,5726854579,56,Center,5726854585,212,8.3,5726854581,140,64.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814694145,21,1,1,1,21,5mbo4f0vps12dr0fcvjn3wyp5,1,64.0,57.3,2025-05-14T17:04:57.906Z,2025-05-14T17:04:58Z,prvbf3gxwflgzxuvgvb7ls5x,B. Celina,,,5726854657,213,2.42,5726854649,56,Center,5726854653,141,65.8,5726854655,212,8.8,5726854651,140,57.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814694155,22,1,1,1,22,5mbo4f0vps12dr0fcvjn3wyp5,1,57.7,65.8,2025-05-14T17:04:58.818Z,2025-05-14T17:05:00Z,eqfhoh81e8uj2as95ev3yfnx1,T. Isherwood,,,5726854725,212,16.1,5726854721,140,63.5,5726854723,141,87.7,5726854727,213,1.18,5726854719,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814694187,23,1,1,1,24,5mbo4f0vps12dr0fcvjn3wyp5,1,63.5,87.7,2025-05-14T17:05:00.418Z,2025-05-14T17:05:07Z,eyqeg6wzhjibkt4zs5dfgzc9h,D. Beširović,,,5726854931,141,89.0,5726854935,213,0.14,5726854927,56,Left,5726854933,212,6.5,5726854929,140,69.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814694209,24,1,1,1,30,5mbo4f0vps12dr0fcvjn3wyp5,1,62.8,88.6,2025-05-14T17:05:06.930Z,2025-05-14T17:05:12Z,prvbf3gxwflgzxuvgvb7ls5x,B. Celina,,,5726855083,212,48.3,5726855085,213,5.08,5726855081,141,22.2,5726855079,140,79.2,5726855077,56,Center,5726855073,155,,5726855087,1,,5726855075,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814694227,25,1,1,1,35,5mbo4f0vps12dr0fcvjn3wyp5,1,81.2,11.7,2025-05-14T17:05:12.066Z,2025-05-14T17:05:14Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,,5726855201,140,73.2,5726855205,212,8.4,5726855203,141,10.7,5726855207,213,3.22,5726855199,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814694243,26,1,1,1,37,5mbo4f0vps12dr0fcvjn3wyp5,1,73.2,10.7,2025-05-14T17:05:14.034Z,2025-05-14T17:05:16Z,9yb0exf35kl3avhdnlhv23glx,B. Hansen,,,5726855293,141,17.1,5726855295,212,4.4,5726855291,140,73.3,5726855289,56,Right,5726855297,213,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814694257,27,1,1,1,40,5mbo4f0vps12dr0fcvjn3wyp5,1,73.2,17.3,2025-05-14T17:05:16.403Z,2025-05-14T17:05:20Z,99i96gbkvesmh3wspv8rl1ln9,A. Salétros,,,5726855383,213,1.44,5726855379,141,32.4,5726855377,140,74.5,5726855381,212,10.4,5726855375,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814694273,28,1,1,1,43,5mbo4f0vps12dr0fcvjn3wyp5,1,74.5,32.4,2025-05-14T17:05:19.907Z,2025-05-14T17:05:21Z,b0rem4wo1p6sumrp6mb77f11w,K. Karlsson,,,5726855457,140,88.8,5726855459,141,10.9,5726855455,56,Right,5726855463,213,5.51,5726855453,155,,5726855461,212,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814694283,29,1,1,1,45,5mbo4f0vps12dr0fcvjn3wyp5,0,92.7,9.5,2025-05-14T17:05:21.298Z,2025-05-14T17:25:34Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,,5726855523,212,37.4,5726855511,155,,5726855509,2,,5726855513,56,Center,5726855605,1,,5726855521,141,63.1,5726855525,213,1.79,5726855517,140,84.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814694289,22,12,1,1,47,9zqn9ugvg64it0lr5z8cq4g9v,1,8.6,38.0,2025-05-14T17:05:23.982Z,2025-05-14T17:05:29Z,8kkbwlif9496fekfraadrws9g,F. Öhman,,,5726855551,140,36.6,5726855555,212,29.6,5726855549,56,Back,5726855557,213,0.10,5726855563,15,,5726855553,141,42.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814694313,30,1,1,1,50,5mbo4f0vps12dr0fcvjn3wyp5,1,67.0,72.1,2025-05-14T17:05:27.234Z,2025-05-14T17:05:31Z,eyqeg6wzhjibkt4zs5dfgzc9h,D. Beširović,,,5726855713,212,15.9,5726855707,56,Left,5726855715,213,1.00,5726855711,141,91.7,5726855709,140,75.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814694335,31,1,1,1,55,5mbo4f0vps12dr0fcvjn3wyp5,0,74.8,89.4,2025-05-14T17:05:31.283Z,2025-05-14T17:05:36Z,prvbf3gxwflgzxuvgvb7ls5x,B. Celina,,,5726855863,213,5.80,5726855857,140,100.0,5726855855,56,Center,5726855859,141,68.5,5726855861,212,30.9,5726855853,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814694333,23,56,1,1,59,9zqn9ugvg64it0lr5z8cq4g9v,1,2.3,32.4,2025-05-14T17:05:35.742Z,2025-05-14T17:05:35Z,eq9x5pboy1dehdauroonsw3c9,S. Leach Holm,,,5726855851,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814694339,24,5,1,2,0,9zqn9ugvg64it0lr5z8cq4g9v,1,-0.8,35.8,2025-05-14T17:05:36.534Z,2025-05-14T18:03:34Z,eq9x5pboy1dehdauroonsw3c9,S. Leach Holm,,,5726855899,346,,5726856529,233,32,5726855873,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814694443,32,5,1,2,0,5mbo4f0vps12dr0fcvjn3wyp5,0,100.8,64.2,2025-05-14T17:05:36.534Z,2025-05-14T18:03:34Z,prvbf3gxwflgzxuvgvb7ls5x,B. Celina,,,5726856545,233,24,5726856515,56,Center,5726856517,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
