id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value
2800588895,13,1,1,0,47,2nnlsjfbcea40t4jeclcbw9lk,0,99.5,99.5,2025-04-13T12:08:12.399Z,2025-04-13T12:08:15Z,chzhwdk4l54t2kf606bkuiaqd,N. Besara,,,5648964849,56,Center,5648964863,212,24.4,5648964859,141,64.2,5648964845,223,,5648964869,213,4.53,5648964839,2,,5648964841,6,,5648964843,155,,5648964853,140,95.4,,,,,,,,,,,,,,,,,,,,,,,
2800588907,7,12,1,0,50,czkf5t3ai00ghwbga03i5aqxw,1,3.5,43.3,2025-04-13T12:08:15.280Z,2025-04-13T12:08:17Z,bv57jiquzqjnzuxzw5r663aad,A. Ståhl,,,5648964985,167,,5648964925,141,22.2,5648964929,213,4.36,5648964927,212,15.3,5648964923,140,0.0,5648964921,56,Back,5648965151,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800588921,8,6,1,0,51,czkf5t3ai00ghwbga03i5aqxw,0,0.8,27.4,2025-04-13T12:08:16.082Z,2025-04-13T12:16:03Z,bv57jiquzqjnzuxzw5r663aad,A. Ståhl,,,5648965491,233,14,5648965409,56,Back,5648965411,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800588911,14,6,1,0,51,2nnlsjfbcea40t4jeclcbw9lk,1,99.2,72.6,2025-04-13T12:08:16.082Z,2025-04-13T12:16:03Z,chzhwdk4l54t2kf606bkuiaqd,N. Besara,,,5648965003,56,Center,5648965459,233,8,5648965005,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800589239,15,1,1,1,3,2nnlsjfbcea40t4jeclcbw9lk,0,99.5,99.5,2025-04-13T12:08:28.415Z,2025-04-13T12:08:32Z,chzhwdk4l54t2kf606bkuiaqd,N. Besara,,,5648966687,155,,5648966695,141,45.8,5648966683,2,,5648966699,213,4.61,5648966685,6,,5648966697,212,36.7,5648966691,56,Center,5648966689,223,,5648966701,1,,5648966693,140,96.1,5648966749,233,9,,,,,,,,,,,,,,,,,
2800589225,9,11,1,1,6,czkf5t3ai00ghwbga03i5aqxw,1,7.6,51.3,2025-04-13T12:08:31.072Z,2025-04-13T12:08:32Z,d5jgrd0clyl4rskqu6j8hcwkp,F. Manojlović,,,5648966625,56,Back,5648966797,233,15,5648966627,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800589521,11,1,1,1,18,czkf5t3ai00ghwbga03i5aqxw,1,9.3,49.3,2025-04-13T12:08:42.992Z,2025-04-13T12:08:46Z,d5jgrd0clyl4rskqu6j8hcwkp,F. Manojlović,,,5648968361,141,73.5,5648968363,212,16.9,5648968357,56,Back,5648968359,140,12.8,5648968365,213,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800589609,12,1,1,1,21,czkf5t3ai00ghwbga03i5aqxw,1,19.1,90.3,2025-04-13T12:08:46.321Z,2025-04-13T12:08:50Z,23p0dby12ymf55wwi0xz2fnx1,M. Danielson,,,5648968837,140,25.5,5648968843,213,0.55,5648968841,212,7.9,5648968839,141,96.3,5648968835,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800589729,13,1,1,1,25,czkf5t3ai00ghwbga03i5aqxw,1,27.2,96.5,2025-04-13T12:08:49.985Z,2025-04-13T12:08:55Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,,5648969437,212,33.7,5648969449,1,,5648969433,141,70.5,5648969427,140,54.5,5648969423,56,Center,5648969443,213,5.73,5648969421,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800589741,14,3,1,1,30,czkf5t3ai00ghwbga03i5aqxw,0,69.6,93.8,2025-04-13T12:08:55.218Z,2025-04-13T12:09:07Z,1utyorvutnk14hp6dr079t1m2,Z. Sawo,,,5648969495,56,Left,5648969497,286,,5648970145,233,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800589855,16,7,1,1,30,2nnlsjfbcea40t4jeclcbw9lk,0,30.4,6.2,2025-04-13T12:08:55.219Z,2025-04-13T12:09:04Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,5648970053,285,,5648970051,56,Back,5648970091,233,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800589827,15,61,1,1,35,czkf5t3ai00ghwbga03i5aqxw,0,72.5,92.1,2025-04-13T12:09:00.463Z,2025-04-13T12:18:05Z,1utyorvutnk14hp6dr079t1m2,Z. Sawo,,,5648969919,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800589857,16,5,1,1,37,czkf5t3ai00ghwbga03i5aqxw,0,71.4,101.8,2025-04-13T12:09:01.796Z,2025-04-13T12:09:07Z,1utyorvutnk14hp6dr079t1m2,Z. Sawo,,,5648970069,347,,5648970463,233,17,5648970067,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800589917,17,5,1,1,37,2nnlsjfbcea40t4jeclcbw9lk,1,28.6,-1.8,2025-04-13T12:09:01.796Z,2025-04-13T12:11:26Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,5648970413,56,Back,5648970443,233,16,5648970415,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800589981,18,1,1,1,40,2nnlsjfbcea40t4jeclcbw9lk,1,31.0,0.0,2025-04-13T12:09:05.344Z,2025-04-13T12:09:08Z,1ojl4m8rsuzsjufucdotav4es,H. Skoglund,,,5648970749,212,8.8,5648970741,107,,5648970743,56,Back,5648970747,141,10.9,5648970745,140,30.3,5648970751,213,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800590025,19,1,1,1,43,2nnlsjfbcea40t4jeclcbw9lk,1,29.7,10.9,2025-04-13T12:09:08.386Z,2025-04-13T12:09:10Z,cyfvxg9z9aqfsoydhz7sr3qxg,M. Karlsson,,,5648970957,212,5.3,5648970949,141,3.5,5648970943,140,31.2,5648970963,213,5.02,5648970935,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800590055,20,1,1,1,45,2nnlsjfbcea40t4jeclcbw9lk,1,31.2,3.5,2025-04-13T12:09:10Z,2025-04-13T12:09:11Z,1ojl4m8rsuzsjufucdotav4es,H. Skoglund,,,5648971103,212,13.0,5648971093,56,Back,5648971099,141,12.0,5648971095,140,20.1,5648971107,213,2.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800590085,21,1,1,1,46,2nnlsjfbcea40t4jeclcbw9lk,0,19.8,12.0,2025-04-13T12:09:10.975Z,2025-04-13T12:09:12Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,5648971239,140,69.1,5648971243,212,52.1,5648971241,141,21.3,5648971235,157,,5648971247,1,,5648971245,213,0.12,5648971237,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800590123,17,1,1,1,48,czkf5t3ai00ghwbga03i5aqxw,0,35.4,83.0,2025-04-13T12:09:13.281Z,2025-04-13T12:09:14Z,ebhyx7fm13sy9qjf4vylzg89h,J. Une Larsson,,,5648971401,141,87.2,5648971397,56,Back,5648971395,3,,5648971403,212,9.2,5648971405,213,0.32,5648971399,140,43.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800590161,22,50,1,1,51,2nnlsjfbcea40t4jeclcbw9lk,1,64.2,14.2,2025-04-13T12:09:16.559Z,2025-04-13T14:38:15Z,8hq0so8nzsuzmsffae5nwdwmi,P. Abraham,,,5648971603,286,,5648971601,56,Right,5648971781,233,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800590185,18,7,1,1,51,czkf5t3ai00ghwbga03i5aqxw,1,35.8,85.8,2025-04-13T12:09:16.560Z,2025-04-13T14:38:14Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,,5648971761,233,22,5648971729,285,,5648971727,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800590205,19,1,1,1,52,czkf5t3ai00ghwbga03i5aqxw,1,38.2,84.1,2025-04-13T12:09:17.473Z,2025-04-13T12:09:18Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,,5648971837,140,28.9,5648971835,56,Back,5648971841,212,14.0,5648971843,213,3.94,5648971839,141,69.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800590271,21,1,1,1,55,czkf5t3ai00ghwbga03i5aqxw,0,29.5,69.4,2025-04-13T12:09:20.017Z,2025-04-13T12:09:21Z,ebhyx7fm13sy9qjf4vylzg89h,J. Une Larsson,,,5648972141,141,82.4,5648972143,212,43.4,5648972139,140,70.0,5648972147,1,,5648972135,157,,5648972137,56,Left,5648972145,213,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800590395,23,12,1,1,59,2nnlsjfbcea40t4jeclcbw9lk,1,23.1,20.6,2025-04-13T12:09:23.903Z,2025-04-13T12:09:28Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,5648972805,141,0.0,5648972847,167,,5648972803,140,29.1,5648972801,56,Back,5648972811,213,5.11,5648972807,212,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800590349,22,5,1,1,59,czkf5t3ai00ghwbga03i5aqxw,1,66.2,101.4,2025-04-13T12:09:24.528Z,2025-04-13T12:11:26Z,ebhyx7fm13sy9qjf4vylzg89h,J. Une Larsson,,,5648972545,347,,5648972849,233,24,5648972543,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800590403,24,5,1,1,59,2nnlsjfbcea40t4jeclcbw9lk,0,33.8,-1.4,2025-04-13T12:09:24.528Z,2025-04-13T12:11:26Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,5648972829,347,,5648972827,56,Back,5648972865,233,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800590781,23,1,1,2,17,czkf5t3ai00ghwbga03i5aqxw,0,64.4,100.0,2025-04-13T12:09:42.561Z,2025-04-13T12:09:44Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,,5648974659,212,18.2,5648974653,56,Left,5648974657,141,92.9,5648974649,107,,5648974655,140,80.9,5648974661,213,5.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800590849,25,1,1,2,21,2nnlsjfbcea40t4jeclcbw9lk,0,19.6,10.6,2025-04-13T12:09:46.687Z,2025-04-13T12:09:47Z,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,5648975041,157,,5648975043,56,Back,5648975049,212,33.2,5648975053,1,,5648975051,213,0.58,5648975047,141,37.6,5648975045,140,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800590917,24,1,1,2,23,czkf5t3ai00ghwbga03i5aqxw,0,56.9,69.7,2025-04-13T12:09:48.481Z,2025-04-13T12:09:50Z,ebhyx7fm13sy9qjf4vylzg89h,J. Une Larsson,,,5648975369,212,14.1,5648975371,213,0.03,5648975365,140,70.3,5648975363,56,Center,5648975361,3,,5648975367,141,70.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800590947,26,12,1,2,26,2nnlsjfbcea40t4jeclcbw9lk,1,27.0,44.8,2025-04-13T12:09:51.056Z,2025-04-13T12:09:52Z,5s647zr10m1nxt4xxpxkpgmw9,P. Vagić,,,5648975591,141,40.1,5648975589,140,34.1,5648975593,212,8.1,5648975617,15,,5648975587,56,Back,5648975595,213,5.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800590989,25,61,1,2,29,czkf5t3ai00ghwbga03i5aqxw,1,58.9,68.8,2025-04-13T12:09:54.240Z,2025-04-13T12:09:54Z,6n7sw8r0fhcoa8hfuxrtm96tx,A. Ekdal,,,5648975807,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800591019,26,1,1,2,30,czkf5t3ai00ghwbga03i5aqxw,0,55.3,63.6,2025-04-13T12:09:55.153Z,2025-04-13T12:22:15Z,dkc69jkzi4e9ysgmwldz249as,M. Siltanen,,,5648975973,212,13.3,5648975969,140,67.4,5648975971,141,57.6,5648975975,213,5.97,5648975967,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800591051,27,50,1,2,30,czkf5t3ai00ghwbga03i5aqxw,1,65.6,55.8,2025-04-13T12:09:55.536Z,2025-04-13T14:38:16Z,5t5ib5l818gj98xrztrj0kbca,O. Fallenius,,,5648976173,56,Center,5648976233,233,27,5648976175,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800591027,27,7,1,2,30,2nnlsjfbcea40t4jeclcbw9lk,0,34.4,44.2,2025-04-13T12:09:55.537Z,2025-04-13T14:38:15Z,cyfvxg9z9aqfsoydhz7sr3qxg,M. Karlsson,,,5648976023,56,Back,5648976203,233,27,5648976025,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800604065,117,61,1,2,31,czkf5t3ai00ghwbga03i5aqxw,1,70.8,58.7,2025-04-13T12:09:56.402Z,2025-04-13T12:22:11Z,5t5ib5l818gj98xrztrj0kbca,O. Fallenius,,,5649046769,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800591131,29,1,1,2,33,2nnlsjfbcea40t4jeclcbw9lk,1,32.0,40.0,2025-04-13T12:09:58.144Z,2025-04-13T12:10:00Z,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,5648976635,212,10.3,5648976637,213,0.16,5648976629,56,Back,5648976633,141,42.4,5648976631,140,41.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800591187,30,1,1,2,35,2nnlsjfbcea40t4jeclcbw9lk,1,46.1,44.5,2025-04-13T12:10:00.543Z,2025-04-13T12:22:26Z,8hq0so8nzsuzmsffae5nwdwmi,P. Abraham,,,5648976943,56,Back,5648976949,212,16.8,5648976951,213,1.71,5648976945,140,43.8,5648976947,141,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800591287,31,1,1,2,37,2nnlsjfbcea40t4jeclcbw9lk,1,60.2,73.2,2025-04-13T12:10:02.711Z,2025-04-13T12:10:07Z,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,5648977377,140,72.5,5648977381,141,91.8,5648977373,56,Left,5648977385,212,18.1,5648977389,213,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800591343,32,1,1,2,42,2nnlsjfbcea40t4jeclcbw9lk,1,68.5,86.8,2025-04-13T12:10:07.568Z,2025-04-13T12:10:11Z,chzhwdk4l54t2kf606bkuiaqd,N. Besara,,,5648977759,213,3.68,5648977751,56,Left,5648977753,140,61.6,5648977757,212,8.4,5648977755,141,80.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800591369,33,1,1,2,46,2nnlsjfbcea40t4jeclcbw9lk,1,61.0,80.5,2025-04-13T12:10:10.992Z,2025-04-13T12:10:13Z,cyfvxg9z9aqfsoydhz7sr3qxg,M. Karlsson,,,5648977903,140,60.1,5648977909,212,6.4,5648977911,213,4.56,5648977899,56,Center,5648977907,141,71.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800591405,34,1,1,2,48,2nnlsjfbcea40t4jeclcbw9lk,1,59.8,66.3,2025-04-13T12:10:12.929Z,2025-04-13T12:10:15Z,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,5648978067,212,15.7,5648978061,56,Center,5648978063,140,74.6,5648978065,141,63.3,5648978069,213,6.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
