id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/9/value,qualifier/10/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId
2793542655,10,5,1,0,18,2nnlsjfbcea40t4jeclcbw9lk,1,37.0,101.4,2025-03-30T12:04:13.909Z,2025-03-30T12:05:03Z,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,5610191349,347,,5610191347,56,Back,5610191357,233,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793542871,11,1,1,0,30,2nnlsjfbcea40t4jeclcbw9lk,1,39.1,100.0,2025-03-30T12:04:25.551Z,2025-03-30T12:04:29Z,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,5610192467,141,90.3,5610192469,212,31.9,5610192471,213,6.04,5610192461,107,,5610192463,56,Left,5610192465,140,68.6,5610192473,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793542879,12,1,1,0,33,2nnlsjfbcea40t4jeclcbw9lk,0,70.5,88.1,2025-03-30T12:04:28.548Z,2025-03-30T13:09:15Z,8hq0so8nzsuzmsffae5nwdwmi,P. Abraham,,,5610538749,141,86.3,5610539175,233,11,5610539173,236,,5610538751,212,1.9,5610538747,140,71.9,5610538753,213,5.59,5610192499,56,Left,5610539179,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793542895,11,74,1,0,33,evf5hhqgnjhwjsth1m6pawxdp,1,33.8,11.4,2025-03-30T12:04:28.549Z,2025-03-30T13:09:15Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,,5610192567,56,Back,5610192569,285,,5610539227,233,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793542971,12,5,1,0,34,evf5hhqgnjhwjsth1m6pawxdp,0,35.0,-1.6,2025-03-30T12:04:30.020Z,2025-03-30T12:05:03Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,,5610192957,56,Back,5610192959,347,,5610193021,233,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793542929,13,5,1,0,34,2nnlsjfbcea40t4jeclcbw9lk,1,65.0,101.6,2025-03-30T12:04:30.020Z,2025-03-30T12:05:03Z,8hq0so8nzsuzmsffae5nwdwmi,P. Abraham,,,5610192995,233,12,5610192715,347,,5610192709,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793543023,14,1,1,0,40,2nnlsjfbcea40t4jeclcbw9lk,1,69.4,100.0,2025-03-30T12:04:35.839Z,2025-03-30T12:04:36Z,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,5610193275,212,7.6,5610193273,141,90.5,5610193281,213,4.47,5610193271,140,67.7,5610193269,56,Left,5610193267,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793543055,15,1,1,0,41,2nnlsjfbcea40t4jeclcbw9lk,1,68.7,90.3,2025-03-30T12:04:36.783Z,2025-03-30T12:04:38Z,chzhwdk4l54t2kf606bkuiaqd,N. Besara,,,5610193447,141,97.7,5610193449,212,5.1,5610193451,213,1.76,5610193445,140,67.8,5610193443,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793543093,16,1,1,0,43,2nnlsjfbcea40t4jeclcbw9lk,1,67.9,96.2,2025-03-30T12:04:38.543Z,2025-03-30T12:04:42Z,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,5610193655,213,3.22,5610193653,212,12.3,5610193647,56,Left,5610193649,140,56.2,5610193651,141,94.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793543143,17,1,1,0,46,2nnlsjfbcea40t4jeclcbw9lk,1,55.1,88.1,2025-03-30T12:04:42.031Z,2025-03-30T12:04:45Z,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,5610193921,1,,5610193919,213,4.06,5610193911,56,Back,5610193917,212,33.7,5610193915,141,48.7,5610193913,140,35.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793543199,18,1,1,0,49,2nnlsjfbcea40t4jeclcbw9lk,1,35.6,45.4,2025-03-30T12:04:45.135Z,2025-03-30T12:04:48Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,5610194201,140,45.4,5610194203,141,7.7,5610194199,56,Back,5610194207,212,27.6,5610194209,213,5.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793543239,19,1,1,0,53,2nnlsjfbcea40t4jeclcbw9lk,0,54.0,7.4,2025-03-30T12:04:48.527Z,2025-03-30T12:04:50Z,1ojl4m8rsuzsjufucdotav4es,H. Skoglund,,,5610194359,140,88.1,5610194361,141,15.9,5610194367,1,,5610194355,56,Right,5610194363,212,36.3,5610194365,213,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793543305,14,1,1,0,55,evf5hhqgnjhwjsth1m6pawxdp,1,11.7,90.0,2025-03-30T12:04:50.630Z,2025-03-30T12:04:55Z,8s2p8s6huogpkao0lce8m5n8,N. Tolf,,,5610194789,140,4.5,5610194791,141,59.7,5610194787,56,Back,5610194795,213,4.36,5610194793,212,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793543333,15,1,1,1,0,evf5hhqgnjhwjsth1m6pawxdp,1,4.8,56.1,2025-03-30T12:04:55.572Z,2025-03-30T12:05:04Z,b6xqk78ndtb9qmjtlavgj02qx,P. Dahlberg,,,5610194945,213,0.54,5610194943,212,42.2,5610194939,140,39.2,5610194941,141,88.3,5610194937,56,Back,5610195769,157,,5610194947,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793543363,16,1,1,1,2,evf5hhqgnjhwjsth1m6pawxdp,0,39.2,88.3,2025-03-30T12:04:57.557Z,2025-03-30T13:04:08Z,80s55a7uw8kypoikefwhtdm5m,M. Fenger,,,5610195153,168,,5610195155,56,Left,5610195163,213,0.25,5610195159,141,95.0,5610195151,3,,5610195161,212,18.7,5610195157,140,56.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793543387,20,12,1,1,4,2nnlsjfbcea40t4jeclcbw9lk,1,43.6,6.8,2025-03-30T12:04:59.504Z,2025-03-30T12:05:00Z,1ojl4m8rsuzsjufucdotav4es,H. Skoglund,,,5610195275,212,17.3,5610195273,141,0.0,5610195271,140,59.1,5610195269,56,Right,5610195277,213,5.93,5610195341,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793543411,17,5,1,1,4,evf5hhqgnjhwjsth1m6pawxdp,1,41.8,102.0,2025-03-30T12:04:59.808Z,2025-03-30T12:22:18Z,80s55a7uw8kypoikefwhtdm5m,M. Fenger,,,5610195377,347,,5610195445,233,21,5610195375,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793543393,21,5,1,1,4,2nnlsjfbcea40t4jeclcbw9lk,0,58.2,-2.0,2025-03-30T12:04:59.808Z,2025-03-30T12:05:05Z,1ojl4m8rsuzsjufucdotav4es,H. Skoglund,,,5610195491,233,17,5610195307,56,Right,5610195309,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793543593,18,1,1,1,11,evf5hhqgnjhwjsth1m6pawxdp,1,38.2,100.0,2025-03-30T12:05:06.470Z,2025-03-30T12:05:10Z,8s2p8s6huogpkao0lce8m5n8,N. Tolf,,,5610196317,141,97.2,5610196321,213,6.11,5610196319,212,18.5,5610196311,107,,5610196313,56,Left,5610196315,140,55.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793543603,19,1,1,1,14,evf5hhqgnjhwjsth1m6pawxdp,0,55.5,97.2,2025-03-30T12:05:10.181Z,2025-03-30T12:05:11Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,,5610196353,168,,5610196365,141,92.1,5610196363,140,62.9,5610196369,213,5.86,5610196357,56,Left,5610196367,212,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793543683,22,1,1,1,17,2nnlsjfbcea40t4jeclcbw9lk,0,39.1,11.0,2025-03-30T12:05:12.559Z,2025-03-30T13:08:48Z,1ojl4m8rsuzsjufucdotav4es,H. Skoglund,,,5610196715,213,6.23,5610196713,212,35.7,5610196709,140,73.1,5610196707,56,Right,5610196711,141,8.3,5610196717,1,,5610196705,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793543711,20,44,1,1,18,evf5hhqgnjhwjsth1m6pawxdp,1,27.3,92.2,2025-03-30T12:05:13.621Z,2025-03-30T13:17:51Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,,5610196977,233,23,5610196859,285,,5610196857,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793543729,23,44,1,1,18,2nnlsjfbcea40t4jeclcbw9lk,0,72.7,7.8,2025-03-30T12:05:13.622Z,2025-03-30T13:17:51Z,au1cbzehllmo4yyt6s0d16rkk,J. Erabi,,,5610196949,286,,5610197001,233,20,5610196947,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793543721,21,1,1,1,18,evf5hhqgnjhwjsth1m6pawxdp,0,27.7,92.9,2025-03-30T12:05:14.181Z,2025-03-30T12:05:15Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,,5610196923,213,5.92,5610196913,56,Back,5610196909,3,,5610196917,140,33.2,5610196921,212,6.2,5610196919,141,89.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793543775,24,1,1,1,20,2nnlsjfbcea40t4jeclcbw9lk,1,68.8,16.1,2025-03-30T12:05:16.080Z,2025-03-30T12:05:17Z,8hq0so8nzsuzmsffae5nwdwmi,P. Abraham,,,5610197145,56,Center,5610197153,213,1.31,5610197149,141,29.4,5610197151,212,9.4,5610197147,140,71.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793543871,26,1,1,1,22,2nnlsjfbcea40t4jeclcbw9lk,1,71.4,34.2,2025-03-30T12:05:17.551Z,2025-03-30T12:05:22Z,chzhwdk4l54t2kf606bkuiaqd,N. Besara,,,5610197663,56,Right,5610197665,140,92.5,5610197669,212,26.0,5610197671,213,5.73,5610197667,141,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793543897,27,1,1,1,26,2nnlsjfbcea40t4jeclcbw9lk,0,93.4,13.2,2025-03-30T12:05:21.999Z,2025-03-30T12:05:23Z,au1cbzehllmo4yyt6s0d16rkk,J. Erabi,,,5610197809,141,42.2,5610197815,213,1.55,5610197807,140,93.8,5610197811,212,19.7,5610197801,2,,5610197803,155,,5610197805,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793543995,23,1,1,1,30,evf5hhqgnjhwjsth1m6pawxdp,1,8.4,72.7,2025-03-30T12:05:25.670Z,2025-03-30T12:05:28Z,8s2p8s6huogpkao0lce8m5n8,N. Tolf,,,5610198235,141,73.0,5610198233,140,28.0,5610198237,212,20.6,5610198239,213,0.01,5610198231,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793544007,24,3,1,1,32,evf5hhqgnjhwjsth1m6pawxdp,0,29.2,69.2,2025-03-30T12:05:28.261Z,2025-03-30T13:17:34Z,bm0bafkutd9qb9qee06cys9re,I. Jagne,,,5610198445,233,28,5610198279,285,,5610198277,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793544025,28,7,1,1,32,2nnlsjfbcea40t4jeclcbw9lk,1,70.8,30.8,2025-03-30T12:05:28.262Z,2025-03-30T13:17:33Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,5610198389,56,Center,5610198391,286,,5610198409,233,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793544039,29,1,1,1,34,2nnlsjfbcea40t4jeclcbw9lk,1,67.5,41.3,2025-03-30T12:05:29.903Z,2025-03-30T12:05:31Z,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,5610198479,140,76.0,5610198483,212,10.6,5610198485,213,0.56,5610198477,56,Center,5610198481,141,49.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793544087,31,1,1,1,35,2nnlsjfbcea40t4jeclcbw9lk,1,73.7,49.0,2025-03-30T12:05:31.151Z,2025-03-30T12:05:33Z,chzhwdk4l54t2kf606bkuiaqd,N. Besara,,,5610198723,212,24.2,5610198725,213,5.52,5610198719,140,90.3,5610198721,141,24.4,5610198717,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793544091,32,3,1,1,38,2nnlsjfbcea40t4jeclcbw9lk,0,88.6,27.8,2025-03-30T12:05:33.647Z,2025-03-30T12:05:38Z,au1cbzehllmo4yyt6s0d16rkk,J. Erabi,,,5610198745,286,,5610198741,56,Center,5610198835,233,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793544099,25,7,1,1,38,evf5hhqgnjhwjsth1m6pawxdp,0,11.4,72.2,2025-03-30T12:05:33.648Z,2025-03-30T12:05:37Z,8s2p8s6huogpkao0lce8m5n8,N. Tolf,,,5610198793,285,,5610198803,233,32,5610198791,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793544167,26,83,1,1,40,evf5hhqgnjhwjsth1m6pawxdp,0,12.2,74.1,2025-03-30T12:05:36.068Z,2025-03-30T12:05:43Z,bm0bafkutd9qb9qee06cys9re,I. Jagne,,,5610199683,399,8hq0so8nzsuzmsffae5nwdwmi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793544247,33,1,1,1,42,2nnlsjfbcea40t4jeclcbw9lk,1,89.7,24.1,2025-03-30T12:05:37.993Z,2025-03-30T12:05:41Z,8hq0so8nzsuzmsffae5nwdwmi,P. Abraham,,,5610199515,213,3.00,5610199509,140,81.8,5610199513,212,8.4,5610199507,56,Center,5610199511,141,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793544273,34,1,1,1,46,2nnlsjfbcea40t4jeclcbw9lk,1,77.5,23.0,2025-03-30T12:05:41.615Z,2025-03-30T12:05:43Z,cyfvxg9z9aqfsoydhz7sr3qxg,M. Karlsson,,,5610199653,212,11.1,5610199655,213,5.15,5610199649,140,82.0,5610199651,141,8.2,5610199647,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793544305,35,1,1,1,49,2nnlsjfbcea40t4jeclcbw9lk,1,79.7,7.4,2025-03-30T12:05:44.800Z,2025-03-30T12:05:45Z,1ojl4m8rsuzsjufucdotav4es,H. Skoglund,,,5610199813,56,Right,5610199815,140,79.8,5610199817,141,12.0,5610199821,213,1.54,5610199819,212,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793544367,36,1,1,1,49,2nnlsjfbcea40t4jeclcbw9lk,1,79.8,12.0,2025-03-30T12:05:45.247Z,2025-03-30T12:05:48Z,8hq0so8nzsuzmsffae5nwdwmi,P. Abraham,,,5610200099,212,10.0,5610200091,140,89.2,5610200087,56,Right,5610200101,213,6.13,5610200095,141,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
