id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/13/value,qualifier/16/value
2816524221,7,1,1,0,10,93ohqui2qgqm8408viwmm1ken,1,62.9,69.4,2025-05-18T14:31:36.938Z,2025-05-18T14:31:40Z,d58ji96mcnebbci6skc46x9uc,O. Rosengren,,,5736882973,140,41.4,5736882971,56,Back,5736882979,213,3.15,5736882975,141,69.0,5736882977,212,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816524271,8,1,1,0,13,93ohqui2qgqm8408viwmm1ken,1,41.3,66.3,2025-05-18T14:31:40.123Z,2025-05-18T14:31:43Z,as6coaak724tr7igyz1wwlfc9,C. Rösler,,,5736883263,140,46.7,5736883261,56,Back,5736883269,213,0.50,5736883267,212,6.5,5736883265,141,70.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816524303,9,1,1,0,17,93ohqui2qgqm8408viwmm1ken,0,47.0,72.3,2025-05-18T14:31:43.436Z,2025-05-18T14:39:29Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,,5736883457,213,0.14,5736883447,140,75.9,5736883439,155,,5736883453,212,30.6,5736883451,141,78.4,5736883443,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816524319,6,12,1,0,19,6i936isoyj6d0uuxdj537uc97,1,20.0,27.3,2025-05-18T14:31:45.420Z,2025-05-18T14:31:46Z,b248ue8bteo0awvp627dokd0,B. Kurtulus,,,5736883527,56,Back,5736883531,141,12.2,5736883541,15,,5736883535,213,5.39,5736883533,212,13.1,5736883529,140,27.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816524395,10,1,1,0,23,93ohqui2qgqm8408viwmm1ken,1,73.3,96.0,2025-05-18T14:31:49.587Z,2025-05-18T14:39:54Z,8ydeghsg8bdyovqjnr56hz8x5,S. Hakšabanović,,,5736883941,213,3.31,5736883939,212,13.1,5736883933,56,Left,5736883935,140,61.0,5736883937,141,92.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816533821,108,1,1,0,24,93ohqui2qgqm8408viwmm1ken,1,62.7,83.8,2025-05-18T14:31:50.412Z,2025-05-18T14:40:06Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,,5736932103,141,94.4,5736932105,212,7.6,5736932107,213,1.89,5736932099,56,Left,5736932101,140,60.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816524473,11,1,1,0,25,93ohqui2qgqm8408viwmm1ken,1,61.0,92.7,2025-05-18T14:31:51.994Z,2025-05-18T14:31:55Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,,5736884333,56,Left,5736884345,212,5.2,5736884337,140,61.1,5736884341,141,85.0,5736884349,213,4.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816524481,12,1,1,0,27,93ohqui2qgqm8408viwmm1ken,1,39.0,70.3,2025-05-18T14:31:53.987Z,2025-05-18T14:41:28Z,as6coaak724tr7igyz1wwlfc9,C. Rösler,,,5736884405,213,4.66,5736884399,140,38.0,5736884403,212,19.6,5736884401,141,41.5,5736884397,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816524523,13,1,1,0,28,93ohqui2qgqm8408viwmm1ken,1,38.0,41.5,2025-05-18T14:31:54.723Z,2025-05-18T14:41:26Z,4j6a6qec8m58zgojpbv8wxnf9,P. Jansson,,,5736884615,212,13.9,5736884609,56,Back,5736884613,141,62.0,5736884611,140,37.8,5736884619,213,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816524537,14,1,1,0,29,93ohqui2qgqm8408viwmm1ken,1,37.4,69.1,2025-05-18T14:31:55.691Z,2025-05-18T14:41:25Z,as6coaak724tr7igyz1wwlfc9,C. Rösler,,,5736884695,56,Left,5736884697,140,60.2,5736884701,212,30.0,5736884703,213,0.65,5736884699,141,95.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816524635,15,1,1,0,30,93ohqui2qgqm8408viwmm1ken,1,60.2,95.7,2025-05-18T14:31:56.907Z,2025-05-18T14:41:33Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,,5736885197,141,78.2,5736885195,140,52.7,5736885201,213,4.13,5736885193,56,Center,5736885199,212,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816534697,117,1,1,0,31,93ohqui2qgqm8408viwmm1ken,1,53.8,83.2,2025-05-18T14:31:57.413Z,2025-05-18T14:41:20Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,,5736939707,212,10.0,5736939705,141,95.5,5736939711,213,0.99,5736939699,56,Left,5736939701,140,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816534693,116,1,1,0,33,93ohqui2qgqm8408viwmm1ken,1,53.7,94.8,2025-05-18T14:31:59.269Z,2025-05-18T14:42:18Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,,5736942483,56,Left,5736942491,141,86.5,5736942487,140,63.7,5736942493,212,11.9,5736942495,213,5.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816524603,7,83,1,0,37,6i936isoyj6d0uuxdj537uc97,0,43.5,16.4,2025-05-18T14:32:03.229Z,2025-05-18T14:42:07Z,b248ue8bteo0awvp627dokd0,B. Kurtulus,,,5736888593,399,8ydeghsg8bdyovqjnr56hz8x5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816534687,115,61,1,0,37,93ohqui2qgqm8408viwmm1ken,1,60.5,90.1,2025-05-18T14:32:04.093Z,2025-05-18T14:42:03Z,8ydeghsg8bdyovqjnr56hz8x5,S. Hakšabanović,,,5736943799,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816524639,16,1,1,0,38,93ohqui2qgqm8408viwmm1ken,0,60.0,95.9,2025-05-18T14:32:04.299Z,2025-05-18T14:32:57Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,,5736888827,140,63.7,5736885219,56,Left,5736888867,233,8,5736888875,286,,5736888837,213,6.21,5736888831,141,95.5,5736888863,236,,5736888833,212,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816524629,8,74,1,0,38,6i936isoyj6d0uuxdj537uc97,1,35.0,7.3,2025-05-18T14:32:04.300Z,2025-05-18T15:20:46Z,b248ue8bteo0awvp627dokd0,B. Kurtulus,,,5736888897,233,16,5736885147,56,Back,5736885149,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816524643,9,5,1,0,40,6i936isoyj6d0uuxdj537uc97,0,34.6,-1.4,2025-05-18T14:32:06.780Z,2025-05-18T14:32:10Z,b248ue8bteo0awvp627dokd0,B. Kurtulus,,,5736885241,56,Back,5736885243,347,,5736885437,233,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816524669,17,5,1,0,40,93ohqui2qgqm8408viwmm1ken,1,65.4,101.4,2025-05-18T14:32:06.780Z,2025-05-18T15:20:58Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,,5736885373,347,,5736885407,233,9,5736885371,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816524757,18,1,1,0,46,93ohqui2qgqm8408viwmm1ken,1,61.9,100.0,2025-05-18T14:32:13.035Z,2025-05-18T14:32:14Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,,5736885837,56,Left,5736885835,107,,5736885843,212,8.3,5736885845,213,3.85,5736885841,141,94.1,5736885839,140,55.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816524775,19,1,1,0,47,93ohqui2qgqm8408viwmm1ken,1,55.9,94.1,2025-05-18T14:32:14.139Z,2025-05-18T14:32:15Z,8ydeghsg8bdyovqjnr56hz8x5,S. Hakšabanović,,,5736885903,212,10.0,5736885901,141,81.8,5736885899,140,50.6,5736885897,56,Left,5736885905,213,4.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816524849,20,1,1,0,48,93ohqui2qgqm8408viwmm1ken,1,50.6,81.8,2025-05-18T14:32:14.923Z,2025-05-18T14:32:19Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,,5736886337,140,35.6,5736886343,213,2.86,5736886335,56,Back,5736886339,141,88.6,5736886341,212,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816524869,21,1,1,0,53,93ohqui2qgqm8408viwmm1ken,1,41.7,82.4,2025-05-18T14:32:19.563Z,2025-05-18T14:32:22Z,as6coaak724tr7igyz1wwlfc9,C. Rösler,,,5736886457,140,67.1,5736886463,212,28.0,5736886469,213,0.30,5736886459,141,94.7,5736886451,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816524899,22,1,1,0,55,93ohqui2qgqm8408viwmm1ken,1,68.3,93.9,2025-05-18T14:32:22.107Z,2025-05-18T14:32:25Z,7hugqbtot3c8fmxtfqld9l15g,H. Bolin,,,5736886707,140,94.6,5736886713,213,0.03,5736886705,56,Left,5736886709,141,95.3,5736886711,212,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816524915,23,1,1,0,59,93ohqui2qgqm8408viwmm1ken,0,94.6,95.3,2025-05-18T14:32:25.403Z,2025-05-18T14:32:35Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,,5736886865,213,4.69,5736886857,56,Center,5736886855,155,,5736886863,212,29.0,5736886853,2,,5736886859,140,94.1,5736887423,233,10,5736886861,141,52.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816524971,10,41,1,1,0,6i936isoyj6d0uuxdj537uc97,1,6.3,47.9,2025-05-18T14:32:26.861Z,2025-05-18T14:32:50Z,87x84p759ef1d1qyffeghbp3p,T. Erlandsson,,,5736887235,212,5.5,5736887237,213,3.48,5736887437,233,23,5736887227,140,1.4,5736887231,141,45.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816524973,11,12,1,1,2,6i936isoyj6d0uuxdj537uc97,1,1.4,45.2,2025-05-18T14:32:28.493Z,2025-05-18T14:32:48Z,2s9ra3bnhkcid5uz7abhdhr6d,M. Olsson,,,5736887247,212,11.8,5736887245,141,28.3,5736887249,213,4.49,5736887241,56,Back,5736887243,140,0.0,5736887279,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816524979,12,6,1,1,6,6i936isoyj6d0uuxdj537uc97,0,0.3,17.0,2025-05-18T14:32:32.765Z,2025-05-18T15:21:10Z,2s9ra3bnhkcid5uz7abhdhr6d,M. Olsson,,,5736889097,233,25,5736887311,73,,5736887309,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816525215,25,6,1,1,6,93ohqui2qgqm8408viwmm1ken,1,99.7,83.0,2025-05-18T14:32:32.765Z,2025-05-18T15:21:10Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,,5736888589,73,,5736888587,56,Left,5736889085,233,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816525017,24,43,1,1,9,93ohqui2qgqm8408viwmm1ken,1,0.0,0.0,2025-05-18T14:32:35.484Z,2025-05-18T14:32:52Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,,5736888567,144,5,5736887497,347,0,5736887495,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816525405,26,1,1,1,38,93ohqui2qgqm8408viwmm1ken,0,99.5,99.5,2025-05-18T14:33:04.304Z,2025-05-18T14:33:06Z,d58ji96mcnebbci6skc46x9uc,O. Rosengren,,,5736889563,213,4.65,5736889539,155,,5736889559,212,30.9,5736889543,223,,5736889551,140,97.6,5736889533,2,,5736889555,141,54.2,5736889535,6,,5736889547,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,
2816525451,13,12,1,1,42,6i936isoyj6d0uuxdj537uc97,1,2.7,47.8,2025-05-18T14:33:08.701Z,2025-05-18T14:33:10Z,bdw87kq6mx8rdkkpb9w5nar1m,F. Schyberg,,,5736889771,140,0.0,5736889779,213,4.32,5736889807,15,,5736889767,56,Back,5736889777,212,10.8,5736889775,141,33.1,5736889855,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816525465,14,6,1,1,42,6i936isoyj6d0uuxdj537uc97,0,0.2,37.8,2025-05-18T14:33:08.940Z,2025-05-18T15:21:10Z,bdw87kq6mx8rdkkpb9w5nar1m,F. Schyberg,,,5736889921,73,,5736889919,56,Back,5736889963,233,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816525443,27,6,1,1,42,93ohqui2qgqm8408viwmm1ken,1,99.8,62.2,2025-05-18T14:33:08.940Z,2025-05-18T15:21:10Z,d58ji96mcnebbci6skc46x9uc,O. Rosengren,,,5736889869,73,,5736889941,233,14,5736889867,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816525825,28,1,1,2,1,93ohqui2qgqm8408viwmm1ken,0,99.5,99.5,2025-05-18T14:33:27.645Z,2025-05-18T14:44:46Z,d58ji96mcnebbci6skc46x9uc,O. Rosengren,,,5736891569,1,,5736891543,6,,5736891551,140,95.8,5736891561,212,33.8,5736891549,56,Center,5736891541,2,,5736960701,233,15,5736891547,223,,5736891545,155,,5736891565,213,4.60,5736891555,141,50.1,,,,,,,,,,,,,,,,,,,,
2816527985,26,44,1,2,5,6i936isoyj6d0uuxdj537uc97,1,4.6,47.4,2025-05-18T14:33:31.697Z,2025-05-18T14:44:55Z,87x84p759ef1d1qyffeghbp3p,T. Erlandsson,,,5736901873,56,Back,5736902277,233,29,5736901875,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816525829,29,44,1,2,5,93ohqui2qgqm8408viwmm1ken,0,95.4,52.6,2025-05-18T14:33:31.698Z,2025-05-18T14:44:55Z,90eoelhr2oxpg3ejr2whwwu6t,I. Kiese Thelin,,,5736891581,286,,5736891579,56,Center,5736902323,233,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816525855,15,41,1,2,5,6i936isoyj6d0uuxdj537uc97,1,3.0,46.6,2025-05-18T14:33:31.703Z,2025-05-18T14:45:03Z,87x84p759ef1d1qyffeghbp3p,T. Erlandsson,,,5736960733,233,28,5736962099,212,5.1,5736962101,213,6.07,5736962095,140,7.7,5736962097,141,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816541667,105,12,1,2,6,6i936isoyj6d0uuxdj537uc97,1,6.1,48.5,2025-05-18T14:33:32.908Z,2025-05-18T14:47:56Z,2s9ra3bnhkcid5uz7abhdhr6d,M. Olsson,,,5736979343,140,18.4,5736979341,56,Back,5736979429,15,,5736979349,213,5.55,5736979347,212,17.4,5736979345,141,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816525911,30,1,1,2,8,93ohqui2qgqm8408viwmm1ken,1,79.8,76.4,2025-05-18T14:33:34.204Z,2025-05-18T14:33:36Z,4yg4i2wvdz87rrxpn0rqn2xg5,J. Stryger Larsen,,,5736891947,141,91.2,5736891945,140,80.4,5736891941,3,,5736891949,212,10.1,5736891951,213,1.51,5736891943,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816525957,31,1,1,2,10,93ohqui2qgqm8408viwmm1ken,1,82.8,93.3,2025-05-18T14:33:36.411Z,2025-05-18T14:33:39Z,d58ji96mcnebbci6skc46x9uc,O. Rosengren,,,5736892183,213,6.15,5736892179,141,90.9,5736892175,56,Left,5736892177,140,94.3,5736892181,212,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816525961,32,3,1,2,12,93ohqui2qgqm8408viwmm1ken,0,93.4,89.8,2025-05-18T14:33:39.147Z,2025-05-18T15:20:40Z,4yg4i2wvdz87rrxpn0rqn2xg5,J. Stryger Larsen,,,5736892199,286,,5736892197,56,Left,5736892497,233,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816526009,16,7,1,2,12,6i936isoyj6d0uuxdj537uc97,1,6.6,10.2,2025-05-18T14:33:39.148Z,2025-05-18T15:20:40Z,atxo9oz3czimyk1t4xigfrkrt,V. Granath,,,5736892421,56,Back,5736892461,233,32,5736892425,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816526135,17,12,1,2,15,6i936isoyj6d0uuxdj537uc97,1,2.8,10.0,2025-05-18T14:33:41.456Z,2025-05-18T14:33:47Z,atxo9oz3czimyk1t4xigfrkrt,V. Granath,,,5736893041,141,7.6,5736893039,140,8.2,5736893045,213,6.00,5736893043,212,5.9,5736893037,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816526223,33,1,1,2,18,93ohqui2qgqm8408viwmm1ken,1,85.0,89.4,2025-05-18T14:33:44.828Z,2025-05-18T14:33:52Z,d58ji96mcnebbci6skc46x9uc,O. Rosengren,,,5736893465,56,Center,5736893457,2,,5736893477,213,5.00,5736893467,140,90.5,5736893473,212,20.4,5736893461,155,,5736893471,141,60.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816526141,18,4,1,2,21,6i936isoyj6d0uuxdj537uc97,1,10.8,39.8,2025-05-18T14:33:47.694Z,2025-05-18T14:49:53Z,2s9ra3bnhkcid5uz7abhdhr6d,M. Olsson,,,5736893071,285,,5736893069,56,Back,5736893677,152,,5736893741,233,34,5736893673,13,,5736990579,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816526227,34,4,1,2,21,93ohqui2qgqm8408viwmm1ken,0,89.2,60.2,2025-05-18T14:33:47.695Z,2025-05-18T15:26:18Z,as6coaak724tr7igyz1wwlfc9,C. Rösler,,,5736893579,152,,5736990783,264,,5736893583,286,,5736893577,56,Center,5736893575,13,,5736893789,233,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
