id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/9/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2813431033,6,1,1,0,14,7hlumphk42363z3i2nry2wrzj,1,25.7,24.1,2025-05-11T12:01:57.801Z,2025-05-11T12:02:06Z,4er21aspnwqojlenu6lhc2b4l,M. Watson,,5719822915,56,Back,5719822923,213,2.29,5719822921,212,21.2,5719822919,141,47.6,5719822917,140,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813431103,7,1,1,0,22,7hlumphk42363z3i2nry2wrzj,1,12.7,50.7,2025-05-11T12:02:06.313Z,2025-05-11T12:02:09Z,3qlfkqrawehngfhe1zmy1a61g,D. Andersson,,5719823263,140,46.4,5719823265,141,33.7,5719823269,213,5.97,5719823271,1,,5719823267,212,37.2,5719823261,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813431159,8,1,1,0,25,7hlumphk42363z3i2nry2wrzj,1,48.2,31.2,2025-05-11T12:02:09.513Z,2025-05-11T12:02:12Z,8ntq70sdmvbmmvchvu5jd6ndh,C. Nyman,,5719823541,140,55.4,5719823545,141,6.8,5719823537,56,Right,5719823547,212,18.2,5719823549,213,5.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813431171,9,3,1,0,27,7hlumphk42363z3i2nry2wrzj,0,59.6,4.8,2025-05-11T12:02:11.662Z,2025-05-11T12:02:16Z,a2ggooyqi2s1berhxtm75j5qt,D. Moberg Karlsson,,5719823745,233,5,5719823593,286,,5719823591,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813431181,5,7,1,0,27,2nnlsjfbcea40t4jeclcbw9lk,1,40.4,95.2,2025-05-11T12:02:11.663Z,2025-05-11T12:02:15Z,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,5719823657,285,,5719823653,167,,5719823655,56,Back,5719823705,233,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813431257,6,5,1,0,28,2nnlsjfbcea40t4jeclcbw9lk,0,37.4,102.0,2025-05-11T12:02:12.526Z,2025-05-11T12:57:23Z,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,5719824111,233,10,5719824005,347,,5719824003,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813431209,10,5,1,0,28,7hlumphk42363z3i2nry2wrzj,1,62.6,-2.0,2025-05-11T12:02:12.526Z,2025-05-11T12:57:22Z,a2ggooyqi2s1berhxtm75j5qt,D. Moberg Karlsson,,5719823795,347,,5719824107,233,6,5719823793,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813431265,11,1,1,0,30,7hlumphk42363z3i2nry2wrzj,1,59.3,0.0,2025-05-11T12:02:14.073Z,2025-05-11T12:02:15Z,a2ggooyqi2s1berhxtm75j5qt,D. Moberg Karlsson,,5719824051,140,44.1,5719824063,213,2.68,5719824047,56,Back,5719824041,107,,5719824057,141,9.8,5719824061,212,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813431363,12,1,1,0,31,7hlumphk42363z3i2nry2wrzj,1,44.0,12.2,2025-05-11T12:02:15.753Z,2025-05-11T12:02:21Z,7a08ravzlia5dhw5dm1q707pw,M. Neffati,,5719824565,56,Center,5719824573,213,0.50,5719824569,141,21.5,5719824567,140,55.0,5719824571,212,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813431371,13,4,1,0,37,7hlumphk42363z3i2nry2wrzj,1,59.3,18.2,2025-05-11T12:02:21.065Z,2025-05-11T12:58:44Z,ez7xc7vakt4fmabtp61w72yju,I. Lushaku,,5719824685,13,,5719824693,286,,5719824689,152,,5719824691,265,,5719824687,56,Right,5719824797,233,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813431379,7,4,1,0,37,2nnlsjfbcea40t4jeclcbw9lk,0,40.7,81.8,2025-05-11T12:02:21.066Z,2025-05-11T12:58:44Z,cyfvxg9z9aqfsoydhz7sr3qxg,M. Karlsson,,5719824745,13,,5719824807,233,13,5719824753,285,,5719824751,265,,5719824749,152,,5719824747,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813431639,14,1,1,0,45,7hlumphk42363z3i2nry2wrzj,1,55.1,21.8,2025-05-11T12:02:28.857Z,2025-05-11T12:15:15Z,5jv0xmo83g4lbzo8nodqbh46i,J. Ceesay,,5719826057,141,31.8,5719826059,212,12.8,5719826049,5,,5719826051,152,,5719913611,189,,5719826053,56,Back,5719826061,213,2.58,5719826055,140,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813448413,96,1,1,0,46,7hlumphk42363z3i2nry2wrzj,1,42.6,33.8,2025-05-11T12:02:30.015Z,2025-05-11T12:15:37Z,ez7xc7vakt4fmabtp61w72yju,I. Lushaku,,5719915547,141,43.0,5719915889,189,,5719915551,212,16.1,5719915545,140,56.7,5719915543,56,Center,5719915555,213,0.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813431673,15,1,1,0,49,7hlumphk42363z3i2nry2wrzj,1,66.8,32.5,2025-05-11T12:02:32.906Z,2025-05-11T12:16:30Z,7a08ravzlia5dhw5dm1q707pw,M. Neffati,,5719826217,140,69.4,5719826219,141,49.5,5719826221,212,11.9,5719826223,213,1.34,5719826215,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813431815,17,1,1,0,50,7hlumphk42363z3i2nry2wrzj,1,74.5,55.5,2025-05-11T12:02:33.906Z,2025-05-11T12:18:02Z,8ntq70sdmvbmmvchvu5jd6ndh,C. Nyman,,5719826931,141,11.9,5719826937,1,,5719826935,213,5.41,5719826929,140,98.0,5719826927,56,Right,5719826933,212,38.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813431691,16,43,1,0,52,7hlumphk42363z3i2nry2wrzj,1,0.0,0.0,2025-05-11T12:02:36.122Z,2025-05-11T12:17:58Z,ez7xc7vakt4fmabtp61w72yju,I. Lushaku,,5719826305,212,7.1,5719931051,144,1,5719826303,141,55.4,5719826299,56,Center,5719826301,140,74.4,5719826307,213,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813431929,18,1,1,0,58,7hlumphk42363z3i2nry2wrzj,1,93.0,14.3,2025-05-11T12:02:41.914Z,2025-05-11T12:02:53Z,a2ggooyqi2s1berhxtm75j5qt,D. Moberg Karlsson,1.0,5719828123,210,15,5719827457,212,29.3,5719827459,213,1.52,5719827451,56,Center,5719827447,155,,5719828125,154,,5719827445,2,,5719827453,140,94.3,5719827455,141,57.3,,,,,,,,,,,,,,,,,,,,,,,,
2813431949,19,44,1,1,2,7hlumphk42363z3i2nry2wrzj,1,93.2,56.0,2025-05-11T12:02:46.270Z,2025-05-11T13:08:48Z,8ntq70sdmvbmmvchvu5jd6ndh,C. Nyman,,5719827553,56,Center,5719827625,233,8,5719827555,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813431925,8,44,1,1,2,2nnlsjfbcea40t4jeclcbw9lk,0,6.8,44.0,2025-05-11T12:02:46.271Z,2025-05-11T13:08:48Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,5719827419,56,Back,5719827649,233,19,5719827421,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813431953,20,15,1,1,3,7hlumphk42363z3i2nry2wrzj,1,94.3,57.3,2025-05-11T12:02:46.874Z,2025-05-11T12:02:53Z,8ntq70sdmvbmmvchvu5jd6ndh,C. Nyman,,5719828183,55,18,5719828193,146,99.4,5719827763,15,,5719828179,29,,5719828177,77,,5719828195,147,50.4,5719827589,61,,5719827587,22,,5719827591,56,Center,5719828191,214,5719828187,102,51.9,5719828189,103,31.6,5719828181,154,5719827767,328,5719828207,233,9,,,,,,,,,
2813431957,9,10,1,1,3,2nnlsjfbcea40t4jeclcbw9lk,1,0.9,50.1,2025-05-11T12:02:46.974Z,2025-05-11T12:02:54Z,ch1ehgr9guufs2wmz5dbvmvo5,W. Hahn,,5719827611,182,,5719828243,233,20,5719827827,181,,5719827825,177,,5719827615,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813432291,11,1,1,1,9,2nnlsjfbcea40t4jeclcbw9lk,1,14.5,49.3,2025-05-11T12:02:53.728Z,2025-05-11T12:03:03Z,ch1ehgr9guufs2wmz5dbvmvo5,W. Hahn,,5719829321,213,5.95,5719829311,199,,5719829319,212,61.6,5719829317,141,20.0,5719829315,140,70.0,5719829313,56,Right,5719829323,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813432303,12,4,1,1,19,2nnlsjfbcea40t4jeclcbw9lk,1,76.2,18.2,2025-05-11T12:03:03.135Z,2025-05-11T12:21:04Z,2v1tnyzorjyx7pyf3auj73ytw,Montader Madjed,,5719829531,233,21,5719829391,13,,5719829399,286,,5719950525,295,,5719829395,152,,5719829393,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813432315,21,4,1,1,19,7hlumphk42363z3i2nry2wrzj,0,23.8,81.8,2025-05-11T12:03:03.136Z,2025-05-11T12:22:52Z,3hn1o03lxsjzju3uorl6rnpxw,Y. Kalley,,5719829569,233,12,5719829495,152,,5719950805,295,,5719829493,56,Back,5719829491,13,,5719829499,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813432975,13,1,1,1,49,2nnlsjfbcea40t4jeclcbw9lk,0,68.8,11.7,2025-05-11T12:03:33.582Z,2025-05-11T12:03:34Z,chzhwdk4l54t2kf606bkuiaqd,N. Besara,,5719832875,213,0.76,5719832863,155,,5719832865,152,,5719832873,212,25.1,5719832859,2,,5719832869,140,86.2,5719832867,56,Center,5719832871,141,37.1,5719832861,5,,,,,,,,,,,,,,,,,,,,,,,,,
2813433025,22,12,1,1,51,7hlumphk42363z3i2nry2wrzj,1,13.9,53.7,2025-05-11T12:03:35.498Z,2025-05-11T12:03:37Z,3hn1o03lxsjzju3uorl6rnpxw,Y. Kalley,,5719833151,141,58.8,5719833213,15,,5719833149,140,41.3,5719833147,56,Back,5719833153,212,29.0,5719833155,213,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813433155,14,1,1,1,56,2nnlsjfbcea40t4jeclcbw9lk,1,57.7,25.9,2025-05-11T12:03:40.031Z,2025-05-11T12:03:41Z,4mroygq2ruxkml5c5j4awwted,T. Tekie,,5719833767,213,4.33,5719833763,212,14.7,5719833755,56,Right,5719833757,140,52.5,5719833759,141,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813433327,15,1,1,1,57,2nnlsjfbcea40t4jeclcbw9lk,1,44.4,5.5,2025-05-11T12:03:41.711Z,2025-05-11T12:03:48Z,chzhwdk4l54t2kf606bkuiaqd,N. Besara,,5719834731,56,Back,5719834737,212,33.7,5719834739,213,2.09,5719834741,1,,5719834735,141,48.5,5719834733,140,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813433355,16,1,1,2,5,2nnlsjfbcea40t4jeclcbw9lk,0,28.4,48.5,2025-05-11T12:03:48.814Z,2025-05-11T12:03:50Z,ch1ehgr9guufs2wmz5dbvmvo5,W. Hahn,,5719834889,212,39.2,5719834891,213,0.27,5719834887,141,63.7,5719834881,155,,5719834883,56,Center,5719834885,140,64.4,5719834893,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813433393,23,61,1,2,5,7hlumphk42363z3i2nry2wrzj,0,34.5,37.2,2025-05-11T12:03:49.210Z,2025-05-11T12:24:04Z,7a08ravzlia5dhw5dm1q707pw,M. Neffati,,5719835111,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813433397,17,61,1,2,6,2nnlsjfbcea40t4jeclcbw9lk,0,61.9,64.8,2025-05-11T12:03:50.279Z,2025-05-11T12:24:11Z,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,5719835129,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813457943,154,3,1,2,7,7hlumphk42363z3i2nry2wrzj,1,38.6,36.8,2025-05-11T12:03:51.545Z,2025-05-11T14:09:19Z,7a08ravzlia5dhw5dm1q707pw,M. Neffati,,5719969277,56,Back,5719969829,233,263,5719969279,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813457921,263,45,1,2,7,2nnlsjfbcea40t4jeclcbw9lk,0,61.4,63.2,2025-05-11T12:03:51.545Z,2025-05-11T14:09:19Z,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,5719969791,56,Center,5719969833,233,154,5719969793,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813433527,25,1,1,2,9,7hlumphk42363z3i2nry2wrzj,0,38.2,31.3,2025-05-11T12:03:52.890Z,2025-05-11T12:04:39Z,7a08ravzlia5dhw5dm1q707pw,M. Neffati,,5719835813,140,90.2,5719835823,213,0.51,5719835815,141,75.7,5719835819,212,62.4,5719835827,1,,5719835809,155,,5719835811,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813433777,19,1,1,2,19,2nnlsjfbcea40t4jeclcbw9lk,1,10.0,38.8,2025-05-11T12:04:02.832Z,2025-05-11T12:04:06Z,ch1ehgr9guufs2wmz5dbvmvo5,W. Hahn,,5719837023,140,14.0,5719837025,141,28.6,5719837017,123,,5719837027,212,8.1,5719837019,56,Back,5719837029,213,5.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813433839,20,1,1,2,22,2nnlsjfbcea40t4jeclcbw9lk,1,12.6,34.8,2025-05-11T12:04:06.591Z,2025-05-11T12:04:09Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,5719837501,140,11.6,5719837505,212,20.6,5719837507,213,1.62,5719837503,141,65.1,5719837499,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813433861,21,1,1,2,26,2nnlsjfbcea40t4jeclcbw9lk,1,11.6,65.2,2025-05-11T12:04:09.791Z,2025-05-11T12:04:11Z,5s647zr10m1nxt4xxpxkpgmw9,P. Vagić,,5719837611,141,69.6,5719837607,56,Back,5719837609,140,22.3,5719837615,213,0.26,5719837613,212,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813433975,22,1,1,2,27,2nnlsjfbcea40t4jeclcbw9lk,1,22.3,69.6,2025-05-11T12:04:10.862Z,2025-05-11T12:04:13Z,cyfvxg9z9aqfsoydhz7sr3qxg,M. Karlsson,,5719838061,141,92.0,5719838065,213,1.43,5719838059,140,24.4,5719838057,56,Back,5719838063,212,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813434197,23,1,1,2,29,2nnlsjfbcea40t4jeclcbw9lk,1,24.4,92.0,2025-05-11T12:04:13.583Z,2025-05-11T12:04:22Z,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,5719839197,213,4.10,5719839193,141,71.1,5719839191,140,14.8,5719839195,212,17.4,5719839189,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813434261,24,1,1,2,38,2nnlsjfbcea40t4jeclcbw9lk,1,22.0,65.5,2025-05-11T12:04:22.511Z,2025-05-11T12:04:24Z,5s647zr10m1nxt4xxpxkpgmw9,P. Vagić,,5719839531,213,1.45,5719839515,56,Back,5719839527,212,17.0,5719839523,141,90.3,5719839519,140,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813434493,25,1,1,2,40,2nnlsjfbcea40t4jeclcbw9lk,1,24.1,92.4,2025-05-11T12:04:24.735Z,2025-05-11T12:04:35Z,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,5719840699,140,86.2,5719840697,56,Left,5719840701,141,94.1,5719840707,1,,5719840705,213,0.02,5719840695,155,,5719840703,212,65.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813434533,26,1,1,2,51,2nnlsjfbcea40t4jeclcbw9lk,0,80.3,70.6,2025-05-11T12:04:34.863Z,2025-05-11T12:04:35Z,83uml6n0wlgtirmi30sa2ihd6,S. Tounekti,,5719840877,1,,5719840871,141,30.0,5719840867,56,Center,5719840869,140,100.0,5719840873,212,35.3,5719840875,213,5.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813434529,26,5,1,2,51,7hlumphk42363z3i2nry2wrzj,1,-1.2,67.2,2025-05-11T12:04:35.306Z,2025-05-11T12:57:23Z,7a08ravzlia5dhw5dm1q707pw,M. Neffati,,5719840865,346,,5719840863,56,Back,5719843325,233,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813434961,27,5,1,2,51,2nnlsjfbcea40t4jeclcbw9lk,0,101.2,32.8,2025-05-11T12:04:35.306Z,2025-05-11T12:57:23Z,83uml6n0wlgtirmi30sa2ihd6,S. Tounekti,,5719843277,56,Center,5719843279,346,,5719843407,233,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813435413,27,1,1,3,28,7hlumphk42363z3i2nry2wrzj,0,3.7,51.0,2025-05-11T12:05:12.139Z,2025-05-11T12:05:15Z,3qlfkqrawehngfhe1zmy1a61g,D. Andersson,,5719845685,212,66.7,5719845693,213,6.24,5719845675,56,Center,5719845671,124,,5719845701,74,,5719845697,1,,5719845677,140,67.2,5719845679,141,46.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813435477,28,1,1,3,32,2nnlsjfbcea40t4jeclcbw9lk,1,33.7,55.1,2025-05-11T12:05:15.887Z,2025-05-11T12:05:18Z,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,5719845931,213,3.13,5719845921,3,,5719845925,140,10.9,5719845923,56,Back,5719845927,141,55.5,5719845929,212,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813435771,30,1,1,3,42,2nnlsjfbcea40t4jeclcbw9lk,1,13.3,56.9,2025-05-11T12:05:26.607Z,2025-05-11T12:05:29Z,ch1ehgr9guufs2wmz5dbvmvo5,W. Hahn,,5719847371,213,4.75,5719847363,56,Back,5719847367,141,43.1,5719847369,212,9.4,5719847365,140,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813435833,31,1,1,3,46,2nnlsjfbcea40t4jeclcbw9lk,1,13.6,43.1,2025-05-11T12:05:29.775Z,2025-05-11T12:05:31Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,5719847721,140,22.0,5719847727,213,5.27,5719847719,56,Back,5719847725,212,16.7,5719847723,141,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
