id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value
2819836457,10,1,1,0,19,87c66ubwpzykovmkaf1t46bis,0,48.0,84.5,2025-05-29T00:07:57.192Z,2025-05-29T02:50:51Z,c481wk3de3opu190d8z99w8yy,N. Flores,,5755352623,3,,5755352633,212,17.2,5755352629,140,64.3,5755352625,168,,5755352631,141,82.3,5755352635,213,6.20,5755352627,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819836465,4,43,1,0,23,aj8ytsr2ap33tod0hd8ofzaw9,1,0.0,0.0,2025-05-29T00:08:01.018Z,2025-05-29T01:08:11Z,d99eakp27bro9g50wpzti8rca,A. Cissoko,,5755513953,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819836491,5,1,1,0,23,aj8ytsr2ap33tod0hd8ofzaw9,1,31.8,13.6,2025-05-29T00:08:01.090Z,2025-05-29T01:08:15Z,d99eakp27bro9g50wpzti8rca,A. Cissoko,,5755352779,140,30.9,5755352777,56,Back,5755352781,141,20.8,5755352785,213,1.76,5755352783,212,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819838099,35,1,1,0,23,aj8ytsr2ap33tod0hd8ofzaw9,0,25.9,36.8,2025-05-29T00:08:01.156Z,2025-05-29T00:17:48Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,5755372815,56,Back,5755372819,141,31.5,5755372817,140,30.5,5755372821,212,6.0,5755372823,213,5.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819836473,11,61,1,0,24,87c66ubwpzykovmkaf1t46bis,1,65.1,72.4,2025-05-29T00:08:01.593Z,2025-05-29T00:08:01Z,4695nvcz8lcrklltxvalcizmd,J. Agudelo,,5755352713,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819836513,6,12,1,0,29,aj8ytsr2ap33tod0hd8ofzaw9,1,36.9,13.1,2025-05-29T00:08:06.914Z,2025-05-29T01:08:32Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,5755352887,213,6.04,5755515263,167,,5755352883,141,0.0,5755352885,212,42.2,5755352881,140,75.9,5755352879,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819836515,7,5,1,0,29,aj8ytsr2ap33tod0hd8ofzaw9,0,80.3,-1.6,2025-05-29T00:08:07.268Z,2025-05-29T01:08:53Z,d99eakp27bro9g50wpzti8rca,A. Cissoko,,5755352901,347,,5755353535,233,12,5755352899,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819836599,12,5,1,0,29,87c66ubwpzykovmkaf1t46bis,1,19.7,101.6,2025-05-29T00:08:07.268Z,2025-05-29T01:08:52Z,4695nvcz8lcrklltxvalcizmd,J. Agudelo,,5755353509,233,7,5755353483,56,Back,5755353485,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819836615,13,1,1,0,48,87c66ubwpzykovmkaf1t46bis,1,12.9,100.0,2025-05-29T00:08:25.454Z,2025-05-29T00:08:27Z,c481wk3de3opu190d8z99w8yy,N. Flores,,5755353563,212,7.4,5755353559,140,11.0,5755353565,213,4.44,5755353555,107,,5755353561,141,90.9,5755353557,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819836639,14,1,1,0,49,87c66ubwpzykovmkaf1t46bis,1,11.0,90.9,2025-05-29T00:08:26.820Z,2025-05-29T00:08:29Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,5755353703,141,84.7,5755353693,157,,5755353709,1,,5755353697,56,Left,5755353701,140,61.1,5755353705,212,52.8,5755353707,213,6.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819836645,15,61,1,0,52,87c66ubwpzykovmkaf1t46bis,0,61.7,82.0,2025-05-29T00:08:29.477Z,2025-05-29T00:08:30Z,4ceaxb019rb6flsigsqo80rca,L. Haakenson,,5755353725,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819836659,8,1,1,0,53,aj8ytsr2ap33tod0hd8ofzaw9,0,37.6,34.3,2025-05-29T00:08:30.290Z,2025-05-29T00:18:22Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,5755353795,212,39.0,5755353791,140,62.8,5755353787,157,,5755353797,213,0.83,5755353793,141,76.5,5755353789,56,Center,5755353799,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819836691,16,1,1,0,55,87c66ubwpzykovmkaf1t46bis,1,35.3,17.0,2025-05-29T00:08:32.668Z,2025-05-29T00:08:37Z,5ynru0652guk8hl45ltxo0dwq,R. Buckmaster,,5755353967,212,20.9,5755353969,213,6.00,5755353965,141,8.5,5755353961,56,Right,5755353963,140,54.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819836703,17,1,1,1,0,87c66ubwpzykovmkaf1t46bis,1,53.4,12.0,2025-05-29T00:08:37.401Z,2025-05-29T00:08:39Z,euesmrqkdyvekqtpk81ln7uqy,L. Paredes,,5755354007,141,21.2,5755354005,140,46.0,5755354011,213,2.46,5755354009,212,10.0,5755354003,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819836711,18,1,1,1,1,87c66ubwpzykovmkaf1t46bis,1,46.0,21.2,2025-05-29T00:08:39.237Z,2025-05-29T02:50:42Z,61rlxmejof8zjv8uw3sk1l045,J. Medranda,,5755354057,213,3.29,5755354051,140,35.9,5755354055,212,10.7,5755354053,141,18.8,5755354049,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819836743,19,1,1,1,5,87c66ubwpzykovmkaf1t46bis,1,35.9,18.8,2025-05-29T00:08:43.093Z,2025-05-29T00:08:47Z,5ynru0652guk8hl45ltxo0dwq,R. Buckmaster,,5755354283,1,,5755354279,212,45.3,5755354273,56,Back,5755354281,213,1.80,5755354277,141,83.6,5755354275,140,26.0,5755354271,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819836765,20,1,1,1,9,87c66ubwpzykovmkaf1t46bis,1,26.7,83.6,2025-05-29T00:08:46.815Z,2025-05-29T00:08:50Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,5755354399,140,22.5,5755354397,56,Back,5755354405,213,4.40,5755354403,212,14.5,5755354401,141,63.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819836779,21,1,1,1,12,87c66ubwpzykovmkaf1t46bis,1,22.2,73.2,2025-05-29T00:08:50.076Z,2025-05-29T00:08:51Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,5755354463,212,14.7,5755354459,140,16.7,5755354461,141,93.0,5755354465,213,1.98,5755354457,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819836811,22,1,1,1,14,87c66ubwpzykovmkaf1t46bis,1,16.7,93.0,2025-05-29T00:08:51.556Z,2025-05-29T00:08:56Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,5755354669,141,65.8,5755354673,213,4.28,5755354667,140,8.6,5755354665,56,Back,5755354671,212,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819836823,23,1,1,1,18,87c66ubwpzykovmkaf1t46bis,1,8.4,65.2,2025-05-29T00:08:56.234Z,2025-05-29T00:08:59Z,h4nbagq5dsdltn9x62oi0t05,R. Sánchez,,5755354739,155,,5755354743,140,46.0,5755354749,213,6.05,5755354741,56,Back,5755354745,141,51.2,5755354751,1,,5755354747,212,40.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819836827,24,44,1,1,21,87c66ubwpzykovmkaf1t46bis,1,54.2,27.5,2025-05-29T00:08:58.458Z,2025-05-29T01:08:44Z,4695nvcz8lcrklltxvalcizmd,J. Agudelo,,5755380335,233,9,5755354767,56,Center,5755380339,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819836839,9,44,1,1,21,aj8ytsr2ap33tod0hd8ofzaw9,0,45.8,72.5,2025-05-29T00:08:58.459Z,2025-05-29T01:08:44Z,d99eakp27bro9g50wpzti8rca,A. Cissoko,,5755354829,56,Back,5755354831,285,,5755380357,233,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819836831,25,1,1,1,22,87c66ubwpzykovmkaf1t46bis,0,51.0,44.4,2025-05-29T00:08:59.325Z,2025-05-29T02:50:47Z,4695nvcz8lcrklltxvalcizmd,J. Agudelo,,5755380233,213,3.79,5755380229,141,33.8,5755380231,212,12.0,5755380225,3,,5755354783,56,Back,5755380227,140,41.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819836867,10,61,1,1,23,aj8ytsr2ap33tod0hd8ofzaw9,1,46.6,52.1,2025-05-29T00:09:00.778Z,2025-05-29T00:22:32Z,d99eakp27bro9g50wpzti8rca,A. Cissoko,,5755354955,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819836871,11,1,1,1,26,aj8ytsr2ap33tod0hd8ofzaw9,1,56.6,77.4,2025-05-29T00:09:03.732Z,2025-05-29T00:24:01Z,do5q14naxm61jw8px8qvacn4k,B. Diallo,,5755355011,212,0.1,5755355009,141,77.3,5755355007,140,56.6,5755355013,213,4.71,5755355005,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819842433,126,50,1,1,27,aj8ytsr2ap33tod0hd8ofzaw9,1,60.2,74.8,2025-05-29T00:09:04.499Z,2025-05-29T01:08:28Z,dks0ibq4b4i2w3bcc05v8rhn8,A. Dalou,,5755387035,286,,5755387823,233,165,5755387029,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819842483,165,7,1,1,27,87c66ubwpzykovmkaf1t46bis,1,39.8,25.2,2025-05-29T00:09:04.500Z,2025-05-29T01:08:27Z,61rlxmejof8zjv8uw3sk1l045,J. Medranda,,5755387817,233,126,5755387801,56,Back,5755387803,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819836875,26,3,1,1,28,87c66ubwpzykovmkaf1t46bis,0,41.2,6.4,2025-05-29T00:09:06.060Z,2025-05-29T00:09:14Z,euesmrqkdyvekqtpk81ln7uqy,L. Paredes,,5755355093,233,12,5755355029,286,,5755355027,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819836885,12,7,1,1,28,aj8ytsr2ap33tod0hd8ofzaw9,1,58.8,93.6,2025-05-29T00:09:06.061Z,2025-05-29T00:25:11Z,dgpphcc9ql3pv3b4chhchml90,O. Damm,,5755355077,285,,5755355083,233,26,5755355073,167,,5755355075,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819836899,13,5,1,1,31,aj8ytsr2ap33tod0hd8ofzaw9,0,55.3,100.8,2025-05-29T00:09:08.898Z,2025-05-29T01:08:54Z,bw0h202lprp7jzdtp6hv78ixh,Marcos Cerato,,5755355205,347,,5755355203,56,Left,5755355393,233,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819836935,27,5,1,1,31,87c66ubwpzykovmkaf1t46bis,1,44.7,-0.8,2025-05-29T00:09:08.898Z,2025-05-29T01:08:53Z,euesmrqkdyvekqtpk81ln7uqy,L. Paredes,,5755355381,56,Back,5755355385,233,13,5755355383,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819836957,28,1,1,1,41,87c66ubwpzykovmkaf1t46bis,1,39.5,0.0,2025-05-29T00:09:19.214Z,2025-05-29T00:09:23Z,5ynru0652guk8hl45ltxo0dwq,R. Buckmaster,,5755355495,141,15.5,5755355491,56,Back,5755355497,212,18.1,5755355493,140,26.1,5755355499,213,2.46,5755355489,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819836979,29,1,1,1,46,87c66ubwpzykovmkaf1t46bis,1,25.9,17.1,2025-05-29T00:09:23.603Z,2025-05-29T00:09:32Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,5755355637,56,Back,5755355639,140,11.9,5755355645,213,2.38,5755355643,212,20.3,5755355641,141,37.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819836993,30,1,1,1,54,87c66ubwpzykovmkaf1t46bis,1,12.1,43.3,2025-05-29T00:09:32.259Z,2025-05-29T00:09:35Z,h4nbagq5dsdltn9x62oi0t05,R. Sánchez,,5755355705,56,Back,5755355707,140,8.7,5755355713,213,1.73,5755355709,141,76.4,5755355711,212,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819837021,31,1,1,1,57,87c66ubwpzykovmkaf1t46bis,1,9.1,85.3,2025-05-29T00:09:34.836Z,2025-05-29T00:09:40Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,5755355859,212,14.2,5755355853,56,Back,5755355857,141,93.9,5755355861,213,0.43,5755355855,140,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819837015,14,83,1,2,1,aj8ytsr2ap33tod0hd8ofzaw9,0,74.6,13.7,2025-05-29T00:09:39.251Z,2025-05-29T00:26:52Z,bw0h202lprp7jzdtp6hv78ixh,Marcos Cerato,,5755356019,399,4ceaxb019rb6flsigsqo80rca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819837035,32,1,1,2,3,87c66ubwpzykovmkaf1t46bis,1,17.9,89.0,2025-05-29T00:09:40.367Z,2025-05-29T00:09:44Z,4ceaxb019rb6flsigsqo80rca,L. Haakenson,,5755355925,141,56.6,5755355921,56,Back,5755355923,140,13.0,5755355927,212,22.6,5755355929,213,4.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819837027,15,83,1,2,4,aj8ytsr2ap33tod0hd8ofzaw9,0,74.9,20.0,2025-05-29T00:09:41.443Z,2025-05-29T00:09:45Z,1e1wh213cg8q6lsqa3kvbjdka,G. Colli,,5755356001,399,4o1ryjpzoxzpi3ex53cmayui1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819837047,33,1,1,2,6,87c66ubwpzykovmkaf1t46bis,0,13.0,56.6,2025-05-29T00:09:43.980Z,2025-05-29T00:09:48Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,5755355993,141,30.1,5755355989,56,Center,5755356065,1,,5755355991,140,87.2,5755355995,212,80.0,5755355987,155,,5755355997,213,6.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819837129,17,1,1,2,16,aj8ytsr2ap33tod0hd8ofzaw9,1,10.0,62.3,2025-05-29T00:09:53.882Z,2025-05-29T00:10:01Z,6j9gbfyvpr5lqp6aak54597ca,J. Peñaranda,,5755356453,140,14.6,5755356449,240,,5755356459,213,4.92,5755356451,56,Back,5755356455,141,28.4,5755356457,212,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819837133,18,1,1,2,24,aj8ytsr2ap33tod0hd8ofzaw9,0,20.3,20.5,2025-05-29T00:10:01.690Z,2025-05-29T00:28:09Z,d99eakp27bro9g50wpzti8rca,A. Cissoko,,5755356491,213,6.23,5755356485,140,52.2,5755356487,141,18.1,5755356483,56,Right,5755356493,1,,5755356489,212,33.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819837149,19,45,1,2,27,aj8ytsr2ap33tod0hd8ofzaw9,0,55.4,24.8,2025-05-29T00:10:04.700Z,2025-05-29T00:10:12Z,8svvdqi69pc6it7mnin50q68k,S. Lukić,,5755356627,233,35,5755356597,56,Center,5755356599,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819837151,35,3,1,2,27,87c66ubwpzykovmkaf1t46bis,1,44.6,75.2,2025-05-29T00:10:04.700Z,2025-05-29T00:10:10Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,5755356603,56,Back,5755356605,286,,5755356609,233,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819837179,36,1,1,2,27,87c66ubwpzykovmkaf1t46bis,1,40.2,67.8,2025-05-29T00:10:05.235Z,2025-05-29T00:10:10Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,5755356763,140,54.1,5755356765,141,60.8,5755356761,56,Center,5755356767,212,15.4,5755356769,213,5.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819837183,37,1,1,2,28,87c66ubwpzykovmkaf1t46bis,1,54.1,60.8,2025-05-29T00:10:05.917Z,2025-05-29T00:10:11Z,bzu3rjr0r2qmxluguyseq5sdl,A. Soto,,5755356787,140,62.5,5755356791,212,10.6,5755356785,56,Center,5755356789,141,52.2,5755356793,213,5.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819837191,38,61,1,2,29,87c66ubwpzykovmkaf1t46bis,0,62.5,52.2,2025-05-29T00:10:06.957Z,2025-05-29T02:50:44Z,61rlxmejof8zjv8uw3sk1l045,J. Medranda,,5755356823,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
