id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2791049023,72,61,1,0,29,kfq8fhwnmycbtad1u0fyefx0,1,63.2,80.1,2025-03-23T02:08:34.277Z,2025-03-23T02:19:21Z,2m28wyud6xi78nt8e92p9keay,M. Malango,,,5596630927,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791045199,9,1,1,0,30,cf5r1qpotp6n5i3vdchsp2en1,0,31.4,14.3,2025-03-23T02:08:35.552Z,2025-03-23T02:08:37Z,26uulzcbbpgdrvnf5msmqidck,G. Doody,,,5596608577,140,35.0,5596608579,141,15.6,5596608581,212,3.9,5596608583,213,0.23,5596608575,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791045201,7,61,1,0,32,kfq8fhwnmycbtad1u0fyefx0,1,72.1,84.7,2025-03-23T02:08:37.323Z,2025-03-23T02:08:37Z,5gc4aouty93b7kbin9cpgrdre,A. Søjberg,,,5596608585,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791045211,11,1,1,0,33,cf5r1qpotp6n5i3vdchsp2en1,1,35.0,15.6,2025-03-23T02:08:38.591Z,2025-03-23T02:08:40Z,bqmln8wgwt0uazirmw682kt4a,R. Molina,,,5596608643,141,11.3,5596608641,140,18.9,5596608645,212,17.2,5596608647,213,3.31,5596608639,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791045241,12,1,1,0,34,cf5r1qpotp6n5i3vdchsp2en1,1,14.0,11.3,2025-03-23T02:08:39.919Z,2025-03-23T02:08:46Z,2m8m4aavjwesbh6oea1ta1vys,A. Miles,,,5596608769,140,4.8,5596608767,56,Back,5596608773,212,24.4,5596608771,141,44.3,5596608775,213,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791045253,13,1,1,0,41,cf5r1qpotp6n5i3vdchsp2en1,0,6.3,45.7,2025-03-23T02:08:46.391Z,2025-03-23T02:19:51Z,9zolq6c0x4ubmtfusbz2c3xwq,C. Shutler,,,5596632059,155,,5596608837,1,,5596608827,56,Center,5596608835,213,0.37,5596608831,141,75.4,5596608833,212,55.5,5596608829,140,55.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791045255,8,44,1,0,43,kfq8fhwnmycbtad1u0fyefx0,1,44.9,24.4,2025-03-23T02:08:48.587Z,2025-03-23T03:08:26Z,9ij293r1mbtygl6v3u2s43i3u,M. Lyons,,,5596608843,285,,5596608841,56,Back,5596608897,233,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791045257,14,44,1,0,43,cf5r1qpotp6n5i3vdchsp2en1,0,55.1,75.6,2025-03-23T02:08:48.588Z,2025-03-23T03:08:26Z,52qwgcxm3vpgabixc8c2i3aax,R. Doghman,,,5596608845,56,Center,5596608847,286,,5596608901,233,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791045263,9,1,1,0,43,kfq8fhwnmycbtad1u0fyefx0,0,45.6,24.3,2025-03-23T02:08:48.916Z,2025-03-23T03:09:09Z,9ij293r1mbtygl6v3u2s43i3u,M. Lyons,,,5596608883,56,Back,5596608885,140,48.9,5596608889,212,3.8,5596608881,3,,5596608887,141,26.5,5596608891,213,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791045287,15,1,1,0,47,cf5r1qpotp6n5i3vdchsp2en1,1,43.2,50.9,2025-03-23T02:08:52.914Z,2025-03-23T02:21:05Z,7d1v02o7kk9guqpn77xzgtvu2,C. Hegardt,,,5596634791,140,66.0,5596634789,56,Left,5596634795,212,34.8,5596634793,141,88.1,5596634787,155,,5596634799,1,,5596634797,213,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791045293,16,1,1,0,51,cf5r1qpotp6n5i3vdchsp2en1,1,75.4,91.2,2025-03-23T02:08:56.087Z,2025-03-23T02:21:15Z,k3rif7polxoazy70fu2013op,E. Zubak,,,5596635179,56,Left,5596635187,213,3.10,5596635183,141,92.4,5596635181,140,56.7,5596635185,212,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791045295,17,1,1,0,51,cf5r1qpotp6n5i3vdchsp2en1,1,64.5,94.2,2025-03-23T02:08:56.263Z,2025-03-23T02:21:51Z,ersabc33m0ihy01uxccpnon4k,P. Guimaraes,,,5596636323,212,12.5,5596636325,213,3.25,5596636317,56,Left,5596636321,141,92.2,5596636319,140,52.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791045297,18,43,1,0,51,cf5r1qpotp6n5i3vdchsp2en1,1,0.0,0.0,2025-03-23T02:08:56.385Z,2025-03-23T02:22:21Z,3sp46qr51lu5o2213enn5xtjp,K. Scott,,,5596636669,213,3.54,5596636665,141,78.5,5596636663,140,27.3,5596637787,144,1,5596636667,212,21.8,5596636661,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791045315,20,1,1,0,54,cf5r1qpotp6n5i3vdchsp2en1,1,53.9,87.1,2025-03-23T02:08:59.328Z,2025-03-23T02:09:01Z,3sp46qr51lu5o2213enn5xtjp,K. Scott,,,5596609133,141,73.2,5596609129,56,Back,5596609131,140,39.1,5596609135,212,18.2,5596609137,213,3.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791045329,21,1,1,0,55,cf5r1qpotp6n5i3vdchsp2en1,1,38.9,70.0,2025-03-23T02:09:01.032Z,2025-03-23T02:09:04Z,ds74l5fmanizrflvvfkl42pcl,T. Brewitt,,,5596609229,213,0.97,5596609227,212,7.8,5596609225,141,79.4,5596609221,56,Back,5596609223,140,43.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791045341,22,1,1,0,59,cf5r1qpotp6n5i3vdchsp2en1,1,55.3,82.1,2025-03-23T02:09:04.514Z,2025-03-23T02:09:07Z,3sp46qr51lu5o2213enn5xtjp,K. Scott,,,5596609293,212,14.6,5596609287,56,Left,5596609289,140,66.6,5596609291,141,94.5,5596609295,213,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791045347,23,1,1,1,2,cf5r1qpotp6n5i3vdchsp2en1,0,71.0,95.1,2025-03-23T02:09:07.487Z,2025-03-23T02:09:08Z,ersabc33m0ihy01uxccpnon4k,P. Guimaraes,,,5596609329,212,13.5,5596609331,213,4.86,5596609327,141,75.4,5596609325,140,72.9,5596609323,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791045359,10,43,1,1,5,kfq8fhwnmycbtad1u0fyefx0,1,0.0,0.0,2025-03-23T02:09:10.099Z,2025-03-23T02:22:40Z,9x7teazvqgbnj3pnam6rf2xgp,W. Fonguck,,,5596609375,56,Back,5596638521,144,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791045379,12,1,1,1,5,kfq8fhwnmycbtad1u0fyefx0,1,31.8,25.5,2025-03-23T02:09:10.918Z,2025-03-23T02:09:14Z,9x7teazvqgbnj3pnam6rf2xgp,W. Fonguck,,,5596609443,141,18.3,5596609445,212,5.6,5596609441,140,34.3,5596609447,213,5.20,5596609439,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791051093,115,1,1,1,6,kfq8fhwnmycbtad1u0fyefx0,1,30.1,11.5,2025-03-23T02:09:11.663Z,2025-03-23T02:24:44Z,d2yqubc3u7bjj96yqawjojod0,X. Gnaulati,,,5596642787,212,17.7,5596642781,56,Back,5596642789,213,0.09,5596642783,140,46.9,5596642785,141,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791045385,13,1,1,1,8,kfq8fhwnmycbtad1u0fyefx0,1,34.2,18.0,2025-03-23T02:09:13.860Z,2025-03-23T03:09:56Z,6d45ccicyo6dregi9cm4ad4kq,I. Paul,,,5596609473,213,5.83,5596609467,140,44.8,5596609471,212,12.4,5596642907,156,,5596609465,56,Back,5596609469,141,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791045399,14,61,1,1,9,kfq8fhwnmycbtad1u0fyefx0,0,44.9,10.1,2025-03-23T02:09:15.052Z,2025-03-23T03:09:57Z,d2yqubc3u7bjj96yqawjojod0,X. Gnaulati,,,5596609527,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791045401,15,43,1,1,12,kfq8fhwnmycbtad1u0fyefx0,1,0.0,0.0,2025-03-23T02:09:17.212Z,2025-03-23T02:25:19Z,9x7teazvqgbnj3pnam6rf2xgp,W. Fonguck,,,5596643943,144,61,5596609545,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791045407,24,44,1,1,12,cf5r1qpotp6n5i3vdchsp2en1,1,55.2,81.8,2025-03-23T02:09:17.680Z,2025-03-23T03:08:26Z,8sydisziijh84elb8dprtlduy,N. Benalcázar,,,5596609577,56,Left,5596609579,286,,5596609599,233,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791045411,16,44,1,1,12,kfq8fhwnmycbtad1u0fyefx0,0,44.8,18.2,2025-03-23T02:09:17.681Z,2025-03-23T03:08:27Z,d2yqubc3u7bjj96yqawjojod0,X. Gnaulati,,,5596609597,285,,5596609619,233,24,5596609595,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791045425,25,1,1,1,12,cf5r1qpotp6n5i3vdchsp2en1,1,54.3,78.5,2025-03-23T02:09:18.048Z,2025-03-23T02:09:20Z,8sydisziijh84elb8dprtlduy,N. Benalcázar,,,5596609679,141,83.2,5596609677,140,61.2,5596609675,56,Left,5596609683,213,0.42,5596609681,212,7.9,5596609673,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791045449,27,1,1,1,17,cf5r1qpotp6n5i3vdchsp2en1,1,66.1,88.3,2025-03-23T02:09:22.136Z,2025-03-23T02:09:26Z,52qwgcxm3vpgabixc8c2i3aax,R. Doghman,,,5596609821,141,91.1,5596609819,140,46.6,5596609825,213,3.05,5596609823,212,20.6,5596609817,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791045451,28,1,1,1,21,cf5r1qpotp6n5i3vdchsp2en1,1,41.1,89.0,2025-03-23T02:09:26.417Z,2025-03-23T02:09:28Z,ds74l5fmanizrflvvfkl42pcl,T. Brewitt,,,5596609845,212,7.8,5596609841,140,44.1,5596609843,141,78.5,5596609839,56,Back,5596609847,213,5.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791045459,29,1,1,1,23,cf5r1qpotp6n5i3vdchsp2en1,1,44.2,71.8,2025-03-23T02:09:28.304Z,2025-03-23T02:09:30Z,8sydisziijh84elb8dprtlduy,N. Benalcázar,,,5596609897,213,4.27,5596609893,141,44.8,5596609895,212,20.3,5596609889,56,Back,5596609891,140,35.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791045461,30,1,1,1,25,cf5r1qpotp6n5i3vdchsp2en1,1,36.2,38.2,2025-03-23T02:09:30.808Z,2025-03-23T02:09:33Z,2m8m4aavjwesbh6oea1ta1vys,A. Miles,,,5596609913,140,39.3,5596609915,141,18.2,5596609911,56,Back,5596609917,212,14.0,5596609919,213,4.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791045485,31,1,1,1,27,cf5r1qpotp6n5i3vdchsp2en1,1,39.3,18.2,2025-03-23T02:09:32.883Z,2025-03-23T02:09:37Z,26uulzcbbpgdrvnf5msmqidck,G. Doody,,,5596610061,56,Back,5596610067,212,13.8,5596610065,141,37.3,5596610063,140,43.8,5596610069,213,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791045545,32,4,1,1,32,cf5r1qpotp6n5i3vdchsp2en1,1,54.2,29.6,2025-03-23T02:09:37.168Z,2025-03-23T04:49:27Z,8sydisziijh84elb8dprtlduy,N. Benalcázar,,,5596843061,295,,5596610409,56,Center,5596610421,233,17,5596610415,286,,5596610407,13,,5596610411,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791045521,17,4,1,1,32,kfq8fhwnmycbtad1u0fyefx0,0,45.8,70.4,2025-03-23T02:09:37.169Z,2025-03-23T04:49:24Z,6d45ccicyo6dregi9cm4ad4kq,I. Paul,,,5596610265,56,Back,5596610263,13,,5596610271,285,,5596610457,233,32,5596843039,295,,5596610267,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791045573,33,1,1,1,42,cf5r1qpotp6n5i3vdchsp2en1,1,54.0,35.2,2025-03-23T02:09:47.512Z,2025-03-23T02:26:34Z,8sydisziijh84elb8dprtlduy,N. Benalcázar,,,5596646651,189,,5596610527,56,Back,5596610531,141,53.6,5596610537,213,2.01,5596610529,140,48.4,5596610535,212,13.8,5596610525,152,,5596610523,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791045583,34,1,1,1,44,cf5r1qpotp6n5i3vdchsp2en1,1,48.4,53.6,2025-03-23T02:09:49.889Z,2025-03-23T02:09:52Z,3sp46qr51lu5o2213enn5xtjp,K. Scott,,,5596610615,141,90.0,5596610611,56,Left,5596610613,140,54.2,5596610619,213,1.33,5596610617,212,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791045589,35,1,1,1,47,cf5r1qpotp6n5i3vdchsp2en1,1,54.2,90.0,2025-03-23T02:09:52.448Z,2025-03-23T02:09:54Z,ersabc33m0ihy01uxccpnon4k,P. Guimaraes,,,5596610659,212,17.3,5596610655,140,42.6,5596610653,56,Back,5596610661,213,3.93,5596610657,141,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791045611,36,1,1,1,49,cf5r1qpotp6n5i3vdchsp2en1,1,43.0,71.4,2025-03-23T02:09:54.304Z,2025-03-23T02:09:57Z,ds74l5fmanizrflvvfkl42pcl,T. Brewitt,,,5596610767,141,32.4,5596610769,212,26.5,5596610771,213,4.74,5596610763,56,Back,5596610765,140,43.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791045617,37,1,1,1,52,cf5r1qpotp6n5i3vdchsp2en1,1,41.9,27.9,2025-03-23T02:09:57.784Z,2025-03-23T02:10:00Z,2m8m4aavjwesbh6oea1ta1vys,A. Miles,,,5596610835,56,Back,5596610843,213,1.91,5596610841,212,19.6,5596610839,141,55.1,5596610837,140,35.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791045623,38,1,1,1,55,cf5r1qpotp6n5i3vdchsp2en1,1,35.9,58.7,2025-03-23T02:10:00.424Z,2025-03-23T02:10:05Z,ds74l5fmanizrflvvfkl42pcl,T. Brewitt,,,5596610879,212,11.1,5596610877,141,73.8,5596610875,140,40.0,5596610881,213,1.17,5596610873,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791045627,39,1,1,2,0,cf5r1qpotp6n5i3vdchsp2en1,1,48.7,78.1,2025-03-23T02:10:05.400Z,2025-03-23T02:10:07Z,3sp46qr51lu5o2213enn5xtjp,K. Scott,,,5596610905,56,Center,5596610915,213,0.03,5596610913,212,15.2,5596610909,141,78.8,5596610907,140,63.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791045635,40,1,1,2,2,cf5r1qpotp6n5i3vdchsp2en1,0,63.2,78.8,2025-03-23T02:10:07.128Z,2025-03-23T02:10:08Z,k3rif7polxoazy70fu2013op,E. Zubak,,,5596610977,140,63.1,5596610979,141,100.0,5596610981,212,15.8,5596610975,56,Left,5596610983,213,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791045741,18,5,1,2,3,kfq8fhwnmycbtad1u0fyefx0,1,35.6,-2.0,2025-03-23T02:10:08.215Z,2025-03-23T03:07:49Z,6d45ccicyo6dregi9cm4ad4kq,I. Paul,,,5596611561,347,,5596611559,56,Back,5596611587,233,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791045637,41,5,1,2,3,cf5r1qpotp6n5i3vdchsp2en1,0,64.4,102.0,2025-03-23T02:10:08.215Z,2025-03-23T03:07:46Z,k3rif7polxoazy70fu2013op,E. Zubak,,,5596610989,56,Left,5596610991,347,,5596611595,233,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
