id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/13/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2814877649,9,10,1,0,59,daicfonrbj124lu2la2rctxck,1,4.0,53.4,2025-05-15T00:08:55.248Z,2025-05-15T03:05:34Z,8pqvmz8g1yhe7hqqc1d68c4mi,C. Holstad,,,5727887001,94,,5727887961,233,10,5727887003,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814877657,11,43,1,1,0,c9xffml4i7ihblp1qhus9w3fu,1,0.0,0.0,2025-05-15T00:08:56.286Z,2025-05-15T00:09:00Z,3yd4f60qwxrbs2rch6uobxqsp,P. Kavita,,,5727887033,286,0,5727887031,56,Center,5727887157,144,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814877685,10,4,1,1,6,daicfonrbj124lu2la2rctxck,1,13.6,55.5,2025-05-15T00:09:02.336Z,2025-05-15T02:13:48Z,9ch7zgxlcjiio0xbo2hhl2yvo,N. Fuson,,,5727887235,285,,5727887227,13,,5727887233,265,,5727887229,56,Back,5727887325,233,12,5727887231,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814877697,12,4,1,1,6,c9xffml4i7ihblp1qhus9w3fu,0,86.4,44.5,2025-05-15T00:09:02.337Z,2025-05-15T02:13:48Z,3yd4f60qwxrbs2rch6uobxqsp,P. Kavita,,,5727887307,152,,5727887311,286,,5727887303,13,,5727887341,233,10,5727887309,265,,5727887305,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814877731,11,1,1,1,27,daicfonrbj124lu2la2rctxck,1,16.2,60.5,2025-05-15T00:09:23.183Z,2025-05-15T00:09:24Z,arrnspfznjcs9fmng4finp87p,Koke Vegas,,,5727887541,56,Back,5727887547,212,10.3,5727887539,152,,5727887543,140,21.2,5727887549,213,1.04,5727887537,5,,5727887545,141,73.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814877737,12,1,1,1,29,daicfonrbj124lu2la2rctxck,1,21.4,79.1,2025-05-15T00:09:24.559Z,2025-05-15T00:09:27Z,f472o0229a6xev8qudf1tyf6y,F. Nodarse,,,5727887601,141,89.6,5727887599,140,33.7,5727887605,213,0.51,5727887597,56,Back,5727887603,212,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814877747,13,1,1,1,31,daicfonrbj124lu2la2rctxck,0,33.7,89.4,2025-05-15T00:09:27.263Z,2025-05-15T00:09:29Z,eg5pbxm7emj77mdcub4xp6m3u,A. Sanchez,,,5727887645,155,,5727887651,141,75.4,5727887657,1,,5727887653,212,33.6,5727887649,140,64.4,5727887647,56,Center,5727887655,213,6.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814877757,14,12,1,1,34,c9xffml4i7ihblp1qhus9w3fu,1,36.0,23.7,2025-05-15T00:09:30.255Z,2025-05-15T00:09:32Z,3yd4f60qwxrbs2rch6uobxqsp,P. Kavita,,,5727887721,15,,5727887739,167,,5727887699,140,40.6,5727887705,213,4.99,5727887701,141,0.0,5727887697,56,Back,5727887703,212,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814877809,14,5,1,1,35,daicfonrbj124lu2la2rctxck,1,58.0,101.0,2025-05-15T00:09:31.376Z,2025-05-15T02:13:07Z,eg5pbxm7emj77mdcub4xp6m3u,A. Sanchez,,,5727887955,233,15,5727887931,347,,5727887929,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814877765,15,5,1,1,35,c9xffml4i7ihblp1qhus9w3fu,0,42.0,-1.0,2025-05-15T00:09:31.376Z,2025-05-15T02:13:07Z,3yd4f60qwxrbs2rch6uobxqsp,P. Kavita,,,5727887737,347,,5727887735,56,Back,5727887969,233,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814877817,15,1,1,1,45,daicfonrbj124lu2la2rctxck,1,55.3,100.0,2025-05-15T00:09:40.631Z,2025-05-15T00:09:42Z,eg5pbxm7emj77mdcub4xp6m3u,A. Sanchez,,,5727887991,56,Center,5727887997,212,22.9,5727887993,140,69.0,5727887999,213,5.39,5727887989,107,,5727888001,1,,5727887995,141,74.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814877845,16,1,1,1,46,daicfonrbj124lu2la2rctxck,1,69.0,74.5,2025-05-15T00:09:41.943Z,2025-05-15T01:07:41Z,449e2muutlpvx9lhv1t2tcsmh,A. Dikwa,,,5727998955,156,,5727888175,212,10.7,5727888169,56,Left,5727888177,213,1.20,5727888171,140,72.7,5727888173,141,89.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814877837,16,83,1,1,49,c9xffml4i7ihblp1qhus9w3fu,0,25.9,8.9,2025-05-15T00:09:45.303Z,2025-05-15T02:41:35Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,,5728194705,399,4vdbw63j0s7npezknabq6p7xm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814877849,17,61,1,1,50,daicfonrbj124lu2la2rctxck,0,87.9,93.6,2025-05-15T00:09:46.072Z,2025-05-15T02:41:34Z,4vdbw63j0s7npezknabq6p7xm,J. Brito,,,5727888193,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814877859,17,5,1,1,52,c9xffml4i7ihblp1qhus9w3fu,1,14.0,-0.6,2025-05-15T00:09:48.310Z,2025-05-15T00:09:56Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,,5727888273,233,18,5727888241,347,,5727888239,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814877853,18,5,1,1,52,daicfonrbj124lu2la2rctxck,0,86.0,100.6,2025-05-15T00:09:48.310Z,2025-05-15T02:13:08Z,4vdbw63j0s7npezknabq6p7xm,J. Brito,,,5727888209,56,Left,5727888211,347,,5727888301,233,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814877905,18,1,1,2,4,c9xffml4i7ihblp1qhus9w3fu,1,25.7,0.0,2025-05-15T00:10:00.512Z,2025-05-15T00:10:01Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,,5727888451,56,Back,5727888457,212,12.2,5727888453,140,22.5,5727888459,213,1.85,5727888449,107,,5727888455,141,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814877907,19,1,1,2,5,c9xffml4i7ihblp1qhus9w3fu,0,22.5,15.5,2025-05-15T00:10:01.510Z,2025-05-15T00:10:02Z,b708ir5u7r34j9oemje8f8z1m,S. McIllhatton,,,5727888473,213,0.21,5727888475,1,,5727888467,140,26.2,5727888469,141,16.7,5727888471,212,4.0,5727888463,157,,5727888465,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814877911,19,61,1,2,8,daicfonrbj124lu2la2rctxck,1,80.1,88.5,2025-05-15T00:10:03.974Z,2025-05-15T01:08:15Z,711t32tk6qwl567dngcldfw15,M. Rodriguez,,,5727888481,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814877933,20,1,1,2,10,daicfonrbj124lu2la2rctxck,1,65.6,89.6,2025-05-15T00:10:06.047Z,2025-05-15T00:10:10Z,1diaoqi51gzx23j4d5f8xc8b8,A. Shapiro-Thompson,,,5727888591,3,,5727888597,141,85.9,5727888599,212,7.5,5727888593,56,Left,5727888601,213,5.94,5727888595,140,72.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814877937,21,1,1,2,12,daicfonrbj124lu2la2rctxck,0,76.2,85.1,2025-05-15T00:10:07.855Z,2025-05-15T03:05:47Z,711t32tk6qwl567dngcldfw15,M. Rodriguez,,,5727888615,212,5.9,5727888609,56,Left,5727888613,141,92.0,5727888617,213,2.22,5727888611,140,72.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814877925,20,8,1,2,13,c9xffml4i7ihblp1qhus9w3fu,1,39.3,8.5,2025-05-15T00:10:09.501Z,2025-05-15T02:41:56Z,272w5ezobn1o53b3yxnbgjckq,K. Hernández-Foster,,,5727888561,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814877935,21,5,1,2,14,c9xffml4i7ihblp1qhus9w3fu,0,32.6,-1.6,2025-05-15T00:10:09.967Z,2025-05-15T02:13:08Z,272w5ezobn1o53b3yxnbgjckq,K. Hernández-Foster,,,5727888605,56,Back,5727889189,233,22,5727888607,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814877939,22,5,1,2,14,daicfonrbj124lu2la2rctxck,1,67.4,101.6,2025-05-15T00:10:09.967Z,2025-05-15T02:13:08Z,449e2muutlpvx9lhv1t2tcsmh,A. Dikwa,,,5727888621,347,,5727888619,56,Left,5727889183,233,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814877965,23,1,1,2,18,daicfonrbj124lu2la2rctxck,1,69.9,100.0,2025-05-15T00:10:13.569Z,2025-05-15T01:08:58Z,eg5pbxm7emj77mdcub4xp6m3u,A. Sanchez,,,5727888785,141,89.4,5727888789,213,3.96,5727888783,140,62.3,5727889285,107,,5727888787,212,11.7,5727888781,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814877969,24,1,1,2,19,daicfonrbj124lu2la2rctxck,1,63.8,88.5,2025-05-15T00:10:14.789Z,2025-05-15T03:05:49Z,1diaoqi51gzx23j4d5f8xc8b8,A. Shapiro-Thompson,,,5727888807,213,0.75,5727888801,140,68.5,5727888803,141,95.3,5727888811,233,22,5727888805,212,6.8,5727888799,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814898009,390,1,1,2,20,daicfonrbj124lu2la2rctxck,0,70.3,96.3,2025-05-15T00:10:15.540Z,2025-05-15T01:08:56Z,eg5pbxm7emj77mdcub4xp6m3u,A. Sanchez,,,5728002493,56,Left,5728002503,212,3.6,5728002507,213,3.84,5728002543,233,22,5728002495,140,67.7,5728002499,141,92.9,5728002541,236,,5728002547,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814877961,22,74,1,2,20,c9xffml4i7ihblp1qhus9w3fu,1,30.0,5.3,2025-05-15T00:10:15.541Z,2025-05-15T02:57:23Z,272w5ezobn1o53b3yxnbgjckq,K. Hernández-Foster,,,5727888767,285,,5727888765,56,Back,5727888819,233,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814877967,23,5,1,2,25,c9xffml4i7ihblp1qhus9w3fu,0,33.6,-1.4,2025-05-15T00:10:20.574Z,2025-05-15T02:13:09Z,272w5ezobn1o53b3yxnbgjckq,K. Hernández-Foster,,,5727888797,347,,5727888947,233,25,5727888795,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814877981,25,5,1,2,25,daicfonrbj124lu2la2rctxck,1,66.4,101.4,2025-05-15T00:10:20.574Z,2025-05-15T02:13:09Z,1diaoqi51gzx23j4d5f8xc8b8,A. Shapiro-Thompson,,,5727888911,347,,5727888909,56,Left,5727888927,233,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814877997,26,1,1,2,31,daicfonrbj124lu2la2rctxck,0,64.2,100.0,2025-05-15T00:10:27.406Z,2025-05-15T00:10:28Z,eg5pbxm7emj77mdcub4xp6m3u,A. Sanchez,,,5727889025,140,74.3,5727889023,56,Left,5727889029,212,14.3,5727889027,141,87.2,5727889031,213,5.55,5727889021,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814878015,24,1,1,2,36,c9xffml4i7ihblp1qhus9w3fu,0,23.8,11.4,2025-05-15T00:10:32.198Z,2025-05-15T00:10:33Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,,5727889129,213,0.61,5727889131,1,,5727889125,141,50.7,5727889127,212,46.4,5727889121,56,Center,5727889123,140,59.9,5727889119,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814898421,391,1,1,2,43,daicfonrbj124lu2la2rctxck,0,29.6,19.7,2025-05-15T00:10:38.540Z,2025-05-15T01:09:35Z,bug5x187ehj0apzl11lrl3ip6,R. Hope-Gund,,,5728004513,140,15.4,5728004515,141,1.1,5728004511,56,Back,5728004519,213,3.85,5728004517,212,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814878063,25,5,1,2,45,c9xffml4i7ihblp1qhus9w3fu,1,89.2,101.6,2025-05-15T00:10:40.577Z,2025-05-15T02:13:10Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,,5727889457,347,,5727889459,233,27,5727889455,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814878059,27,5,1,2,45,daicfonrbj124lu2la2rctxck,0,10.8,-1.6,2025-05-15T00:10:40.577Z,2025-05-15T03:05:50Z,eg5pbxm7emj77mdcub4xp6m3u,A. Sanchez,,,5727889435,347,,5727889465,233,25,5727889433,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814878085,26,1,1,2,49,c9xffml4i7ihblp1qhus9w3fu,1,90.9,100.0,2025-05-15T00:10:45.424Z,2025-05-15T00:12:46Z,2rsduabh7r8i29f9i6znwbfu1,R. Damus,,,5727889589,213,3.70,5727889585,141,85.7,5727889581,56,Left,5727891977,189,,5727889587,212,20.1,5727889583,140,74.7,5727889579,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814878087,27,1,1,2,53,c9xffml4i7ihblp1qhus9w3fu,0,74.7,85.7,2025-05-15T00:10:49.285Z,2025-05-15T00:12:48Z,7drelguz6c1htw10sq7zyxh0q,D. Trejo,,,5727889597,140,91.2,5727889599,141,51.0,5727889603,213,5.35,5727889595,56,Center,5727889601,212,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
