id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2818663291,4,1,1,0,21,cf5r1qpotp6n5i3vdchsp2en1,1,16.8,0.0,2025-05-25T01:03:54.240Z,2025-05-25T01:03:56Z,8sydisziijh84elb8dprtlduy,N. Benalcázar,,,5748835921,213,0.57,5748835917,212,15.9,5748835911,140,29.6,5748835915,141,10.9,5748835903,107,,5748835907,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818663305,5,1,1,0,23,cf5r1qpotp6n5i3vdchsp2en1,1,27.4,8.5,2025-05-25T01:03:56.128Z,2025-05-25T01:03:58Z,1ua1e9ceddhcmq80ywq2ihd6,T. Trager,,,5748836005,56,Back,5748836021,213,1.61,5748836009,140,27.0,5748836017,212,10.6,5748836013,141,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818663315,6,1,1,0,25,cf5r1qpotp6n5i3vdchsp2en1,1,24.1,22.4,2025-05-25T01:03:58.617Z,2025-05-25T01:04:00Z,7d1v02o7kk9guqpn77xzgtvu2,C. Hegardt,,,5748836067,212,5.2,5748836063,140,25.4,5748836065,141,15.0,5748836061,56,Back,5748836069,213,4.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818663329,7,1,1,0,27,cf5r1qpotp6n5i3vdchsp2en1,1,25.4,15.0,2025-05-25T01:03:59.880Z,2025-05-25T01:04:02Z,f1j8v0figkewc23fmaexubo4p,K. Partida,,,5748836155,213,3.19,5748836151,141,14.0,5748836147,56,Back,5748836149,140,12.6,5748836153,212,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818663371,8,1,1,0,29,cf5r1qpotp6n5i3vdchsp2en1,1,12.6,14.0,2025-05-25T01:04:02.657Z,2025-05-25T01:04:07Z,ds74l5fmanizrflvvfkl42pcl,T. Brewitt,,,5748836469,141,40.7,5748836465,56,Back,5748836467,140,7.4,5748836475,213,1.86,5748836471,212,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818663399,9,1,1,0,32,cf5r1qpotp6n5i3vdchsp2en1,1,7.5,43.1,2025-05-25T01:04:05.576Z,2025-05-25T01:04:10Z,9zolq6c0x4ubmtfusbz2c3xwq,C. Shutler,,,5748836667,213,1.05,5748836663,141,86.6,5748836659,56,Back,5748836661,140,23.7,5748836665,212,34.1,5748836669,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818663443,10,1,1,0,37,cf5r1qpotp6n5i3vdchsp2en1,1,36.6,93.9,2025-05-25T01:04:10.592Z,2025-05-25T01:04:15Z,52qwgcxm3vpgabixc8c2i3aax,R. Doghman,,,5748836905,140,40.8,5748836909,212,7.9,5748836911,213,5.30,5748836903,56,Back,5748836907,141,84.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818663429,7,43,1,0,40,ak0rmms5xl49w57i2rvid1tk9,1,0.0,0.0,2025-05-25T01:04:13.526Z,2025-05-25T01:04:17Z,cnqxbvy77blk2ulx06t65it49,A. Fontana,,,5748836993,144,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818663445,11,4,1,0,41,cf5r1qpotp6n5i3vdchsp2en1,1,34.7,84.4,2025-05-25T01:04:14.420Z,2025-05-25T01:04:18Z,3sp46qr51lu5o2213enn5xtjp,K. Scott,,,5748836951,265,,5748836947,56,Back,5748836949,152,,5748836967,233,8,5748836945,13,,5748836953,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818663435,8,4,1,0,41,ak0rmms5xl49w57i2rvid1tk9,0,65.3,15.6,2025-05-25T01:04:14.421Z,2025-05-25T01:04:19Z,cnqxbvy77blk2ulx06t65it49,A. Fontana,,,5748837001,233,11,5748836895,285,,5748836891,265,,5748836887,152,,5748836883,56,Right,5748836879,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818663519,12,1,1,0,49,cf5r1qpotp6n5i3vdchsp2en1,1,32.9,84.2,2025-05-25T01:04:22.016Z,2025-05-25T01:04:23Z,3sp46qr51lu5o2213enn5xtjp,K. Scott,,,5748837451,212,11.6,5748837447,140,23.6,5748837443,152,,5748837449,141,75.1,5748837441,5,,5748837445,56,Back,5748837453,213,3.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818663579,13,1,1,0,50,cf5r1qpotp6n5i3vdchsp2en1,1,23.6,75.1,2025-05-25T01:04:23.664Z,2025-05-25T01:04:30Z,a2crcglwdookm6m397dxw2qdw,V. Latinovich,,,5748837875,212,10.2,5748837871,140,33.0,5748837877,213,0.25,5748837873,141,78.8,5748837869,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818663633,14,1,1,0,57,cf5r1qpotp6n5i3vdchsp2en1,1,37.2,46.4,2025-05-25T01:04:30.177Z,2025-05-25T01:04:35Z,3sp46qr51lu5o2213enn5xtjp,K. Scott,,,5748838199,141,19.1,5748838203,212,18.6,5748838205,213,4.69,5748838197,140,36.8,5748838193,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818663697,15,1,1,1,4,cf5r1qpotp6n5i3vdchsp2en1,1,32.3,15.2,2025-05-25T01:04:37.537Z,2025-05-25T01:04:44Z,ds74l5fmanizrflvvfkl42pcl,T. Brewitt,,,5748838595,212,53.1,5748838591,140,82.7,5748838589,56,Right,5748838599,1,,5748838587,155,,5748838593,141,9.5,5748838597,213,6.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818663699,16,61,1,1,11,cf5r1qpotp6n5i3vdchsp2en1,0,82.7,9.5,2025-05-25T01:04:44.624Z,2025-05-25T01:04:45Z,6kp2pv58u27yf5tnclyhnuoh6,C. Dunbar,,,5748838605,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818663725,9,5,1,1,12,ak0rmms5xl49w57i2rvid1tk9,1,25.0,101.3,2025-05-25T01:04:45.313Z,2025-05-25T01:53:08Z,6oj55tf7cdnnnft350f9fyhnt,M. Real,,,5748838729,56,Back,5748838731,347,,5748838759,233,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818663707,17,5,1,1,12,cf5r1qpotp6n5i3vdchsp2en1,0,75.0,-1.3,2025-05-25T01:04:45.313Z,2025-05-25T01:53:09Z,6kp2pv58u27yf5tnclyhnuoh6,C. Dunbar,,,5748838649,347,,5748838801,233,9,5748838647,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818663763,10,1,1,1,14,ak0rmms5xl49w57i2rvid1tk9,1,26.3,100.0,2025-05-25T01:04:47.038Z,2025-05-25T01:04:50Z,6oj55tf7cdnnnft350f9fyhnt,M. Real,,,5748838999,213,3.76,5748838995,141,86.8,5748838989,107,,5748838991,56,Back,5748838993,140,13.6,5748838997,212,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818663807,11,1,1,1,17,ak0rmms5xl49w57i2rvid1tk9,1,13.6,86.8,2025-05-25T01:04:49.822Z,2025-05-25T01:04:56Z,b9lt0sfts2zxf2ali8vpf0pn9,D. Lacroix,,,5748839291,141,51.8,5748839289,140,4.7,5748839295,213,4.34,5748839287,56,Back,5748839293,212,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818663851,12,1,1,1,23,ak0rmms5xl49w57i2rvid1tk9,1,14.3,53.3,2025-05-25T01:04:56.413Z,2025-05-25T01:05:00Z,duuhalibp64gdz6nub5ub0ovd,C. Herrera,,,5748839563,1,,5748839557,141,95.7,5748839553,56,Back,5748839551,157,,5748839555,140,41.8,5748839559,212,40.8,5748839561,213,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818663897,13,1,1,1,27,ak0rmms5xl49w57i2rvid1tk9,0,40.9,94.2,2025-05-25T01:05:00.390Z,2025-05-25T01:06:51Z,39t59x9q2xumbn2hphk7urp7u,I. Foster,,,5748839799,213,2.62,5748839789,56,Back,5748839795,141,100.0,5748839793,140,33.9,5748839797,212,8.5,5748839787,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818663901,14,43,1,1,30,ak0rmms5xl49w57i2rvid1tk9,1,0.0,0.0,2025-05-25T01:05:03.205Z,2025-05-25T01:06:53Z,6oj55tf7cdnnnft350f9fyhnt,M. Real,,,5748845929,144,61,5748839823,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818663905,15,5,1,1,31,ak0rmms5xl49w57i2rvid1tk9,0,38.6,100.4,2025-05-25T01:05:03.718Z,2025-05-25T01:53:10Z,b9lt0sfts2zxf2ali8vpf0pn9,D. Lacroix,,,5748839849,347,,5748840121,233,18,5748839847,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818663937,18,5,1,1,31,cf5r1qpotp6n5i3vdchsp2en1,1,61.4,-0.4,2025-05-25T01:05:03.718Z,2025-05-25T01:53:09Z,6kp2pv58u27yf5tnclyhnuoh6,C. Dunbar,,,5748840087,233,15,5748840073,56,Right,5748840075,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818663955,19,1,1,1,36,cf5r1qpotp6n5i3vdchsp2en1,1,59.2,0.0,2025-05-25T01:05:09.024Z,2025-05-25T01:05:11Z,8sydisziijh84elb8dprtlduy,N. Benalcázar,,,5748840209,141,14.7,5748840205,140,67.3,5748840201,56,Right,5748840197,107,,5748840215,213,0.91,5748840213,212,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818663961,20,1,1,1,37,cf5r1qpotp6n5i3vdchsp2en1,1,66.7,14.7,2025-05-25T01:05:10.040Z,2025-05-25T01:05:41Z,1ua1e9ceddhcmq80ywq2ihd6,T. Trager,,,5748840235,141,11.4,5748840231,56,Right,5748840239,213,3.64,5748840237,212,4.7,5748840233,140,62.8,5748840267,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818663979,21,1,1,1,38,cf5r1qpotp6n5i3vdchsp2en1,1,62.3,11.4,2025-05-25T01:05:11.328Z,2025-05-25T01:05:13Z,8sydisziijh84elb8dprtlduy,N. Benalcázar,,,5748840349,212,10.4,5748840345,141,19.4,5748840341,56,Right,5748840343,140,70.7,5748840339,155,,5748840351,213,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818663985,22,1,1,1,40,cf5r1qpotp6n5i3vdchsp2en1,0,70.8,19.2,2025-05-25T01:05:13.232Z,2025-05-25T01:05:14Z,1ua1e9ceddhcmq80ywq2ihd6,T. Trager,,,5748840383,140,80.9,5748840387,212,10.6,5748840389,213,0.00,5748840381,56,Right,5748840385,141,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818664015,17,1,1,1,43,ak0rmms5xl49w57i2rvid1tk9,1,24.5,79.3,2025-05-25T01:05:15.686Z,2025-05-25T01:05:18Z,6oj55tf7cdnnnft350f9fyhnt,M. Real,,,5748840573,141,56.0,5748840577,213,4.79,5748840569,56,Back,5748840571,140,25.7,5748840575,212,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818664025,18,1,1,1,45,ak0rmms5xl49w57i2rvid1tk9,1,25.7,56.0,2025-05-25T01:05:17.918Z,2025-05-25T01:05:19Z,dqekbs06e79n3vapj437pwyc,G. Metusala,,,5748840647,212,21.6,5748840643,140,5.3,5748840641,56,Back,5748840645,141,52.4,5748840649,213,3.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818664059,19,1,1,1,46,ak0rmms5xl49w57i2rvid1tk9,0,5.3,52.4,2025-05-25T01:05:19.470Z,2025-05-25T01:05:23Z,duuhalibp64gdz6nub5ub0ovd,C. Herrera,,,5748840879,141,100.0,5748840875,56,Left,5748840883,213,0.55,5748840885,1,,5748840881,212,63.5,5748840873,157,,5748840877,140,56.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818664071,20,5,1,1,50,ak0rmms5xl49w57i2rvid1tk9,0,55.0,101.4,2025-05-25T01:05:23.217Z,2025-05-25T01:53:10Z,duuhalibp64gdz6nub5ub0ovd,C. Herrera,,,5748840935,56,Left,5748840937,347,,5748841823,233,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818664203,23,5,1,1,50,cf5r1qpotp6n5i3vdchsp2en1,1,45.0,-1.4,2025-05-25T01:05:23.217Z,2025-05-25T01:53:10Z,1ua1e9ceddhcmq80ywq2ihd6,T. Trager,,,5748841759,347,,5748841757,56,Back,5748841801,233,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818664227,24,1,1,2,8,cf5r1qpotp6n5i3vdchsp2en1,1,61.7,0.0,2025-05-25T01:05:41.448Z,2025-05-25T01:05:43Z,8sydisziijh84elb8dprtlduy,N. Benalcázar,,,5748841931,107,,5748841935,140,70.7,5748841941,212,13.5,5748841945,213,0.79,5748841933,56,Right,5748841937,141,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818664257,25,1,1,2,10,cf5r1qpotp6n5i3vdchsp2en1,1,70.6,12.2,2025-05-25T01:05:43.041Z,2025-05-25T01:05:45Z,7d1v02o7kk9guqpn77xzgtvu2,C. Hegardt,,,5748842079,213,3.39,5748842071,56,Right,5748842075,141,7.3,5748842073,140,58.0,5748842077,212,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818664271,26,1,1,2,12,cf5r1qpotp6n5i3vdchsp2en1,1,58.0,7.3,2025-05-25T01:05:45.289Z,2025-05-25T01:05:46Z,8sydisziijh84elb8dprtlduy,N. Benalcázar,,,5748842175,141,17.1,5748842171,56,Back,5748842179,213,2.89,5748842177,212,26.7,5748842173,140,33.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818664323,27,1,1,2,13,cf5r1qpotp6n5i3vdchsp2en1,1,39.2,11.0,2025-05-25T01:05:46.440Z,2025-05-25T01:05:54Z,ds74l5fmanizrflvvfkl42pcl,T. Brewitt,,,5748842587,140,16.7,5748842593,213,2.44,5748842591,212,30.9,5748842589,141,40.4,5748842585,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818664353,28,1,1,2,21,cf5r1qpotp6n5i3vdchsp2en1,1,20.5,42.2,2025-05-25T01:05:54.680Z,2025-05-25T01:05:59Z,9zolq6c0x4ubmtfusbz2c3xwq,C. Shutler,,,5748842799,140,25.3,5748842803,212,17.6,5748842805,213,5.00,5748842797,56,Back,5748842801,141,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818664381,29,1,1,2,26,cf5r1qpotp6n5i3vdchsp2en1,1,28.1,21.5,2025-05-25T01:05:59.056Z,2025-05-25T01:06:02Z,ds74l5fmanizrflvvfkl42pcl,T. Brewitt,,,5748842993,56,Back,5748843003,213,2.14,5748843001,212,20.0,5748842995,140,17.8,5748842999,141,46.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818664443,30,1,1,2,29,cf5r1qpotp6n5i3vdchsp2en1,1,18.1,46.6,2025-05-25T01:06:02.072Z,2025-05-25T01:06:08Z,9zolq6c0x4ubmtfusbz2c3xwq,C. Shutler,,,5748843361,141,74.7,5748843365,213,1.21,5748843359,140,25.0,5748843357,56,Back,5748843363,212,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818664475,31,1,1,2,35,cf5r1qpotp6n5i3vdchsp2en1,1,30.4,76.1,2025-05-25T01:06:08.672Z,2025-05-25T01:06:13Z,a2crcglwdookm6m397dxw2qdw,V. Latinovich,,,5748843611,141,52.5,5748843615,213,4.24,5748843609,140,22.6,5748843607,56,Back,5748843613,212,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818664487,32,1,1,2,40,cf5r1qpotp6n5i3vdchsp2en1,1,24.2,47.6,2025-05-25T01:06:12.816Z,2025-05-25T01:06:15Z,9zolq6c0x4ubmtfusbz2c3xwq,C. Shutler,,,5748843665,212,10.8,5748843661,140,25.5,5748843663,141,31.8,5748843667,213,4.84,5748843659,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818664505,33,1,1,2,42,cf5r1qpotp6n5i3vdchsp2en1,1,25.2,25.8,2025-05-25T01:06:15.176Z,2025-05-25T01:06:17Z,ds74l5fmanizrflvvfkl42pcl,T. Brewitt,,,5748843773,140,31.9,5748843777,212,10.2,5748843779,213,5.47,5748843775,141,14.9,5748843771,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818664529,34,1,1,2,44,cf5r1qpotp6n5i3vdchsp2en1,1,27.3,19.1,2025-05-25T01:06:17.640Z,2025-05-25T01:06:20Z,7d1v02o7kk9guqpn77xzgtvu2,C. Hegardt,,,5748843909,140,36.9,5748843915,213,5.58,5748843911,141,6.5,5748843913,212,13.2,5748843907,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818664551,35,1,1,2,47,cf5r1qpotp6n5i3vdchsp2en1,1,31.6,5.8,2025-05-25T01:06:20.120Z,2025-05-25T01:06:22Z,8sydisziijh84elb8dprtlduy,N. Benalcázar,,,5748844021,212,10.1,5748844019,141,19.7,5748844027,213,1.92,5748844015,140,28.3,5748844011,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818664623,36,1,1,2,49,cf5r1qpotp6n5i3vdchsp2en1,1,26.2,20.0,2025-05-25T01:06:21.864Z,2025-05-25T01:06:28Z,f1j8v0figkewc23fmaexubo4p,K. Partida,,,5748844431,212,8.4,5748844427,140,26.6,5748844425,56,Back,5748844429,141,7.6,5748844433,213,4.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818664605,21,83,1,2,53,ak0rmms5xl49w57i2rvid1tk9,0,78.8,88.0,2025-05-25T01:06:26.038Z,2025-05-25T01:06:30Z,39t59x9q2xumbn2hphk7urp7u,I. Foster,,,5748844565,399,8sydisziijh84elb8dprtlduy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818664629,37,1,1,2,55,cf5r1qpotp6n5i3vdchsp2en1,0,17.9,6.5,2025-05-25T01:06:27.792Z,2025-05-25T01:06:29Z,8sydisziijh84elb8dprtlduy,N. Benalcázar,,,5748844563,286,,5748844471,213,6.03,5748844463,56,Back,5748844467,141,5.9,5748844557,236,,5748844559,233,22,5748844465,140,19.4,5748844469,212,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
