id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/9/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId
2803405665,111,1,1,22,20,daicfonrbj124lu2la2rctxck,1,24.2,70.5,2025-04-19T20:29:22.756Z,2025-04-19T20:29:25Z,arrnspfznjcs9fmng4finp87p,Koke Vegas,,,5664571689,1,,5664571683,141,16.3,5664571685,212,37.0,5664571687,213,4.81,5664571681,140,27.7,5664571679,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803405683,112,1,1,22,22,daicfonrbj124lu2la2rctxck,1,27.7,16.3,2025-04-19T20:29:25.308Z,2025-04-19T20:29:27Z,couplbg5c1wzrb14ycd8f7h0p,G. Stoneman,,,5664571789,213,1.95,5664571783,140,21.7,5664571781,56,Back,5664571785,141,39.4,5664571787,212,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803405711,113,1,1,22,24,daicfonrbj124lu2la2rctxck,1,23.1,40.4,2025-04-19T20:29:27.068Z,2025-04-19T20:29:29Z,c8svt3yazcfaq478j0cpbmbfu,K. Yao,,,5664571933,213,1.78,5664571931,212,12.5,5664571925,140,20.6,5664571923,56,Back,5664571929,141,58.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803405759,114,1,1,22,26,daicfonrbj124lu2la2rctxck,1,20.6,58.3,2025-04-19T20:29:29.165Z,2025-04-19T20:29:32Z,arrnspfznjcs9fmng4finp87p,Koke Vegas,,,5664572239,56,Back,5664572243,141,55.0,5664572241,140,34.0,5664572247,213,6.13,5664572245,212,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803405775,115,1,1,22,30,daicfonrbj124lu2la2rctxck,1,32.7,59.4,2025-04-19T20:29:32.644Z,2025-04-19T20:29:34Z,8pqvmz8g1yhe7hqqc1d68c4mi,C. Holstad,,,5664572371,213,3.68,5664572363,56,Back,5664572369,212,24.2,5664572367,141,41.1,5664572365,140,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803405789,116,1,1,22,31,daicfonrbj124lu2la2rctxck,1,12.9,41.1,2025-04-19T20:29:33.924Z,2025-04-19T20:29:35Z,c8svt3yazcfaq478j0cpbmbfu,K. Yao,,,5664572459,141,53.6,5664572463,213,2.20,5664572461,212,10.5,5664572455,56,Back,5664572457,140,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803405863,117,1,1,22,32,daicfonrbj124lu2la2rctxck,1,7.0,53.6,2025-04-19T20:29:35.357Z,2025-04-19T20:29:40Z,arrnspfznjcs9fmng4finp87p,Koke Vegas,,,5664572835,56,Back,5664572841,212,29.3,5664572837,140,17.4,5664572839,141,13.6,5664572833,155,,5664572843,213,5.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803405869,118,4,1,22,37,daicfonrbj124lu2la2rctxck,1,21.0,11.6,2025-04-19T20:29:39.885Z,2025-04-19T23:23:32Z,couplbg5c1wzrb14ycd8f7h0p,G. Stoneman,,,5664573083,152,,5665158829,294,,5664573081,56,Back,5664573087,285,,5664573079,13,,5664573139,233,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803405913,165,4,1,22,37,b1rpb2ox52uxcmjrsnqd95pk5,0,79.0,88.4,2025-04-19T20:29:39.886Z,2025-04-19T23:23:34Z,7jizpx7yu2zxvcrnf9z4408vd,R. Williams,,,5664573105,56,Left,5664573185,233,118,5664573101,13,,5665158955,294,,5664573115,286,,5664573107,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803406815,123,43,1,22,59,daicfonrbj124lu2la2rctxck,1,0.0,0.0,2025-04-19T20:30:02.332Z,2025-04-19T21:02:09Z,c8svt3yazcfaq478j0cpbmbfu,K. Yao,,,5664578125,286,0,5664578119,56,Center,5664709525,144,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803406405,119,1,1,23,14,daicfonrbj124lu2la2rctxck,1,20.5,13.6,2025-04-19T20:30:17.268Z,2025-04-19T21:01:15Z,couplbg5c1wzrb14ycd8f7h0p,G. Stoneman,,,5664575757,141,35.0,5664575761,213,1.59,5664706193,189,,5664575755,140,20.2,5664575751,152,,5664575753,56,Back,5664575749,5,,5664575759,212,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,
2803406475,120,1,1,23,16,daicfonrbj124lu2la2rctxck,1,20.2,35.0,2025-04-19T20:30:19.389Z,2025-04-19T20:30:22Z,c8svt3yazcfaq478j0cpbmbfu,K. Yao,,,5664576157,212,13.1,5664576153,140,14.9,5664576159,213,4.27,5664576151,56,Back,5664576155,141,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803406517,121,1,1,23,19,daicfonrbj124lu2la2rctxck,0,14.9,12.9,2025-04-19T20:30:22.389Z,2025-04-19T20:30:25Z,arrnspfznjcs9fmng4finp87p,Koke Vegas,,,5664576371,140,69.0,5664576369,56,Right,5664576375,212,56.9,5664576377,213,0.06,5664576367,157,,5664576379,1,,5664576373,141,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803406537,166,4,1,23,24,b1rpb2ox52uxcmjrsnqd95pk5,1,31.4,82.4,2025-04-19T20:30:27.167Z,2025-04-19T20:30:40Z,7lnb14nmxv9gggyedv3tydvdg,D. Amoo-Mensah,,,5664576697,294,,5664577079,285,,5664576695,13,,5664576729,233,122,5664576701,152,,5664576699,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803406545,122,4,1,23,24,daicfonrbj124lu2la2rctxck,0,68.6,17.6,2025-04-19T20:30:27.168Z,2025-04-19T21:01:03Z,9ch7zgxlcjiio0xbo2hhl2yvo,N. Fuson,,,5664576557,56,Right,5664577007,233,166,5664576555,13,,5664577105,286,,5664576559,152,,5664577403,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803407001,167,1,1,23,57,b1rpb2ox52uxcmjrsnqd95pk5,1,30.3,73.2,2025-04-19T20:30:59.639Z,2025-04-19T20:31:02Z,28a0n53jofx4bk7vd74yqcb11,S. Carroll,,,5664579191,140,30.8,5664579195,212,10.6,5664579193,141,88.7,5664579187,152,,5664579197,213,1.52,5664579189,56,Back,5664579185,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803407137,168,1,1,23,59,b1rpb2ox52uxcmjrsnqd95pk5,1,29.5,87.5,2025-04-19T20:31:02.231Z,2025-04-19T20:31:11Z,7lnb14nmxv9gggyedv3tydvdg,D. Amoo-Mensah,,,5664579983,140,15.1,5664579989,213,4.18,5664579981,56,Back,5664579987,212,29.6,5664579985,141,50.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803407159,169,1,1,24,8,b1rpb2ox52uxcmjrsnqd95pk5,0,12.1,44.5,2025-04-19T20:31:11.135Z,2025-04-19T20:31:12Z,974nt2pay3nvbe8uyzx0qdhxw,C. Herrera,,,5664580079,141,16.4,5664580081,212,35.5,5664580073,157,,5664580085,1,,5664580075,56,Back,5664580077,140,40.6,5664580083,213,5.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803407201,124,1,1,24,11,daicfonrbj124lu2la2rctxck,1,50.4,91.8,2025-04-19T20:31:13.868Z,2025-04-19T20:31:15Z,9txqixk3uycvort3ntzkva1g5,Z. Herivaux,,,5664580339,140,60.0,5664580343,212,10.2,5664580341,141,93.7,5664580337,56,Left,5664580345,213,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803407219,126,1,1,24,12,daicfonrbj124lu2la2rctxck,1,60.0,93.7,2025-04-19T20:31:15.267Z,2025-04-19T20:31:16Z,eg5pbxm7emj77mdcub4xp6m3u,A. Sanchez,,,5664580417,212,7.4,5664580415,141,84.6,5664580411,56,Left,5664580419,213,4.14,5664580413,140,56.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803407257,127,1,1,24,13,daicfonrbj124lu2la2rctxck,1,56.2,84.6,2025-04-19T20:31:16.052Z,2025-04-19T20:31:17Z,711t32tk6qwl567dngcldfw15,M. Rodriguez,,,5664580593,141,78.7,5664580595,212,20.1,5664580597,213,3.34,5664580589,56,Back,5664580591,140,37.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803407291,128,1,1,24,14,daicfonrbj124lu2la2rctxck,1,37.4,78.7,2025-04-19T20:31:17.260Z,2025-04-19T20:31:20Z,c8svt3yazcfaq478j0cpbmbfu,K. Yao,,,5664580787,140,45.7,5664580785,56,Back,5664580793,213,0.85,5664580789,141,93.2,5664580791,212,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803407353,129,1,1,24,17,daicfonrbj124lu2la2rctxck,1,45.7,93.2,2025-04-19T20:31:20.148Z,2025-04-19T20:31:25Z,9txqixk3uycvort3ntzkva1g5,Z. Herivaux,,,5664581109,141,83.7,5664581101,56,Back,5664581105,140,39.4,5664581111,212,9.2,5664581113,213,3.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803407365,130,1,1,24,23,daicfonrbj124lu2la2rctxck,1,42.4,78.0,2025-04-19T20:31:25.747Z,2025-04-19T20:31:27Z,711t32tk6qwl567dngcldfw15,M. Rodriguez,,,5664581189,213,4.52,5664581183,140,35.8,5664581181,56,Back,5664581185,141,26.8,5664581191,1,,5664581187,212,35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803407403,131,1,1,24,24,daicfonrbj124lu2la2rctxck,1,35.8,26.8,2025-04-19T20:31:27.515Z,2025-04-19T20:31:30Z,couplbg5c1wzrb14ycd8f7h0p,G. Stoneman,,,5664581417,213,1.64,5664581409,140,34.1,5664581411,141,66.2,5664581413,212,26.9,5664581407,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803407501,132,1,1,24,27,daicfonrbj124lu2la2rctxck,1,39.2,70.9,2025-04-19T20:31:30.419Z,2025-04-19T20:31:37Z,c8svt3yazcfaq478j0cpbmbfu,K. Yao,,,5664581985,213,0.97,5664581981,141,88.2,5664581979,140,46.9,5664581983,212,14.3,5664581977,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803407537,133,1,1,24,34,daicfonrbj124lu2la2rctxck,1,47.6,57.1,2025-04-19T20:31:37.548Z,2025-04-19T20:31:39Z,711t32tk6qwl567dngcldfw15,M. Rodriguez,,,5664582143,141,18.5,5664582145,212,26.3,5664582147,213,4.73,5664582141,140,48.0,5664582137,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803407589,134,1,1,24,36,daicfonrbj124lu2la2rctxck,1,47.0,21.0,2025-04-19T20:31:39.517Z,2025-04-19T20:31:43Z,couplbg5c1wzrb14ycd8f7h0p,G. Stoneman,,,5664582443,140,46.7,5664582441,56,Back,5664582451,213,1.59,5664582445,141,45.8,5664582447,212,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803407609,135,1,1,24,40,daicfonrbj124lu2la2rctxck,1,52.8,32.6,2025-04-19T20:31:42.876Z,2025-04-19T20:31:45Z,711t32tk6qwl567dngcldfw15,M. Rodriguez,,,5664582583,212,17.6,5664582575,56,Center,5664582577,140,67.9,5664582585,213,0.45,5664582579,141,43.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803407625,136,1,1,24,42,daicfonrbj124lu2la2rctxck,1,67.9,43.9,2025-04-19T20:31:44.884Z,2025-04-19T20:31:46Z,2w38gs56nefz2s67peyzb10q1,J. Williams,,,5664582673,212,16.7,5664582661,155,,5664582665,56,Right,5664582675,213,4.94,5664582671,141,20.0,5664582669,140,71.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803407639,137,1,1,24,43,daicfonrbj124lu2la2rctxck,1,71.5,20.0,2025-04-19T20:31:46.196Z,2025-04-19T20:31:48Z,9ch7zgxlcjiio0xbo2hhl2yvo,N. Fuson,,,5664582791,141,37.4,5664582795,213,1.46,5664582793,212,11.9,5664582787,56,Center,5664582789,140,72.7,5664582785,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803407647,138,1,1,24,45,daicfonrbj124lu2la2rctxck,1,72.7,37.4,2025-04-19T20:31:47.867Z,2025-04-19T20:31:49Z,2w38gs56nefz2s67peyzb10q1,J. Williams,,,5664582847,212,21.5,5664582841,56,Right,5664582845,141,14.7,5664582843,140,87.0,5664582849,213,5.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803407659,139,1,1,24,46,daicfonrbj124lu2la2rctxck,0,87.0,14.7,2025-04-19T20:31:49.349Z,2025-04-19T20:31:51Z,9ch7zgxlcjiio0xbo2hhl2yvo,N. Fuson,,,5664582931,213,1.32,5664582919,2,,5664582991,233,171,5664582927,141,22.0,5664582995,286,,5664582923,56,Center,5664582929,212,5.1,5664582921,155,,5664582989,236,,5664582925,140,,,,,,,,,,,,,,,88.2,,,,,,
2803407669,171,12,1,24,46,b1rpb2ox52uxcmjrsnqd95pk5,1,10.3,84.2,2025-04-19T20:31:49.449Z,2025-04-19T20:31:51Z,7lnb14nmxv9gggyedv3tydvdg,D. Amoo-Mensah,,,5664582955,185,,5664582959,56,Back,5664583043,233,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803407767,140,5,1,24,49,daicfonrbj124lu2la2rctxck,1,91.6,-1.2,2025-04-19T20:31:51.696Z,2025-04-19T22:22:16Z,9ch7zgxlcjiio0xbo2hhl2yvo,N. Fuson,,,5664583603,56,Right,5664583671,233,172,5664583605,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803407691,172,5,1,24,49,b1rpb2ox52uxcmjrsnqd95pk5,0,8.4,101.2,2025-04-19T20:31:51.696Z,2025-04-19T22:22:16Z,7lnb14nmxv9gggyedv3tydvdg,D. Amoo-Mensah,,,5664583081,347,,5664583697,233,140,5664583079,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803407863,142,1,1,25,3,daicfonrbj124lu2la2rctxck,1,90.6,0.0,2025-04-19T20:32:06.204Z,2025-04-19T21:06:05Z,8pqvmz8g1yhe7hqqc1d68c4mi,C. Holstad,,,5664584239,140,83.0,5664721271,189,,5664584243,212,9.1,5664584235,107,,5664584241,141,5.9,5664584237,56,Right,5664584245,213,2.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803407883,143,1,1,25,4,daicfonrbj124lu2la2rctxck,0,83.0,5.9,2025-04-19T20:32:07.173Z,2025-04-19T21:06:08Z,dltmx3e4llkcszs22cbfz92xg,J. Kwizera,,,5664584347,140,89.4,5664584351,212,35.9,5664584341,2,,5664584355,1,,5664584345,56,Center,5664721167,189,,5664584343,155,,5664584353,213,1.38,5664584349,141,57.7,,,,,,,,,,,,,,,,,,,,,,,
2803407855,173,44,1,25,5,b1rpb2ox52uxcmjrsnqd95pk5,1,13.4,44.0,2025-04-19T20:32:08.625Z,2025-04-19T21:12:38Z,70axpxvnx40ax7oxri5pmz9qs,C. Rutz,,,5664584187,56,Back,5664720487,233,342,5664584189,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803432665,342,44,1,25,6,daicfonrbj124lu2la2rctxck,0,86.6,56.0,2025-04-19T20:32:08.626Z,2025-04-19T21:12:39Z,2w38gs56nefz2s67peyzb10q1,J. Williams,,,5664720539,233,173,5664720445,56,Center,5664720447,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803407861,174,12,1,25,6,b1rpb2ox52uxcmjrsnqd95pk5,1,12.7,49.3,2025-04-19T20:32:09.472Z,2025-04-19T20:32:12Z,70axpxvnx40ax7oxri5pmz9qs,C. Rutz,,,5664584227,140,16.2,5664584271,15,,5664584233,213,4.87,5664584231,212,23.1,5664584223,56,Back,5664584229,141,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803407953,176,1,1,25,10,b1rpb2ox52uxcmjrsnqd95pk5,1,25.6,9.8,2025-04-19T20:32:13.489Z,2025-04-19T20:32:15Z,9jc85hbpruze4v8u1pjzsjt62,M. Bryant,,,5664584771,212,2.4,5664584769,141,12.5,5664584767,140,24.2,5664584765,56,Back,5664584773,213,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803408017,177,1,1,25,12,b1rpb2ox52uxcmjrsnqd95pk5,1,20.0,15.5,2025-04-19T20:32:15.600Z,2025-04-19T20:32:20Z,b3ktzeb8cz6vl5snbrtnpzw4q,S. Wiedt,,,5664585153,212,20.8,5664585151,141,44.5,5664585155,213,1.89,5664585145,56,Back,5664585147,140,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803408113,178,1,1,25,17,b1rpb2ox52uxcmjrsnqd95pk5,1,24.0,58.7,2025-04-19T20:32:20.552Z,2025-04-19T20:32:27Z,28a0n53jofx4bk7vd74yqcb11,S. Carroll,,,5664585657,213,1.29,5664585651,140,28.7,5664585655,212,17.8,5664585653,141,83.9,5664585649,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803408131,179,1,1,25,24,b1rpb2ox52uxcmjrsnqd95pk5,0,39.5,88.0,2025-04-19T20:32:27.417Z,2025-04-19T20:32:29Z,7lnb14nmxv9gggyedv3tydvdg,D. Amoo-Mensah,,,5664585771,141,30.3,5664585769,140,69.5,5664585775,213,5.39,5664585777,1,,5664585767,56,Center,5664585765,155,,5664585773,212,50.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803408143,144,12,1,25,27,daicfonrbj124lu2la2rctxck,1,23.5,79.0,2025-04-19T20:32:29.796Z,2025-04-19T20:32:40Z,eg5pbxm7emj77mdcub4xp6m3u,A. Sanchez,,,5664585849,141,84.3,5664585853,213,0.35,5664585851,212,10.4,5664585845,56,Back,5664585861,15,,5664585847,140,32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803408241,180,1,1,25,30,b1rpb2ox52uxcmjrsnqd95pk5,1,62.0,16.7,2025-04-19T20:32:33.272Z,2025-04-19T20:32:39Z,9jc85hbpruze4v8u1pjzsjt62,M. Bryant,,,5664586449,56,Center,5664586453,141,22.7,5664586455,212,26.2,5664586451,140,86.6,5664586457,213,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803408247,181,1,1,25,36,b1rpb2ox52uxcmjrsnqd95pk5,0,92.6,10.1,2025-04-19T20:32:38.673Z,2025-04-19T20:34:55Z,70axpxvnx40ax7oxri5pmz9qs,C. Rutz,,,5664586499,213,3.17,5664586493,140,89.9,5664586627,236,,5664586639,286,,5664586495,141,10.0,5664586633,233,145,5664586491,56,Right,5664586497,212,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,
2803408267,145,74,1,25,36,daicfonrbj124lu2la2rctxck,1,13.7,87.7,2025-04-19T20:32:38.674Z,2025-04-19T21:12:45Z,eg5pbxm7emj77mdcub4xp6m3u,A. Sanchez,,,5664586583,285,,5664586687,233,181,5664586581,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803408297,146,5,1,25,38,daicfonrbj124lu2la2rctxck,0,14.4,101.5,2025-04-19T20:32:40.962Z,2025-04-19T22:22:17Z,eg5pbxm7emj77mdcub4xp6m3u,A. Sanchez,,,5664586719,56,Back,5664587875,233,182,5664586721,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803408487,182,5,1,25,38,b1rpb2ox52uxcmjrsnqd95pk5,1,85.6,-1.5,2025-04-19T20:32:40.962Z,2025-04-19T22:22:17Z,70axpxvnx40ax7oxri5pmz9qs,C. Rutz,,,5664587807,56,Right,5664587833,233,146,5664587809,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803408503,183,1,1,25,56,b1rpb2ox52uxcmjrsnqd95pk5,1,85.2,0.0,2025-04-19T20:32:58.953Z,2025-04-19T20:33:00Z,9jc85hbpruze4v8u1pjzsjt62,M. Bryant,,,5664587925,213,1.15,5664587921,141,12.5,5664587915,107,,5664587917,56,Right,5664587923,212,10.8,5664587919,140,89.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803408525,184,1,1,25,57,b1rpb2ox52uxcmjrsnqd95pk5,1,89.4,12.5,2025-04-19T20:33:00.008Z,2025-04-19T20:33:02Z,9irc1xmfpa2395qef78rfyjje,J. Cedeño,,,5664588067,141,8.2,5664588097,156,,5664588065,140,79.6,5664588069,212,10.7,5664588071,213,3.42,5664588063,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803408547,185,1,1,25,59,b1rpb2ox52uxcmjrsnqd95pk5,1,79.6,8.2,2025-04-19T20:33:02.609Z,2025-04-19T20:33:04Z,9jc85hbpruze4v8u1pjzsjt62,M. Bryant,,,5664588205,56,Right,5664588209,141,9.1,5664588207,140,66.5,5664588213,213,3.10,5664588211,212,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803408589,186,1,1,26,1,b1rpb2ox52uxcmjrsnqd95pk5,1,66.5,9.1,2025-04-19T20:33:04.065Z,2025-04-19T20:33:07Z,b3ktzeb8cz6vl5snbrtnpzw4q,S. Wiedt,,,5664588463,140,71.3,5664588469,141,15.8,5664588473,212,6.8,5664588459,56,Right,5664588477,213,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803408607,187,1,1,26,4,b1rpb2ox52uxcmjrsnqd95pk5,0,71.3,15.8,2025-04-19T20:33:07.353Z,2025-04-19T20:33:08Z,6rnuvzwbmj7qv80xlwkjvqnkl,J. Chapman,,,5664588573,140,77.8,5664588579,213,6.06,5664588577,212,7.0,5664588575,141,13.5,5664588569,168,,5664588571,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803408595,147,61,1,26,4,daicfonrbj124lu2la2rctxck,0,27.9,80.9,2025-04-19T20:33:07.484Z,2025-04-19T20:33:07Z,711t32tk6qwl567dngcldfw15,M. Rodriguez,,,5664588497,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803408653,188,3,1,26,7,b1rpb2ox52uxcmjrsnqd95pk5,0,88.8,29.9,2025-04-19T20:33:10.604Z,2025-04-19T21:12:31Z,9irc1xmfpa2395qef78rfyjje,J. Cedeño,,,5664588831,286,,5664588829,56,Center,5664589083,233,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803408679,148,7,1,26,7,daicfonrbj124lu2la2rctxck,1,11.2,70.1,2025-04-19T20:33:10.605Z,2025-04-19T21:12:31Z,9txqixk3uycvort3ntzkva1g5,Z. Herivaux,,,5664589003,285,,5664589049,233,188,5664589001,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803408711,150,1,1,26,10,daicfonrbj124lu2la2rctxck,1,12.5,67.6,2025-04-19T20:33:12.859Z,2025-04-19T20:33:14Z,9txqixk3uycvort3ntzkva1g5,Z. Herivaux,,,5664589133,141,94.1,5664589137,213,0.94,5664589129,56,Back,5664589135,212,22.4,5664589131,140,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803408749,151,1,1,26,11,daicfonrbj124lu2la2rctxck,1,25.1,94.1,2025-04-19T20:33:14.380Z,2025-04-19T20:33:16Z,eg5pbxm7emj77mdcub4xp6m3u,A. Sanchez,,,5664589325,140,18.4,5664589329,212,7.0,5664589323,56,Back,5664589327,141,93.7,5664589331,213,3.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803408753,152,4,1,26,14,daicfonrbj124lu2la2rctxck,1,15.9,90.1,2025-04-19T20:33:16.677Z,2025-04-19T22:22:54Z,711t32tk6qwl567dngcldfw15,M. Rodriguez,,,5664589377,285,,5664589585,233,189,5664589375,265,,5664589371,56,Back,5664589369,13,,5664589373,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803408763,189,4,1,26,14,b1rpb2ox52uxcmjrsnqd95pk5,0,84.1,9.9,2025-04-19T20:33:16.678Z,2025-04-19T22:22:54Z,6rnuvzwbmj7qv80xlwkjvqnkl,J. Chapman,,,5664589563,152,,5664589561,56,Right,5664589565,265,,5664589559,13,,5664589597,233,152,5664589567,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803409141,153,1,1,26,40,daicfonrbj124lu2la2rctxck,0,16.7,90.9,2025-04-19T20:33:43.043Z,2025-04-19T20:33:48Z,arrnspfznjcs9fmng4finp87p,Koke Vegas,,,5664591587,152,,5664591593,141,75.8,5664591591,140,61.4,5664591595,212,48.0,5664591601,1,,5664591585,157,,5664591583,5,,5664591597,213,6.07,5664591589,56,Center,,,,,,,,,,,,,,,,,,,,,,,
2803409137,190,8,1,26,45,b1rpb2ox52uxcmjrsnqd95pk5,1,29.1,25.2,2025-04-19T20:33:48.139Z,2025-04-19T20:33:48Z,b3ktzeb8cz6vl5snbrtnpzw4q,S. Wiedt,,,5664591559,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803409361,154,5,1,26,46,daicfonrbj124lu2la2rctxck,1,66.0,101.2,2025-04-19T20:33:49.202Z,2025-04-19T22:22:17Z,2w38gs56nefz2s67peyzb10q1,J. Williams,,,5664592819,347,,5664592817,56,Left,5664592869,233,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803409155,191,5,1,26,46,b1rpb2ox52uxcmjrsnqd95pk5,0,34.0,-1.2,2025-04-19T20:33:49.202Z,2025-04-19T22:22:18Z,b3ktzeb8cz6vl5snbrtnpzw4q,S. Wiedt,,,5664591659,347,,5664591657,56,Back,5664592909,233,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803409403,155,1,1,27,1,daicfonrbj124lu2la2rctxck,1,68.6,100.0,2025-04-19T20:34:04.355Z,2025-04-19T20:34:07Z,eg5pbxm7emj77mdcub4xp6m3u,A. Sanchez,,,5664593039,140,52.8,5664593043,212,17.3,5664593035,107,,5664593041,141,94.0,5664593037,56,Left,5664593045,213,3.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
