id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/11/value,qualifier/13/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value
2821692395,32,1,1,0,11,83cpn99fh7ulkwe8nezy8a3mx,1,25.6,81.6,2025-06-08T00:06:50.321Z,2025-06-08T00:15:36Z,486r7pszrdk085ot7cy2008dm,E. Davila,,,5765827991,213,0.45,5765827983,56,Back,5765827987,141,91.0,5765827985,140,38.2,5765827981,3,,5765827989,212,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821695507,98,1,1,0,12,83cpn99fh7ulkwe8nezy8a3mx,1,48.0,96.3,2025-06-08T00:06:50.664Z,2025-06-08T02:14:35Z,cxscznjyygtsgbajv08q04sq2,R. Serrano,,,5765834097,141,85.0,5765834093,56,Back,5765834095,140,44.9,5765834091,3,,5765834101,213,4.31,5765834099,212,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821695639,100,1,1,0,13,83cpn99fh7ulkwe8nezy8a3mx,1,34.0,89.9,2025-06-08T00:06:52.287Z,2025-06-08T00:17:51Z,35bpd9cmuep6cqczngaqpc19m,P. Goodrum,,,5765835111,140,37.6,5765835105,155,,5765835117,213,4.80,5765835113,141,28.9,5765835109,56,Back,5765835107,196,,5765835115,212,41.7,5765835119,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821696199,109,1,1,0,22,83cpn99fh7ulkwe8nezy8a3mx,1,38.7,11.1,2025-06-08T00:07:00.475Z,2025-06-08T00:18:45Z,cla0i94uyddjw7jzqoyfsplre,A. McFadden,,,5765837369,212,17.7,5765837371,213,2.97,5765837367,141,15.6,5765837363,56,Back,5765837365,140,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821696201,110,1,1,0,22,83cpn99fh7ulkwe8nezy8a3mx,1,32.5,10.3,2025-06-08T00:07:00.619Z,2025-06-08T00:19:00Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,,5765838041,213,1.80,5765838037,141,49.1,5765838033,56,Back,5765838035,140,26.6,5765838039,212,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821696205,111,1,1,0,22,83cpn99fh7ulkwe8nezy8a3mx,1,27.3,54.6,2025-06-08T00:07:00.764Z,2025-06-08T00:19:25Z,e2rv433ve4ytatjl94dcz1hm2,Arturo Ordóñez,,,5765839337,56,Back,5765839347,213,4.93,5765839343,212,20.6,5765839341,141,25.0,5765839339,140,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821696209,112,1,1,0,22,83cpn99fh7ulkwe8nezy8a3mx,1,35.6,12.9,2025-06-08T00:07:01.116Z,2025-06-08T00:19:47Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,,5765841083,141,43.0,5765841087,213,2.53,5765841085,212,35.7,5765841081,140,7.7,5765841089,1,,5765841077,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821691045,4,43,1,0,29,5qfq6cwtrgzd2szijivns7rjl,1,0.0,0.0,2025-06-08T00:07:18.115Z,2025-06-08T00:07:53Z,bpkzxcqtmvei7lqkqzuvzelsl,A. Guillén,,,5765806569,1,0,5765806557,157,0,5765806565,212,26.0,5765806559,56,Center,5765807869,144,1,5765806561,140,60.1,5765806567,213,5.65,5765806563,141,68.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821691099,5,43,1,0,36,5qfq6cwtrgzd2szijivns7rjl,1,0.0,0.0,2025-06-08T00:07:24.986Z,2025-06-08T00:07:56Z,2wufroeor0e7k6hvatj1ltwfe,L. Wyke,,,5765806915,212,16.6,5765806911,140,32.9,5765806917,213,3.62,5765806913,141,59.6,5765806909,56,Back,5765807939,144,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821697265,129,1,1,0,37,83cpn99fh7ulkwe8nezy8a3mx,1,7.0,35.6,2025-06-08T00:07:16.242Z,2025-06-08T00:20:38Z,a3k4grlhkn63p3xfb2rzslkdm,D. Las,,,5765843709,212,60.1,5765843713,1,,5765843711,213,6.24,5765843705,140,64.2,5765843701,155,,5765843707,141,32.1,5765843703,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821697271,130,1,1,0,37,83cpn99fh7ulkwe8nezy8a3mx,0,62.3,51.7,2025-06-08T00:07:16.378Z,2025-06-08T00:20:49Z,35bpd9cmuep6cqczngaqpc19m,P. Goodrum,,,5765844093,140,60.3,5765844097,212,15.5,5765844095,141,29.1,5765844091,56,Center,5765844089,3,,5765844099,213,4.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821698365,122,1,1,0,38,5qfq6cwtrgzd2szijivns7rjl,1,41.9,88.5,2025-06-08T00:07:16.576Z,2025-06-08T00:23:02Z,8vcytrkvxzki08gxqpulol3hl,B. Bodily,,,5765850037,56,Back,5765850041,141,69.5,5765850043,212,16.1,5765850039,140,32.8,5765850035,3,,5765850045,213,4.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821698361,121,1,1,0,39,5qfq6cwtrgzd2szijivns7rjl,0,27.8,81.0,2025-06-08T00:07:18.409Z,2025-06-08T00:29:38Z,bpkzxcqtmvei7lqkqzuvzelsl,A. Guillén,,,5765850405,212,30.9,5765850397,157,,5765850409,1,,5765850401,140,57.1,5765850407,213,6.20,5765850403,141,77.1,5765850399,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821699319,144,1,1,0,40,83cpn99fh7ulkwe8nezy8a3mx,1,31.6,24.6,2025-06-08T00:07:18.583Z,2025-06-08T02:15:05Z,486r7pszrdk085ot7cy2008dm,E. Davila,,,5765855745,213,0.21,5765855735,3,,5765855739,140,59.1,5765855741,141,33.6,5765855743,212,29.5,5765855737,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821699325,145,1,1,0,42,83cpn99fh7ulkwe8nezy8a3mx,0,54.4,29.1,2025-06-08T00:07:20.729Z,2025-06-08T02:15:16Z,35bpd9cmuep6cqczngaqpc19m,P. Goodrum,,,5765856549,140,68.7,5765856553,212,15.6,5765856551,141,35.2,5765856545,3,,5765856555,213,0.27,5765856547,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821700445,155,1,1,0,46,5qfq6cwtrgzd2szijivns7rjl,1,40.9,71.8,2025-06-08T00:07:25.171Z,2025-06-08T00:28:22Z,2wufroeor0e7k6hvatj1ltwfe,L. Wyke,,,5765864103,212,16.2,5765864107,213,3.51,5765864097,140,26.5,5765864093,155,,5765864099,141,63.2,5765864095,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821691113,6,1,1,0,48,5qfq6cwtrgzd2szijivns7rjl,1,32.9,59.6,2025-06-08T00:07:27.108Z,2025-06-08T00:28:54Z,bpkzxcqtmvei7lqkqzuvzelsl,A. Guillén,,,5765807015,140,39.1,5765807019,212,7.5,5765807011,3,,5765807017,141,65.1,5765807013,56,Back,5765807021,213,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821691139,7,1,1,0,49,5qfq6cwtrgzd2szijivns7rjl,1,39.1,65.1,2025-06-08T00:07:28.259Z,2025-06-08T00:07:30Z,5s5sc7zxuw8cr7vyzeofb8hnu,D. Crisostomo,,,5765807125,213,6.08,5765807119,140,58.2,5765807121,141,59.1,5765807117,56,Center,5765807113,3,,5765807123,212,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821700451,156,1,1,0,50,5qfq6cwtrgzd2szijivns7rjl,1,65.1,55.2,2025-06-08T00:07:29.327Z,2025-06-08T00:29:15Z,4ua2bfowedufy5hilbxb3cul1,Leo Fernandes,,,5765866455,213,1.67,5765866447,56,Center,5765866453,212,9.9,5765866451,141,69.7,5765866445,3,,5765866449,140,64.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821691147,8,1,1,0,52,5qfq6cwtrgzd2szijivns7rjl,0,61.0,61.4,2025-06-08T00:07:30.506Z,2025-06-08T00:07:32Z,c08hvq1hplcct8kxrxucfpqp6,W. Pacius,,,5765807155,56,Left,5765807163,213,1.54,5765807157,140,61.8,5765807161,212,26.3,5765807159,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821691199,4,5,1,0,53,83cpn99fh7ulkwe8nezy8a3mx,1,37.8,-0.5,2025-06-08T00:07:31.866Z,2025-06-08T02:28:20Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,,5765807407,233,9,5765807395,56,Back,5765807397,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821691151,9,5,1,0,53,5qfq6cwtrgzd2szijivns7rjl,0,62.2,100.5,2025-06-08T00:07:31.866Z,2025-06-08T02:28:20Z,c08hvq1hplcct8kxrxucfpqp6,W. Pacius,,,5765807171,347,,5765807169,56,Left,5765807429,233,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821691231,5,1,1,1,0,83cpn99fh7ulkwe8nezy8a3mx,1,39.9,0.0,2025-06-08T00:07:39.049Z,2025-06-08T00:07:44Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,,5765807577,107,,5765807585,212,17.8,5765807581,140,31.2,5765807583,141,20.9,5765807587,213,2.11,5765807579,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821691241,6,1,1,1,5,83cpn99fh7ulkwe8nezy8a3mx,1,27.5,38.2,2025-06-08T00:07:44.059Z,2025-06-08T00:07:45Z,e2rv433ve4ytatjl94dcz1hm2,Arturo Ordóñez,,,5765807657,213,1.42,5765807655,212,17.9,5765807653,141,64.2,5765807651,140,30.1,5765807649,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821691249,7,1,1,1,7,83cpn99fh7ulkwe8nezy8a3mx,1,30.1,64.2,2025-06-08T00:07:45.729Z,2025-06-08T00:07:48Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,,5765807733,141,89.7,5765807737,213,1.29,5765807735,212,18.1,5765807731,140,34.9,5765807729,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821691269,8,1,1,1,9,83cpn99fh7ulkwe8nezy8a3mx,1,33.5,91.5,2025-06-08T00:07:48.202Z,2025-06-08T00:07:53Z,7f1q3d59u9n16v9xrskfxqsq1,A. Dia,,,5765807849,56,Back,5765807853,140,28.0,5765807857,141,78.2,5765807859,212,10.7,5765807863,213,4.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821691291,9,1,1,1,14,83cpn99fh7ulkwe8nezy8a3mx,1,30.9,65.6,2025-06-08T00:07:53.042Z,2025-06-08T00:07:59Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,,5765808021,213,4.69,5765808017,141,38.0,5765808015,140,30.5,5765808013,56,Back,5765808019,212,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821691311,10,1,1,1,20,83cpn99fh7ulkwe8nezy8a3mx,1,29.7,32.3,2025-06-08T00:07:58.857Z,2025-06-08T00:08:01Z,e2rv433ve4ytatjl94dcz1hm2,Arturo Ordóñez,,,5765808127,56,Back,5765808133,212,10.7,5765808131,141,43.0,5765808135,213,0.75,5765808129,140,37.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821691317,11,1,1,1,22,83cpn99fh7ulkwe8nezy8a3mx,1,37.4,43.3,2025-06-08T00:08:01.075Z,2025-06-08T02:15:53Z,486r7pszrdk085ot7cy2008dm,E. Davila,,,5765808167,212,6.9,5765808163,140,33.6,5765808161,56,Back,5765808165,141,35.0,5765808169,213,4.10,5765808213,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821691359,12,1,1,1,26,83cpn99fh7ulkwe8nezy8a3mx,0,33.9,29.6,2025-06-08T00:08:05.217Z,2025-06-08T00:08:08Z,e2rv433ve4ytatjl94dcz1hm2,Arturo Ordóñez,,,5765808407,212,66.1,5765808403,140,93.7,5765808401,56,Right,5765808409,213,5.96,5765808411,1,,5765808405,141,0.0,5765808397,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821691447,10,5,1,1,29,5qfq6cwtrgzd2szijivns7rjl,1,13.0,101.0,2025-06-08T00:08:07.971Z,2025-06-08T00:08:27Z,c08hvq1hplcct8kxrxucfpqp6,W. Pacius,,,5765808831,233,13,5765808827,56,Back,5765808829,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821691363,13,5,1,1,29,83cpn99fh7ulkwe8nezy8a3mx,0,87.0,-1.0,2025-06-08T00:08:07.971Z,2025-06-08T02:28:20Z,e2rv433ve4ytatjl94dcz1hm2,Arturo Ordóñez,,,5765808429,56,Right,5765808855,233,10,5765808431,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821691557,11,1,1,2,0,5qfq6cwtrgzd2szijivns7rjl,1,7.8,100.0,2025-06-08T00:08:38.556Z,2025-06-08T02:26:12Z,bpkzxcqtmvei7lqkqzuvzelsl,A. Guillén,,,5765809571,212,25.7,5765809565,56,Back,5765809573,213,4.76,5765809569,141,63.9,5765809567,140,9.0,5765809563,107,,5765809575,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821691569,12,1,1,2,4,5qfq6cwtrgzd2szijivns7rjl,1,8.1,60.9,2025-06-08T00:08:43.027Z,2025-06-08T00:08:47Z,3gzatxlefe9axcrqyllbtrzmc,E. Bandré,,,5765809673,56,Back,5765809677,141,35.2,5765809675,140,23.7,5765809679,212,24.0,5765809681,213,5.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821691583,13,1,1,2,8,5qfq6cwtrgzd2szijivns7rjl,1,23.7,35.2,2025-06-08T00:08:47.154Z,2025-06-08T00:33:01Z,cbbip5xc4xfipnk6aal6cfywa,N. Moon,,,5765809749,213,0.07,5765809745,141,36.9,5765809741,56,Back,5765809747,212,17.7,5765809743,140,40.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821691585,14,61,1,2,11,5qfq6cwtrgzd2szijivns7rjl,0,46.0,21.2,2025-06-08T00:08:49.619Z,2025-06-08T00:08:58Z,4ua2bfowedufy5hilbxb3cul1,Leo Fernandes,,,5765809761,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821691623,14,12,1,2,15,83cpn99fh7ulkwe8nezy8a3mx,1,55.8,97.2,2025-06-08T00:08:54.016Z,2025-06-08T03:08:31Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,,5765809987,56,Left,5765809991,141,100.0,5765809995,213,0.81,5765809993,212,3.7,5765809989,140,58.2,5765810019,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821691627,15,5,1,2,16,83cpn99fh7ulkwe8nezy8a3mx,0,56.9,101.2,2025-06-08T00:08:54.477Z,2025-06-08T00:33:13Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,,5765809999,56,Left,5765810001,347,,5765810035,233,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821691609,15,5,1,2,16,5qfq6cwtrgzd2szijivns7rjl,1,43.1,-1.2,2025-06-08T00:08:54.477Z,2025-06-08T02:28:21Z,4ua2bfowedufy5hilbxb3cul1,Leo Fernandes,,,5765810027,233,15,5765809899,56,Back,5765809901,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821691715,16,1,1,2,25,5qfq6cwtrgzd2szijivns7rjl,1,46.9,0.0,2025-06-08T00:09:03.826Z,2025-06-08T00:09:06Z,cbbip5xc4xfipnk6aal6cfywa,N. Moon,,,5765810453,213,2.15,5765810451,212,12.9,5765810445,56,Back,5765810449,141,14.3,5765810443,107,,5765810447,140,40.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821691721,17,61,1,2,27,5qfq6cwtrgzd2szijivns7rjl,0,39.4,4.7,2025-06-08T00:09:06.226Z,2025-06-08T00:09:06Z,5s5sc7zxuw8cr7vyzeofb8hnu,D. Crisostomo,,,5765810469,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821691775,16,5,1,2,28,83cpn99fh7ulkwe8nezy8a3mx,1,63.2,101.6,2025-06-08T00:09:07.074Z,2025-06-08T02:28:21Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,,5765810749,347,,5765810747,56,Left,5765810771,233,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821691723,18,5,1,2,28,5qfq6cwtrgzd2szijivns7rjl,0,36.8,-1.6,2025-06-08T00:09:07.074Z,2025-06-08T02:28:22Z,5s5sc7zxuw8cr7vyzeofb8hnu,D. Crisostomo,,,5765810479,56,Back,5765810481,347,,5765810783,233,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821691793,17,1,1,2,35,83cpn99fh7ulkwe8nezy8a3mx,1,64.1,100.0,2025-06-08T00:09:13.873Z,2025-06-08T00:09:16Z,cxscznjyygtsgbajv08q04sq2,R. Serrano,,,5765810829,56,Left,5765810835,212,8.8,5765810837,213,4.70,5765810833,141,87.8,5765810831,140,64.0,5765810827,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821691797,18,1,1,2,37,83cpn99fh7ulkwe8nezy8a3mx,1,66.1,87.8,2025-06-08T00:09:15.976Z,2025-06-08T00:09:17Z,d2ny0huv78m4m6p65y8eou7oq,T. Davila,,,5765810849,56,Left,5765810855,212,7.5,5765810857,213,2.28,5765810853,141,96.2,5765810851,140,61.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821691819,19,1,1,2,38,83cpn99fh7ulkwe8nezy8a3mx,1,61.4,96.2,2025-06-08T00:09:16.880Z,2025-06-08T00:09:20Z,7f1q3d59u9n16v9xrskfxqsq1,A. Dia,,,5765810961,212,18.3,5765810963,213,3.41,5765810955,56,Back,5765810959,141,89.0,5765810957,140,44.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821691835,20,1,1,2,41,83cpn99fh7ulkwe8nezy8a3mx,1,44.0,83.9,2025-06-08T00:09:20.064Z,2025-06-08T00:09:23Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,,5765811003,56,Back,5765811007,141,29.8,5765811013,1,,5765811005,140,39.7,5765811011,213,4.59,5765811009,212,37.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821691849,21,1,1,2,44,83cpn99fh7ulkwe8nezy8a3mx,1,38.6,27.5,2025-06-08T00:09:23.457Z,2025-06-08T00:09:26Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,,5765811109,56,Back,5765811117,213,1.96,5765811115,212,16.2,5765811113,141,49.6,5765811111,140,32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
