id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2796770169,6,43,1,0,9,6597wqy6gmpv3zjx7rp8cdj46,1,0.0,0.0,2025-04-05T23:06:48.822Z,2025-04-05T23:30:00Z,411grh3cytippnnanb767qvsa,Rafa Mentzingen,,,5628015575,56,Back,5628015581,212,5.4,5628015579,141,21.3,5628098661,144,1,5628015577,140,32.2,5628015583,213,4.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796770181,7,4,1,0,12,6597wqy6gmpv3zjx7rp8cdj46,1,28.2,19.5,2025-04-05T23:06:52.191Z,2025-04-06T01:25:02Z,411grh3cytippnnanb767qvsa,Rafa Mentzingen,,,5628015775,233,6,5628015697,13,,5628015701,152,,5628015703,265,,5628015699,56,Back,5628015705,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796770175,6,4,1,0,12,8cpjplodpphtkbt0hq8sr8mqs,0,71.8,80.5,2025-04-05T23:06:52.192Z,2025-04-06T01:25:02Z,637c2iedo7modc3ekt36c2m7d,A. Stanley,,,5628015731,152,,5628015727,13,,5628015735,286,,5628015729,56,Left,5628015733,265,,5628015783,233,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796770481,8,1,1,0,37,6597wqy6gmpv3zjx7rp8cdj46,1,24.6,12.3,2025-04-05T23:07:16.496Z,2025-04-05T23:07:20Z,6jdsh8ubirqphhurw5rr7kz8q,B. Washington,,,5628017503,212,16.0,5628017499,140,23.5,5628017493,56,Back,5628017505,213,1.64,5628017485,5,,5628017489,152,,5628017501,141,35.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796770501,9,1,1,0,41,6597wqy6gmpv3zjx7rp8cdj46,1,23.2,35.7,2025-04-05T23:07:20.583Z,2025-04-05T23:07:21Z,bjdoqj8tsm1wlxiqaavduwo9h,C. Donovan,,,5628017633,140,15.2,5628017639,213,2.20,5628017635,141,52.7,5628017631,56,Back,5628017637,212,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796770535,10,1,1,0,41,6597wqy6gmpv3zjx7rp8cdj46,1,15.2,52.7,2025-04-05T23:07:21.471Z,2025-04-05T23:07:24Z,ac5zpx8c09rtmidm654e67xsl,J. McGuire,,,5628017845,212,16.2,5628017841,141,29.8,5628017837,140,11.0,5628017849,213,4.44,5628017833,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796770591,11,1,1,0,44,6597wqy6gmpv3zjx7rp8cdj46,0,8.6,17.6,2025-04-05T23:07:23.999Z,2025-04-05T23:07:28Z,bjdoqj8tsm1wlxiqaavduwo9h,C. Donovan,,,5628018107,157,,5628018117,213,0.14,5628018111,140,60.1,5628018119,1,,5628018109,56,Center,5628018113,141,28.9,5628018115,212,54.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796770595,7,44,1,0,47,8cpjplodpphtkbt0hq8sr8mqs,1,40.0,71.8,2025-04-05T23:07:27.446Z,2025-04-06T01:25:26Z,97d0drjb3zqkh5ozfufg17nys,P. Hogan,,,5628018211,233,12,5628018133,56,Back,5628018135,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796770597,12,44,1,0,47,6597wqy6gmpv3zjx7rp8cdj46,0,60.0,28.2,2025-04-05T23:07:27.447Z,2025-04-06T01:25:27Z,7ejohb009byubwiqv36vag5jo,Pedro Dolabella,,,5628018227,233,7,5628018139,286,,5628018137,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796770621,8,1,1,0,48,8cpjplodpphtkbt0hq8sr8mqs,1,40.1,72.9,2025-04-05T23:07:27.799Z,2025-04-05T23:07:30Z,97d0drjb3zqkh5ozfufg17nys,P. Hogan,,,5628018269,213,0.78,5628018263,140,46.3,5628018265,141,82.4,5628018267,212,9.2,5628018261,56,Back,5628018259,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796770625,9,61,1,0,50,8cpjplodpphtkbt0hq8sr8mqs,0,45.8,82.4,2025-04-05T23:07:30.263Z,2025-04-05T23:07:30Z,9tispdm7tc3te31awsfcmd905,A. Quinn,,,5628018303,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796770697,13,1,1,0,51,6597wqy6gmpv3zjx7rp8cdj46,1,60.6,12.5,2025-04-05T23:07:30.911Z,2025-04-05T23:07:37Z,411grh3cytippnnanb767qvsa,Rafa Mentzingen,,,5628018693,56,Right,5628018705,213,0.12,5628018703,212,22.8,5628018701,141,16.5,5628018697,140,82.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796770633,10,43,1,0,51,8cpjplodpphtkbt0hq8sr8mqs,1,0.0,0.0,2025-04-05T23:07:31.247Z,2025-04-05T23:31:46Z,9tispdm7tc3te31awsfcmd905,A. Quinn,,,5628105071,144,56,5628018353,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796770703,11,83,1,0,56,8cpjplodpphtkbt0hq8sr8mqs,0,11.4,88.3,2025-04-05T23:07:36.023Z,2025-04-06T03:01:53Z,54yx5xkqrktd2hp0sxjx6hm8l,J. Musa,,,5628019277,399,6u93ok0drr4byri2lu5g6rq0a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796770729,14,1,1,0,57,6597wqy6gmpv3zjx7rp8cdj46,1,81.3,10.4,2025-04-05T23:07:37.271Z,2025-04-05T23:07:40Z,6u93ok0drr4byri2lu5g6rq0a,E. Conway,,,5628018887,56,Right,5628018897,213,3.10,5628018891,140,56.7,5628018895,212,25.9,5628018893,141,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796770795,15,1,1,1,0,6597wqy6gmpv3zjx7rp8cdj46,1,60.2,11.6,2025-04-05T23:07:40.296Z,2025-04-05T23:07:43Z,6jdsh8ubirqphhurw5rr7kz8q,B. Washington,,,5628019229,212,21.8,5628019231,213,2.56,5628019223,56,Back,5628019225,140,42.8,5628019227,141,29.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796770809,16,1,1,1,4,6597wqy6gmpv3zjx7rp8cdj46,1,40.5,30.7,2025-04-05T23:07:43.759Z,2025-04-05T23:07:46Z,bjdoqj8tsm1wlxiqaavduwo9h,C. Donovan,,,5628019287,212,26.1,5628019281,56,Back,5628019285,141,69.0,5628019283,140,38.6,5628019289,213,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796770883,17,1,1,1,6,6597wqy6gmpv3zjx7rp8cdj46,1,35.8,68.7,2025-04-05T23:07:46.295Z,2025-04-05T23:07:49Z,9tknltys66s9j8ljchwu5efv9,P. Craig,,,5628019675,140,29.3,5628019681,213,4.29,5628019673,56,Back,5628019679,212,16.7,5628019677,141,46.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796770897,18,1,1,1,9,6597wqy6gmpv3zjx7rp8cdj46,0,28.0,43.9,2025-04-05T23:07:49.422Z,2025-04-05T23:07:50Z,bjdoqj8tsm1wlxiqaavduwo9h,C. Donovan,,,5628019739,140,56.3,5628019743,212,31.1,5628019737,56,Center,5628019745,213,5.99,5628019741,141,30.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796770923,13,1,1,1,12,8cpjplodpphtkbt0hq8sr8mqs,1,31.5,74.7,2025-04-05T23:07:52.151Z,2025-04-05T23:07:53Z,9tispdm7tc3te31awsfcmd905,A. Quinn,,,5628019891,212,33.6,5628019885,56,Left,5628019883,157,,5628019889,141,82.1,5628019887,140,63.1,5628019895,1,,5628019893,213,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796770965,15,1,1,1,15,8cpjplodpphtkbt0hq8sr8mqs,0,56.0,87.5,2025-04-05T23:07:54.991Z,2025-04-05T23:07:56Z,2co6fedrz8anjzy9ise76dplh,J. Blake,,,5628020123,212,13.0,5628020119,140,51.6,5628020121,141,69.6,5628020125,213,4.35,5628020117,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796770981,19,8,1,1,17,6597wqy6gmpv3zjx7rp8cdj46,1,42.3,32.5,2025-04-05T23:07:57.240Z,2025-04-05T23:07:57Z,6u93ok0drr4byri2lu5g6rq0a,E. Conway,,,5628020181,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796771015,21,1,1,1,18,6597wqy6gmpv3zjx7rp8cdj46,1,42.3,32.5,2025-04-05T23:07:57.927Z,2025-04-05T23:07:59Z,6u93ok0drr4byri2lu5g6rq0a,E. Conway,,,5628020337,141,51.2,5628020335,140,38.1,5628020341,213,1.90,5628020333,56,Back,5628020339,212,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796771079,22,1,1,1,19,6597wqy6gmpv3zjx7rp8cdj46,1,38.1,51.2,2025-04-05T23:07:59.175Z,2025-04-05T23:08:06Z,7ejohb009byubwiqv36vag5jo,Pedro Dolabella,,,5628020675,141,82.6,5628020673,140,51.1,5628020679,213,1.00,5628020677,212,25.3,5628020671,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796771099,23,1,1,1,26,6597wqy6gmpv3zjx7rp8cdj46,1,51.1,82.6,2025-04-05T23:08:06.223Z,2025-04-06T02:42:20Z,68lho3sxw1cm1acgk4phg9wtm,A. Al-Qaq,,,5628020769,141,82.0,5628020771,212,15.7,5628020763,140,36.2,5628020775,213,3.17,5628020759,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796771129,24,1,1,1,28,6597wqy6gmpv3zjx7rp8cdj46,1,36.2,82.0,2025-04-05T23:08:07.847Z,2025-04-05T23:08:11Z,4l0iztasx0cae3j4f15d8gd4a,J. Servania,,,5628020951,140,31.5,5628020957,213,4.43,5628020955,212,17.5,5628020953,141,57.3,5628020949,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796771191,25,1,1,1,32,6597wqy6gmpv3zjx7rp8cdj46,1,31.5,57.3,2025-04-05T23:08:11.559Z,2025-04-05T23:08:16Z,9tknltys66s9j8ljchwu5efv9,P. Craig,,,5628021275,141,75.6,5628021273,140,39.3,5628021279,213,0.99,5628021277,212,14.9,5628021271,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796771221,26,1,1,1,37,6597wqy6gmpv3zjx7rp8cdj46,1,39.1,75.4,2025-04-05T23:08:16.631Z,2025-04-05T23:08:19Z,4l0iztasx0cae3j4f15d8gd4a,J. Servania,,,5628021441,56,Back,5628021447,212,12.7,5628021445,141,61.4,5628021449,213,3.99,5628021443,140,31.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796771269,27,1,1,1,39,6597wqy6gmpv3zjx7rp8cdj46,1,31.1,61.4,2025-04-05T23:08:19.015Z,2025-04-05T23:08:23Z,9tknltys66s9j8ljchwu5efv9,P. Craig,,,5628021743,213,3.78,5628021739,141,39.1,5628021741,212,25.6,5628021737,140,11.5,5628021735,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796771297,28,1,1,1,43,6597wqy6gmpv3zjx7rp8cdj46,1,11.7,39.2,2025-04-05T23:08:23.232Z,2025-04-05T23:08:27Z,ac5zpx8c09rtmidm654e67xsl,J. McGuire,,,5628021889,140,50.2,5628021901,1,,5628021885,155,,5628021891,141,30.0,5628021899,213,6.13,5628021895,212,40.9,5628021887,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796771345,29,1,1,1,47,6597wqy6gmpv3zjx7rp8cdj46,1,47.7,36.3,2025-04-05T23:08:27.159Z,2025-04-05T23:08:34Z,7ejohb009byubwiqv36vag5jo,Pedro Dolabella,,,5628022159,56,Left,5628022167,213,1.15,5628022161,140,60.6,5628022165,212,33.2,5628022169,1,,5628022163,141,80.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796771359,30,1,1,1,54,6597wqy6gmpv3zjx7rp8cdj46,0,66.2,82.2,2025-04-05T23:08:33.920Z,2025-04-05T23:09:45Z,68lho3sxw1cm1acgk4phg9wtm,A. Al-Qaq,,,5628022251,140,92.0,5628022257,213,5.62,5628022245,155,,5628026523,1,,5628022249,56,Center,5628022241,2,,5628022255,212,34.3,5628022253,141,51.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796771411,16,12,1,1,56,8cpjplodpphtkbt0hq8sr8mqs,1,9.6,28.9,2025-04-05T23:08:35.960Z,2025-04-05T23:08:38Z,97d0drjb3zqkh5ozfufg17nys,P. Hogan,,,5628022513,56,Back,5628022519,212,29.8,5628022515,140,36.7,5628022517,141,15.9,5628022521,213,5.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796771427,18,1,1,1,59,8cpjplodpphtkbt0hq8sr8mqs,1,38.9,23.1,2025-04-05T23:08:38.736Z,2025-04-05T23:08:40Z,8delieh6jv1cgaukmgcwfjsic,E. Kizza,,,5628022599,212,15.1,5628022593,140,26.3,5628022601,213,2.63,5628022589,56,Back,5628022597,141,33.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796771469,19,1,1,2,0,8cpjplodpphtkbt0hq8sr8mqs,1,26.3,33.9,2025-04-05T23:08:39.872Z,2025-04-06T03:01:56Z,e93nozniig2wriw9doit6a4tl,J. Murphy,1.0,,5628022845,155,,5628022857,1,,5628022851,141,67.5,5628022849,140,65.3,5628022855,213,0.51,5628022847,56,Center,5628023441,154,,5628022853,212,46.9,5628023439,210,15,,,,,,,,,,,,,,,,,,,,,,,,,,
2796771509,20,15,1,2,7,8cpjplodpphtkbt0hq8sr8mqs,1,85.5,68.4,2025-04-05T23:08:47.320Z,2025-04-06T01:46:26Z,7ad4uvgwiwtjy23nt3yjsmctm,O. Brynéus,,,5628023477,147,51.4,5628023095,56,Center,5628023093,64,,5628023459,29,,5628023475,146,98.8,5628023469,103,10.1,5628023473,215,,5628023239,72,,5628023461,154,,5628023467,102,48.7,5628617851,23,5628023463,55,19,5628023457,78,5628023535,233,31,,,,,,,,,,,,,
2796771515,31,10,1,2,7,6597wqy6gmpv3zjx7rp8cdj46,1,1.2,48.6,2025-04-05T23:08:47.420Z,2025-04-05T23:09:55Z,ac5zpx8c09rtmidm654e67xsl,J. McGuire,,,5628023129,178,,5628023131,182,,5628023127,173,,5628023133,56,Back,5628023579,233,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796771621,22,6,1,2,10,8cpjplodpphtkbt0hq8sr8mqs,1,98.4,67.2,2025-04-05T23:08:49.976Z,2025-04-06T01:25:50Z,7ad4uvgwiwtjy23nt3yjsmctm,O. Brynéus,,,5628023847,75,,5628130551,233,32,5628023845,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796771531,32,6,1,2,10,6597wqy6gmpv3zjx7rp8cdj46,0,1.6,32.8,2025-04-05T23:08:49.976Z,2025-04-06T01:25:51Z,ac5zpx8c09rtmidm654e67xsl,J. McGuire,,,5628130555,233,22,5628023247,73,,5628023245,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796771591,21,43,1,2,16,8cpjplodpphtkbt0hq8sr8mqs,1,0.0,0.0,2025-04-05T23:08:56.321Z,2025-04-05T23:09:01Z,7ad4uvgwiwtjy23nt3yjsmctm,O. Brynéus,,,5628023671,56,Center,5628023951,144,6,5628023673,73,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796771907,23,1,1,2,43,8cpjplodpphtkbt0hq8sr8mqs,0,99.5,0.5,2025-04-05T23:09:23.001Z,2025-04-05T23:09:29Z,637c2iedo7modc3ekt36c2m7d,A. Stanley,,,5628025417,6,,5628025415,2,,5628025581,233,34,5628025429,212,32.8,5628025427,141,48.5,5628025421,223,,5628025431,213,1.66,5628025425,140,96.8,5628025433,1,,5628025423,56,Center,5628025419,155,,,,,,,,,,,,,,,,,,,,,
2796771929,34,41,1,2,47,6597wqy6gmpv3zjx7rp8cdj46,1,8.0,48.5,2025-04-05T23:09:26.751Z,2025-04-06T02:43:03Z,ac5zpx8c09rtmidm654e67xsl,J. McGuire,,,5628025605,233,23,5628025555,140,28.0,5628025561,213,0.69,5628025559,212,27.3,5628025557,141,74.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796771939,35,12,1,2,49,6597wqy6gmpv3zjx7rp8cdj46,1,27.7,75.7,2025-04-05T23:09:28.527Z,2025-04-06T02:43:01Z,4l0iztasx0cae3j4f15d8gd4a,J. Servania,,,5628025619,212,18.2,5628025613,56,Back,5628025633,15,,5628025615,140,43.9,5628025621,213,0.37,5628025617,141,85.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796771949,36,43,1,2,51,6597wqy6gmpv3zjx7rp8cdj46,1,0.0,0.0,2025-04-05T23:09:30.712Z,2025-04-05T23:09:42Z,4l0iztasx0cae3j4f15d8gd4a,J. Servania,,,5628026389,144,56,5628025687,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796771979,24,1,1,2,53,8cpjplodpphtkbt0hq8sr8mqs,1,67.8,25.6,2025-04-05T23:09:32.705Z,2025-04-05T23:09:34Z,2co6fedrz8anjzy9ise76dplh,J. Blake,,,5628025863,140,66.7,5628025869,213,4.62,5628025865,141,6.8,5628025861,56,Right,5628025867,212,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
