id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2793340351,6,1,1,0,19,kfq8fhwnmycbtad1u0fyefx0,1,61.2,11.3,2025-03-30T02:07:55.004Z,2025-03-30T02:08:02Z,ewibb8s7p2l6f5sekvkqu4a5m,A. Rebollar,,,5609157249,140,78.6,5609157251,141,12.0,5609157253,212,18.3,5609157247,56,Right,5609157255,213,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793340359,7,1,1,0,23,kfq8fhwnmycbtad1u0fyefx0,0,85.6,11.3,2025-03-30T02:07:59.285Z,2025-03-30T04:16:10Z,5gc4aouty93b7kbin9cpgrdre,A. Søjberg,,,5609157313,141,31.9,5609157309,56,Center,5609157315,212,14.0,5609157317,213,1.53,5609157305,2,,5609157311,140,86.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793340345,7,12,1,0,24,2iwybwokic7nmr1t33abdbjoq,1,8.4,52.7,2025-03-30T02:08:00.006Z,2025-03-30T02:08:02Z,8pwslovfo5ostdhvpx53cxclw,P. Boye,,,5609157221,140,0.0,5609157225,212,18.2,5609157241,167,,5609157227,213,2.15,5609157219,56,Back,5609157223,141,75.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793340347,8,5,1,0,25,2iwybwokic7nmr1t33abdbjoq,0,11.5,100.7,2025-03-30T02:08:01.176Z,2025-03-30T05:03:37Z,8pwslovfo5ostdhvpx53cxclw,P. Boye,,,5609157337,56,Back,5609392921,233,8,5609157871,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793340421,8,5,1,0,25,kfq8fhwnmycbtad1u0fyefx0,1,88.5,-0.7,2025-03-30T02:08:01.176Z,2025-03-30T05:03:36Z,5gc4aouty93b7kbin9cpgrdre,A. Søjberg,,,5609392913,233,8,5609157771,347,,5609157769,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793340459,9,1,1,0,49,kfq8fhwnmycbtad1u0fyefx0,1,91.9,0.0,2025-03-30T02:08:25.845Z,2025-03-30T02:08:28Z,9ij293r1mbtygl6v3u2s43i3u,M. Lyons,,,5609157999,212,14.3,5609158001,213,2.55,5609157991,107,,5609157993,56,Right,5609157997,141,10.1,5609157995,140,80.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793340465,10,1,1,0,52,kfq8fhwnmycbtad1u0fyefx0,1,80.6,10.1,2025-03-30T02:08:28.541Z,2025-03-30T02:08:29Z,9x7teazvqgbnj3pnam6rf2xgp,W. Fonguck,,,5609158039,213,0.19,5609158033,140,84.7,5609158037,212,4.4,5609158035,141,11.3,5609158031,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793340487,11,1,1,0,53,kfq8fhwnmycbtad1u0fyefx0,1,85.0,11.3,2025-03-30T02:08:29.301Z,2025-03-30T04:15:58Z,ewibb8s7p2l6f5sekvkqu4a5m,A. Rebollar,,,5609158193,141,8.2,5609158195,212,2.3,5609158197,213,5.13,5609158189,56,Right,5609158191,140,85.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793340495,12,1,1,0,56,kfq8fhwnmycbtad1u0fyefx0,0,95.0,5.3,2025-03-30T02:08:32.757Z,2025-03-30T04:16:20Z,9ij293r1mbtygl6v3u2s43i3u,M. Lyons,,,5609158233,141,28.9,5609158237,212,17.1,5609158229,56,Center,5609158231,140,100.0,5609158225,2,,5609158239,213,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793340609,9,5,1,0,57,2iwybwokic7nmr1t33abdbjoq,1,-0.9,66.2,2025-03-30T02:08:33.390Z,2025-03-30T05:03:37Z,e076q290ab1o6qz9vthl2c0a2,H. Neville,,,5609159019,346,,5609159017,56,Back,5609159031,233,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793340515,13,5,1,0,57,kfq8fhwnmycbtad1u0fyefx0,0,100.9,33.8,2025-03-30T02:08:33.390Z,2025-03-30T05:03:38Z,9ij293r1mbtygl6v3u2s43i3u,M. Lyons,,,5609159041,233,9,5609158349,56,Center,5609158351,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793340615,10,1,1,1,26,2iwybwokic7nmr1t33abdbjoq,1,5.0,63.0,2025-03-30T02:09:01.968Z,2025-03-30T02:09:04Z,3csngjh4kjgpkfayppiwfbw2c,B. Montgomery,,,5609159071,140,13.8,5609159069,56,Back,5609159067,124,,5609159073,141,41.5,5609159081,237,,5609159075,212,17.3,5609159077,213,5.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793340619,11,43,1,1,28,2iwybwokic7nmr1t33abdbjoq,1,0.0,0.0,2025-03-30T02:09:03.991Z,2025-03-30T02:10:21Z,8pwslovfo5ostdhvpx53cxclw,P. Boye,,,5609159105,285,0,5609161167,144,50,5609159103,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793340631,12,1,1,1,29,2iwybwokic7nmr1t33abdbjoq,0,13.8,41.5,2025-03-30T02:09:05.495Z,2025-03-30T02:09:06Z,8pwslovfo5ostdhvpx53cxclw,P. Boye,,,5609159173,140,53.4,5609159181,1,,5609159177,212,43.9,5609159175,141,20.7,5609159171,56,Right,5609159169,155,,5609159179,213,5.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793340655,14,1,1,1,31,kfq8fhwnmycbtad1u0fyefx0,1,51.2,52.8,2025-03-30T02:09:06.925Z,2025-03-30T02:09:11Z,bnhjfu5p8tysruk7aep5dr1ex,G. Robinson,,,5609159333,56,Center,5609159339,212,4.9,5609159341,213,5.51,5609159335,140,54.5,5609159337,141,47.8,5609159331,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793340657,15,61,1,1,35,kfq8fhwnmycbtad1u0fyefx0,1,53.5,47.5,2025-03-30T02:09:11.408Z,2025-03-30T05:04:19Z,6d45ccicyo6dregi9cm4ad4kq,I. Paul,,,5609159349,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793340695,16,4,1,1,37,kfq8fhwnmycbtad1u0fyefx0,1,61.6,64.0,2025-03-30T02:09:13.310Z,2025-03-30T02:09:22Z,d2yqubc3u7bjj96yqawjojod0,X. Gnaulati,,,5609159515,286,,5609159509,56,Center,5609159513,265,,5609159511,152,,5609159525,233,13,5609159507,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793340659,13,4,1,1,37,2iwybwokic7nmr1t33abdbjoq,0,38.4,36.0,2025-03-30T02:09:13.311Z,2025-03-30T02:09:23Z,6ahu72g0u39bxbjiz7ggefai1,N. Okello,,,5609159413,265,,5609159415,285,,5609159409,56,Back,5609159407,13,,5609159553,233,16,5609159411,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793340793,14,17,1,1,42,2iwybwokic7nmr1t33abdbjoq,1,0.0,0.0,2025-03-30T02:09:18.296Z,2025-03-30T05:26:48Z,6ahu72g0u39bxbjiz7ggefai1,N. Okello,,,5609160471,31,,5609160475,13,243,5609160473,392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793340871,17,1,1,2,20,kfq8fhwnmycbtad1u0fyefx0,1,72.5,71.5,2025-03-30T02:09:55.919Z,2025-03-30T02:10:07Z,5gc4aouty93b7kbin9cpgrdre,A. Søjberg,,,5609160791,152,,5609160799,212,16.4,5609160789,5,,5609160797,141,67.8,5609160795,140,87.9,5609160793,56,Center,5609160801,213,6.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793341011,18,1,1,2,21,kfq8fhwnmycbtad1u0fyefx0,1,90.8,69.1,2025-03-30T02:09:57.503Z,2025-03-30T02:11:00Z,6d45ccicyo6dregi9cm4ad4kq,I. Paul,1.0,,5609162417,210,16,5609161855,212,7.8,5609162421,24,,5609161857,213,4.92,5609161853,141,57.9,5609161851,140,92.3,5609162419,154,,5609161849,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793341041,19,16,1,2,29,kfq8fhwnmycbtad1u0fyefx0,1,95.8,48.5,2025-03-30T02:10:04.935Z,2025-03-30T05:08:18Z,b32tamno8dpk5te2oq7d9a6t,C. Guzmán,,,5609162183,20,,5609162433,29,,5609162429,24,,5609162435,154,,5609467691,16,,5609467697,328,,5609162059,56,Center,5609162451,231,51.1,5609162441,102,48.9,5609162187,374,2025-03-30 03:10:04.663,5609162443,103,1.9,5609162191,375,02:28.815,5609162437,55,18,5609467695,214,5609162449,230,99.5,5609467693,78,,,,,,,,,,,
2793341065,15,1,1,3,20,2iwybwokic7nmr1t33abdbjoq,1,50.2,49.6,2025-03-30T02:10:56.392Z,2025-03-30T02:10:57Z,74bhj4xi5zgq6evsr4c766p04,H. Avayevu,,,5609162279,141,36.0,5609162285,279,G,5609162283,213,3.58,5609162277,140,31.5,5609162275,56,Back,5609162281,212,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793341075,16,1,1,3,21,2iwybwokic7nmr1t33abdbjoq,1,31.5,36.0,2025-03-30T02:10:57.344Z,2025-03-30T02:10:58Z,6ahu72g0u39bxbjiz7ggefai1,N. Okello,,,5609162341,141,16.7,5609162339,140,35.0,5609162345,213,4.99,5609162343,212,13.6,5609162337,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793341091,17,1,1,3,22,2iwybwokic7nmr1t33abdbjoq,1,37.8,17.3,2025-03-30T02:10:58.672Z,2025-03-30T02:11:03Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5609162501,140,32.4,5609162499,56,Back,5609162503,141,25.0,5609162507,213,2.40,5609162505,212,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793341099,18,1,1,3,27,2iwybwokic7nmr1t33abdbjoq,0,31.5,24.0,2025-03-30T02:11:03.073Z,2025-03-30T02:11:04Z,8pwslovfo5ostdhvpx53cxclw,P. Boye,,,5609162565,212,45.4,5609162567,213,6.27,5609162563,141,23.0,5609162559,56,Center,5609162557,155,,5609162569,1,,5609162561,140,74.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793341107,20,1,1,3,30,kfq8fhwnmycbtad1u0fyefx0,0,33.7,68.4,2025-03-30T02:11:06.215Z,2025-03-30T02:11:07Z,1j010cibh247p8kjchww6ny3u,N. Gordon,,,5609162627,3,,5609162631,140,40.1,5609162633,141,66.0,5609162629,56,Back,5609162635,212,6.9,5609162637,213,6.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793341131,19,1,1,3,30,2iwybwokic7nmr1t33abdbjoq,1,67.9,31.6,2025-03-30T02:11:06.424Z,2025-03-30T03:11:06Z,74rnjizxzn5a0oag6sue0ja7e,C. Sainté,,,5609162791,213,4.84,5609162783,56,Center,5609162789,212,4.1,5609162785,140,68.4,5609162787,141,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793362711,370,1,1,3,33,2iwybwokic7nmr1t33abdbjoq,1,58.2,25.9,2025-03-30T02:11:08.848Z,2025-03-30T03:11:05Z,6ahu72g0u39bxbjiz7ggefai1,N. Okello,,,5609279873,140,58.3,5609279879,213,4.72,5609279875,141,12.8,5609279877,212,8.9,5609279871,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793341149,20,1,1,3,35,2iwybwokic7nmr1t33abdbjoq,1,73.2,18.0,2025-03-30T02:11:11.528Z,2025-03-30T02:11:14Z,c0of0cn2tec0yn2vtwdqgxxpl,I. Sacko,,,5609162865,212,2.6,5609162867,213,2.77,5609162859,56,Right,5609162863,141,19.4,5609162861,140,70.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793341133,21,83,1,3,36,kfq8fhwnmycbtad1u0fyefx0,0,38.3,68.4,2025-03-30T02:11:11.903Z,2025-03-30T05:04:10Z,2m28wyud6xi78nt8e92p9keay,M. Malango,,,5609163175,399,9xjixcn3jhf7m75dl49u0qe7e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793341151,21,4,1,3,38,2iwybwokic7nmr1t33abdbjoq,1,61.2,20.6,2025-03-30T02:11:14.744Z,2025-03-30T04:34:12Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5609162891,286,,5609162883,13,,5609162885,56,Right,5609162887,152,,5609426963,294,,5609163001,233,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793341157,22,4,1,3,38,kfq8fhwnmycbtad1u0fyefx0,0,38.8,79.4,2025-03-30T02:11:14.745Z,2025-03-30T04:34:12Z,bnhjfu5p8tysruk7aep5dr1ex,G. Robinson,,,5609162989,13,,5609163005,233,21,5609162997,152,,5609162995,56,Back,5609162993,294,,5609162999,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793341187,22,1,1,3,48,2iwybwokic7nmr1t33abdbjoq,1,59.4,28.0,2025-03-30T02:11:24.097Z,2025-03-30T03:10:04Z,6ahu72g0u39bxbjiz7ggefai1,N. Okello,,,5609163151,141,62.9,5609163149,140,41.9,5609163147,56,Back,5609163155,213,2.23,5609163145,152,,5609163143,5,,5609163153,212,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793341213,23,1,1,3,53,2iwybwokic7nmr1t33abdbjoq,1,39.8,67.6,2025-03-30T02:11:29.137Z,2025-03-30T02:11:31Z,3csngjh4kjgpkfayppiwfbw2c,B. Montgomery,,,5609163311,140,48.7,5609163319,1,,5609163313,141,21.3,5609163309,56,Back,5609163317,213,5.00,5609163315,212,32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793341217,24,1,1,3,55,2iwybwokic7nmr1t33abdbjoq,0,53.6,18.9,2025-03-30T02:11:31.217Z,2025-03-30T02:11:32Z,8pwslovfo5ostdhvpx53cxclw,P. Boye,,,5609163331,140,85.5,5609163327,155,,5609163339,1,,5609163335,212,33.5,5609163337,213,0.00,5609163329,56,Right,5609163333,141,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793341229,23,8,1,3,58,kfq8fhwnmycbtad1u0fyefx0,1,30.4,59.4,2025-03-30T02:11:33.943Z,2025-03-30T02:11:34Z,d2yqubc3u7bjj96yqawjojod0,X. Gnaulati,,,5609163387,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793341243,25,83,1,4,0,2iwybwokic7nmr1t33abdbjoq,0,79.7,18.2,2025-03-30T02:11:36.138Z,2025-03-30T02:11:40Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5609163555,399,2m28wyud6xi78nt8e92p9keay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793341259,25,1,1,4,1,kfq8fhwnmycbtad1u0fyefx0,1,34.8,68.8,2025-03-30T02:11:37.687Z,2025-03-30T02:11:39Z,2m28wyud6xi78nt8e92p9keay,M. Malango,,,5609163543,213,2.14,5609163537,140,31.4,5609163535,56,Back,5609163541,212,6.6,5609163539,141,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793341301,26,1,1,4,3,kfq8fhwnmycbtad1u0fyefx0,1,31.4,77.0,2025-03-30T02:11:39.399Z,2025-03-30T02:11:45Z,bnhjfu5p8tysruk7aep5dr1ex,G. Robinson,,,5609163783,213,5.03,5609163779,141,70.9,5609163781,212,4.4,5609163777,140,32.7,5609163775,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793341313,27,1,1,4,9,kfq8fhwnmycbtad1u0fyefx0,1,32.7,65.7,2025-03-30T02:11:45.215Z,2025-03-30T02:11:47Z,2m28wyud6xi78nt8e92p9keay,M. Malango,,,5609163857,140,26.9,5609163855,56,Back,5609163861,212,19.2,5609163863,213,4.39,5609163859,141,38.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793341337,28,1,1,4,11,kfq8fhwnmycbtad1u0fyefx0,1,26.5,34.2,2025-03-30T02:11:47.743Z,2025-03-30T02:11:50Z,1j010cibh247p8kjchww6ny3u,N. Gordon,,,5609163993,213,1.51,5609163987,140,27.6,5609163985,56,Back,5609163991,212,19.3,5609163989,141,62.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793341351,29,1,1,4,14,kfq8fhwnmycbtad1u0fyefx0,1,26.2,67.6,2025-03-30T02:11:50.207Z,2025-03-30T02:11:55Z,b32tamno8dpk5te2oq7d9a6t,C. Guzmán,,,5609164101,140,32.3,5609164099,56,Back,5609164107,213,1.04,5609164105,212,12.7,5609164103,141,83.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793341357,30,1,1,4,19,kfq8fhwnmycbtad1u0fyefx0,0,21.9,93.2,2025-03-30T02:11:55.767Z,2025-03-30T02:11:59Z,bnhjfu5p8tysruk7aep5dr1ex,G. Robinson,,,5609164209,286,,5609164139,141,92.4,5609164141,212,5.6,5609164143,213,6.19,5609164137,140,27.2,5609164135,56,Back,5609164203,236,,5609164205,233,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793341365,26,74,1,4,19,2iwybwokic7nmr1t33abdbjoq,1,63.6,18.2,2025-03-30T02:11:55.768Z,2025-03-30T05:02:52Z,c0of0cn2tec0yn2vtwdqgxxpl,I. Sacko,,,5609164213,233,30,5609164181,56,Right,5609164183,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793341371,27,5,1,4,22,2iwybwokic7nmr1t33abdbjoq,0,62.3,-1.4,2025-03-30T02:11:58.103Z,2025-03-30T05:03:38Z,74rnjizxzn5a0oag6sue0ja7e,C. Sainté,,,5609164469,233,31,5609164231,56,Right,5609164233,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
