id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value
2821519107,7,1,1,0,10,6597wqy6gmpv3zjx7rp8cdj46,1,75.4,10.4,2025-06-07T00:39:15.446Z,2025-06-07T00:39:16Z,411grh3cytippnnanb767qvsa,Rafa Mentzingen,,,5764847999,140,80.7,5764848005,213,0.30,5764848001,141,12.9,5764848003,212,5.8,5764847997,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821519117,8,1,1,0,11,6597wqy6gmpv3zjx7rp8cdj46,1,80.7,12.9,2025-06-07T00:39:16.278Z,2025-06-07T00:39:17Z,7ejohb009byubwiqv36vag5jo,Pedro Dolabella,,,5764848059,140,90.8,5764848065,213,5.86,5764848063,212,11.7,5764848061,141,5.8,5764848057,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821519119,9,1,1,0,13,6597wqy6gmpv3zjx7rp8cdj46,0,90.8,5.8,2025-06-07T00:39:17.494Z,2025-06-07T00:39:19Z,411grh3cytippnnanb767qvsa,Rafa Mentzingen,,,5764848077,56,Center,5764848085,213,1.47,5764848083,212,12.7,5764848079,140,92.0,5764848073,2,,5764848081,141,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821519131,6,12,1,0,16,2n3wgr89m7jl8tmioemit2pgq,1,11.8,76.0,2025-06-07T00:39:21.192Z,2025-06-07T00:41:41Z,6pqwh2z47uwgr9u9y8n79ppzp,M. Hairston,,,5764848199,213,1.09,5764848351,397,,5764848227,167,,5764848191,56,Back,5764848197,212,19.4,5764848195,141,100.0,5764848353,233,10,5764848193,140,20.4,,,,,,,,,,,,,,,,,,,,,,,,
2821519129,10,74,1,0,16,6597wqy6gmpv3zjx7rp8cdj46,1,96.6,25.5,2025-06-07T00:39:21.193Z,2025-06-07T00:39:29Z,7ejohb009byubwiqv36vag5jo,Pedro Dolabella,,,5764848179,285,,5764848349,397,,5764848357,233,6,5764848177,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821519133,7,43,1,0,17,2n3wgr89m7jl8tmioemit2pgq,1,0.0,0.0,2025-06-07T00:39:22.001Z,2025-06-07T00:39:59Z,lu2g4n0jcfxk41i8ro05ad5g,A. Obalola,,,5764848205,56,Back,5764849213,144,5,5764848207,347,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821519197,8,5,1,0,18,2n3wgr89m7jl8tmioemit2pgq,1,-1.3,74.0,2025-06-07T00:39:22.647Z,2025-06-07T01:46:28Z,lu2g4n0jcfxk41i8ro05ad5g,A. Obalola,,,5764848603,56,Back,5764848629,233,11,5764848605,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821519137,11,5,1,0,18,6597wqy6gmpv3zjx7rp8cdj46,0,101.3,26.0,2025-06-07T00:39:22.647Z,2025-06-07T01:46:28Z,7ejohb009byubwiqv36vag5jo,Pedro Dolabella,,,5764848223,346,,5764848221,56,Center,5764848649,233,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821519215,9,1,1,0,32,2n3wgr89m7jl8tmioemit2pgq,1,4.7,50.4,2025-06-07T00:39:36.920Z,2025-06-07T00:39:39Z,crhe42indjb3mb7di7yh1zndg,A. Siaha,,,5764848693,140,11.1,5764848695,141,68.4,5764848703,237,,5764848691,56,Back,5764848697,212,14.0,5764848689,124,,5764848699,213,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821519221,10,1,1,0,34,2n3wgr89m7jl8tmioemit2pgq,1,11.2,68.5,2025-06-07T00:39:39.168Z,2025-06-07T00:39:42Z,38ghqgck8fwnxap6em08avzs9,J. Scarlett,,,5764848757,213,0.81,5764848751,140,25.2,5764848753,141,91.4,5764848755,212,21.4,5764848749,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821519235,11,1,1,0,37,2n3wgr89m7jl8tmioemit2pgq,1,22.8,92.0,2025-06-07T00:39:42.224Z,2025-06-07T00:39:46Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,,5764848827,141,69.6,5764848831,213,4.75,5764848829,212,15.2,5764848823,56,Back,5764848825,140,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821519251,12,1,1,0,41,2n3wgr89m7jl8tmioemit2pgq,1,22.4,65.7,2025-06-07T00:39:46.312Z,2025-06-07T00:39:48Z,6pqwh2z47uwgr9u9y8n79ppzp,M. Hairston,,,5764848941,141,43.4,5764848943,212,16.6,5764848937,56,Back,5764848939,140,16.0,5764848945,213,4.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821519261,13,1,1,0,44,2n3wgr89m7jl8tmioemit2pgq,1,17.7,38.2,2025-06-07T00:39:48.768Z,2025-06-07T00:39:50Z,dqvxmefhimxvxstvlz5yd7ysp,J. Farrell,,,5764849017,141,43.9,5764849019,212,16.1,5764849021,213,0.24,5764849013,56,Back,5764849015,140,32.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821519263,14,1,1,0,46,2n3wgr89m7jl8tmioemit2pgq,1,32.6,43.9,2025-06-07T00:39:50.696Z,2025-06-07T00:39:51Z,9blzzcpytqe7o9rdte1s6mw6i,B. Makangila,,,5764849049,156,,5764849025,56,Back,5764849033,213,2.06,5764849029,141,50.0,5764849031,212,4.7,5764849027,140,30.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821519283,15,43,1,0,49,2n3wgr89m7jl8tmioemit2pgq,1,0.0,0.0,2025-06-07T00:39:53.864Z,2025-06-07T00:42:31Z,9izknjlz6zunwjpo4u94q855g,M. Dieng,,,5764849125,56,Back,5764849135,212,1.5,5764849139,213,0.31,5764852445,144,1,5764849131,141,49.1,5764849127,140,28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821519293,16,1,1,0,51,2n3wgr89m7jl8tmioemit2pgq,1,28.3,49.3,2025-06-07T00:39:55.632Z,2025-06-07T00:39:56Z,6pqwh2z47uwgr9u9y8n79ppzp,M. Hairston,,,5764849169,56,Back,5764849173,141,36.4,5764849171,140,20.0,5764849177,213,3.93,5764849175,212,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821519301,17,1,1,0,52,2n3wgr89m7jl8tmioemit2pgq,0,20.0,36.4,2025-06-07T00:39:56.688Z,2025-06-07T00:39:59Z,dqvxmefhimxvxstvlz5yd7ysp,J. Farrell,,,5764849217,56,Center,5764849225,213,0.37,5764849221,141,75.1,5764849223,212,72.5,5764849215,157,,5764849227,1,,5764849219,140,84.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821519309,12,12,1,0,55,6597wqy6gmpv3zjx7rp8cdj46,1,12.2,18.6,2025-06-07T00:40:00.303Z,2025-06-07T00:40:05Z,vg3ha8h2d35wgexer2i6ao0k,F. Sundstrom,,,5764849269,140,17.0,5764849273,212,8.6,5764849271,141,8.3,5764849281,15,,5764849275,213,5.34,5764849267,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821519335,13,1,1,0,57,6597wqy6gmpv3zjx7rp8cdj46,0,16.5,5.9,2025-06-07T00:40:01.727Z,2025-06-07T01:35:12Z,411grh3cytippnnanb767qvsa,Rafa Mentzingen,,,5764849407,1,,5764849397,56,Back,5764849403,212,5.4,5764849401,141,3.4,5764849405,213,5.96,5764849399,140,21.4,5764849395,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821519319,18,61,1,0,58,2n3wgr89m7jl8tmioemit2pgq,1,78.4,92.0,2025-06-07T00:40:02.936Z,2025-06-07T00:40:03Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,,5764849327,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821519345,14,5,1,0,59,6597wqy6gmpv3zjx7rp8cdj46,1,21.4,-1.7,2025-06-07T00:40:04.065Z,2025-06-07T01:46:28Z,411grh3cytippnnanb767qvsa,Rafa Mentzingen,,,5764849473,347,,5764849471,56,Back,5764849501,233,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821519331,19,5,1,0,59,2n3wgr89m7jl8tmioemit2pgq,0,78.6,101.7,2025-06-07T00:40:04.065Z,2025-06-07T01:46:29Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,,5764849381,56,Left,5764849383,347,,5764849505,233,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821519375,15,1,1,1,5,6597wqy6gmpv3zjx7rp8cdj46,1,18.4,0.0,2025-06-07T00:40:09.645Z,2025-06-07T00:41:22Z,411grh3cytippnnanb767qvsa,Rafa Mentzingen,,,5764849611,140,33.7,5764849617,213,0.36,5764849609,56,Back,5764849607,107,,5764851023,189,,5764849613,141,7.3,5764849615,212,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821519379,16,1,1,1,8,6597wqy6gmpv3zjx7rp8cdj46,0,38.9,5.4,2025-06-07T00:40:12.944Z,2025-06-07T00:42:22Z,7ejohb009byubwiqv36vag5jo,Pedro Dolabella,,,5764852099,213,0.41,5764849633,56,Back,5764852183,236,,5764852095,141,6.8,5764852189,286,,5764852093,140,41.0,5764852185,233,20,5764852097,212,2.4,,,,,,,,,,,,,,,,,,,,,,,,
2821519367,20,74,1,1,8,2n3wgr89m7jl8tmioemit2pgq,1,61.7,92.1,2025-06-07T00:40:12.945Z,2025-06-07T00:42:21Z,38ghqgck8fwnxap6em08avzs9,J. Scarlett,,,5764849595,56,Left,5764852209,233,16,5764852173,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821520561,65,83,1,1,9,6597wqy6gmpv3zjx7rp8cdj46,0,37.6,6.8,2025-06-07T00:40:14.301Z,2025-06-07T01:36:46Z,f21web74a70mly9i28jpa1yvp,C. Martin,,,5764857713,399,6pqwh2z47uwgr9u9y8n79ppzp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821519389,22,1,1,1,10,2n3wgr89m7jl8tmioemit2pgq,0,65.5,93.6,2025-06-07T00:40:14.905Z,2025-06-07T00:44:46Z,6pqwh2z47uwgr9u9y8n79ppzp,M. Hairston,,,5764855395,236,,5764849673,212,7.5,5764849669,140,58.6,5764849671,141,90.5,5764849667,56,Left,5764849675,213,3.42,5764855401,286,,5764855397,233,17,,,,,,,,,,,,,,,,,,,,,,,,
2821519403,17,74,1,1,10,6597wqy6gmpv3zjx7rp8cdj46,1,25.3,5.9,2025-06-07T00:40:14.906Z,2025-06-07T03:24:32Z,f21web74a70mly9i28jpa1yvp,C. Martin,,,5764849739,285,,5764849737,56,Back,5764855407,233,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821520553,65,50,1,1,13,2n3wgr89m7jl8tmioemit2pgq,1,60.6,92.0,2025-06-07T00:40:17.869Z,2025-06-07T00:50:23Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,,5764858509,233,64,5764857953,56,Left,5764857955,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821520559,64,7,1,1,13,6597wqy6gmpv3zjx7rp8cdj46,0,39.4,8.0,2025-06-07T00:40:17.870Z,2025-06-07T00:50:23Z,f21web74a70mly9i28jpa1yvp,C. Martin,,,5764858493,233,65,5764858487,285,,5764858485,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821520557,66,61,1,1,14,2n3wgr89m7jl8tmioemit2pgq,1,58.4,91.4,2025-06-07T00:40:19.037Z,2025-06-07T00:47:06Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,,5764858951,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821519445,18,4,1,1,15,6597wqy6gmpv3zjx7rp8cdj46,1,49.0,13.2,2025-06-07T00:40:19.832Z,2025-06-07T03:24:32Z,3cj2fww973bv21rfjlnu15yc4,A. Luckhurst,,,5764849983,56,Back,5764849985,152,,5764856719,233,23,5764849981,13,,5764856223,295,,5764849989,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821519399,23,4,1,1,15,2n3wgr89m7jl8tmioemit2pgq,0,51.0,86.8,2025-06-07T00:40:19.833Z,2025-06-07T03:54:34Z,6pqwh2z47uwgr9u9y8n79ppzp,M. Hairston,,,5764856289,295,,5764856145,285,,5764856723,233,18,5764849743,56,Left,5764849745,152,,5764849741,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821519511,19,1,1,1,37,6597wqy6gmpv3zjx7rp8cdj46,1,46.6,15.9,2025-06-07T00:40:42.317Z,2025-06-07T00:40:48Z,f21web74a70mly9i28jpa1yvp,C. Martin,,,5764850347,212,35.6,5764850341,56,Back,5764850349,213,1.63,5764850337,5,,5764850343,140,44.7,5764850351,1,,5764850345,141,68.1,5764850339,152,,,,,,,,,,,,,,,,,,,,,,,,,
2821519521,20,1,1,1,43,6597wqy6gmpv3zjx7rp8cdj46,1,57.2,74.1,2025-06-07T00:40:48.349Z,2025-06-07T00:40:50Z,9tknltys66s9j8ljchwu5efv9,P. Craig,,,5764850397,56,Left,5764850403,212,12.4,5764850401,141,90.5,5764850405,213,1.12,5764850399,140,62.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821519523,21,1,1,1,45,6597wqy6gmpv3zjx7rp8cdj46,0,62.8,91.2,2025-06-07T00:40:50.317Z,2025-06-07T03:24:31Z,blkq1t8y0wnos6jxb0uwowwk5,P. Burner,,,5764850413,140,73.6,5764850411,56,Left,5764850417,212,11.4,5764850419,213,6.19,5764850415,141,89.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821519533,24,8,1,1,49,2n3wgr89m7jl8tmioemit2pgq,1,30.2,8.6,2025-06-07T00:40:53.921Z,2025-06-07T00:40:54Z,c7q476j0dkl7e4fhqqlsp5rai,T. Presthus,,,5764850473,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821519535,25,1,1,1,50,2n3wgr89m7jl8tmioemit2pgq,0,33.2,3.5,2025-06-07T00:40:55.081Z,2025-06-07T00:48:30Z,c7q476j0dkl7e4fhqqlsp5rai,T. Presthus,,,5764859007,213,1.92,5764859001,141,5.2,5764860721,286,,5764850477,56,Back,5764860717,233,22,5764860715,236,,5764858997,140,32.8,5764859005,212,1.2,,,,,,,,,,,,,,,,,,,,,,,,
2821519539,22,74,1,1,50,6597wqy6gmpv3zjx7rp8cdj46,1,73.7,93.5,2025-06-07T00:40:55.082Z,2025-06-07T00:50:26Z,69wq859yz6wzirpbvpnt3n8bt,L. Perez,,,5764860723,233,25,5764850495,56,Left,5764860713,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821521749,102,3,1,1,51,6597wqy6gmpv3zjx7rp8cdj46,0,61.6,92.1,2025-06-07T00:40:55.864Z,2025-06-07T00:50:24Z,69wq859yz6wzirpbvpnt3n8bt,L. Perez,,,5764862669,56,Left,5764862671,286,,5764862709,233,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821519541,26,7,1,1,51,2n3wgr89m7jl8tmioemit2pgq,1,38.4,7.9,2025-06-07T00:40:55.865Z,2025-06-07T00:50:24Z,8qqehla9xvhut6uua4a0zcju2,S. Anderson,,,5764850515,56,Back,5764861603,167,,5764850517,285,,5764862701,233,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821519551,23,5,1,1,52,6597wqy6gmpv3zjx7rp8cdj46,1,68.2,101.6,2025-06-07T00:40:57.017Z,2025-06-07T01:46:29Z,7ejohb009byubwiqv36vag5jo,Pedro Dolabella,,,5764850577,56,Left,5764850579,347,,5764852813,233,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821519547,27,5,1,1,52,2n3wgr89m7jl8tmioemit2pgq,0,31.8,-1.6,2025-06-07T00:40:57.017Z,2025-06-07T03:24:28Z,8qqehla9xvhut6uua4a0zcju2,S. Anderson,,,5764852817,233,23,5764850567,56,Back,5764850569,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821519559,24,1,1,1,54,6597wqy6gmpv3zjx7rp8cdj46,0,70.1,100.0,2025-06-07T00:40:58.853Z,2025-06-07T03:24:29Z,blkq1t8y0wnos6jxb0uwowwk5,P. Burner,,,5764850617,107,,5764850625,212,6.2,5764850623,141,94.5,5764850621,140,73.9,5764850619,56,Left,5764850627,213,5.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821519563,25,43,1,1,56,6597wqy6gmpv3zjx7rp8cdj46,1,0.0,0.0,2025-06-07T00:41:00.662Z,2025-06-07T00:49:55Z,7ejohb009byubwiqv36vag5jo,Pedro Dolabella,,,5764862713,144,61,5764850635,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821519561,28,1,1,1,56,2n3wgr89m7jl8tmioemit2pgq,1,23.4,9.0,2025-06-07T00:41:00.818Z,2025-06-07T00:50:48Z,c7q476j0dkl7e4fhqqlsp5rai,T. Presthus,,,5764863771,140,37.2,5764863773,141,7.2,5764863769,56,Back,5764863777,213,6.20,5764863775,212,14.5,5764863767,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821519565,29,1,1,1,56,2n3wgr89m7jl8tmioemit2pgq,1,30.3,9.0,2025-06-07T00:41:01.041Z,2025-06-07T03:24:27Z,8qqehla9xvhut6uua4a0zcju2,S. Anderson,,,5764864135,141,21.1,5764864133,140,31.1,5764864139,213,1.47,5764864137,212,8.3,5764864131,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821522181,127,1,1,1,57,2n3wgr89m7jl8tmioemit2pgq,1,34.8,16.0,2025-06-07T00:41:01.508Z,2025-06-07T00:51:43Z,9blzzcpytqe7o9rdte1s6mw6i,B. Makangila,,,5764865089,140,25.4,5764865085,56,Back,5764865095,213,3.27,5764865093,212,10.0,5764865091,141,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821519573,30,1,1,1,58,2n3wgr89m7jl8tmioemit2pgq,0,18.9,14.3,2025-06-07T00:41:02.833Z,2025-06-07T00:51:25Z,c7q476j0dkl7e4fhqqlsp5rai,T. Presthus,,,5764850691,157,,5764850703,1,,5764850697,141,8.9,5764850699,212,37.8,5764850693,56,Right,5764850701,213,6.19,5764850695,140,54.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821519591,26,1,1,2,6,6597wqy6gmpv3zjx7rp8cdj46,0,37.6,97.5,2025-06-07T00:41:11.181Z,2025-06-07T00:41:12Z,9tknltys66s9j8ljchwu5efv9,P. Craig,,,5764850767,56,Left,5764850775,213,6.17,5764850773,212,21.0,5764850771,141,94.1,5764850769,140,57.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821519607,31,1,1,2,8,2n3wgr89m7jl8tmioemit2pgq,1,34.6,12.6,2025-06-07T00:41:13.123Z,2025-06-07T03:23:15Z,c7q476j0dkl7e4fhqqlsp5rai,T. Presthus,,,5764850875,213,1.05,5764850867,56,Back,5764850873,212,7.5,5764850871,141,22.2,5764850869,140,38.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
