id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value
2801081015,9,1,1,0,15,c9xffml4i7ihblp1qhus9w3fu,1,15.2,80.8,2025-04-13T21:07:55.084Z,2025-04-13T21:08:00Z,ece6sffb02drwz4brwndn0rh0,R. Hamouda,,,5651670135,212,20.9,5651670131,140,5.3,5651670133,141,54.2,5651670137,213,4.19,5651670129,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801081033,10,1,1,0,21,c9xffml4i7ihblp1qhus9w3fu,1,5.3,54.2,2025-04-13T21:08:00.670Z,2025-04-13T21:08:03Z,dlcxvrsqhiz8ce0nqnh6h6dw5,M. Van Oekel,,,5651670207,56,Back,5651670209,140,14.0,5651670211,141,32.2,5651670213,212,17.5,5651670215,213,5.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801081073,11,1,1,0,23,c9xffml4i7ihblp1qhus9w3fu,1,17.9,29.2,2025-04-13T21:08:03.269Z,2025-04-13T21:08:07Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,,5651670433,140,27.7,5651670435,141,11.6,5651670437,212,15.8,5651670439,213,5.42,5651670431,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801081087,12,1,1,0,28,c9xffml4i7ihblp1qhus9w3fu,1,27.7,11.6,2025-04-13T21:08:07.411Z,2025-04-13T21:08:09Z,beq6yluq1raxsrvxo77qlrf56,S. Turnbull,,,5651670505,56,Right,5651670511,212,29.0,5651670513,213,0.12,5651670509,141,16.8,5651670507,140,55.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801081119,13,1,1,0,29,c9xffml4i7ihblp1qhus9w3fu,1,55.1,16.8,2025-04-13T21:08:09.123Z,2025-04-13T21:08:11Z,272w5ezobn1o53b3yxnbgjckq,K. Hernández-Foster,,,5651670631,56,Right,5651670637,212,8.5,5651670639,213,0.12,5651670635,141,18.3,5651670633,140,63.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801081137,14,1,1,0,32,c9xffml4i7ihblp1qhus9w3fu,0,63.1,18.3,2025-04-13T21:08:11.419Z,2025-04-13T21:08:16Z,dhi7890xe8zsmzhw2cad7sul1,T. Pasher,,,5651670773,212,11.9,5651670775,213,1.89,5651670769,140,59.5,5651670771,141,34.9,5651670767,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801081145,15,83,1,0,34,c9xffml4i7ihblp1qhus9w3fu,0,59.5,34.9,2025-04-13T21:08:13.437Z,2025-04-13T21:08:15Z,e6uww9a9ssp0n20ksoolesa8l,E. Martínez,,,5651670853,399,7ctc1xui7wk89o5v00z8ijqw9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801081165,4,1,1,0,35,5h878vnmkbuy2ummddprusxgq,1,39.4,43.5,2025-04-13T21:08:14.485Z,2025-04-13T21:08:15Z,7ctc1xui7wk89o5v00z8ijqw9,E. Calvillo,,,5651670879,56,Back,5651670887,213,2.25,5651670883,141,67.6,5651670885,212,21.1,5651670881,140,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801081189,5,1,1,0,36,5h878vnmkbuy2ummddprusxgq,1,26.7,67.6,2025-04-13T21:08:15.660Z,2025-04-13T21:08:18Z,9hqo1ykdlw9iv4tlo8d3vu9ec,B. Romero,,,5651670999,212,14.1,5651670997,141,88.3,5651670995,140,25.4,5651671001,213,1.67,5651670993,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801081205,6,1,1,0,38,5h878vnmkbuy2ummddprusxgq,1,22.0,87.9,2025-04-13T21:08:18.100Z,2025-04-13T21:08:19Z,2mxaagzu9rb92z9880yjllbzd,W. Ackwei,,,5651671075,212,8.1,5651671069,56,Back,5651671071,140,29.3,5651671073,141,91.6,5651671077,213,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801081235,7,1,1,0,40,5h878vnmkbuy2ummddprusxgq,1,29.3,91.6,2025-04-13T21:08:19.652Z,2025-04-13T21:08:23Z,6fgxgq77v66va16tcuqvyn6x,Gabi Torres,,,5651671247,213,6.11,5651671243,141,87.6,5651671245,212,15.5,5651671241,140,43.8,5651671239,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801081269,8,1,1,0,43,5h878vnmkbuy2ummddprusxgq,0,43.8,87.6,2025-04-13T21:08:22.836Z,2025-04-13T21:08:26Z,2mgcta30puk8kuwb5mo4zvcnp,A. Moreno,,,5651671397,155,,5651671399,56,Center,5651671401,140,56.4,5651671407,213,5.46,5651671405,212,19.4,5651671403,141,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801081315,17,1,1,0,48,c9xffml4i7ihblp1qhus9w3fu,1,35.6,49.3,2025-04-13T21:08:27.915Z,2025-04-13T21:08:31Z,ece6sffb02drwz4brwndn0rh0,R. Hamouda,,,5651671655,140,11.7,5651671659,212,25.2,5651671653,56,Back,5651671657,141,52.7,5651671661,213,3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801081345,18,1,1,0,52,c9xffml4i7ihblp1qhus9w3fu,1,11.5,53.9,2025-04-13T21:08:31.589Z,2025-04-13T21:08:35Z,dlcxvrsqhiz8ce0nqnh6h6dw5,M. Van Oekel,,,5651671811,140,24.4,5651671809,56,Back,5651671817,212,17.8,5651671819,213,0.70,5651671813,141,70.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801081365,19,1,1,0,55,c9xffml4i7ihblp1qhus9w3fu,1,24.4,70.8,2025-04-13T21:08:35.043Z,2025-04-13T21:08:37Z,ece6sffb02drwz4brwndn0rh0,R. Hamouda,,,5651671939,141,52.5,5651671941,212,12.7,5651671937,140,26.7,5651671943,213,4.90,5651671935,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801081385,20,1,1,0,57,c9xffml4i7ihblp1qhus9w3fu,1,26.7,52.5,2025-04-13T21:08:37.123Z,2025-04-13T21:56:59Z,b708ir5u7r34j9oemje8f8z1m,S. McIllhatton,,,5651672081,56,Back,5651797349,156,,5651672087,212,10.7,5651672089,213,4.19,5651672085,141,38.9,5651672083,140,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801081393,21,1,1,1,0,c9xffml4i7ihblp1qhus9w3fu,1,21.6,38.9,2025-04-13T21:08:39.787Z,2025-04-13T21:08:41Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,,5651672147,141,54.3,5651672143,56,Back,5651672149,212,16.0,5651672151,213,2.43,5651672145,140,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801081441,22,1,1,1,1,c9xffml4i7ihblp1qhus9w3fu,1,10.1,54.0,2025-04-13T21:08:41.112Z,2025-04-13T21:08:46Z,dlcxvrsqhiz8ce0nqnh6h6dw5,M. Van Oekel,,,5651672379,212,18.4,5651672377,141,77.5,5651672381,213,1.05,5651672373,56,Back,5651672375,140,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801081473,23,1,1,1,6,c9xffml4i7ihblp1qhus9w3fu,1,18.8,77.5,2025-04-13T21:08:45.875Z,2025-04-13T21:08:49Z,ece6sffb02drwz4brwndn0rh0,R. Hamouda,,,5651672521,56,Back,5651672525,141,80.5,5651672523,140,24.6,5651672527,212,6.4,5651672529,213,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801081479,24,1,1,1,10,c9xffml4i7ihblp1qhus9w3fu,1,24.6,80.5,2025-04-13T21:08:49.636Z,2025-04-13T21:08:51Z,7drelguz6c1htw10sq7zyxh0q,D. Trejo,,,5651672565,56,Back,5651672573,213,0.50,5651672569,141,93.0,5651672571,212,17.6,5651672567,140,39.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801081503,25,1,1,1,11,c9xffml4i7ihblp1qhus9w3fu,1,39.3,93.0,2025-04-13T21:08:51.067Z,2025-04-13T21:57:32Z,dlhfyk6fgvqt3zrr5qfj7c6w9,D. McCartney,,,5651672669,140,62.6,5651672671,141,86.9,5651672667,56,Left,5651672675,213,6.12,5651672673,212,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801081553,26,1,1,1,14,c9xffml4i7ihblp1qhus9w3fu,1,62.6,86.9,2025-04-13T21:08:54.043Z,2025-04-13T21:08:58Z,272w5ezobn1o53b3yxnbgjckq,K. Hernández-Foster,,,5651672969,141,94.2,5651672971,212,12.4,5651672967,140,73.4,5651672965,56,Left,5651672973,213,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801081557,27,4,1,1,17,c9xffml4i7ihblp1qhus9w3fu,1,71.4,90.8,2025-04-13T21:08:56.437Z,2025-04-13T21:09:02Z,2rsduabh7r8i29f9i6znwbfu1,R. Damus,,,5651673015,265,,5651673013,152,,5651673039,233,9,5651673011,56,Left,5651673017,286,,5651673009,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801081533,9,4,1,1,17,5h878vnmkbuy2ummddprusxgq,0,28.6,9.2,2025-04-13T21:08:56.438Z,2025-04-13T21:09:03Z,2mxaagzu9rb92z9880yjllbzd,W. Ackwei,,,5651672947,285,,5651672939,13,,5651672941,56,Back,5651672943,152,,5651672945,265,,5651673079,233,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801082095,28,1,1,2,10,c9xffml4i7ihblp1qhus9w3fu,0,74.1,89.9,2025-04-13T21:09:50.051Z,2025-04-13T21:58:41Z,7drelguz6c1htw10sq7zyxh0q,D. Trejo,,,5651675813,2,,5651675823,140,94.6,5651675821,56,Center,5651675817,155,,5651675827,212,32.6,5651675829,213,5.43,5651675819,152,,5651675815,5,,5651675825,141,53.9,5651675831,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801082123,10,12,1,2,10,5h878vnmkbuy2ummddprusxgq,1,3.2,54.2,2025-04-13T21:09:50.068Z,2025-04-13T21:09:54Z,8y556fvv7asmfouaica4nbai1,J. Waite,,,5651676011,141,45.0,5651676015,213,5.39,5651676013,212,8.0,5651676009,140,8.0,5651676007,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801082137,11,12,1,2,14,5h878vnmkbuy2ummddprusxgq,1,8.0,45.0,2025-04-13T21:09:53.925Z,2025-04-13T21:09:56Z,1jhs3g95t0ah1hx3fwlo14kmi,G. Diaz,,,5651676163,167,,5651676067,140,11.6,5651676071,212,31.6,5651676069,141,0.0,5651676073,213,4.83,5651676065,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801082145,12,5,1,2,14,5h878vnmkbuy2ummddprusxgq,0,11.8,-1.0,2025-04-13T21:09:54.139Z,2025-04-14T00:09:42Z,1jhs3g95t0ah1hx3fwlo14kmi,G. Diaz,,,5651676117,347,,5651676115,56,Back,5651676323,233,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801082169,29,5,1,2,14,c9xffml4i7ihblp1qhus9w3fu,1,88.2,101.0,2025-04-13T21:09:54.139Z,2025-04-13T21:09:59Z,dlhfyk6fgvqt3zrr5qfj7c6w9,D. McCartney,,,5651676309,233,12,5651676213,56,Left,5651676215,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801082247,30,1,1,2,23,c9xffml4i7ihblp1qhus9w3fu,1,83.6,100.0,2025-04-13T21:10:02.707Z,2025-04-13T21:10:03Z,dlhfyk6fgvqt3zrr5qfj7c6w9,D. McCartney,,,5651676605,56,Left,5651676611,212,5.7,5651676613,213,4.79,5651676607,140,84.0,5651676603,107,,5651676609,141,92.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801082319,31,1,1,2,24,c9xffml4i7ihblp1qhus9w3fu,1,84.0,92.7,2025-04-13T21:10:03.684Z,2025-04-13T21:10:10Z,272w5ezobn1o53b3yxnbgjckq,K. Hernández-Foster,,,5651677065,140,89.5,5651677063,56,Left,5651677071,213,0.46,5651677067,141,96.9,5651677069,212,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801082321,32,50,1,2,30,c9xffml4i7ihblp1qhus9w3fu,1,89.1,96.5,2025-04-13T21:10:09.475Z,2025-04-13T23:25:11Z,7drelguz6c1htw10sq7zyxh0q,D. Trejo,,,5651800835,286,,5651800881,233,13,5651677079,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801082313,13,7,1,2,30,5h878vnmkbuy2ummddprusxgq,1,10.9,3.5,2025-04-13T21:10:09.476Z,2025-04-13T23:25:10Z,7ajceczjsu9ci4nqv9gg2860a,F. Daroma,,,5651677057,285,,5651677053,167,,5651800869,233,32,5651677055,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801105065,403,61,1,2,31,c9xffml4i7ihblp1qhus9w3fu,1,80.4,94.4,2025-04-13T21:10:10.396Z,2025-04-13T21:59:19Z,7drelguz6c1htw10sq7zyxh0q,D. Trejo,,,5651801367,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801082323,14,5,1,2,31,5h878vnmkbuy2ummddprusxgq,1,11.6,-1.0,2025-04-13T21:10:10.533Z,2025-04-13T23:47:37Z,7ajceczjsu9ci4nqv9gg2860a,F. Daroma,,,5651677977,233,33,5651677097,347,,5651677095,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801082379,33,5,1,2,31,c9xffml4i7ihblp1qhus9w3fu,0,88.4,101.0,2025-04-13T21:10:10.533Z,2025-04-14T00:09:42Z,7drelguz6c1htw10sq7zyxh0q,D. Trejo,,,5651678001,233,14,5651677397,347,,5651677395,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801082349,15,1,1,2,31,5h878vnmkbuy2ummddprusxgq,1,11.4,0.0,2025-04-13T21:10:11.156Z,2025-04-13T22:10:06Z,3lndo247f4br8t6xxdvlij4a2,W. Cabrera,,,5651677221,140,33.0,5651677229,1,,5651677219,56,Back,5651677217,107,,5651677227,213,0.25,5651677225,212,23.4,5651677223,141,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801082357,16,1,1,2,33,5h878vnmkbuy2ummddprusxgq,0,27.9,6.8,2025-04-13T21:10:13.293Z,2025-04-13T22:09:47Z,7ajceczjsu9ci4nqv9gg2860a,F. Daroma,,,5651826469,286,,5651826453,213,6.24,5651826449,141,6.6,5651826463,236,,5651677273,56,Back,5651826447,140,30.8,5651826451,212,3.0,5651826465,233,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801082397,34,74,1,2,33,c9xffml4i7ihblp1qhus9w3fu,1,72.2,91.4,2025-04-13T21:10:13.294Z,2025-04-13T22:09:46Z,e6uww9a9ssp0n20ksoolesa8l,E. Martínez,,,5651677481,56,Left,5651802099,285,,5651826477,233,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801082443,17,5,1,2,36,5h878vnmkbuy2ummddprusxgq,1,27.4,-1.0,2025-04-13T21:10:15.541Z,2025-04-14T00:09:42Z,7ctc1xui7wk89o5v00z8ijqw9,E. Calvillo,,,5651677665,347,,5651677901,233,35,5651677663,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801082479,35,5,1,2,36,c9xffml4i7ihblp1qhus9w3fu,0,72.6,101.0,2025-04-13T21:10:15.541Z,2025-04-14T00:09:43Z,dlhfyk6fgvqt3zrr5qfj7c6w9,D. McCartney,,,5651677875,56,Left,5651677877,347,,5651677923,233,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801082545,18,1,1,2,45,5h878vnmkbuy2ummddprusxgq,1,34.1,0.0,2025-04-13T21:10:25.308Z,2025-04-13T21:10:27Z,1jhs3g95t0ah1hx3fwlo14kmi,G. Diaz,,,5651678277,212,23.8,5651678271,140,56.2,5651678267,107,,5651678281,213,0.23,5651678269,56,Right,5651678273,141,7.5,5651678283,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801082555,19,1,1,2,46,5h878vnmkbuy2ummddprusxgq,0,56.2,7.5,2025-04-13T21:10:25.500Z,2025-04-13T23:47:45Z,cqmvrx028gh19yh8qh7w01y0a,R. Avila,,,5651829435,156,,5651678327,141,17.1,5651678319,56,Back,5651678329,212,12.0,5651829329,3,,5651678333,213,2.57,5651678323,140,46.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801082565,37,1,1,2,47,c9xffml4i7ihblp1qhus9w3fu,1,56.0,83.3,2025-04-13T21:10:26.699Z,2025-04-13T21:10:29Z,b708ir5u7r34j9oemje8f8z1m,S. McIllhatton,,,5651678403,56,Left,5651678407,141,85.7,5651678409,212,4.5,5651678411,213,0.37,5651678405,140,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801082569,38,3,1,2,49,c9xffml4i7ihblp1qhus9w3fu,0,59.1,85.4,2025-04-13T21:10:28.788Z,2025-04-13T23:25:11Z,7drelguz6c1htw10sq7zyxh0q,D. Trejo,,,5651833967,233,20,5651678439,286,,5651678437,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801082587,20,7,1,2,49,5h878vnmkbuy2ummddprusxgq,1,40.9,14.6,2025-04-13T21:10:28.789Z,2025-04-13T23:25:11Z,7ajceczjsu9ci4nqv9gg2860a,F. Daroma,,,5651830323,56,Back,5651830325,285,,5651833955,233,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
