id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value
2796670771,4,1,1,0,15,2n3wgr89m7jl8tmioemit2pgq,0,44.8,41.9,2025-04-05T20:37:21.511Z,2025-04-05T20:37:22Z,dkk3twgai2ldi75eh0xr37hbe,M. Ngalina,,,5627462315,3,,5627462323,212,3.0,5627462319,140,42.6,5627462321,141,44.8,5627462325,213,2.43,5627462317,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796670833,8,61,1,0,18,5x54jbfk11lrsmipgsx7cdbai,0,64.3,81.4,2025-04-05T20:37:24.195Z,2025-04-05T23:25:49Z,agl19e1fx5123lk28avksxb3e,A. Aboukoura,,,5627462643,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796670809,5,43,1,0,18,2n3wgr89m7jl8tmioemit2pgq,1,0.0,0.0,2025-04-05T20:37:24.196Z,2025-04-05T21:30:08Z,dkk3twgai2ldi75eh0xr37hbe,M. Ngalina,,,5627683615,144,74,5627462537,285,0,5627462531,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796670863,7,1,1,0,19,2n3wgr89m7jl8tmioemit2pgq,1,44.4,31.6,2025-04-05T20:37:25.941Z,2025-04-05T20:37:28Z,dkk3twgai2ldi75eh0xr37hbe,M. Ngalina,,,5627462805,212,6.9,5627462803,141,25.5,5627462801,140,39.1,5627462807,213,3.78,5627462799,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796670869,8,1,1,0,21,2n3wgr89m7jl8tmioemit2pgq,0,39.5,23.1,2025-04-05T20:37:27.846Z,2025-04-05T20:47:53Z,984jr9d6sbi5l5vt9ct1b6cph,A. Diz,,,5627462837,140,69.6,5627462841,212,32.1,5627462845,1,,5627462833,157,,5627462839,141,31.6,5627462835,56,Center,5627462843,213,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796670947,9,1,1,0,27,5x54jbfk11lrsmipgsx7cdbai,1,32.1,50.3,2025-04-05T20:37:33.751Z,2025-04-05T23:25:51Z,87n7hmq7f1q1avazbmwmcg222,A. Skundrich,,,5627463427,213,5.06,5627463423,141,28.5,5627463419,56,Back,5627463421,140,37.2,5627463425,212,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796670983,10,1,1,0,29,5x54jbfk11lrsmipgsx7cdbai,1,37.2,29.4,2025-04-05T20:37:35.888Z,2025-04-05T20:37:37Z,59kky4fyi0w9bdz4ow3gs95yi,K. Tingey,,,5627463661,56,Back,5627463667,212,14.2,5627463669,213,1.97,5627463665,141,48.7,5627463663,140,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796671033,11,1,1,0,31,5x54jbfk11lrsmipgsx7cdbai,1,32.2,47.5,2025-04-05T20:37:37.608Z,2025-04-05T21:31:47Z,87n7hmq7f1q1avazbmwmcg222,A. Skundrich,,,5627463923,212,13.0,5627463921,141,62.3,5627463919,140,40.0,5627463917,56,Back,5627463925,213,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796671039,12,1,1,0,36,5x54jbfk11lrsmipgsx7cdbai,0,40.9,57.9,2025-04-05T20:37:42.164Z,2025-04-05T21:31:21Z,8bp3sbo230kdhnw76stsw2u39,Pedro Santos,,,5627687903,212,35.5,5627687905,213,0.27,5627687899,140,73.5,5627687897,56,Center,5627687901,141,71.8,5627687907,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796671133,9,12,1,0,41,2n3wgr89m7jl8tmioemit2pgq,1,22.4,19.4,2025-04-05T20:37:47.125Z,2025-04-05T20:52:00Z,984jr9d6sbi5l5vt9ct1b6cph,A. Diz,,,5627464371,141,19.2,5627464375,213,6.27,5627464369,140,33.4,5627464407,15,,5627464373,212,11.6,5627464367,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796671141,13,61,1,0,42,5x54jbfk11lrsmipgsx7cdbai,1,59.9,85.1,2025-04-05T20:37:48.429Z,2025-04-05T20:37:48Z,7ehcrcdv82ib5fkpo3498gpgp,K. Awuah,,,5627464433,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796671209,14,1,1,0,43,5x54jbfk11lrsmipgsx7cdbai,0,54.5,93.3,2025-04-05T20:37:49.095Z,2025-04-05T22:52:37Z,8bp3sbo230kdhnw76stsw2u39,Pedro Santos,,,5627464803,141,100.0,5627464805,212,13.1,5627464801,140,65.9,5627464807,213,0.43,5627464799,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796671207,10,5,1,0,44,2n3wgr89m7jl8tmioemit2pgq,1,31.6,-1.2,2025-04-05T20:37:50.908Z,2025-04-05T22:42:48Z,dqvxmefhimxvxstvlz5yd7ysp,J. Farrell,,,5627464793,56,Back,5627464897,233,15,5627464795,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796671219,15,5,1,0,44,5x54jbfk11lrsmipgsx7cdbai,0,68.4,101.2,2025-04-05T20:37:50.908Z,2025-04-05T22:42:48Z,db1h2huu8z1quj816wol1wgkp,T. McCabe,,,5627464857,347,,5627464943,233,10,5627464855,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796671355,11,1,1,0,54,2n3wgr89m7jl8tmioemit2pgq,1,30.8,0.0,2025-04-05T20:38:00.756Z,2025-04-05T20:38:02Z,8qqehla9xvhut6uua4a0zcju2,S. Anderson,,,5627465615,141,21.3,5627465611,56,Back,5627465619,213,1.31,5627465613,140,34.7,5627465609,107,,5627465617,212,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796671397,12,1,1,0,56,2n3wgr89m7jl8tmioemit2pgq,1,34.7,21.3,2025-04-05T20:38:02.709Z,2025-04-05T20:38:05Z,9blzzcpytqe7o9rdte1s6mw6i,B. Makangila,,,5627465869,213,2.03,5627465859,56,Back,5627465865,212,19.0,5627465863,141,46.3,5627465861,140,26.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796671499,13,1,1,0,59,2n3wgr89m7jl8tmioemit2pgq,1,26.6,46.3,2025-04-05T20:38:05.589Z,2025-04-05T20:38:11Z,38ghqgck8fwnxap6em08avzs9,J. Scarlett,,,5627466409,140,33.3,5627466411,141,72.0,5627466413,212,18.8,5627466415,213,1.19,5627466407,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796671501,14,1,1,1,5,2n3wgr89m7jl8tmioemit2pgq,0,61.7,84.1,2025-04-05T20:38:11.260Z,2025-04-05T20:52:58Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,,5627466427,141,79.0,5627466431,213,4.21,5627466423,56,Left,5627466425,140,59.9,5627466429,212,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796671519,16,43,1,1,6,5x54jbfk11lrsmipgsx7cdbai,1,0.0,0.0,2025-04-05T20:38:12.754Z,2025-04-05T20:53:03Z,3y5650rx37d3hnh3sxzhaz7xl,B. Mines,,,5627546181,144,61,5627466545,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796671635,15,1,1,1,10,2n3wgr89m7jl8tmioemit2pgq,1,47.2,76.3,2025-04-05T20:38:16.381Z,2025-04-05T20:38:18Z,16si0dgkuqvahp0x1bjr37xuc,Junior Moreira,,,5627467159,213,3.06,5627467153,140,28.6,5627467155,141,78.7,5627467151,56,Back,5627467157,212,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796671677,16,1,1,1,12,2n3wgr89m7jl8tmioemit2pgq,1,28.6,78.7,2025-04-05T20:38:18.756Z,2025-04-05T20:38:20Z,38ghqgck8fwnxap6em08avzs9,J. Scarlett,,,5627467369,141,58.8,5627467365,56,Back,5627467371,212,13.6,5627467375,213,4.63,5627467367,140,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796671735,17,1,1,1,14,2n3wgr89m7jl8tmioemit2pgq,1,27.5,54.8,2025-04-05T20:38:20.420Z,2025-04-05T20:38:23Z,dqvxmefhimxvxstvlz5yd7ysp,J. Farrell,,,5627467705,213,4.81,5627467693,56,Back,5627467701,212,25.6,5627467697,141,17.3,5627467695,140,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796671781,18,1,1,1,17,2n3wgr89m7jl8tmioemit2pgq,1,30.0,17.3,2025-04-05T20:38:23.420Z,2025-04-05T20:38:26Z,984jr9d6sbi5l5vt9ct1b6cph,A. Diz,,,5627468007,212,11.9,5627468003,140,40.7,5627468009,213,5.95,5627468001,56,Back,5627468005,141,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796671817,19,1,1,1,20,2n3wgr89m7jl8tmioemit2pgq,1,37.1,14.1,2025-04-05T20:38:26.197Z,2025-04-05T20:38:28Z,8qqehla9xvhut6uua4a0zcju2,S. Anderson,,,5627468191,140,28.1,5627468189,56,Back,5627468197,213,2.60,5627468195,212,11.0,5627468193,141,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796671873,20,1,1,1,22,2n3wgr89m7jl8tmioemit2pgq,1,28.1,22.5,2025-04-05T20:38:28.540Z,2025-04-05T20:38:31Z,984jr9d6sbi5l5vt9ct1b6cph,A. Diz,,,5627468467,212,19.1,5627468461,56,Back,5627468465,141,49.7,5627468463,140,23.7,5627468469,213,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796671929,21,1,1,1,25,2n3wgr89m7jl8tmioemit2pgq,1,24.4,48.8,2025-04-05T20:38:31.549Z,2025-04-05T20:38:34Z,dqvxmefhimxvxstvlz5yd7ysp,J. Farrell,,,5627468753,141,69.3,5627468755,212,14.2,5627468749,56,Back,5627468757,213,1.38,5627468751,140,26.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796671979,22,1,1,1,28,2n3wgr89m7jl8tmioemit2pgq,1,27.5,83.6,2025-04-05T20:38:34.780Z,2025-04-05T20:38:37Z,38ghqgck8fwnxap6em08avzs9,J. Scarlett,,,5627469045,56,Back,5627469053,213,4.59,5627469049,141,67.8,5627469051,212,10.8,5627469047,140,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796672025,23,1,1,1,31,2n3wgr89m7jl8tmioemit2pgq,1,26.3,67.6,2025-04-05T20:38:37.820Z,2025-04-05T20:38:41Z,dqvxmefhimxvxstvlz5yd7ysp,J. Farrell,,,5627469301,213,3.94,5627469295,140,6.9,5627469293,56,Back,5627469299,212,29.3,5627469297,141,36.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796672095,24,1,1,1,34,2n3wgr89m7jl8tmioemit2pgq,1,11.5,40.6,2025-04-05T20:38:40.956Z,2025-04-05T20:38:44Z,crhe42indjb3mb7di7yh1zndg,A. Siaha,,,5627469677,141,22.4,5627469669,56,Back,5627469681,213,5.61,5627469679,212,19.8,5627469673,140,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796672153,25,1,1,1,38,2n3wgr89m7jl8tmioemit2pgq,1,29.9,18.3,2025-04-05T20:38:44.621Z,2025-04-05T20:38:48Z,984jr9d6sbi5l5vt9ct1b6cph,A. Diz,,,5627469983,213,6.09,5627469975,56,Back,5627469977,140,37.0,5627469979,141,16.2,5627469981,212,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796672157,26,61,1,1,41,2n3wgr89m7jl8tmioemit2pgq,0,37.0,16.2,2025-04-05T20:38:47.893Z,2025-04-05T20:53:27Z,dkk3twgai2ldi75eh0xr37hbe,M. Ngalina,,,5627469999,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796672181,18,1,1,1,42,5x54jbfk11lrsmipgsx7cdbai,1,70.5,88.1,2025-04-05T20:38:48.506Z,2025-04-05T20:38:49Z,7ehcrcdv82ib5fkpo3498gpgp,K. Awuah,,,5627470105,213,3.72,5627470097,56,Left,5627470103,212,3.8,5627470099,140,67.5,5627470101,141,85.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796672203,19,1,1,1,43,5x54jbfk11lrsmipgsx7cdbai,1,67.4,85.1,2025-04-05T20:38:49.264Z,2025-04-05T20:38:50Z,8bp3sbo230kdhnw76stsw2u39,Pedro Santos,,,5627470219,56,Center,5627470227,213,4.81,5627470221,140,67.9,5627470225,212,5.2,5627470223,141,77.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796672259,20,1,1,1,44,5x54jbfk11lrsmipgsx7cdbai,1,64.1,76.6,2025-04-05T20:38:50.512Z,2025-04-05T21:32:22Z,db1h2huu8z1quj816wol1wgkp,T. McCabe,,,5627470591,212,20.2,5627470585,56,Back,5627470589,141,75.9,5627470587,140,44.9,5627470593,213,3.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796672325,21,1,1,1,47,5x54jbfk11lrsmipgsx7cdbai,1,44.9,72.7,2025-04-05T20:38:53.561Z,2025-04-05T20:38:58Z,b6t0f1g03ixymivs4fbaiewic,J. Erlandson,,,5627470975,56,Back,5627470987,213,4.82,5627470979,140,47.7,5627470985,212,27.0,5627470983,141,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796672351,22,1,1,1,52,5x54jbfk11lrsmipgsx7cdbai,1,62.2,28.9,2025-04-05T20:38:58.593Z,2025-04-05T20:39:00Z,59kky4fyi0w9bdz4ow3gs95yi,K. Tingey,,,5627471103,140,72.4,5627471097,56,Right,5627471113,213,5.32,5627471107,141,6.2,5627471111,212,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796672423,23,1,1,1,54,5x54jbfk11lrsmipgsx7cdbai,1,73.3,4.1,2025-04-05T20:39:00.632Z,2025-04-05T20:39:05Z,3y5650rx37d3hnh3sxzhaz7xl,B. Mines,,,5627471479,141,8.9,5627471481,212,13.5,5627471477,140,85.8,5627471475,56,Right,5627471483,213,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796672407,27,83,1,1,58,2n3wgr89m7jl8tmioemit2pgq,0,23.5,83.5,2025-04-05T20:39:04.421Z,2025-04-05T20:39:06Z,16si0dgkuqvahp0x1bjr37xuc,Junior Moreira,,,5627471561,399,59kky4fyi0w9bdz4ow3gs95yi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796672427,24,61,1,1,59,5x54jbfk11lrsmipgsx7cdbai,0,91.7,4.3,2025-04-05T20:39:05.176Z,2025-04-05T20:39:05Z,59kky4fyi0w9bdz4ow3gs95yi,K. Tingey,,,5627471503,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796672443,25,5,1,2,0,5x54jbfk11lrsmipgsx7cdbai,0,93.9,-1.6,2025-04-05T20:39:06.642Z,2025-04-05T22:42:49Z,59kky4fyi0w9bdz4ow3gs95yi,K. Tingey,,,5627471595,56,Right,5627471599,347,,5627472551,233,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796672597,28,5,1,2,0,2n3wgr89m7jl8tmioemit2pgq,1,6.1,101.6,2025-04-05T20:39:06.642Z,2025-04-05T22:42:49Z,16si0dgkuqvahp0x1bjr37xuc,Junior Moreira,,,5627472435,56,Back,5627472439,347,,5627472515,233,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796672679,29,1,1,2,10,2n3wgr89m7jl8tmioemit2pgq,1,3.8,100.0,2025-04-05T20:39:16.876Z,2025-04-05T20:39:20Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,,5627472821,140,10.6,5627472819,56,Back,5627472817,107,,5627472825,212,15.7,5627472827,213,5.18,5627472823,141,81.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796672693,30,1,1,2,14,2n3wgr89m7jl8tmioemit2pgq,0,11.6,81.7,2025-04-05T20:39:20.741Z,2025-04-05T20:53:58Z,9blzzcpytqe7o9rdte1s6mw6i,B. Makangila,,,5627472899,157,,5627472903,140,25.1,5627472909,213,6.09,5627472907,212,14.4,5627472905,141,77.6,5627472911,1,,5627472901,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796672737,31,61,1,2,18,2n3wgr89m7jl8tmioemit2pgq,0,29.7,75.4,2025-04-05T20:39:24.301Z,2025-04-05T20:39:24Z,dkk3twgai2ldi75eh0xr37hbe,M. Ngalina,,,5627473193,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796672813,27,1,1,2,20,5x54jbfk11lrsmipgsx7cdbai,1,47.4,56.3,2025-04-05T20:39:26.336Z,2025-04-05T20:39:28Z,b6t0f1g03ixymivs4fbaiewic,J. Erlandson,,,5627473551,141,35.2,5627473549,140,43.1,5627473547,56,Back,5627473553,212,15.0,5627473555,213,4.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796672855,28,1,1,2,22,5x54jbfk11lrsmipgsx7cdbai,1,43.5,33.3,2025-04-05T20:39:28.617Z,2025-04-05T20:39:30Z,87n7hmq7f1q1avazbmwmcg222,A. Skundrich,,,5627473769,140,57.5,5627473765,56,Right,5627473773,141,18.3,5627473775,212,17.9,5627473779,213,5.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796672901,29,1,1,2,24,5x54jbfk11lrsmipgsx7cdbai,1,59.3,16.1,2025-04-05T20:39:30.762Z,2025-04-05T20:39:33Z,59kky4fyi0w9bdz4ow3gs95yi,K. Tingey,,,5627474071,140,61.7,5627474077,213,1.31,5627474069,56,Center,5627474075,212,9.8,5627474073,141,30.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796672909,30,1,1,2,27,5x54jbfk11lrsmipgsx7cdbai,1,62.0,29.7,2025-04-05T20:39:33.649Z,2025-04-05T23:25:53Z,db1h2huu8z1quj816wol1wgkp,T. McCabe,,,5627474137,56,Right,5627474147,212,9.4,5627474145,141,17.1,5627474139,140,58.3,5627474149,213,4.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796672965,31,1,1,2,29,5x54jbfk11lrsmipgsx7cdbai,1,55.0,18.5,2025-04-05T20:39:35.800Z,2025-04-05T20:39:38Z,59kky4fyi0w9bdz4ow3gs95yi,K. Tingey,,,5627474429,141,31.5,5627474433,213,2.72,5627474423,56,Back,5627474427,140,36.3,5627474431,212,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
