id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2816222643,7,61,1,0,17,kfq8fhwnmycbtad1u0fyefx0,0,56.8,90.2,2025-05-18T02:08:16.023Z,2025-05-18T03:37:57Z,djz5cm1g7ouen2y4o7w35jbl6,L. Ivanovic,,,5735312443,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816222691,7,1,1,0,18,2iwybwokic7nmr1t33abdbjoq,1,32.6,11.6,2025-05-18T02:08:17.064Z,2025-05-18T02:08:22Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5735312627,140,21.8,5735312631,212,12.7,5735312633,213,2.67,5735312629,141,20.0,5735312625,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816222707,8,1,1,0,23,2iwybwokic7nmr1t33abdbjoq,1,24.2,28.9,2025-05-18T02:08:22.393Z,2025-05-18T02:08:27Z,e23yyl43xtcve09dx234uuj8,A. Essengue,,,5735312763,141,63.0,5735312759,56,Back,5735312765,212,23.2,5735312761,140,25.3,5735312767,213,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816222729,9,1,1,0,27,2iwybwokic7nmr1t33abdbjoq,1,25.6,67.8,2025-05-18T02:08:26.777Z,2025-05-18T02:08:31Z,74rnjizxzn5a0oag6sue0ja7e,C. Sainté,,,5735312865,141,41.9,5735312861,56,Back,5735312867,212,17.6,5735312863,140,24.8,5735312869,213,4.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816222745,10,1,1,0,32,2iwybwokic7nmr1t33abdbjoq,1,27.2,39.7,2025-05-18T02:08:31.465Z,2025-05-18T02:08:36Z,e23yyl43xtcve09dx234uuj8,A. Essengue,,,5735313013,212,15.2,5735313009,140,27.8,5735313007,56,Back,5735313011,141,62.0,5735313015,213,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816222775,11,1,1,0,37,2iwybwokic7nmr1t33abdbjoq,1,35.7,68.7,2025-05-18T02:08:36.073Z,2025-05-18T02:08:39Z,74rnjizxzn5a0oag6sue0ja7e,C. Sainté,,,5735313193,140,46.6,5735313199,213,0.94,5735313195,141,91.7,5735313197,212,19.4,5735313191,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816222791,12,1,1,0,40,2iwybwokic7nmr1t33abdbjoq,1,43.3,76.1,2025-05-18T02:08:39.505Z,2025-05-18T02:08:43Z,3csngjh4kjgpkfayppiwfbw2c,B. Montgomery,,,5735313285,213,4.43,5735313277,141,49.6,5735313281,212,18.8,5735313273,140,38.3,5735313271,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816222797,13,1,1,0,44,2iwybwokic7nmr1t33abdbjoq,1,43.1,45.7,2025-05-18T02:08:42.857Z,2025-05-18T02:08:44Z,e23yyl43xtcve09dx234uuj8,A. Essengue,,,5735313339,56,Back,5735313341,140,41.3,5735313347,213,4.60,5735313343,141,21.2,5735313345,212,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816222835,14,1,1,0,45,2iwybwokic7nmr1t33abdbjoq,0,41.3,20.1,2025-05-18T02:08:44.513Z,2025-05-18T02:08:51Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5735313555,140,59.1,5735313565,213,5.93,5735313551,56,Right,5735313563,212,19.9,5735313559,141,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223229,10,8,1,0,46,kfq8fhwnmycbtad1u0fyefx0,1,31.3,76.9,2025-05-18T02:08:45.583Z,2025-05-18T05:23:13Z,1vnfc466lc01fdfhyvzt8fhii,S. Guediri,,,5735315641,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223069,8,27,1,1,17,kfq8fhwnmycbtad1u0fyefx0,1,0.0,0.0,2025-05-18T02:09:15.988Z,2025-05-18T04:15:47Z,,,,,5735547683,233,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223055,15,27,1,1,17,2iwybwokic7nmr1t33abdbjoq,1,0.0,0.0,2025-05-18T02:09:15.988Z,2025-05-18T04:15:46Z,,,,,5735547671,233,8,5735314729,53,6naqq6f6acfec3zh2msuxrmqd,5735314727,41,Injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223079,9,28,1,1,23,kfq8fhwnmycbtad1u0fyefx0,1,0.0,0.0,2025-05-18T02:09:22.587Z,2025-05-18T02:09:24Z,,,,,5735314841,55,8,5735314883,233,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223073,16,28,1,1,23,2iwybwokic7nmr1t33abdbjoq,1,0.0,0.0,2025-05-18T02:09:22.587Z,2025-05-18T02:09:24Z,,,,,5735314799,55,15,5735314871,233,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223333,18,1,1,1,52,2iwybwokic7nmr1t33abdbjoq,1,44.9,20.6,2025-05-18T02:09:51.458Z,2025-05-18T02:09:53Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5735316173,141,17.9,5735316175,212,12.7,5735316171,140,32.9,5735316177,213,3.29,5735316169,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223355,19,1,1,1,54,2iwybwokic7nmr1t33abdbjoq,1,33.2,16.8,2025-05-18T02:09:53.330Z,2025-05-18T02:09:55Z,e23yyl43xtcve09dx234uuj8,A. Essengue,,,5735316251,213,5.56,5735316243,56,Back,5735316249,212,12.2,5735316245,140,41.9,5735316247,141,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223383,20,1,1,1,56,2iwybwokic7nmr1t33abdbjoq,1,43.2,7.3,2025-05-18T02:09:55.146Z,2025-05-18T02:09:58Z,6ahu72g0u39bxbjiz7ggefai1,N. Okello,,,5735316419,213,6.18,5735316413,141,5.0,5735316409,56,Right,5735316411,140,57.7,5735316415,212,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223387,21,3,1,1,59,2iwybwokic7nmr1t33abdbjoq,0,61.3,5.4,2025-05-18T02:09:58.650Z,2025-05-18T02:10:04Z,2lpjr3oys0s0u2pnhut8epqwa,D. Rivera,,,5735316445,286,,5735316721,233,12,5735316443,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223423,12,7,1,1,59,kfq8fhwnmycbtad1u0fyefx0,1,38.7,94.6,2025-05-18T02:09:58.651Z,2025-05-18T02:10:05Z,djz5cm1g7ouen2y4o7w35jbl6,L. Ivanovic,,,5735316699,233,21,5735316665,56,Back,5735316663,167,,5735316667,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223463,13,5,1,2,1,kfq8fhwnmycbtad1u0fyefx0,0,40.0,101.8,2025-05-18T02:09:59.867Z,2025-05-18T04:14:46Z,djz5cm1g7ouen2y4o7w35jbl6,L. Ivanovic,,,5735316843,56,Back,5735316845,347,,5735317029,233,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223495,22,5,1,2,1,2iwybwokic7nmr1t33abdbjoq,1,60.0,-1.8,2025-05-18T02:09:59.867Z,2025-05-18T04:14:45Z,2lpjr3oys0s0u2pnhut8epqwa,D. Rivera,,,5735317021,233,13,5735317015,347,,5735317013,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223511,23,1,1,2,10,2iwybwokic7nmr1t33abdbjoq,0,62.4,0.0,2025-05-18T02:10:08.842Z,2025-05-18T02:10:11Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5735317093,141,12.5,5735317085,107,,5735317095,212,15.8,5735317089,56,Right,5735317097,213,0.65,5735317091,140,74.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223513,14,8,1,2,13,kfq8fhwnmycbtad1u0fyefx0,1,31.0,58.2,2025-05-18T02:10:11.919Z,2025-05-18T02:10:12Z,b32tamno8dpk5te2oq7d9a6t,C. Guzmán,,,5735317099,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223559,15,4,1,2,17,kfq8fhwnmycbtad1u0fyefx0,1,30.9,80.4,2025-05-18T02:10:16.024Z,2025-05-18T02:52:19Z,1vnfc466lc01fdfhyvzt8fhii,S. Guediri,,,5735317359,13,,5735317401,233,24,5735317363,152,,5735317365,265,,5735317361,56,Back,5735317367,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223563,24,4,1,2,17,2iwybwokic7nmr1t33abdbjoq,0,69.1,19.6,2025-05-18T02:10:16.025Z,2025-05-18T02:52:19Z,c0of0cn2tec0yn2vtwdqgxxpl,I. Sacko,,,5735317413,233,15,5735317379,265,,5735317373,13,,5735317377,152,,5735317381,286,,5735317375,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223679,16,1,1,2,30,kfq8fhwnmycbtad1u0fyefx0,1,24.2,73.2,2025-05-18T02:10:28.816Z,2025-05-18T03:40:46Z,9x7teazvqgbnj3pnam6rf2xgp,W. Fonguck,,,5735317887,140,30.2,5735317881,5,,5735317885,56,Back,5735317893,213,5.69,5735317889,141,67.0,5735317883,152,,5735317891,212,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223707,17,1,1,2,30,kfq8fhwnmycbtad1u0fyefx0,1,29.7,69.0,2025-05-18T02:10:29.616Z,2025-05-18T05:23:15Z,1j010cibh247p8kjchww6ny3u,N. Gordon,,,5735318043,140,33.5,5735318049,213,1.30,5735318047,212,15.0,5735318041,56,Back,5735318045,141,90.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816257513,666,1,1,2,31,kfq8fhwnmycbtad1u0fyefx0,1,30.9,68.3,2025-05-18T02:10:30.407Z,2025-05-18T03:42:24Z,9x7teazvqgbnj3pnam6rf2xgp,W. Fonguck,,,5735509043,213,2.68,5735509041,212,17.0,5735509037,140,16.4,5735509039,141,79.5,5735509035,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816257515,667,1,1,2,32,kfq8fhwnmycbtad1u0fyefx0,1,20.7,78.1,2025-05-18T02:10:31.582Z,2025-05-18T03:42:40Z,b32tamno8dpk5te2oq7d9a6t,C. Guzmán,,,5735509411,213,5.93,5735509407,141,71.6,5735509405,140,32.2,5735509409,212,12.9,5735509403,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816257911,675,1,1,2,33,kfq8fhwnmycbtad1u0fyefx0,1,34.3,74.0,2025-05-18T02:10:32.111Z,2025-05-18T03:43:09Z,9x7teazvqgbnj3pnam6rf2xgp,W. Fonguck,,,5735509895,56,Back,5735509901,212,12.9,5735509897,140,35.9,5735509903,213,1.44,5735509899,141,92.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223733,18,1,1,2,35,kfq8fhwnmycbtad1u0fyefx0,1,33.2,89.4,2025-05-18T02:10:34.488Z,2025-05-18T02:10:35Z,1vnfc466lc01fdfhyvzt8fhii,S. Guediri,,,5735318191,213,3.71,5735318189,212,12.7,5735318185,140,23.0,5735318181,56,Back,5735318187,141,79.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223775,19,1,1,2,36,kfq8fhwnmycbtad1u0fyefx0,1,23.0,79.3,2025-05-18T02:10:35.328Z,2025-05-18T02:10:39Z,b32tamno8dpk5te2oq7d9a6t,C. Guzmán,,,5735318405,212,25.7,5735318399,56,Back,5735318401,140,4.7,5735318407,213,3.87,5735318403,141,54.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223797,20,1,1,2,40,kfq8fhwnmycbtad1u0fyefx0,0,4.6,54.0,2025-05-18T02:10:39Z,2025-05-18T02:10:40Z,isauuse3yqdwymvfne6ci385,Nico Campuzano,,,5735318513,56,Back,5735318519,212,48.5,5735318521,213,5.78,5735318515,140,45.0,5735318517,141,19.4,5735318511,155,,5735318525,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223827,25,1,1,2,42,2iwybwokic7nmr1t33abdbjoq,1,58.5,75.6,2025-05-18T02:10:41.387Z,2025-05-18T02:10:44Z,3csngjh4kjgpkfayppiwfbw2c,B. Montgomery,,,5735318655,140,65.4,5735318651,3,,5735318661,213,5.38,5735318657,141,62.0,5735318653,56,Center,5735318659,212,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223833,26,61,1,2,45,2iwybwokic7nmr1t33abdbjoq,0,65.7,64.2,2025-05-18T02:10:44.403Z,2025-05-18T02:10:45Z,74bhj4xi5zgq6evsr4c766p04,H. Avayevu,,,5735318679,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223845,21,43,1,2,46,kfq8fhwnmycbtad1u0fyefx0,1,0.0,0.0,2025-05-18T02:10:45.424Z,2025-05-18T02:10:51Z,ewibb8s7p2l6f5sekvkqu4a5m,A. Rebollar,,,5735318899,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223873,22,50,1,2,48,kfq8fhwnmycbtad1u0fyefx0,1,37.2,23.8,2025-05-18T02:10:47.690Z,2025-05-18T02:52:14Z,ewibb8s7p2l6f5sekvkqu4a5m,A. Rebollar,,,5735318843,56,Back,5735318845,286,,5735318933,233,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223891,27,7,1,2,48,2iwybwokic7nmr1t33abdbjoq,1,62.8,76.2,2025-05-18T02:10:47.691Z,2025-05-18T02:52:13Z,74bhj4xi5zgq6evsr4c766p04,H. Avayevu,,,5735318927,233,22,5735318903,285,,5735318901,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223915,29,1,1,2,53,2iwybwokic7nmr1t33abdbjoq,1,36.2,90.3,2025-05-18T02:10:52.331Z,2025-05-18T02:10:55Z,3csngjh4kjgpkfayppiwfbw2c,B. Montgomery,,,5735318989,213,3.25,5735318983,140,19.0,5735318987,212,18.2,5735318981,56,Back,5735318985,141,87.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223927,30,1,1,2,56,2iwybwokic7nmr1t33abdbjoq,1,13.3,86.0,2025-05-18T02:10:54.940Z,2025-05-18T02:10:57Z,74rnjizxzn5a0oag6sue0ja7e,C. Sainté,,,5735319045,212,22.8,5735319039,56,Back,5735319041,140,4.3,5735319047,213,4.28,5735319043,141,55.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223959,31,1,1,2,58,2iwybwokic7nmr1t33abdbjoq,1,4.8,49.3,2025-05-18T02:10:57.100Z,2025-05-18T02:11:02Z,7y56spdjsagw833hgo5ranvf9,P. Rakovsky,,,5735319221,141,49.4,5735319217,56,Back,5735319225,213,0.00,5735319223,212,15.4,5735319219,140,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223983,32,1,1,3,3,2iwybwokic7nmr1t33abdbjoq,1,24.9,38.0,2025-05-18T02:11:02.100Z,2025-05-18T02:11:06Z,e23yyl43xtcve09dx234uuj8,A. Essengue,,,5735319347,213,5.07,5735319341,140,31.5,5735319343,141,10.6,5735319339,56,Back,5735319345,212,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816224003,33,1,1,3,7,2iwybwokic7nmr1t33abdbjoq,1,32.2,10.0,2025-05-18T02:11:05.892Z,2025-05-18T02:11:09Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5735319445,56,Back,5735319447,140,25.4,5735319453,213,2.30,5735319451,212,10.7,5735319449,141,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816224029,34,1,1,3,10,2iwybwokic7nmr1t33abdbjoq,1,26.2,28.0,2025-05-18T02:11:09.116Z,2025-05-18T02:11:12Z,e23yyl43xtcve09dx234uuj8,A. Essengue,,,5735319563,212,25.7,5735319559,140,25.6,5735319565,213,1.60,5735319557,56,Back,5735319561,141,65.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816224039,35,1,1,3,13,2iwybwokic7nmr1t33abdbjoq,1,26.6,71.2,2025-05-18T02:11:12.556Z,2025-05-18T02:11:14Z,74rnjizxzn5a0oag6sue0ja7e,C. Sainté,,,5735319591,212,19.0,5735319593,213,0.82,5735319585,56,Back,5735319587,140,38.9,5735319589,141,91.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816224047,36,1,1,3,15,2iwybwokic7nmr1t33abdbjoq,1,44.9,89.6,2025-05-18T02:11:14.420Z,2025-05-18T02:11:16Z,3csngjh4kjgpkfayppiwfbw2c,B. Montgomery,,,5735319639,56,Left,5735319647,213,6.23,5735319643,141,88.6,5735319641,140,56.9,5735319645,212,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816224059,37,1,1,3,17,2iwybwokic7nmr1t33abdbjoq,1,58.0,88.0,2025-05-18T02:11:16.092Z,2025-05-18T02:11:17Z,6naqq6f6acfec3zh2msuxrmqd,D. Formella,,,5735319687,140,47.8,5735319689,141,83.2,5735319691,212,11.2,5735319693,213,3.44,5735319685,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816224085,38,1,1,3,18,2iwybwokic7nmr1t33abdbjoq,1,46.5,82.1,2025-05-18T02:11:17.332Z,2025-05-18T02:11:20Z,74bhj4xi5zgq6evsr4c766p04,H. Avayevu,,,5735319819,141,72.3,5735319813,56,Center,5735319823,213,5.64,5735319815,140,54.9,5735319821,212,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816224105,39,1,1,3,21,2iwybwokic7nmr1t33abdbjoq,0,54.0,66.7,2025-05-18T02:11:19.884Z,2025-05-18T02:11:22Z,6naqq6f6acfec3zh2msuxrmqd,D. Formella,,,5735319959,141,25.3,5735319953,155,,5735319963,213,5.32,5735319965,1,,5735319955,56,Center,5735319957,140,72.8,5735319961,212,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
