id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/11/value,qualifier/9/value,qualifier/12/value,qualifier/13/value,qualifier/14/value
2813157933,5,44,1,0,10,bk3zg8yaj5uoqhxzwons3bo8a,0,49.0,64.2,2025-05-11T01:07:08.769Z,2025-05-11T01:07:10Z,ew8oodr9hiuqve7xlz24xznfu,M. Vargas,,,5718407267,56,Back,5718407445,285,,5718407441,233,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813157967,7,1,1,0,10,2iwybwokic7nmr1t33abdbjoq,1,55.5,38.2,2025-05-11T01:07:09.128Z,2025-05-11T01:07:11Z,39jhew6iao7uriko5shx2tnje,J. Scearce,,,5718407545,212,16.0,5718407541,140,66.0,5718407543,141,21.2,5718407547,213,5.47,5718407537,3,,5718407539,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813158011,8,1,1,0,11,2iwybwokic7nmr1t33abdbjoq,1,66.0,21.2,2025-05-11T01:07:10.057Z,2025-05-11T01:07:14Z,6ahu72g0u39bxbjiz7ggefai1,N. Okello,,,5718407841,140,81.8,5718407845,212,17.8,5718407843,141,11.9,5718407839,56,Right,5718407847,213,5.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813158031,9,1,1,0,15,2iwybwokic7nmr1t33abdbjoq,1,80.6,7.0,2025-05-11T01:07:14.087Z,2025-05-11T01:07:15Z,4x3md4d2zvyvxlhtqp0ocvmqx,R. Cabral,,,5718407953,140,77.0,5718407963,213,2.10,5718407957,141,16.6,5718407949,56,Right,5718407959,212,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813158067,10,1,1,0,17,2iwybwokic7nmr1t33abdbjoq,0,78.0,15.7,2025-05-11T01:07:15.647Z,2025-05-11T01:07:18Z,6ahu72g0u39bxbjiz7ggefai1,N. Okello,,,5718408187,213,5.95,5718408181,140,89.2,5718408185,212,12.4,5718408179,56,Right,5718408183,141,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813158157,6,12,1,0,22,bk3zg8yaj5uoqhxzwons3bo8a,1,15.2,85.3,2025-05-11T01:07:20.570Z,2025-05-11T02:05:23Z,9za3fwnri7qk1dutb4iwmh6g9,C. Gloster,,,5718408663,212,2.7,5718408655,56,Back,5718408659,140,12.6,5718408661,141,85.7,5718408665,213,3.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813158135,11,61,1,0,23,2iwybwokic7nmr1t33abdbjoq,1,89.2,9.8,2025-05-11T01:07:21.862Z,2025-05-11T01:07:22Z,4x3md4d2zvyvxlhtqp0ocvmqx,R. Cabral,,,5718408539,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813158317,7,5,1,0,25,bk3zg8yaj5uoqhxzwons3bo8a,1,-0.8,66.0,2025-05-11T01:07:23.303Z,2025-05-11T04:31:24Z,9za3fwnri7qk1dutb4iwmh6g9,C. Gloster,,,5718624003,233,312,5718409737,346,,5718409735,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813200493,312,5,1,0,25,2iwybwokic7nmr1t33abdbjoq,0,100.8,34.0,2025-05-11T01:07:23.303Z,2025-05-11T04:31:24Z,6ahu72g0u39bxbjiz7ggefai1,N. Okello,,,5718624007,233,7,5718623547,346,,5718623545,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813158465,8,1,1,0,36,bk3zg8yaj5uoqhxzwons3bo8a,1,4.9,39.8,2025-05-11T01:07:35.298Z,2025-05-11T01:07:43Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,,5718410625,212,5.5,5718410621,140,2.3,5718410623,141,46.9,5718410627,213,2.09,5718410631,237,,5718410619,56,Back,5718410617,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813158593,9,1,1,0,47,bk3zg8yaj5uoqhxzwons3bo8a,0,14.4,47.5,2025-05-11T01:07:45.626Z,2025-05-11T01:07:50Z,zczt4alpawz5522hff8x39p1,A. Tambakis,,,5718411463,213,5.44,5718411455,56,Back,5718411465,1,,5718411461,212,44.9,5718411453,155,,5718411457,140,42.9,5718411459,141,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813158603,10,5,1,0,52,bk3zg8yaj5uoqhxzwons3bo8a,0,44.2,-1.8,2025-05-11T01:07:50.863Z,2025-05-11T04:31:25Z,zczt4alpawz5522hff8x39p1,A. Tambakis,,,5718411519,347,,5718411517,56,Back,5718411905,233,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813158669,12,5,1,0,52,2iwybwokic7nmr1t33abdbjoq,1,55.8,101.8,2025-05-11T01:07:50.863Z,2025-05-11T04:31:24Z,2lpjr3oys0s0u2pnhut8epqwa,D. Rivera,,,5718411875,233,10,5718411853,56,Left,5718411855,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813158701,13,1,1,0,56,2iwybwokic7nmr1t33abdbjoq,1,53.7,100.0,2025-05-11T01:07:54.999Z,2025-05-11T01:07:57Z,3csngjh4kjgpkfayppiwfbw2c,B. Montgomery,,,5718412115,213,4.06,5718412109,140,43.6,5718412111,141,81.6,5718412107,56,Back,5718412113,212,17.4,5718412105,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813158705,14,50,1,0,59,2iwybwokic7nmr1t33abdbjoq,1,40.8,78.4,2025-05-11T01:07:57.694Z,2025-05-11T02:10:05Z,39jhew6iao7uriko5shx2tnje,J. Scearce,,,5718446671,286,,5718452011,233,84,5718412131,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813164653,84,7,1,0,59,bk3zg8yaj5uoqhxzwons3bo8a,1,59.2,21.6,2025-05-11T01:07:57.695Z,2025-05-11T02:10:04Z,bhzsz7pbe6pbwojtc1mi8m28l,M. Akale,,,5718451911,56,Center,5718451983,233,14,5718451913,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813158795,12,1,1,1,4,bk3zg8yaj5uoqhxzwons3bo8a,1,71.2,40.1,2025-05-11T01:08:02.643Z,2025-05-11T02:05:53Z,1iyhipdn84for8bbxb07kw4x5,T. Amang,1.0,,5718412699,212,8.0,5718412697,141,50.4,5718412701,213,1.08,5718412691,56,Center,5718622501,210,15,5718622503,154,,5718412693,140,74.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813158801,13,15,1,1,6,bk3zg8yaj5uoqhxzwons3bo8a,1,79.2,48.4,2025-05-11T01:08:04.738Z,2025-05-11T02:05:54Z,ew8oodr9hiuqve7xlz24xznfu,M. Vargas,,,5718622533,146,86.8,5718622529,102,51.8,5718412767,56,Center,5718622551,233,15,5718622519,78,,5718622535,147,49.6,5718622525,55,12,5718622523,154,,5718622539,231,51.6,5718622415,20,5718622531,103,19,5718412763,22,5718622521,29,5718622419,82,5718412765,18,5718622537,230,99.0,,,,,
2813158817,15,10,1,1,6,2iwybwokic7nmr1t33abdbjoq,1,13.2,50.4,2025-05-11T01:08:04.838Z,2025-05-11T02:05:54Z,e23yyl43xtcve09dx234uuj8,A. Essengue,,,5718412847,94,,5718412851,56,Back,5718622571,233,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813158897,17,1,1,1,10,2iwybwokic7nmr1t33abdbjoq,0,25.2,25.1,2025-05-11T01:08:08.842Z,2025-05-11T01:08:10Z,6ahu72g0u39bxbjiz7ggefai1,N. Okello,,,5718413313,213,5.12,5718413311,212,12.9,5718413305,56,Back,5718413309,141,7.7,5718413307,140,30.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813158925,14,8,1,1,14,bk3zg8yaj5uoqhxzwons3bo8a,1,60.3,95.0,2025-05-11T01:08:12.851Z,2025-05-11T01:08:12Z,9za3fwnri7qk1dutb4iwmh6g9,C. Gloster,,,5718413505,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813158937,15,5,1,1,15,bk3zg8yaj5uoqhxzwons3bo8a,0,62.2,101.6,2025-05-11T01:08:13.898Z,2025-05-11T02:09:08Z,9za3fwnri7qk1dutb4iwmh6g9,C. Gloster,,,5718413591,56,Left,5718415307,233,18,5718413593,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813159209,18,5,1,1,15,2iwybwokic7nmr1t33abdbjoq,1,37.8,-1.6,2025-05-11T01:08:13.898Z,2025-05-11T04:31:25Z,6ahu72g0u39bxbjiz7ggefai1,N. Okello,,,5718415231,56,Back,5718415281,233,15,5718415233,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813159279,19,1,1,1,33,2iwybwokic7nmr1t33abdbjoq,1,31.8,0.0,2025-05-11T01:08:32.222Z,2025-05-11T01:08:36Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5718415629,140,48.0,5718415627,56,Back,5718415633,212,18.4,5718415631,141,8.6,5718415635,213,0.39,5718415625,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813159319,20,1,1,1,37,2iwybwokic7nmr1t33abdbjoq,1,48.0,8.6,2025-05-11T01:08:36.022Z,2025-05-11T01:08:39Z,74bhj4xi5zgq6evsr4c766p04,H. Avayevu,,,5718415911,1,,5718415909,213,0.08,5718415907,212,50.7,5718415905,141,14.8,5718415899,56,Right,5718415901,140,96.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813159343,21,1,1,1,37,2iwybwokic7nmr1t33abdbjoq,0,96.1,14.8,2025-05-11T01:08:36.295Z,2025-05-11T02:09:03Z,4x3md4d2zvyvxlhtqp0ocvmqx,R. Cabral,,,5718416009,141,16.4,5718417333,236,,5718416007,140,95.7,5718417335,233,16,5718416013,212,1.2,5718416001,2,,5718416005,56,Right,5718416017,213,1.94,5718417339,286,,,,,,,,,,,,,,,,,,,,,,
2813159445,16,12,1,1,38,bk3zg8yaj5uoqhxzwons3bo8a,1,5.2,88.0,2025-05-11T01:08:36.395Z,2025-05-11T02:09:03Z,djau5chcmoyiyq28jt9ypzh4a,O. Jabang,,,5718416601,185,,5718416603,56,Back,5718630045,233,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813159461,17,6,1,1,43,bk3zg8yaj5uoqhxzwons3bo8a,0,4.9,86.4,2025-05-11T01:08:41.630Z,2025-05-11T03:20:07Z,djau5chcmoyiyq28jt9ypzh4a,O. Jabang,,,5718629783,233,22,5718416825,56,Back,5718416827,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813159359,22,6,1,1,43,2iwybwokic7nmr1t33abdbjoq,1,95.1,13.6,2025-05-11T01:08:41.630Z,2025-05-11T03:20:07Z,4x3md4d2zvyvxlhtqp0ocvmqx,R. Cabral,,,5718629753,233,17,5718416221,56,Right,5718416223,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813160059,23,1,1,2,14,2iwybwokic7nmr1t33abdbjoq,1,99.5,0.5,2025-05-11T01:09:12.965Z,2025-05-11T01:10:12Z,74bhj4xi5zgq6evsr4c766p04,H. Avayevu,1.0,,5718424261,210,13,5718420447,2,,5718420459,141,55.7,5718420453,224,,5718420461,212,38.3,5718420455,56,Center,5718424265,154,,5718420449,6,,5718420457,140,92.1,5718420465,1,5718420451,155,,5718420463,213,,,,,,,,,,1.77,,,,
2813160063,24,13,1,2,24,2iwybwokic7nmr1t33abdbjoq,1,93.3,53.6,2025-05-11T01:09:22.917Z,2025-05-11T03:54:23Z,39jhew6iao7uriko5shx2tnje,J. Scearce,,,5718424299,55,23,5718420493,56,Center,5718424295,29,,5718423865,25,,5718424293,86,,5718424307,230,99.8,5718423873,328,,5718424297,154,,5718423867,15,,5718424303,102,5718420491,17,,5718424305,103,5718424309,231,,,,,,,,47.2,58.5,52.0,,
2813160055,18,43,1,2,25,bk3zg8yaj5uoqhxzwons3bo8a,1,0.0,0.0,2025-05-11T01:09:23.315Z,2025-05-11T01:10:06Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,,5718420423,56,Back,5718420429,285,0,5718423825,144,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813160097,19,5,1,2,26,bk3zg8yaj5uoqhxzwons3bo8a,1,-0.6,43.1,2025-05-11T01:09:24.338Z,2025-05-11T04:31:26Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,,5718420723,56,Back,5718421011,233,25,5718420725,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813160145,25,5,1,2,26,2iwybwokic7nmr1t33abdbjoq,0,100.6,56.9,2025-05-11T01:09:24.338Z,2025-05-11T04:31:26Z,39jhew6iao7uriko5shx2tnje,J. Scearce,,,5718420959,56,Center,5718421031,233,19,5718420965,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813160151,26,43,1,2,31,2iwybwokic7nmr1t33abdbjoq,1,0.0,0.0,2025-05-11T01:09:29.749Z,2025-05-11T01:09:33Z,39jhew6iao7uriko5shx2tnje,J. Scearce,,,5718421317,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813160389,20,1,1,2,45,bk3zg8yaj5uoqhxzwons3bo8a,1,4.7,39.7,2025-05-11T01:09:43.360Z,2025-05-11T01:09:45Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,,5718422373,140,7.2,5718422375,141,50.0,5718422371,56,Back,5718422377,212,7.5,5718422379,213,1.21,5718422369,124,,5718422385,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813160407,21,1,1,2,47,bk3zg8yaj5uoqhxzwons3bo8a,0,21.9,53.7,2025-05-11T01:09:45.463Z,2025-05-11T01:09:47Z,zczt4alpawz5522hff8x39p1,A. Tambakis,,,5718422493,213,0.39,5718422483,155,,5718422495,1,,5718422491,212,52.7,5718422485,56,Left,5718422489,141,83.0,5718422487,140,68.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813160443,27,1,1,2,50,2iwybwokic7nmr1t33abdbjoq,0,27.1,13.6,2025-05-11T01:09:48.924Z,2025-05-11T02:09:13Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5718422789,140,34.3,5718422787,56,Back,5718422785,3,,5718422795,213,0.52,5718422791,141,19.9,5718422793,212,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813160439,22,61,1,2,54,bk3zg8yaj5uoqhxzwons3bo8a,1,65.2,80.2,2025-05-11T01:09:52.668Z,2025-05-11T01:09:52Z,7b346y8ad54mkc0h1343ybs2x,Luiz Fernando,,,5718422779,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813160487,29,1,1,2,54,2iwybwokic7nmr1t33abdbjoq,1,34.3,19.9,2025-05-11T01:09:52.917Z,2025-05-11T01:09:55Z,6ahu72g0u39bxbjiz7ggefai1,N. Okello,,,5718422989,141,14.6,5718422995,213,3.70,5718422985,140,28.8,5718422981,56,Back,5718422993,212,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813160491,30,50,1,2,56,2iwybwokic7nmr1t33abdbjoq,1,29.4,14.3,2025-05-11T01:09:54.797Z,2025-05-11T02:10:05Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5718423015,56,Back,5718423017,285,,5718423191,233,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813160507,23,7,1,2,56,bk3zg8yaj5uoqhxzwons3bo8a,1,70.6,85.7,2025-05-11T01:09:54.798Z,2025-05-11T02:10:05Z,7b346y8ad54mkc0h1343ybs2x,Luiz Fernando,,,5718423127,286,,5718423125,56,Left,5718423177,233,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813160545,25,1,1,3,0,bk3zg8yaj5uoqhxzwons3bo8a,0,96.3,85.0,2025-05-11T01:09:59.207Z,2025-05-11T01:10:00Z,1iyhipdn84for8bbxb07kw4x5,T. Amang,,,5718423319,2,,5718423333,213,4.05,5718423417,286,,5718423329,141,79.6,5718423411,236,,5718423325,56,Left,5718423331,212,4.6,5718423327,140,93.6,5718423413,233,31,5718423321,155,,,,,,,,,,,,,,,,,,,
2813160553,31,12,1,3,1,2iwybwokic7nmr1t33abdbjoq,1,3.4,25.8,2025-05-11T01:09:59.307Z,2025-05-11T01:10:04Z,e23yyl43xtcve09dx234uuj8,A. Essengue,,,5718423357,56,Back,5718423487,233,25,5718423355,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813160583,26,6,1,3,2,bk3zg8yaj5uoqhxzwons3bo8a,1,98.4,78.2,2025-05-11T01:10:00.910Z,2025-05-11T01:10:06Z,1iyhipdn84for8bbxb07kw4x5,T. Amang,,,5718423579,56,Center,5718423581,73,,5718423593,233,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813160575,32,6,1,3,2,2iwybwokic7nmr1t33abdbjoq,0,1.6,21.8,2025-05-11T01:10:00.910Z,2025-05-11T03:20:08Z,e23yyl43xtcve09dx234uuj8,A. Essengue,,,5718423527,56,Back,5718423529,73,,5718423607,233,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813160879,27,1,1,3,25,bk3zg8yaj5uoqhxzwons3bo8a,1,99.5,99.5,2025-05-11T01:10:24.262Z,2025-05-11T01:10:32Z,ew8oodr9hiuqve7xlz24xznfu,M. Vargas,,,5718425317,213,3.49,5718425313,141,93.0,5718425307,6,,5718425315,212,13.0,5718425309,56,Left,5718425311,140,87.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813160885,28,1,1,3,28,bk3zg8yaj5uoqhxzwons3bo8a,1,83.4,91.5,2025-05-11T01:10:26.944Z,2025-05-11T01:10:32Z,bhzsz7pbe6pbwojtc1mi8m28l,M. Akale,,,5718425383,213,4.21,5718425373,140,67.2,5718425379,212,35.5,5718425371,56,Center,5718425375,141,45.7,5718425819,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813161003,29,1,1,3,35,bk3zg8yaj5uoqhxzwons3bo8a,1,66.2,39.5,2025-05-11T01:10:33.951Z,2025-05-11T02:06:54Z,caxfn5xu1taewgtxil6ah2rjd,Z. Bailey,,,5718426017,212,27.5,5718426019,213,0.88,5718426015,141,70.6,5718426011,56,Center,5718426009,155,,5718426013,140,82.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813161065,30,1,1,3,38,bk3zg8yaj5uoqhxzwons3bo8a,1,83.1,70.6,2025-05-11T01:10:36.334Z,2025-05-11T01:10:38Z,bhzsz7pbe6pbwojtc1mi8m28l,M. Akale,,,5718426319,56,Center,5718426327,213,3.05,5718426323,141,71.7,5718426321,140,75.4,5718426325,212,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
