id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value
2813202595,9,1,1,0,17,7neuneh44n9rtsfsh6r0sb9no,1,31.8,26.4,2025-05-11T02:10:37.508Z,2025-05-11T02:52:55Z,271x0k4dhjqn4h7ecmt44pzo5,R. López,,,5718634321,56,Back,5718634331,213,2.19,5718634327,212,11.9,5718634323,140,25.2,5718634325,141,40.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813202657,10,1,1,0,18,7neuneh44n9rtsfsh6r0sb9no,1,23.5,41.6,2025-05-11T02:10:39.380Z,2025-05-11T02:52:57Z,do8svqsgqomasmzdwwsgg7qlm,C. Parano,,,5718634577,213,1.22,5718634569,56,Back,5718634571,140,30.1,5718634575,212,20.1,5718634573,141,69.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813218243,302,1,1,0,20,7neuneh44n9rtsfsh6r0sb9no,1,34.4,25.9,2025-05-11T02:10:41.106Z,2025-05-11T02:53:39Z,5u1uufcs8jlvvkzodpi5ykovd,J. Timmer,,,5718721725,56,Back,5718721735,213,2.44,5718721727,140,22.1,5718721729,141,41.8,5718721731,212,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813218311,303,1,1,0,30,7neuneh44n9rtsfsh6r0sb9no,1,23.5,46.3,2025-05-11T02:10:51.243Z,2025-05-11T02:54:24Z,b7hyxpaqt3ymfbuah1yop5rai,F. Kleemann,,,5718722081,140,31.7,5718722087,213,1.13,5718722079,56,Back,5718722083,141,73.3,5718722085,212,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813202665,11,1,1,0,31,7neuneh44n9rtsfsh6r0sb9no,0,55.3,87.5,2025-05-11T02:10:51.444Z,2025-05-11T02:54:25Z,bgxiot2ugkc6t5jchxewen4k5,L. Desmond,,,5718634611,56,Center,5718634619,213,5.70,5718634609,155,,5718634617,212,31.3,5718634613,140,80.2,5718634615,141,62.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813202669,9,12,1,0,33,8cpjplodpphtkbt0hq8sr8mqs,1,22.2,34.5,2025-05-11T02:10:53.458Z,2025-05-11T02:10:56Z,97d0drjb3zqkh5ozfufg17nys,P. Hogan,,,5718634659,15,,5718634651,140,3.5,5718634653,141,72.6,5718634655,212,32.5,5718634649,56,Back,5718634657,213,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813202765,11,1,1,0,43,8cpjplodpphtkbt0hq8sr8mqs,1,10.4,51.9,2025-05-11T02:11:03.819Z,2025-05-11T02:11:07Z,d38osra1p83cgtmrwqt6w60yy,H. Sulte,,,5718635159,141,78.5,5718635161,212,19.6,5718635157,140,17.5,5718635153,123,,5718635163,213,1.18,5718635155,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813202787,12,1,1,0,46,8cpjplodpphtkbt0hq8sr8mqs,0,10.0,91.2,2025-05-11T02:11:07.370Z,2025-05-11T02:11:09Z,54yx5xkqrktd2hp0sxjx6hm8l,J. Musa,,,5718635275,212,38.7,5718635273,141,88.0,5718635267,155,,5718635277,213,6.23,5718635279,1,,5718635269,56,Back,5718635271,140,46.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813202813,12,1,1,0,50,7neuneh44n9rtsfsh6r0sb9no,1,46.5,22.2,2025-05-11T02:11:11.373Z,2025-05-11T02:54:41Z,271x0k4dhjqn4h7ecmt44pzo5,R. López,,,5718635375,3,,5718635381,141,24.4,5718635377,56,Center,5718635385,213,0.26,5718635383,212,5.8,5718635379,140,51.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813202815,13,1,1,0,51,7neuneh44n9rtsfsh6r0sb9no,0,53.8,23.9,2025-05-11T02:11:11.557Z,2025-05-11T02:18:53Z,2054x8z63k74or3inr9sl0bu1,L. Fernandes,,,5718635421,141,22.8,5718635419,140,52.5,5718635417,56,Center,5718635423,212,1.6,5718635415,155,,5718635425,213,3.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813202825,13,1,1,0,52,8cpjplodpphtkbt0hq8sr8mqs,1,29.9,93.6,2025-05-11T02:11:13.026Z,2025-05-11T02:12:43Z,637c2iedo7modc3ekt36c2m7d,A. Stanley,,,5718635479,141,94.6,5718635483,213,0.05,5718635473,3,,5718635481,212,12.9,5718635475,56,Back,5718635477,140,42.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813202833,14,43,1,0,54,8cpjplodpphtkbt0hq8sr8mqs,1,0.0,0.0,2025-05-11T02:11:14.883Z,2025-05-11T03:12:24Z,9tispdm7tc3te31awsfcmd905,A. Quinn,,,5718751109,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813202855,15,1,1,0,54,8cpjplodpphtkbt0hq8sr8mqs,0,41.2,95.0,2025-05-11T02:11:15.074Z,2025-05-11T02:11:18Z,9tispdm7tc3te31awsfcmd905,A. Quinn,,,5718635615,56,Left,5718635631,213,6.28,5718635635,1,,5718635623,141,94.8,5718635627,212,36.4,5718635619,140,75.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813202897,15,1,1,0,58,7neuneh44n9rtsfsh6r0sb9no,1,29.9,14.7,2025-05-11T02:11:18.613Z,2025-05-11T02:11:21Z,5u1uufcs8jlvvkzodpi5ykovd,J. Timmer,,,5718635749,212,23.2,5718635751,213,2.68,5718635747,141,29.8,5718635743,56,Back,5718635745,140,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813202921,16,1,1,1,2,7neuneh44n9rtsfsh6r0sb9no,0,10.5,29.4,2025-05-11T02:11:22.996Z,2025-05-11T02:11:25Z,9l35nvd07jhy457u1yehm3gx6,D. Vitiello,,,5718635881,1,,5718635873,140,45.9,5718635875,141,15.8,5718635879,213,6.04,5718635871,56,Back,5718635869,157,,5718635877,212,38.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813202931,16,1,1,1,5,8cpjplodpphtkbt0hq8sr8mqs,0,54.3,86.8,2025-05-11T02:11:25.763Z,2025-05-11T02:11:26Z,637c2iedo7modc3ekt36c2m7d,A. Stanley,,,5718635911,3,,5718635919,212,12.9,5718635915,140,63.4,5718635913,56,Center,5718635917,141,74.1,5718635921,213,5.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813203007,17,1,1,1,10,7neuneh44n9rtsfsh6r0sb9no,1,32.7,15.0,2025-05-11T02:11:31.221Z,2025-05-11T02:56:46Z,271x0k4dhjqn4h7ecmt44pzo5,R. López,,,5718636333,212,28.3,5718636335,213,2.76,5718636329,140,7.7,5718636331,141,30.4,5718636327,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813203051,18,1,1,1,14,7neuneh44n9rtsfsh6r0sb9no,1,6.4,35.5,2025-05-11T02:11:35.141Z,2025-05-11T02:11:39Z,9l35nvd07jhy457u1yehm3gx6,D. Vitiello,,,5718636555,213,1.38,5718636553,212,20.1,5718636549,140,10.0,5718636547,56,Back,5718636551,141,64.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813203101,19,1,1,1,19,7neuneh44n9rtsfsh6r0sb9no,1,23.3,72.3,2025-05-11T02:11:39.717Z,2025-05-11T02:11:46Z,b7hyxpaqt3ymfbuah1yop5rai,F. Kleemann,,,5718636759,140,31.8,5718636761,141,83.2,5718636757,56,Back,5718636763,212,11.6,5718636765,213,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813203123,20,1,1,1,25,7neuneh44n9rtsfsh6r0sb9no,1,55.5,86.0,2025-05-11T02:11:46.389Z,2025-05-11T02:11:49Z,bgxiot2ugkc6t5jchxewen4k5,L. Desmond,,,5718636871,56,Back,5718636879,213,3.81,5718636877,212,16.9,5718636873,140,42.9,5718636875,141,70.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813203169,21,1,1,1,28,7neuneh44n9rtsfsh6r0sb9no,1,41.5,70.2,2025-05-11T02:11:48.829Z,2025-05-11T02:11:52Z,b7hyxpaqt3ymfbuah1yop5rai,F. Kleemann,,,5718637093,140,42.9,5718637095,141,38.6,5718637097,212,21.5,5718637091,56,Back,5718637099,213,4.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813203233,22,1,1,1,31,7neuneh44n9rtsfsh6r0sb9no,1,42.8,37.4,2025-05-11T02:11:52.117Z,2025-05-11T02:11:58Z,5u1uufcs8jlvvkzodpi5ykovd,J. Timmer,,,5718637397,212,23.5,5718637399,213,5.48,5718637389,56,Right,5718637395,141,12.6,5718637393,140,58.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813203267,23,1,1,1,37,7neuneh44n9rtsfsh6r0sb9no,1,58.6,14.4,2025-05-11T02:11:57.869Z,2025-05-11T02:57:18Z,do8svqsgqomasmzdwwsgg7qlm,C. Parano,,,5718637581,140,50.8,5718637587,213,3.19,5718637583,141,13.8,5718637579,56,Right,5718637585,212,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813203279,24,1,1,1,40,7neuneh44n9rtsfsh6r0sb9no,1,50.8,13.8,2025-05-11T02:12:00.717Z,2025-05-11T02:12:02Z,5u1uufcs8jlvvkzodpi5ykovd,J. Timmer,,,5718637653,213,2.02,5718637649,141,46.9,5718637645,56,Back,5718637647,140,40.5,5718637651,212,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813203307,25,1,1,1,41,7neuneh44n9rtsfsh6r0sb9no,1,40.5,46.9,2025-05-11T02:12:02.085Z,2025-05-11T02:12:04Z,b7hyxpaqt3ymfbuah1yop5rai,F. Kleemann,,,5718637755,213,0.27,5718637753,212,12.1,5718637749,140,51.6,5718637747,56,Center,5718637751,141,51.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813203383,26,1,1,1,43,7neuneh44n9rtsfsh6r0sb9no,1,52.1,51.6,2025-05-11T02:12:04.301Z,2025-05-11T02:12:11Z,271x0k4dhjqn4h7ecmt44pzo5,R. López,,,5718638095,141,76.9,5718638093,140,63.1,5718638097,212,20.7,5718638091,56,Center,5718638099,213,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813203427,27,1,1,1,51,7neuneh44n9rtsfsh6r0sb9no,1,59.3,76.7,2025-05-11T02:12:11.758Z,2025-05-11T02:12:17Z,bgxiot2ugkc6t5jchxewen4k5,L. Desmond,,,5718638289,141,48.2,5718638293,213,4.48,5718638287,140,54.9,5718638285,56,Center,5718638291,212,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813203405,17,43,1,1,54,8cpjplodpphtkbt0hq8sr8mqs,1,0.0,0.0,2025-05-11T02:12:14.811Z,2025-05-11T02:12:39Z,9tispdm7tc3te31awsfcmd905,A. Quinn,,,5718639125,144,83,5718638563,399,do8svqsgqomasmzdwwsgg7qlm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813203429,28,4,1,1,55,7neuneh44n9rtsfsh6r0sb9no,1,62.6,35.6,2025-05-11T02:12:16.178Z,2025-05-11T02:12:32Z,do8svqsgqomasmzdwwsgg7qlm,C. Parano,,,5718638317,56,Center,5718638321,265,,5718638319,152,,5718638315,13,,5718638325,233,18,5718638323,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813203417,18,4,1,1,55,8cpjplodpphtkbt0hq8sr8mqs,0,37.4,64.4,2025-05-11T02:12:16.179Z,2025-05-11T02:12:24Z,9tispdm7tc3te31awsfcmd905,A. Quinn,,,5718638331,233,28,5718638279,152,,5718638283,285,,5718638281,265,,5718638275,13,,5718638277,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813203783,30,1,1,2,42,7neuneh44n9rtsfsh6r0sb9no,0,63.8,33.3,2025-05-11T02:13:02.838Z,2025-05-11T02:13:13Z,271x0k4dhjqn4h7ecmt44pzo5,R. López,,,5718640057,213,0.39,5718640049,56,Center,5718640055,212,36.9,5718640053,141,53.9,5718640047,152,,5718640059,1,,5718640051,140,96.3,5718640045,155,,5718640043,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813203823,20,1,1,2,51,8cpjplodpphtkbt0hq8sr8mqs,1,6.3,43.9,2025-05-11T02:13:11.940Z,2025-05-11T02:13:14Z,d38osra1p83cgtmrwqt6w60yy,H. Sulte,,,5718640237,56,Back,5718640247,1,,5718640241,141,5.2,5718640239,140,26.6,5718640245,213,5.39,5718640235,123,,5718640243,212,33.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813203873,21,1,1,2,53,8cpjplodpphtkbt0hq8sr8mqs,1,27.8,4.4,2025-05-11T02:13:14.036Z,2025-05-11T02:13:22Z,n6ubi9lw3fjau0xzvd09myqy,J. O'Brien,,,5718640507,141,14.7,5718640503,56,Back,5718640505,140,15.6,5718640511,213,2.64,5718640509,212,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813203887,22,1,1,3,1,8cpjplodpphtkbt0hq8sr8mqs,0,7.1,11.4,2025-05-11T02:13:22.181Z,2025-05-11T02:13:24Z,arxprecroj7kqwx1tmkhhfsdm,B. Ofeimu,,,5718640569,56,Back,5718640571,140,47.0,5718640579,1,,5718640577,213,6.18,5718640567,157,,5718640573,141,4.9,5718640575,212,42.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813203893,31,1,1,3,4,7neuneh44n9rtsfsh6r0sb9no,0,74.0,85.4,2025-05-11T02:13:24.686Z,2025-05-11T02:13:25Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,,,5718640621,141,75.6,5718640619,140,79.5,5718640617,56,Center,5718640623,212,8.8,5718640625,213,5.43,5718640615,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813203927,23,1,1,3,5,8cpjplodpphtkbt0hq8sr8mqs,1,34.0,17.3,2025-05-11T02:13:26.332Z,2025-05-11T02:13:59Z,2co6fedrz8anjzy9ise76dplh,J. Blake,,,5718640839,212,30.6,5718640841,213,6.05,5718640837,141,7.1,5718640833,56,Right,5718640835,140,62.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813203951,24,50,1,3,11,8cpjplodpphtkbt0hq8sr8mqs,1,68.6,7.4,2025-05-11T02:13:32.228Z,2025-05-11T02:38:54Z,d50x000h9o6i8kd8aihie4lx,M. Foster,,,5718640953,56,Right,5718644939,233,43,5718641765,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813204471,43,7,1,3,11,7neuneh44n9rtsfsh6r0sb9no,1,31.4,92.6,2025-05-11T02:13:32.229Z,2025-05-11T02:38:54Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,,,5718643563,285,,5718644931,233,24,5718643561,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813204097,32,1,1,3,18,7neuneh44n9rtsfsh6r0sb9no,1,6.8,60.9,2025-05-11T02:13:38.897Z,2025-05-11T02:13:49Z,9l35nvd07jhy457u1yehm3gx6,D. Vitiello,,,5718641629,213,5.11,5718641621,56,Back,5718641623,140,13.5,5718641625,141,36.6,5718641627,212,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
