id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/15/value,qualifier/18/value
2797556927,13,1,1,0,43,87c66ubwpzykovmkaf1t46bis,1,42.6,75.6,2025-04-06T20:08:52.559Z,2025-04-06T20:17:19Z,61rlxmejof8zjv8uw3sk1l045,J. Medranda,,,5632273283,140,35.7,5632273285,141,67.3,5632273287,212,9.2,5632273289,213,3.80,5632273281,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797556971,14,1,1,0,52,87c66ubwpzykovmkaf1t46bis,1,31.5,65.1,2025-04-06T20:09:01.047Z,2025-04-06T20:17:23Z,371fgwtxyfnnu6m4pmq7s55ud,A. Souahy,,,5632273535,213,4.75,5632273533,212,21.6,5632273527,56,Back,5632273531,141,33.4,5632273529,140,32.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797556983,15,1,1,0,55,87c66ubwpzykovmkaf1t46bis,0,31.9,32.5,2025-04-06T20:09:04.919Z,2025-04-06T20:09:05Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,,5632273597,155,,5632273601,140,52.0,5632273603,141,42.2,5632273605,212,22.1,5632273607,213,0.30,5632273599,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797557011,16,1,1,0,57,87c66ubwpzykovmkaf1t46bis,1,59.1,47.8,2025-04-06T20:09:06.863Z,2025-04-06T20:09:08Z,4ceaxb019rb6flsigsqo80rca,L. Haakenson,,,5632273791,213,3.59,5632273787,141,46.1,5632273789,212,2.7,5632273785,140,56.8,5632273783,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797557059,17,1,1,0,58,87c66ubwpzykovmkaf1t46bis,1,57.1,45.1,2025-04-06T20:09:07.903Z,2025-04-06T20:09:12Z,4695nvcz8lcrklltxvalcizmd,J. Agudelo,,,5632274157,141,34.5,5632274159,212,9.1,5632274161,213,4.05,5632274153,56,Center,5632274155,140,51.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797557071,18,1,1,1,3,87c66ubwpzykovmkaf1t46bis,1,48.6,51.9,2025-04-06T20:09:12.465Z,2025-04-06T20:17:48Z,8gxutqok71ycyk3ojmudrqtck,L. Berrón,,,5632309905,56,Center,5632309913,213,0.54,5632309911,212,8.0,5632309909,141,57.9,5632309907,140,55.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797557121,19,1,1,1,4,87c66ubwpzykovmkaf1t46bis,1,61.5,43.9,2025-04-06T20:09:13.911Z,2025-04-06T20:09:17Z,4695nvcz8lcrklltxvalcizmd,J. Agudelo,,,5632274549,141,59.0,5632274545,56,Center,5632274547,140,52.7,5632274553,213,2.30,5632274551,212,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797557153,20,1,1,1,8,87c66ubwpzykovmkaf1t46bis,1,44.2,66.6,2025-04-06T20:09:17.407Z,2025-04-06T22:14:14Z,371fgwtxyfnnu6m4pmq7s55ud,A. Souahy,,,5632274747,213,0.53,5632274743,141,73.9,5632274745,212,9.8,5632274741,140,52.2,5632274737,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797557207,21,1,1,1,10,87c66ubwpzykovmkaf1t46bis,1,58.4,80.0,2025-04-06T20:09:19.847Z,2025-04-06T22:13:58Z,61rlxmejof8zjv8uw3sk1l045,J. Medranda,,,5632275029,140,46.4,5632275035,213,4.10,5632275033,212,22.0,5632275027,56,Back,5632275031,141,53.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797557237,22,1,1,1,15,87c66ubwpzykovmkaf1t46bis,1,46.4,53.3,2025-04-06T20:09:24.430Z,2025-04-06T20:09:25Z,bzu3rjr0r2qmxluguyseq5sdl,A. Soto,,,5632275173,56,Back,5632275181,213,4.56,5632275175,140,44.4,5632275177,141,33.1,5632275179,212,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797557265,23,1,1,1,16,87c66ubwpzykovmkaf1t46bis,1,43.9,32.5,2025-04-06T20:09:25.431Z,2025-04-06T20:09:28Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,,5632275347,141,16.5,5632275349,212,15.6,5632275343,56,Right,5632275345,140,54.5,5632275351,213,5.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797557283,24,1,1,1,18,87c66ubwpzykovmkaf1t46bis,1,55.6,15.8,2025-04-06T20:09:27.919Z,2025-04-06T22:29:53Z,9623rc4ywvt5nvq15qknn9l3o,J. Osorio,,,5632275509,141,24.3,5632275507,140,51.1,5632275511,212,7.5,5632275513,213,2.26,5632275505,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797557319,25,1,1,1,21,87c66ubwpzykovmkaf1t46bis,1,48.5,31.9,2025-04-06T20:09:30.256Z,2025-04-06T22:29:11Z,bzu3rjr0r2qmxluguyseq5sdl,A. Soto,,,5632275711,140,61.0,5632275715,212,14.4,5632275713,141,23.1,5632275709,56,Center,5632275717,213,5.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797557385,27,1,1,1,23,87c66ubwpzykovmkaf1t46bis,1,63.7,18.8,2025-04-06T20:09:32.807Z,2025-04-06T22:15:19Z,zd582wgzhdcz8n6oipywt3vt,J. Hernández,,,5632705759,141,16.6,5632705757,140,72.2,5632705765,213,6.12,5632705755,56,Right,5632705763,212,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797557381,26,50,1,1,24,87c66ubwpzykovmkaf1t46bis,1,74.0,17.4,2025-04-06T20:09:33.055Z,2025-04-06T22:49:12Z,2ug51dfg4oerpnbudnkw497je,J. LaCava,,,5632276051,56,Right,5632757875,233,3,5632757841,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797557415,3,7,1,1,24,2iwybwokic7nmr1t33abdbjoq,1,26.0,82.6,2025-04-06T20:09:33.056Z,2025-04-06T22:49:11Z,3csngjh4kjgpkfayppiwfbw2c,B. Montgomery,,,5632757871,233,26,5632276213,56,Back,5632276215,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797557477,5,1,1,1,33,2iwybwokic7nmr1t33abdbjoq,1,24.9,92.9,2025-04-06T20:09:42.366Z,2025-04-06T20:09:43Z,7lzda1yh1eixs7rqn46y1ulpm,E. Cuello,,,5632276539,140,17.2,5632276537,56,Back,5632276541,141,91.4,5632276549,213,3.27,5632276545,212,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797557497,6,1,1,1,34,2iwybwokic7nmr1t33abdbjoq,0,17.2,91.4,2025-04-06T20:09:43.662Z,2025-04-06T20:09:45Z,3csngjh4kjgpkfayppiwfbw2c,B. Montgomery,,,5632276677,213,6.26,5632276669,56,Back,5632276679,1,,5632276671,140,33.9,5632276675,212,17.5,5632276673,141,90.8,5632276667,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797557563,28,61,1,1,41,87c66ubwpzykovmkaf1t46bis,0,57.6,10.6,2025-04-06T20:09:50.230Z,2025-04-06T20:09:50Z,8gxutqok71ycyk3ojmudrqtck,L. Berrón,,,5632277041,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797557575,7,5,1,1,41,2iwybwokic7nmr1t33abdbjoq,1,39.4,101.3,2025-04-06T20:09:50.543Z,2025-04-06T22:26:34Z,3csngjh4kjgpkfayppiwfbw2c,B. Montgomery,,,5632277159,233,29,5632277097,56,Back,5632277101,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797557585,29,5,1,1,41,87c66ubwpzykovmkaf1t46bis,0,60.6,-1.3,2025-04-06T20:09:50.543Z,2025-04-06T22:58:28Z,8gxutqok71ycyk3ojmudrqtck,L. Berrón,,,5632277123,56,Right,5632277125,347,,5632277195,233,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797557637,8,1,1,1,42,2iwybwokic7nmr1t33abdbjoq,1,33.2,100.0,2025-04-06T20:09:51.758Z,2025-04-06T22:26:39Z,7lzda1yh1eixs7rqn46y1ulpm,E. Cuello,,,5632277399,56,Back,5632277401,140,40.4,5632277403,141,89.9,5632277405,212,10.7,5632277397,107,,5632277407,213,5.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797557689,9,1,1,1,46,2iwybwokic7nmr1t33abdbjoq,1,40.1,90.9,2025-04-06T20:09:55.046Z,2025-04-06T20:09:58Z,4x3md4d2zvyvxlhtqp0ocvmqx,R. Cabral,,,5632277657,141,92.3,5632277653,56,Back,5632277655,140,38.6,5632277659,212,1.8,5632277661,213,2.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797557707,10,1,1,1,49,2iwybwokic7nmr1t33abdbjoq,0,50.2,87.5,2025-04-06T20:09:58.094Z,2025-04-06T20:09:59Z,7lzda1yh1eixs7rqn46y1ulpm,E. Cuello,,,5632277789,56,Center,5632277795,141,62.9,5632277801,213,5.87,5632277799,212,41.8,5632277805,1,,5632277791,140,86.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797557989,31,1,1,1,54,87c66ubwpzykovmkaf1t46bis,1,10.9,36.3,2025-04-06T20:10:03.133Z,2025-04-06T20:10:19Z,h4nbagq5dsdltn9x62oi0t05,R. Sánchez,,,5632279333,56,Back,5632279335,140,21.9,5632279339,212,13.0,5632279337,141,27.6,5632279341,213,5.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797558031,32,1,1,2,10,87c66ubwpzykovmkaf1t46bis,1,22.8,32.4,2025-04-06T20:10:19.534Z,2025-04-06T20:10:23Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,,5632279547,141,50.0,5632279553,213,1.37,5632279551,212,12.2,5632279543,56,Back,5632279545,140,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797558063,33,1,1,2,13,87c66ubwpzykovmkaf1t46bis,1,24.7,64.0,2025-04-06T20:10:22.909Z,2025-04-06T20:10:26Z,371fgwtxyfnnu6m4pmq7s55ud,A. Souahy,,,5632279749,141,80.6,5632279743,56,Back,5632279745,140,29.8,5632279757,213,1.13,5632279753,212,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797558137,34,1,1,2,16,87c66ubwpzykovmkaf1t46bis,1,32.9,88.9,2025-04-06T20:10:26.012Z,2025-04-06T20:10:31Z,61rlxmejof8zjv8uw3sk1l045,J. Medranda,,,5632280191,140,46.8,5632280195,212,14.8,5632280193,141,85.7,5632280189,56,Back,5632280197,213,6.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797558145,35,4,1,2,22,87c66ubwpzykovmkaf1t46bis,1,56.6,85.2,2025-04-06T20:10:31.253Z,2025-04-06T22:48:59Z,zd582wgzhdcz8n6oipywt3vt,J. Hernández,,,5632280309,13,,5632280317,265,,5632280315,152,,5632280313,56,Left,5632280319,286,,5632280461,233,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797558181,11,4,1,2,22,2iwybwokic7nmr1t33abdbjoq,0,43.4,14.8,2025-04-06T20:10:31.254Z,2025-04-06T22:48:59Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5632280441,265,,5632280437,56,Back,5632280443,285,,5632280439,152,,5632280469,233,35,5632280435,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797558309,36,1,1,2,34,87c66ubwpzykovmkaf1t46bis,1,41.3,76.4,2025-04-06T20:10:43.284Z,2025-04-06T20:10:45Z,61rlxmejof8zjv8uw3sk1l045,J. Medranda,,,5632281155,140,32.2,5632281153,56,Back,5632281161,213,4.24,5632281151,152,,5632281159,212,21.1,5632281149,5,,5632281157,141,48.8,5632281201,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797558403,37,1,1,2,36,87c66ubwpzykovmkaf1t46bis,1,30.5,43.3,2025-04-06T20:10:45.196Z,2025-04-06T20:10:49Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,,5632281637,212,6.5,5632281639,213,1.59,5632281631,56,Back,5632281635,141,52.8,5632281633,140,30.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797558433,38,1,1,2,40,87c66ubwpzykovmkaf1t46bis,1,28.9,63.7,2025-04-06T20:10:49.556Z,2025-04-06T20:10:52Z,371fgwtxyfnnu6m4pmq7s55ud,A. Souahy,,,5632281825,56,Back,5632281829,141,41.5,5632281835,212,15.1,5632281827,140,28.3,5632281839,213,4.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797558549,39,1,1,2,43,87c66ubwpzykovmkaf1t46bis,1,18.9,40.1,2025-04-06T20:10:52.270Z,2025-04-06T20:10:59Z,h4nbagq5dsdltn9x62oi0t05,R. Sánchez,,,5632282483,212,6.4,5632282485,213,0.25,5632282477,140,24.8,5632282481,141,42.4,5632282473,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797558573,40,1,1,2,50,87c66ubwpzykovmkaf1t46bis,1,38.6,43.0,2025-04-06T20:10:59.740Z,2025-04-06T23:00:12Z,bzu3rjr0r2qmxluguyseq5sdl,A. Soto,,,5632282595,140,38.1,5632282593,56,Back,5632282599,212,8.0,5632282597,141,31.2,5632282601,213,4.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797558601,41,1,1,2,53,87c66ubwpzykovmkaf1t46bis,0,40.0,18.2,2025-04-06T20:11:02.531Z,2025-04-06T20:11:03Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,,5632282743,155,,5632282751,212,18.4,5632282745,56,Center,5632282749,141,28.0,5632282747,140,56.3,5632282753,213,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797558611,12,61,1,2,54,2iwybwokic7nmr1t33abdbjoq,0,34.6,52.4,2025-04-06T20:11:03.719Z,2025-04-06T20:11:03Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5632282783,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797558685,42,1,1,2,56,87c66ubwpzykovmkaf1t46bis,1,61.1,31.6,2025-04-06T20:11:05.541Z,2025-04-06T20:11:08Z,4ceaxb019rb6flsigsqo80rca,L. Haakenson,,,5632283143,213,0.83,5632283135,56,Center,5632283141,212,3.9,5632283137,140,63.6,5632283139,141,35.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797558733,43,1,1,2,59,87c66ubwpzykovmkaf1t46bis,1,73.0,56.1,2025-04-06T20:11:08.772Z,2025-04-06T20:11:13Z,zd582wgzhdcz8n6oipywt3vt,J. Hernández,,,5632283397,56,Center,5632283401,141,72.6,5632283399,140,87.0,5632283405,213,0.65,5632283403,212,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797558753,44,1,1,3,4,87c66ubwpzykovmkaf1t46bis,0,96.5,83.6,2025-04-06T20:11:13.707Z,2025-04-06T22:16:18Z,61rlxmejof8zjv8uw3sk1l045,J. Medranda,,,5632283511,213,4.59,5632283507,141,51.0,5632283505,140,93.9,5632283503,56,Center,5632283499,2,,5632283509,212,22.3,5632283501,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797558793,13,12,1,3,9,2iwybwokic7nmr1t33abdbjoq,1,4.9,80.9,2025-04-06T20:11:18.639Z,2025-04-06T20:11:21Z,7lzda1yh1eixs7rqn46y1ulpm,E. Cuello,,,5632283751,213,0.98,5632283907,189,,5632283747,141,91.4,5632283745,140,9.5,5632283743,56,Back,5632283749,212,8.6,5632283795,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797558897,45,61,1,3,17,87c66ubwpzykovmkaf1t46bis,0,82.2,16.5,2025-04-06T20:11:26.355Z,2025-04-06T20:11:26Z,8gxutqok71ycyk3ojmudrqtck,L. Berrón,,,5632284285,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797559147,14,5,1,3,21,2iwybwokic7nmr1t33abdbjoq,1,-1.0,72.8,2025-04-06T20:11:30.148Z,2025-04-06T22:58:28Z,7lzda1yh1eixs7rqn46y1ulpm,E. Cuello,,,5632285733,56,Back,5632758231,233,46,5632285737,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
