id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/11/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2823712037,7,1,1,0,18,224tl8u2smnbyliroayk69nt0,1,35.9,40.0,2025-06-21T23:07:48.509Z,2025-06-21T23:07:50Z,b8lkxvf7fa96tvblx4ilcg2ui,C. Ahl,,,5777132493,56,Back,5777132499,212,11.9,5777132501,213,2.60,5777132497,141,49.1,5777132495,140,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823712055,8,1,1,0,20,224tl8u2smnbyliroayk69nt0,1,26.2,49.1,2025-06-21T23:07:50.356Z,2025-06-21T23:07:52Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5777132581,141,71.8,5777132585,213,1.33,5777132579,140,29.8,5777132577,56,Back,5777132583,212,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823712087,9,1,1,0,22,224tl8u2smnbyliroayk69nt0,1,29.8,71.8,2025-06-21T23:07:52.396Z,2025-06-21T23:07:56Z,6omt3lirajdcqxcbhzk9sobmx,G. Vacter,,,5777132691,140,27.3,5777132695,212,15.1,5777132693,141,49.9,5777132689,56,Back,5777132697,213,4.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823712115,10,1,1,0,26,224tl8u2smnbyliroayk69nt0,1,29.6,59.7,2025-06-21T23:07:56.694Z,2025-06-21T23:08:01Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5777132845,56,Back,5777132847,140,27.2,5777132853,213,1.74,5777132849,141,81.5,5777132851,212,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823712133,11,1,1,0,31,224tl8u2smnbyliroayk69nt0,1,30.3,81.4,2025-06-21T23:08:01.380Z,2025-06-21T23:08:03Z,6omt3lirajdcqxcbhzk9sobmx,G. Vacter,,,5777132935,213,5.81,5777132931,141,74.4,5777132927,56,Back,5777132929,140,39.1,5777132933,212,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823712163,12,1,1,0,33,224tl8u2smnbyliroayk69nt0,1,39.1,74.4,2025-06-21T23:08:03.644Z,2025-06-21T23:08:06Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,,5777133089,212,10.2,5777133083,56,Back,5777133087,141,81.7,5777133085,140,30.6,5777133091,213,2.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823712187,13,1,1,0,36,224tl8u2smnbyliroayk69nt0,1,32.1,79.9,2025-06-21T23:08:06.197Z,2025-06-21T23:08:09Z,6omt3lirajdcqxcbhzk9sobmx,G. Vacter,,,5777133237,140,44.8,5777133235,56,Back,5777133241,212,17.9,5777133239,141,97.4,5777133243,213,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823712201,14,1,1,0,39,224tl8u2smnbyliroayk69nt0,1,44.8,97.4,2025-06-21T23:08:09.640Z,2025-06-21T23:08:11Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,,5777133323,141,80.9,5777133319,56,Back,5777133321,140,35.3,5777133325,212,15.0,5777133327,213,3.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823712219,15,1,1,0,41,224tl8u2smnbyliroayk69nt0,1,35.3,80.9,2025-06-21T23:08:11.349Z,2025-06-21T23:08:13Z,6omt3lirajdcqxcbhzk9sobmx,G. Vacter,,,5777133419,141,57.8,5777133421,212,16.1,5777133423,213,4.50,5777133415,56,Back,5777133417,140,32.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823712229,16,1,1,0,43,224tl8u2smnbyliroayk69nt0,1,32.1,57.8,2025-06-21T23:08:13.508Z,2025-06-21T23:08:15Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5777133501,213,4.70,5777133495,140,31.8,5777133497,141,18.3,5777133499,212,26.9,5777133493,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823712257,17,1,1,0,45,224tl8u2smnbyliroayk69nt0,1,31.8,18.3,2025-06-21T23:08:15.149Z,2025-06-21T23:08:19Z,8pli7fk5kjmt0f9pl6sjsltuy,P. Barnes,,,5777133649,141,35.8,5777133651,212,13.0,5777133653,213,1.99,5777133647,140,26.7,5777133645,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823712275,18,1,1,0,49,224tl8u2smnbyliroayk69nt0,1,29.1,39.2,2025-06-21T23:08:19.181Z,2025-06-21T23:08:22Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5777133751,140,29.0,5777133749,56,Back,5777133755,212,12.7,5777133757,213,1.58,5777133753,141,57.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823712317,19,1,1,0,52,224tl8u2smnbyliroayk69nt0,1,29.0,60.6,2025-06-21T23:08:22.036Z,2025-06-21T23:08:28Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5777133985,141,78.2,5777133981,56,Back,5777133987,212,12.0,5777133989,213,1.50,5777133983,140,29.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823712353,20,1,1,0,58,224tl8u2smnbyliroayk69nt0,1,34.2,72.1,2025-06-21T23:08:28.573Z,2025-06-21T23:08:32Z,6omt3lirajdcqxcbhzk9sobmx,G. Vacter,,,5777134173,213,4.10,5777134167,140,26.8,5777134169,141,55.8,5777134165,56,Back,5777134171,212,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823712365,21,1,1,1,2,224tl8u2smnbyliroayk69nt0,1,27.7,53.9,2025-06-21T23:08:32.333Z,2025-06-21T23:08:34Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5777134227,140,51.8,5777134231,212,31.7,5777134225,56,Center,5777134229,141,25.9,5777134233,213,5.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823712385,22,1,1,1,4,224tl8u2smnbyliroayk69nt0,1,51.8,25.9,2025-06-21T23:08:34.476Z,2025-06-21T23:08:38Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,,5777134373,140,46.9,5777134379,213,4.31,5777134371,56,Back,5777134377,212,13.2,5777134375,141,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823712415,23,1,1,1,8,224tl8u2smnbyliroayk69nt0,1,63.6,24.9,2025-06-21T23:08:38.441Z,2025-06-21T23:08:40Z,8pli7fk5kjmt0f9pl6sjsltuy,P. Barnes,,,5777134501,213,1.68,5777134497,141,37.9,5777134495,140,62.7,5777134493,56,Center,5777134499,212,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823712449,24,1,1,1,10,224tl8u2smnbyliroayk69nt0,1,63.1,35.5,2025-06-21T23:08:40.725Z,2025-06-21T23:08:45Z,b8lkxvf7fa96tvblx4ilcg2ui,C. Ahl,,,5777134657,141,53.7,5777134655,140,61.7,5777134659,212,12.5,5777134653,56,Center,5777134661,213,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823712465,25,1,1,1,15,224tl8u2smnbyliroayk69nt0,1,61.7,53.7,2025-06-21T23:08:45.053Z,2025-06-21T23:08:47Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,,5777134739,140,47.1,5777134743,212,25.0,5777134737,56,Back,5777134745,213,4.05,5777134741,141,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823712493,26,1,1,1,17,224tl8u2smnbyliroayk69nt0,1,47.1,24.7,2025-06-21T23:08:47.157Z,2025-06-21T23:08:50Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5777134897,140,45.5,5777134895,56,Back,5777134903,213,1.66,5777134901,212,17.9,5777134899,141,50.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823712531,27,1,1,1,20,224tl8u2smnbyliroayk69nt0,1,45.4,55.7,2025-06-21T23:08:50.517Z,2025-06-21T23:08:55Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5777135107,140,83.2,5777135109,141,8.3,5777135103,155,,5777135113,213,5.60,5777135115,1,,5777135105,56,Right,5777135111,212,51.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823712537,28,3,1,1,25,224tl8u2smnbyliroayk69nt0,0,84.8,10.0,2025-06-21T23:08:55.423Z,2025-06-22T01:57:08Z,aqqbh1ugeh2f8jjiq8fu2qwru,B. Jacquesson,,,5777135135,56,Right,5777135137,286,,5777187991,233,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823712543,8,7,1,1,25,5qfq6cwtrgzd2szijivns7rjl,1,15.2,90.0,2025-06-21T23:08:55.424Z,2025-06-22T01:57:08Z,8vcytrkvxzki08gxqpulol3hl,B. Bodily,,,5777135155,285,,5777135153,56,Back,5777187979,233,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823712561,9,43,1,1,28,5qfq6cwtrgzd2szijivns7rjl,1,0.0,0.0,2025-06-21T23:08:58.190Z,2025-06-21T23:09:17Z,,,,,5777135953,144,79,5777135211,344,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823712665,10,6,1,1,33,5qfq6cwtrgzd2szijivns7rjl,0,13.2,90.8,2025-06-21T23:09:03.693Z,2025-06-22T01:35:47Z,8vcytrkvxzki08gxqpulol3hl,B. Bodily,,,5777135821,75,,5777135819,56,Back,5777390851,233,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823712597,29,6,1,1,33,224tl8u2smnbyliroayk69nt0,1,86.8,9.2,2025-06-21T23:09:03.693Z,2025-06-22T01:35:47Z,aqqbh1ugeh2f8jjiq8fu2qwru,B. Jacquesson,,,5777390847,233,10,5777135535,56,Right,5777136005,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823712653,30,43,1,1,40,224tl8u2smnbyliroayk69nt0,1,0.0,0.0,2025-06-21T23:09:10.246Z,2025-06-21T23:09:12Z,,,,,5777135711,344,0,5777135795,144,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823712719,11,43,1,1,49,5qfq6cwtrgzd2szijivns7rjl,1,0.0,0.0,2025-06-21T23:09:19.357Z,2025-06-21T23:09:24Z,8vcytrkvxzki08gxqpulol3hl,B. Bodily,,,5777136031,75,0,5777136165,144,6,5777136027,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823712865,31,1,1,1,57,224tl8u2smnbyliroayk69nt0,1,99.6,0.5,2025-06-21T23:09:27.613Z,2025-06-22T02:16:06Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,1.0,,5777468351,224,,5777136897,56,Center,5777505343,210,13,5777136901,141,40.9,5777136891,6,,5777505345,154,,5777136893,155,,5777136899,140,93.7,5777136905,213,1.79,5777136903,212,28.2,5777244521,2,,,,,,,,,,,,,,,,,,,
2823723713,224,13,1,2,2,224tl8u2smnbyliroayk69nt0,1,93.3,40.6,2025-06-21T23:09:32.630Z,2025-06-22T02:16:10Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,,5777505373,231,46.9,5777505355,154,,5777505369,147,64.1,5777505349,15,,5777505363,103,13.9,5777505121,153,,5777199271,56,Center,5777505365,328,,5777505117,17,,5777505353,29,,5777505367,146,97.8,5777505351,73,5777505361,102,67.4,5777505357,55,31,5777505371,230,98.2,5777505113,25,,,,,
2823712811,12,44,1,2,4,5qfq6cwtrgzd2szijivns7rjl,1,7.1,36.2,2025-06-21T23:09:33.916Z,2025-06-22T01:40:46Z,8vcytrkvxzki08gxqpulol3hl,B. Bodily,,,5777136613,285,,5777205873,233,233,5777136611,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823724409,233,44,1,2,4,224tl8u2smnbyliroayk69nt0,0,92.9,63.8,2025-06-21T23:09:33.917Z,2025-06-22T01:40:47Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5777205865,56,Center,5777205867,286,,5777205895,233,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823712823,13,12,1,2,4,5qfq6cwtrgzd2szijivns7rjl,1,5.1,29.7,2025-06-21T23:09:34.666Z,2025-06-22T01:55:06Z,8vcytrkvxzki08gxqpulol3hl,B. Bodily,,,5777136685,140,12.6,5777136691,213,5.07,5777136683,56,Back,5777136689,212,22.5,5777136699,167,,5777136687,141,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823712827,14,6,1,2,6,5qfq6cwtrgzd2szijivns7rjl,0,3.4,36.8,2025-06-21T23:09:36.534Z,2025-06-22T02:13:26Z,8vcytrkvxzki08gxqpulol3hl,B. Bodily,,,5777501953,233,112,5777209051,73,,5777136695,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823716519,112,6,1,2,6,224tl8u2smnbyliroayk69nt0,1,96.6,63.2,2025-06-21T23:09:36.534Z,2025-06-22T02:19:34Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,,5777157413,56,Center,5777501383,73,,5777501693,233,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823718265,154,1,1,2,7,224tl8u2smnbyliroayk69nt0,1,99.6,99.5,2025-06-21T23:09:37.370Z,2025-06-21T23:57:10Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,,5777224205,213,4.01,5777224645,6,,5777224201,141,82.0,5777224199,140,90.0,5777224203,212,15.6,5777224197,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823712977,35,43,1,2,8,224tl8u2smnbyliroayk69nt0,1,0.0,0.0,2025-06-21T23:09:38.014Z,2025-06-21T23:56:59Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,,5777137525,56,Center,5777137533,213,5.28,5777137531,212,22.0,5777250241,2,0,5777137527,140,89.7,5777255195,144,1,5777137523,6,0,5777137529,141,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823729123,329,43,1,2,8,224tl8u2smnbyliroayk69nt0,1,0.0,0.0,2025-06-21T23:09:38.126Z,2025-06-21T23:57:02Z,b8lkxvf7fa96tvblx4ilcg2ui,C. Ahl,,,5777231253,212,10.8,5777231255,213,2.45,5777231251,141,86.3,5777231249,140,76.1,5777255211,144,1,5777231247,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823726477,272,43,1,2,9,224tl8u2smnbyliroayk69nt0,1,0.0,0.0,2025-06-21T23:09:38.969Z,2025-06-21T23:54:36Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,,5777215743,56,Center,5777215745,286,0,5777251301,144,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823712915,33,43,1,2,9,224tl8u2smnbyliroayk69nt0,1,0.0,0.0,2025-06-21T23:09:39.726Z,2025-06-21T23:54:39Z,6omt3lirajdcqxcbhzk9sobmx,G. Vacter,,,5777251455,144,44,5777137199,56,Center,5777137201,286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823712867,32,43,1,2,10,224tl8u2smnbyliroayk69nt0,1,0.0,0.0,2025-06-21T23:09:40.654Z,2025-06-21T23:56:14Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5777211049,100,0,5777211055,147,42.6,5777211037,29,0,5777211053,146,95.5,5777211039,154,0,5777211047,103,19,5777211041,55,233,5777136919,17,0,5777210007,25,0,5777211059,231,46.9,5777254261,144,15,5777211045,102,5777211051,82,0,5777211057,230,99.3,5777136921,56,Center,5777211035,80,47.3,0,5777210009,20,0
2823712985,36,1,1,2,28,224tl8u2smnbyliroayk69nt0,1,94.9,90.8,2025-06-21T23:09:58.398Z,2025-06-22T01:55:48Z,b8lkxvf7fa96tvblx4ilcg2ui,C. Ahl,,,5777137587,141,96.0,5777137583,56,Left,5777137589,212,5.9,5777137591,213,2.50,5777137585,140,90.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823713019,37,1,1,2,30,224tl8u2smnbyliroayk69nt0,1,89.8,95.1,2025-06-21T23:10:00.239Z,2025-06-21T23:10:20Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,1.0,,5777137817,212,35.9,5777137807,2,,5777137821,1,,5777137811,56,Center,5777138415,210,13,5777137809,155,,5777137813,140,95.4,5777137819,213,4.88,5777138417,154,,5777137815,141,43.0,,,,,,,,,,,,,,,,,,,,,
2823713027,38,44,1,2,34,224tl8u2smnbyliroayk69nt0,1,95.2,41.8,2025-06-21T23:10:04.670Z,2025-06-21T23:10:24Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5777137865,286,,5777138147,233,16,5777137863,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823713061,16,44,1,2,34,5qfq6cwtrgzd2szijivns7rjl,0,4.8,58.2,2025-06-21T23:10:04.671Z,2025-06-22T01:55:01Z,bpkzxcqtmvei7lqkqzuvzelsl,A. Guillén,,,5777138151,233,38,5777138017,56,Back,5777138019,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823713037,39,13,1,2,35,224tl8u2smnbyliroayk69nt0,1,93.7,42.7,2025-06-21T23:10:05.071Z,2025-06-22T02:15:12Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5777138465,231,49.1,5777138445,15,,5777138459,103,44.4,5777138453,55,37,5777138443,25,,5777138463,230,99.8,5777138449,29,,5777137903,56,Center,5777138457,102,38.2,5777138461,328,,5777138451,154,,5777138447,81,5777504005,17,,,,,,,,,,,,,,
2823713057,15,5,1,2,41,5qfq6cwtrgzd2szijivns7rjl,1,-0.8,57.2,2025-06-21T23:10:10.929Z,2025-06-22T02:26:53Z,8vcytrkvxzki08gxqpulol3hl,B. Bodily,,,5777138003,56,Back,5777200581,233,40,5777138005,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
