id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/8/value,qualifier/11/value,qualifier/10/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/13/value,qualifier/15/value,qualifier/16/value,qualifier/18/value
2809808539,5,1,1,0,17,e3k8yw2rbmphyfu5htn4yi5jk,1,24.9,90.2,2025-05-03T21:09:42.764Z,2025-05-03T21:09:45Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,,5699877437,140,30.7,5699877441,212,13.9,5699877439,141,71.9,5699877443,213,5.17,5699877435,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809808551,6,61,1,0,20,e3k8yw2rbmphyfu5htn4yi5jk,0,30.8,70.5,2025-05-03T21:09:45.620Z,2025-05-03T21:09:46Z,21y2ogvprtdai47j36w9m22cq,M. Myers,,,5699877469,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809808583,8,1,1,0,21,2n3wgr89m7jl8tmioemit2pgq,1,37.5,47.2,2025-05-03T21:09:46.053Z,2025-05-03T21:09:49Z,9blzzcpytqe7o9rdte1s6mw6i,B. Makangila,,,5699877645,56,Back,5699877651,212,21.8,5699877649,141,65.1,5699877653,213,2.55,5699877647,140,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809808643,9,1,1,0,24,2n3wgr89m7jl8tmioemit2pgq,1,21.6,70.5,2025-05-03T21:09:49.181Z,2025-05-03T21:09:53Z,38ghqgck8fwnxap6em08avzs9,J. Scarlett,,,5699877881,141,50.7,5699877883,212,19.6,5699877885,213,3.90,5699877879,140,8.1,5699877877,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809808717,10,1,1,0,28,2n3wgr89m7jl8tmioemit2pgq,1,10.4,48.5,2025-05-03T21:09:53.328Z,2025-05-03T21:09:57Z,crhe42indjb3mb7di7yh1zndg,A. Siaha,,,5699878129,141,25.0,5699878131,212,18.4,5699878125,56,Back,5699878133,213,5.23,5699878127,140,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809808781,11,1,1,0,32,2n3wgr89m7jl8tmioemit2pgq,0,18.2,25.3,2025-05-03T21:09:57.779Z,2025-05-03T21:10:03Z,dqvxmefhimxvxstvlz5yd7ysp,J. Farrell,,,5699878447,155,,5699878449,56,Center,5699878459,1,,5699878455,212,72.5,5699878457,213,6.27,5699878453,141,23.7,5699878451,140,87.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809808817,8,1,1,0,39,e3k8yw2rbmphyfu5htn4yi5jk,1,8.2,74.4,2025-05-03T21:10:04.372Z,2025-05-03T21:10:07Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5699878641,56,Back,5699878647,212,14.3,5699878643,140,7.5,5699878645,141,53.4,5699878649,213,4.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809808855,9,1,1,0,42,e3k8yw2rbmphyfu5htn4yi5jk,1,8.3,52.2,2025-05-03T21:10:06.948Z,2025-05-03T21:10:10Z,5htuxrszecd448kld1yguwpas,C. Garner,,,5699878791,212,24.5,5699878785,56,Back,5699878789,141,50.6,5699878793,213,6.24,5699878787,140,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809808883,10,1,1,0,45,e3k8yw2rbmphyfu5htn4yi5jk,1,32.9,50.6,2025-05-03T21:10:10.460Z,2025-05-03T21:10:12Z,ecjt2cd0xn1qyeyboapqwxbvu,E. Ycaza,,,5699878921,140,17.7,5699878927,213,3.71,5699878923,141,35.6,5699878919,56,Back,5699878925,212,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809808915,11,1,1,0,47,e3k8yw2rbmphyfu5htn4yi5jk,1,18.2,33.8,2025-05-03T21:10:12.340Z,2025-05-03T21:10:15Z,3s1a50dskuehneuuy9b1nxg4,J. Akpunonu,,,5699879115,141,21.5,5699879119,213,5.81,5699879111,56,Back,5699879117,212,18.2,5699879113,140,33.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809808967,12,1,1,0,50,e3k8yw2rbmphyfu5htn4yi5jk,1,34.0,20.2,2025-05-03T21:10:15.364Z,2025-05-03T21:10:20Z,ecjt2cd0xn1qyeyboapqwxbvu,E. Ycaza,,,5699879409,212,9.3,5699879405,140,40.5,5699879403,56,Back,5699879411,213,5.54,5699879407,141,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809808989,13,1,1,0,55,e3k8yw2rbmphyfu5htn4yi5jk,1,60.0,18.1,2025-05-03T21:10:20.324Z,2025-05-03T21:10:22Z,6692w96w6qmvgcpo02dehq4iy,L. Blackstock,,,5699879531,212,5.8,5699879529,141,9.7,5699879533,213,4.93,5699879525,56,Right,5699879527,140,61.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809808997,14,50,1,0,57,e3k8yw2rbmphyfu5htn4yi5jk,1,63.2,19.2,2025-05-03T21:10:22.436Z,2025-05-03T21:10:28Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5699879555,56,Right,5699879679,233,12,5699879557,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809809013,12,7,1,0,57,2n3wgr89m7jl8tmioemit2pgq,0,36.8,80.8,2025-05-03T21:10:22.437Z,2025-05-03T22:05:07Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,,5699879651,233,14,5699879607,285,,5699879605,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809809151,15,1,1,1,7,e3k8yw2rbmphyfu5htn4yi5jk,1,40.5,37.2,2025-05-03T21:10:32.460Z,2025-05-03T22:00:40Z,ecjt2cd0xn1qyeyboapqwxbvu,E. Ycaza,,,5699880469,56,Left,5699880479,1,,5699880475,212,36.4,5699880473,141,84.6,5699880477,213,1.09,5700078539,189,,5699880471,140,56.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809845349,499,1,1,1,8,e3k8yw2rbmphyfu5htn4yi5jk,1,66.5,89.7,2025-05-03T21:10:32.828Z,2025-05-03T22:00:55Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,,5700080265,140,61.0,5700080269,212,13.1,5700080271,213,4.26,5700080263,56,Center,5700080267,141,72.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809809165,16,1,1,1,10,e3k8yw2rbmphyfu5htn4yi5jk,1,66.9,74.1,2025-05-03T21:10:35.027Z,2025-05-03T22:01:03Z,14oq6mvlh5e51d9y20nbpok4p,C. Allan,,,5699880521,140,66.3,5699880523,141,83.4,5699880527,213,1.67,5699880519,56,Left,5699880525,212,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809809173,17,43,1,1,10,e3k8yw2rbmphyfu5htn4yi5jk,1,0.0,0.0,2025-05-03T21:10:35.532Z,2025-05-03T21:10:47Z,1h85rt7bnqep3qovatft86pgq,A. Rodríguez,,,5699881203,144,56,5699880563,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809809207,18,1,1,1,12,e3k8yw2rbmphyfu5htn4yi5jk,1,66.1,84.2,2025-05-03T21:10:37.004Z,2025-05-03T22:01:06Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,,5699880659,213,4.25,5699880655,141,60.8,5699880657,212,17.8,5699880653,140,58.5,5699880651,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809809241,19,1,1,1,13,e3k8yw2rbmphyfu5htn4yi5jk,1,58.5,60.8,2025-05-03T21:10:37.844Z,2025-05-03T21:10:42Z,ecjt2cd0xn1qyeyboapqwxbvu,E. Ycaza,,,5699880851,56,Back,5699880857,212,27.4,5699880853,140,38.3,5699880855,141,35.3,5699880859,213,3.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809809287,20,1,1,1,18,e3k8yw2rbmphyfu5htn4yi5jk,1,38.1,37.0,2025-05-03T21:10:43.139Z,2025-05-03T21:10:45Z,3s1a50dskuehneuuy9b1nxg4,J. Akpunonu,,,5699881081,56,Center,5699881087,212,31.6,5699881083,140,66.5,5699881085,141,21.5,5699881089,213,5.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809809289,21,1,1,1,20,e3k8yw2rbmphyfu5htn4yi5jk,0,62.3,11.8,2025-05-03T21:10:45.428Z,2025-05-03T21:10:46Z,6692w96w6qmvgcpo02dehq4iy,L. Blackstock,,,5699881105,141,30.2,5699881109,213,0.89,5699881101,56,Center,5699881103,140,72.0,5699881107,212,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809809317,13,12,1,1,23,2n3wgr89m7jl8tmioemit2pgq,1,24.8,59.6,2025-05-03T21:10:47.876Z,2025-05-03T22:05:49Z,dqvxmefhimxvxstvlz5yd7ysp,J. Farrell,,,5699881287,140,57.5,5699881289,141,71.1,5699881293,213,0.22,5699881291,212,35.2,5699881285,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809809387,22,1,1,1,28,e3k8yw2rbmphyfu5htn4yi5jk,1,10.8,15.8,2025-05-03T21:10:53.619Z,2025-05-03T21:10:56Z,5htuxrszecd448kld1yguwpas,C. Garner,,,5699881695,56,Back,5699881699,141,12.8,5699881701,212,19.8,5699881697,140,29.6,5699881703,213,6.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809809439,23,1,1,1,31,e3k8yw2rbmphyfu5htn4yi5jk,1,29.6,12.8,2025-05-03T21:10:56.100Z,2025-05-03T21:11:02Z,3s1a50dskuehneuuy9b1nxg4,J. Akpunonu,,,5699882027,213,1.59,5699882019,56,Back,5699882023,141,45.2,5699882021,140,29.3,5699882025,212,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809809491,24,1,1,1,37,e3k8yw2rbmphyfu5htn4yi5jk,1,28.7,65.0,2025-05-03T21:11:02.060Z,2025-05-03T21:11:06Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5699882301,56,Center,5699882307,212,34.4,5699882311,1,,5699882303,140,61.4,5699882305,141,67.4,5699882309,213,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809809499,25,4,1,1,40,e3k8yw2rbmphyfu5htn4yi5jk,1,65.2,70.2,2025-05-03T21:11:05.163Z,2025-05-03T22:01:35Z,21y2ogvprtdai47j36w9m22cq,M. Myers,,,5699882431,152,,5699882429,56,Center,5699882433,286,,5699882425,294,,5699882443,233,14,5699882421,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809809479,14,4,1,1,40,2n3wgr89m7jl8tmioemit2pgq,0,34.8,29.8,2025-05-03T21:11:05.164Z,2025-05-03T22:10:45Z,984jr9d6sbi5l5vt9ct1b6cph,A. Diz,,,5699882469,233,25,5699882289,13,,5699882297,285,,5699882293,152,,5699882291,56,Back,5700120841,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809809649,26,1,1,1,53,e3k8yw2rbmphyfu5htn4yi5jk,1,62.8,69.6,2025-05-03T21:11:18.772Z,2025-05-03T23:28:15Z,14oq6mvlh5e51d9y20nbpok4p,C. Allan,,,5699883199,213,3.76,5699883187,5,,5700329381,189,,5699883195,141,52.1,5699883189,152,,5699883197,212,20.4,5699883193,140,47.0,5699883191,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809809675,27,1,1,1,55,e3k8yw2rbmphyfu5htn4yi5jk,1,46.6,50.9,2025-05-03T21:11:19.844Z,2025-05-03T23:28:07Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5699883387,141,18.6,5699883383,56,Right,5699883389,212,24.1,5699883385,140,56.1,5699883391,213,5.14,5700329095,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809809679,28,15,1,1,58,e3k8yw2rbmphyfu5htn4yi5jk,1,69.1,29.7,2025-05-03T21:11:22.860Z,2025-05-03T23:27:52Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5699883975,102,48.5,5699883977,103,19,5700328585,78,,5699883991,231,48.0,5700328587,458,,5699884017,233,16,5700328583,18,,5699883405,56,Center,5699883765,72,5699883987,147,36.5,5699883769,82,5699883981,215,5699883989,230,98.5,5699883401,22,5699883985,146,80.2,,,,,,,,,,,,,,,,
2809809693,16,10,1,1,58,2n3wgr89m7jl8tmioemit2pgq,1,14.0,61.4,2025-05-03T21:11:22.960Z,2025-05-03T21:11:33Z,9blzzcpytqe7o9rdte1s6mw6i,B. Makangila,,,5699883497,56,Back,5699884027,233,28,5699883495,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809809685,15,43,1,1,59,2n3wgr89m7jl8tmioemit2pgq,1,0.0,0.0,2025-05-03T21:11:23.973Z,2025-05-03T21:11:48Z,9blzzcpytqe7o9rdte1s6mw6i,B. Makangila,,,5699885055,144,12,5699883453,185,0,5699883455,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809809807,17,1,1,2,2,2n3wgr89m7jl8tmioemit2pgq,1,26.0,69.3,2025-05-03T21:11:26.996Z,2025-05-03T22:06:45Z,7i9qesz7fugndupldntvshwd0,S. Careaga,,,5699884073,56,Left,5699884077,141,84.2,5699884079,212,30.8,5699884081,213,0.34,5699884075,140,53.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809809829,18,1,1,2,8,2n3wgr89m7jl8tmioemit2pgq,1,52.8,86.5,2025-05-03T21:11:33.733Z,2025-05-03T21:11:35Z,dkk3twgai2ldi75eh0xr37hbe,M. Ngalina,,,5699884169,140,34.7,5699884167,56,Back,5699884175,213,3.00,5699884171,141,90.5,5699884173,212,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809809863,19,1,1,2,10,2n3wgr89m7jl8tmioemit2pgq,1,34.7,90.5,2025-05-03T21:11:34.829Z,2025-05-03T22:07:12Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,,5699884317,212,4.4,5699884313,140,31.6,5699884311,56,Back,5699884319,213,3.87,5699884315,141,86.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809809867,20,50,1,2,11,2n3wgr89m7jl8tmioemit2pgq,1,34.9,81.1,2025-05-03T21:11:36.165Z,2025-05-03T23:21:14Z,9blzzcpytqe7o9rdte1s6mw6i,B. Makangila,,,5699884335,56,Back,5699884667,286,,5699884661,233,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809809917,29,7,1,2,11,e3k8yw2rbmphyfu5htn4yi5jk,0,65.1,18.9,2025-05-03T21:11:36.166Z,2025-05-03T23:21:13Z,caoq1dpq6lz1btrd75s9xuz56,C. Jennings,,,5699884619,285,,5699884639,233,20,5699884615,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809846707,318,3,1,2,14,2n3wgr89m7jl8tmioemit2pgq,0,46.6,72.0,2025-05-03T21:11:38.828Z,2025-05-03T23:21:14Z,9blzzcpytqe7o9rdte1s6mw6i,B. Makangila,,,5700087135,286,,5700087187,233,30,5700087133,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809809931,30,7,1,2,14,e3k8yw2rbmphyfu5htn4yi5jk,1,53.4,28.0,2025-05-03T21:11:38.829Z,2025-05-03T23:21:14Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5700087175,233,318,5699884707,56,Center,5700086493,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809850773,319,83,1,2,17,2n3wgr89m7jl8tmioemit2pgq,0,57.7,79.7,2025-05-03T21:11:41.828Z,2025-05-03T22:08:18Z,9blzzcpytqe7o9rdte1s6mw6i,B. Makangila,,,5700107913,399,ecjt2cd0xn1qyeyboapqwxbvu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809809979,32,1,1,2,18,e3k8yw2rbmphyfu5htn4yi5jk,1,41.9,28.6,2025-05-03T21:11:43.268Z,2025-05-03T21:11:46Z,ecjt2cd0xn1qyeyboapqwxbvu,E. Ycaza,,,5699884935,140,33.9,5699884939,212,27.8,5699884941,213,1.88,5699884933,56,Back,5699884937,141,67.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809810045,33,1,1,2,25,e3k8yw2rbmphyfu5htn4yi5jk,1,55.1,74.3,2025-05-03T21:11:49.923Z,2025-05-03T21:11:52Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5699885263,140,64.9,5699885267,212,13.7,5699885261,56,Left,5699885269,213,0.72,5699885265,141,87.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809810051,34,1,1,2,27,e3k8yw2rbmphyfu5htn4yi5jk,0,60.7,88.1,2025-05-03T21:11:52.091Z,2025-05-03T21:11:52Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,,5699885299,56,Left,5699885297,155,,5699885305,212,10.3,5699885301,140,69.3,5699885303,141,80.9,5699885307,213,5.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809810105,21,1,1,2,29,2n3wgr89m7jl8tmioemit2pgq,1,21.2,27.4,2025-05-03T21:11:53.973Z,2025-05-03T21:11:57Z,984jr9d6sbi5l5vt9ct1b6cph,A. Diz,,,5699885595,213,0.01,5699885587,56,Back,5699885591,141,27.7,5699885585,3,,5699885593,212,20.3,5699885589,140,40.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809810117,22,1,1,2,32,2n3wgr89m7jl8tmioemit2pgq,1,40.6,27.1,2025-05-03T21:11:57.324Z,2025-05-03T21:11:58Z,7i9qesz7fugndupldntvshwd0,S. Careaga,,,5699885653,56,Back,5699885657,141,22.4,5699885661,213,3.40,5699885659,212,12.4,5699885655,140,29.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
