id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/11/value,qualifier/9/value,qualifier/14/value,qualifier/10/value
2823725601,6,1,1,0,10,e3k8yw2rbmphyfu5htn4yi5jk,0,30.5,77.2,2025-06-21T23:37:50.253Z,2025-06-21T23:37:54Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,,5777208059,213,0.45,5777208057,212,37.0,5777208053,140,62.2,5777208051,56,Left,5777208055,141,100.0,5777208061,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823725695,7,5,1,0,14,2iwybwokic7nmr1t33abdbjoq,1,38.6,-0.6,2025-06-21T23:37:54.080Z,2025-06-22T01:32:55Z,6ahu72g0u39bxbjiz7ggefai1,N. Okello,,,5777208595,233,7,5777208591,56,Back,5777208593,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823725603,7,5,1,0,14,e3k8yw2rbmphyfu5htn4yi5jk,0,61.4,100.6,2025-06-21T23:37:54.080Z,2025-06-22T01:32:56Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,,5777208599,233,7,5777208065,347,,5777208063,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823725713,8,1,1,0,29,2iwybwokic7nmr1t33abdbjoq,0,41.3,0.0,2025-06-21T23:38:09.427Z,2025-06-21T23:38:13Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5777208697,107,,5777208703,141,21.1,5777208709,1,,5777208701,140,62.3,5777208699,56,Right,5777208705,212,26.6,5777208707,213,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823725719,8,44,1,0,32,e3k8yw2rbmphyfu5htn4yi5jk,1,36.6,82.2,2025-06-21T23:38:12.211Z,2025-06-21T23:39:37Z,aur71sievd8d2fnrumu3xf6c,N. Dossantos,,,5777208755,285,,5777208767,233,9,5777208753,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823725717,9,44,1,0,32,2iwybwokic7nmr1t33abdbjoq,0,63.4,17.8,2025-06-21T23:38:12.212Z,2025-06-21T23:38:14Z,6naqq6f6acfec3zh2msuxrmqd,D. Formella,,,5777208773,233,8,5777208729,56,Right,5777208731,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823725721,9,8,1,0,32,e3k8yw2rbmphyfu5htn4yi5jk,1,35.4,85.6,2025-06-21T23:38:12.443Z,2025-06-21T23:40:01Z,aur71sievd8d2fnrumu3xf6c,N. Dossantos,,,5777208943,15,,5777208761,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823725731,10,43,1,0,36,2iwybwokic7nmr1t33abdbjoq,1,0.0,0.0,2025-06-21T23:38:15.884Z,2025-06-21T23:38:30Z,d74g09o22jua08rgr8e71x4kq,R. Flood,,,5777209185,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823726205,19,61,1,0,38,e3k8yw2rbmphyfu5htn4yi5jk,0,76.1,25.3,2025-06-21T23:38:18.451Z,2025-06-21T23:39:36Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5777211647,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823725753,11,1,1,0,39,2iwybwokic7nmr1t33abdbjoq,1,51.8,75.9,2025-06-21T23:38:19.435Z,2025-06-21T23:38:21Z,d74g09o22jua08rgr8e71x4kq,R. Flood,,,5777208905,56,Left,5777208907,140,67.9,5777208911,212,19.3,5777208913,213,0.50,5777208909,141,89.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823725761,12,1,1,0,41,2iwybwokic7nmr1t33abdbjoq,1,67.9,89.6,2025-06-21T23:38:20.931Z,2025-06-21T23:38:23Z,6m158yzashjy4y3dcbresua22,D. Johnson,,,5777208959,56,Left,5777208963,141,88.5,5777208965,212,10.5,5777208961,140,57.9,5777208967,213,3.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823725771,13,1,1,0,44,2iwybwokic7nmr1t33abdbjoq,1,56.6,85.5,2025-06-21T23:38:23.507Z,2025-06-21T23:38:25Z,d74g09o22jua08rgr8e71x4kq,R. Flood,,,5777209021,140,41.5,5777209025,212,16.1,5777209027,213,3.32,5777209019,56,Back,5777209023,141,81.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823725811,14,1,1,0,46,2iwybwokic7nmr1t33abdbjoq,1,41.5,81.3,2025-06-21T23:38:25.786Z,2025-06-21T23:38:31Z,3csngjh4kjgpkfayppiwfbw2c,B. Montgomery,,,5777209247,141,59.3,5777209251,213,3.82,5777209249,212,23.9,5777209245,140,23.8,5777209243,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823725815,15,1,1,0,51,2iwybwokic7nmr1t33abdbjoq,1,25.1,53.4,2025-06-21T23:38:31.275Z,2025-06-21T23:38:32Z,7y56spdjsagw833hgo5ranvf9,P. Rakovsky,,,5777209273,56,Back,5777209275,140,27.7,5777209281,213,4.94,5777209279,212,12.1,5777209277,141,36.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823725819,16,1,1,0,52,2iwybwokic7nmr1t33abdbjoq,1,27.7,36.1,2025-06-21T23:38:32.011Z,2025-06-21T23:38:32Z,e23yyl43xtcve09dx234uuj8,A. Essengue,,,5777209317,56,Back,5777209325,213,0.02,5777209321,141,36.4,5777209323,212,9.1,5777209319,140,36.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823725823,17,1,1,0,53,2iwybwokic7nmr1t33abdbjoq,1,36.4,36.4,2025-06-21T23:38:32.595Z,2025-06-21T23:38:37Z,6ahu72g0u39bxbjiz7ggefai1,N. Okello,,,5777209349,141,31.1,5777209393,156,,5777209351,212,11.6,5777209347,140,25.9,5777209353,213,3.46,5777209345,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823725861,18,1,1,0,57,2iwybwokic7nmr1t33abdbjoq,1,23.4,37.1,2025-06-21T23:38:37.283Z,2025-06-21T23:38:41Z,e23yyl43xtcve09dx234uuj8,A. Essengue,,,5777209621,212,17.9,5777209617,140,8.7,5777209619,141,50.4,5777209623,213,2.61,5777209615,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823725891,19,1,1,1,1,2iwybwokic7nmr1t33abdbjoq,1,8.2,54.2,2025-06-21T23:38:41.149Z,2025-06-21T23:38:46Z,7y56spdjsagw833hgo5ranvf9,P. Rakovsky,,,5777209793,157,,5777209795,56,Back,5777209799,141,89.1,5777209805,1,,5777209801,212,28.3,5777209797,140,22.9,5777209803,213,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823725893,20,61,1,1,6,2iwybwokic7nmr1t33abdbjoq,0,22.9,89.1,2025-06-21T23:38:46.124Z,2025-06-21T23:38:46Z,6m158yzashjy4y3dcbresua22,D. Johnson,,,5777209815,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823725911,10,1,1,1,6,e3k8yw2rbmphyfu5htn4yi5jk,1,63.4,10.6,2025-06-21T23:38:46.322Z,2025-06-21T23:38:49Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5777209895,155,,5777209905,213,3.21,5777209901,141,9.7,5777209897,56,Right,5777209903,212,8.9,5777209899,140,54.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823725917,11,61,1,1,8,e3k8yw2rbmphyfu5htn4yi5jk,0,54.9,9.8,2025-06-21T23:38:47.900Z,2025-06-21T23:40:49Z,6692w96w6qmvgcpo02dehq4iy,L. Blackstock,,,5777209935,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823725915,21,1,1,1,8,2iwybwokic7nmr1t33abdbjoq,1,28.3,87.9,2025-06-21T23:38:47.996Z,2025-06-21T23:38:49Z,6m158yzashjy4y3dcbresua22,D. Johnson,,,5777209925,140,29.9,5777209927,141,78.6,5777209931,213,4.97,5777209929,212,6.5,5777209923,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823725923,22,1,1,1,9,2iwybwokic7nmr1t33abdbjoq,1,29.9,78.6,2025-06-21T23:38:49.068Z,2025-06-21T23:38:51Z,74bhj4xi5zgq6evsr4c766p04,H. Avayevu,,,5777209967,140,25.3,5777209971,212,5.5,5777209965,56,Back,5777209969,141,74.7,5777209973,213,3.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823725941,23,1,1,1,11,2iwybwokic7nmr1t33abdbjoq,1,26.3,72.2,2025-06-21T23:38:51.275Z,2025-06-21T23:38:53Z,39jhew6iao7uriko5shx2tnje,J. Scearce,,,5777210081,212,13.5,5777210079,141,52.4,5777210077,140,26.2,5777210075,56,Back,5777210083,213,4.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823725951,24,1,1,1,13,2iwybwokic7nmr1t33abdbjoq,1,27.3,51.2,2025-06-21T23:38:53.154Z,2025-06-21T23:38:55Z,e23yyl43xtcve09dx234uuj8,A. Essengue,,,5777210161,140,35.3,5777210165,212,14.7,5777210167,213,5.32,5777210163,141,33.5,5777210159,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823725973,25,1,1,1,15,2iwybwokic7nmr1t33abdbjoq,1,33.1,31.3,2025-06-21T23:38:55.298Z,2025-06-21T23:38:59Z,6ahu72g0u39bxbjiz7ggefai1,N. Okello,,,5777210269,140,29.6,5777210273,212,12.1,5777210267,56,Back,5777210271,141,14.3,5777210275,213,4.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823725981,26,1,1,1,19,2iwybwokic7nmr1t33abdbjoq,1,28.9,11.0,2025-06-21T23:38:58.923Z,2025-06-21T23:39:01Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5777210327,213,2.03,5777210321,140,23.3,5777210325,212,13.2,5777210323,141,28.4,5777210319,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823726003,27,1,1,1,21,2iwybwokic7nmr1t33abdbjoq,1,22.9,29.9,2025-06-21T23:39:01.419Z,2025-06-21T23:39:04Z,e23yyl43xtcve09dx234uuj8,A. Essengue,,,5777210453,141,53.6,5777210451,140,12.8,5777210455,212,19.3,5777210457,213,2.15,5777210449,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823726017,28,1,1,1,25,2iwybwokic7nmr1t33abdbjoq,1,12.4,52.7,2025-06-21T23:39:04.635Z,2025-06-21T23:39:07Z,7y56spdjsagw833hgo5ranvf9,P. Rakovsky,,,5777210521,140,17.9,5777210525,212,12.1,5777210527,213,1.07,5777210519,56,Back,5777210523,141,68.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823726047,29,1,1,1,28,2iwybwokic7nmr1t33abdbjoq,0,20.5,68.7,2025-06-21T23:39:07.579Z,2025-06-21T23:39:10Z,3csngjh4kjgpkfayppiwfbw2c,B. Montgomery,,,5777210685,213,0.11,5777210679,140,31.2,5777210681,141,70.5,5777210683,212,11.3,5777210677,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823726079,12,1,1,1,32,e3k8yw2rbmphyfu5htn4yi5jk,0,55.9,38.0,2025-06-21T23:39:12.451Z,2025-06-21T23:39:14Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,,5777210839,213,5.00,5777210833,140,56.9,5777210841,1,,5777210837,212,3.7,5777210829,157,,5777210835,141,32.8,5777210831,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823726059,30,61,1,1,33,2iwybwokic7nmr1t33abdbjoq,1,31.2,70.5,2025-06-21T23:39:12.650Z,2025-06-21T23:52:43Z,39jhew6iao7uriko5shx2tnje,J. Scearce,,,5777210731,56,Back,5777246597,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823726117,13,5,1,1,34,e3k8yw2rbmphyfu5htn4yi5jk,1,67.4,-1.8,2025-06-21T23:39:14.012Z,2025-06-22T01:32:56Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,,5777211083,56,Right,5777211087,233,31,5777211085,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823726077,31,5,1,1,34,2iwybwokic7nmr1t33abdbjoq,0,32.6,101.8,2025-06-21T23:39:14.012Z,2025-06-22T01:32:56Z,3csngjh4kjgpkfayppiwfbw2c,B. Montgomery,,,5777211107,233,13,5777210827,347,,5777210825,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823726141,14,1,1,1,39,e3k8yw2rbmphyfu5htn4yi5jk,1,63.3,0.0,2025-06-21T23:39:18.755Z,2025-06-21T23:39:21Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5777211241,107,,5777211245,140,72.1,5777211243,56,Right,5777211247,141,17.4,5777211251,213,0.95,5777211249,212,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823726157,15,1,1,1,42,e3k8yw2rbmphyfu5htn4yi5jk,1,72.3,23.3,2025-06-21T23:39:21.714Z,2025-06-21T23:39:23Z,21y2ogvprtdai47j36w9m22cq,M. Myers,,,5777211347,213,4.31,5777211339,56,Right,5777211341,140,68.5,5777211345,212,10.2,5777211343,141,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823726177,16,1,1,1,43,e3k8yw2rbmphyfu5htn4yi5jk,1,69.1,10.7,2025-06-21T23:39:23.466Z,2025-06-21T23:39:27Z,ecjt2cd0xn1qyeyboapqwxbvu,E. Ycaza,,,5777211447,56,Right,5777211453,212,6.7,5777211449,140,73.0,5777211455,213,5.37,5777211451,141,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823726191,17,1,1,1,47,e3k8yw2rbmphyfu5htn4yi5jk,0,74.9,6.0,2025-06-21T23:39:27.067Z,2025-06-21T23:59:57Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5777211583,141,28.6,5777211575,2,,5777211577,155,,5777211587,213,1.02,5777211585,212,18.0,5777211581,140,83.8,5777211579,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823726341,33,61,1,1,48,2iwybwokic7nmr1t33abdbjoq,1,17.9,76.7,2025-06-21T23:39:27.652Z,2025-06-22T00:00:03Z,39jhew6iao7uriko5shx2tnje,J. Scearce,,,5777257051,343,3,5777212463,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823726199,18,6,1,1,49,e3k8yw2rbmphyfu5htn4yi5jk,1,100.0,59.4,2025-06-21T23:39:28.979Z,2025-06-22T01:34:23Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5777212635,73,,5777211625,56,Center,5777212673,233,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823726237,32,6,1,1,49,2iwybwokic7nmr1t33abdbjoq,0,0.0,40.6,2025-06-21T23:39:28.979Z,2025-06-22T01:34:23Z,39jhew6iao7uriko5shx2tnje,J. Scearce,,,5777211835,56,Back,5777212687,233,18,5777212353,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823726491,20,1,1,2,25,e3k8yw2rbmphyfu5htn4yi5jk,0,99.8,99.3,2025-06-21T23:40:05.282Z,2025-06-21T23:40:08Z,1h85rt7bnqep3qovatft86pgq,A. Rodríguez,,,5777213289,141,57.8,5777213287,140,97.1,5777213283,223,,5777213277,2,,5777213293,213,4.61,5777213291,212,28.4,5777213279,6,,5777213281,155,,5777213285,56,Center,,,,,,,,,,,,,,,,,,,,,
2823726501,34,12,1,2,27,2iwybwokic7nmr1t33abdbjoq,1,3.9,37.7,2025-06-21T23:40:07.499Z,2025-06-21T23:40:10Z,74bhj4xi5zgq6evsr4c766p04,H. Avayevu,,,5777213343,141,0.0,5777213365,167,,5777213347,213,5.09,5777213339,56,Back,5777213341,140,13.8,5777213345,212,28.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823726549,21,5,1,2,29,e3k8yw2rbmphyfu5htn4yi5jk,1,87.4,101.2,2025-06-21T23:40:09.277Z,2025-06-22T01:32:57Z,1h85rt7bnqep3qovatft86pgq,A. Rodríguez,,,5777213545,347,,5777213543,56,Left,5777213583,233,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823726503,35,5,1,2,29,2iwybwokic7nmr1t33abdbjoq,0,12.6,-1.2,2025-06-21T23:40:09.277Z,2025-06-22T01:32:57Z,74bhj4xi5zgq6evsr4c766p04,H. Avayevu,,,5777213351,347,,5777213599,233,21,5777213349,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823726599,22,1,1,2,34,e3k8yw2rbmphyfu5htn4yi5jk,1,87.2,100.0,2025-06-21T23:40:13.828Z,2025-06-21T23:40:19Z,1h85rt7bnqep3qovatft86pgq,A. Rodríguez,,,5777213827,212,17.4,5777213825,141,77.3,5777213821,56,Center,5777213829,213,5.04,5777213823,140,92.5,5777213819,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823726595,36,83,1,2,39,2iwybwokic7nmr1t33abdbjoq,0,5.2,21.2,2025-06-21T23:40:18.963Z,2025-06-21T23:40:21Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5777213967,399,ecjt2cd0xn1qyeyboapqwxbvu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823726607,23,1,1,2,39,e3k8yw2rbmphyfu5htn4yi5jk,0,97.5,78.7,2025-06-21T23:40:19.154Z,2025-06-21T23:40:20Z,ecjt2cd0xn1qyeyboapqwxbvu,E. Ycaza,,,5777213881,141,62.9,5777213879,140,86.9,5777213885,213,3.91,5777213883,212,15.5,5777213877,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823726633,38,1,1,2,42,2iwybwokic7nmr1t33abdbjoq,1,11.1,29.8,2025-06-21T23:40:21.668Z,2025-06-21T23:40:23Z,39jhew6iao7uriko5shx2tnje,J. Scearce,,,5777214029,140,30.5,5777214027,56,Back,5777214031,141,26.6,5777214035,213,6.18,5777214033,212,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823726635,24,83,1,2,43,e3k8yw2rbmphyfu5htn4yi5jk,0,73.9,69.0,2025-06-21T23:40:22.665Z,2025-06-21T23:45:18Z,14oq6mvlh5e51d9y20nbpok4p,C. Allan,,,5777214157,399,6naqq6f6acfec3zh2msuxrmqd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823726645,39,1,1,2,43,2iwybwokic7nmr1t33abdbjoq,1,30.5,26.6,2025-06-21T23:40:23.450Z,2025-06-21T23:40:24Z,6naqq6f6acfec3zh2msuxrmqd,D. Formella,,,5777214091,213,2.06,5777214087,141,37.3,5777214085,140,26.8,5777214089,212,8.2,5777214083,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
