id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2813213517,6,1,1,0,10,ak0rmms5xl49w57i2rvid1tk9,1,47.3,38.5,2025-05-11T02:37:23.411Z,2025-05-11T02:37:24Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,5718694135,141,44.3,5718694139,213,0.81,5718694133,140,50.9,5718694131,56,Center,5718694137,212,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813213523,7,1,1,0,11,ak0rmms5xl49w57i2rvid1tk9,1,50.9,44.3,2025-05-11T02:37:24.666Z,2025-05-11T02:37:26Z,3djjepgynp4qnhgvvqh9oa1ka,A. Rocha,,5718694183,213,4.16,5718694177,140,46.1,5718694181,212,9.6,5718694175,56,Back,5718694179,141,32.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813213529,8,1,1,0,13,ak0rmms5xl49w57i2rvid1tk9,1,44.6,35.2,2025-05-11T02:37:26.595Z,2025-05-11T02:37:28Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,5718694225,212,20.1,5718694227,213,2.27,5718694221,140,32.3,5718694219,56,Back,5718694223,141,57.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813213545,9,1,1,0,14,ak0rmms5xl49w57i2rvid1tk9,1,32.3,57.9,2025-05-11T02:37:28.227Z,2025-05-11T02:37:30Z,dqekbs06e79n3vapj437pwyc,G. Metusala,,5718694287,213,1.26,5718694285,212,20.5,5718694281,140,38.3,5718694283,141,86.6,5718694279,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813213563,10,1,1,0,16,ak0rmms5xl49w57i2rvid1tk9,1,38.3,86.6,2025-05-11T02:37:30.171Z,2025-05-11T02:37:32Z,b9lt0sfts2zxf2ali8vpf0pn9,D. Lacroix,,5718694405,213,4.44,5718694397,56,Back,5718694401,141,53.9,5718694403,212,23.1,5718694399,140,32.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813213579,11,1,1,0,19,ak0rmms5xl49w57i2rvid1tk9,1,31.6,50.6,2025-05-11T02:37:32.722Z,2025-05-11T02:37:36Z,dqekbs06e79n3vapj437pwyc,G. Metusala,,5718694497,140,41.2,5718694503,213,5.07,5718694499,141,10.6,5718694495,56,Back,5718694501,212,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813213593,12,1,1,0,22,ak0rmms5xl49w57i2rvid1tk9,1,41.2,10.6,2025-05-11T02:37:36.075Z,2025-05-11T02:37:37Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,5718694589,140,54.8,5718694591,141,6.8,5718694593,212,14.5,5718694587,56,Right,5718694595,213,6.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813213607,13,1,1,0,24,ak0rmms5xl49w57i2rvid1tk9,1,54.8,6.8,2025-05-11T02:37:37.747Z,2025-05-11T02:37:40Z,rtca480n5ehey5ffvt8nudck,H. Endeley,,5718694689,140,62.3,5718694695,213,1.00,5718694693,212,14.5,5718694687,56,Center,5718694691,141,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813213627,14,1,1,0,26,ak0rmms5xl49w57i2rvid1tk9,1,63.6,24.2,2025-05-11T02:37:39.931Z,2025-05-11T02:37:43Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,5718694813,212,8.2,5718694811,141,25.6,5718694807,56,Center,5718694815,213,0.12,5718694809,140,71.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813213635,15,1,1,0,30,ak0rmms5xl49w57i2rvid1tk9,1,70.1,25.7,2025-05-11T02:37:43.683Z,2025-05-11T02:37:45Z,3ljxfq84ubqzlooixppmpfdd6,J. Tejada,,5718694855,212,15.2,5718694849,56,Right,5718694853,141,8.9,5718694851,140,79.6,5718694857,213,5.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813213645,16,1,1,0,31,ak0rmms5xl49w57i2rvid1tk9,1,79.6,8.9,2025-05-11T02:37:44.907Z,2025-05-11T02:37:45Z,drbcpa8qvrgin42q3it10nieh,Z. Zandi,,5718694907,140,73.3,5718694909,141,20.8,5718694905,56,Right,5718694911,212,10.5,5718694913,213,2.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813213651,17,1,1,0,32,ak0rmms5xl49w57i2rvid1tk9,1,73.3,20.8,2025-05-11T02:37:45.523Z,2025-05-11T02:37:46Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,5718694937,141,11.9,5718694939,212,11.3,5718694935,140,64.2,5718694933,56,Right,5718694941,213,3.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813213673,18,1,1,0,33,ak0rmms5xl49w57i2rvid1tk9,1,64.2,11.9,2025-05-11T02:37:46.427Z,2025-05-11T02:37:49Z,rtca480n5ehey5ffvt8nudck,H. Endeley,,5718695125,213,2.78,5718695117,56,Back,5718695123,212,24.5,5718695119,140,42.4,5718695121,141,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813213703,19,1,1,0,36,ak0rmms5xl49w57i2rvid1tk9,1,46.8,24.5,2025-05-11T02:37:49.667Z,2025-05-11T02:37:55Z,dqekbs06e79n3vapj437pwyc,G. Metusala,,5718695271,141,62.9,5718695267,56,Back,5718695273,212,26.2,5718695269,140,48.7,5718695275,213,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813213711,20,1,1,0,41,ak0rmms5xl49w57i2rvid1tk9,1,53.0,68.9,2025-05-11T02:37:54.787Z,2025-05-11T02:37:57Z,b9lt0sfts2zxf2ali8vpf0pn9,D. Lacroix,,5718695311,212,17.8,5718695313,213,1.13,5718695307,140,60.3,5718695305,56,Left,5718695309,141,92.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813213725,21,1,1,0,44,ak0rmms5xl49w57i2rvid1tk9,1,60.3,92.6,2025-05-11T02:37:57.379Z,2025-05-11T03:34:41Z,6oj55tf7cdnnnft350f9fyhnt,M. Real,,5718695375,141,84.2,5718695379,213,4.46,5718695377,212,5.9,5718695373,140,58.9,5718695371,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813213751,22,1,1,0,45,ak0rmms5xl49w57i2rvid1tk9,1,58.9,84.0,2025-05-11T02:37:58.371Z,2025-05-11T02:38:02Z,3djjepgynp4qnhgvvqh9oa1ka,A. Rocha,,5718695517,212,15.0,5718695511,56,Left,5718695513,140,72.3,5718695515,141,91.5,5718695519,213,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813213765,23,1,1,0,49,ak0rmms5xl49w57i2rvid1tk9,1,72.3,91.5,2025-05-11T02:38:02.499Z,2025-05-11T03:33:26Z,cfx7vo0kbjvcly2nf1b7papsk,Y. Hanya,,5718695615,56,Left,5718695623,213,0.00,5718695619,141,91.5,5718695621,212,17.5,5718695617,140,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813213769,24,1,1,0,51,ak0rmms5xl49w57i2rvid1tk9,0,89.0,91.5,2025-05-11T02:38:04.532Z,2025-05-11T03:34:54Z,6oj55tf7cdnnnft350f9fyhnt,M. Real,,5718695655,213,4.34,5718695649,140,85.2,5718695653,212,11.0,5718695651,141,76.4,5718695647,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813213783,6,1,1,0,52,7c9knuwazz9k9449u5rnuuy5m,1,11.7,14.4,2025-05-11T02:38:05.828Z,2025-05-11T02:38:07Z,9elhnfsovx9efu5f92mkkls7o,C. Pearson,,5718695709,212,26.1,5718695705,140,35.9,5718695711,213,0.24,5718695703,56,Back,5718695707,141,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813213785,7,1,1,0,53,7c9knuwazz9k9449u5rnuuy5m,0,35.9,23.4,2025-05-11T02:38:07.172Z,2025-05-11T02:38:07Z,f3ftrudyp33naykboqmua0jro,J. Rodriguez,,5718695721,141,10.4,5718695723,212,8.9,5718695719,140,35.3,5718695725,213,4.64,5718695717,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813213793,25,8,1,0,55,ak0rmms5xl49w57i2rvid1tk9,1,69.3,88.5,2025-05-11T02:38:08.363Z,2025-05-11T02:38:08Z,b9lt0sfts2zxf2ali8vpf0pn9,D. Lacroix,,5718695749,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813213823,8,5,1,0,56,7c9knuwazz9k9449u5rnuuy5m,1,-1.3,10.9,2025-05-11T02:38:09.852Z,2025-05-11T05:22:53Z,f3ftrudyp33naykboqmua0jro,J. Rodriguez,,5718695987,233,26,5718695897,56,Back,5718695899,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813213805,26,5,1,0,56,ak0rmms5xl49w57i2rvid1tk9,0,101.3,89.1,2025-05-11T02:38:09.852Z,2025-05-11T05:22:53Z,b9lt0sfts2zxf2ali8vpf0pn9,D. Lacroix,,5718695795,346,,5718695793,56,Left,5718695997,233,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813214031,9,1,1,1,32,7c9knuwazz9k9449u5rnuuy5m,1,4.3,50.1,2025-05-11T02:38:45.246Z,2025-05-11T02:38:50Z,470xuwiwevwy86l2ararrkyga,R. Arozarena,,5718697143,140,59.1,5718697151,1,,5718697141,56,Right,5718697145,141,18.3,5718697155,237,,5718697149,213,5.92,5718697139,124,,5718697147,212,61.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813214043,10,44,1,1,36,7c9knuwazz9k9449u5rnuuy5m,1,61.8,17.4,2025-05-11T02:38:50.012Z,2025-05-11T04:37:18Z,613kkjtvfyf7mbvrqt9pcizmd,J. Gyau,,5718697203,56,Right,5718697261,233,27,5718697205,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813214051,27,44,1,1,36,ak0rmms5xl49w57i2rvid1tk9,0,38.2,82.6,2025-05-11T02:38:50.013Z,2025-05-11T04:37:18Z,6oj55tf7cdnnnft350f9fyhnt,M. Real,,5718697259,285,,5718697281,233,10,5718697257,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813214047,11,1,1,1,36,7c9knuwazz9k9449u5rnuuy5m,0,59.1,18.3,2025-05-11T02:38:50.212Z,2025-05-11T03:34:16Z,613kkjtvfyf7mbvrqt9pcizmd,J. Gyau,,5718697221,168,,5718697219,3,,5718697223,56,Right,5718697231,213,6.02,5718697227,141,10.9,5718697225,140,77.2,5718697229,212,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813214105,29,1,1,1,40,ak0rmms5xl49w57i2rvid1tk9,0,14.1,92.6,2025-05-11T02:38:53.963Z,2025-05-11T03:35:01Z,6oj55tf7cdnnnft350f9fyhnt,M. Real,,5718697595,155,,5718697599,140,59.1,5718697603,212,47.3,5718697601,141,91.7,5718697597,56,Left,5718697605,213,6.27,5718697607,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813214107,12,1,1,1,45,7c9knuwazz9k9449u5rnuuy5m,1,37.4,9.4,2025-05-11T02:38:59.132Z,2025-05-11T03:34:14Z,8i5k1tx7x5hx4kk3qzyvrfj84,E. Gärtig,,5718697613,141,1.9,5718697609,56,Right,5718697617,213,6.07,5718697611,140,59.9,5718697615,212,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813214119,13,1,1,1,47,7c9knuwazz9k9449u5rnuuy5m,0,55.9,3.5,2025-05-11T02:39:00.652Z,2025-05-11T03:34:13Z,4nwnrf33mdxscx5rdaw1529cl,Y. Boudadi,,5718697659,56,Right,5718697665,212,20.8,5718697669,1,,5718697657,157,,5718697667,213,6.13,5718697663,141,0.0,5718697661,140,75.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813214123,14,5,1,1,49,7c9knuwazz9k9449u5rnuuy5m,0,67.0,-1.1,2025-05-11T02:39:02.298Z,2025-05-11T05:22:54Z,4nwnrf33mdxscx5rdaw1529cl,Y. Boudadi,,5718697693,56,Right,5718698321,233,30,5718697695,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813214213,30,5,1,1,49,ak0rmms5xl49w57i2rvid1tk9,1,33.0,101.1,2025-05-11T02:39:02.298Z,2025-05-11T05:22:54Z,drbcpa8qvrgin42q3it10nieh,Z. Zandi,,5718698267,347,,5718698297,233,14,5718698265,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813214225,31,1,1,2,8,ak0rmms5xl49w57i2rvid1tk9,1,42.1,100.0,2025-05-11T02:39:21.493Z,2025-05-11T03:35:34Z,6oj55tf7cdnnnft350f9fyhnt,M. Real,,5718698333,141,79.1,5718698331,140,35.0,5718784899,189,,5718698327,107,,5718698335,212,16.5,5718698337,213,4.24,5718698329,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813214231,32,1,1,2,9,ak0rmms5xl49w57i2rvid1tk9,1,35.0,79.1,2025-05-11T02:39:22.403Z,2025-05-11T03:35:36Z,b9lt0sfts2zxf2ali8vpf0pn9,D. Lacroix,,5718698361,140,29.8,5718698363,141,46.1,5718784937,189,,5718698367,213,4.47,5718698365,212,23.1,5718698359,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813214237,33,1,1,2,10,ak0rmms5xl49w57i2rvid1tk9,1,29.8,46.1,2025-05-11T02:39:23.675Z,2025-05-11T02:39:25Z,dqekbs06e79n3vapj437pwyc,G. Metusala,,5718698423,56,Back,5718698433,1,,5718698431,213,5.23,5718698427,141,3.1,5718698429,212,33.6,5718698425,140,45.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813214263,34,1,1,2,11,ak0rmms5xl49w57i2rvid1tk9,1,45.6,3.1,2025-05-11T02:39:25.084Z,2025-05-11T02:39:30Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,5718698561,212,18.8,5718698563,213,0.61,5718698557,140,60.3,5718698559,141,19.0,5718698555,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813214265,35,1,1,2,15,ak0rmms5xl49w57i2rvid1tk9,0,56.7,18.2,2025-05-11T02:39:29.115Z,2025-05-11T02:41:04Z,cnqxbvy77blk2ulx06t65it49,A. Fontana,,5718698571,140,53.8,5718701261,286,,5718698569,56,Right,5718701257,233,15,5718698577,212,3.0,5718698581,213,3.16,5718701255,236,,5718698575,141,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813214259,15,74,1,2,15,7c9knuwazz9k9449u5rnuuy5m,1,45.3,86.5,2025-05-11T02:39:29.116Z,2025-05-11T02:41:04Z,65jctzcct9irz3wre08c2v2wa,E. Azcona,,5718698551,56,Back,5718701273,233,35,5718698553,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813215001,38,61,1,2,16,7c9knuwazz9k9449u5rnuuy5m,0,44.5,95.3,2025-05-11T02:39:29.978Z,2025-05-11T05:03:19Z,65jctzcct9irz3wre08c2v2wa,E. Azcona,,5718702763,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813214267,36,61,1,2,18,ak0rmms5xl49w57i2rvid1tk9,1,57.9,18.1,2025-05-11T02:39:31.773Z,2025-05-11T02:39:32Z,cnqxbvy77blk2ulx06t65it49,A. Fontana,,5718698587,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813214277,37,1,1,2,19,ak0rmms5xl49w57i2rvid1tk9,1,50.4,18.2,2025-05-11T02:39:32.644Z,2025-05-11T02:39:33Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,5718698651,213,6.15,5718698647,141,16.6,5718698641,56,Right,5718698643,140,58.3,5718698649,212,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813214279,38,1,1,2,20,ak0rmms5xl49w57i2rvid1tk9,1,58.3,16.6,2025-05-11T02:39:33.244Z,2025-05-11T03:36:35Z,cnqxbvy77blk2ulx06t65it49,A. Fontana,,5718698663,140,65.1,5718698661,56,Center,5718698667,212,9.1,5718698669,213,0.67,5718698665,141,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813229653,414,1,1,2,21,ak0rmms5xl49w57i2rvid1tk9,0,62.8,23.2,2025-05-11T02:39:34.237Z,2025-05-11T03:36:32Z,rtca480n5ehey5ffvt8nudck,H. Endeley,,5718785983,212,6.4,5718785981,141,24.5,5718785977,56,Center,5718786205,156,,5718785985,213,3.00,5718785979,140,56.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813214315,17,1,1,2,23,7c9knuwazz9k9449u5rnuuy5m,1,45.4,83.0,2025-05-11T02:39:36.796Z,2025-05-11T02:39:39Z,40qi53orb0eur2jevowkvrcb8,P. Leal,,5718698919,213,3.07,5718698915,141,85.7,5718698911,56,Back,5718698917,212,25.2,5718698913,140,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813214343,18,1,1,2,25,7c9knuwazz9k9449u5rnuuy5m,1,21.5,85.7,2025-05-11T02:39:39.003Z,2025-05-11T02:39:43Z,20z2nx7xh9mgty7qp6xur14yy,G. Nigro,,5718699115,212,21.5,5718699109,56,Back,5718699117,213,3.84,5718699111,140,5.8,5718699113,141,65.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813214359,19,1,1,2,29,7c9knuwazz9k9449u5rnuuy5m,1,6.3,61.1,2025-05-11T02:39:43.203Z,2025-05-11T02:39:47Z,470xuwiwevwy86l2ararrkyga,R. Arozarena,,5718699231,141,29.2,5718699233,212,21.7,5718699229,140,7.1,5718699235,213,4.75,5718699227,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813214371,20,1,1,2,33,7c9knuwazz9k9449u5rnuuy5m,0,5.2,31.8,2025-05-11T02:39:46.868Z,2025-05-11T02:39:49Z,8i5k1tx7x5hx4kk3qzyvrfj84,E. Gärtig,,5718699327,213,0.39,5718699329,1,,5718699325,212,53.1,5718699323,141,61.4,5718699319,56,Center,5718699321,140,52.0,5718699317,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813214381,39,1,1,2,36,ak0rmms5xl49w57i2rvid1tk9,0,52.0,31.3,2025-05-11T02:39:50.140Z,2025-05-11T02:39:51Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,5718699373,141,40.7,5718699371,140,70.7,5718699367,3,,5718699369,56,Center,5718699377,213,0.31,5718699375,212,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
