id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/11/value,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/15/value
2810776167,367,61,1,0,8,7neuneh44n9rtsfsh6r0sb9no,1,66.3,22.2,2025-05-04T23:07:43.810Z,2025-05-05T00:02:03Z,5u1uufcs8jlvvkzodpi5ykovd,J. Timmer,,5705136649,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810750521,6,1,1,0,9,b5l2e3csycjb8twvq9ek0j5gq,1,47.9,48.5,2025-05-04T23:07:45.004Z,2025-05-05T00:04:51Z,cclpvd1z3yyruciida1q3x4o9,P. Wilson,,5704994149,212,13.6,5704994139,56,Back,5704994147,141,38.6,5704994143,140,36.7,5704994153,213,3.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810750607,8,1,1,0,11,b5l2e3csycjb8twvq9ek0j5gq,1,36.7,38.6,2025-05-04T23:07:47.108Z,2025-05-05T00:05:10Z,ov91zkisppven9tp72gfbjf8,B. Byaruhanga,,5704994733,1,,5704994727,141,80.5,5704994729,212,45.1,5704994723,56,Left,5704994731,213,0.68,5704994725,140,70.0,5704994721,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810750581,6,4,1,0,20,7neuneh44n9rtsfsh6r0sb9no,1,39.2,16.6,2025-05-04T23:07:56.487Z,2025-05-05T00:05:35Z,5u1uufcs8jlvvkzodpi5ykovd,J. Timmer,,5704994651,265,,5704994645,13,,5704994653,286,,5704994649,152,,5704994647,56,Back,5705137159,233,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810750623,10,4,1,0,20,b5l2e3csycjb8twvq9ek0j5gq,0,60.8,83.4,2025-05-04T23:07:56.488Z,2025-05-05T01:58:10Z,doseo9fbdr1a1srm0jhdqmr55,J. Sinisterra,,5704994835,56,Left,5705137147,285,,5705137191,233,6,5704994833,13,,5704994839,265,,5704994837,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810750617,9,43,1,0,22,b5l2e3csycjb8twvq9ek0j5gq,1,0.0,0.0,2025-05-04T23:07:58.091Z,2025-05-04T23:08:00Z,6g7v93m80xq6x38o9u3t8y3je,W. Prentice,,5704994937,144,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810750713,7,1,1,0,37,7neuneh44n9rtsfsh6r0sb9no,0,35.8,20.0,2025-05-04T23:08:13.706Z,2025-05-04T23:08:15Z,5u1uufcs8jlvvkzodpi5ykovd,J. Timmer,,5704995503,189,,5704995463,212,56.8,5704995451,5,,5704995467,1,,5704995455,152,,5704995459,140,88.0,5704995461,141,41.8,5704995465,213,0.26,5704995457,56,Center,5704995453,157,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810750829,12,1,1,0,50,b5l2e3csycjb8twvq9ek0j5gq,0,15.0,41.2,2025-05-04T23:08:26.581Z,2025-05-04T23:08:31Z,6j38lv6xa3gnzzsn5x2i35rdh,K. McIntosh,,5704996155,141,40.9,5704996151,56,Center,5704996149,199,,5704996153,140,75.9,5704996159,213,6.28,5704996161,1,,5704996157,212,63.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810750841,8,12,1,0,56,7neuneh44n9rtsfsh6r0sb9no,1,28.6,87.5,2025-05-04T23:08:31.937Z,2025-05-05T00:02:50Z,bgxiot2ugkc6t5jchxewen4k5,L. Desmond,,5704996237,213,0.25,5704996229,56,Back,5704996233,141,92.4,5704996235,212,13.6,5704996231,140,41.2,5705137785,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810750861,13,1,1,0,57,b5l2e3csycjb8twvq9ek0j5gq,1,66.2,47.9,2025-05-04T23:08:33.732Z,2025-05-04T23:08:36Z,4jq1xl8ott88bxfdo4bjm47hl,T. Gibson,,5704996369,212,12.9,5704996371,213,5.62,5704996367,141,36.3,5704996363,56,Center,5704996361,3,,5704996365,140,75.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810750863,14,61,1,1,0,b5l2e3csycjb8twvq9ek0j5gq,0,76.4,34.5,2025-05-04T23:08:36.300Z,2025-05-04T23:08:36Z,777irocsl9y6fja05sevniy95,C. Riley,,5704996375,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810750883,10,1,1,1,2,7neuneh44n9rtsfsh6r0sb9no,0,37.4,95.4,2025-05-04T23:08:37.873Z,2025-05-04T23:08:38Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,,5704996479,1,,5704996477,213,6.13,5704996467,157,,5704996475,212,25.3,5704996471,140,61.2,5704996469,56,Left,5704996473,141,89.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810750903,15,1,1,1,5,b5l2e3csycjb8twvq9ek0j5gq,0,48.9,19.2,2025-05-04T23:08:41.099Z,2025-05-04T23:08:41Z,4e47ixpbc8x9qzn7l3aeej0tl,K. Greene,,5704996611,212,16.1,5704996605,140,64.2,5704996601,56,Right,5704996613,213,0.06,5704996609,141,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810750913,11,61,1,1,6,7neuneh44n9rtsfsh6r0sb9no,1,51.4,86.0,2025-05-04T23:08:42.729Z,2025-05-04T23:08:42Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,,5704996649,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810750949,16,1,1,1,7,b5l2e3csycjb8twvq9ek0j5gq,1,45.5,22.7,2025-05-04T23:08:43.628Z,2025-05-04T23:08:49Z,ov91zkisppven9tp72gfbjf8,B. Byaruhanga,,5704996941,141,36.1,5704996945,213,2.85,5704996943,212,31.5,5704996939,140,16.8,5704996937,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810750979,17,1,1,1,13,b5l2e3csycjb8twvq9ek0j5gq,0,9.9,14.9,2025-05-04T23:08:49.211Z,2025-05-04T23:08:51Z,6j38lv6xa3gnzzsn5x2i35rdh,K. McIntosh,,5704997077,141,28.8,5704997079,212,52.7,5704997075,140,59.3,5704997071,157,,5704997081,213,0.18,5704997083,1,,5704997073,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810751037,12,1,1,1,21,7neuneh44n9rtsfsh6r0sb9no,1,36.1,88.3,2025-05-04T23:08:57.792Z,2025-05-04T23:08:59Z,bgxiot2ugkc6t5jchxewen4k5,L. Desmond,,5704997433,212,19.4,5704997427,56,Left,5704997429,140,54.5,5704997425,3,,5704997431,141,90.8,5704997435,213,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810776665,368,1,1,1,22,7neuneh44n9rtsfsh6r0sb9no,0,58.3,92.3,2025-05-04T23:08:57.810Z,2025-05-05T00:03:33Z,2054x8z63k74or3inr9sl0bu1,L. Fernandes,,5705138879,56,Left,5705138877,157,,5705138889,212,6.8,5705138893,1,,5705138885,141,100.0,5705138881,140,61.2,5705138891,213,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810751049,13,5,1,1,25,7neuneh44n9rtsfsh6r0sb9no,0,58.8,101.6,2025-05-04T23:09:01.241Z,2025-05-05T01:59:36Z,bgxiot2ugkc6t5jchxewen4k5,L. Desmond,,5704997491,56,Left,5704997493,347,,5705299561,233,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810751069,18,5,1,1,25,b5l2e3csycjb8twvq9ek0j5gq,1,41.2,-1.6,2025-05-04T23:09:01.241Z,2025-05-05T01:59:36Z,6j38lv6xa3gnzzsn5x2i35rdh,K. McIntosh,,5704997559,347,,5705299557,233,13,5704997557,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810751115,19,1,1,1,28,b5l2e3csycjb8twvq9ek0j5gq,1,42.9,0.0,2025-05-04T23:09:03.996Z,2025-05-04T23:09:08Z,4e47ixpbc8x9qzn7l3aeej0tl,K. Greene,,5704997759,56,Back,5704997757,107,,5704997765,212,26.1,5704997761,140,23.0,5704997769,1,,5704997767,213,2.50,5704997763,141,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810751159,20,1,1,1,32,b5l2e3csycjb8twvq9ek0j5gq,1,27.4,24.1,2025-05-04T23:09:08.484Z,2025-05-04T23:09:14Z,2w7w1l7lwhu2u6nhvqg1bnd2h,N. Hackshaw,,5704998023,56,Back,5704998039,213,1.46,5704998031,141,57.6,5704998035,212,22.9,5704998027,140,29.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810751171,21,1,1,1,38,b5l2e3csycjb8twvq9ek0j5gq,1,32.0,64.0,2025-05-04T23:09:13.812Z,2025-05-04T23:09:16Z,3xd2kq7cxmvdbqsfzgi644c4q,J. Bravo,,5704998153,212,6.9,5704998147,56,Back,5704998149,140,38.1,5704998155,213,0.39,5704998151,141,67.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810751175,22,1,1,1,40,b5l2e3csycjb8twvq9ek0j5gq,0,38.1,66.0,2025-05-04T23:09:15.956Z,2025-05-05T00:06:37Z,69j92vzo1swgodk0g9g2ksqqy,B. Njie,,5704998197,233,14,5704998173,141,65.7,5704998177,213,3.20,5704998175,212,3.6,5704998171,140,34.7,5704998169,56,Back,5704998201,286,,5704998195,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810751173,14,74,1,1,40,7neuneh44n9rtsfsh6r0sb9no,1,65.3,23.6,2025-05-04T23:09:15.957Z,2025-05-04T23:09:18Z,do8svqsgqomasmzdwwsgg7qlm,C. Parano,,5704998167,285,,5704998207,233,22,5704998165,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810751179,15,43,1,1,41,7neuneh44n9rtsfsh6r0sb9no,1,0.0,0.0,2025-05-04T23:09:17.209Z,2025-05-05T00:03:53Z,do8svqsgqomasmzdwwsgg7qlm,C. Parano,,5705139417,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810751187,16,3,1,1,42,7neuneh44n9rtsfsh6r0sb9no,0,64.2,36.0,2025-05-04T23:09:17.816Z,2025-05-04T23:09:25Z,do8svqsgqomasmzdwwsgg7qlm,C. Parano,,5704998383,233,23,5704998227,56,Center,5704998229,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810751201,23,7,1,1,42,b5l2e3csycjb8twvq9ek0j5gq,0,35.8,64.0,2025-05-04T23:09:17.817Z,2025-05-05T00:07:14Z,doseo9fbdr1a1srm0jhdqmr55,J. Sinisterra,,5704998349,56,Back,5704998353,233,16,5704998351,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810751229,17,1,1,1,48,7neuneh44n9rtsfsh6r0sb9no,1,67.8,67.3,2025-05-04T23:09:23.969Z,2025-05-04T23:09:24Z,2054x8z63k74or3inr9sl0bu1,L. Fernandes,,5704998505,140,79.5,5704998503,56,Center,5704998511,213,6.22,5704998509,212,12.3,5704998507,141,66.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810751233,18,1,1,1,48,7neuneh44n9rtsfsh6r0sb9no,1,79.5,66.1,2025-05-04T23:09:24.704Z,2025-05-05T00:04:22Z,271x0k4dhjqn4h7ecmt44pzo5,R. López,,5704998553,56,Center,5704998555,140,67.5,5704998561,213,4.03,5704998557,141,43.1,5704998559,212,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810777071,369,1,1,1,51,7neuneh44n9rtsfsh6r0sb9no,1,61.9,25.6,2025-05-04T23:09:26.810Z,2025-05-05T00:04:54Z,9lqozbr0ghw2fhep938p8snah,R. Cicerone,,5705140733,140,65.0,5705140731,56,Right,5705140735,141,16.2,5705140737,212,7.2,5705140739,213,5.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810751277,20,1,1,1,55,7neuneh44n9rtsfsh6r0sb9no,1,59.8,19.2,2025-05-04T23:09:31.704Z,2025-05-05T00:04:54Z,do8svqsgqomasmzdwwsgg7qlm,C. Parano,,5705140773,213,5.52,5704998775,56,Right,5705140771,212,15.4,5705140769,141,3.5,5705140767,140,70.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810777145,370,1,1,1,56,7neuneh44n9rtsfsh6r0sb9no,1,66.6,9.7,2025-05-04T23:09:31.810Z,2025-05-05T00:05:07Z,ea8jgqvyafx5wvgd5d70mgx9m,J. Gurr,,5705141079,213,6.14,5705141077,212,17.2,5705141073,140,82.8,5705141075,141,6.2,5705141071,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810777279,371,1,1,1,57,7neuneh44n9rtsfsh6r0sb9no,0,85.9,10.0,2025-05-04T23:09:32.810Z,2025-05-05T00:05:34Z,do8svqsgqomasmzdwwsgg7qlm,C. Parano,,5705141613,141,45.1,5705141607,155,,5705141609,56,Center,5705141617,213,1.43,5705141605,2,,5705141615,212,24.1,5705141611,140,89.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810751297,24,12,1,1,59,b5l2e3csycjb8twvq9ek0j5gq,1,10.2,42.5,2025-05-04T23:09:34.844Z,2025-05-05T00:07:13Z,777irocsl9y6fja05sevniy95,C. Riley,,5704998905,56,Back,5704998915,213,6.26,5704998911,141,41.6,5704998933,15,,5704998913,212,25.0,5704998909,140,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810751343,21,1,1,1,59,7neuneh44n9rtsfsh6r0sb9no,1,76.9,61.8,2025-05-04T23:09:35.176Z,2025-05-04T23:09:48Z,271x0k4dhjqn4h7ecmt44pzo5,R. López,1.0,5704999377,210,13,5704999379,154,,5704999149,212,10.2,5704999147,141,51.3,5704999143,56,Center,5704999151,213,5.51,5704999145,140,83.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810751349,22,13,1,2,4,7neuneh44n9rtsfsh6r0sb9no,1,81.1,49.5,2025-05-04T23:09:40.479Z,2025-05-05T01:28:59Z,2054x8z63k74or3inr9sl0bu1,L. Fernandes,,5704999163,56,Center,5704999421,154,,5704999417,74,,5704999431,230,98.8,5704999423,55,21,5704999161,18,,5704999427,102,52.6,5704999433,231,48.6,5704999419,29,,5704999327,72,5704999159,22,5705323387,328,5704999429,103,86.1,,,,,,,,,,,,,,,,,,,,
2810751375,23,5,1,2,6,7neuneh44n9rtsfsh6r0sb9no,0,101.2,56.3,2025-05-04T23:09:41.928Z,2025-05-05T01:14:39Z,2054x8z63k74or3inr9sl0bu1,L. Fernandes,,5704999313,346,,5704999311,56,Center,5704999331,233,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810751323,25,5,1,2,6,b5l2e3csycjb8twvq9ek0j5gq,1,-1.2,43.7,2025-05-04T23:09:41.928Z,2025-05-05T01:59:37Z,777irocsl9y6fja05sevniy95,C. Riley,,5704999041,346,,5704999323,233,23,5704999039,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810751509,26,1,1,2,30,b5l2e3csycjb8twvq9ek0j5gq,0,4.1,49.7,2025-05-04T23:10:06.083Z,2025-05-04T23:10:08Z,6j38lv6xa3gnzzsn5x2i35rdh,K. McIntosh,,5705000233,1,,5705000227,141,49.6,5705000229,212,64.2,5705000223,56,Center,5705000235,74,,5705000231,213,6.28,5705000225,140,65.2,5705000221,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810751533,24,1,1,2,35,7neuneh44n9rtsfsh6r0sb9no,1,33.0,46.3,2025-05-04T23:10:11.296Z,2025-05-04T23:10:14Z,5u1uufcs8jlvvkzodpi5ykovd,J. Timmer,,5705000453,141,43.4,5705000457,213,6.12,5705000451,140,44.7,5705000455,212,12.4,5705000447,3,,5705000449,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810751537,25,4,1,2,38,7neuneh44n9rtsfsh6r0sb9no,1,51.1,49.0,2025-05-04T23:10:14.416Z,2025-05-05T01:13:40Z,do8svqsgqomasmzdwwsgg7qlm,C. Parano,,5705000493,286,,5705000489,265,,5705000479,13,,5705000483,152,,5705000767,233,27,5705000481,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810751565,27,4,1,2,38,b5l2e3csycjb8twvq9ek0j5gq,0,48.9,51.0,2025-05-04T23:10:14.417Z,2025-05-05T01:13:40Z,6g7v93m80xq6x38o9u3t8y3je,W. Prentice,,5705000731,285,,5705000725,56,Back,5705000727,152,,5705000729,265,,5705000785,233,25,5705000723,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810751633,26,1,1,2,46,7neuneh44n9rtsfsh6r0sb9no,1,49.6,48.8,2025-05-04T23:10:22.208Z,2025-05-04T23:10:24Z,271x0k4dhjqn4h7ecmt44pzo5,R. López,,5705000997,213,4.33,5705000989,56,Back,5705000987,152,,5705000993,141,27.1,5705000985,5,,5705000995,212,15.9,5705000991,140,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810751661,27,1,1,2,48,7neuneh44n9rtsfsh6r0sb9no,1,44.0,27.1,2025-05-04T23:10:24.712Z,2025-05-04T23:10:26Z,5u1uufcs8jlvvkzodpi5ykovd,J. Timmer,,5705001153,141,22.4,5705001157,213,6.01,5705001155,212,11.9,5705001149,140,54.9,5705001147,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810751675,28,1,1,2,50,7neuneh44n9rtsfsh6r0sb9no,1,54.9,22.4,2025-05-04T23:10:26.424Z,2025-05-04T23:10:28Z,ea8jgqvyafx5wvgd5d70mgx9m,J. Gurr,,5705001237,213,1.84,5705001229,56,Center,5705001233,141,29.7,5705001235,212,5.1,5705001231,140,53.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
