id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2809903331,5,1,1,15,26,5qfq6cwtrgzd2szijivns7rjl,1,32.5,69.1,2025-05-03T23:51:58.723Z,2025-05-03T23:52:00Z,dbjysa6qhf203jmpjedz8pgph,T. Vancaeyezeele,,,5700389065,213,5.42,5700389053,56,Back,5700389061,212,18.3,5700389057,141,48.7,5700389055,140,43.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809903377,6,1,1,15,27,5qfq6cwtrgzd2szijivns7rjl,1,44.1,46.7,2025-05-03T23:51:59.867Z,2025-05-03T23:52:05Z,7ao58e6608lb8eu3dmk17jisp,O. Bassett,,,5700389301,140,36.2,5700389299,56,Back,5700389303,141,28.2,5700389305,212,15.1,5700389307,213,4.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809903383,7,1,1,15,32,5qfq6cwtrgzd2szijivns7rjl,1,58.8,20.1,2025-05-03T23:52:05.292Z,2025-05-03T23:52:06Z,du5dg5x7as3ub1iemjuwdd6uh,R. Castellanos,,,5700389367,213,2.09,5700389365,212,7.1,5700389359,56,Center,5700389363,141,29.2,5700389361,140,55.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809903423,8,1,1,15,34,5qfq6cwtrgzd2szijivns7rjl,1,53.2,29.2,2025-05-03T23:52:06.475Z,2025-05-03T23:52:12Z,7ao58e6608lb8eu3dmk17jisp,O. Bassett,,,5700389671,140,36.0,5700389679,212,18.1,5700389675,141,31.6,5700389683,213,3.05,5700389669,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809903435,9,1,1,15,39,5qfq6cwtrgzd2szijivns7rjl,1,67.7,26.4,2025-05-03T23:52:12.163Z,2025-05-04T00:37:05Z,5s5sc7zxuw8cr7vyzeofb8hnu,D. Crisostomo,,,5700389779,213,1.09,5700389775,141,39.2,5700389773,140,72.0,5700389771,56,Center,5700389777,212,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809903443,10,1,1,15,41,5qfq6cwtrgzd2szijivns7rjl,1,72.8,37.0,2025-05-03T23:52:13.993Z,2025-05-03T23:52:14Z,4ua2bfowedufy5hilbxb3cul1,Leo Fernandes,,,5700389833,141,33.9,5700389831,140,68.9,5700389837,213,3.62,5700389835,212,4.6,5700389829,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809903455,11,1,1,15,42,5qfq6cwtrgzd2szijivns7rjl,1,68.9,33.9,2025-05-03T23:52:14.763Z,2025-05-04T00:37:18Z,5s5sc7zxuw8cr7vyzeofb8hnu,D. Crisostomo,,,5700389903,141,22.4,5700389907,212,12.1,5700389895,56,Center,5700389899,140,77.7,5700389909,213,5.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809903457,12,1,1,15,43,5qfq6cwtrgzd2szijivns7rjl,0,69.4,31.9,2025-05-03T23:52:16.139Z,2025-05-04T00:37:31Z,6mrzod8fbjpv5s30eyypfyv2t,M. Arteaga,,,5700547021,213,6.12,5700547017,141,29.5,5700389917,56,Center,5700547015,140,78.8,5700547019,212,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809903487,6,1,1,15,44,c9xffml4i7ihblp1qhus9w3fu,1,22.3,76.9,2025-05-03T23:52:17.096Z,2025-05-03T23:52:19Z,dlhfyk6fgvqt3zrr5qfj7c6w9,D. McCartney,,,5700390049,140,19.8,5700390055,213,4.47,5700390047,56,Back,5700390051,141,61.5,5700390053,212,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809903503,8,1,1,15,46,c9xffml4i7ihblp1qhus9w3fu,1,19.8,61.5,2025-05-03T23:52:19.325Z,2025-05-03T23:52:20Z,ece6sffb02drwz4brwndn0rh0,R. Hamouda,,,5700390145,212,16.4,5700390147,213,6.16,5700390143,141,58.5,5700390141,140,35.3,5700390139,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809903513,9,1,1,15,46,c9xffml4i7ihblp1qhus9w3fu,0,29.1,67.3,2025-05-03T23:52:19.467Z,2025-05-04T00:38:18Z,e6uww9a9ssp0n20ksoolesa8l,E. Martínez,,,5700508727,212,4.3,5700549749,286,,5700549745,233,241,5700390205,56,Back,5700549743,236,,5700508725,141,62.8,5700508729,213,5.50,5700508723,140,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809931679,241,74,1,15,47,5qfq6cwtrgzd2szijivns7rjl,1,61.7,45.5,2025-05-03T23:52:19.468Z,2025-05-04T00:38:18Z,5s5sc7zxuw8cr7vyzeofb8hnu,D. Crisostomo,,,5700549783,233,9,5700548163,56,Center,5700549699,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809903539,13,43,1,15,47,5qfq6cwtrgzd2szijivns7rjl,1,0.0,0.0,2025-05-03T23:52:20.351Z,2025-05-04T00:38:20Z,6mrzod8fbjpv5s30eyypfyv2t,M. Arteaga,,,5700390335,56,Center,5700390355,285,0,5700549915,144,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809903543,10,1,1,15,50,c9xffml4i7ihblp1qhus9w3fu,0,28.7,59.7,2025-05-03T23:52:22.709Z,2025-05-03T23:52:23Z,3yd4f60qwxrbs2rch6uobxqsp,P. Kavita,,,5700390379,212,37.9,5700390367,56,Center,5700390375,141,46.1,5700390371,140,63.7,5700390385,1,,5700390383,213,6.04,5700390363,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809903583,14,1,1,15,52,5qfq6cwtrgzd2szijivns7rjl,1,31.3,44.6,2025-05-03T23:52:24.491Z,2025-05-03T23:52:28Z,87rpg135z1k0ir74kdczwo2y1,F. Lasso,,,5700390617,140,54.6,5700390615,56,Center,5700390619,141,29.7,5700390623,213,5.89,5700390621,212,26.5,5700390613,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809903585,15,44,1,15,53,5qfq6cwtrgzd2szijivns7rjl,1,60.0,36.0,2025-05-03T23:52:26.411Z,2025-05-03T23:52:34Z,6mrzod8fbjpv5s30eyypfyv2t,M. Arteaga,,,5700390645,56,Center,5700390647,286,,5700390711,233,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809903579,11,44,1,15,53,c9xffml4i7ihblp1qhus9w3fu,0,40.0,64.0,2025-05-03T23:52:26.412Z,2025-05-03T23:52:35Z,272w5ezobn1o53b3yxnbgjckq,K. Hernández-Foster,,,5700390593,56,Back,5700390727,233,15,5700390595,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809903589,16,1,1,15,54,5qfq6cwtrgzd2szijivns7rjl,0,51.5,31.0,2025-05-03T23:52:27.260Z,2025-05-04T00:39:32Z,6mrzod8fbjpv5s30eyypfyv2t,M. Arteaga,,,5700390663,56,Center,5700553603,168,,5700390661,3,,5700390669,212,16.1,5700390665,140,66.8,5700390671,213,0.07,5700390667,141,32.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809903603,12,1,1,15,56,c9xffml4i7ihblp1qhus9w3fu,1,23.2,40.7,2025-05-03T23:52:29.132Z,2025-05-04T00:25:52Z,3yd4f60qwxrbs2rch6uobxqsp,P. Kavita,,,5700390741,3,,5700390761,213,2.97,5700390755,212,13.6,5700390751,141,44.2,5700390745,56,Back,5700390747,140,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809903677,14,1,1,15,59,c9xffml4i7ihblp1qhus9w3fu,1,10.4,44.2,2025-05-03T23:52:31.981Z,2025-05-03T23:52:36Z,dlcxvrsqhiz8ce0nqnh6h6dw5,M. Van Oekel,,,5700391087,212,19.1,5700391079,123,,5700391083,140,19.6,5700391081,56,Back,5700391085,141,68.5,5700391089,213,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809903691,15,1,1,16,4,c9xffml4i7ihblp1qhus9w3fu,1,20.3,68.1,2025-05-03T23:52:36.694Z,2025-05-03T23:52:38Z,ece6sffb02drwz4brwndn0rh0,R. Hamouda,,,5700391165,212,10.7,5700391167,213,6.01,5700391163,141,63.9,5700391161,140,30.1,5700391159,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809903707,16,1,1,16,5,c9xffml4i7ihblp1qhus9w3fu,1,30.1,63.9,2025-05-03T23:52:38.006Z,2025-05-03T23:52:40Z,e6uww9a9ssp0n20ksoolesa8l,E. Martínez,,,5700391243,212,6.3,5700391241,141,69.7,5700391237,56,Back,5700391245,213,2.47,5700391239,140,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809903751,17,1,1,16,7,c9xffml4i7ihblp1qhus9w3fu,1,23.2,72.4,2025-05-03T23:52:39.908Z,2025-05-03T23:52:45Z,ece6sffb02drwz4brwndn0rh0,R. Hamouda,,,5700391475,213,0.16,5700391467,56,Back,5700391473,212,13.4,5700391471,141,75.6,5700391469,140,35.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809903791,18,1,1,16,12,c9xffml4i7ihblp1qhus9w3fu,0,35.8,74.1,2025-05-03T23:52:44.908Z,2025-05-03T23:52:49Z,e6uww9a9ssp0n20ksoolesa8l,E. Martínez,,,5700391683,141,16.8,5700391681,140,100.0,5700391685,212,78.3,5700391677,157,,5700391689,1,,5700391687,213,5.76,5700391679,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809904081,17,5,1,16,16,5qfq6cwtrgzd2szijivns7rjl,1,-0.9,77.6,2025-05-03T23:52:49.121Z,2025-05-04T02:25:14Z,dp8j7znd4eavuoy3faqpamoa2,N. Campisi,,,5700393211,56,Back,5700393213,346,,5700393219,233,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809903941,19,5,1,16,16,c9xffml4i7ihblp1qhus9w3fu,0,100.9,22.4,2025-05-03T23:52:49.121Z,2025-05-04T02:25:14Z,e6uww9a9ssp0n20ksoolesa8l,E. Martínez,,,5700393227,233,17,5700392447,346,,5700392445,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809904113,18,1,1,16,45,5qfq6cwtrgzd2szijivns7rjl,1,2.7,61.7,2025-05-03T23:53:17.661Z,2025-05-03T23:53:22Z,dp8j7znd4eavuoy3faqpamoa2,N. Campisi,,,5700393413,213,0.64,5700393405,140,30.2,5700393411,212,36.0,5700393409,141,93.3,5700393395,124,,5700393419,74,,5700393415,1,,5700393399,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809904127,19,3,1,16,49,5qfq6cwtrgzd2szijivns7rjl,1,34.6,83.8,2025-05-03T23:53:22.228Z,2025-05-04T02:19:57Z,bpkzxcqtmvei7lqkqzuvzelsl,A. Guillén,,,5700393489,286,,5700393485,56,Back,5700393697,233,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809904163,20,45,1,16,49,c9xffml4i7ihblp1qhus9w3fu,0,65.4,16.2,2025-05-03T23:53:22.228Z,2025-05-04T02:19:58Z,7xe0ov84ztwduks4x3utn05ck,S. Tregarthen,,,5700393831,233,19,5700393687,56,Right,5700393689,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809904161,20,1,1,16,51,5qfq6cwtrgzd2szijivns7rjl,1,31.6,89.0,2025-05-03T23:53:23.533Z,2025-05-04T00:43:53Z,bpkzxcqtmvei7lqkqzuvzelsl,A. Guillén,,,5700393679,213,5.98,5700393675,141,85.9,5700393671,56,Back,5700393673,140,38.1,5700393677,212,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809904199,21,1,1,16,53,5qfq6cwtrgzd2szijivns7rjl,1,39.7,85.1,2025-05-03T23:53:25.517Z,2025-05-03T23:53:29Z,dbjysa6qhf203jmpjedz8pgph,T. Vancaeyezeele,,,5700393885,56,Back,5700393889,141,91.7,5700393891,212,5.1,5700393887,140,42.1,5700393895,213,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809904213,22,1,1,16,55,5qfq6cwtrgzd2szijivns7rjl,1,42.1,91.7,2025-05-03T23:53:27.557Z,2025-05-03T23:53:29Z,4ua2bfowedufy5hilbxb3cul1,Leo Fernandes,,,5700393957,56,Back,5700393961,141,94.5,5700393963,212,11.3,5700393959,140,31.5,5700393965,213,2.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809904229,23,1,1,16,56,5qfq6cwtrgzd2szijivns7rjl,0,27.2,85.7,2025-05-03T23:53:29.372Z,2025-05-04T00:43:33Z,87rpg135z1k0ir74kdczwo2y1,F. Lasso,,,5700394021,140,82.4,5700394023,141,78.1,5700394025,212,58.2,5700394029,1,,5700569009,155,,5700394019,56,Center,5700394027,213,6.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809904313,22,1,1,17,3,c9xffml4i7ihblp1qhus9w3fu,1,23.8,39.2,2025-05-03T23:53:35.686Z,2025-05-03T23:53:40Z,3yd4f60qwxrbs2rch6uobxqsp,P. Kavita,,,5700394473,56,Back,5700394475,140,27.2,5700394479,212,14.4,5700394481,213,1.32,5700394477,141,59.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809904359,23,1,1,17,8,c9xffml4i7ihblp1qhus9w3fu,1,37.8,70.2,2025-05-03T23:53:40.678Z,2025-05-03T23:53:44Z,ece6sffb02drwz4brwndn0rh0,R. Hamouda,,,5700394719,140,61.8,5700394725,213,0.53,5700394717,56,Left,5700394723,212,29.3,5700394721,141,92.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809904393,24,1,1,17,12,c9xffml4i7ihblp1qhus9w3fu,1,64.1,91.4,2025-05-03T23:53:44.646Z,2025-05-03T23:53:48Z,7drelguz6c1htw10sq7zyxh0q,D. Trejo,,,5700394899,140,56.5,5700394897,56,Center,5700394905,213,4.24,5700394901,141,68.4,5700394903,212,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809904425,25,1,1,17,16,c9xffml4i7ihblp1qhus9w3fu,1,57.8,65.8,2025-05-03T23:53:48.598Z,2025-05-03T23:53:51Z,272w5ezobn1o53b3yxnbgjckq,K. Hernández-Foster,,,5700394969,56,Center,5700394977,213,4.87,5700394971,140,60.8,5700394973,141,36.7,5700394975,212,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809904435,26,1,1,17,18,c9xffml4i7ihblp1qhus9w3fu,0,60.8,36.7,2025-05-03T23:53:50.974Z,2025-05-03T23:53:51Z,dhi7890xe8zsmzhw2cad7sul1,T. Pasher,,,5700395061,212,10.8,5700395055,56,Center,5700395063,213,0.71,5700395059,141,47.0,5700395053,155,,5700395057,140,68.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809904457,24,1,1,17,19,5qfq6cwtrgzd2szijivns7rjl,1,36.0,24.9,2025-05-03T23:53:51.916Z,2025-05-03T23:53:54Z,du5dg5x7as3ub1iemjuwdd6uh,R. Castellanos,,,5700395163,56,Back,5700395161,3,,5700395169,212,6.4,5700395165,140,42.0,5700395171,213,6.14,5700395167,141,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809904485,27,1,1,17,21,5qfq6cwtrgzd2szijivns7rjl,0,39.0,32.9,2025-05-03T23:53:53.933Z,2025-05-04T00:47:10Z,7ao58e6608lb8eu3dmk17jisp,O. Bassett,,,5700395287,56,Back,5700584137,140,48.4,5700584141,212,10.0,5700584139,141,30.5,5700584143,213,6.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809904471,27,43,1,17,21,c9xffml4i7ihblp1qhus9w3fu,1,0.0,0.0,2025-05-03T23:53:53.934Z,2025-05-04T00:27:30Z,dlhfyk6fgvqt3zrr5qfj7c6w9,D. McCartney,,,5700515391,144,7,5700395237,285,0,5700395235,56,Back,5700395347,233,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809904475,26,43,1,17,21,5qfq6cwtrgzd2szijivns7rjl,1,0.0,0.0,2025-05-03T23:53:53.972Z,2025-05-04T00:47:36Z,5s5sc7zxuw8cr7vyzeofb8hnu,D. Crisostomo,,,5700395243,56,Right,5700395249,212,7.4,5700395251,213,6.03,5700586003,144,1,5700395247,141,19.4,5700395245,140,53.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809904479,28,8,1,17,22,c9xffml4i7ihblp1qhus9w3fu,1,58.5,51.5,2025-05-03T23:53:55.342Z,2025-05-04T00:27:32Z,dhi7890xe8zsmzhw2cad7sul1,T. Pasher,,,5700395259,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809904505,29,1,1,17,23,c9xffml4i7ihblp1qhus9w3fu,1,53.1,63.4,2025-05-03T23:53:55.990Z,2025-05-03T23:53:58Z,ece6sffb02drwz4brwndn0rh0,R. Hamouda,,,5700395427,212,8.6,5700395421,56,Center,5700395423,140,61.3,5700395429,213,0.04,5700395425,141,63.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809904525,30,1,1,17,25,c9xffml4i7ihblp1qhus9w3fu,1,61.3,63.9,2025-05-03T23:53:58.150Z,2025-05-03T23:53:59Z,272w5ezobn1o53b3yxnbgjckq,K. Hernández-Foster,,,5700395535,212,3.0,5700395537,213,4.92,5700395529,56,Center,5700395533,141,59.6,5700395531,140,61.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809904539,28,83,1,17,28,5qfq6cwtrgzd2szijivns7rjl,0,39.6,29.7,2025-05-03T23:54:00.717Z,2025-05-03T23:54:06Z,dbjysa6qhf203jmpjedz8pgph,T. Vancaeyezeele,,,5700395865,399,e6uww9a9ssp0n20ksoolesa8l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809904593,32,1,1,17,29,c9xffml4i7ihblp1qhus9w3fu,1,54.4,52.7,2025-05-03T23:54:01.718Z,2025-05-03T23:54:05Z,e6uww9a9ssp0n20ksoolesa8l,E. Martínez,,,5700395857,213,4.19,5700395855,212,30.0,5700395851,140,40.2,5700395849,56,Back,5700395853,141,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809904645,33,1,1,17,33,c9xffml4i7ihblp1qhus9w3fu,1,40.4,14.4,2025-05-03T23:54:06.190Z,2025-05-03T23:54:10Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,,5700396137,212,13.5,5700396133,140,37.3,5700396131,56,Back,5700396135,141,33.6,5700396139,213,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809904679,34,1,1,17,38,c9xffml4i7ihblp1qhus9w3fu,1,42.2,36.4,2025-05-03T23:54:10.718Z,2025-05-03T23:54:13Z,3yd4f60qwxrbs2rch6uobxqsp,P. Kavita,,,5700396315,212,19.5,5700396317,213,1.71,5700396313,141,64.8,5700396311,140,39.6,5700396309,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
