id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/14/value,qualifier/18/id,qualifier/18/qualifierId
2823505221,8,1,1,0,14,ak0rmms5xl49w57i2rvid1tk9,0,37.1,54.8,2025-06-20T23:08:41.014Z,2025-06-20T23:08:45Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5775984661,56,Center,5775984659,155,,5775984669,213,5.99,5775984663,140,100.0,5775984667,212,70.9,5775984671,1,,5775984665,141,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823505251,9,5,1,0,18,ak0rmms5xl49w57i2rvid1tk9,0,101.4,33.5,2025-06-20T23:08:45.078Z,2025-06-20T23:09:09Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5775984883,346,,5775984881,56,Center,5775985079,233,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823505281,4,5,1,0,19,ck22dnk93ng8ax7wonlff7yms,1,-1.5,71.0,2025-06-20T23:08:45.272Z,2025-06-20T23:09:09Z,5m3bxdstyhzoplpzam8c94t90,F. Ajago,,,5775985055,56,Back,5775985057,346,,5775985063,233,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823505287,5,1,1,0,42,ck22dnk93ng8ax7wonlff7yms,0,4.1,49.3,2025-06-20T23:09:08.374Z,2025-06-20T23:09:13Z,1rknkp6cfxg6powoea2tttoiy,B. Thompson,,,5775985115,74,,5775985101,56,Center,5775985109,213,0.09,5775985099,155,,5775985103,140,63.9,5775985097,124,,5775985107,212,63.0,5775985105,141,57.6,5775985111,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823505289,10,44,1,0,46,ak0rmms5xl49w57i2rvid1tk9,1,37.4,38.6,2025-06-20T23:09:12.574Z,2025-06-21T01:09:22Z,dv0qqd4mx117y4al165nsdic4,T. Clegg,,,5775985159,233,6,5775985119,285,,5775985117,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823505291,6,44,1,0,46,ck22dnk93ng8ax7wonlff7yms,0,62.6,61.4,2025-06-20T23:09:12.575Z,2025-06-21T01:09:22Z,5m3bxdstyhzoplpzam8c94t90,F. Ajago,,,5775985121,56,Center,5775985169,233,10,5775985123,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823505303,11,1,1,0,46,ak0rmms5xl49w57i2rvid1tk9,0,39.6,32.7,2025-06-20T23:09:13.105Z,2025-06-20T23:09:15Z,dv0qqd4mx117y4al165nsdic4,T. Clegg,,,5775985197,140,32.2,5775985193,3,,5775985203,213,4.32,5775985201,212,20.6,5775985199,141,4.7,5775985195,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823516445,258,43,1,0,47,ck22dnk93ng8ax7wonlff7yms,1,0.0,0.0,2025-06-20T23:09:13.119Z,2025-06-21T00:10:47Z,5m3bxdstyhzoplpzam8c94t90,F. Ajago,,,5776048225,3,0,5776048235,213,3.94,5776048371,144,1,5776048229,140,56.3,5776048231,141,54.8,5776048233,212,7.1,5776048227,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823505331,7,3,1,0,52,ck22dnk93ng8ax7wonlff7yms,0,77.9,88.9,2025-06-20T23:09:18.975Z,2025-06-20T23:09:22Z,1xpjec3sk3ykvgcg67jkxtzo,M. Adedokun,,,5775985321,211,,5775985311,56,Left,5775985313,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823505311,12,43,1,0,52,ak0rmms5xl49w57i2rvid1tk9,1,0.0,0.0,2025-06-20T23:09:18.975Z,2025-06-20T23:09:26Z,2h53fzt0ubszmkuwfnez8n622,A. Ward,,,5775985225,56,Back,5775985465,144,45,5775985227,285,0,5775985351,233,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823505349,8,5,1,0,57,ck22dnk93ng8ax7wonlff7yms,0,101.4,67.3,2025-06-20T23:09:23.496Z,2025-06-20T23:09:41Z,1xpjec3sk3ykvgcg67jkxtzo,M. Adedokun,,,5775985399,346,,5775985631,233,13,5775985397,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823505393,13,5,1,0,57,ak0rmms5xl49w57i2rvid1tk9,1,-1.5,35.2,2025-06-20T23:09:23.663Z,2025-06-20T23:09:42Z,2h53fzt0ubszmkuwfnez8n622,A. Ward,,,5775985611,346,,5775985609,56,Back,5775985613,233,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823505397,14,1,1,1,14,ak0rmms5xl49w57i2rvid1tk9,1,4.8,40.6,2025-06-20T23:09:41.055Z,2025-06-20T23:09:43Z,duuhalibp64gdz6nub5ub0ovd,C. Herrera,,,5775985639,140,6.1,5775985645,213,4.85,5775985637,56,Back,5775985635,124,,5775985643,212,10.1,5775985649,237,,5775985641,141,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823505407,15,1,1,1,17,ak0rmms5xl49w57i2rvid1tk9,0,7.7,15.9,2025-06-20T23:09:43.664Z,2025-06-21T00:10:54Z,dv0qqd4mx117y4al165nsdic4,T. Clegg,,,5775985685,140,54.9,5775985683,56,Center,5775985693,1,,5775985687,141,27.4,5775985691,213,0.16,5775985681,155,,5775985689,212,50.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823505415,9,61,1,1,18,ck22dnk93ng8ax7wonlff7yms,0,47.9,72.1,2025-06-20T23:09:45.054Z,2025-06-20T23:15:41Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,,5775985721,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823505419,16,1,1,1,22,ak0rmms5xl49w57i2rvid1tk9,1,42.0,4.4,2025-06-20T23:09:48.686Z,2025-06-21T00:11:18Z,dio84sg1k4gsedcpordxs69lg,Q. Huerman,,,5775985745,140,44.6,5775985751,213,1.02,5775985743,56,Back,5775985747,141,10.9,5775985749,212,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823505423,17,43,1,1,23,ak0rmms5xl49w57i2rvid1tk9,1,0.0,0.0,2025-06-20T23:09:49.855Z,2025-06-20T23:10:43Z,3ljxfq84ubqzlooixppmpfdd6,J. Tejada,,,5775985765,56,Back,5775986647,144,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823505433,18,1,1,1,24,ak0rmms5xl49w57i2rvid1tk9,1,53.6,12.9,2025-06-20T23:09:50.583Z,2025-06-21T01:20:18Z,3ljxfq84ubqzlooixppmpfdd6,J. Tejada,,,5775985797,56,Center,5775985803,212,10.8,5775985801,141,24.7,5775985799,140,60.5,5775985805,213,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823505445,19,1,1,1,26,ak0rmms5xl49w57i2rvid1tk9,1,60.5,24.7,2025-06-20T23:09:52.270Z,2025-06-21T01:20:41Z,drbcpa8qvrgin42q3it10nieh,Z. Zandi,,,5775985845,141,20.7,5775991813,156,,5775985843,140,52.6,5775985847,212,8.7,5775985849,213,3.46,5775985841,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823505457,20,1,1,1,28,ak0rmms5xl49w57i2rvid1tk9,1,52.6,20.7,2025-06-20T23:09:54.905Z,2025-06-21T01:20:53Z,dio84sg1k4gsedcpordxs69lg,Q. Huerman,,,5775985927,140,86.7,5775985933,213,0.96,5775985923,196,,5775985929,141,95.9,5775985921,155,,5775985931,212,62.4,5775985935,1,,5775985925,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823505461,21,43,1,1,30,ak0rmms5xl49w57i2rvid1tk9,1,0.0,0.0,2025-06-20T23:09:57.102Z,2025-06-20T23:10:31Z,cfx7vo0kbjvcly2nf1b7papsk,Y. Hanya,,,5775985947,56,Left,5775986471,144,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823505483,22,1,1,1,33,ak0rmms5xl49w57i2rvid1tk9,1,87.3,88.3,2025-06-20T23:09:59.383Z,2025-06-20T23:10:02Z,cfx7vo0kbjvcly2nf1b7papsk,Y. Hanya,,,5775986041,140,95.1,5775986045,212,8.8,5775986047,213,0.37,5775986043,141,93.0,5775986039,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823505489,23,1,1,1,36,ak0rmms5xl49w57i2rvid1tk9,1,96.1,94.5,2025-06-20T23:10:02.447Z,2025-06-20T23:10:05Z,39t59x9q2xumbn2hphk7urp7u,I. Foster,,,5775986095,213,4.39,5775986085,155,,5775986089,140,90.8,5775986091,141,70.2,5775986093,212,17.4,5775986083,2,,5775986087,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823505493,24,1,1,1,39,ak0rmms5xl49w57i2rvid1tk9,1,90.8,70.2,2025-06-20T23:10:05.519Z,2025-06-20T23:10:06Z,cnqxbvy77blk2ulx06t65it49,A. Fontana,,,5775986109,56,Center,5775986111,140,92.7,5775986115,212,2.5,5775986117,213,0.64,5775986113,141,72.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823505499,25,1,1,1,40,ak0rmms5xl49w57i2rvid1tk9,1,92.7,72.4,2025-06-20T23:10:06.279Z,2025-06-21T01:23:28Z,cfx7vo0kbjvcly2nf1b7papsk,Y. Hanya,1.0,,5775986175,141,52.1,5775986425,154,,5775986173,140,82.1,5775986423,210,14,5775986177,212,17.7,5775986171,56,Center,5775986179,213,4.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823505501,26,14,1,1,45,ak0rmms5xl49w57i2rvid1tk9,1,84.3,50.9,2025-06-20T23:10:11.294Z,2025-06-21T01:23:28Z,3djjepgynp4qnhgvvqh9oa1ka,A. Rocha,,,5775986445,231,51.4,5775986433,154,,5775986431,29,,5775986223,20,,5776152955,17,,5775986187,56,Center,5775986183,22,,5775986429,73,,5775986439,102,55.3,5776152957,328,5775986441,103,7.0,5775986443,230,97.6,5775986435,55,25,,,,,,,,,,,,,,,,,
2823505507,27,5,1,1,46,ak0rmms5xl49w57i2rvid1tk9,0,101.9,57.4,2025-06-20T23:10:12.654Z,2025-06-20T23:10:36Z,3djjepgynp4qnhgvvqh9oa1ka,A. Rocha,,,5775986219,56,Center,5775986551,233,10,5775986221,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823505557,10,5,1,1,46,ck22dnk93ng8ax7wonlff7yms,1,-1.9,42.2,2025-06-20T23:10:12.990Z,2025-06-20T23:10:37Z,bezle40rjwnkdskjbf9yg4sq2,X. Zengue,,,5775986529,233,27,5775986509,346,,5775986507,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823505565,11,1,1,2,9,ck22dnk93ng8ax7wonlff7yms,0,3.7,49.3,2025-06-20T23:10:35.850Z,2025-06-20T23:10:37Z,1rknkp6cfxg6powoea2tttoiy,B. Thompson,,,5775986569,213,6.11,5775986559,155,,5775986561,56,Center,5775986587,189,,5775986557,124,,5775986567,212,64.2,5775986563,140,63.9,5775986565,141,32.8,5775986571,1,,5775986573,74,,,,,,,,,,,,,,,,,,,,,,,,,,
2823505569,28,1,1,2,11,ak0rmms5xl49w57i2rvid1tk9,0,34.9,63.3,2025-06-20T23:10:37.256Z,2025-06-21T00:09:36Z,39t59x9q2xumbn2hphk7urp7u,I. Foster,,,5775986615,56,Left,5775986625,1,,5776047011,189,,5775986621,212,38.2,5775986619,141,100.0,5775986623,213,0.75,5775986613,3,,5775986617,140,61.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823505571,29,5,1,2,14,ak0rmms5xl49w57i2rvid1tk9,0,62.8,101.8,2025-06-20T23:10:40.538Z,2025-06-20T23:10:44Z,39t59x9q2xumbn2hphk7urp7u,I. Foster,,,5775986629,347,,5775986627,56,Left,5775986695,233,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823505581,12,5,1,2,15,ck22dnk93ng8ax7wonlff7yms,1,37.8,-1.7,2025-06-20T23:10:41.493Z,2025-06-20T23:10:44Z,1rknkp6cfxg6powoea2tttoiy,B. Thompson,,,5775986661,56,Back,5775986677,233,29,5775986663,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823505591,13,1,1,2,17,ck22dnk93ng8ax7wonlff7yms,1,34.8,0.0,2025-06-20T23:10:43.670Z,2025-06-20T23:10:46Z,6pqyqf9v6g60ci7jjggalqsq1,J. Hafferty,,,5775986737,140,21.9,5775986745,1,,5775986733,107,,5775986739,141,29.2,5775986741,212,25.2,5775986743,213,2.14,5775986735,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823505595,14,1,1,2,20,ck22dnk93ng8ax7wonlff7yms,1,23.5,32.7,2025-06-20T23:10:46.792Z,2025-06-20T23:10:50Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,,5775986757,56,Back,5775986763,212,19.9,5775986761,141,61.2,5775986759,140,28.0,5775986765,213,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823505609,15,1,1,2,24,ck22dnk93ng8ax7wonlff7yms,0,28.0,61.2,2025-06-20T23:10:50.151Z,2025-06-20T23:10:55Z,2wj1w4opn7f0jyz1ps6ebvc6i,K. Sargeant,,,5775986835,155,,5775986847,1,,5775986843,212,59.2,5775986841,141,94.5,5775986839,140,80.1,5775986837,56,Left,5775986845,213,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823505615,31,1,1,2,29,ak0rmms5xl49w57i2rvid1tk9,1,28.1,8.5,2025-06-20T23:10:55.743Z,2025-06-20T23:11:03Z,2h53fzt0ubszmkuwfnez8n622,A. Ward,,,5775986915,56,Back,5775986921,212,23.6,5775986919,141,23.7,5775986923,213,2.69,5775986917,140,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823505617,32,1,1,2,37,ak0rmms5xl49w57i2rvid1tk9,1,13.6,32.5,2025-06-20T23:11:03.134Z,2025-06-20T23:11:05Z,duuhalibp64gdz6nub5ub0ovd,C. Herrera,,,5775986955,140,12.6,5775986953,56,Back,5775986957,141,14.9,5775986959,212,12.0,5775986961,213,4.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823505621,33,1,1,2,39,ak0rmms5xl49w57i2rvid1tk9,1,12.6,13.4,2025-06-20T23:11:05.310Z,2025-06-20T23:11:07Z,dv0qqd4mx117y4al165nsdic4,T. Clegg,,,5775986975,141,2.9,5775986979,213,5.65,5775986971,56,Back,5775986977,212,12.0,5775986973,140,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823505623,34,1,1,2,41,ak0rmms5xl49w57i2rvid1tk9,1,21.8,2.9,2025-06-20T23:11:07.334Z,2025-06-20T23:11:09Z,2h53fzt0ubszmkuwfnez8n622,A. Ward,,,5775986997,212,9.5,5775986993,140,26.4,5775986999,213,1.04,5775986995,141,15.0,5775986991,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823505627,35,1,1,2,43,ak0rmms5xl49w57i2rvid1tk9,1,27.9,16.4,2025-06-20T23:11:09.583Z,2025-06-21T00:09:15Z,drbcpa8qvrgin42q3it10nieh,Z. Zandi,,,5775987015,141,27.3,5775987017,212,9.1,5775987013,140,33.0,5775987011,56,Back,5775987019,213,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823505649,36,1,1,2,47,ak0rmms5xl49w57i2rvid1tk9,1,36.2,42.8,2025-06-20T23:11:13.511Z,2025-06-20T23:11:20Z,3djjepgynp4qnhgvvqh9oa1ka,A. Rocha,,,5775987149,140,44.2,5775987153,212,27.2,5775987147,56,Back,5775987155,213,1.26,5775987151,141,80.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823505655,37,1,1,2,54,ak0rmms5xl49w57i2rvid1tk9,1,71.4,87.4,2025-06-20T23:11:20.479Z,2025-06-20T23:11:22Z,39t59x9q2xumbn2hphk7urp7u,I. Foster,,,5775987171,56,Center,5775987179,213,3.99,5775987177,212,10.6,5775987173,140,64.7,5775987175,141,75.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823505659,38,1,1,2,56,ak0rmms5xl49w57i2rvid1tk9,1,64.8,75.7,2025-06-20T23:11:22.839Z,2025-06-20T23:11:25Z,3djjepgynp4qnhgvvqh9oa1ka,A. Rocha,,,5775987205,212,12.9,5775987199,56,Center,5775987201,140,57.4,5775987207,213,4.06,5775987203,141,60.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823505669,39,1,1,2,59,ak0rmms5xl49w57i2rvid1tk9,1,55.0,55.2,2025-06-20T23:11:25.494Z,2025-06-20T23:11:28Z,drbcpa8qvrgin42q3it10nieh,Z. Zandi,,,5775987275,141,32.4,5775987271,56,Back,5775987279,213,4.29,5775987277,212,17.0,5775987273,140,48.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823505677,40,1,1,3,2,ak0rmms5xl49w57i2rvid1tk9,1,57.4,25.2,2025-06-20T23:11:28.312Z,2025-06-20T23:11:31Z,dv0qqd4mx117y4al165nsdic4,T. Clegg,,,5775987311,212,15.3,5775987305,56,Right,5775987309,141,5.9,5775987313,213,5.25,5775987307,140,64.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823505693,41,1,1,3,4,ak0rmms5xl49w57i2rvid1tk9,1,64.3,7.7,2025-06-20T23:11:30.966Z,2025-06-20T23:11:34Z,2h53fzt0ubszmkuwfnez8n622,A. Ward,,,5775987395,140,45.6,5775987401,213,2.87,5775987399,212,20.4,5775987393,56,Back,5775987397,141,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823505723,42,1,1,3,7,ak0rmms5xl49w57i2rvid1tk9,1,43.8,21.8,2025-06-20T23:11:34.040Z,2025-06-20T23:11:40Z,dv0qqd4mx117y4al165nsdic4,T. Clegg,,,5775987531,212,58.7,5775987521,155,,5775987529,141,93.2,5775987533,213,0.97,5775987523,196,,5775987527,140,75.3,5775987535,1,,5775987525,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
