id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/12/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2793221489,7,1,1,0,28,6597wqy6gmpv3zjx7rp8cdj46,0,17.2,19.2,2025-03-29T23:08:03.724Z,2025-03-29T23:08:09Z,bjdoqj8tsm1wlxiqaavduwo9h,C. Donovan,,,5608498845,140,51.7,5608498851,213,6.09,5608498853,1,,5608498843,56,Right,5608498841,155,,5608498849,212,36.9,5608498847,141,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793221465,6,44,1,0,31,e3k8yw2rbmphyfu5htn4yi5jk,1,44.9,90.5,2025-03-29T23:08:06.541Z,2025-03-30T01:23:31Z,aur71sievd8d2fnrumu3xf6c,N. Dossantos,,,5608498715,56,Back,5608498717,285,,5608499007,233,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793221503,8,44,1,0,31,6597wqy6gmpv3zjx7rp8cdj46,0,55.1,9.5,2025-03-29T23:08:06.542Z,2025-03-30T01:23:32Z,7ejohb009byubwiqv36vag5jo,Pedro Dolabella,,,5608498931,286,,5608498929,56,Right,5608499039,233,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793221497,7,1,1,0,32,e3k8yw2rbmphyfu5htn4yi5jk,1,39.4,89.1,2025-03-29T23:08:06.949Z,2025-03-29T23:08:08Z,aur71sievd8d2fnrumu3xf6c,N. Dossantos,,,5608498891,213,5.68,5608498885,140,50.9,5608498887,141,76.9,5608498881,3,,5608498883,56,Center,5608498889,212,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793221535,8,1,1,0,33,e3k8yw2rbmphyfu5htn4yi5jk,1,50.9,76.9,2025-03-29T23:08:08.789Z,2025-03-29T23:08:11Z,14oq6mvlh5e51d9y20nbpok4p,C. Allan,,,5608499099,56,Back,5608499097,3,,5608499109,213,3.77,5608499105,212,13.1,5608499103,141,65.5,5608499101,140,40.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793221619,10,1,1,0,36,e3k8yw2rbmphyfu5htn4yi5jk,1,40.8,65.5,2025-03-29T23:08:11.140Z,2025-03-29T23:08:15Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5608499555,56,Back,5608499567,212,27.4,5608499559,140,16.0,5608499563,141,53.1,5608499571,213,3.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793221559,9,83,1,0,37,6597wqy6gmpv3zjx7rp8cdj46,0,66.3,28.8,2025-03-29T23:08:12.557Z,2025-03-30T00:11:01Z,8e6kj3506n4gum041dok8v1ex,R. Sommersall,,,5608500015,399,ect3pxkbjycux4simxmzp9jze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793221695,11,1,1,0,40,e3k8yw2rbmphyfu5htn4yi5jk,1,16.0,53.1,2025-03-29T23:08:15.813Z,2025-03-29T23:08:19Z,ect3pxkbjycux4simxmzp9jze,L. Zamudio,,,5608499975,141,30.3,5608499977,212,15.7,5608499979,213,4.85,5608499971,56,Back,5608499973,140,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793221807,12,1,1,0,47,e3k8yw2rbmphyfu5htn4yi5jk,0,21.6,22.1,2025-03-29T23:08:22.558Z,2025-03-29T23:08:27Z,ani26vxlo22iw1u9oexptml05,L. Archer,,,5608500649,212,67.8,5608500653,1,,5608500651,213,0.21,5608500643,56,Center,5608500641,155,,5608500647,141,43.3,5608500645,140,84.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793222037,11,1,1,1,2,6597wqy6gmpv3zjx7rp8cdj46,1,13.0,54.9,2025-03-29T23:08:37.473Z,2025-03-29T23:08:40Z,ac5zpx8c09rtmidm654e67xsl,J. McGuire,,,5608501855,56,Back,5608501857,140,14.9,5608501861,212,20.6,5608501863,213,1.47,5608501853,123,,5608501859,141,85.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793222085,12,1,1,1,5,6597wqy6gmpv3zjx7rp8cdj46,1,20.5,83.0,2025-03-29T23:08:40.036Z,2025-03-29T23:08:42Z,9tknltys66s9j8ljchwu5efv9,P. Craig,,,5608502099,140,23.5,5608502103,212,9.4,5608502105,213,5.05,5608502101,141,69.9,5608502097,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793222119,13,1,1,1,7,6597wqy6gmpv3zjx7rp8cdj46,1,22.7,66.6,2025-03-29T23:08:42.810Z,2025-03-29T23:08:45Z,1tsiml56f2xxym8h4tfjmho2c,M. Maldonado,,,5608502305,141,39.1,5608502301,56,Back,5608502303,140,17.3,5608502309,213,4.42,5608502307,212,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793222169,14,1,1,1,10,6597wqy6gmpv3zjx7rp8cdj46,1,19.1,37.3,2025-03-29T23:08:45.193Z,2025-03-29T23:08:48Z,bjdoqj8tsm1wlxiqaavduwo9h,C. Donovan,,,5608502605,213,1.65,5608502601,212,11.2,5608502599,141,53.7,5608502595,56,Back,5608502597,140,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793222215,15,1,1,1,13,6597wqy6gmpv3zjx7rp8cdj46,1,19.3,46.9,2025-03-29T23:08:48.630Z,2025-03-29T23:08:51Z,1tsiml56f2xxym8h4tfjmho2c,M. Maldonado,,,5608502883,56,Back,5608502889,212,25.9,5608502887,141,21.0,5608502885,140,37.4,5608502891,213,5.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793222253,16,1,1,1,16,6597wqy6gmpv3zjx7rp8cdj46,1,43.3,19.8,2025-03-29T23:08:51.243Z,2025-03-29T23:08:54Z,7ejohb009byubwiqv36vag5jo,Pedro Dolabella,,,5608503079,213,4.68,5608503073,140,43.0,5608503071,56,Back,5608503077,212,10.5,5608503075,141,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793222267,17,1,1,1,19,6597wqy6gmpv3zjx7rp8cdj46,0,42.6,4.0,2025-03-29T23:08:54.027Z,2025-03-29T23:08:54Z,411grh3cytippnnanb767qvsa,Rafa Mentzingen,,,5608503145,140,69.8,5608503143,56,Right,5608503141,155,,5608503151,213,0.12,5608503149,212,28.8,5608503147,141,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793222327,14,1,1,1,22,e3k8yw2rbmphyfu5htn4yi5jk,1,21.6,86.5,2025-03-29T23:08:57.039Z,2025-03-29T23:08:59Z,98l6i78kwuwnt2sbcucssgjfu,G. Smith,,,5608503495,140,6.1,5608503497,141,57.8,5608503493,56,Back,5608503501,213,4.02,5608503499,212,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793222427,15,1,1,1,24,e3k8yw2rbmphyfu5htn4yi5jk,1,6.1,57.8,2025-03-29T23:08:59.749Z,2025-03-29T23:09:06Z,ect3pxkbjycux4simxmzp9jze,L. Zamudio,,,5608504029,213,1.01,5608504025,141,79.1,5608504021,56,Back,5608504023,140,14.8,5608504027,212,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793222431,16,1,1,1,31,e3k8yw2rbmphyfu5htn4yi5jk,0,24.3,84.5,2025-03-29T23:09:06.749Z,2025-03-29T23:09:08Z,98l6i78kwuwnt2sbcucssgjfu,G. Smith,,,5608504055,56,Left,5608504065,1,,5608504053,155,,5608504059,141,81.2,5608504057,140,66.7,5608504061,212,44.6,5608504063,213,6.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793222465,18,1,1,1,33,6597wqy6gmpv3zjx7rp8cdj46,1,25.7,6.5,2025-03-29T23:09:08.812Z,2025-03-29T23:09:11Z,bjdoqj8tsm1wlxiqaavduwo9h,C. Donovan,,,5608504265,140,35.7,5608504267,141,10.4,5608504261,3,,5608504263,56,Back,5608504271,213,0.25,5608504269,212,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793222469,19,1,1,1,35,6597wqy6gmpv3zjx7rp8cdj46,0,35.7,10.4,2025-03-29T23:09:10.923Z,2025-03-29T23:09:11Z,1tsiml56f2xxym8h4tfjmho2c,M. Maldonado,,,5608504295,155,,5608504305,213,6.12,5608504299,140,52.3,5608504297,56,Right,5608504303,212,17.7,5608504301,141,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793222567,18,1,1,1,38,e3k8yw2rbmphyfu5htn4yi5jk,1,50.6,87.2,2025-03-29T23:09:13.292Z,2025-03-29T23:09:17Z,aur71sievd8d2fnrumu3xf6c,N. Dossantos,,,5608504785,56,Back,5608504791,212,10.6,5608504793,213,4.01,5608504789,141,75.3,5608504787,140,44.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793222595,19,1,1,1,42,e3k8yw2rbmphyfu5htn4yi5jk,1,47.3,72.9,2025-03-29T23:09:16.980Z,2025-03-29T23:09:18Z,14oq6mvlh5e51d9y20nbpok4p,C. Allan,,,5608504905,213,0.31,5608504897,56,Left,5608504903,212,15.1,5608504901,141,79.6,5608504899,140,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793222661,20,1,1,1,43,e3k8yw2rbmphyfu5htn4yi5jk,1,61.0,79.6,2025-03-29T23:09:18.212Z,2025-03-29T23:12:31Z,f1gj1qng7x6nxfi8lbxa7tvpx,D. Martínez,1.0,,5608505311,213,4.76,5608505307,141,64.9,5608505309,212,10.0,5608522363,210,15,5608505303,56,Center,5608505305,140,61.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793222669,21,15,1,1,47,e3k8yw2rbmphyfu5htn4yi5jk,1,76.2,59.3,2025-03-29T23:09:22.117Z,2025-03-30T01:47:57Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5608517195,103,19,5608517205,231,52.9,5608522395,72,,5608517199,146,81.9,5608517191,78,,5608522397,29,,5608522399,55,20,5608517201,147,57.2,5608517297,233,21,5608516483,82,5608517193,102,50.6,5608505347,22,5608505349,18,5608517203,230,97.5,5608505351,56,Center,5608522403,215,,,,,,,,,,,,,,,
2793222671,21,10,1,1,47,6597wqy6gmpv3zjx7rp8cdj46,1,23.7,39.9,2025-03-29T23:09:22.217Z,2025-03-29T23:11:38Z,8e6kj3506n4gum041dok8v1ex,R. Sommersall,,,5608505363,94,,5608505365,56,Back,5608517335,233,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793222713,22,1,1,1,49,e3k8yw2rbmphyfu5htn4yi5jk,1,64.3,68.7,2025-03-29T23:09:24.508Z,2025-03-29T23:09:25Z,14oq6mvlh5e51d9y20nbpok4p,C. Allan,,,5608505575,140,61.1,5608505565,3,,5608505581,213,4.19,5608505577,141,60.2,5608505571,56,Center,5608505579,212,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793222763,23,1,1,1,50,e3k8yw2rbmphyfu5htn4yi5jk,1,61.1,60.2,2025-03-29T23:09:25.605Z,2025-03-29T23:09:28Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5608505831,212,11.0,5608505833,213,2.06,5608505827,140,56.2,5608505829,141,74.5,5608505825,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793222921,24,1,1,1,53,e3k8yw2rbmphyfu5htn4yi5jk,1,56.4,76.0,2025-03-29T23:09:27.933Z,2025-03-29T23:09:36Z,aur71sievd8d2fnrumu3xf6c,N. Dossantos,,,5608506575,213,1.01,5608506573,212,10.1,5608506571,141,88.6,5608506569,140,61.5,5608506567,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793222951,25,1,1,2,1,e3k8yw2rbmphyfu5htn4yi5jk,1,61.5,85.7,2025-03-29T23:09:36.140Z,2025-03-29T23:09:37Z,1h85rt7bnqep3qovatft86pgq,A. Rodríguez,,,5608506729,213,4.53,5608506723,140,58.4,5608506725,141,59.6,5608506721,56,Center,5608506727,212,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793222983,26,1,1,2,2,e3k8yw2rbmphyfu5htn4yi5jk,1,58.4,59.6,2025-03-29T23:09:37.605Z,2025-03-29T23:09:39Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5608506837,213,4.80,5608506829,56,Right,5608506835,212,29.7,5608506831,140,61.0,5608506833,141,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793223023,27,1,1,2,3,e3k8yw2rbmphyfu5htn4yi5jk,1,61.0,16.1,2025-03-29T23:09:38.854Z,2025-03-29T23:09:41Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,,5608507067,140,43.1,5608507069,141,25.6,5608507073,213,2.81,5608507071,212,19.9,5608507065,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793223073,28,1,1,2,6,e3k8yw2rbmphyfu5htn4yi5jk,1,43.3,25.8,2025-03-29T23:09:41.054Z,2025-03-29T23:09:44Z,ani26vxlo22iw1u9oexptml05,L. Archer,,,5608507325,56,Back,5608507331,212,21.3,5608507333,213,1.50,5608507327,140,44.8,5608507329,141,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793223117,29,1,1,2,9,e3k8yw2rbmphyfu5htn4yi5jk,1,47.0,61.4,2025-03-29T23:09:44.557Z,2025-03-29T23:09:47Z,98l6i78kwuwnt2sbcucssgjfu,G. Smith,,,5608507555,140,53.6,5608507557,141,90.0,5608507561,213,1.23,5608507553,56,Left,5608507559,212,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793223163,30,1,1,2,12,e3k8yw2rbmphyfu5htn4yi5jk,1,57.4,90.6,2025-03-29T23:09:47.292Z,2025-03-29T23:09:50Z,aur71sievd8d2fnrumu3xf6c,N. Dossantos,,,5608507817,212,14.3,5608507819,213,3.74,5608507811,56,Back,5608507815,141,78.7,5608507813,140,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793223229,31,1,1,2,15,e3k8yw2rbmphyfu5htn4yi5jk,1,43.5,67.8,2025-03-29T23:09:50.356Z,2025-03-29T23:09:54Z,98l6i78kwuwnt2sbcucssgjfu,G. Smith,,,5608508175,141,44.9,5608508177,212,16.0,5608508171,56,Back,5608508173,140,39.8,5608508179,213,4.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793223273,32,1,1,2,19,e3k8yw2rbmphyfu5htn4yi5jk,0,39.9,39.2,2025-03-29T23:09:54.436Z,2025-03-29T23:09:57Z,ani26vxlo22iw1u9oexptml05,L. Archer,,,5608508415,213,5.86,5608508405,155,,5608508407,56,Right,5608508411,141,10.9,5608508413,212,46.7,5608508409,140,80.4,5608508417,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793223345,22,1,1,2,22,6597wqy6gmpv3zjx7rp8cdj46,1,17.5,89.1,2025-03-29T23:09:57.525Z,2025-03-29T23:10:00Z,5jo2bkbs00nbvcoik2i3nvuuh,E. Armstrong,,,5608508779,213,0.29,5608508773,140,28.5,5608508771,56,Back,5608508769,3,,5608508777,212,12.0,5608508775,141,94.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793223415,24,1,1,2,26,6597wqy6gmpv3zjx7rp8cdj46,0,25.3,98.0,2025-03-29T23:10:01.863Z,2025-03-30T00:11:34Z,68lho3sxw1cm1acgk4phg9wtm,A. Al-Qaq,,,5608509121,141,94.2,5608509125,212,19.8,5608509115,56,Back,5608509113,157,,5608509131,1,,5608509117,140,44.0,5608509127,213,6.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793223423,25,43,1,2,29,6597wqy6gmpv3zjx7rp8cdj46,1,0.0,0.0,2025-03-29T23:10:04.170Z,2025-03-30T00:11:36Z,6u93ok0drr4byri2lu5g6rq0a,E. Conway,,,5608762809,144,61,5608509165,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793223599,34,1,1,2,37,e3k8yw2rbmphyfu5htn4yi5jk,1,42.2,41.6,2025-03-29T23:10:12.189Z,2025-03-29T23:10:15Z,98l6i78kwuwnt2sbcucssgjfu,G. Smith,,,5608510111,140,37.0,5608510115,212,10.6,5608510113,141,28.2,5608510109,56,Back,5608510117,213,4.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793223623,35,1,1,2,40,e3k8yw2rbmphyfu5htn4yi5jk,1,37.2,31.0,2025-03-29T23:10:15.740Z,2025-03-29T23:10:19Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5608510287,213,1.37,5608510279,56,Back,5608510283,141,70.6,5608510285,212,27.5,5608510281,140,42.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793223669,36,1,1,2,44,e3k8yw2rbmphyfu5htn4yi5jk,1,43.7,74.2,2025-03-29T23:10:19.380Z,2025-03-29T23:10:22Z,aur71sievd8d2fnrumu3xf6c,N. Dossantos,,,5608510559,56,Back,5608510567,213,3.54,5608510565,212,14.2,5608510561,140,31.2,5608510563,141,66.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793223723,37,1,1,2,47,e3k8yw2rbmphyfu5htn4yi5jk,1,31.0,65.2,2025-03-29T23:10:22.580Z,2025-03-29T23:10:26Z,98l6i78kwuwnt2sbcucssgjfu,G. Smith,,,5608510875,141,42.5,5608510877,212,15.7,5608510879,213,4.54,5608510871,56,Back,5608510873,140,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
