id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2818693169,6,5,1,0,7,83cpn99fh7ulkwe8nezy8a3mx,1,57.7,-2.0,2025-05-25T02:07:51.565Z,2025-05-25T03:06:16Z,3hb6yji6u8ftefif91lfrbtre,J. Wilson,,,5748993453,347,,5748993451,56,Right,5748993993,233,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818693217,7,1,1,0,11,83cpn99fh7ulkwe8nezy8a3mx,0,61.2,0.0,2025-05-25T02:07:55.246Z,2025-05-25T02:09:40Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,,5748993697,212,21.7,5748993695,141,8.2,5748994053,1,,5748993691,56,Right,5748994051,107,,5748993693,140,80.8,5748993699,213,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818693213,6,44,1,0,16,kfq8fhwnmycbtad1u0fyefx0,1,17.1,74.4,2025-05-25T02:08:00.135Z,2025-05-25T04:15:17Z,1j010cibh247p8kjchww6ny3u,N. Gordon,,,5749000025,233,30,5748993677,56,Back,5748993679,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818694285,30,44,1,0,16,83cpn99fh7ulkwe8nezy8a3mx,0,82.9,25.6,2025-05-25T02:08:00.136Z,2025-05-25T04:15:18Z,3hb6yji6u8ftefif91lfrbtre,J. Wilson,,,5749000017,56,Center,5749000037,233,6,5749000019,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818693221,7,1,1,0,16,kfq8fhwnmycbtad1u0fyefx0,0,26.7,69.7,2025-05-25T02:08:00.431Z,2025-05-25T02:08:01Z,1j010cibh247p8kjchww6ny3u,N. Gordon,,,5748993713,212,17.0,5748993707,56,Back,5748993705,3,,5748993709,140,40.2,5748993711,141,55.8,5748993715,213,5.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818694653,43,44,1,0,18,83cpn99fh7ulkwe8nezy8a3mx,1,64.9,13.8,2025-05-25T02:08:02.622Z,2025-05-25T04:15:18Z,15jb2rb0mvhaz492ii7yqrk6h,K. Lambert,,,5749000903,286,,5749000901,56,Right,5749001957,233,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818694773,63,44,1,0,18,kfq8fhwnmycbtad1u0fyefx0,0,35.1,86.2,2025-05-25T02:08:02.623Z,2025-05-25T05:21:04Z,9x7teazvqgbnj3pnam6rf2xgp,W. Fonguck,,,5749001953,56,Back,5749001961,233,43,5749001955,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818693241,8,1,1,0,18,83cpn99fh7ulkwe8nezy8a3mx,0,74.7,12.9,2025-05-25T02:08:02.758Z,2025-05-25T02:13:39Z,15jb2rb0mvhaz492ii7yqrk6h,K. Lambert,,,5748993829,212,18.5,5748993823,56,Center,5748993831,213,0.68,5748993821,3,,5748993825,140,88.4,5748993827,141,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818693299,9,1,1,0,26,kfq8fhwnmycbtad1u0fyefx0,1,10.1,54.0,2025-05-25T02:08:10.950Z,2025-05-25T02:08:13Z,isauuse3yqdwymvfne6ci385,Nico Campuzano,,,5748994105,140,10.8,5748994107,141,39.2,5748994101,123,,5748994109,212,10.1,5748994111,213,4.79,5748994103,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818693313,10,1,1,0,29,kfq8fhwnmycbtad1u0fyefx0,0,10.8,39.2,2025-05-25T02:08:13.440Z,2025-05-25T02:08:16Z,1j010cibh247p8kjchww6ny3u,N. Gordon,,,5748994195,213,6.25,5748994197,1,,5748994187,56,Center,5748994185,155,,5748994191,141,36.4,5748994189,140,65.1,5748994193,212,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818693323,9,1,1,0,33,83cpn99fh7ulkwe8nezy8a3mx,0,37.5,68.8,2025-05-25T02:08:17.558Z,2025-05-25T02:08:18Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,,5748994249,3,,5748994259,213,6.26,5748994253,140,59.1,5748994255,141,68.1,5748994257,212,22.7,5748994251,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818693341,11,1,1,0,35,kfq8fhwnmycbtad1u0fyefx0,1,39.0,27.6,2025-05-25T02:08:19.208Z,2025-05-25T02:08:21Z,f2nxaemhqi8kbtbejnqekgd4a,J. Garcia,,,5748994367,141,38.8,5748994365,140,41.1,5748994371,213,1.29,5748994363,56,Back,5748994369,212,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818693351,12,1,1,0,37,kfq8fhwnmycbtad1u0fyefx0,1,41.1,38.8,2025-05-25T02:08:21.582Z,2025-05-25T02:08:23Z,9x7teazvqgbnj3pnam6rf2xgp,W. Fonguck,,,5748994415,56,Back,5748994417,140,28.8,5748994419,141,14.3,5748994423,213,4.05,5748994421,212,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818693357,13,1,1,0,39,kfq8fhwnmycbtad1u0fyefx0,0,28.8,14.3,2025-05-25T02:08:23.646Z,2025-05-25T02:08:25Z,2ozy3ijlcknjqk0omzwd58x2i,A. Lara,,,5748994477,1,,5748994465,56,Center,5748994467,140,80.8,5748994475,213,0.10,5748994471,141,22.7,5748994473,212,54.9,5748994463,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818693373,10,1,1,0,41,83cpn99fh7ulkwe8nezy8a3mx,1,32.9,78.4,2025-05-25T02:08:25.750Z,2025-05-25T02:08:30Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,,5748994547,56,Back,5748994555,213,0.40,5748994545,3,,5748994551,141,83.5,5748994553,212,9.0,5748994549,140,40.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818693375,11,4,1,0,46,83cpn99fh7ulkwe8nezy8a3mx,1,39.6,80.9,2025-05-25T02:08:30.166Z,2025-05-25T02:08:36Z,15jb2rb0mvhaz492ii7yqrk6h,K. Lambert,,,5748994733,294,,5748994601,152,,5748994605,286,,5748994597,13,,5748994661,233,14,5748994599,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818693385,14,4,1,0,46,kfq8fhwnmycbtad1u0fyefx0,0,60.4,19.1,2025-05-25T02:08:30.167Z,2025-05-25T02:08:36Z,f2nxaemhqi8kbtbejnqekgd4a,J. Garcia,,,5748994641,294,,5748994643,56,Right,5748994665,233,11,5748994647,285,,5748994639,13,,5748994645,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818693445,12,1,1,1,1,83cpn99fh7ulkwe8nezy8a3mx,0,37.6,83.5,2025-05-25T02:08:45.639Z,2025-05-25T02:08:47Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,,5748994883,212,42.0,5748994873,155,,5748994879,140,73.8,5748994877,56,Center,5748994881,141,57.3,5748994875,152,,5748994871,5,,5748994885,213,5.84,5748994887,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818693453,15,1,1,1,3,kfq8fhwnmycbtad1u0fyefx0,0,21.6,30.3,2025-05-25T02:08:47.791Z,2025-05-25T02:08:49Z,1j010cibh247p8kjchww6ny3u,N. Gordon,,,5748994945,212,26.8,5748994939,140,45.8,5748994941,141,17.7,5748994949,213,5.96,5748994935,3,,5748994937,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818693461,13,1,1,1,7,83cpn99fh7ulkwe8nezy8a3mx,1,73.3,82.0,2025-05-25T02:08:51.192Z,2025-05-25T02:15:59Z,15jb2rb0mvhaz492ii7yqrk6h,K. Lambert,,,5748994963,141,90.6,5748994961,140,72.4,5748994967,213,1.73,5748994959,56,Left,5748994965,212,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818693463,14,1,1,1,8,83cpn99fh7ulkwe8nezy8a3mx,1,75.1,75.6,2025-05-25T02:08:52.718Z,2025-05-25T02:16:14Z,cxscznjyygtsgbajv08q04sq2,R. Serrano,,,5749006259,141,91.0,5749006257,140,73.8,5749006263,213,1.70,5749006261,212,10.6,5749006255,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818693465,15,1,1,1,8,83cpn99fh7ulkwe8nezy8a3mx,1,72.9,90.3,2025-05-25T02:08:52.886Z,2025-05-25T02:08:57Z,7f1q3d59u9n16v9xrskfxqsq1,A. Dia,,,5748994979,56,Left,5748994987,213,5.93,5748994985,212,10.2,5748994981,140,82.0,5748994983,141,85.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818693469,16,1,1,1,12,83cpn99fh7ulkwe8nezy8a3mx,0,80.1,92.8,2025-05-25T02:08:56.786Z,2025-05-25T05:21:08Z,cxscznjyygtsgbajv08q04sq2,R. Serrano,,,5748994995,56,Left,5749009295,213,0.15,5749009291,141,93.8,5749009457,236,,5749009463,286,,5749009289,140,84.3,5749009459,233,16,5749009293,212,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818693471,16,74,1,1,12,kfq8fhwnmycbtad1u0fyefx0,1,16.2,11.6,2025-05-25T02:08:56.787Z,2025-05-25T05:21:54Z,2ozy3ijlcknjqk0omzwd58x2i,A. Lara,,,5749009489,233,16,5748995001,285,,5748994999,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818693489,17,1,1,1,16,83cpn99fh7ulkwe8nezy8a3mx,0,95.5,92.9,2025-05-25T02:09:00.615Z,2025-05-25T05:22:19Z,cxscznjyygtsgbajv08q04sq2,R. Serrano,,,5748995179,233,17,5748995129,212,2.1,5748995133,213,4.18,5748995119,2,,5748995123,56,Left,5748995183,286,,5748995125,140,94.5,5748995127,141,90.3,5748995177,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818693493,17,12,1,1,16,kfq8fhwnmycbtad1u0fyefx0,1,6.0,15.8,2025-05-25T02:09:00.715Z,2025-05-25T02:09:03Z,2ozy3ijlcknjqk0omzwd58x2i,A. Lara,,,5748995195,233,17,5748995157,56,Back,5748995155,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818693515,18,61,1,1,20,83cpn99fh7ulkwe8nezy8a3mx,1,94.5,90.3,2025-05-25T02:09:04.114Z,2025-05-25T05:22:17Z,cxscznjyygtsgbajv08q04sq2,R. Serrano,,,5748995237,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818693529,19,5,1,1,20,kfq8fhwnmycbtad1u0fyefx0,1,-1.0,23.6,2025-05-25T02:09:04.926Z,2025-05-25T03:06:17Z,2ozy3ijlcknjqk0omzwd58x2i,A. Lara,,,5748995321,346,,5748995319,56,Back,5748995367,233,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818693527,19,5,1,1,20,83cpn99fh7ulkwe8nezy8a3mx,0,101.0,76.4,2025-05-25T02:09:04.926Z,2025-05-25T02:09:14Z,cxscznjyygtsgbajv08q04sq2,R. Serrano,,,5748995379,233,19,5748995317,346,,5748995315,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818693611,20,1,1,1,44,kfq8fhwnmycbtad1u0fyefx0,0,3.9,48.5,2025-05-25T02:09:28.782Z,2025-05-25T02:09:31Z,isauuse3yqdwymvfne6ci385,Nico Campuzano,,,5748995679,140,63.3,5748995683,212,64.0,5748995689,74,,5748995687,1,,5748995685,213,0.23,5748995681,141,69.7,5748995675,124,,5748995677,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818693629,20,1,1,1,49,83cpn99fh7ulkwe8nezy8a3mx,1,47.1,13.7,2025-05-25T02:09:33.886Z,2025-05-25T02:09:36Z,aomjkj5s52jkzgk3ljsz0osiy,E. Perez,,,5748995783,56,Right,5748995789,212,11.7,5748995781,3,,5748995787,141,17.6,5748995791,213,0.23,5748995785,140,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818693655,22,1,1,1,52,83cpn99fh7ulkwe8nezy8a3mx,1,61.7,23.0,2025-05-25T02:09:36.438Z,2025-05-25T02:09:39Z,d2ny0huv78m4m6p65y8eou7oq,T. Davila,,,5748995889,140,71.1,5748995893,212,14.7,5748995895,213,5.45,5748995891,141,7.0,5748995887,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818693669,23,1,1,1,55,83cpn99fh7ulkwe8nezy8a3mx,0,72.7,7.6,2025-05-25T02:09:39.430Z,2025-05-25T05:22:16Z,achy1l1rfq2d4ftn6l1esht9m,A. Pérez,,,5748995959,140,100.0,5748995967,1,,5748995965,213,0.89,5748995953,2,,5748995961,141,61.7,5748995955,155,,5748995963,212,47.4,5748995957,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818693725,21,5,1,1,58,kfq8fhwnmycbtad1u0fyefx0,1,-1.0,37.0,2025-05-25T02:09:42.352Z,2025-05-25T03:06:17Z,isauuse3yqdwymvfne6ci385,Nico Campuzano,,,5748996265,346,,5748996263,56,Back,5748996287,233,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818693681,24,5,1,1,58,83cpn99fh7ulkwe8nezy8a3mx,0,101.0,63.0,2025-05-25T02:09:42.352Z,2025-05-25T03:06:18Z,3hb6yji6u8ftefif91lfrbtre,J. Wilson,,,5748996303,233,21,5748996041,346,,5748996039,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818693739,22,1,1,2,13,kfq8fhwnmycbtad1u0fyefx0,1,3.1,39.8,2025-05-25T02:09:57.445Z,2025-05-25T02:20:29Z,1j010cibh247p8kjchww6ny3u,N. Gordon,,,5748996341,124,,5748996351,213,1.27,5748996355,237,,5748996345,140,8.3,5748996347,141,65.7,5748996349,212,18.4,5749013955,189,,5748996343,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818697031,122,1,1,2,13,kfq8fhwnmycbtad1u0fyefx0,1,4.3,60.5,2025-05-25T02:09:57.592Z,2025-05-25T02:20:35Z,isauuse3yqdwymvfne6ci385,Nico Campuzano,,,5749014103,141,83.4,5749014203,189,,5749014099,56,Back,5749014101,140,8.8,5749014107,213,1.28,5749014105,212,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818693745,23,43,1,2,14,kfq8fhwnmycbtad1u0fyefx0,1,0.0,0.0,2025-05-25T02:09:58.678Z,2025-05-25T02:21:49Z,2ozy3ijlcknjqk0omzwd58x2i,A. Lara,,,5748996365,140,11.0,5748996367,141,91.4,5748996371,213,1.41,5749016291,144,1,5748996369,212,17.8,5748996363,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818693755,24,1,1,2,16,kfq8fhwnmycbtad1u0fyefx0,1,11.0,91.4,2025-05-25T02:10:00.550Z,2025-05-25T02:10:02Z,b32tamno8dpk5te2oq7d9a6t,C. Guzmán,,,5748996403,212,12.8,5748996401,141,90.5,5748996399,140,23.2,5748996405,213,6.24,5748996397,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818693767,25,1,1,2,18,kfq8fhwnmycbtad1u0fyefx0,1,23.2,90.5,2025-05-25T02:10:02.405Z,2025-05-25T05:22:14Z,6hdas9nshfgbjhj91y3ob8b11,M. Fehr,,,5748996457,141,85.9,5748996455,140,11.6,5748996453,56,Back,5748996459,212,12.6,5748996461,213,3.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818693777,26,1,1,2,20,kfq8fhwnmycbtad1u0fyefx0,0,11.7,85.9,2025-05-25T02:10:04.717Z,2025-05-25T02:10:06Z,b32tamno8dpk5te2oq7d9a6t,C. Guzmán,,,5748996519,213,6.00,5748996513,140,42.9,5748996521,1,,5748996509,155,,5748996511,56,Back,5748996515,141,72.0,5748996517,212,34.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818693789,25,1,1,2,23,83cpn99fh7ulkwe8nezy8a3mx,1,60.8,20.6,2025-05-25T02:10:07.631Z,2025-05-25T02:10:09Z,15jb2rb0mvhaz492ii7yqrk6h,K. Lambert,,,5748996589,56,Center,5748996593,141,23.3,5748996595,212,7.9,5748996597,213,0.24,5748996587,3,,5748996591,140,68.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818693795,26,61,1,2,24,83cpn99fh7ulkwe8nezy8a3mx,0,68.6,23.3,2025-05-25T02:10:08.510Z,2025-05-25T05:22:12Z,3hb6yji6u8ftefif91lfrbtre,J. Wilson,,,5748996611,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818693807,27,1,1,2,25,kfq8fhwnmycbtad1u0fyefx0,1,23.6,66.1,2025-05-25T02:10:09.317Z,2025-05-25T02:10:14Z,b32tamno8dpk5te2oq7d9a6t,C. Guzmán,,,5748996649,212,16.5,5748996643,56,Back,5748996645,140,39.3,5748996647,141,68.1,5748996651,213,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818693815,28,1,1,2,29,kfq8fhwnmycbtad1u0fyefx0,1,38.7,66.7,2025-05-25T02:10:13.997Z,2025-05-25T02:10:15Z,6hdas9nshfgbjhj91y3ob8b11,M. Fehr,,,5748996685,141,46.9,5748996687,212,13.7,5748996689,213,4.52,5748996681,56,Back,5748996683,140,36.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818693827,29,1,1,2,30,kfq8fhwnmycbtad1u0fyefx0,1,36.2,46.9,2025-05-25T02:10:14.813Z,2025-05-25T02:10:19Z,9x7teazvqgbnj3pnam6rf2xgp,W. Fonguck,,,5748996773,213,0.00,5748996769,141,46.9,5748996765,56,Center,5748996767,140,57.8,5748996771,212,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818693839,30,1,1,2,34,kfq8fhwnmycbtad1u0fyefx0,1,57.2,34.3,2025-05-25T02:10:18.974Z,2025-05-25T05:22:11Z,ewibb8s7p2l6f5sekvkqu4a5m,A. Rebollar,,,5748996851,212,24.1,5748996847,140,70.7,5748996845,56,Right,5748996853,213,5.34,5748996849,141,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
