id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/12/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2790978729,7,1,1,0,11,ck22dnk93ng8ax7wonlff7yms,1,58.7,39.9,2025-03-22T23:06:31.799Z,2025-03-25T17:02:39Z,khvgxqohya7mawca1qx5q590,S. Djeffal,,,5596236015,56,Back,5596236023,213,3.73,5596236019,141,26.8,5596236021,212,16.0,5596236017,140,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790978733,8,1,1,0,12,ck22dnk93ng8ax7wonlff7yms,1,44.9,15.2,2025-03-22T23:06:32.998Z,2025-03-22T23:06:39Z,6pqyqf9v6g60ci7jjggalqsq1,J. Hafferty,,,5596236043,56,Back,5596236047,141,27.9,5596236051,213,2.33,5596236045,140,37.1,5596236049,212,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790978735,9,1,1,0,19,ck22dnk93ng8ax7wonlff7yms,0,43.6,34.9,2025-03-22T23:06:39.622Z,2025-03-22T23:06:42Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,,5596236061,140,76.4,5596236067,213,5.67,5596236059,56,Right,5596236063,141,0.0,5596236069,1,,5596236057,155,,5596236065,212,42.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790978739,5,5,1,0,22,8cpjplodpphtkbt0hq8sr8mqs,1,23.2,101.1,2025-03-22T23:06:42.746Z,2025-03-23T00:00:44Z,97d0drjb3zqkh5ozfufg17nys,P. Hogan,,,5596236077,347,,5596236079,233,10,5596236075,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790978737,10,5,1,0,22,ck22dnk93ng8ax7wonlff7yms,0,76.8,-1.1,2025-03-22T23:06:42.746Z,2025-03-23T00:00:44Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,,5596236071,56,Right,5596236073,347,,5596236083,233,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790978741,6,1,1,0,24,8cpjplodpphtkbt0hq8sr8mqs,1,22.4,100.0,2025-03-22T23:06:45.005Z,2025-03-22T23:06:47Z,637c2iedo7modc3ekt36c2m7d,A. Stanley,,,5596236091,140,31.8,5596236089,56,Back,5596236095,212,12.4,5596236087,107,,5596236093,141,90.6,5596236097,213,5.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790978745,7,1,1,0,26,8cpjplodpphtkbt0hq8sr8mqs,1,31.8,90.6,2025-03-22T23:06:47.252Z,2025-03-22T23:06:50Z,d50x000h9o6i8kd8aihie4lx,M. Foster,,,5596236129,140,19.6,5596236131,141,88.3,5596236127,56,Back,5596236133,212,12.9,5596236135,213,3.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790978749,8,1,1,0,29,8cpjplodpphtkbt0hq8sr8mqs,0,19.6,88.3,2025-03-22T23:06:49.965Z,2025-03-22T23:06:51Z,54yx5xkqrktd2hp0sxjx6hm8l,J. Musa,,,5596236149,140,41.7,5596236153,212,24.2,5596236151,141,78.1,5596236155,213,5.99,5596236147,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790978753,12,1,1,0,33,ck22dnk93ng8ax7wonlff7yms,1,58.8,20.4,2025-03-22T23:06:54.279Z,2025-03-22T23:06:55Z,2yflerah2shma2hzhm99msez9,S. Williams,,,5596236161,141,5.2,5596236165,213,4.21,5596236157,56,Right,5596236163,212,11.8,5596236159,140,53.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790978755,13,1,1,0,34,ck22dnk93ng8ax7wonlff7yms,1,53.4,5.2,2025-03-22T23:06:55.334Z,2025-03-22T23:06:57Z,6pqyqf9v6g60ci7jjggalqsq1,J. Hafferty,,,5596236171,140,38.3,5596236173,141,20.6,5596236177,213,2.56,5596236175,212,19.0,5596236169,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790978757,14,1,1,0,36,ck22dnk93ng8ax7wonlff7yms,1,38.5,21.9,2025-03-22T23:06:57.271Z,2025-03-22T23:06:59Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,,5596236183,140,31.5,5596236187,212,21.1,5596236185,141,51.0,5596236189,213,1.93,5596236181,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790978783,15,1,1,0,39,ck22dnk93ng8ax7wonlff7yms,1,28.5,53.3,2025-03-22T23:06:59.798Z,2025-03-22T23:07:07Z,rtercnq9nn7y0814ghe7wo2x,D. Barbir,,,5596236247,213,4.81,5596236243,141,34.8,5596236239,56,Back,5596236245,212,12.6,5596236241,140,29.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790978785,16,1,1,0,46,ck22dnk93ng8ax7wonlff7yms,1,36.2,33.1,2025-03-22T23:07:07.344Z,2025-03-22T23:07:12Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,,5596236261,212,12.7,5596236257,140,46.8,5596236259,141,24.0,5596236255,56,Back,5596236263,213,5.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790978787,17,50,1,0,51,ck22dnk93ng8ax7wonlff7yms,1,44.8,21.4,2025-03-22T23:07:12.115Z,2025-03-23T00:01:06Z,abhcwxqh35hbgze01m4ihopyi,J. Beer,,,5596236267,56,Back,5596236269,286,,5596236281,233,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790978789,9,7,1,0,51,8cpjplodpphtkbt0hq8sr8mqs,1,55.2,78.6,2025-03-22T23:07:12.116Z,2025-03-25T17:03:48Z,9tispdm7tc3te31awsfcmd905,A. Quinn,,,5596236271,56,Center,5600057141,178,,5596236275,233,17,5600057139,384,,5596236273,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790978793,11,1,1,0,53,8cpjplodpphtkbt0hq8sr8mqs,0,60.6,79.3,2025-03-22T23:07:14.445Z,2025-03-22T23:07:15Z,d50x000h9o6i8kd8aihie4lx,M. Foster,,,5596236285,56,Center,5596236291,212,21.7,5596236289,141,64.0,5596236293,213,5.78,5596236287,140,78.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790978797,19,1,1,0,55,ck22dnk93ng8ax7wonlff7yms,1,22.4,36.4,2025-03-22T23:07:16.269Z,2025-03-22T23:07:17Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,,5596236297,140,32.8,5596236303,213,6.12,5596236295,56,Back,5596236301,212,11.1,5596236299,141,33.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790978809,20,1,1,0,59,ck22dnk93ng8ax7wonlff7yms,1,33.2,31.5,2025-03-22T23:07:19.751Z,2025-03-22T23:07:23Z,abhcwxqh35hbgze01m4ihopyi,J. Beer,,,5596236371,56,Back,5596236373,140,23.9,5596236377,212,16.9,5596236375,141,11.3,5596236379,213,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790978815,21,1,1,1,2,ck22dnk93ng8ax7wonlff7yms,1,25.0,11.7,2025-03-22T23:07:23.037Z,2025-03-22T23:07:25Z,6pqyqf9v6g60ci7jjggalqsq1,J. Hafferty,,,5596236401,141,29.8,5596236405,213,2.43,5596236399,140,11.5,5596236397,56,Back,5596236403,212,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790978827,22,1,1,1,4,ck22dnk93ng8ax7wonlff7yms,1,11.7,29.7,2025-03-22T23:07:25.181Z,2025-03-22T23:07:28Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,,5596236465,141,52.1,5596236469,213,2.01,5596236463,140,4.8,5596236467,212,16.9,5596236461,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790978835,23,1,1,1,8,ck22dnk93ng8ax7wonlff7yms,1,6.8,51.2,2025-03-22T23:07:28.823Z,2025-03-22T23:07:33Z,4o2odluv4usimcdtryht04zjd,L. Ketterer,,,5596236501,56,Back,5596236509,213,1.29,5596236505,141,83.8,5596236507,212,23.0,5596236503,140,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790978841,24,1,1,1,12,ck22dnk93ng8ax7wonlff7yms,0,10.9,82.9,2025-03-22T23:07:32.863Z,2025-03-22T23:07:34Z,rtercnq9nn7y0814ghe7wo2x,D. Barbir,,,5596236527,157,,5596236531,140,64.7,5596236529,56,Left,5596236539,1,,5596236535,212,56.5,5596236537,213,6.26,5596236533,141,81.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790978859,13,1,1,1,19,8cpjplodpphtkbt0hq8sr8mqs,0,33.9,18.5,2025-03-22T23:07:40.245Z,2025-03-22T23:07:43Z,97d0drjb3zqkh5ozfufg17nys,P. Hogan,,,5596236633,1,,5596236621,155,,5596236629,212,45.4,5596236625,140,76.3,5596236627,141,31.8,5596236623,56,Center,5596236631,213,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790978861,25,1,1,1,22,ck22dnk93ng8ax7wonlff7yms,1,21.6,76.7,2025-03-22T23:07:42.933Z,2025-03-22T23:07:44Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,,5596236657,213,0.18,5596236649,56,Back,5596236653,141,79.1,5596236655,212,9.3,5596236647,3,,5596236651,140,30.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790978869,27,1,1,1,24,ck22dnk93ng8ax7wonlff7yms,1,29.1,75.0,2025-03-22T23:07:44.853Z,2025-03-22T23:07:47Z,rtercnq9nn7y0814ghe7wo2x,D. Barbir,,,5596236697,212,7.4,5596236693,141,84.5,5596236701,213,2.08,5596236689,56,Back,5596236691,140,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790978887,28,1,1,1,26,ck22dnk93ng8ax7wonlff7yms,1,23.5,84.7,2025-03-22T23:07:47.236Z,2025-03-22T23:07:48Z,2wj1w4opn7f0jyz1ps6ebvc6i,K. Sargeant,,,5596236795,56,Back,5596236799,141,80.3,5596236803,213,3.43,5596236797,140,14.0,5596236801,212,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790978897,29,1,1,1,28,ck22dnk93ng8ax7wonlff7yms,0,11.1,80.3,2025-03-22T23:07:48.742Z,2025-03-22T23:07:49Z,rtercnq9nn7y0814ghe7wo2x,D. Barbir,,,5596236851,140,40.1,5596236847,157,,5596236855,212,30.5,5596236859,1,,5596236853,141,80.5,5596236849,56,Back,5596236857,213,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790978903,14,8,1,1,29,8cpjplodpphtkbt0hq8sr8mqs,1,70.7,21.9,2025-03-22T23:07:50.164Z,2025-03-25T17:04:41Z,e93nozniig2wriw9doit6a4tl,J. Murphy,,,5600057605,384,,5596236877,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790978913,16,1,1,1,31,8cpjplodpphtkbt0hq8sr8mqs,0,64.2,20.4,2025-03-22T23:07:51.925Z,2025-03-22T23:07:52Z,1lk61nwcvayf0ep21p31xcfzd,B. Rendón,,,5596236923,141,35.8,5596236919,56,Center,5596236927,213,1.47,5596236925,212,10.5,5596236921,140,65.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790978915,30,61,1,1,32,ck22dnk93ng8ax7wonlff7yms,1,34.6,78.1,2025-03-22T23:07:52.900Z,2025-03-22T23:08:23Z,2yflerah2shma2hzhm99msez9,S. Williams,,,5596236931,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790978989,34,83,1,1,33,ck22dnk93ng8ax7wonlff7yms,0,14.1,71.8,2025-03-22T23:07:53.533Z,2025-03-22T23:08:26Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,,5596237585,399,8delieh6jv1cgaukmgcwfjsic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790978929,17,61,1,1,34,8cpjplodpphtkbt0hq8sr8mqs,1,92.0,30.4,2025-03-22T23:07:55.413Z,2025-03-23T00:08:44Z,8delieh6jv1cgaukmgcwfjsic,E. Kizza,,,5596236997,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790978933,18,1,1,1,36,8cpjplodpphtkbt0hq8sr8mqs,0,91.4,27.3,2025-03-22T23:07:57.037Z,2025-03-22T23:09:32Z,1lk61nwcvayf0ep21p31xcfzd,B. Rendón,,,5596237035,212,14.8,5596237031,140,91.5,5596237037,213,1.56,5596237029,56,Center,5596237033,141,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790978943,31,61,1,1,39,ck22dnk93ng8ax7wonlff7yms,1,8.3,68.1,2025-03-22T23:07:59.662Z,2025-03-22T23:07:59Z,rtercnq9nn7y0814ghe7wo2x,D. Barbir,,,5596237079,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790978957,32,12,1,1,40,ck22dnk93ng8ax7wonlff7yms,1,9.0,72.3,2025-03-22T23:08:01.429Z,2025-03-22T23:08:04Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,,5596237149,56,Back,5596237151,140,0.0,5596237157,213,3.08,5596237153,141,73.2,5596237155,212,10.1,5596237205,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790978951,19,6,1,1,43,8cpjplodpphtkbt0hq8sr8mqs,1,97.2,35.2,2025-03-22T23:08:03.486Z,2025-03-23T00:01:12Z,1lk61nwcvayf0ep21p31xcfzd,B. Rendón,,,5596237159,56,Center,5596237163,75,,5596237227,233,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790978965,33,6,1,1,43,ck22dnk93ng8ax7wonlff7yms,0,2.8,64.8,2025-03-22T23:08:03.486Z,2025-03-25T17:05:19Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,,5596237213,73,,5596237211,56,Back,5596237231,233,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790979033,20,1,1,2,5,8cpjplodpphtkbt0hq8sr8mqs,1,99.5,0.5,2025-03-22T23:08:26.279Z,2025-03-22T23:08:31Z,637c2iedo7modc3ekt36c2m7d,A. Stanley,,,5596237631,6,,5596237635,140,90.1,5596237639,212,10.1,5596237633,56,Right,5596237637,141,3.4,5596237641,213,2.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790979041,21,1,1,2,7,8cpjplodpphtkbt0hq8sr8mqs,1,90.1,3.4,2025-03-22T23:08:28.102Z,2025-03-22T23:08:51Z,2co6fedrz8anjzy9ise76dplh,J. Blake,,,5596237689,212,20.9,5596237691,213,1.55,5596237685,140,90.5,5596237687,141,34.2,5596237683,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790979045,22,1,1,2,9,8cpjplodpphtkbt0hq8sr8mqs,1,90.5,34.2,2025-03-22T23:08:30.275Z,2025-03-23T00:08:42Z,8delieh6jv1cgaukmgcwfjsic,E. Kizza,1.0,,5596237935,210,15,5596237715,212,18.3,5596237937,154,,5596237713,141,38.6,5596237717,213,2.98,5596237711,140,73.3,5596237709,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790979057,23,15,1,2,10,8cpjplodpphtkbt0hq8sr8mqs,1,81.2,35.2,2025-03-22T23:08:30.738Z,2025-03-25T17:05:56Z,e93nozniig2wriw9doit6a4tl,J. Murphy,,,5596237943,29,,5596237947,55,22,5596237951,102,49.0,5596237961,233,35,5596237939,25,,5596237955,146,97.8,5596237945,154,,5596237781,56,Center,5596237957,147,48.4,5596238985,328,5596237789,20,5596237953,103,1.9,5596237941,78,5596237779,18,,,,,,,,,,,,,,,,,,,
2790979049,35,10,1,2,10,ck22dnk93ng8ax7wonlff7yms,1,2.5,53.3,2025-03-22T23:08:30.838Z,2025-03-25T18:18:24Z,4o2odluv4usimcdtryht04zjd,L. Ketterer,,,5600058637,376,,5596237745,177,,5596237747,180,,5596237743,56,Back,5596237741,182,,5596237977,233,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790979051,36,52,1,2,11,ck22dnk93ng8ax7wonlff7yms,1,2.5,53.3,2025-03-22T23:08:31.848Z,2025-03-25T17:06:11Z,4o2odluv4usimcdtryht04zjd,L. Ketterer,,,5600058791,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790979099,37,1,1,2,28,ck22dnk93ng8ax7wonlff7yms,1,8.4,49.7,2025-03-22T23:08:48.816Z,2025-03-22T23:18:10Z,4o2odluv4usimcdtryht04zjd,L. Ketterer,,,5596251095,189,,5596238055,140,34.1,5596238063,1,,5596238059,212,37.5,5596238053,56,Back,5596238057,141,88.0,5596238051,123,,5596238061,213,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790979115,38,1,1,2,31,ck22dnk93ng8ax7wonlff7yms,1,34.2,86.0,2025-03-22T23:08:52.021Z,2025-03-22T23:08:56Z,1b9b97pxox77ia41cilqqm4iy,Nick Firmino,,,5596238155,141,37.9,5596238159,213,4.47,5596238153,140,26.5,5596238157,212,33.7,5596238151,56,Back,5596238161,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790979123,39,1,1,2,36,ck22dnk93ng8ax7wonlff7yms,1,26.7,36.9,2025-03-22T23:08:56.613Z,2025-03-22T23:09:00Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,,5596238211,213,1.60,5596238203,56,Back,5596238207,141,63.0,5596238205,140,26.2,5596238209,212,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790979133,40,1,1,2,40,ck22dnk93ng8ax7wonlff7yms,1,24.9,66.9,2025-03-22T23:09:00.532Z,2025-03-22T23:09:03Z,2yflerah2shma2hzhm99msez9,S. Williams,,,5596238275,213,6.21,5596238269,140,32.6,5596238273,212,8.1,5596238267,56,Back,5596238271,141,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
