id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/11/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/12/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/13/value
2791044833,6,1,1,0,13,b5l2e3csycjb8twvq9ek0j5gq,1,52.1,53.6,2025-03-23T02:07:03.410Z,2025-03-23T12:25:15Z,4e47ixpbc8x9qzn7l3aeej0tl,K. Greene,,,5596606517,56,Back,5596606519,140,44.3,5596606525,213,4.01,5596606515,3,,5596606523,212,12.7,5596606521,141,39.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791044839,7,1,1,0,14,b5l2e3csycjb8twvq9ek0j5gq,1,43.8,33.6,2025-03-23T02:07:04.786Z,2025-03-23T02:07:07Z,777irocsl9y6fja05sevniy95,C. Riley,,,5596606559,141,25.5,5596606561,212,23.1,5596606555,56,Center,5596606565,1,,5596606563,213,6.04,5596606557,140,65.2,5596606553,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791044847,8,1,1,0,17,b5l2e3csycjb8twvq9ek0j5gq,1,66.6,22.6,2025-03-23T02:07:06.875Z,2025-03-23T02:07:09Z,24r8fdf8ypk7ejch9t86zjwgk,I. Alekseev,,,5596606609,3,,5596606619,213,1.14,5596606611,56,Center,5596606615,141,34.5,5596606613,140,70.1,5596606617,212,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791044849,9,61,1,0,19,b5l2e3csycjb8twvq9ek0j5gq,0,70.4,34.5,2025-03-23T02:07:09.434Z,2025-03-23T04:19:43Z,cclpvd1z3yyruciida1q3x4o9,P. Wilson,,,5596606623,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791044857,7,1,1,0,20,87c66ubwpzykovmkaf1t46bis,1,25.9,72.0,2025-03-23T02:07:09.997Z,2025-03-23T02:07:12Z,bzu3rjr0r2qmxluguyseq5sdl,A. Soto,,,5596606653,56,Back,5596606657,141,68.2,5596606655,140,22.6,5596606659,212,4.3,5596606661,213,3.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791044861,8,1,1,0,22,87c66ubwpzykovmkaf1t46bis,0,1.7,30.9,2025-03-23T02:07:12.086Z,2025-03-23T12:25:38Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,,5596606683,141,78.1,5596606689,1,,5596606687,213,0.52,5596606681,140,54.6,5597083277,157,,5596606679,56,Center,5596606685,212,64.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791044871,10,12,1,0,24,b5l2e3csycjb8twvq9ek0j5gq,1,28.9,26.9,2025-03-23T02:07:14.706Z,2025-03-23T12:25:44Z,4e47ixpbc8x9qzn7l3aeej0tl,K. Greene,,,5596606737,141,20.8,5596606739,212,7.7,5596606733,56,Back,5596606735,140,35.1,5596606741,213,5.72,5597083395,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791044881,11,1,1,0,26,b5l2e3csycjb8twvq9ek0j5gq,1,35.1,20.8,2025-03-23T02:07:16.642Z,2025-03-23T02:07:18Z,4jq1xl8ott88bxfdo4bjm47hl,T. Gibson,,,5596606799,212,7.5,5596606791,3,,5596606793,56,Back,5596606801,213,3.31,5596606797,141,19.0,5596606795,140,28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791044887,12,1,1,0,28,b5l2e3csycjb8twvq9ek0j5gq,0,28.5,18.6,2025-03-23T02:07:18.611Z,2025-03-23T02:07:20Z,777irocsl9y6fja05sevniy95,C. Riley,,,5596606833,56,Right,5596606839,212,38.3,5596606837,141,18.7,5596606831,157,,5596606843,1,,5596606841,213,0.00,5596606835,140,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791044897,9,1,1,0,32,87c66ubwpzykovmkaf1t46bis,1,36.6,78.2,2025-03-23T02:07:22.734Z,2025-03-23T02:07:24Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,,5596606889,212,8.5,5596606891,213,2.06,5596606881,3,,5596606885,140,32.8,5596606883,56,Back,5596606887,141,89.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791044899,10,44,1,0,34,87c66ubwpzykovmkaf1t46bis,1,36.0,78.8,2025-03-23T02:07:24.422Z,2025-03-23T04:18:27Z,61rlxmejof8zjv8uw3sk1l045,J. Medranda,,,5596606897,285,,5596606915,233,13,5596606895,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791044907,13,44,1,0,34,b5l2e3csycjb8twvq9ek0j5gq,0,64.0,21.2,2025-03-23T02:07:24.423Z,2025-03-23T04:18:27Z,cxnq0rc4u1efzt82nw3xgk355,P. Armenakas,,,5596606929,233,10,5596606913,286,,5596606911,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791044931,11,1,1,0,34,87c66ubwpzykovmkaf1t46bis,1,32.8,89.3,2025-03-23T02:07:24.695Z,2025-03-23T02:07:30Z,61rlxmejof8zjv8uw3sk1l045,J. Medranda,,,5596607061,56,Back,5596607059,3,,5596607067,212,6.2,5596607069,213,6.24,5596607063,140,38.7,5596607065,141,88.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791044937,12,44,1,0,37,87c66ubwpzykovmkaf1t46bis,1,38.9,79.0,2025-03-23T02:07:26.905Z,2025-03-23T04:18:27Z,bzu3rjr0r2qmxluguyseq5sdl,A. Soto,,,5596607081,56,Back,5596607139,233,14,5596607083,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791044949,14,44,1,0,37,b5l2e3csycjb8twvq9ek0j5gq,0,61.1,21.0,2025-03-23T02:07:26.906Z,2025-03-23T04:18:28Z,24r8fdf8ypk7ejch9t86zjwgk,I. Alekseev,,,5596607131,56,Right,5596607133,286,,5596607147,233,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791044943,13,61,1,0,37,87c66ubwpzykovmkaf1t46bis,0,38.6,89.0,2025-03-23T02:07:27.727Z,2025-03-23T12:26:30Z,bzu3rjr0r2qmxluguyseq5sdl,A. Soto,,,5596607103,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791044945,14,5,1,0,42,87c66ubwpzykovmkaf1t46bis,0,38.0,101.2,2025-03-23T02:07:32.292Z,2025-03-23T04:25:01Z,bzu3rjr0r2qmxluguyseq5sdl,A. Soto,,,5596607113,56,Back,5596607115,347,,5596607381,233,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791044989,15,5,1,0,42,b5l2e3csycjb8twvq9ek0j5gq,1,62.0,-1.2,2025-03-23T02:07:32.292Z,2025-03-23T04:25:01Z,24r8fdf8ypk7ejch9t86zjwgk,I. Alekseev,,,5596607347,56,Right,5596607349,347,,5596607353,233,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791044995,16,1,1,1,0,b5l2e3csycjb8twvq9ek0j5gq,1,57.7,0.0,2025-03-23T02:07:50.443Z,2025-03-23T02:18:30Z,777irocsl9y6fja05sevniy95,C. Riley,,,5596607391,140,39.8,5596607389,56,Back,5596607399,1,,5596607395,212,23.1,5596607397,213,2.52,5596607387,107,,5596629193,189,,5596607393,141,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791045001,17,1,1,1,2,b5l2e3csycjb8twvq9ek0j5gq,1,33.4,31.5,2025-03-23T02:07:52.563Z,2025-03-23T02:18:45Z,4e47ixpbc8x9qzn7l3aeej0tl,K. Greene,,,5596607441,141,75.4,5596629685,189,,5596607443,212,30.4,5596607437,56,Back,5596607445,213,1.38,5596607439,140,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791045007,18,1,1,1,4,b5l2e3csycjb8twvq9ek0j5gq,1,40.6,85.0,2025-03-23T02:07:54.091Z,2025-03-23T02:07:55Z,cqhpjp9q1pl5gy4nfrpd7m3h0,J. Rasmussen,,,5596607467,140,31.8,5596607465,56,Back,5596607471,212,9.4,5596607469,141,82.3,5596607473,213,3.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791045017,19,1,1,1,5,b5l2e3csycjb8twvq9ek0j5gq,0,31.8,82.3,2025-03-23T02:07:55.291Z,2025-03-23T02:07:58Z,2w7w1l7lwhu2u6nhvqg1bnd2h,N. Hackshaw,,,5596607509,141,88.2,5596607511,212,39.6,5596607507,140,69.3,5596607515,1,,5596607503,155,,5596607505,56,Left,5596607513,213,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791045027,15,1,1,1,10,87c66ubwpzykovmkaf1t46bis,0,27.6,17.3,2025-03-23T02:08:00.262Z,2025-03-23T02:20:07Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,,5596607555,140,34.8,5596607557,141,21.9,5596607553,56,Back,5596607551,3,,5596607561,213,0.39,5596607559,212,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791045023,20,44,1,1,10,b5l2e3csycjb8twvq9ek0j5gq,1,64.8,81.5,2025-03-23T02:08:00.497Z,2025-03-23T04:18:28Z,4jq1xl8ott88bxfdo4bjm47hl,T. Gibson,,,5596607589,233,16,5596607529,56,Left,5596607531,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791045029,16,44,1,1,10,87c66ubwpzykovmkaf1t46bis,0,35.2,18.5,2025-03-23T02:08:00.498Z,2025-03-23T04:18:28Z,bfdes5ft117ggu7ue5tnu5hm2,N. Hernandez,,,5596607567,285,,5596607569,233,20,5596607565,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791046341,44,1,1,1,11,b5l2e3csycjb8twvq9ek0j5gq,0,52.1,82.3,2025-03-23T02:08:01.414Z,2025-03-23T02:12:17Z,4jq1xl8ott88bxfdo4bjm47hl,T. Gibson,,,5596614771,213,3.93,5596614765,140,45.6,5596614763,56,Back,5596614769,212,9.7,5596614767,141,72.2,5596614761,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791045039,17,43,1,1,12,87c66ubwpzykovmkaf1t46bis,1,0.0,0.0,2025-03-23T02:08:02.208Z,2025-03-23T02:20:04Z,bfdes5ft117ggu7ue5tnu5hm2,N. Hernandez,,,5596607619,3,0,5596607625,140,55.8,5596607627,141,24.7,5596607623,56,Center,5596607631,213,0.09,5596607621,168,0,5596632493,144,1,5596607629,212,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791045043,18,1,1,1,13,87c66ubwpzykovmkaf1t46bis,0,53.1,33.6,2025-03-23T02:08:03.775Z,2025-03-23T12:27:09Z,4g4zufvyime7qp4ks4badls0k,A. Greive,,,5596607645,141,44.0,5596607643,140,55.1,5596607649,213,1.28,5596607647,212,7.4,5596607641,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791049681,142,61,1,1,14,87c66ubwpzykovmkaf1t46bis,0,55.1,45.4,2025-03-23T02:08:04.084Z,2025-03-23T02:20:59Z,zd582wgzhdcz8n6oipywt3vt,J. Hernández,,,5596634587,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791045057,21,1,1,1,16,b5l2e3csycjb8twvq9ek0j5gq,0,41.5,52.1,2025-03-23T02:08:06.155Z,2025-03-23T02:12:25Z,bogxgfao7j28diagxffy0z9ey,D. Gomez,,,5596607699,212,30.2,5596607693,56,Right,5596607691,157,,5596607697,141,16.2,5596607703,1,,5596607695,140,58.5,5596607701,213,5.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791045083,19,1,1,1,21,87c66ubwpzykovmkaf1t46bis,1,45.4,90.8,2025-03-23T02:08:11.799Z,2025-03-23T02:08:13Z,61rlxmejof8zjv8uw3sk1l045,J. Medranda,,,5596607883,140,31.9,5596607887,212,14.5,5596607885,141,86.2,5596607889,213,3.36,5596607881,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791045113,20,1,1,1,23,87c66ubwpzykovmkaf1t46bis,1,31.9,86.2,2025-03-23T02:08:13.375Z,2025-03-23T02:08:19Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,,5596608109,140,73.8,5596608111,141,9.7,5596608103,155,,5596608115,213,5.41,5596608107,56,Right,5596608113,212,68.1,5596608117,1,,5596608105,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791045115,21,1,1,1,29,87c66ubwpzykovmkaf1t46bis,0,91.7,11.5,2025-03-23T02:08:19.671Z,2025-03-23T12:27:54Z,2ug51dfg4oerpnbudnkw497je,J. LaCava,,,5596608129,141,43.4,5596608121,2,,5597085131,224,,5596608131,212,21.7,5597085133,20,,5596608123,155,,5596608127,140,91.2,5596608133,213,1.59,5596608125,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791045123,22,12,1,1,31,b5l2e3csycjb8twvq9ek0j5gq,1,10.1,60.4,2025-03-23T02:08:21.755Z,2025-03-23T02:08:23Z,2w7w1l7lwhu2u6nhvqg1bnd2h,N. Hackshaw,,,5596608177,141,72.1,5596608173,56,Back,5596608179,212,8.6,5596608175,140,13.2,5596608181,213,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791045147,24,1,1,1,34,b5l2e3csycjb8twvq9ek0j5gq,0,12.7,82.8,2025-03-23T02:08:24.508Z,2025-03-23T02:08:28Z,6g7v93m80xq6x38o9u3t8y3je,W. Prentice,,,5596608275,1,,5596608269,141,73.1,5596608273,213,6.10,5596608267,140,46.5,5596608263,155,,5596608271,212,36.1,5596608265,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791045151,22,44,1,1,38,87c66ubwpzykovmkaf1t46bis,1,50.7,23.6,2025-03-23T02:08:27.882Z,2025-03-23T04:18:29Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,,5596608317,233,25,5596608287,56,Center,5596608341,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791045149,25,44,1,1,38,b5l2e3csycjb8twvq9ek0j5gq,0,49.3,76.4,2025-03-23T02:08:27.883Z,2025-03-23T04:18:29Z,cclpvd1z3yyruciida1q3x4o9,P. Wilson,,,5596823967,285,,5596608321,233,22,5596608283,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791045171,23,1,1,1,38,87c66ubwpzykovmkaf1t46bis,1,46.1,18.2,2025-03-23T02:08:28.544Z,2025-03-23T03:09:56Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,,5596608407,213,5.78,5596608401,140,55.5,5596608403,141,10.3,5596608397,3,,5596608405,212,11.2,5596608399,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791045195,25,1,1,1,43,87c66ubwpzykovmkaf1t46bis,1,54.2,10.9,2025-03-23T02:08:33.327Z,2025-03-23T02:08:36Z,9623rc4ywvt5nvq15qknn9l3o,J. Osorio,,,5596608549,141,16.7,5596608553,213,2.99,5596608545,56,Back,5596608551,212,25.3,5596608547,140,30.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791045207,26,1,1,1,46,87c66ubwpzykovmkaf1t46bis,1,30.4,16.8,2025-03-23T02:08:36.447Z,2025-03-23T02:08:39Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,,5596608619,212,24.3,5596608615,140,25.6,5596608621,213,1.78,5596608617,141,51.8,5596608613,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791045215,27,1,1,1,49,87c66ubwpzykovmkaf1t46bis,1,25.6,51.6,2025-03-23T02:08:38.903Z,2025-03-23T02:08:41Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,,5596608673,213,4.88,5596608669,141,31.5,5596608671,212,13.9,5596608665,56,Back,5596608667,140,27.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791045245,28,1,1,1,51,87c66ubwpzykovmkaf1t46bis,1,27.8,31.5,2025-03-23T02:08:41.199Z,2025-03-23T02:08:47Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,,5596608785,140,15.4,5596608783,56,Back,5596608787,141,46.3,5596608789,212,16.5,5596608791,213,2.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791045267,29,1,1,1,57,87c66ubwpzykovmkaf1t46bis,1,20.8,45.8,2025-03-23T02:08:46.847Z,2025-03-23T12:28:26Z,h4nbagq5dsdltn9x62oi0t05,R. Sánchez,,,5596608923,212,32.2,5596608925,213,1.33,5596608919,140,28.1,5597085693,1,,5596608921,141,91.8,5596608917,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791045307,30,2,1,2,1,87c66ubwpzykovmkaf1t46bis,1,28.8,93.4,2025-03-23T02:08:50.872Z,2025-03-23T12:28:35Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,,5596609085,7,4g4zufvyime7qp4ks4badls0k,5596609083,141,72.4,5596609089,56,Center,5596609087,1,,5596609081,140,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
