id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/11/value
2809784837,18,1,1,1,5,daicfonrbj124lu2la2rctxck,1,25.6,79.1,2025-05-03T20:31:56.214Z,2025-05-03T20:31:57Z,couplbg5c1wzrb14ycd8f7h0p,G. Stoneman,,5699743683,56,Back,5699743689,212,18.7,5699743691,213,0.47,5699743687,141,91.5,5699743685,140,41.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809784883,19,1,1,1,6,daicfonrbj124lu2la2rctxck,1,41.5,91.5,2025-05-03T20:31:57.342Z,2025-05-03T21:26:56Z,4vdbw63j0s7npezknabq6p7xm,J. Brito,,5699743889,141,78.5,5699743887,140,29.7,5699743891,212,15.2,5699743885,56,Back,5699743893,213,3.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809784917,20,1,1,1,10,daicfonrbj124lu2la2rctxck,1,29.7,78.5,2025-05-03T20:32:01.134Z,2025-05-03T20:32:03Z,couplbg5c1wzrb14ycd8f7h0p,G. Stoneman,,5699744047,212,22.8,5699744045,141,46.4,5699744049,213,4.42,5699744041,56,Back,5699744043,140,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809784953,21,1,1,1,14,daicfonrbj124lu2la2rctxck,1,25.2,44.6,2025-05-03T20:32:05.054Z,2025-05-03T20:32:07Z,arrnspfznjcs9fmng4finp87p,Koke Vegas,,5699744261,213,5.27,5699744259,212,29.2,5699744249,56,Back,5699744251,140,40.0,5699744255,141,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809784989,22,1,1,1,16,daicfonrbj124lu2la2rctxck,1,40.0,8.2,2025-05-03T20:32:06.974Z,2025-05-03T20:32:11Z,bug5x187ehj0apzl11lrl3ip6,R. Hope-Gund,,5699744457,141,16.9,5699744455,140,47.1,5699744461,213,0.67,5699744453,56,Back,5699744459,212,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809785051,23,1,1,1,20,daicfonrbj124lu2la2rctxck,1,47.1,16.9,2025-05-03T20:32:10.775Z,2025-05-03T20:32:14Z,8pqvmz8g1yhe7hqqc1d68c4mi,C. Holstad,,5699744771,212,39.7,5699744763,155,,5699744773,213,6.14,5699744769,141,8.8,5699744775,1,,5699744765,56,Right,5699744767,140,84.5,,,,,,,,,,,,,,,,,,,,,,,,,,
2809785057,24,61,1,1,24,daicfonrbj124lu2la2rctxck,0,85.4,9.4,2025-05-03T20:32:14.511Z,2025-05-03T21:27:48Z,dltmx3e4llkcszs22cbfz92xg,J. Kwizera,,5699744803,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809785115,4,4,1,1,24,87c66ubwpzykovmkaf1t46bis,1,10.4,87.4,2025-05-03T20:32:15.214Z,2025-05-03T20:32:25Z,c481wk3de3opu190d8z99w8yy,N. Flores,,5699745345,56,Back,5699745347,152,,5699745343,294,,5699745359,233,25,5699745349,285,,5699745341,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809785065,25,4,1,1,24,daicfonrbj124lu2la2rctxck,0,89.6,12.6,2025-05-03T20:32:15.215Z,2025-05-03T21:27:51Z,dltmx3e4llkcszs22cbfz92xg,J. Kwizera,,5699745057,56,Right,5699745055,294,,5699745381,233,4,5699745059,152,,5699745053,13,,5699745061,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809785565,5,1,1,2,6,87c66ubwpzykovmkaf1t46bis,0,4.3,82.2,2025-05-03T20:32:57.098Z,2025-05-03T20:33:02Z,h4nbagq5dsdltn9x62oi0t05,R. Sánchez,,5699747605,56,Right,5699747607,140,68.0,5699747611,212,78.8,5699747613,213,5.73,5699747615,1,,5699747601,157,,5699747609,141,21.0,5699747599,5,,5699747603,152,,,,,,,,,,,,,,,,,,,,,
2809785627,26,1,1,2,14,daicfonrbj124lu2la2rctxck,1,32.6,77.9,2025-05-03T20:33:04.949Z,2025-05-03T20:33:08Z,eg5pbxm7emj77mdcub4xp6m3u,A. Sanchez,,5699748001,212,10.7,5699747999,141,90.5,5699747993,3,,5699748003,213,0.93,5699747995,56,Back,5699747997,140,38.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809785701,27,1,1,2,17,daicfonrbj124lu2la2rctxck,1,38.7,90.5,2025-05-03T20:33:08.293Z,2025-05-03T21:28:56Z,4vdbw63j0s7npezknabq6p7xm,J. Brito,,5699748363,141,86.3,5699748359,56,Back,5699748361,140,34.9,5699748367,213,3.76,5699748365,212,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809820321,440,61,1,2,18,daicfonrbj124lu2la2rctxck,0,30.2,89.1,2025-05-03T20:33:08.410Z,2025-05-03T21:28:55Z,eg5pbxm7emj77mdcub4xp6m3u,A. Sanchez,,5699941339,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809785677,6,50,1,2,20,87c66ubwpzykovmkaf1t46bis,1,66.2,15.0,2025-05-03T20:33:10.739Z,2025-05-03T21:22:38Z,61rlxmejof8zjv8uw3sk1l045,J. Medranda,,5699748213,286,,5699922929,233,28,5699748209,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809785717,28,7,1,2,20,daicfonrbj124lu2la2rctxck,1,33.8,85.0,2025-05-03T20:33:10.740Z,2025-05-03T21:28:58Z,1diaoqi51gzx23j4d5f8xc8b8,A. Shapiro-Thompson,,5699748441,56,Back,5699922959,233,6,5699748439,167,,5699748443,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809785755,7,5,1,2,21,87c66ubwpzykovmkaf1t46bis,1,63.8,-1.2,2025-05-03T20:33:12.114Z,2025-05-03T22:42:58Z,61rlxmejof8zjv8uw3sk1l045,J. Medranda,,5699748649,233,29,5699748645,347,,5699748643,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809785739,29,5,1,2,21,daicfonrbj124lu2la2rctxck,0,36.2,101.2,2025-05-03T20:33:12.114Z,2025-05-03T22:42:58Z,dltmx3e4llkcszs22cbfz92xg,J. Kwizera,,5699748567,347,,5699748565,56,Back,5699748663,233,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809785767,8,1,1,2,28,87c66ubwpzykovmkaf1t46bis,1,65.5,0.0,2025-05-03T20:33:19.178Z,2025-05-03T21:22:51Z,euesmrqkdyvekqtpk81ln7uqy,L. Paredes,,5699748717,140,62.3,5699748715,56,Right,5699748723,213,2.47,5699748719,141,2.9,5699748721,212,4.3,5699748713,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809785785,9,1,1,2,30,87c66ubwpzykovmkaf1t46bis,1,62.0,3.5,2025-05-03T20:33:20.466Z,2025-05-03T21:22:56Z,bzu3rjr0r2qmxluguyseq5sdl,A. Soto,,5699748835,141,1.9,5699748837,212,2.0,5699748839,213,5.71,5699748831,56,Right,5699748833,140,63.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809785831,10,1,1,2,31,87c66ubwpzykovmkaf1t46bis,1,62.3,6.4,2025-05-03T20:33:22.034Z,2025-05-03T21:23:03Z,euesmrqkdyvekqtpk81ln7uqy,L. Paredes,,5699749047,56,Right,5699749055,213,3.34,5699749049,140,52.1,5699749051,141,3.2,5699749053,212,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809785913,11,1,1,2,34,87c66ubwpzykovmkaf1t46bis,1,52.8,4.7,2025-05-03T20:33:25.050Z,2025-05-03T20:33:32Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,5699749465,212,38.5,5699749467,213,2.15,5699749461,140,32.8,5699749471,1,,5699749459,56,Back,5699749463,141,52.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809785929,12,1,1,2,41,87c66ubwpzykovmkaf1t46bis,0,42.6,55.9,2025-05-03T20:33:32.091Z,2025-05-03T20:33:33Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,5699749555,212,39.3,5699749547,155,,5699749557,213,0.89,5699749551,140,66.2,5699749549,56,Left,5699749559,1,,5699749553,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2809785941,13,5,1,2,42,87c66ubwpzykovmkaf1t46bis,0,63.2,101.0,2025-05-03T20:33:33.186Z,2025-05-03T22:42:59Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,5699750215,233,30,5699749583,56,Left,5699749585,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809786033,30,5,1,2,42,daicfonrbj124lu2la2rctxck,1,36.8,-1.0,2025-05-03T20:33:33.186Z,2025-05-03T22:42:59Z,711t32tk6qwl567dngcldfw15,M. Rodriguez,,5699750199,233,13,5699750159,347,,5699750157,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809786075,31,1,1,2,53,daicfonrbj124lu2la2rctxck,0,41.6,0.0,2025-05-03T20:33:44.358Z,2025-05-03T20:33:47Z,bug5x187ehj0apzl11lrl3ip6,R. Hope-Gund,,5699750321,107,,5699750329,212,35.7,5699750323,56,Right,5699750325,140,73.8,5699750327,141,15.7,5699750331,213,0.33,5699750333,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809786093,14,12,1,2,57,87c66ubwpzykovmkaf1t46bis,1,32.0,79.7,2025-05-03T20:33:48.114Z,2025-05-03T20:33:49Z,9izvs4qd03gfmqukkk5csxxxw,M. Omar,,5699750431,212,9.3,5699750429,141,81.3,5699750449,15,,5699750425,56,Back,5699750427,140,40.8,5699750433,213,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809786133,32,1,1,2,58,daicfonrbj124lu2la2rctxck,0,66.8,9.5,2025-05-03T20:33:48.884Z,2025-05-03T21:29:52Z,dltmx3e4llkcszs22cbfz92xg,J. Kwizera,,5699750621,213,2.17,5699750613,56,Center,5699750617,141,21.4,5699750615,140,61.5,5699750611,3,,5699750619,212,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809818079,325,1,1,2,58,87c66ubwpzykovmkaf1t46bis,0,46.1,66.2,2025-05-03T20:33:49.409Z,2025-05-03T21:24:50Z,bzu3rjr0r2qmxluguyseq5sdl,A. Soto,,5699929203,213,6.04,5699929221,286,,5699929201,212,1.7,5699929217,233,437,5699929215,236,,5699929199,141,65.6,5699929195,56,Back,5699929197,140,47.7,,,,,,,,,,,,,,,,,,,,,,,
2809817855,437,74,1,2,59,daicfonrbj124lu2la2rctxck,1,48.7,36.1,2025-05-03T20:33:49.410Z,2025-05-03T21:24:49Z,8pqvmz8g1yhe7hqqc1d68c4mi,C. Holstad,,5699928015,56,Back,5699928017,285,,5699929269,233,325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809786165,33,43,1,3,3,daicfonrbj124lu2la2rctxck,1,0.0,0.0,2025-05-03T20:33:54.239Z,2025-05-03T21:29:56Z,8pqvmz8g1yhe7hqqc1d68c4mi,C. Holstad,,5699750803,56,Center,5699944491,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809786307,34,1,1,3,5,daicfonrbj124lu2la2rctxck,1,35.9,81.6,2025-05-03T20:33:55.988Z,2025-05-03T20:34:07Z,eg5pbxm7emj77mdcub4xp6m3u,A. Sanchez,,5699751553,140,57.4,5699751563,213,0.34,5699751559,212,24.0,5699751551,56,Left,5699751555,141,93.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809786311,35,4,1,3,14,daicfonrbj124lu2la2rctxck,1,49.8,93.8,2025-05-03T20:34:04.665Z,2025-05-03T20:34:11Z,4vdbw63j0s7npezknabq6p7xm,J. Brito,,5699751603,152,,5699751631,233,15,5699751609,286,,5699751601,56,Back,5699751597,13,,5699751607,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809786291,15,4,1,3,14,87c66ubwpzykovmkaf1t46bis,0,50.2,6.2,2025-05-03T20:34:04.666Z,2025-05-03T20:34:12Z,euesmrqkdyvekqtpk81ln7uqy,L. Paredes,,5699751651,233,35,5699751495,13,,5699751497,56,Right,5699751503,285,,5699751499,152,,5699751501,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809786595,36,1,1,3,38,daicfonrbj124lu2la2rctxck,1,46.7,90.8,2025-05-03T20:34:28.707Z,2025-05-03T21:30:28Z,8pqvmz8g1yhe7hqqc1d68c4mi,C. Holstad,,5699753051,5,,5699753063,213,3.24,5699753059,141,88.7,5699753053,152,,5699753061,212,15.1,5699753055,56,Back,5699753057,140,32.4,,,,,,,,,,,,,,,,,,,,,,,,,,
2809786611,37,1,1,3,39,daicfonrbj124lu2la2rctxck,1,32.4,88.7,2025-05-03T20:34:29.731Z,2025-05-03T20:34:31Z,couplbg5c1wzrb14ycd8f7h0p,G. Stoneman,,5699753161,140,37.5,5699753167,213,5.86,5699753165,212,5.9,5699753159,56,Back,5699753163,141,85.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809786633,38,1,1,3,40,daicfonrbj124lu2la2rctxck,1,37.5,85.2,2025-05-03T20:34:30.819Z,2025-05-03T21:30:42Z,8pqvmz8g1yhe7hqqc1d68c4mi,C. Holstad,,5699753357,212,22.3,5699753355,141,59.0,5699753359,213,4.07,5699753351,56,Back,5699753353,140,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809786655,39,1,1,3,43,daicfonrbj124lu2la2rctxck,1,24.8,57.6,2025-05-03T20:34:33.971Z,2025-05-03T20:34:36Z,arrnspfznjcs9fmng4finp87p,Koke Vegas,,5699753487,56,Back,5699753495,213,5.22,5699753493,212,29.2,5699753491,141,20.0,5699753489,140,38.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809786685,40,1,1,3,45,daicfonrbj124lu2la2rctxck,1,38.2,20.0,2025-05-03T20:34:35.867Z,2025-05-03T20:34:39Z,9txqixk3uycvort3ntzkva1g5,Z. Herivaux,,5699753643,141,4.9,5699753647,213,5.16,5699753645,212,11.4,5699753639,56,Back,5699753641,140,42.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809786719,41,1,1,3,48,daicfonrbj124lu2la2rctxck,1,42.9,4.9,2025-05-03T20:34:39.003Z,2025-05-03T20:34:42Z,bug5x187ehj0apzl11lrl3ip6,R. Hope-Gund,,5699753787,56,Back,5699753795,213,5.88,5699753791,141,2.3,5699753789,140,46.8,5699753793,212,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809786755,42,1,1,3,51,daicfonrbj124lu2la2rctxck,1,46.8,2.3,2025-05-03T20:34:42.067Z,2025-05-03T21:30:53Z,dltmx3e4llkcszs22cbfz92xg,J. Kwizera,,5699754009,141,12.5,5699754013,213,1.91,5699754007,140,44.5,5699754005,56,Back,5699754011,212,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809786773,43,1,1,3,56,daicfonrbj124lu2la2rctxck,1,44.5,12.5,2025-05-03T20:34:46.526Z,2025-05-03T21:30:58Z,1diaoqi51gzx23j4d5f8xc8b8,A. Shapiro-Thompson,,5699754085,141,14.5,5699754087,212,14.1,5699754083,140,31.1,5699754081,56,Back,5699754089,213,3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809821795,441,1,1,3,57,daicfonrbj124lu2la2rctxck,1,31.6,8.2,2025-05-03T20:34:47.410Z,2025-05-03T21:31:14Z,bug5x187ehj0apzl11lrl3ip6,R. Hope-Gund,,5699949439,141,13.3,5699949441,212,7.0,5699949435,56,Back,5699949437,140,25.8,5699949443,213,2.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809786811,44,1,1,3,57,daicfonrbj124lu2la2rctxck,1,31.1,14.5,2025-05-03T20:34:47.635Z,2025-05-03T20:34:50Z,9txqixk3uycvort3ntzkva1g5,Z. Herivaux,,5699754281,212,42.2,5699754277,140,44.6,5699754275,56,Back,5699754283,213,1.23,5699754285,1,,5699754279,141,72.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809786863,45,1,1,3,59,daicfonrbj124lu2la2rctxck,1,44.6,72.9,2025-05-03T20:34:50.259Z,2025-05-03T20:34:54Z,couplbg5c1wzrb14ycd8f7h0p,G. Stoneman,,5699754545,56,Left,5699754547,140,69.9,5699754549,141,89.6,5699754551,212,28.9,5699754553,213,0.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809786869,46,3,1,4,4,daicfonrbj124lu2la2rctxck,0,71.4,87.4,2025-05-03T20:34:54.604Z,2025-05-03T20:35:04Z,711t32tk6qwl567dngcldfw15,M. Rodriguez,,5699754565,56,Left,5699754567,286,,5699754913,233,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
