id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,qualifier/16/value,qualifier/13/value
2815525383,4,1,1,0,34,8cpjplodpphtkbt0hq8sr8mqs,0,29.7,7.6,2025-05-17T01:07:05.111Z,2025-05-17T01:07:06Z,d38osra1p83cgtmrwqt6w60yy,H. Sulte,,,5731536437,56,Center,5731536441,141,29.4,5731536445,213,0.26,5731536433,157,,5731536439,140,82.7,5731536447,1,,5731536431,5,,5731536435,152,,5731536443,212,57.6,,,,,,,,,,,,,,,,,,,,,,,,
2815525401,7,1,1,0,37,5h878vnmkbuy2ummddprusxgq,1,32.1,69.0,2025-05-17T01:07:07.342Z,2025-05-17T01:07:09Z,2mxaagzu9rb92z9880yjllbzd,W. Ackwei,,,5731536525,141,74.1,5731536521,56,Back,5731536519,3,,5731536529,213,0.58,5731536523,140,37.1,5731536527,212,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815525411,8,44,1,0,37,5h878vnmkbuy2ummddprusxgq,1,32.5,70.4,2025-05-17T01:07:08.101Z,2025-05-17T03:40:24Z,7ctc1xui7wk89o5v00z8ijqw9,E. Calvillo,,,5731536645,233,5,5731536579,285,,5731536575,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815525393,5,44,1,0,37,8cpjplodpphtkbt0hq8sr8mqs,0,67.5,29.6,2025-05-17T01:07:08.102Z,2025-05-17T03:40:24Z,2co6fedrz8anjzy9ise76dplh,J. Blake,,,5731536651,233,8,5731536485,56,Center,5731536487,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815525417,9,1,1,0,38,5h878vnmkbuy2ummddprusxgq,0,37.1,74.1,2025-05-17T01:07:08.782Z,2025-05-17T03:39:08Z,7ctc1xui7wk89o5v00z8ijqw9,E. Calvillo,,,5731536615,56,Back,5731536623,213,0.98,5731536611,3,,5731536619,141,84.8,5731536621,212,8.7,5731536613,168,,5731536617,140,41.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815525413,6,1,1,0,39,8cpjplodpphtkbt0hq8sr8mqs,0,66.1,9.1,2025-05-17T01:07:09.311Z,2025-05-17T03:39:11Z,n6ubi9lw3fjau0xzvd09myqy,J. O'Brien,,,5731536587,3,,5731536593,141,16.7,5731536595,212,9.9,5731536591,140,74.1,5731536597,213,0.55,5731536589,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815525455,10,1,1,0,41,5h878vnmkbuy2ummddprusxgq,1,36.5,90.2,2025-05-17T01:07:11.518Z,2025-05-17T01:56:14Z,6fgxgq77v66va16tcuqvyn6x,Gabi Torres,,,5731536811,213,6.19,5731536805,140,44.4,5731536801,3,,5731536809,212,8.3,5731536803,56,Back,5731536807,141,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815525427,7,83,1,0,42,8cpjplodpphtkbt0hq8sr8mqs,0,61.1,13.4,2025-05-17T01:07:12.831Z,2025-05-17T01:07:18Z,arxprecroj7kqwx1tmkhhfsdm,B. Ofeimu,,,5731536889,399,2mgcta30puk8kuwb5mo4zvcnp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815525457,11,4,1,0,44,5h878vnmkbuy2ummddprusxgq,1,37.7,82.2,2025-05-17T01:07:14.317Z,2025-05-17T01:07:22Z,2mgcta30puk8kuwb5mo4zvcnp,A. Moreno,,,5731536829,56,Back,5731536851,233,8,5731536835,286,,5731536833,265,,5731536831,152,,5731536827,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815525443,8,4,1,0,44,8cpjplodpphtkbt0hq8sr8mqs,0,62.3,17.8,2025-05-17T01:07:14.318Z,2025-05-17T01:07:23Z,arxprecroj7kqwx1tmkhhfsdm,B. Ofeimu,,,5731536757,56,Right,5731536759,152,,5731536763,285,,5731536761,265,,5731536871,233,11,5731536755,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815525485,12,1,1,0,50,5h878vnmkbuy2ummddprusxgq,1,40.4,75.7,2025-05-17T01:07:20.471Z,2025-05-17T01:56:09Z,7ctc1xui7wk89o5v00z8ijqw9,E. Calvillo,,,5731537017,213,4.49,5731537009,56,Back,5731537007,152,,5731537013,141,51.3,5731537005,5,,5731537011,140,36.9,5731537015,212,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815525491,13,1,1,0,51,5h878vnmkbuy2ummddprusxgq,1,36.9,51.3,2025-05-17T01:07:21.583Z,2025-05-17T01:07:24Z,7ajceczjsu9ci4nqv9gg2860a,F. Daroma,,,5731537053,213,3.95,5731537045,56,Back,5731537047,140,27.4,5731537051,212,14.5,5731537049,141,35.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815525501,14,1,1,0,52,5h878vnmkbuy2ummddprusxgq,1,27.4,35.8,2025-05-17T01:07:22.966Z,2025-05-17T01:07:25Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5731537109,56,Back,5731537111,140,35.4,5731537117,213,5.18,5731537115,212,18.7,5731537113,141,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815525507,15,1,1,0,55,5h878vnmkbuy2ummddprusxgq,0,35.4,11.3,2025-05-17T01:07:25.318Z,2025-05-17T01:07:26Z,1jhs3g95t0ah1hx3fwlo14kmi,G. Diaz,,,5731537141,213,0.53,5731537137,141,35.8,5731537139,212,32.8,5731537133,56,Center,5731537135,140,62.3,5731537143,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815525515,9,8,1,0,58,8cpjplodpphtkbt0hq8sr8mqs,1,41.2,72.4,2025-05-17T01:07:28.472Z,2025-05-17T03:40:08Z,97d0drjb3zqkh5ozfufg17nys,P. Hogan,,,5731537173,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815525535,16,1,1,0,59,5h878vnmkbuy2ummddprusxgq,1,53.4,30.9,2025-05-17T01:07:29.158Z,2025-05-17T01:07:33Z,3lndo247f4br8t6xxdvlij4a2,W. Cabrera,,,5731537247,141,38.3,5731537249,212,12.2,5731537251,213,2.72,5731537245,140,42.8,5731537243,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815525517,10,43,1,0,59,8cpjplodpphtkbt0hq8sr8mqs,1,0.0,0.0,2025-05-17T01:07:29.254Z,2025-05-17T01:07:33Z,97d0drjb3zqkh5ozfufg17nys,P. Hogan,,,5731537175,56,Back,5731537267,144,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815525525,11,43,1,1,0,8cpjplodpphtkbt0hq8sr8mqs,1,0.0,0.0,2025-05-17T01:07:30.382Z,2025-05-17T01:07:35Z,97d0drjb3zqkh5ozfufg17nys,P. Hogan,,,5731537301,144,56,5731537199,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815525543,17,1,1,1,2,5h878vnmkbuy2ummddprusxgq,1,43.0,38.3,2025-05-17T01:07:32.782Z,2025-05-17T01:56:36Z,7ctc1xui7wk89o5v00z8ijqw9,E. Calvillo,,,5731537273,56,Back,5731537275,140,37.3,5731537281,213,2.13,5731537279,212,11.3,5731537277,141,52.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815525545,18,43,1,1,4,5h878vnmkbuy2ummddprusxgq,1,0.0,0.0,2025-05-17T01:07:34.278Z,2025-05-17T01:07:37Z,7ajceczjsu9ci4nqv9gg2860a,F. Daroma,,,5731537319,144,56,5731537285,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815525583,19,1,1,1,8,5h878vnmkbuy2ummddprusxgq,1,48.7,49.9,2025-05-17T01:07:38.430Z,2025-05-17T01:07:42Z,7ajceczjsu9ci4nqv9gg2860a,F. Daroma,,,5731537527,212,18.0,5731537523,140,63.2,5731537529,213,0.56,5731537521,56,Center,5731537525,141,63.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815525595,20,1,1,1,11,5h878vnmkbuy2ummddprusxgq,1,63.2,63.9,2025-05-17T01:07:41.830Z,2025-05-17T01:57:15Z,2mgcta30puk8kuwb5mo4zvcnp,A. Moreno,,,5731537567,141,33.7,5731537565,140,68.1,5731537563,56,Center,5731537571,213,4.96,5731537569,212,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815525601,21,1,1,1,13,5h878vnmkbuy2ummddprusxgq,1,68.1,32.4,2025-05-17T01:07:43.408Z,2025-05-17T01:07:45Z,1jhs3g95t0ah1hx3fwlo14kmi,G. Diaz,,,5731537597,212,9.3,5731537591,56,Center,5731537593,140,59.5,5731537595,141,29.2,5731537599,213,3.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815525607,22,1,1,1,14,5h878vnmkbuy2ummddprusxgq,1,59.5,29.2,2025-05-17T01:07:45.040Z,2025-05-17T01:57:04Z,7ctc1xui7wk89o5v00z8ijqw9,E. Calvillo,,,5731537635,140,70.1,5731537641,213,0.75,5731537637,141,44.6,5731537639,212,15.3,5731537633,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815525619,23,1,1,1,17,5h878vnmkbuy2ummddprusxgq,1,70.6,44.9,2025-05-17T01:07:47.550Z,2025-05-17T01:07:49Z,3lndo247f4br8t6xxdvlij4a2,W. Cabrera,,,5731537717,141,82.7,5731537715,140,62.8,5731537721,213,1.88,5731537713,56,Left,5731537719,212,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815525623,24,43,1,1,19,5h878vnmkbuy2ummddprusxgq,1,0.0,0.0,2025-05-17T01:07:49.678Z,2025-05-17T01:57:20Z,3lndo247f4br8t6xxdvlij4a2,W. Cabrera,,,5731604649,144,56,5731537729,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815525643,25,1,1,1,22,5h878vnmkbuy2ummddprusxgq,1,65.3,80.3,2025-05-17T01:07:53.053Z,2025-05-17T01:57:23Z,6fgxgq77v66va16tcuqvyn6x,Gabi Torres,,,5731537809,141,96.9,5731537813,213,0.45,5731537807,140,87.6,5731537811,212,26.0,5731537805,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815525669,26,3,1,1,23,5h878vnmkbuy2ummddprusxgq,0,85.4,96.8,2025-05-17T01:07:53.910Z,2025-05-17T03:39:57Z,cqmvrx028gh19yh8qh7w01y0a,R. Avila,,,5731537905,56,Left,5731606057,233,12,5731537907,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815525633,12,7,1,1,23,8cpjplodpphtkbt0hq8sr8mqs,0,14.6,3.2,2025-05-17T01:07:53.911Z,2025-05-17T03:39:56Z,arxprecroj7kqwx1tmkhhfsdm,B. Ofeimu,,,5731537769,285,,5731606053,233,26,5731537767,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815525635,13,83,1,1,24,8cpjplodpphtkbt0hq8sr8mqs,0,1.4,12.3,2025-05-17T01:07:55.022Z,2025-05-17T01:08:13Z,arxprecroj7kqwx1tmkhhfsdm,B. Ofeimu,,,5731537913,399,cqmvrx028gh19yh8qh7w01y0a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815525645,14,43,1,1,26,8cpjplodpphtkbt0hq8sr8mqs,1,0.0,0.0,2025-05-17T01:07:57.072Z,2025-05-17T01:08:12Z,arxprecroj7kqwx1tmkhhfsdm,B. Ofeimu,,,5731537819,285,0,5731537817,56,Back,5731538285,144,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815525651,15,43,1,1,27,8cpjplodpphtkbt0hq8sr8mqs,1,0.0,0.0,2025-05-17T01:07:57.248Z,2025-05-17T01:08:09Z,arxprecroj7kqwx1tmkhhfsdm,B. Ofeimu,,,5731537841,56,Back,5731538207,144,3,5731537843,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815525655,16,43,1,1,27,8cpjplodpphtkbt0hq8sr8mqs,1,0.0,0.0,2025-05-17T01:07:57.423Z,2025-05-17T01:08:07Z,arxprecroj7kqwx1tmkhhfsdm,B. Ofeimu,,,5731537847,285,0,5731538161,144,3,5731537845,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815525661,17,43,1,1,27,8cpjplodpphtkbt0hq8sr8mqs,1,0.0,0.0,2025-05-17T01:07:57.599Z,2025-05-17T01:08:06Z,arxprecroj7kqwx1tmkhhfsdm,B. Ofeimu,,,5731537871,56,Back,5731538111,144,3,5731537873,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815525665,18,43,1,1,27,8cpjplodpphtkbt0hq8sr8mqs,1,0.0,0.0,2025-05-17T01:07:57.767Z,2025-05-17T01:08:04Z,arxprecroj7kqwx1tmkhhfsdm,B. Ofeimu,,,5731538063,144,3,5731537883,56,Back,5731537885,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815525743,27,61,1,1,41,5h878vnmkbuy2ummddprusxgq,1,94.5,90.3,2025-05-17T01:08:11.758Z,2025-05-17T01:58:14Z,cqmvrx028gh19yh8qh7w01y0a,R. Avila,,,5731538281,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815525745,19,5,1,1,43,8cpjplodpphtkbt0hq8sr8mqs,1,-0.5,26.2,2025-05-17T01:08:13.257Z,2025-05-17T03:40:45Z,arxprecroj7kqwx1tmkhhfsdm,B. Ofeimu,,,5731538295,56,Back,5731644499,233,28,5731538297,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815525763,28,5,1,1,43,5h878vnmkbuy2ummddprusxgq,0,100.5,73.8,2025-05-17T01:08:13.257Z,2025-05-17T03:40:45Z,cqmvrx028gh19yh8qh7w01y0a,R. Avila,,,5731644503,233,19,5731538395,346,,5731538393,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815525809,20,1,1,1,56,8cpjplodpphtkbt0hq8sr8mqs,0,3.4,39.4,2025-05-17T01:08:26.215Z,2025-05-17T01:08:28Z,d38osra1p83cgtmrwqt6w60yy,H. Sulte,,,5731538639,141,23.6,5731538645,1,,5731538633,124,,5731538641,212,73.2,5731538637,140,72.4,5731538643,213,6.14,5731538635,56,Center,5731538647,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815525813,29,1,1,1,58,5h878vnmkbuy2ummddprusxgq,0,31.9,86.0,2025-05-17T01:08:28.693Z,2025-05-17T01:59:05Z,7vs1eqm82fwwuhwfqodb3dyw9,R. Ruiz,,,5731538669,141,87.1,5731538663,3,,5731538665,56,Back,5731538671,212,18.3,5731538673,213,0.04,5731538667,140,49.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815525817,21,12,1,2,2,8cpjplodpphtkbt0hq8sr8mqs,1,34.9,31.3,2025-05-17T01:08:32.486Z,2025-05-17T01:08:35Z,97d0drjb3zqkh5ozfufg17nys,P. Hogan,,,5731538695,141,37.9,5731538691,56,Back,5731538713,15,,5731538693,140,45.0,5731538699,213,0.40,5731538697,212,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815525831,22,44,1,2,4,8cpjplodpphtkbt0hq8sr8mqs,1,41.8,34.3,2025-05-17T01:08:34.428Z,2025-05-17T03:40:25Z,e93nozniig2wriw9doit6a4tl,J. Murphy,,,5731538795,233,30,5731538755,285,,5731538753,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815525827,30,44,1,2,4,5h878vnmkbuy2ummddprusxgq,0,58.2,65.7,2025-05-17T01:08:34.429Z,2025-05-17T03:40:25Z,7ajceczjsu9ci4nqv9gg2860a,F. Daroma,,,5731538737,56,Center,5731538739,286,,5731538799,233,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815525845,23,1,1,2,4,8cpjplodpphtkbt0hq8sr8mqs,1,45.0,37.9,2025-05-17T01:08:34.999Z,2025-05-17T01:08:37Z,e93nozniig2wriw9doit6a4tl,J. Murphy,,,5731538829,212,14.9,5731538827,141,32.8,5731538817,168,,5731538825,140,58.8,5731538813,3,,5731538831,213,6.05,5731538821,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815525855,24,1,1,2,6,8cpjplodpphtkbt0hq8sr8mqs,0,58.8,32.8,2025-05-17T01:08:36.334Z,2025-05-17T02:07:04Z,2co6fedrz8anjzy9ise76dplh,J. Blake,,,5731538875,3,,5731538883,212,14.6,5731538881,141,20.1,5731538879,140,70.0,5731538877,56,Right,5731538885,213,5.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815525847,31,1,1,2,6,5h878vnmkbuy2ummddprusxgq,0,29.0,80.0,2025-05-17T01:08:36.829Z,2025-05-17T01:08:37Z,7vs1eqm82fwwuhwfqodb3dyw9,R. Ruiz,,,5731538837,56,Back,5731538841,141,80.5,5731538845,213,0.09,5731538839,140,32.5,5731538843,212,3.7,5731538835,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815525859,25,43,1,2,9,8cpjplodpphtkbt0hq8sr8mqs,1,0.0,0.0,2025-05-17T01:08:39.765Z,2025-05-17T01:08:45Z,d50x000h9o6i8kd8aihie4lx,M. Foster,,,5731538983,144,56,5731538889,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815525871,26,4,1,2,11,8cpjplodpphtkbt0hq8sr8mqs,1,58.5,22.4,2025-05-17T01:08:41.836Z,2025-05-17T03:39:37Z,d50x000h9o6i8kd8aihie4lx,M. Foster,,,5731538957,152,,5731538995,233,32,5731538953,13,,5731538959,265,,5731538961,286,,5731538955,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815525865,32,4,1,2,11,5h878vnmkbuy2ummddprusxgq,0,41.5,77.6,2025-05-17T01:08:41.837Z,2025-05-17T03:39:38Z,7ctc1xui7wk89o5v00z8ijqw9,E. Calvillo,,,5731538999,233,26,5731538933,56,Back,5731538935,152,,5731538979,285,,5731538931,13,,5731538937,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815525911,27,1,1,2,27,8cpjplodpphtkbt0hq8sr8mqs,1,55.2,23.1,2025-05-17T01:08:57.910Z,2025-05-17T01:08:58Z,e93nozniig2wriw9doit6a4tl,J. Murphy,,,5731539199,213,3.34,5731539187,56,Back,5731539193,141,18.0,5731539183,152,,5731539189,140,38.6,5731539197,212,17.8,5731539179,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
