id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/14/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId
2785814419,13,1,1,0,30,c9xffml4i7ihblp1qhus9w3fu,1,67.0,86.9,2025-03-09T01:08:30.672Z,2025-03-09T01:29:11Z,bxlh35ww96wgrsgfc8blou50p,M. Mensah,,,5567894811,213,5.37,5567894807,141,74.2,5567894803,56,Center,5567894809,212,10.9,5567894805,140,73.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785814405,12,1,1,0,31,c9xffml4i7ihblp1qhus9w3fu,1,81.2,95.9,2025-03-09T01:08:31.905Z,2025-03-09T01:29:21Z,272w5ezobn1o53b3yxnbgjckq,K. Hernández-Foster,,,5567894701,141,94.5,5567894705,213,3.21,5567894699,140,68.7,5567894703,212,13.2,5567894697,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785814495,14,43,1,0,34,c9xffml4i7ihblp1qhus9w3fu,1,0.0,0.0,2025-03-09T01:08:34.816Z,2025-03-09T01:29:34Z,8t6b8q53ovws370a1b27s85jo,Roman Torres,,,5567895233,141,96.6,5567895235,212,23.4,5567895229,56,Left,5567895237,213,0.45,5567971361,144,1,5567895231,140,91.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785814501,15,3,1,0,38,c9xffml4i7ihblp1qhus9w3fu,0,90.9,96.6,2025-03-09T01:08:39.292Z,2025-03-09T03:32:24Z,7drelguz6c1htw10sq7zyxh0q,D. Trejo,,,5567895251,286,,5567895247,56,Left,5567895333,233,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785814479,6,7,1,0,38,5x54jbfk11lrsmipgsx7cdbai,1,9.1,3.4,2025-03-09T01:08:39.293Z,2025-03-09T03:32:24Z,59kky4fyi0w9bdz4ow3gs95yi,K. Tingey,,,5567895161,285,,5567895159,56,Back,5567895157,167,,5567895293,233,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785814485,7,5,1,0,39,5x54jbfk11lrsmipgsx7cdbai,0,10.9,-1.4,2025-03-09T01:08:40.246Z,2025-03-09T03:33:00Z,59kky4fyi0w9bdz4ow3gs95yi,K. Tingey,,,5567895181,347,,5567895179,56,Back,5567895651,233,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785814563,16,5,1,0,39,c9xffml4i7ihblp1qhus9w3fu,1,89.1,101.4,2025-03-09T01:08:40.246Z,2025-03-09T03:33:00Z,7drelguz6c1htw10sq7zyxh0q,D. Trejo,,,5567895597,347,,5567895617,233,7,5567895595,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785814581,17,1,1,0,46,c9xffml4i7ihblp1qhus9w3fu,1,90.7,100.0,2025-03-09T01:08:46.912Z,2025-03-09T01:08:48Z,bxlh35ww96wgrsgfc8blou50p,M. Mensah,,,5567895689,56,Left,5567895693,141,87.7,5567895695,212,11.2,5567895697,213,4.05,5567895691,140,84.1,5567895687,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785814615,18,1,1,0,47,c9xffml4i7ihblp1qhus9w3fu,1,84.1,87.7,2025-03-09T01:08:47.984Z,2025-03-09T01:08:52Z,dlhfyk6fgvqt3zrr5qfj7c6w9,D. McCartney,,,5567895839,212,9.6,5567895833,140,91.3,5567895843,213,0.66,5567895831,56,Left,5567895837,141,96.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785814625,19,4,1,0,48,c9xffml4i7ihblp1qhus9w3fu,1,88.8,96.2,2025-03-09T01:08:49.549Z,2025-03-09T01:09:28Z,bxlh35ww96wgrsgfc8blou50p,M. Mensah,,,5567895899,286,,5567897657,233,8,5567897537,13,,5567897539,152,,5567895897,56,Left,5567897541,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785814635,8,4,1,0,48,5x54jbfk11lrsmipgsx7cdbai,0,11.2,3.8,2025-03-09T01:08:49.550Z,2025-03-09T01:09:29Z,6j5qn2b7t0165vl1t26v001zo,W. Leggett,,,5567897633,265,,5567897693,233,19,5567897629,13,,5567895983,285,,5567895979,56,Back,5567897631,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785814631,20,43,1,0,53,c9xffml4i7ihblp1qhus9w3fu,1,0.0,0.0,2025-03-09T01:08:53.664Z,2025-03-09T01:09:22Z,bxlh35ww96wgrsgfc8blou50p,M. Mensah,,,5567897447,144,6,5567896013,73,0,5567896011,56,Left,5567896295,233,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785814639,9,43,1,0,53,5x54jbfk11lrsmipgsx7cdbai,1,0.0,0.0,2025-03-09T01:08:53.814Z,2025-03-09T01:09:29Z,6j5qn2b7t0165vl1t26v001zo,W. Leggett,,,5567896265,56,Back,5567897715,144,6,5567896267,73,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785815647,21,1,1,1,41,c9xffml4i7ihblp1qhus9w3fu,1,91.8,93.8,2025-03-09T01:09:42.192Z,2025-03-09T01:18:24Z,8t6b8q53ovws370a1b27s85jo,Roman Torres,1.0,,5567901579,56,Center,5567901575,155,,5567901573,5,,5567930553,24,,5567901581,140,94.9,5567930549,210,16,5567901587,213,4.81,5567901585,212,34.6,5567901589,1,5567901583,141,43.1,5567901571,2,5567930551,154,5567901577,152,,,,,,,,,,,,,,,,,,,,
2785815653,22,16,1,1,43,c9xffml4i7ihblp1qhus9w3fu,1,96.1,45.1,2025-03-09T01:09:44.032Z,2025-03-09T01:23:13Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,,5567914575,24,,5567905187,103,17.7,5567901617,56,Center,5567904469,374,2025-03-09 01:09:43.715,5567914581,29,,5567905195,230,99.7,5567904473,375,01:43.051,5567914585,55,21,5567905197,231,5567901615,16,,5567914583,154,5567905185,102,5567914591,328,46.9,52.4,5567914577,15,5567905183,76,,,,,,,,,,,,,,
2785815743,10,1,1,2,35,5x54jbfk11lrsmipgsx7cdbai,1,50.3,50.3,2025-03-09T01:10:36.133Z,2025-03-09T01:34:27Z,ekzwxb68vg0w7o14zcq8n4vs9,Z. Ryan,,,5567902227,140,21.1,5567902231,212,30.7,5567902233,213,3.08,5567981817,279,G,5567902225,56,Back,5567902229,141,53.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785815765,11,1,1,2,40,5x54jbfk11lrsmipgsx7cdbai,0,22.7,49.1,2025-03-09T01:10:41.029Z,2025-03-09T01:10:44Z,7lmf6beyvhncglhw9avm40qju,H. Fauroux,,,5567902375,212,60.0,5567902367,56,Right,5567902371,141,3.7,5567902379,213,5.74,5567902381,1,,5567902365,157,,5567902369,140,71.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785829681,191,44,1,2,43,c9xffml4i7ihblp1qhus9w3fu,1,28.0,91.7,2025-03-09T01:10:43.853Z,2025-03-09T03:32:47Z,bxlh35ww96wgrsgfc8blou50p,M. Mensah,,,5567984543,56,Back,5567984553,233,12,5567984545,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785815773,12,44,1,2,43,5x54jbfk11lrsmipgsx7cdbai,0,72.0,8.3,2025-03-09T01:10:43.854Z,2025-03-09T03:32:47Z,6j5qn2b7t0165vl1t26v001zo,W. Leggett,,,5567902405,286,,5567984589,233,191,5567902403,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785829683,192,1,1,2,43,c9xffml4i7ihblp1qhus9w3fu,1,30.5,77.7,2025-03-09T01:10:44.105Z,2025-03-09T01:36:42Z,bxlh35ww96wgrsgfc8blou50p,M. Mensah,,,5567986199,141,68.3,5567986201,212,14.5,5567986195,56,Back,5567986193,3,,5567986203,213,5.83,5567986197,140,42.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785829685,193,1,1,2,43,c9xffml4i7ihblp1qhus9w3fu,0,41.2,49.5,2025-03-09T01:10:44.258Z,2025-03-09T03:27:45Z,8t6b8q53ovws370a1b27s85jo,Roman Torres,,,5567986443,140,54.3,5567986439,3,,5567986449,213,0.84,5567986445,141,72.2,5567986447,212,20.7,5567986441,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785815823,13,1,1,2,46,5x54jbfk11lrsmipgsx7cdbai,1,54.3,23.9,2025-03-09T01:10:47.269Z,2025-03-09T01:10:48Z,dek9c2ef9ahynvfrk60d9tm5m,Y. Leerman,,,5567902717,213,0.57,5567902707,157,,5567902711,140,68.1,5567902721,1,,5567902713,141,37.6,5567902709,56,Center,5567902715,212,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785815861,14,1,1,2,47,5x54jbfk11lrsmipgsx7cdbai,1,68.1,37.6,2025-03-09T01:10:48.565Z,2025-03-09T01:10:51Z,agl19e1fx5123lk28avksxb3e,A. Aboukoura,,,5567902973,141,32.5,5567902969,56,Center,5567902977,213,5.72,5567902967,3,,5567902975,212,6.5,5567902971,140,73.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785815869,15,50,1,2,50,5x54jbfk11lrsmipgsx7cdbai,1,75.2,36.3,2025-03-09T01:10:50.705Z,2025-03-09T03:32:25Z,21vmi7qtrujzez3ziux0wa4et,F. Valot,,,5567903009,56,Center,5567989721,233,194,5567903011,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785829689,194,7,1,2,50,c9xffml4i7ihblp1qhus9w3fu,1,24.8,63.7,2025-03-09T01:10:50.706Z,2025-03-09T03:32:24Z,8t6b8q53ovws370a1b27s85jo,Roman Torres,,,5567989701,285,,5567989699,56,Back,5567989707,233,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785831291,214,1,1,2,51,c9xffml4i7ihblp1qhus9w3fu,0,21.4,50.3,2025-03-09T01:10:51.881Z,2025-03-09T01:41:06Z,8t6b8q53ovws370a1b27s85jo,Roman Torres,,,5567998241,157,,5567998253,1,,5567998247,141,31.7,5567998249,212,27.7,5567998245,140,44.9,5567998251,213,5.81,5567998243,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785815909,16,43,1,2,53,5x54jbfk11lrsmipgsx7cdbai,1,0.0,0.0,2025-03-09T01:10:53.837Z,2025-03-09T01:42:53Z,agl19e1fx5123lk28avksxb3e,A. Aboukoura,,,5567903175,56,Center,5568003903,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785815975,17,1,1,2,58,5x54jbfk11lrsmipgsx7cdbai,1,52.1,80.8,2025-03-09T01:10:58.861Z,2025-03-09T01:11:00Z,b6t0f1g03ixymivs4fbaiewic,J. Erlandson,,,5567903539,56,Center,5567903545,212,9.2,5567903543,141,76.6,5567903541,140,60.4,5567903547,213,5.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785815999,18,1,1,2,59,5x54jbfk11lrsmipgsx7cdbai,1,60.5,76.7,2025-03-09T01:11:00.301Z,2025-03-09T01:11:02Z,db1h2huu8z1quj816wol1wgkp,T. McCabe,,,5567903671,140,36.1,5567903675,212,25.6,5567903677,213,3.17,5567903673,141,75.6,5567903669,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785816081,19,1,1,3,1,5x54jbfk11lrsmipgsx7cdbai,1,36.6,75.9,2025-03-09T01:11:02.373Z,2025-03-09T03:38:08Z,b6t0f1g03ixymivs4fbaiewic,J. Erlandson,,,5567904097,56,Back,5567904101,141,36.7,5567904105,213,4.44,5567904099,140,29.5,5567904103,212,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785816125,20,1,1,3,9,5x54jbfk11lrsmipgsx7cdbai,1,34.0,38.3,2025-03-09T01:11:09.997Z,2025-03-09T01:11:12Z,dek9c2ef9ahynvfrk60d9tm5m,Y. Leerman,,,5567904303,213,1.39,5567904297,140,39.0,5567904299,141,80.5,5567904295,56,Back,5567904301,212,29.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785833629,316,1,1,3,10,5x54jbfk11lrsmipgsx7cdbai,1,32.5,49.9,2025-03-09T01:11:10.739Z,2025-03-09T01:43:48Z,b6t0f1g03ixymivs4fbaiewic,J. Erlandson,,,5568007731,56,Back,5568007737,212,13.1,5568007735,141,65.8,5568007739,213,0.97,5568007733,140,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785816145,21,1,1,3,12,5x54jbfk11lrsmipgsx7cdbai,1,43.9,69.9,2025-03-09T01:11:12.693Z,2025-03-09T01:43:52Z,db1h2huu8z1quj816wol1wgkp,T. McCabe,,,5567904395,140,45.9,5567904401,213,4.79,5567904399,212,27.8,5567904397,141,29.1,5567904393,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785816175,22,1,1,3,14,5x54jbfk11lrsmipgsx7cdbai,1,51.2,27.3,2025-03-09T01:11:15.229Z,2025-03-09T01:11:18Z,dek9c2ef9ahynvfrk60d9tm5m,Y. Leerman,,,5567904577,140,67.5,5567904581,212,22.4,5567904583,213,5.58,5567904579,141,6.1,5567904575,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785816213,23,1,1,3,17,5x54jbfk11lrsmipgsx7cdbai,1,67.8,9.8,2025-03-09T01:11:18.373Z,2025-03-09T01:11:21Z,6j5qn2b7t0165vl1t26v001zo,W. Leggett,,,5567904775,213,5.67,5567904767,56,Right,5567904771,141,3.7,5567904773,212,7.2,5567904769,140,73.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785816219,24,1,1,3,20,5x54jbfk11lrsmipgsx7cdbai,0,73.4,3.7,2025-03-09T01:11:21.173Z,2025-03-09T03:38:29Z,59kky4fyi0w9bdz4ow3gs95yi,K. Tingey,,,5568031163,236,,5567904809,141,8.6,5567904813,213,1.48,5567904805,56,Right,5568031169,286,,5568031165,233,25,5567904811,212,3.3,5567904807,140,73.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785816463,25,74,1,3,20,c9xffml4i7ihblp1qhus9w3fu,1,25.6,87.7,2025-03-09T01:11:21.174Z,2025-03-09T03:32:09Z,bxlh35ww96wgrsgfc8blou50p,M. Mensah,,,5568031119,56,Back,5568031179,233,24,5568031121,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785816475,27,1,1,3,22,c9xffml4i7ihblp1qhus9w3fu,0,41.5,86.3,2025-03-09T01:11:23.303Z,2025-03-09T01:50:03Z,dlhfyk6fgvqt3zrr5qfj7c6w9,D. McCartney,,,5568035019,141,70.7,5568035023,213,4.71,5568035015,140,41.5,5568035013,56,Back,5568035021,212,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
