id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/11/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2823711551,7,61,1,0,8,7neuneh44n9rtsfsh6r0sb9no,1,73.9,55.2,2025-06-21T23:06:41.013Z,2025-06-21T23:06:45Z,2054x8z63k74or3inr9sl0bu1,L. Fernandes,,,5777129979,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823711561,8,1,1,0,10,7neuneh44n9rtsfsh6r0sb9no,1,71.1,42.5,2025-06-21T23:06:43.253Z,2025-06-21T23:06:45Z,271x0k4dhjqn4h7ecmt44pzo5,R. López,,,5777130033,140,74.3,5777130031,56,Center,5777130039,213,5.18,5777130037,212,7.4,5777130035,141,32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823711565,9,1,1,0,11,7neuneh44n9rtsfsh6r0sb9no,1,74.3,32.8,2025-06-21T23:06:44.269Z,2025-06-21T23:06:46Z,do8svqsgqomasmzdwwsgg7qlm,C. Parano,,,5777130051,141,44.0,5777130053,212,8.0,5777130055,213,1.89,5777130047,56,Center,5777130049,140,71.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823711571,10,1,1,0,12,7neuneh44n9rtsfsh6r0sb9no,1,71.9,44.0,2025-06-21T23:06:44.892Z,2025-06-21T23:06:46Z,271x0k4dhjqn4h7ecmt44pzo5,R. López,,,5777130083,140,75.8,5777130081,56,Center,5777130089,213,5.03,5777130087,212,13.0,5777130085,141,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823711585,11,1,1,0,13,7neuneh44n9rtsfsh6r0sb9no,1,75.3,25.2,2025-06-21T23:06:45.749Z,2025-06-21T23:06:48Z,do8svqsgqomasmzdwwsgg7qlm,C. Parano,,,5777130181,141,5.3,5777130183,212,13.5,5777130179,140,75.4,5777130177,56,Right,5777130185,213,4.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823711603,12,1,1,0,15,7neuneh44n9rtsfsh6r0sb9no,1,79.4,5.8,2025-06-21T23:06:48.476Z,2025-06-21T23:06:51Z,ea8jgqvyafx5wvgd5d70mgx9m,J. Gurr,,,5777130265,140,63.1,5777130271,213,2.95,5777130267,141,10.7,5777130269,212,17.4,5777130263,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823711621,13,1,1,0,19,7neuneh44n9rtsfsh6r0sb9no,1,59.8,9.0,2025-06-21T23:06:51.565Z,2025-06-21T23:10:48Z,5u1uufcs8jlvvkzodpi5ykovd,J. Timmer,,,5777130383,213,0.91,5777130375,56,Right,5777130377,140,65.5,5777130379,141,20.3,5777130381,212,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823711629,14,1,1,0,20,7neuneh44n9rtsfsh6r0sb9no,0,65.0,17.3,2025-06-21T23:06:53.157Z,2025-06-21T23:06:53Z,579n2n7oiogy83epzcfrxtd5h,N. Ross,,,5777130401,213,0.27,5777130395,140,67.3,5777130393,56,Right,5777130399,212,2.5,5777130397,141,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823711635,6,1,1,0,21,daicfonrbj124lu2la2rctxck,1,25.9,80.4,2025-06-21T23:06:53.619Z,2025-06-21T23:06:54Z,eg5pbxm7emj77mdcub4xp6m3u,A. Sanchez,,,5777130429,140,25.9,5777130435,213,4.71,5777130427,56,Back,5777130433,212,4.1,5777130431,141,74.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823711647,7,1,1,0,21,daicfonrbj124lu2la2rctxck,1,25.9,74.4,2025-06-21T23:06:54.380Z,2025-06-21T23:06:56Z,8pqvmz8g1yhe7hqqc1d68c4mi,C. Holstad,,,5777130493,141,76.8,5777130491,140,29.3,5777130497,213,0.43,5777130489,56,Back,5777130495,212,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823711671,8,1,1,0,23,daicfonrbj124lu2la2rctxck,1,29.3,76.8,2025-06-21T23:06:56.427Z,2025-06-21T23:06:59Z,3tb7ycl6z32sevjo8rxa590,A. Mabika,,,5777130595,141,90.3,5777130597,212,9.3,5777130599,213,1.40,5777130591,56,Back,5777130593,140,30.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823711689,9,1,1,0,26,daicfonrbj124lu2la2rctxck,1,30.8,90.3,2025-06-21T23:06:59.068Z,2025-06-21T23:13:16Z,dltmx3e4llkcszs22cbfz92xg,J. Kwizera,,,5777130677,213,3.83,5777130673,141,81.8,5777130671,140,24.1,5777130675,212,9.1,5777130669,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823711701,10,1,1,0,28,daicfonrbj124lu2la2rctxck,1,24.1,81.8,2025-06-21T23:07:00.619Z,2025-06-21T23:07:02Z,8pqvmz8g1yhe7hqqc1d68c4mi,C. Holstad,,,5777130721,212,29.8,5777130717,140,47.0,5777130719,141,56.0,5777130715,56,Back,5777130713,155,,5777130723,213,5.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823711733,11,1,1,0,30,daicfonrbj124lu2la2rctxck,1,47.0,56.0,2025-06-21T23:07:02.595Z,2025-06-21T23:07:07Z,449e2muutlpvx9lhv1t2tcsmh,A. Dikwa,,,5777130907,56,Center,5777130915,213,5.18,5777130909,140,56.6,5777130911,141,26.9,5777130913,212,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823711739,12,61,1,0,34,daicfonrbj124lu2la2rctxck,0,57.7,25.3,2025-06-21T23:07:07.099Z,2025-06-21T23:15:01Z,711t32tk6qwl567dngcldfw15,M. Rodriguez,,,5777130943,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823711759,15,3,1,0,36,7neuneh44n9rtsfsh6r0sb9no,0,37.9,75.8,2025-06-21T23:07:08.978Z,2025-06-22T00:04:49Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,,,5777151375,286,,5777151395,233,13,5777130993,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823711753,13,7,1,0,36,daicfonrbj124lu2la2rctxck,0,62.1,24.2,2025-06-21T23:07:08.979Z,2025-06-22T00:04:49Z,f472o0229a6xev8qudf1tyf6y,F. Nodarse,,,5777130981,56,Center,5777151139,285,,5777151391,233,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823711781,17,1,1,0,40,7neuneh44n9rtsfsh6r0sb9no,1,32.9,73.5,2025-06-21T23:07:13.309Z,2025-06-21T23:07:14Z,bgxiot2ugkc6t5jchxewen4k5,L. Desmond,,,5777131125,141,66.0,5777131129,213,5.47,5777131127,212,7.0,5777131123,140,37.5,5777131121,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823711783,18,1,1,0,41,7neuneh44n9rtsfsh6r0sb9no,1,37.5,66.0,2025-06-21T23:07:14.421Z,2025-06-21T23:07:15Z,579n2n7oiogy83epzcfrxtd5h,N. Ross,,,5777131145,213,2.12,5777131137,56,Back,5777131139,140,32.2,5777131143,212,10.6,5777131141,141,79.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823711813,19,1,1,0,42,7neuneh44n9rtsfsh6r0sb9no,0,32.2,79.3,2025-06-21T23:07:15.398Z,2025-06-21T23:07:19Z,bgxiot2ugkc6t5jchxewen4k5,L. Desmond,,,5777131293,140,80.8,5777131301,1,,5777131291,56,Left,5777131297,212,51.7,5777131299,213,0.16,5777131295,141,91.2,5777131289,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823711849,14,1,1,0,50,daicfonrbj124lu2la2rctxck,0,10.3,6.2,2025-06-21T23:07:22.851Z,2025-06-21T23:07:24Z,bug5x187ehj0apzl11lrl3ip6,R. Hope-Gund,,,5777131477,213,0.07,5777131479,1,,5777131471,140,21.2,5777131473,141,7.4,5777131469,56,Back,5777131467,157,,5777131475,212,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823711861,15,4,1,0,54,daicfonrbj124lu2la2rctxck,1,27.0,9.6,2025-06-21T23:07:26.747Z,2025-06-22T00:04:42Z,f472o0229a6xev8qudf1tyf6y,F. Nodarse,,,5777131543,152,,5777131541,56,Back,5777131547,285,,5777131627,233,20,5777131545,265,,5777131539,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823711865,20,4,1,0,54,7neuneh44n9rtsfsh6r0sb9no,0,73.0,90.4,2025-06-21T23:07:26.748Z,2025-06-22T00:04:42Z,2054x8z63k74or3inr9sl0bu1,L. Fernandes,,,5777131613,13,,5777131617,152,,5777131647,233,15,5777131619,265,,5777131621,286,,5777131615,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823711961,16,1,1,1,10,daicfonrbj124lu2la2rctxck,1,19.7,25.6,2025-06-21T23:07:42.963Z,2025-06-21T23:16:29Z,bug5x187ehj0apzl11lrl3ip6,R. Hope-Gund,,,5777132093,141,39.7,5777132097,213,1.37,5777132085,5,,5777132091,140,21.6,5777132087,152,,5777132095,212,9.8,5777132089,56,Back,5777154969,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823711999,17,1,1,1,11,daicfonrbj124lu2la2rctxck,1,23.2,68.4,2025-06-21T23:07:43.867Z,2025-06-21T23:16:23Z,c8svt3yazcfaq478j0cpbmbfu,K. Yao,,,5777132263,213,0.79,5777132255,56,Back,5777132261,212,14.1,5777132259,141,83.1,5777132257,140,32.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823712017,18,1,1,1,15,daicfonrbj124lu2la2rctxck,1,22.6,67.7,2025-06-21T23:07:47.507Z,2025-06-21T23:16:53Z,3tb7ycl6z32sevjo8rxa590,A. Mabika,,,5777132361,56,Back,5777132363,140,29.6,5777132367,212,13.5,5777132369,213,1.00,5777132365,141,84.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823716479,117,1,1,1,15,daicfonrbj124lu2la2rctxck,1,23.8,91.8,2025-06-21T23:07:48.408Z,2025-06-21T23:17:56Z,eg5pbxm7emj77mdcub4xp6m3u,A. Sanchez,,,5777157971,212,10.1,5777157973,213,4.58,5777157965,56,Back,5777157967,140,22.5,5777157969,141,77.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823712035,19,1,1,1,16,daicfonrbj124lu2la2rctxck,1,24.4,67.2,2025-06-21T23:07:48.723Z,2025-06-21T23:07:50Z,3tb7ycl6z32sevjo8rxa590,A. Mabika,,,5777132481,213,4.55,5777132475,140,21.1,5777132473,56,Back,5777132479,212,21.6,5777132477,141,35.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823712057,20,1,1,1,17,daicfonrbj124lu2la2rctxck,1,21.1,35.9,2025-06-21T23:07:50.067Z,2025-06-22T00:07:24Z,c8svt3yazcfaq478j0cpbmbfu,K. Yao,,,5777132605,213,5.26,5777132601,141,10.6,5777132599,140,31.0,5777132597,56,Back,5777132603,212,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823712097,21,1,1,1,20,daicfonrbj124lu2la2rctxck,1,40.3,7.3,2025-06-21T23:07:53.195Z,2025-06-21T23:07:57Z,bug5x187ehj0apzl11lrl3ip6,R. Hope-Gund,,,5777132711,141,29.0,5777132713,212,24.0,5777132707,56,Center,5777132715,213,0.66,5777132709,140,58.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823712099,22,61,1,1,24,daicfonrbj124lu2la2rctxck,0,58.3,29.0,2025-06-21T23:07:56.803Z,2025-06-21T23:18:17Z,449e2muutlpvx9lhv1t2tcsmh,A. Dikwa,,,5777132719,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823712137,22,1,1,1,28,7neuneh44n9rtsfsh6r0sb9no,1,36.9,34.8,2025-06-21T23:08:01.126Z,2025-06-21T23:08:04Z,579n2n7oiogy83epzcfrxtd5h,N. Ross,,,5777132959,212,20.1,5777132957,141,33.3,5777132961,213,6.23,5777132955,140,56.0,5777132953,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823712149,23,1,1,1,31,7neuneh44n9rtsfsh6r0sb9no,0,57.6,37.7,2025-06-21T23:08:03.901Z,2025-06-21T23:08:05Z,do8svqsgqomasmzdwwsgg7qlm,C. Parano,,,5777133013,141,80.5,5777133011,140,80.2,5777133019,1,,5777133017,213,0.89,5777133009,56,Left,5777133015,212,37.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823712179,23,4,1,1,34,daicfonrbj124lu2la2rctxck,1,13.8,10.1,2025-06-21T23:08:07.238Z,2025-06-21T23:08:12Z,f472o0229a6xev8qudf1tyf6y,F. Nodarse,,,5777133195,152,,5777133199,285,,5777133197,265,,5777133191,13,,5777133193,56,Back,5777133221,233,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823712169,24,4,1,1,34,7neuneh44n9rtsfsh6r0sb9no,0,86.2,89.9,2025-06-21T23:08:07.239Z,2025-06-21T23:08:12Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,,,5777133155,56,Left,5777133157,152,,5777133159,265,,5777133161,286,,5777133233,233,23,5777133153,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823712483,24,1,1,2,13,daicfonrbj124lu2la2rctxck,1,16.6,9.2,2025-06-21T23:08:46.427Z,2025-06-21T23:08:49Z,bug5x187ehj0apzl11lrl3ip6,R. Hope-Gund,,,5777134835,140,27.1,5777134829,5,,5777134841,213,6.14,5777134839,212,11.1,5777134837,141,6.8,5777134833,56,Back,5777134831,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823712509,25,1,1,2,16,daicfonrbj124lu2la2rctxck,1,27.3,6.8,2025-06-21T23:08:48.931Z,2025-06-21T23:19:04Z,couplbg5c1wzrb14ycd8f7h0p,G. Stoneman,,,5777134981,56,Right,5777134983,140,83.5,5777134987,212,59.1,5777134989,213,0.05,5777134991,1,,5777134979,155,,5777134985,141,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823712527,26,1,1,2,20,daicfonrbj124lu2la2rctxck,1,83.2,10.3,2025-06-21T23:08:52.947Z,2025-06-21T23:08:55Z,449e2muutlpvx9lhv1t2tcsmh,A. Dikwa,,,5777135071,212,10.1,5777135069,141,22.7,5777135067,140,77.9,5777135065,56,Center,5777135073,213,2.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823712545,27,1,1,2,22,daicfonrbj124lu2la2rctxck,1,75.3,28.3,2025-06-21T23:08:54.947Z,2025-06-21T23:08:57Z,711t32tk6qwl567dngcldfw15,M. Rodriguez,,,5777135163,212,13.1,5777135165,213,1.34,5777135159,140,78.2,5777135157,56,Center,5777135161,141,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823712553,28,61,1,2,24,daicfonrbj124lu2la2rctxck,0,78.2,47.0,2025-06-21T23:08:56.891Z,2025-06-21T23:08:57Z,8pqvmz8g1yhe7hqqc1d68c4mi,C. Holstad,,,5777135187,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823712631,26,43,1,2,34,7neuneh44n9rtsfsh6r0sb9no,1,0.0,0.0,2025-06-21T23:09:07.068Z,2025-06-21T23:20:12Z,,,,,5777135623,344,0,5777164207,144,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823712699,29,43,1,2,42,daicfonrbj124lu2la2rctxck,1,0.0,0.0,2025-06-21T23:09:15.349Z,2025-06-21T23:20:14Z,,,,,5777135931,344,0,5777164361,144,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823712725,27,1,1,2,44,7neuneh44n9rtsfsh6r0sb9no,0,13.3,39.2,2025-06-21T23:09:17.424Z,2025-06-21T23:09:20Z,9l35nvd07jhy457u1yehm3gx6,D. Vitiello,,,5777136047,140,77.6,5777136049,141,15.8,5777136055,1,,5777136051,212,69.4,5777136045,56,Right,5777136043,199,,5777136053,213,6.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823712755,30,1,1,2,50,daicfonrbj124lu2la2rctxck,1,22.5,80.0,2025-06-21T23:09:23.123Z,2025-06-21T23:09:26Z,eg5pbxm7emj77mdcub4xp6m3u,A. Sanchez,,,5777136231,56,Back,5777136233,140,12.9,5777136237,212,19.0,5777136239,213,4.15,5777136235,141,56.3,5777136229,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823712775,32,1,1,2,54,daicfonrbj124lu2la2rctxck,1,12.9,56.3,2025-06-21T23:09:26.898Z,2025-06-21T23:09:30Z,a3l8f3a6rr93qyyaxhdfqq1yi,J. Lee,,,5777136363,212,21.3,5777136365,213,5.18,5777136355,123,,5777136361,141,28.3,5777136357,56,Back,5777136359,140,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823712801,33,1,1,2,58,daicfonrbj124lu2la2rctxck,1,22.5,28.0,2025-06-21T23:09:30.626Z,2025-06-21T23:09:34Z,bug5x187ehj0apzl11lrl3ip6,R. Hope-Gund,,,5777136527,56,Back,5777136535,213,2.58,5777136529,140,10.5,5777136531,141,39.7,5777136533,212,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823712849,34,1,1,3,1,daicfonrbj124lu2la2rctxck,0,10.3,34.7,2025-06-21T23:09:34.451Z,2025-06-21T23:09:40Z,a3l8f3a6rr93qyyaxhdfqq1yi,J. Lee,,,5777136813,213,6.04,5777136803,157,,5777136805,56,Right,5777136811,212,74.1,5777136807,140,78.8,5777136815,1,,5777136809,141,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823718511,134,44,1,3,7,7neuneh44n9rtsfsh6r0sb9no,1,31.4,91.1,2025-06-21T23:09:39.637Z,2025-06-22T00:05:04Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,,,5777169851,285,,5777169879,233,118,5777169849,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823716481,118,44,1,3,7,daicfonrbj124lu2la2rctxck,0,68.6,8.9,2025-06-21T23:09:39.638Z,2025-06-22T00:05:04Z,f472o0229a6xev8qudf1tyf6y,F. Nodarse,,,5777169657,286,,5777169933,233,134,5777169655,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823712883,28,12,1,3,7,7neuneh44n9rtsfsh6r0sb9no,1,37.1,90.9,2025-06-21T23:09:39.775Z,2025-06-21T23:21:26Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,,,5777137003,213,0.85,5777167627,167,,5777167625,15,,5777137001,212,10.0,5777136997,140,43.4,5777136999,141,100.0,5777136995,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
