id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value
2809883367,10,1,1,0,36,224tl8u2smnbyliroayk69nt0,1,32.3,53.3,2025-05-03T23:11:14.459Z,2025-05-03T23:11:17Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5700284009,56,Back,5700284011,140,36.5,5700284013,141,85.7,5700284017,213,1.37,5700284015,212,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809883379,11,1,1,0,38,224tl8u2smnbyliroayk69nt0,1,36.9,86.0,2025-05-03T23:11:17.179Z,2025-05-03T23:11:19Z,cxrjwzo1fmvgcw8i820hwn07p,J. Etou,,,5700284045,212,9.5,5700284039,56,Back,5700284049,213,3.39,5700284043,141,82.6,5700284041,140,28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809883391,12,1,1,0,41,224tl8u2smnbyliroayk69nt0,0,28.0,82.4,2025-05-03T23:11:19.299Z,2025-05-03T23:11:19Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5700284115,56,Back,5700284117,140,38.6,5700284121,212,12.1,5700284119,141,75.4,5700284123,213,5.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809883417,8,1,1,0,44,6597wqy6gmpv3zjx7rp8cdj46,0,45.2,23.3,2025-05-03T23:11:22.825Z,2025-05-03T23:15:02Z,8e6kj3506n4gum041dok8v1ex,R. Sommersall,,,5700284255,213,0.12,5700284257,1,,5700284245,157,,5700284247,56,Center,5700284253,212,23.9,5700284251,141,27.6,5700284249,140,67.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809883467,13,1,1,0,46,224tl8u2smnbyliroayk69nt0,1,11.9,83.0,2025-05-03T23:11:24.835Z,2025-05-03T23:11:28Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5700284507,141,88.1,5700284511,213,0.37,5700284505,140,20.3,5700284509,212,9.5,5700284503,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809883487,14,1,1,0,49,224tl8u2smnbyliroayk69nt0,1,20.8,90.3,2025-05-03T23:11:28.211Z,2025-05-03T23:11:30Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5700284615,56,Back,5700284617,140,28.3,5700284621,212,9.2,5700284619,141,83.2,5700284623,213,5.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809883493,15,1,1,0,51,224tl8u2smnbyliroayk69nt0,0,28.3,83.2,2025-05-03T23:11:30.067Z,2025-05-03T23:12:12Z,c4va4gt5g10zm05qtucgyt889,D. Griffin,,,5700284635,56,Back,5700284637,140,35.6,5700284647,213,0.11,5700284639,141,84.4,5700284643,212,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809883507,9,61,1,0,53,6597wqy6gmpv3zjx7rp8cdj46,1,52.5,9.4,2025-05-03T23:11:31.406Z,2025-05-03T23:11:31Z,vg3ha8h2d35wgexer2i6ao0k,F. Sundstrom,,,5700284711,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809883525,10,1,1,0,54,6597wqy6gmpv3zjx7rp8cdj46,0,43.3,15.5,2025-05-03T23:11:32.607Z,2025-05-04T01:41:46Z,411grh3cytippnnanb767qvsa,Rafa Mentzingen,,,5700284819,1,,5700284817,213,0.44,5700284815,212,8.3,5700284811,140,50.5,5700284807,157,,5700284813,141,20.7,5700284809,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809883565,16,1,1,0,56,224tl8u2smnbyliroayk69nt0,0,53.4,63.1,2025-05-03T23:11:34.603Z,2025-05-03T23:11:37Z,c4va4gt5g10zm05qtucgyt889,D. Griffin,,,5700285031,213,5.94,5700285089,1,,5700285051,4,,5700285027,141,46.3,5700285025,140,84.0,5700285029,212,34.1,5700285023,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809883647,12,1,1,1,7,6597wqy6gmpv3zjx7rp8cdj46,1,13.9,49.6,2025-05-03T23:11:45.680Z,2025-05-03T23:11:47Z,ac5zpx8c09rtmidm654e67xsl,J. McGuire,,,5700285473,213,1.28,5700285489,287,,5700285463,123,,5700285465,56,Back,5700285467,140,22.2,5700285469,141,92.9,5700285471,212,30.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809883699,13,1,1,1,12,6597wqy6gmpv3zjx7rp8cdj46,1,22.1,93.3,2025-05-03T23:11:51.024Z,2025-05-03T23:11:53Z,4l0iztasx0cae3j4f15d8gd4a,J. Servania,,,5700285741,213,3.75,5700285733,56,Back,5700285739,212,14.1,5700285737,141,81.5,5700285735,140,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809883719,14,1,1,1,14,6597wqy6gmpv3zjx7rp8cdj46,0,11.1,81.5,2025-05-03T23:11:53.039Z,2025-05-03T23:11:57Z,6a6bagymcckyt43w6b31irsvd,T. Hodge,,,5700285823,157,,5700285835,1,,5700285829,141,76.1,5700285833,213,6.21,5700285825,56,Center,5700285827,140,58.2,5700285831,212,49.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809883717,17,44,1,1,16,224tl8u2smnbyliroayk69nt0,1,37.9,28.5,2025-05-03T23:11:55.250Z,2025-05-04T01:44:58Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5700285813,285,,5700285811,56,Back,5700285901,233,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809883723,15,44,1,1,16,6597wqy6gmpv3zjx7rp8cdj46,0,62.1,71.5,2025-05-03T23:11:55.251Z,2025-05-04T01:44:58Z,6u93ok0drr4byri2lu5g6rq0a,E. Conway,,,5700285921,233,17,5700285851,56,Center,5700285853,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809883721,18,1,1,1,17,224tl8u2smnbyliroayk69nt0,0,31.4,36.0,2025-05-03T23:11:55.563Z,2025-05-03T23:11:56Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5700285841,56,Back,5700285843,140,43.2,5700285847,212,12.4,5700285845,141,36.9,5700285849,213,0.05,5700285839,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809883745,16,1,1,1,20,6597wqy6gmpv3zjx7rp8cdj46,1,43.7,74.8,2025-05-03T23:11:58.287Z,2025-05-03T23:11:59Z,69wq859yz6wzirpbvpnt3n8bt,L. Perez,,,5700285967,213,6.19,5700285957,3,,5700285965,212,18.2,5700285959,56,Center,5700285961,140,61.0,5700285963,141,72.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809883751,17,1,1,1,20,6597wqy6gmpv3zjx7rp8cdj46,0,61.0,72.4,2025-05-03T23:11:59.023Z,2025-05-03T23:11:59Z,6u93ok0drr4byri2lu5g6rq0a,E. Conway,,,5700286003,140,68.7,5700286001,56,Center,5700285999,3,,5700286005,141,69.1,5700286007,212,8.4,5700286009,213,6.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809883781,20,1,1,1,22,224tl8u2smnbyliroayk69nt0,1,26.5,19.1,2025-05-03T23:12:01.242Z,2025-05-03T23:12:02Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5700286135,213,6.00,5700286127,56,Back,5700286131,141,12.0,5700286129,140,42.5,5700286133,212,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809883783,21,1,1,1,24,224tl8u2smnbyliroayk69nt0,1,42.3,10.1,2025-05-03T23:12:02.563Z,2025-05-03T23:12:04Z,8pli7fk5kjmt0f9pl6sjsltuy,P. Barnes,,,5700286151,213,2.99,5700286149,212,16.4,5700286147,141,13.8,5700286145,140,26.9,5700286143,56,Back,5700286165,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809883819,22,1,1,1,25,224tl8u2smnbyliroayk69nt0,0,26.9,13.8,2025-05-03T23:12:04.187Z,2025-05-03T23:12:06Z,c8nk2hg1xy4h4646ajpq65dnu,I. Osumanu,,,5700286313,213,0.32,5700286315,1,,5700286307,140,77.5,5700286311,212,55.9,5700286305,56,Center,5700286309,141,39.4,5700286303,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809883833,18,12,1,1,28,6597wqy6gmpv3zjx7rp8cdj46,1,16.8,81.1,2025-05-03T23:12:06.978Z,2025-05-03T23:12:08Z,6jdsh8ubirqphhurw5rr7kz8q,B. Washington,,,5700286433,167,,5700286381,56,Back,5700286387,212,14.7,5700286385,141,100.0,5700286389,213,1.84,5700286383,140,13.1,5700286397,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809883837,19,5,1,1,29,6597wqy6gmpv3zjx7rp8cdj46,0,10.6,102.0,2025-05-03T23:12:08.096Z,2025-05-04T01:45:33Z,6jdsh8ubirqphhurw5rr7kz8q,B. Washington,,,5700286419,56,Back,5700286607,233,23,5700286421,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809883865,23,5,1,1,29,224tl8u2smnbyliroayk69nt0,1,89.4,-2.0,2025-05-03T23:12:08.096Z,2025-05-04T01:45:33Z,c8nk2hg1xy4h4646ajpq65dnu,I. Osumanu,,,5700286589,233,19,5700286571,347,,5700286567,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809883981,24,1,1,1,44,224tl8u2smnbyliroayk69nt0,1,92.0,0.0,2025-05-03T23:12:22.477Z,2025-05-03T23:12:25Z,8pli7fk5kjmt0f9pl6sjsltuy,P. Barnes,,,5700287177,107,,5700287181,56,Right,5700287193,212,21.0,5700287185,140,73.4,5700287189,141,9.8,5700287195,213,2.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809884001,25,1,1,1,47,224tl8u2smnbyliroayk69nt0,0,71.5,10.4,2025-05-03T23:12:25.634Z,2025-05-03T23:12:27Z,c8nk2hg1xy4h4646ajpq65dnu,I. Osumanu,,,5700287339,212,25.2,5700287335,140,62.8,5700287337,141,44.9,5700287333,56,Center,5700287341,213,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809884009,20,8,1,1,50,6597wqy6gmpv3zjx7rp8cdj46,1,32.5,62.0,2025-05-03T23:12:28.287Z,2025-05-03T23:12:28Z,8e6kj3506n4gum041dok8v1ex,R. Sommersall,,,5700287383,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809884093,22,1,1,1,57,6597wqy6gmpv3zjx7rp8cdj46,1,80.4,57.3,2025-05-03T23:12:35.538Z,2025-05-03T23:12:38Z,8e6kj3506n4gum041dok8v1ex,R. Sommersall,,,5700287831,140,84.2,5700287829,56,Center,5700287833,141,55.4,5700287837,213,5.97,5700287835,212,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809884099,23,61,1,2,0,6597wqy6gmpv3zjx7rp8cdj46,0,92.8,60.6,2025-05-03T23:12:38.760Z,2025-05-03T23:12:39Z,6u93ok0drr4byri2lu5g6rq0a,E. Conway,,,5700287859,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809884109,24,5,1,2,1,6597wqy6gmpv3zjx7rp8cdj46,0,101.0,61.1,2025-05-03T23:12:39.736Z,2025-05-04T01:45:34Z,6u93ok0drr4byri2lu5g6rq0a,E. Conway,,,5700287899,56,Center,5700288619,233,26,5700287901,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809884237,26,5,1,2,1,224tl8u2smnbyliroayk69nt0,1,-1.0,38.9,2025-05-03T23:12:39.736Z,2025-05-04T01:45:34Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5700288573,233,24,5700288559,346,,5700288557,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809884273,27,1,1,2,18,224tl8u2smnbyliroayk69nt0,1,4.4,47.6,2025-05-03T23:12:56.378Z,2025-05-03T23:15:54Z,a9lytq2ddavywxo7ib8uzbj6x,E. Dick,,,5700288713,56,Back,5700288715,140,35.1,5700288717,141,42.1,5700288721,213,6.17,5700288719,212,32.5,5700288727,237,,5700288711,124,,5700288723,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809885429,52,1,1,2,19,224tl8u2smnbyliroayk69nt0,1,9.9,38.8,2025-05-03T23:12:57.843Z,2025-05-03T23:15:33Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5700295309,56,Back,5700295313,140,44.5,5700295315,141,27.9,5700295317,212,37.1,5700295321,1,,5700295319,213,6.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809884325,28,1,1,2,22,224tl8u2smnbyliroayk69nt0,1,49.0,56.0,2025-05-03T23:13:00.819Z,2025-05-03T23:13:04Z,5h4ldsd3uwkk4wxr9iqi5kqy2,A. O'Toole,,,5700289035,212,20.7,5700289037,213,1.92,5700289029,56,Back,5700289033,141,84.7,5700289031,140,42.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809884361,29,1,1,2,26,224tl8u2smnbyliroayk69nt0,1,57.4,84.1,2025-05-03T23:13:04.681Z,2025-05-03T23:13:10Z,cxrjwzo1fmvgcw8i820hwn07p,J. Etou,,,5700289249,213,3.19,5700289245,141,82.6,5700289247,212,22.1,5700289243,140,36.4,5700289241,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809884369,30,1,1,2,32,224tl8u2smnbyliroayk69nt0,1,38.7,76.3,2025-05-03T23:13:10.442Z,2025-05-03T23:13:13Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5700289289,141,67.3,5700289293,213,3.67,5700289287,140,28.8,5700289291,212,12.1,5700289285,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809884385,31,1,1,2,34,224tl8u2smnbyliroayk69nt0,1,31.7,63.6,2025-05-03T23:13:13.186Z,2025-05-03T23:13:17Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5700289397,56,Back,5700289401,141,29.5,5700289403,212,23.4,5700289399,140,29.0,5700289405,213,4.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809884391,32,1,1,2,38,224tl8u2smnbyliroayk69nt0,0,29.9,26.8,2025-05-03T23:13:16.970Z,2025-05-03T23:13:24Z,c8nk2hg1xy4h4646ajpq65dnu,I. Osumanu,,,5700289765,233,25,5700289433,141,27.7,5700289429,56,Back,5700289769,286,,5700289437,213,0.11,5700289763,236,,5700289435,212,5.5,5700289431,140,35.1,,,,,,,,,,,,,,,,,,,,,,,,,,
2809884395,25,74,1,2,38,6597wqy6gmpv3zjx7rp8cdj46,1,62.3,76.6,2025-05-03T23:13:16.971Z,2025-05-04T01:43:03Z,69wq859yz6wzirpbvpnt3n8bt,L. Perez,,,5700289727,285,,5700289453,56,Center,5700289779,233,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809884455,33,1,1,2,42,224tl8u2smnbyliroayk69nt0,1,61.1,8.3,2025-05-03T23:13:20.730Z,2025-05-03T23:13:25Z,5h4ldsd3uwkk4wxr9iqi5kqy2,A. O'Toole,,,5700289801,141,21.0,5700289805,213,1.17,5700289799,140,64.6,5700289797,56,Right,5700289803,212,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809884471,34,1,1,2,46,224tl8u2smnbyliroayk69nt0,0,72.6,19.4,2025-05-03T23:13:24.802Z,2025-05-03T23:14:29Z,1l26kd7tulii6x999b3fdxi0a,B. Sample,,,5700289871,56,Left,5700289881,1,,5700289873,140,86.2,5700292813,2,,5700289879,213,1.27,5700289877,212,48.2,5700289875,141,87.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809884493,27,1,1,2,51,6597wqy6gmpv3zjx7rp8cdj46,0,13.6,9.4,2025-05-03T23:13:29.815Z,2025-05-03T23:13:30Z,411grh3cytippnnanb767qvsa,Rafa Mentzingen,,,5700289991,140,39.3,5700289987,155,,5700289993,141,8.5,5700289989,56,Back,5700289997,213,6.26,5700289995,212,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809884521,35,1,1,2,53,224tl8u2smnbyliroayk69nt0,1,51.1,83.5,2025-05-03T23:13:31.553Z,2025-05-03T23:13:34Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5700290153,213,0.06,5700290151,212,10.9,5700290149,141,84.5,5700290145,56,Left,5700290147,140,61.5,5700290143,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
