id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2822657663,9,1,1,0,19,bk3zg8yaj5uoqhxzwons3bo8a,1,25.3,69.3,2025-06-14T23:07:48.519Z,2025-06-14T23:07:51Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,,5771212193,141,92.9,5771212189,56,Back,5771212191,140,33.7,5771212195,212,18.3,5771212197,213,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822657673,10,1,1,0,22,bk3zg8yaj5uoqhxzwons3bo8a,1,33.5,92.3,2025-06-14T23:07:51.503Z,2025-06-14T23:07:53Z,9za3fwnri7qk1dutb4iwmh6g9,C. Gloster,,,5771212261,141,73.9,5771212265,213,3.61,5771212263,212,27.9,5771212259,140,9.7,5771212257,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822657683,11,1,1,0,24,bk3zg8yaj5uoqhxzwons3bo8a,1,9.6,73.9,2025-06-14T23:07:53.727Z,2025-06-14T23:07:55Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,,5771212303,140,6.0,5771212305,141,50.7,5771212301,56,Back,5771212309,213,4.48,5771212307,212,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822657693,12,1,1,0,25,bk3zg8yaj5uoqhxzwons3bo8a,1,6.0,50.7,2025-06-14T23:07:55.030Z,2025-06-14T23:07:59Z,zczt4alpawz5522hff8x39p1,A. Tambakis,,,5771212365,213,1.69,5771212361,141,74.5,5771212363,212,16.3,5771212357,56,Back,5771212359,140,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822657719,13,1,1,0,29,bk3zg8yaj5uoqhxzwons3bo8a,1,11.0,71.7,2025-06-14T23:07:59.263Z,2025-06-14T23:08:04Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,,5771212507,155,,5771212509,196,,5771212511,56,Back,5771212515,141,11.7,5771212519,213,5.33,5771212517,212,50.0,5771212513,140,38.5,5771212521,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822657729,14,1,1,0,35,bk3zg8yaj5uoqhxzwons3bo8a,1,55.1,10.1,2025-06-14T23:08:04.406Z,2025-06-14T23:08:07Z,2o86bp6u8hbr8q43mea7srco9,W. Seymore,,,5771212577,213,0.15,5771212571,140,80.3,5771212575,212,26.8,5771212569,56,Right,5771212573,141,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822657741,15,1,1,0,37,bk3zg8yaj5uoqhxzwons3bo8a,1,80.3,16.1,2025-06-14T23:08:07.207Z,2025-06-14T23:08:10Z,ew8oodr9hiuqve7xlz24xznfu,M. Vargas,,,5771212625,140,59.4,5771212627,141,13.1,5771212629,212,22.0,5771212623,56,Right,5771212631,213,3.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822657755,16,1,1,0,40,bk3zg8yaj5uoqhxzwons3bo8a,1,60.0,13.4,2025-06-14T23:08:10.055Z,2025-06-14T23:08:12Z,2o86bp6u8hbr8q43mea7srco9,W. Seymore,,,5771212721,56,Back,5771212725,141,27.1,5771212729,213,2.60,5771212727,212,17.9,5771212723,140,45.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822657767,17,1,1,0,42,bk3zg8yaj5uoqhxzwons3bo8a,1,45.4,27.1,2025-06-14T23:08:12.123Z,2025-06-14T23:08:14Z,4fbaxgikw7z9sfhuz6vvnfmxh,G. Zelalem,,,5771212791,56,Right,5771212795,141,9.8,5771212799,213,5.67,5771212797,212,20.4,5771212793,140,61.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822657785,18,1,1,0,45,bk3zg8yaj5uoqhxzwons3bo8a,1,62.0,9.4,2025-06-14T23:08:14.614Z,2025-06-14T23:08:17Z,2o86bp6u8hbr8q43mea7srco9,W. Seymore,,,5771212891,212,3.5,5771212877,56,Right,5771212885,141,4.4,5771212881,140,62.6,5771212893,213,4.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822657771,3,83,1,0,45,ck22dnk93ng8ax7wonlff7yms,0,36.0,81.2,2025-06-14T23:08:14.744Z,2025-06-14T23:08:19Z,csx9pmpibyblftludnkd6j36x,M. Epps,,,5771212971,399,bhzsz7pbe6pbwojtc1mi8m28l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822657793,19,1,1,0,47,bk3zg8yaj5uoqhxzwons3bo8a,1,62.3,4.3,2025-06-14T23:08:17.038Z,2025-06-14T23:08:19Z,bhzsz7pbe6pbwojtc1mi8m28l,M. Akale,,,5771212933,140,55.9,5771212931,56,Right,5771212935,141,20.6,5771212939,213,2.12,5771212937,212,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822657827,20,1,1,0,49,bk3zg8yaj5uoqhxzwons3bo8a,1,55.9,20.6,2025-06-14T23:08:19.143Z,2025-06-14T23:08:21Z,4fbaxgikw7z9sfhuz6vvnfmxh,G. Zelalem,,,5771213063,56,Center,5771213071,213,1.72,5771213069,212,31.2,5771213067,141,66.0,5771213065,140,51.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822657879,21,1,1,0,52,bk3zg8yaj5uoqhxzwons3bo8a,1,51.5,66.1,2025-06-14T23:08:21.838Z,2025-06-14T23:08:29Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,,5771213329,213,5.40,5771213327,212,52.2,5771213321,56,Right,5771213325,141,6.8,5771213323,140,83.1,5771213331,1,,5771213319,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822657881,22,61,1,0,57,bk3zg8yaj5uoqhxzwons3bo8a,0,84.8,6.7,2025-06-14T23:08:27.351Z,2025-06-14T23:08:59Z,2o86bp6u8hbr8q43mea7srco9,W. Seymore,,,5771213335,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822657959,4,5,1,0,58,ck22dnk93ng8ax7wonlff7yms,1,-1.3,77.4,2025-06-14T23:08:28.358Z,2025-06-14T23:52:38Z,2wj1w4opn7f0jyz1ps6ebvc6i,K. Sargeant,,,5771213739,233,23,5771213719,346,,5771213717,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822657885,23,5,1,0,58,bk3zg8yaj5uoqhxzwons3bo8a,0,101.3,22.6,2025-06-14T23:08:28.358Z,2025-06-14T23:52:38Z,2o86bp6u8hbr8q43mea7srco9,W. Seymore,,,5771213351,56,Center,5771213747,233,4,5771213353,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822657967,5,1,1,1,13,ck22dnk93ng8ax7wonlff7yms,0,3.9,49.6,2025-06-14T23:08:42.935Z,2025-06-14T23:08:45Z,1rknkp6cfxg6powoea2tttoiy,B. Thompson,,,5771213783,140,21.1,5771213793,189,,5771213781,56,Back,5771213785,141,14.0,5771213791,237,,5771213789,213,5.35,5771213787,212,30.2,5771213779,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822657983,25,1,1,1,16,bk3zg8yaj5uoqhxzwons3bo8a,1,73.2,87.7,2025-06-14T23:08:46.097Z,2025-06-14T23:08:46Z,7b346y8ad54mkc0h1343ybs2x,Luiz Fernando,,,5771213877,213,4.34,5771213871,140,67.6,5771213875,212,16.0,5771213869,56,Center,5771213873,141,65.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822657989,26,1,1,1,17,bk3zg8yaj5uoqhxzwons3bo8a,1,67.6,65.8,2025-06-14T23:08:46.865Z,2025-06-14T23:08:48Z,djau5chcmoyiyq28jt9ypzh4a,O. Jabang,,,5771213903,56,Center,5771213907,141,30.6,5771213909,212,25.1,5771213905,140,74.7,5771213911,213,5.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658007,27,1,1,1,18,bk3zg8yaj5uoqhxzwons3bo8a,0,75.0,30.0,2025-06-14T23:08:48.182Z,2025-06-14T23:08:50Z,bhzsz7pbe6pbwojtc1mi8m28l,M. Akale,,,5771213987,212,18.9,5771213989,213,0.18,5771213985,141,34.9,5771213981,56,Center,5771213983,140,92.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658035,7,1,1,1,24,ck22dnk93ng8ax7wonlff7yms,0,9.0,85.1,2025-06-14T23:08:54.015Z,2025-06-14T23:08:56Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,,5771214143,56,Back,5771214153,1,,5771214145,140,43.3,5771214141,157,,5771214151,213,6.15,5771214147,141,78.1,5771214149,212,36.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658043,28,1,1,1,28,bk3zg8yaj5uoqhxzwons3bo8a,1,62.3,14.4,2025-06-14T23:08:57.622Z,2025-06-14T23:08:59Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,,5771214193,141,29.1,5771214189,56,Center,5771214191,140,67.3,5771214195,212,11.3,5771214197,213,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658109,30,1,1,1,32,bk3zg8yaj5uoqhxzwons3bo8a,1,64.9,33.7,2025-06-14T23:09:01.914Z,2025-06-14T23:09:08Z,4fbaxgikw7z9sfhuz6vvnfmxh,G. Zelalem,,,5771214533,141,79.0,5771214529,56,Left,5771214535,212,30.8,5771214531,140,64.2,5771214537,213,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658103,8,83,1,1,37,ck22dnk93ng8ax7wonlff7yms,0,32.1,18.0,2025-06-14T23:09:06.559Z,2025-06-14T23:09:12Z,cf36p7zpnrtxhebod6rtsmr1m,A. Midence,,,5771214641,399,9za3fwnri7qk1dutb4iwmh6g9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658129,31,1,1,1,38,bk3zg8yaj5uoqhxzwons3bo8a,1,63.4,86.9,2025-06-14T23:09:08.270Z,2025-06-14T23:09:11Z,9za3fwnri7qk1dutb4iwmh6g9,C. Gloster,,,5771214633,141,70.2,5771214629,56,Back,5771214631,140,43.3,5771214635,212,24.0,5771214637,213,3.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658159,32,1,1,1,44,bk3zg8yaj5uoqhxzwons3bo8a,1,44.8,70.0,2025-06-14T23:09:13.678Z,2025-06-14T23:09:19Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,,5771214813,141,86.9,5771214809,56,Left,5771214817,213,0.60,5771214811,140,60.8,5771214815,212,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658173,33,1,1,1,49,bk3zg8yaj5uoqhxzwons3bo8a,1,63.9,86.5,2025-06-14T23:09:18.898Z,2025-06-14T23:09:20Z,9za3fwnri7qk1dutb4iwmh6g9,C. Gloster,,,5771214883,56,Back,5771214891,213,3.37,5771214887,141,79.9,5771214889,212,20.0,5771214885,140,45.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658183,34,1,1,1,51,bk3zg8yaj5uoqhxzwons3bo8a,1,45.3,79.9,2025-06-14T23:09:20.463Z,2025-06-14T23:09:21Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,,5771214953,56,Center,5771214961,213,6.07,5771214957,141,73.2,5771214959,212,21.6,5771214955,140,65.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658195,35,1,1,1,52,bk3zg8yaj5uoqhxzwons3bo8a,0,65.4,73.2,2025-06-14T23:09:21.854Z,2025-06-14T23:09:23Z,7b346y8ad54mkc0h1343ybs2x,Luiz Fernando,,,5771215005,140,72.8,5771215007,141,100.0,5771215009,212,20.6,5771215003,56,Left,5771215011,213,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658215,9,5,1,1,54,ck22dnk93ng8ax7wonlff7yms,1,26.8,-1.6,2025-06-14T23:09:23.582Z,2025-06-14T23:52:39Z,cf36p7zpnrtxhebod6rtsmr1m,A. Midence,,,5771215161,347,,5771215183,233,36,5771215159,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658197,36,5,1,1,54,bk3zg8yaj5uoqhxzwons3bo8a,0,73.2,101.6,2025-06-14T23:09:23.582Z,2025-06-14T23:52:39Z,7b346y8ad54mkc0h1343ybs2x,Luiz Fernando,,,5771215017,347,,5771215015,56,Left,5771215217,233,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658233,10,1,1,1,58,ck22dnk93ng8ax7wonlff7yms,1,26.1,0.0,2025-06-14T23:09:28.342Z,2025-06-14T23:09:31Z,bezle40rjwnkdskjbf9yg4sq2,X. Zengue,,,5771215273,140,14.7,5771215269,107,,5771215277,212,15.5,5771215279,213,2.45,5771215271,56,Back,5771215275,141,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658247,11,1,1,2,1,ck22dnk93ng8ax7wonlff7yms,1,14.9,12.5,2025-06-14T23:09:31.087Z,2025-06-14T23:09:34Z,6pqyqf9v6g60ci7jjggalqsq1,J. Hafferty,,,5771215381,213,2.02,5771215375,140,6.6,5771215377,141,39.4,5771215379,212,20.3,5771215373,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658271,12,1,1,2,5,ck22dnk93ng8ax7wonlff7yms,1,6.7,40.9,2025-06-14T23:09:34.807Z,2025-06-14T23:09:40Z,1rknkp6cfxg6powoea2tttoiy,B. Thompson,,,5771215497,212,24.9,5771215499,213,6.16,5771215491,56,Back,5771215495,141,36.4,5771215493,140,30.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658293,13,1,1,2,10,ck22dnk93ng8ax7wonlff7yms,1,33.9,42.7,2025-06-14T23:09:40.175Z,2025-06-14T23:09:46Z,khvgxqohya7mawca1qx5q590,S. Djeffal,,,5771215613,140,34.9,5771215617,212,26.8,5771215619,213,1.53,5771215615,141,82.1,5771215611,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658313,14,1,1,2,16,ck22dnk93ng8ax7wonlff7yms,1,59.2,74.4,2025-06-14T23:09:46.343Z,2025-06-14T23:09:49Z,csx9pmpibyblftludnkd6j36x,M. Epps,,,5771215721,140,75.0,5771215725,212,19.7,5771215727,213,0.57,5771215723,141,89.9,5771215719,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658325,15,1,1,2,19,ck22dnk93ng8ax7wonlff7yms,1,75.2,89.1,2025-06-14T23:09:49.135Z,2025-06-14T23:09:51Z,1xpjec3sk3ykvgcg67jkxtzo,M. Adedokun,,,5771215825,140,90.3,5771215829,212,16.0,5771215827,141,91.7,5771215823,56,Left,5771215831,213,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658343,16,1,1,2,21,ck22dnk93ng8ax7wonlff7yms,0,90.1,91.2,2025-06-14T23:09:51.158Z,2025-06-14T23:09:53Z,2wj1w4opn7f0jyz1ps6ebvc6i,K. Sargeant,,,5771215929,140,90.1,5771215927,56,Center,5771215933,212,29.6,5771215925,155,,5771215935,213,4.71,5771215923,2,,5771215931,141,47.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658351,37,12,1,2,24,bk3zg8yaj5uoqhxzwons3bo8a,1,14.0,56.3,2025-06-14T23:09:53.694Z,2025-06-14T23:09:56Z,9za3fwnri7qk1dutb4iwmh6g9,C. Gloster,,,5771215969,140,38.3,5771215967,56,Back,5771215973,212,25.8,5771215977,15,,5771215975,213,0.16,5771215971,141,62.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658357,39,1,1,2,26,bk3zg8yaj5uoqhxzwons3bo8a,1,38.3,62.3,2025-06-14T23:09:56.016Z,2025-06-14T23:09:56Z,ew8oodr9hiuqve7xlz24xznfu,M. Vargas,,,5771216011,213,4.32,5771216009,212,9.5,5771216007,141,49.4,5771216005,140,34.8,5771216003,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658359,40,1,1,2,27,bk3zg8yaj5uoqhxzwons3bo8a,0,17.5,45.2,2025-06-14T23:09:56.702Z,2025-06-15T00:05:42Z,4fbaxgikw7z9sfhuz6vvnfmxh,G. Zelalem,,,5771216027,213,0.48,5771216021,140,22.8,5771216025,212,6.3,5771216023,141,49.5,5771216019,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658995,24,61,1,2,28,ck22dnk93ng8ax7wonlff7yms,1,78.9,50.1,2025-06-14T23:09:57.943Z,2025-06-14T23:12:12Z,cf36p7zpnrtxhebod6rtsmr1m,A. Midence,,,5771220161,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658401,41,1,1,2,33,bk3zg8yaj5uoqhxzwons3bo8a,1,19.5,79.7,2025-06-14T23:10:02.654Z,2025-06-14T23:10:07Z,9za3fwnri7qk1dutb4iwmh6g9,C. Gloster,,,5771216251,212,12.9,5771216249,141,61.7,5771216247,140,15.6,5771216245,56,Back,5771216253,213,4.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658431,42,1,1,2,37,bk3zg8yaj5uoqhxzwons3bo8a,1,14.5,59.1,2025-06-14T23:10:07.231Z,2025-06-14T23:10:12Z,4fbaxgikw7z9sfhuz6vvnfmxh,G. Zelalem,,,5771216413,141,87.7,5771216409,56,Back,5771216411,140,30.8,5771216415,212,25.9,5771216417,213,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658435,43,4,1,2,42,bk3zg8yaj5uoqhxzwons3bo8a,1,37.4,84.9,2025-06-14T23:10:12.278Z,2025-06-14T23:52:54Z,9za3fwnri7qk1dutb4iwmh6g9,C. Gloster,,,5771216429,152,,5771216427,56,Back,5771216433,286,,5771216425,13,,5771216463,233,17,5771216431,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658433,17,4,1,2,42,ck22dnk93ng8ax7wonlff7yms,0,62.6,15.1,2025-06-14T23:10:12.279Z,2025-06-14T23:52:54Z,cf36p7zpnrtxhebod6rtsmr1m,A. Midence,,,5771216447,265,,5771216449,285,,5771216445,152,,5771216441,13,,5771216443,56,Right,5771216475,233,43,5771217459,55,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
