id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/8/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/12/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2788850339,6,1,1,0,13,e3k8yw2rbmphyfu5htn4yi5jk,0,16.9,7.0,2025-03-15T23:38:07.930Z,2025-03-16T01:46:02Z,6692w96w6qmvgcpo02dehq4iy,L. Blackstock,,,5584541021,212,13.8,5584544371,286,,5584544367,233,6,5584541017,140,30.0,5584544365,236,,5584541015,56,Back,5584544337,157,,5584541019,141,5.5,5584544339,1,5584541023,213,6.21,,,,,,,,,,,,,,,,,,,,,,,,,
2788850369,6,74,1,0,13,daicfonrbj124lu2la2rctxck,1,64.2,83.3,2025-03-15T23:38:07.931Z,2025-03-16T01:44:56Z,2gsbai5bpg1fbullzvngv2l1w,T. Okiyoshi,,,5584541613,233,6,5584541157,56,Left,5584541553,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788850403,7,5,1,0,15,daicfonrbj124lu2la2rctxck,0,64.8,101.7,2025-03-15T23:38:10.683Z,2025-03-16T01:45:26Z,eg5pbxm7emj77mdcub4xp6m3u,A. Sanchez,,,5584541323,56,Left,5584541441,233,7,5584541325,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788850411,7,5,1,0,15,e3k8yw2rbmphyfu5htn4yi5jk,1,35.2,-1.7,2025-03-15T23:38:10.683Z,2025-03-16T01:45:26Z,6692w96w6qmvgcpo02dehq4iy,L. Blackstock,,,5584541355,56,Back,5584541363,347,,5584541405,233,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788850581,8,1,1,0,28,e3k8yw2rbmphyfu5htn4yi5jk,0,27.8,0.0,2025-03-15T23:38:23.203Z,2025-03-15T23:38:27Z,6692w96w6qmvgcpo02dehq4iy,L. Blackstock,,,5584542315,141,10.0,5584542317,212,21.3,5584542311,56,Back,5584542319,213,0.39,5584542313,140,46.5,5584542309,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788850595,8,44,1,0,31,daicfonrbj124lu2la2rctxck,1,46.0,91.4,2025-03-15T23:38:26.313Z,2025-03-15T23:40:20Z,c8svt3yazcfaq478j0cpbmbfu,K. Yao,,,5584542379,233,9,5584542361,285,,5584542359,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788850591,9,44,1,0,31,e3k8yw2rbmphyfu5htn4yi5jk,0,54.0,8.6,2025-03-15T23:38:26.314Z,2025-03-15T23:38:31Z,caoq1dpq6lz1btrd75s9xuz56,C. Jennings,,,5584542355,56,Right,5584542407,233,8,5584542411,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788850609,9,1,1,0,32,daicfonrbj124lu2la2rctxck,0,43.3,92.4,2025-03-15T23:38:27.219Z,2025-03-15T23:40:24Z,c8svt3yazcfaq478j0cpbmbfu,K. Yao,,,5584542453,213,0.44,5584542445,56,Left,5584542447,140,55.8,5584542443,3,,5584542451,212,14.5,5584542449,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788850697,10,5,1,0,33,e3k8yw2rbmphyfu5htn4yi5jk,1,39.6,-1.4,2025-03-15T23:38:28.165Z,2025-03-16T01:45:27Z,caoq1dpq6lz1btrd75s9xuz56,C. Jennings,,,5584542865,347,,5584542863,56,Back,5584542917,233,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788850615,10,5,1,0,33,daicfonrbj124lu2la2rctxck,0,60.4,101.4,2025-03-15T23:38:28.165Z,2025-03-16T01:45:27Z,f472o0229a6xev8qudf1tyf6y,F. Nodarse,,,5584542481,56,Left,5584542483,347,,5584542937,233,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788850741,11,1,1,0,44,e3k8yw2rbmphyfu5htn4yi5jk,1,38.4,0.0,2025-03-15T23:38:39.579Z,2025-03-15T23:38:43Z,6692w96w6qmvgcpo02dehq4iy,L. Blackstock,,,5584543133,140,42.6,5584543125,107,,5584543129,56,Back,5584543139,213,1.20,5584543135,141,15.0,5584543137,212,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788850761,12,1,1,0,48,e3k8yw2rbmphyfu5htn4yi5jk,1,42.6,15.0,2025-03-15T23:38:43.483Z,2025-03-15T23:38:46Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,,5584543243,141,31.2,5584543263,189,,5584543241,140,33.6,5584543245,212,14.5,5584543247,213,2.28,5584543239,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788850775,13,1,1,0,51,e3k8yw2rbmphyfu5htn4yi5jk,1,33.6,31.2,2025-03-15T23:38:46.299Z,2025-03-15T23:38:48Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5584543333,140,23.2,5584543331,56,Back,5584543335,141,57.6,5584543337,212,21.0,5584543339,213,2.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788850805,14,1,1,0,53,e3k8yw2rbmphyfu5htn4yi5jk,1,23.2,57.6,2025-03-15T23:38:48.147Z,2025-03-15T23:38:51Z,98l6i78kwuwnt2sbcucssgjfu,G. Smith,,,5584543533,56,Back,5584543537,141,72.9,5584543541,213,0.87,5584543535,140,31.5,5584543539,212,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788850827,15,1,1,0,56,e3k8yw2rbmphyfu5htn4yi5jk,0,42.3,77.8,2025-03-15T23:38:51.044Z,2025-03-15T23:38:53Z,aur71sievd8d2fnrumu3xf6c,N. Dossantos,,,5584543651,212,34.9,5584543655,1,,5584543645,56,Center,5584543647,140,75.4,5584543653,213,6.18,5584543649,141,72.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788850879,12,1,1,1,0,daicfonrbj124lu2la2rctxck,1,27.6,24.1,2025-03-15T23:38:54.852Z,2025-03-15T23:38:57Z,dltmx3e4llkcszs22cbfz92xg,J. Kwizera,,,5584543943,141,27.9,5584543939,56,Back,5584543941,140,31.1,5584543947,213,0.61,5584543945,212,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788850889,13,1,1,1,2,daicfonrbj124lu2la2rctxck,1,31.3,28.0,2025-03-15T23:38:57.443Z,2025-03-16T00:27:04Z,8pqvmz8g1yhe7hqqc1d68c4mi,C. Holstad,,,5584544013,56,Back,5584544021,213,1.10,5584544019,212,9.4,5584544017,141,40.3,5584544015,140,35.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788850907,14,1,1,1,3,daicfonrbj124lu2la2rctxck,1,35.4,40.3,2025-03-15T23:38:58.203Z,2025-03-15T23:39:00Z,2gsbai5bpg1fbullzvngv2l1w,T. Okiyoshi,,,5584544113,56,Back,5584544121,213,1.85,5584544119,212,23.3,5584544115,140,29.3,5584544117,141,73.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788850915,15,1,1,1,5,daicfonrbj124lu2la2rctxck,0,29.3,73.2,2025-03-15T23:39:00.378Z,2025-03-15T23:45:30Z,duad6xilu5s6c7ul48b7gab1m,M. Ybarra,,,5584544153,141,71.1,5584544149,56,Back,5584544155,212,4.3,5584544157,213,5.95,5584544151,140,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788850921,16,8,1,1,6,e3k8yw2rbmphyfu5htn4yi5jk,1,44.9,40.3,2025-03-15T23:39:01.275Z,2025-03-16T02:14:00Z,ani26vxlo22iw1u9oexptml05,L. Archer,,,5584544181,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788850997,18,1,1,1,8,e3k8yw2rbmphyfu5htn4yi5jk,1,54.9,34.5,2025-03-15T23:39:02.851Z,2025-03-15T23:44:40Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,1.0,,5584544593,56,Center,5584563435,210,15,5584544601,213,0.37,5584544599,212,18.2,5584544595,140,71.1,5584544597,141,44.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788851005,19,15,1,1,9,e3k8yw2rbmphyfu5htn4yi5jk,1,73.5,37.8,2025-03-15T23:39:04.211Z,2025-03-16T02:24:48Z,caoq1dpq6lz1btrd75s9xuz56,C. Jennings,,,5584563495,231,49.5,5585099863,80,,5584563483,102,48.1,5584563477,29,,5584563517,233,16,5584544635,56,Center,5584563487,215,,5584563491,147,39.9,5584563109,20,5584544633,18,,5584563479,55,18,5584563489,146,78.9,5584544631,22,5584563113,82,5584563485,103,19,5584563493,230,99.0,,,,,,,,,
2788850977,16,10,1,1,9,daicfonrbj124lu2la2rctxck,1,21.5,59.8,2025-03-15T23:39:04.311Z,2025-03-15T23:44:41Z,2gsbai5bpg1fbullzvngv2l1w,T. Okiyoshi,,,5584544469,94,,5584563541,233,19,5584544471,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788851023,17,1,1,1,12,daicfonrbj124lu2la2rctxck,1,25.5,51.3,2025-03-15T23:39:07.539Z,2025-03-15T23:39:09Z,duad6xilu5s6c7ul48b7gab1m,M. Ybarra,,,5584544713,141,55.8,5584544709,56,Back,5584544717,213,2.99,5584544711,140,6.2,5584544715,212,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788851047,19,1,1,1,15,daicfonrbj124lu2la2rctxck,0,6.8,59.7,2025-03-15T23:39:09.755Z,2025-03-15T23:39:11Z,arrnspfznjcs9fmng4finp87p,Koke Vegas,,,5584544823,140,39.8,5584544819,157,,5584544831,1,,5584544821,56,Back,5584544827,212,37.2,5584544825,141,79.7,5584544829,213,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788851071,20,1,1,1,18,e3k8yw2rbmphyfu5htn4yi5jk,0,55.0,11.0,2025-03-15T23:39:13.156Z,2025-03-15T23:39:13Z,6692w96w6qmvgcpo02dehq4iy,L. Blackstock,,,5584544943,212,15.0,5584544945,213,0.77,5584544941,141,26.4,5584544937,56,Center,5584544935,3,,5584544939,140,65.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788851145,20,1,1,1,20,daicfonrbj124lu2la2rctxck,1,35.0,78.5,2025-03-15T23:39:15.187Z,2025-03-15T23:39:19Z,duad6xilu5s6c7ul48b7gab1m,M. Ybarra,,,5584545213,140,22.5,5584545211,56,Back,5584545215,141,90.9,5584545217,212,15.6,5584545219,213,2.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788851163,21,1,1,1,24,daicfonrbj124lu2la2rctxck,1,25.2,92.4,2025-03-15T23:39:19.739Z,2025-03-16T00:01:20Z,f472o0229a6xev8qudf1tyf6y,F. Nodarse,,,5584545295,141,82.4,5584545297,212,9.3,5584545291,56,Back,5584545293,140,31.3,5584545299,213,5.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788851197,22,1,1,1,27,daicfonrbj124lu2la2rctxck,1,31.3,82.4,2025-03-15T23:39:22.099Z,2025-03-15T23:39:24Z,2gsbai5bpg1fbullzvngv2l1w,T. Okiyoshi,,,5584545449,213,3.98,5584545441,140,21.5,5584545447,212,15.4,5584545445,141,65.5,5584545437,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788851231,23,1,1,1,29,daicfonrbj124lu2la2rctxck,1,21.5,65.5,2025-03-15T23:39:24.227Z,2025-03-15T23:39:28Z,c8svt3yazcfaq478j0cpbmbfu,K. Yao,,,5584545595,212,20.0,5584545597,213,4.53,5584545589,56,Back,5584545591,140,18.1,5584545593,141,36.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788851239,24,1,1,1,33,daicfonrbj124lu2la2rctxck,1,19.9,40.3,2025-03-15T23:39:28.539Z,2025-03-15T23:39:29Z,8pqvmz8g1yhe7hqqc1d68c4mi,C. Holstad,,,5584545631,212,6.4,5584545629,141,35.5,5584545625,56,Back,5584545627,140,25.1,5584545633,213,5.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788851277,25,1,1,1,34,daicfonrbj124lu2la2rctxck,1,25.0,35.7,2025-03-15T23:39:29.499Z,2025-03-15T23:39:32Z,2gsbai5bpg1fbullzvngv2l1w,T. Okiyoshi,,,5584545819,212,15.5,5584545817,141,13.8,5584545815,140,29.1,5584545813,56,Back,5584545821,213,4.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788851339,26,1,1,1,37,daicfonrbj124lu2la2rctxck,1,29.4,12.9,2025-03-15T23:39:32.227Z,2025-03-15T23:39:38Z,dltmx3e4llkcszs22cbfz92xg,J. Kwizera,,,5584546133,56,Center,5584546139,212,27.7,5584546137,141,28.2,5584546141,213,0.38,5584546135,140,53.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788851353,27,1,1,1,43,daicfonrbj124lu2la2rctxck,1,53.9,28.2,2025-03-15T23:39:38.035Z,2025-03-16T00:28:14Z,711t32tk6qwl567dngcldfw15,M. Rodriguez,,,5584546213,140,61.3,5584546217,212,10.1,5584546215,141,18.6,5584546211,56,Right,5584546219,213,5.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788851359,28,1,1,1,44,daicfonrbj124lu2la2rctxck,1,65.2,16.8,2025-03-15T23:39:39.082Z,2025-03-16T02:14:54Z,9ch7zgxlcjiio0xbo2hhl2yvo,N. Fuson,,,5584570091,56,Right,5584570097,212,20.8,5584570095,141,16.8,5584570099,213,0.00,5584570093,140,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788851367,29,1,1,1,44,daicfonrbj124lu2la2rctxck,0,93.7,27.0,2025-03-15T23:39:39.235Z,2025-03-16T02:16:03Z,449e2muutlpvx9lhv1t2tcsmh,A. Dikwa,,,5584570763,141,53.8,5584570759,56,Center,5584570761,140,89.7,5584570767,213,1.80,5584570765,212,18.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788851421,21,12,1,1,46,e3k8yw2rbmphyfu5htn4yi5jk,1,6.9,54.0,2025-03-15T23:39:41.452Z,2025-03-16T01:46:03Z,ani26vxlo22iw1u9oexptml05,L. Archer,,,5584546523,56,Back,5584546531,213,1.30,5584546529,212,15.1,5584546525,140,10.7,5584546527,141,75.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788851429,22,61,1,1,49,e3k8yw2rbmphyfu5htn4yi5jk,0,9.8,74.5,2025-03-15T23:39:44.724Z,2025-03-16T02:14:58Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,,5584546571,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788851443,30,13,1,1,51,daicfonrbj124lu2la2rctxck,1,89.5,31.5,2025-03-15T23:39:45.763Z,2025-03-16T02:23:36Z,9ch7zgxlcjiio0xbo2hhl2yvo,N. Fuson,,,5584546651,56,Center,5584573653,20,,5584573987,231,47.3,5584573451,63,,5584573981,458,,5584573983,230,99.4,5584573977,102,65.2,5584573975,73,,5584573979,103,5584573449,22,,,,,,,,,,,,,,,,,,13.9,,,,,,,,
2788851515,23,5,1,1,51,e3k8yw2rbmphyfu5htn4yi5jk,1,-0.8,41.3,2025-03-15T23:39:46.483Z,2025-03-16T01:45:27Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,,5584547041,56,Back,5584547107,233,31,5584547043,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788851481,31,5,1,1,51,daicfonrbj124lu2la2rctxck,0,100.8,58.7,2025-03-15T23:39:46.483Z,2025-03-16T01:45:28Z,9ch7zgxlcjiio0xbo2hhl2yvo,N. Fuson,,,5584546893,56,Center,5584546895,346,,5584547119,233,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788851679,24,1,1,2,12,e3k8yw2rbmphyfu5htn4yi5jk,1,2.6,50.1,2025-03-15T23:40:07.541Z,2025-03-15T23:40:41Z,ect3pxkbjycux4simxmzp9jze,L. Zamudio,,,5584547969,141,63.1,5584549767,189,,5584547967,140,53.8,5584547965,56,Center,5584547973,213,0.16,5584547971,212,54.5,5584547975,1,,5584547963,124,,5584547979,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788851741,25,1,1,2,14,e3k8yw2rbmphyfu5htn4yi5jk,1,56.8,61.8,2025-03-15T23:40:09.492Z,2025-03-16T00:29:37Z,f1gj1qng7x6nxfi8lbxa7tvpx,D. Martínez,1.0,,5584548349,141,42.7,5584548345,56,Center,5584548347,140,60.4,5584548353,213,5.00,5584548351,212,13.5,5584549201,210,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788851745,26,13,1,2,21,e3k8yw2rbmphyfu5htn4yi5jk,1,70.5,42.1,2025-03-15T23:40:16.629Z,2025-03-16T02:25:03Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5584549261,231,47.7,5584549245,55,25,5584719115,84,,5584549249,102,41.3,5584549259,230,98.8,5584548369,56,Center,5584549255,146,97.1,5584548803,72,,5584548805,18,5584549253,215,,5584719117,153,,5584548363,22,,5584549243,29,5584549257,147,5584549251,103,15.3,,,,,42.2,,,,,,,
2788851939,33,1,1,2,36,daicfonrbj124lu2la2rctxck,0,13.0,61.5,2025-03-15T23:40:31.364Z,2025-03-15T23:40:34Z,arrnspfznjcs9fmng4finp87p,Koke Vegas,,,5584549439,213,0.21,5584549437,212,59.7,5584549441,1,,5584549431,56,Left,5584549435,141,79.7,5584549433,140,68.6,5584549429,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788851959,27,1,1,2,39,e3k8yw2rbmphyfu5htn4yi5jk,0,33.3,32.7,2025-03-15T23:40:34.733Z,2025-03-15T23:40:37Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5584549527,56,Back,5584549525,3,,5584549533,212,18.4,5584549529,140,49.0,5584549535,213,5.82,5584549531,141,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788852073,34,1,1,2,45,daicfonrbj124lu2la2rctxck,1,62.2,89.1,2025-03-15T23:40:40.164Z,2025-03-16T00:30:02Z,eg5pbxm7emj77mdcub4xp6m3u,A. Sanchez,,,5584550103,212,27.6,5584550099,141,84.1,5584550107,213,3.27,5584550091,56,Back,5584550095,140,36.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
