id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/11/value,qualifier/14/value,qualifier/13/value
2823670913,7,79,1,0,18,b1rpb2ox52uxcmjrsnqd95pk5,0,0.0,0.0,2025-06-21T20:07:06.792Z,2025-06-21T20:07:06Z,,,,,5776904663,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823670979,7,79,1,0,33,bu5w8wprynlj9mvphvy8sd94f,1,0.0,0.0,2025-06-21T20:07:21.792Z,2025-06-21T20:07:21Z,,,,,5776905001,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823671059,8,1,1,0,58,bu5w8wprynlj9mvphvy8sd94f,0,4.7,49.6,2025-06-21T20:07:46.317Z,2025-06-21T20:07:49Z,9q3w4j10qfsq94svbmyxa879x,B. Hamid,,,5776905499,74,,5776905495,213,5.68,5776905487,56,Back,5776905493,212,36.5,5776905497,1,,5776905491,141,19.2,5776905485,124,,5776905489,140,33.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823671077,8,1,1,1,0,b1rpb2ox52uxcmjrsnqd95pk5,1,55.1,74.2,2025-06-21T20:07:49.014Z,2025-06-21T20:07:53Z,7lnb14nmxv9gggyedv3tydvdg,D. Amoo-Mensah,,,5776905545,56,Center,5776905551,212,19.3,5776905547,140,64.8,5776905553,213,5.27,5776905549,141,50.1,5776905543,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823671081,9,61,1,1,5,b1rpb2ox52uxcmjrsnqd95pk5,0,64.8,50.1,2025-06-21T20:07:53.631Z,2025-06-21T20:07:54Z,70axpxvnx40ax7oxri5pmz9qs,C. Rutz,,,5776905577,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823671101,9,1,1,1,9,bu5w8wprynlj9mvphvy8sd94f,0,7.4,95.7,2025-06-21T20:07:57.463Z,2025-06-21T21:01:46Z,1460tac94fhhy43lmohs4fj3e,N. Cardona,,,5776905653,140,19.4,5776905659,213,6.17,5776905655,141,93.6,5776905651,56,Back,5776905657,212,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823671123,11,1,1,1,13,b1rpb2ox52uxcmjrsnqd95pk5,1,70.6,16.1,2025-06-21T20:08:01.374Z,2025-06-21T20:08:05Z,1nw1tmtpagpr647obkvygwgr9,Ryan Williams,,,5776905783,212,12.7,5776905785,213,3.21,5776905779,140,58.5,5776905781,141,14.9,5776905777,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823671137,12,1,1,1,16,b1rpb2ox52uxcmjrsnqd95pk5,1,58.5,14.9,2025-06-21T20:08:04.871Z,2025-06-21T20:08:09Z,b3ktzeb8cz6vl5snbrtnpzw4q,S. Wiedt,,,5776905873,140,65.5,5776905879,213,5.91,5776905875,141,10.7,5776905871,56,Right,5776905877,212,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823671165,13,1,1,1,20,b1rpb2ox52uxcmjrsnqd95pk5,1,63.4,10.9,2025-06-21T20:08:08.887Z,2025-06-21T20:08:17Z,1nw1tmtpagpr647obkvygwgr9,Ryan Williams,,,5776906021,56,Right,5776906023,140,90.4,5776906029,213,0.13,5776906027,212,28.6,5776906025,141,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823671169,14,61,1,1,29,b1rpb2ox52uxcmjrsnqd95pk5,0,90.4,16.4,2025-06-21T20:08:17.199Z,2025-06-21T20:08:17Z,597hrrj3moomrcd2d95yk12w9,M. Sheldon,,,5776906037,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823671157,10,5,1,1,30,bu5w8wprynlj9mvphvy8sd94f,1,-1.2,76.9,2025-06-21T20:08:18.613Z,2025-06-21T22:28:06Z,1460tac94fhhy43lmohs4fj3e,N. Cardona,,,5776915899,233,15,5776905989,346,,5776905987,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823671183,15,5,1,1,30,b1rpb2ox52uxcmjrsnqd95pk5,0,101.2,23.1,2025-06-21T20:08:18.613Z,2025-06-21T22:28:08Z,597hrrj3moomrcd2d95yk12w9,M. Sheldon,,,5776906087,56,Center,5776915919,233,10,5776906089,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823671267,11,1,1,1,51,bu5w8wprynlj9mvphvy8sd94f,0,4.5,50.1,2025-06-21T20:08:39.775Z,2025-06-21T20:08:44Z,9q3w4j10qfsq94svbmyxa879x,B. Hamid,,,5776906567,74,,5776906555,140,56.1,5776906557,141,51.8,5776906553,56,Center,5776906561,213,0.02,5776906559,212,54.2,5776906551,124,,5776906563,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823671281,16,44,1,1,55,b1rpb2ox52uxcmjrsnqd95pk5,1,43.4,49.1,2025-06-21T20:08:44.020Z,2025-06-21T20:08:48Z,28a0n53jofx4bk7vd74yqcb11,S. Carroll,,,5776906639,285,,5776906637,56,Back,5776906657,233,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823671269,12,44,1,1,55,bu5w8wprynlj9mvphvy8sd94f,0,56.6,50.9,2025-06-21T20:08:44.021Z,2025-06-21T21:05:24Z,bzs1s1yntau3dvzyvn6t7t785,L. Melano,,,5776906571,286,,5776906569,56,Center,5776906661,233,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823671297,17,1,1,1,56,b1rpb2ox52uxcmjrsnqd95pk5,1,41.0,51.2,2025-06-21T20:08:45Z,2025-06-21T22:41:19Z,28a0n53jofx4bk7vd74yqcb11,S. Carroll,,,5776906717,56,Back,5776906725,213,5.07,5776906715,3,,5776906723,212,14.3,5776906721,141,31.5,5776906719,140,45.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823671307,19,1,1,2,3,b1rpb2ox52uxcmjrsnqd95pk5,1,63.8,26.8,2025-06-21T20:08:51.808Z,2025-06-21T22:41:17Z,1nw1tmtpagpr647obkvygwgr9,Ryan Williams,,,5776906775,212,10.3,5776906773,141,17.7,5776906777,213,5.64,5776906769,56,Right,5776906771,140,71.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823673959,80,1,1,2,4,b1rpb2ox52uxcmjrsnqd95pk5,1,59.7,32.7,2025-06-21T20:08:52.545Z,2025-06-21T20:17:11Z,70axpxvnx40ax7oxri5pmz9qs,C. Rutz,,,5776922167,141,25.0,5776922171,213,4.40,5776922163,56,Center,5776922165,140,58.1,5776922169,212,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823671325,20,1,1,2,5,b1rpb2ox52uxcmjrsnqd95pk5,1,71.6,17.7,2025-06-21T20:08:53.599Z,2025-06-21T22:41:08Z,597hrrj3moomrcd2d95yk12w9,M. Sheldon,,,5776906867,140,82.8,5776906873,213,5.92,5776906869,141,11.1,5776906865,56,Right,5776906871,212,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823671327,21,1,1,2,6,b1rpb2ox52uxcmjrsnqd95pk5,0,82.8,11.1,2025-06-21T20:08:54.616Z,2025-06-21T22:41:27Z,b3ktzeb8cz6vl5snbrtnpzw4q,S. Wiedt,,,5776906881,2,,5776906883,155,,5776906889,141,41.6,5776906887,140,91.9,5776906893,213,1.14,5776906891,212,22.8,5776906885,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823689507,331,61,1,2,7,bu5w8wprynlj9mvphvy8sd94f,1,8.6,60.9,2025-06-21T20:08:55.177Z,2025-06-21T21:03:05Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,,5777006013,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823671461,14,1,1,2,27,bu5w8wprynlj9mvphvy8sd94f,0,8.5,49.3,2025-06-21T20:09:15.551Z,2025-06-21T20:09:40Z,9q3w4j10qfsq94svbmyxa879x,B. Hamid,,,5776907475,1,,5776907467,140,35.8,5776907465,56,Back,5776907473,213,5.67,5776907463,199,,5776908279,189,,5776907471,212,35.1,5776907469,141,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823671451,22,44,1,2,28,b1rpb2ox52uxcmjrsnqd95pk5,1,59.1,76.8,2025-06-21T20:09:16.623Z,2025-06-21T22:19:33Z,7lnb14nmxv9gggyedv3tydvdg,D. Amoo-Mensah,,,5776907523,233,15,5776907411,286,,5776907409,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823671463,15,44,1,2,28,bu5w8wprynlj9mvphvy8sd94f,0,40.9,23.2,2025-06-21T20:09:16.624Z,2025-06-21T22:19:33Z,96qlwmkrab9h7xt93jzgl384p,J. Ricketts,,,5776907479,56,Back,5776907555,233,22,5776907481,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823671481,23,1,1,2,28,b1rpb2ox52uxcmjrsnqd95pk5,0,50.6,71.7,2025-06-21T20:09:17.016Z,2025-06-21T21:03:53Z,7lnb14nmxv9gggyedv3tydvdg,D. Amoo-Mensah,,,5776907597,141,62.3,5776907595,140,57.0,5776907591,3,,5776907601,213,5.52,5776907593,56,Center,5776907599,212,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823689559,332,61,1,2,29,bu5w8wprynlj9mvphvy8sd94f,1,47.1,16.2,2025-06-21T20:09:17.177Z,2025-06-21T21:03:45Z,96qlwmkrab9h7xt93jzgl384p,J. Ricketts,,,5777006333,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823671483,24,43,1,2,32,b1rpb2ox52uxcmjrsnqd95pk5,1,0.0,0.0,2025-06-21T20:09:20.265Z,2025-06-21T20:18:34Z,597hrrj3moomrcd2d95yk12w9,M. Sheldon,,,5776925405,144,61,5776907607,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823671487,25,50,1,2,32,b1rpb2ox52uxcmjrsnqd95pk5,1,68.8,67.7,2025-06-21T20:09:20.493Z,2025-06-21T20:09:24Z,70axpxvnx40ax7oxri5pmz9qs,C. Rutz,,,5776907617,286,,5776907663,233,16,5776907615,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823671493,16,7,1,2,32,bu5w8wprynlj9mvphvy8sd94f,1,31.2,32.3,2025-06-21T20:09:20.494Z,2025-06-21T20:18:46Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,,5776907635,56,Back,5776907641,233,25,5776907637,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823671495,17,61,1,2,35,bu5w8wprynlj9mvphvy8sd94f,1,22.2,29.7,2025-06-21T20:09:23.182Z,2025-06-21T21:03:55Z,96qlwmkrab9h7xt93jzgl384p,J. Ricketts,,,5776907639,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823671507,18,43,1,2,36,bu5w8wprynlj9mvphvy8sd94f,1,0.0,0.0,2025-06-21T20:09:25.134Z,2025-06-21T21:04:15Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,,5777006455,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823671523,19,1,1,2,37,bu5w8wprynlj9mvphvy8sd94f,1,16.4,22.8,2025-06-21T20:09:25.261Z,2025-06-21T21:04:18Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,,5776907791,212,6.3,5776907785,56,Back,5776907789,141,30.0,5776907787,140,20.2,5776907793,213,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823671529,20,1,1,2,37,bu5w8wprynlj9mvphvy8sd94f,0,20.2,30.0,2025-06-21T20:09:25.966Z,2025-06-21T20:09:46Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,,5776907827,213,0.12,5776907825,212,30.0,5776907817,157,,5776907821,140,48.6,5776907819,56,Back,5776907823,141,35.1,5776907829,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823671519,26,44,1,2,38,b1rpb2ox52uxcmjrsnqd95pk5,1,44.3,65.2,2025-06-21T20:09:26.383Z,2025-06-21T22:19:33Z,28a0n53jofx4bk7vd74yqcb11,S. Carroll,,,5776907871,233,21,5776907773,285,,5776907771,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823671531,21,44,1,2,38,bu5w8wprynlj9mvphvy8sd94f,0,55.7,34.8,2025-06-21T20:09:26.384Z,2025-06-21T22:19:34Z,am7umg00yxt40mndzo6e0u3o4,F. Bonfiglio,,,5776907833,56,Center,5776907917,286,,5776907913,233,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823671533,27,1,1,2,38,b1rpb2ox52uxcmjrsnqd95pk5,0,32.7,65.2,2025-06-21T20:09:26.711Z,2025-06-21T21:05:37Z,28a0n53jofx4bk7vd74yqcb11,S. Carroll,,,5776907839,56,Back,5776907847,213,0.81,5776907841,140,38.1,5776907845,212,8.2,5776907837,3,,5776907843,141,73.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823676031,107,61,1,2,39,bu5w8wprynlj9mvphvy8sd94f,1,65.0,30.9,2025-06-21T20:09:27.731Z,2025-06-21T20:23:44Z,am7umg00yxt40mndzo6e0u3o4,F. Bonfiglio,,,5776936635,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823671575,29,1,1,2,41,b1rpb2ox52uxcmjrsnqd95pk5,1,36.9,81.5,2025-06-21T20:09:29.771Z,2025-06-21T20:09:33Z,62d3tsany7t5t2bwm4cx9pbai,A. Villanueva,,,5776908053,213,3.81,5776908047,140,31.6,5776908049,141,75.0,5776908051,212,7.1,5776908045,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823671627,30,1,1,2,44,b1rpb2ox52uxcmjrsnqd95pk5,1,22.0,86.6,2025-06-21T20:09:32.967Z,2025-06-21T20:09:40Z,7lnb14nmxv9gggyedv3tydvdg,D. Amoo-Mensah,,,5776908293,213,5.33,5776908291,212,15.5,5776908285,140,30.6,5776908289,141,68.1,5776908283,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823671653,31,1,1,2,51,b1rpb2ox52uxcmjrsnqd95pk5,1,30.9,52.1,2025-06-21T20:09:40.167Z,2025-06-21T20:09:43Z,1nw1tmtpagpr647obkvygwgr9,Ryan Williams,,,5776908439,140,28.8,5776908441,141,31.0,5776908445,213,4.56,5776908437,56,Back,5776908443,212,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823671697,32,1,1,2,54,b1rpb2ox52uxcmjrsnqd95pk5,1,31.9,26.5,2025-06-21T20:09:42.936Z,2025-06-21T20:09:48Z,b3ktzeb8cz6vl5snbrtnpzw4q,S. Wiedt,,,5776908711,212,22.1,5776908707,140,52.9,5776908713,213,6.27,5776908705,56,Center,5776908709,141,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823671717,33,1,1,3,0,b1rpb2ox52uxcmjrsnqd95pk5,1,53.0,26.1,2025-06-21T20:09:48.336Z,2025-06-21T20:27:02Z,9irc1xmfpa2395qef78rfyjje,J. Cedeño,,,5776908841,56,Right,5776908843,140,58.1,5776908849,213,5.28,5776908847,212,9.9,5776908845,141,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823671745,34,1,1,3,3,b1rpb2ox52uxcmjrsnqd95pk5,1,57.9,18.8,2025-06-21T20:09:51.295Z,2025-06-21T20:27:08Z,597hrrj3moomrcd2d95yk12w9,M. Sheldon,,,5776908993,141,29.7,5776908995,212,8.7,5776908991,140,53.6,5776908989,56,Center,5776908997,213,2.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823671755,35,1,1,3,4,b1rpb2ox52uxcmjrsnqd95pk5,1,54.5,32.2,2025-06-21T20:09:52.920Z,2025-06-21T20:09:55Z,1nw1tmtpagpr647obkvygwgr9,Ryan Williams,,,5776909043,155,,5776909049,141,81.1,5776909055,1,,5776909051,212,39.2,5776909045,56,Left,5776909047,140,74.3,5776909053,213,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823671769,36,1,1,3,6,b1rpb2ox52uxcmjrsnqd95pk5,1,74.3,81.1,2025-06-21T20:09:54.984Z,2025-06-21T20:09:56Z,62d3tsany7t5t2bwm4cx9pbai,A. Villanueva,,,5776909097,141,71.1,5776909101,213,5.16,5776909095,140,77.4,5776909093,56,Center,5776909099,212,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823671801,37,1,1,3,7,b1rpb2ox52uxcmjrsnqd95pk5,1,77.4,71.1,2025-06-21T20:09:56.168Z,2025-06-21T20:09:59Z,7o3vvz5w2ftz08ba23b79mgkq,A. Diop,,,5776909217,56,Center,5776909225,213,3.06,5776909223,212,5.3,5776909221,141,71.7,5776909219,140,72.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823671815,38,1,1,3,11,b1rpb2ox52uxcmjrsnqd95pk5,0,76.9,70.8,2025-06-21T20:09:59.776Z,2025-06-21T20:27:34Z,62d3tsany7t5t2bwm4cx9pbai,A. Villanueva,,,5776909315,213,5.59,5776909313,212,33.8,5776909309,140,100.0,5776909317,1,,5776909307,56,Center,5776909311,141,38.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823671807,22,5,1,3,12,bu5w8wprynlj9mvphvy8sd94f,1,-1.6,61.8,2025-06-21T20:10:00.559Z,2025-06-21T22:28:08Z,am7umg00yxt40mndzo6e0u3o4,F. Bonfiglio,,,5776909267,346,,5776909471,233,39,5776909265,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823671841,39,5,1,3,12,b1rpb2ox52uxcmjrsnqd95pk5,0,101.6,38.2,2025-06-21T20:10:00.559Z,2025-06-21T20:24:18Z,8d6e9axgsli468lnomdbcgu6t,D. Smith,,,5776909467,56,Center,5776909487,233,22,5776909469,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823671871,40,79,1,3,28,b1rpb2ox52uxcmjrsnqd95pk5,0,0.0,0.0,2025-06-21T20:10:16.247Z,2025-06-21T20:10:16Z,,,,,5776909665,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
