id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/12/value,qualifier/13/value,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2815493051,5,1,1,0,13,b5l2e3csycjb8twvq9ek0j5gq,1,62.0,60.8,2025-05-16T23:07:15.374Z,2025-05-16T23:07:17Z,cxnq0rc4u1efzt82nw3xgk355,P. Armenakas,,,5731358569,212,18.8,5731358571,213,2.02,5731358563,56,Left,5731358565,140,54.2,5731358567,141,85.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815493109,6,1,1,0,15,b5l2e3csycjb8twvq9ek0j5gq,1,52.7,83.3,2025-05-16T23:07:17.358Z,2025-05-16T23:07:43Z,3xd2kq7cxmvdbqsfzgi644c4q,J. Bravo,,,5731358967,141,57.2,5731358965,140,53.2,5731358971,213,4.74,5731358969,212,17.8,5731358963,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815493129,7,27,1,0,40,6597wqy6gmpv3zjx7rp8cdj46,1,0.0,0.0,2025-05-16T23:07:42.711Z,2025-05-16T23:07:50Z,,,,,5731359075,53,ecipfh5r0gqsf0skgvgpu8cbu,5731359073,41,Injury,5731359081,233,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815493111,7,27,1,0,40,b5l2e3csycjb8twvq9ek0j5gq,1,0.0,0.0,2025-05-16T23:07:42.711Z,2025-05-16T23:07:51Z,,,,,5731359089,233,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815493133,8,28,1,0,47,6597wqy6gmpv3zjx7rp8cdj46,1,0.0,0.0,2025-05-16T23:07:50.170Z,2025-05-17T01:31:21Z,,,,,5731569537,233,9,5731359097,55,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815493265,9,28,1,0,47,b5l2e3csycjb8twvq9ek0j5gq,1,0.0,0.0,2025-05-16T23:07:50.170Z,2025-05-17T01:31:21Z,,,,,5731569541,233,8,5731359803,55,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815493299,11,1,1,1,31,b5l2e3csycjb8twvq9ek0j5gq,1,44.6,58.2,2025-05-16T23:08:34.070Z,2025-05-16T23:08:36Z,2w7w1l7lwhu2u6nhvqg1bnd2h,N. Hackshaw,,,5731359947,56,Back,5731359955,213,4.70,5731359949,140,44.4,5731359953,212,21.1,5731359951,141,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815493309,12,1,1,1,34,b5l2e3csycjb8twvq9ek0j5gq,1,43.4,26.5,2025-05-16T23:08:36.286Z,2025-05-16T23:08:39Z,4e47ixpbc8x9qzn7l3aeej0tl,K. Greene,,,5731359985,56,Right,5731359987,140,61.4,5731359991,212,22.3,5731359989,141,9.2,5731359993,213,5.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815493313,13,1,1,1,37,b5l2e3csycjb8twvq9ek0j5gq,0,59.8,8.9,2025-05-16T23:08:39.214Z,2025-05-16T23:08:41Z,24r8fdf8ypk7ejch9t86zjwgk,I. Alekseev,,,5731360017,141,8.5,5731360021,213,6.21,5731360071,236,,5731360015,140,63.3,5731360073,233,10,5731360019,212,3.7,5731360013,56,Right,5731360077,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815493319,10,74,1,1,37,6597wqy6gmpv3zjx7rp8cdj46,1,39.6,82.0,2025-05-16T23:08:39.215Z,2025-05-17T01:28:23Z,4l0iztasx0cae3j4f15d8gd4a,J. Servania,,,5731360043,285,,5731360039,56,Back,5731360079,233,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815493325,11,43,1,1,39,6597wqy6gmpv3zjx7rp8cdj46,1,0.0,0.0,2025-05-16T23:08:41.944Z,2025-05-16T23:10:40Z,4l0iztasx0cae3j4f15d8gd4a,J. Servania,,,5731362727,144,5,5731360085,347,0,5731360083,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815493337,14,1,1,1,41,b5l2e3csycjb8twvq9ek0j5gq,1,28.7,13.5,2025-05-16T23:08:43.286Z,2025-05-16T23:08:45Z,4e47ixpbc8x9qzn7l3aeej0tl,K. Greene,,,5731360149,213,2.23,5731360143,140,14.3,5731360141,56,Back,5731360145,141,42.2,5731360147,212,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815493343,15,1,1,1,43,b5l2e3csycjb8twvq9ek0j5gq,0,15.8,43.4,2025-05-16T23:08:45.534Z,2025-05-16T23:08:48Z,6j38lv6xa3gnzzsn5x2i35rdh,K. McIntosh,,,5731360185,141,0.0,5731360187,212,31.7,5731360191,1,,5731360179,157,,5731360183,140,24.8,5731360181,56,Back,5731360189,213,5.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815493417,12,5,1,1,46,6597wqy6gmpv3zjx7rp8cdj46,1,67.0,101.2,2025-05-16T23:08:48.704Z,2025-05-17T00:54:23Z,4l0iztasx0cae3j4f15d8gd4a,J. Servania,,,5731360515,233,16,5731360511,347,,5731360509,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815493345,16,5,1,1,46,b5l2e3csycjb8twvq9ek0j5gq,0,33.0,-1.2,2025-05-16T23:08:48.704Z,2025-05-17T00:54:23Z,6j38lv6xa3gnzzsn5x2i35rdh,K. McIntosh,,,5731360533,233,12,5731360193,56,Back,5731360195,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815493423,13,1,1,2,4,6597wqy6gmpv3zjx7rp8cdj46,1,53.4,100.0,2025-05-16T23:09:07.162Z,2025-05-16T23:09:10Z,4l0iztasx0cae3j4f15d8gd4a,J. Servania,,,5731360561,107,,5731360563,56,Left,5731360571,213,5.18,5731360569,212,16.1,5731360567,141,80.2,5731360565,140,60.3,5731360575,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815494221,57,1,1,2,5,6597wqy6gmpv3zjx7rp8cdj46,1,68.0,83.2,2025-05-16T23:09:07.883Z,2025-05-16T23:12:30Z,7ejohb009byubwiqv36vag5jo,Pedro Dolabella,,,5731365693,141,90.4,5731365691,140,60.5,5731365435,189,,5731365695,212,9.3,5731365689,56,Left,5731365697,213,2.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815494223,58,1,1,2,6,6597wqy6gmpv3zjx7rp8cdj46,1,66.8,90.8,2025-05-16T23:09:09.040Z,2025-05-16T23:12:46Z,4l0iztasx0cae3j4f15d8gd4a,J. Servania,,,5731366047,212,15.4,5731366045,141,97.5,5731365491,189,,5731366043,140,52.8,5731366041,56,Left,5731366049,213,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815493427,14,1,1,2,8,6597wqy6gmpv3zjx7rp8cdj46,1,60.3,80.2,2025-05-16T23:09:10.436Z,2025-05-16T23:09:12Z,1tsiml56f2xxym8h4tfjmho2c,M. Maldonado,,,5731360599,213,4.30,5731360597,212,10.0,5731360591,56,Center,5731360593,140,56.5,5731360595,141,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815493447,15,1,1,2,9,6597wqy6gmpv3zjx7rp8cdj46,1,56.5,66.7,2025-05-16T23:09:11.816Z,2025-05-17T02:16:44Z,f21web74a70mly9i28jpa1yvp,C. Martin,,,5731360707,213,2.95,5731360699,56,Back,5731360705,212,33.4,5731360709,1,,5731360701,140,25.3,5731360703,141,76.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815493433,17,83,1,2,10,b5l2e3csycjb8twvq9ek0j5gq,0,43.6,24.7,2025-05-16T23:09:12.309Z,2025-05-16T23:10:30Z,ov91zkisppven9tp72gfbjf8,B. Byaruhanga,,,5731360803,399,6jdsh8ubirqphhurw5rr7kz8q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815493453,16,1,1,2,15,6597wqy6gmpv3zjx7rp8cdj46,1,24.7,76.0,2025-05-16T23:09:17.240Z,2025-05-16T23:09:19Z,6jdsh8ubirqphhurw5rr7kz8q,B. Washington,,,5731360773,56,Back,5731360779,212,35.9,5731360775,140,31.8,5731360777,141,24.4,5731360783,1,,5731360781,213,4.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815493457,17,1,1,2,16,6597wqy6gmpv3zjx7rp8cdj46,1,31.8,24.4,2025-05-16T23:09:18.888Z,2025-05-16T23:09:20Z,vg3ha8h2d35wgexer2i6ao0k,F. Sundstrom,,,5731360795,141,28.0,5731360797,212,8.3,5731360799,213,0.30,5731360793,140,39.4,5731360791,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815493477,18,1,1,2,18,6597wqy6gmpv3zjx7rp8cdj46,1,39.5,27.7,2025-05-16T23:09:21.144Z,2025-05-17T02:16:46Z,f21web74a70mly9i28jpa1yvp,C. Martin,,,5731360917,212,11.1,5731360915,141,22.1,5731360913,140,29.6,5731360911,56,Back,5731360919,213,3.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815493467,18,83,1,2,20,b5l2e3csycjb8twvq9ek0j5gq,0,68.9,79.0,2025-05-16T23:09:22.941Z,2025-05-16T23:09:26Z,cclpvd1z3yyruciida1q3x4o9,P. Wilson,,,5731360959,399,vg3ha8h2d35wgexer2i6ao0k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815493483,19,1,1,2,22,6597wqy6gmpv3zjx7rp8cdj46,0,33.5,25.0,2025-05-16T23:09:24.248Z,2025-05-16T23:09:26Z,vg3ha8h2d35wgexer2i6ao0k,F. Sundstrom,,,5731360977,1,,5731360949,140,68.4,5731360947,56,Center,5731360951,141,23.3,5731360953,212,36.7,5731360955,213,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815493511,20,1,1,2,26,b5l2e3csycjb8twvq9ek0j5gq,1,26.7,85.7,2025-05-16T23:09:28.837Z,2025-05-16T23:09:32Z,2w7w1l7lwhu2u6nhvqg1bnd2h,N. Hackshaw,,,5731361079,56,Back,5731361085,212,27.4,5731361083,141,57.2,5731361081,140,8.2,5731361087,213,3.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815493527,21,1,1,2,30,b5l2e3csycjb8twvq9ek0j5gq,1,11.2,57.5,2025-05-16T23:09:32.454Z,2025-05-16T23:09:36Z,6j38lv6xa3gnzzsn5x2i35rdh,K. McIntosh,,,5731361177,56,Back,5731361183,212,19.3,5731361181,141,85.3,5731361179,140,14.8,5731361185,213,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815493561,22,1,1,2,34,b5l2e3csycjb8twvq9ek0j5gq,1,16.4,80.3,2025-05-16T23:09:36.686Z,2025-05-16T23:09:45Z,2w7w1l7lwhu2u6nhvqg1bnd2h,N. Hackshaw,,,5731361385,213,4.23,5731361379,140,6.4,5731361381,141,50.6,5731361383,212,22.8,5731361377,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815493567,23,1,1,2,43,b5l2e3csycjb8twvq9ek0j5gq,1,14.2,50.6,2025-05-16T23:09:45.704Z,2025-05-16T23:09:48Z,6j38lv6xa3gnzzsn5x2i35rdh,K. McIntosh,,,5731361401,141,82.9,5731361403,212,23.1,5731361399,140,20.9,5731361397,56,Back,5731361405,213,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815493571,24,1,1,2,45,b5l2e3csycjb8twvq9ek0j5gq,1,24.4,81.5,2025-05-16T23:09:48.030Z,2025-05-16T23:09:50Z,2w7w1l7lwhu2u6nhvqg1bnd2h,N. Hackshaw,,,5731361423,140,30.9,5731361427,212,9.6,5731361421,56,Back,5731361425,141,71.5,5731361429,213,5.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815493579,25,1,1,2,48,b5l2e3csycjb8twvq9ek0j5gq,1,30.9,62.1,2025-05-16T23:09:50.398Z,2025-05-16T23:09:53Z,4jq1xl8ott88bxfdo4bjm47hl,T. Gibson,,,5731361471,213,3.28,5731361469,212,10.9,5731361463,56,Back,5731361465,140,20.6,5731361467,141,59.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815493597,26,1,1,2,51,b5l2e3csycjb8twvq9ek0j5gq,1,21.7,52.4,2025-05-16T23:09:53.343Z,2025-05-16T23:09:56Z,2w7w1l7lwhu2u6nhvqg1bnd2h,N. Hackshaw,,,5731361545,140,29.8,5731361547,141,33.3,5731361549,212,15.5,5731361551,213,5.29,5731361543,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815493607,27,1,1,2,54,b5l2e3csycjb8twvq9ek0j5gq,1,32.9,25.9,2025-05-16T23:09:56.461Z,2025-05-16T23:09:58Z,ov91zkisppven9tp72gfbjf8,B. Byaruhanga,,,5731361591,141,30.7,5731361593,212,31.3,5731361587,56,Center,5731361589,140,62.5,5731361595,213,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815493609,28,61,1,2,56,b5l2e3csycjb8twvq9ek0j5gq,0,62.9,25.6,2025-05-16T23:09:58.749Z,2025-05-16T23:09:59Z,cxnq0rc4u1efzt82nw3xgk355,P. Armenakas,,,5731361601,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815493619,20,1,1,2,57,6597wqy6gmpv3zjx7rp8cdj46,1,37.0,78.2,2025-05-16T23:09:59.584Z,2025-05-16T23:10:01Z,4l0iztasx0cae3j4f15d8gd4a,J. Servania,,,5731361655,56,Back,5731361661,212,9.7,5731361663,213,3.70,5731361657,140,29.2,5731361659,141,70.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815493625,22,1,1,2,58,6597wqy6gmpv3zjx7rp8cdj46,1,29.2,70.6,2025-05-16T23:10:01.040Z,2025-05-16T23:10:02Z,6a6bagymcckyt43w6b31irsvd,T. Hodge,,,5731361679,56,Back,5731361685,212,9.1,5731361683,141,61.7,5731361687,213,5.56,5731361681,140,35.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815493631,23,1,1,2,59,6597wqy6gmpv3zjx7rp8cdj46,1,35.7,61.7,2025-05-16T23:10:01.920Z,2025-05-16T23:10:03Z,1tsiml56f2xxym8h4tfjmho2c,M. Maldonado,,,5731361729,56,Center,5731361733,141,58.7,5731361737,213,6.20,5731361731,140,58.5,5731361735,212,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815493637,24,1,1,3,1,6597wqy6gmpv3zjx7rp8cdj46,1,59.2,63.0,2025-05-16T23:10:03.464Z,2025-05-16T23:10:05Z,4avmtni30rahy4h40ffg89q6t,O. Anderson,,,5731361765,140,72.0,5731361767,141,84.1,5731361763,56,Left,5731361771,213,0.82,5731361769,212,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815493647,25,1,1,3,3,6597wqy6gmpv3zjx7rp8cdj46,1,73.7,86.3,2025-05-16T23:10:05.472Z,2025-05-16T23:10:07Z,7ejohb009byubwiqv36vag5jo,Pedro Dolabella,,,5731361835,140,59.6,5731361837,141,80.9,5731361833,56,Left,5731361839,212,15.3,5731361841,213,3.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815493657,26,1,1,3,4,6597wqy6gmpv3zjx7rp8cdj46,1,62.2,81.1,2025-05-16T23:10:06.984Z,2025-05-16T23:10:10Z,4l0iztasx0cae3j4f15d8gd4a,J. Servania,,,5731361895,56,Back,5731361897,140,44.3,5731361899,141,85.6,5731361903,213,2.98,5731361901,212,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815493685,27,1,1,3,7,6597wqy6gmpv3zjx7rp8cdj46,1,44.2,85.4,2025-05-16T23:10:09.792Z,2025-05-16T23:10:13Z,6a6bagymcckyt43w6b31irsvd,T. Hodge,,,5731362031,141,66.6,5731362033,212,14.9,5731362027,56,Back,5731362029,140,37.0,5731362035,213,4.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815493695,28,1,1,3,11,6597wqy6gmpv3zjx7rp8cdj46,1,34.7,62.7,2025-05-16T23:10:13.336Z,2025-05-16T23:10:16Z,6jdsh8ubirqphhurw5rr7kz8q,B. Washington,,,5731362095,212,17.6,5731362089,56,Back,5731362099,213,4.84,5731362091,140,36.9,5731362093,141,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815493719,29,1,1,3,13,6597wqy6gmpv3zjx7rp8cdj46,1,37.0,33.0,2025-05-16T23:10:15.928Z,2025-05-16T23:10:18Z,vg3ha8h2d35wgexer2i6ao0k,F. Sundstrom,,,5731362199,140,58.3,5731362201,141,9.5,5731362203,212,27.5,5731362197,56,Right,5731362205,213,5.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815493725,30,1,1,3,16,6597wqy6gmpv3zjx7rp8cdj46,1,57.8,11.1,2025-05-16T23:10:18.520Z,2025-05-16T23:10:19Z,411grh3cytippnnanb767qvsa,Rafa Mentzingen,,,5731362249,141,29.4,5731362251,212,12.5,5731362253,213,1.65,5731362247,140,56.8,5731362245,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815493739,31,1,1,3,17,6597wqy6gmpv3zjx7rp8cdj46,1,56.8,29.4,2025-05-16T23:10:19.584Z,2025-05-16T23:10:22Z,f21web74a70mly9i28jpa1yvp,C. Martin,,,5731362327,141,29.2,5731362325,140,30.5,5731362331,213,3.15,5731362323,56,Back,5731362329,212,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815493745,32,1,1,3,20,6597wqy6gmpv3zjx7rp8cdj46,1,30.5,29.2,2025-05-16T23:10:22.232Z,2025-05-16T23:10:24Z,vg3ha8h2d35wgexer2i6ao0k,F. Sundstrom,,,5731362375,212,14.6,5731362371,140,30.5,5731362377,213,1.57,5731362373,141,50.6,5731362369,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
