id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/11/value,qualifier/13/value,qualifier/12/value,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2788832527,7,44,1,0,11,5x54jbfk11lrsmipgsx7cdbai,0,68.0,43.1,2025-03-15T23:08:01.295Z,2025-03-16T00:14:15Z,21vmi7qtrujzez3ziux0wa4et,F. Valot,,,5584445651,286,,5584657921,233,4,5584445647,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788832621,5,1,1,0,12,6597wqy6gmpv3zjx7rp8cdj46,1,25.7,62.9,2025-03-15T23:08:01.863Z,2025-03-16T01:17:21Z,1tsiml56f2xxym8h4tfjmho2c,M. Maldonado,,,5584446135,213,0.22,5584446119,56,Back,5584446129,212,2.2,5584446123,140,27.7,5584446115,3,,5584446127,141,63.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788832627,6,61,1,0,20,6597wqy6gmpv3zjx7rp8cdj46,0,30.0,88.7,2025-03-15T23:08:10.016Z,2025-03-16T01:22:22Z,4avmtni30rahy4h40ffg89q6t,O. Anderson,,,5584446143,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788832633,7,5,1,0,21,6597wqy6gmpv3zjx7rp8cdj46,0,35.2,100.8,2025-03-15T23:08:10.960Z,2025-03-16T00:09:26Z,69wq859yz6wzirpbvpnt3n8bt,L. Perez,,,5584446163,347,,5584446297,233,8,5584446161,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788832657,8,5,1,0,21,5x54jbfk11lrsmipgsx7cdbai,1,64.8,-0.8,2025-03-15T23:08:10.960Z,2025-03-16T01:46:12Z,dek9c2ef9ahynvfrk60d9tm5m,Y. Leerman,,,5584446289,233,7,5584446267,56,Right,5584446269,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788832681,9,1,1,0,22,5x54jbfk11lrsmipgsx7cdbai,1,61.7,0.0,2025-03-15T23:08:12.146Z,2025-03-15T23:08:14Z,59kky4fyi0w9bdz4ow3gs95yi,K. Tingey,,,5584446367,140,36.9,5584446365,56,Back,5584446377,1,,5584446371,212,27.3,5584446363,107,,5584446373,213,2.83,5584446369,141,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788832723,10,1,1,0,25,5x54jbfk11lrsmipgsx7cdbai,1,34.7,22.7,2025-03-15T23:08:15.240Z,2025-03-15T23:08:19Z,dek9c2ef9ahynvfrk60d9tm5m,Y. Leerman,,,5584446621,141,59.4,5584446623,212,25.0,5584446619,140,33.2,5584446617,56,Back,5584446625,213,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788832747,11,1,1,0,29,5x54jbfk11lrsmipgsx7cdbai,0,33.5,57.9,2025-03-15T23:08:19.223Z,2025-03-15T23:08:22Z,b6t0f1g03ixymivs4fbaiewic,J. Erlandson,,,5584446775,212,63.7,5584446769,56,Right,5584446773,141,0.0,5584446777,213,5.60,5584446767,155,,5584446779,1,,5584446771,140,80.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788832875,8,5,1,0,33,6597wqy6gmpv3zjx7rp8cdj46,1,18.6,101.2,2025-03-15T23:08:22.590Z,2025-03-16T01:46:13Z,4l0iztasx0cae3j4f15d8gd4a,J. Servania,,,5584447511,233,12,5584447495,56,Back,5584447497,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788832751,12,5,1,0,33,5x54jbfk11lrsmipgsx7cdbai,0,81.4,-1.2,2025-03-15T23:08:22.590Z,2025-03-16T01:46:13Z,b6t0f1g03ixymivs4fbaiewic,J. Erlandson,,,5584447547,233,8,5584446795,347,,5584446793,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788832913,9,1,1,0,47,6597wqy6gmpv3zjx7rp8cdj46,1,15.3,100.0,2025-03-15T23:08:37.329Z,2025-03-15T23:08:40Z,4l0iztasx0cae3j4f15d8gd4a,J. Servania,,,5584447683,1,,5584447671,141,89.6,5584447673,212,24.9,5584447669,140,37.7,5584447677,213,5.95,5584447667,56,Back,5584447665,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788832925,10,44,1,0,50,6597wqy6gmpv3zjx7rp8cdj46,1,40.6,91.0,2025-03-15T23:08:40.111Z,2025-03-15T23:08:44Z,4avmtni30rahy4h40ffg89q6t,O. Anderson,,,5584447737,56,Back,5584447739,285,,5584447769,233,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788832919,13,44,1,0,50,5x54jbfk11lrsmipgsx7cdbai,0,59.4,9.0,2025-03-15T23:08:40.112Z,2025-03-15T23:08:45Z,59kky4fyi0w9bdz4ow3gs95yi,K. Tingey,,,5584447709,56,Right,5584447711,286,,5584447807,233,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788832973,11,1,1,0,50,6597wqy6gmpv3zjx7rp8cdj46,0,37.7,89.6,2025-03-15T23:08:40.295Z,2025-03-15T23:08:45Z,4avmtni30rahy4h40ffg89q6t,O. Anderson,,,5584448051,56,Left,5584448053,140,58.7,5584448049,168,,5584448059,213,6.01,5584448055,141,80.5,5584448057,212,22.9,5584448047,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788832961,15,1,1,0,52,5x54jbfk11lrsmipgsx7cdbai,1,33.4,14.3,2025-03-15T23:08:41.719Z,2025-03-15T23:08:44Z,dek9c2ef9ahynvfrk60d9tm5m,Y. Leerman,,,5584447987,141,41.9,5584447983,56,Back,5584447985,140,30.6,5584447989,212,19.0,5584447991,213,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788833003,16,1,1,0,54,5x54jbfk11lrsmipgsx7cdbai,1,30.6,41.9,2025-03-15T23:08:43.848Z,2025-03-15T23:08:48Z,b6t0f1g03ixymivs4fbaiewic,J. Erlandson,,,5584448189,140,36.1,5584448193,212,22.5,5584448191,141,73.9,5584448187,56,Back,5584448195,213,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788833037,17,1,1,0,58,5x54jbfk11lrsmipgsx7cdbai,0,42.0,72.0,2025-03-15T23:08:47.967Z,2025-03-15T23:08:52Z,7ehcrcdv82ib5fkpo3498gpgp,K. Awuah,,,5584448371,213,0.00,5584448361,157,,5584448363,56,Center,5584448373,1,,5584448369,212,51.2,5584448367,141,72.1,5584448365,140,90.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788833121,13,1,1,1,6,6597wqy6gmpv3zjx7rp8cdj46,1,7.1,34.2,2025-03-15T23:08:55.400Z,2025-03-15T23:09:00Z,ac5zpx8c09rtmidm654e67xsl,J. McGuire,,,5584448823,56,Back,5584448825,140,17.5,5584448827,141,67.8,5584448829,212,25.3,5584448831,213,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788833137,14,1,1,1,11,6597wqy6gmpv3zjx7rp8cdj46,1,22.2,69.9,2025-03-15T23:09:00.623Z,2025-03-15T23:09:03Z,vg3ha8h2d35wgexer2i6ao0k,F. Sundstrom,,,5584448927,212,19.2,5584448925,141,52.7,5584448923,140,7.7,5584448929,213,3.80,5584448921,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788833175,15,1,1,1,13,6597wqy6gmpv3zjx7rp8cdj46,1,12.0,54.8,2025-03-15T23:09:03.271Z,2025-03-15T23:09:07Z,ac5zpx8c09rtmidm654e67xsl,J. McGuire,,,5584449099,141,32.8,5584449103,213,4.71,5584449101,212,15.0,5584449097,140,11.9,5584449095,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788833191,16,1,1,1,17,6597wqy6gmpv3zjx7rp8cdj46,0,8.2,13.2,2025-03-15T23:09:06.911Z,2025-03-15T23:09:09Z,bjdoqj8tsm1wlxiqaavduwo9h,C. Donovan,,,5584449201,212,31.9,5584449199,141,10.3,5584449203,213,6.22,5584449197,140,38.5,5584449195,56,Back,5584449193,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788833215,19,1,1,1,21,5x54jbfk11lrsmipgsx7cdbai,0,55.0,79.9,2025-03-15T23:09:10.503Z,2025-03-15T23:09:11Z,b6t0f1g03ixymivs4fbaiewic,J. Erlandson,,,5584449327,212,16.6,5584449323,141,59.3,5584449319,56,Center,5584449331,213,5.28,5584449321,140,63.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788833259,17,1,1,1,23,6597wqy6gmpv3zjx7rp8cdj46,1,30.2,34.3,2025-03-15T23:09:12.399Z,2025-03-15T23:09:16Z,1tsiml56f2xxym8h4tfjmho2c,M. Maldonado,,,5584449549,212,12.0,5584449543,56,Back,5584449545,140,37.6,5584449547,141,47.8,5584449551,213,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788833267,18,61,1,1,26,6597wqy6gmpv3zjx7rp8cdj46,0,37.6,47.8,2025-03-15T23:09:15.831Z,2025-03-15T23:09:16Z,69wq859yz6wzirpbvpnt3n8bt,L. Perez,,,5584449615,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788833269,20,1,1,1,27,5x54jbfk11lrsmipgsx7cdbai,1,47.4,52.1,2025-03-15T23:09:16.623Z,2025-03-15T23:10:47Z,87n7hmq7f1q1avazbmwmcg222,A. Skundrich,,,5584451811,140,47.4,5584451813,141,66.2,5584451815,212,9.6,5584451817,213,1.57,5584449621,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788833339,22,1,1,1,29,5x54jbfk11lrsmipgsx7cdbai,1,48.2,59.4,2025-03-15T23:09:18.751Z,2025-03-15T23:09:23Z,db1h2huu8z1quj816wol1wgkp,T. McCabe,,,5584449983,212,16.8,5584449985,213,3.84,5584449977,56,Back,5584449981,141,43.6,5584449979,140,35.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788833345,23,1,1,1,34,5x54jbfk11lrsmipgsx7cdbai,0,38.1,43.6,2025-03-15T23:09:23.776Z,2025-03-15T23:09:24Z,dek9c2ef9ahynvfrk60d9tm5m,Y. Leerman,,,5584450019,212,39.7,5584450013,56,Back,5584450023,213,1.52,5584450015,140,40.2,5584450025,1,,5584450017,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788833443,20,5,1,1,35,6597wqy6gmpv3zjx7rp8cdj46,1,54.7,-1.7,2025-03-15T23:09:24.616Z,2025-03-16T01:46:13Z,1tsiml56f2xxym8h4tfjmho2c,M. Maldonado,,,5584450641,233,24,5584450633,56,Right,5584450635,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788833347,24,5,1,1,35,5x54jbfk11lrsmipgsx7cdbai,0,45.3,101.7,2025-03-15T23:09:24.616Z,2025-03-16T01:46:14Z,dek9c2ef9ahynvfrk60d9tm5m,Y. Leerman,,,5584450661,233,20,5584450035,347,,5584450033,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788833473,21,1,1,1,44,6597wqy6gmpv3zjx7rp8cdj46,1,51.8,0.0,2025-03-15T23:09:33.928Z,2025-03-15T23:09:36Z,411grh3cytippnnanb767qvsa,Rafa Mentzingen,,,5584450783,1,,5584450781,213,2.82,5584450775,140,26.0,5584450777,141,12.2,5584450771,107,,5584450779,212,28.6,5584450773,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788833513,22,1,1,1,47,6597wqy6gmpv3zjx7rp8cdj46,1,26.0,12.2,2025-03-15T23:09:36.567Z,2025-03-15T23:09:39Z,6jdsh8ubirqphhurw5rr7kz8q,B. Washington,,,5584450963,213,1.85,5584450957,140,21.2,5584450955,56,Back,5584450961,212,18.0,5584450959,141,37.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788833635,23,1,1,1,50,6597wqy6gmpv3zjx7rp8cdj46,1,22.6,35.8,2025-03-15T23:09:39.359Z,2025-03-15T23:09:52Z,bjdoqj8tsm1wlxiqaavduwo9h,C. Donovan,,,5584451709,141,68.7,5584451713,213,1.65,5584451711,212,22.4,5584451707,140,20.9,5584451705,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788833661,24,1,1,2,3,6597wqy6gmpv3zjx7rp8cdj46,1,20.6,62.7,2025-03-15T23:09:52.623Z,2025-03-15T23:09:57Z,ac5zpx8c09rtmidm654e67xsl,J. McGuire,,,5584451909,213,1.60,5584451903,140,20.1,5584451905,141,87.2,5584451907,212,16.7,5584451901,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788833665,25,1,1,2,7,6597wqy6gmpv3zjx7rp8cdj46,0,27.5,86.0,2025-03-15T23:09:57.246Z,2025-03-15T23:09:59Z,vg3ha8h2d35wgexer2i6ao0k,F. Sundstrom,,,5584452061,286,,5584451937,213,0.31,5584451929,56,Back,5584451935,212,1.1,5584452055,236,,5584452057,233,25,5584451933,141,86.5,5584451931,140,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788833681,25,74,1,2,7,5x54jbfk11lrsmipgsx7cdbai,1,61.2,15.6,2025-03-15T23:09:57.247Z,2025-03-15T23:12:17Z,6j5qn2b7t0165vl1t26v001zo,W. Leggett,,,5584452063,233,25,5584452015,285,,5584452013,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788833733,26,1,1,2,14,6597wqy6gmpv3zjx7rp8cdj46,0,77.2,92.1,2025-03-15T23:10:03.791Z,2025-03-15T23:10:04Z,69wq859yz6wzirpbvpnt3n8bt,L. Perez,,,5584452291,213,4.37,5584452289,212,33.3,5584452293,1,,5584452287,141,46.0,5584452283,56,Center,5584452285,140,66.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788833779,27,1,1,2,17,5x54jbfk11lrsmipgsx7cdbai,1,30.6,60.3,2025-03-15T23:10:06.935Z,2025-03-15T23:10:08Z,21vmi7qtrujzez3ziux0wa4et,F. Valot,,,5584452529,140,20.7,5584452535,213,2.80,5584452527,56,Back,5584452533,212,11.0,5584452531,141,65.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788833805,28,1,1,2,18,5x54jbfk11lrsmipgsx7cdbai,1,20.7,65.7,2025-03-15T23:10:07.887Z,2025-03-15T23:10:10Z,b6t0f1g03ixymivs4fbaiewic,J. Erlandson,,,5584452717,212,13.6,5584452715,141,85.7,5584452707,56,Back,5584452711,140,21.4,5584452719,213,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788833853,29,1,1,2,21,5x54jbfk11lrsmipgsx7cdbai,1,23.3,87.5,2025-03-15T23:10:10.695Z,2025-03-15T23:10:14Z,7ehcrcdv82ib5fkpo3498gpgp,K. Awuah,,,5584452941,141,67.0,5584452935,56,Back,5584452945,213,4.82,5584452943,212,14.0,5584452937,140,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788833869,30,1,1,2,25,5x54jbfk11lrsmipgsx7cdbai,1,25.7,62.9,2025-03-15T23:10:14.751Z,2025-03-15T23:10:16Z,db1h2huu8z1quj816wol1wgkp,T. McCabe,,,5584453045,56,Back,5584453047,140,26.0,5584453051,212,11.4,5584453053,213,1.54,5584453049,141,79.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788833907,31,1,1,2,27,5x54jbfk11lrsmipgsx7cdbai,1,26.0,79.7,2025-03-15T23:10:16.455Z,2025-03-15T23:10:21Z,b6t0f1g03ixymivs4fbaiewic,J. Erlandson,,,5584453287,141,97.2,5584453283,56,Back,5584453285,140,31.4,5584453289,212,13.2,5584453291,213,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788833935,32,1,1,2,32,5x54jbfk11lrsmipgsx7cdbai,1,37.4,96.3,2025-03-15T23:10:21.768Z,2025-03-15T23:10:23Z,7ehcrcdv82ib5fkpo3498gpgp,K. Awuah,,,5584453421,56,Back,5584453429,213,0.01,5584453427,212,9.3,5584453425,141,96.5,5584453423,140,46.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788833945,33,1,1,2,34,5x54jbfk11lrsmipgsx7cdbai,1,46.3,96.5,2025-03-15T23:10:23.567Z,2025-03-15T23:10:24Z,agl19e1fx5123lk28avksxb3e,A. Aboukoura,,,5584453485,56,Back,5584453487,140,34.7,5584453493,213,3.32,5584453489,141,93.2,5584453491,212,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788833961,34,1,1,2,35,5x54jbfk11lrsmipgsx7cdbai,1,34.7,93.2,2025-03-15T23:10:24.655Z,2025-03-15T23:10:26Z,7ehcrcdv82ib5fkpo3498gpgp,K. Awuah,,,5584453579,212,14.0,5584453581,213,4.11,5584453577,141,76.3,5584453573,56,Back,5584453575,140,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788834055,35,1,1,2,36,5x54jbfk11lrsmipgsx7cdbai,1,26.9,74.8,2025-03-15T23:10:26.167Z,2025-03-15T23:10:34Z,b6t0f1g03ixymivs4fbaiewic,J. Erlandson,,,5584454047,141,50.1,5584454043,56,Back,5584454045,140,22.4,5584454049,212,17.4,5584454051,213,4.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788834093,36,1,1,2,45,5x54jbfk11lrsmipgsx7cdbai,0,22.8,47.6,2025-03-15T23:10:34.447Z,2025-03-15T23:10:37Z,7lmf6beyvhncglhw9avm40qju,H. Fauroux,,,5584454271,212,64.0,5584454263,157,,5584454273,213,0.61,5584454269,141,100.0,5584454267,140,72.7,5584454265,56,Left,5584454275,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788834285,27,5,1,2,48,6597wqy6gmpv3zjx7rp8cdj46,1,24.3,-1.6,2025-03-15T23:10:37.788Z,2025-03-16T01:46:14Z,ecipfh5r0gqsf0skgvgpu8cbu,Rodrigo da Costa,,,5584455253,347,,5584455279,233,37,5584455251,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788834105,37,5,1,2,48,5x54jbfk11lrsmipgsx7cdbai,0,75.7,101.6,2025-03-15T23:10:37.788Z,2025-03-16T01:46:14Z,7lmf6beyvhncglhw9avm40qju,H. Fauroux,,,5584454315,56,Left,5584454317,347,,5584455305,233,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
