id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/12/value
2785783485,7,1,1,0,44,224tl8u2smnbyliroayk69nt0,1,40.2,64.6,2025-03-09T00:07:43.422Z,2025-03-09T00:59:38Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,,5567725227,140,54.7,5567725231,212,15.3,5567725223,3,,5567725233,213,6.20,5567725229,141,62.7,5567725225,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785783493,5,45,1,0,48,6597wqy6gmpv3zjx7rp8cdj46,0,31.6,13.2,2025-03-09T00:07:47.342Z,2025-03-09T02:28:24Z,411grh3cytippnnanb767qvsa,Rafa Mentzingen,,,5567866943,56,Back,5567867017,233,448,5567866945,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785809097,448,3,1,0,48,224tl8u2smnbyliroayk69nt0,1,68.4,86.8,2025-03-09T00:07:47.342Z,2025-03-09T02:28:24Z,9jfh2t3w4aqc4o4rvjfk7xey1,A. Williams,,,5567866565,286,,5567866997,233,5,5567866561,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785783489,8,43,1,0,49,224tl8u2smnbyliroayk69nt0,1,0.0,0.0,2025-03-09T00:07:48.943Z,2025-03-09T00:59:42Z,9jfh2t3w4aqc4o4rvjfk7xey1,A. Williams,,,5567725249,56,Center,5567869395,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785783503,9,1,1,0,51,224tl8u2smnbyliroayk69nt0,1,54.1,80.3,2025-03-09T00:07:50.398Z,2025-03-09T00:07:52Z,9jfh2t3w4aqc4o4rvjfk7xey1,A. Williams,,,5567725353,141,78.8,5567725351,140,39.6,5567725357,213,3.21,5567725349,56,Back,5567725355,212,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785783511,10,1,1,0,52,224tl8u2smnbyliroayk69nt0,0,39.6,78.8,2025-03-09T00:07:52.302Z,2025-03-09T00:59:57Z,cxrjwzo1fmvgcw8i820hwn07p,J. Etou,,,5567725393,56,Center,5567725415,1,,5567725397,140,78.9,5567725403,141,69.0,5567870169,155,,5567725413,213,6.12,5567725409,212,41.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785783509,6,43,1,0,53,6597wqy6gmpv3zjx7rp8cdj46,1,0.0,0.0,2025-03-09T00:07:52.500Z,2025-03-09T00:07:56Z,411grh3cytippnnanb767qvsa,Rafa Mentzingen,,,5567725517,144,56,5567725387,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785783545,7,1,1,0,58,6597wqy6gmpv3zjx7rp8cdj46,0,16.4,15.9,2025-03-09T00:07:58.036Z,2025-03-09T00:55:44Z,bjdoqj8tsm1wlxiqaavduwo9h,C. Donovan,,,5567725615,213,5.12,5567725607,56,Back,5567725609,140,21.2,5567725613,212,12.7,5567725605,3,,5567725611,141,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785783547,8,5,1,0,59,6597wqy6gmpv3zjx7rp8cdj46,0,23.2,-1.2,2025-03-09T00:07:58.758Z,2025-03-09T02:39:18Z,bjdoqj8tsm1wlxiqaavduwo9h,C. Donovan,,,5567725619,56,Back,5567725621,347,,5567725781,233,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785783565,11,5,1,0,59,224tl8u2smnbyliroayk69nt0,1,76.8,101.2,2025-03-09T00:07:58.758Z,2025-03-09T02:39:18Z,cxrjwzo1fmvgcw8i820hwn07p,J. Etou,,,5567725723,56,Left,5567725725,347,,5567725761,233,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785783605,12,1,1,1,6,224tl8u2smnbyliroayk69nt0,1,73.7,100.0,2025-03-09T00:08:05.494Z,2025-03-09T00:08:07Z,cxrjwzo1fmvgcw8i820hwn07p,J. Etou,,,5567725947,213,5.18,5567725941,140,77.5,5567725937,107,,5567725943,141,89.4,5567725939,56,Left,5567725945,212,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785783617,13,1,1,1,8,224tl8u2smnbyliroayk69nt0,1,77.0,89.9,2025-03-09T00:08:07.358Z,2025-03-09T01:00:16Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,,5567725989,141,93.5,5567725993,213,2.86,5567870951,156,,5567725987,140,68.9,5567725985,56,Left,5567725991,212,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785783643,14,1,1,1,8,224tl8u2smnbyliroayk69nt0,1,68.9,93.5,2025-03-09T00:08:08.159Z,2025-03-09T00:08:16Z,cxrjwzo1fmvgcw8i820hwn07p,J. Etou,,,5567726107,140,92.7,5567726113,213,6.19,5567726411,155,,5567726109,141,90.0,5567726111,212,25.1,5567726105,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785783649,15,3,1,1,11,224tl8u2smnbyliroayk69nt0,0,95.0,88.9,2025-03-09T00:08:10.582Z,2025-03-09T00:08:18Z,9jfh2t3w4aqc4o4rvjfk7xey1,A. Williams,,,5567726133,286,,5567726131,56,Left,5567726335,233,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785783673,9,7,1,1,11,6597wqy6gmpv3zjx7rp8cdj46,1,5.0,11.1,2025-03-09T00:08:10.583Z,2025-03-09T00:08:17Z,6jdsh8ubirqphhurw5rr7kz8q,B. Washington,,,5567726263,285,,5567726299,233,15,5567726261,56,Back,5567726259,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785783707,10,6,1,1,13,6597wqy6gmpv3zjx7rp8cdj46,0,2.0,15.2,2025-03-09T00:08:12.871Z,2025-03-09T02:16:37Z,6jdsh8ubirqphhurw5rr7kz8q,B. Washington,,,5567726525,233,16,5567726481,73,,5567726479,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785783669,16,6,1,1,13,224tl8u2smnbyliroayk69nt0,1,98.0,84.8,2025-03-09T00:08:12.871Z,2025-03-09T02:16:37Z,9jfh2t3w4aqc4o4rvjfk7xey1,A. Williams,,,5567726239,56,Left,5567726511,233,10,5567726241,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785783847,17,1,1,1,36,224tl8u2smnbyliroayk69nt0,1,99.5,99.5,2025-03-09T00:08:35.727Z,2025-03-09T00:08:49Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,,5567727289,6,,5567727299,213,3.87,5567727293,140,80.8,5567727297,212,26.3,5567727295,141,73.8,5567727291,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785783851,18,1,1,1,39,224tl8u2smnbyliroayk69nt0,1,82.7,76.6,2025-03-09T00:08:38.383Z,2025-03-09T00:08:58Z,cxrjwzo1fmvgcw8i820hwn07p,J. Etou,1.0,,5567727323,2,,5567727331,141,49.4,5567727327,56,Center,5567727335,213,4.99,5567728055,210,13,5567727329,140,87.8,5567727333,212,19.3,5567727325,155,,5567728059,154,,,,,,,,,,,,,,,,,,,,,,,,
2785783915,19,13,1,1,48,224tl8u2smnbyliroayk69nt0,1,88.9,42.3,2025-03-09T00:08:47.878Z,2025-03-09T02:40:02Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5567728077,29,,5567727937,25,,5567728081,55,18,5567728087,103,41.7,5567727941,15,,5567727725,56,Center,5567727723,17,,5567728085,102,31.9,5567728091,231,50.4,5567728079,154,5567728089,230,97.7,5567727945,328,5567728075,81,,,,,,,,,,,,,,
2785784043,11,5,1,1,50,6597wqy6gmpv3zjx7rp8cdj46,1,-1.2,61.0,2025-03-09T00:08:49.670Z,2025-03-09T02:39:18Z,6jdsh8ubirqphhurw5rr7kz8q,B. Washington,,,5567728405,56,Back,5567872147,233,20,5567728407,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785783963,20,5,1,1,50,224tl8u2smnbyliroayk69nt0,0,101.2,39.0,2025-03-09T00:08:49.670Z,2025-03-09T02:39:19Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5567727927,346,,5567872157,233,11,5567727923,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785784139,12,1,1,2,15,6597wqy6gmpv3zjx7rp8cdj46,0,5.2,39.1,2025-03-09T00:09:15.210Z,2025-03-09T00:09:19Z,ac5zpx8c09rtmidm654e67xsl,J. McGuire,,,5567728913,212,52.1,5567728909,140,50.8,5567728905,124,,5567728911,141,8.8,5567728917,1,,5567728907,56,Right,5567728915,213,5.88,5567728919,74,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785784153,21,43,1,2,22,224tl8u2smnbyliroayk69nt0,1,0.0,0.0,2025-03-09T00:09:21.366Z,2025-03-09T01:01:15Z,cxrjwzo1fmvgcw8i820hwn07p,J. Etou,,,5567873701,144,44,5567728975,285,0,5567728973,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785784161,13,43,1,2,22,6597wqy6gmpv3zjx7rp8cdj46,1,0.0,0.0,2025-03-09T00:09:21.367Z,2025-03-09T01:01:13Z,4avmtni30rahy4h40ffg89q6t,O. Anderson,,,5567729009,233,21,5567728997,286,0,5567728995,56,Right,5567873617,144,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785784177,22,43,1,2,22,224tl8u2smnbyliroayk69nt0,1,0.0,0.0,2025-03-09T00:09:21.661Z,2025-03-09T01:01:17Z,cxrjwzo1fmvgcw8i820hwn07p,J. Etou,,,5567729081,56,Back,5567729079,3,0,5567729085,141,70.2,5567729087,212,10.9,5567729083,140,37.5,5567729089,213,0.09,5567873783,144,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785784183,23,4,1,2,26,224tl8u2smnbyliroayk69nt0,1,35.3,83.6,2025-03-09T00:09:25.806Z,2025-03-09T03:25:06Z,,,,,5567729295,56,Back,5567729321,286,,5568335065,10,,5567729297,152,,5567729317,233,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785784205,14,4,1,2,26,6597wqy6gmpv3zjx7rp8cdj46,0,64.7,16.4,2025-03-09T00:09:25.807Z,2025-03-09T03:25:00Z,4avmtni30rahy4h40ffg89q6t,O. Anderson,,,5567729305,56,Right,5567729311,285,,5568334731,10,,5567729327,233,23,5567729307,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785784325,24,1,1,2,43,224tl8u2smnbyliroayk69nt0,1,32.9,82.9,2025-03-09T00:09:42.975Z,2025-03-09T00:09:46Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,,5567729995,196,,5567730005,212,63.1,5567730009,1,,5567729999,56,Right,5567730001,140,69.8,5567729991,5,,5567729997,152,,5567730007,213,5.37,5567730003,141,9.7,5567729993,155,,,,,,,,,,,,,,,,,,,,,
2785784335,25,1,1,2,46,224tl8u2smnbyliroayk69nt0,1,70.1,11.0,2025-03-09T00:09:46.022Z,2025-03-09T01:02:04Z,2d1vmwon9o35lzpkdwxgv12lm,J. Bouregy,,,5567730057,141,20.0,5567730053,56,Right,5567730059,212,7.3,5567730061,213,2.15,5567730055,140,66.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785784353,15,45,1,2,47,6597wqy6gmpv3zjx7rp8cdj46,0,32.0,73.2,2025-03-09T00:09:47.110Z,2025-03-09T02:28:25Z,6jdsh8ubirqphhurw5rr7kz8q,B. Washington,,,5567730123,56,Back,5567730169,233,26,5567730125,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785784341,26,3,1,2,47,224tl8u2smnbyliroayk69nt0,1,68.0,26.8,2025-03-09T00:09:47.110Z,2025-03-09T02:28:25Z,d3b8yjlx6aitma59vlpen39m2,J. Garcia,,,5567730083,286,,5567730137,233,15,5567730081,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785784371,27,1,1,2,48,224tl8u2smnbyliroayk69nt0,1,70.9,20.3,2025-03-09T00:09:47.558Z,2025-03-09T00:09:51Z,d3b8yjlx6aitma59vlpen39m2,J. Garcia,,,5567730241,213,1.46,5567730235,140,72.2,5567730233,56,Center,5567730237,141,38.9,5567730239,212,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785784363,16,43,1,2,51,6597wqy6gmpv3zjx7rp8cdj46,1,0.0,0.0,2025-03-09T00:09:50.351Z,2025-03-09T00:09:54Z,6jdsh8ubirqphhurw5rr7kz8q,B. Washington,,,5567730199,56,Back,5567730331,144,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785784387,28,1,1,2,51,224tl8u2smnbyliroayk69nt0,1,71.7,36.4,2025-03-09T00:09:51.246Z,2025-03-09T00:09:54Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,,5567730341,213,5.21,5567730335,140,78.6,5567730333,56,Right,5567730337,141,17.0,5567730339,212,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785784405,29,1,1,2,54,224tl8u2smnbyliroayk69nt0,1,78.6,17.0,2025-03-09T00:09:54.117Z,2025-03-09T01:03:02Z,2d1vmwon9o35lzpkdwxgv12lm,J. Bouregy,,,5567730425,213,6.23,5567730419,140,93.6,5567730417,56,Right,5567730423,212,15.8,5567730421,141,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785784425,30,1,1,2,58,224tl8u2smnbyliroayk69nt0,1,93.6,15.8,2025-03-09T00:09:57.454Z,2025-03-09T01:03:01Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,,5567730537,213,1.83,5567877901,2,,5567730533,141,32.1,5567730529,56,Center,5567730535,212,11.5,5567730531,140,90.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785784429,31,1,1,3,1,224tl8u2smnbyliroayk69nt0,0,96.3,29.8,2025-03-09T00:10:00.399Z,2025-03-09T00:10:02Z,d3b8yjlx6aitma59vlpen39m2,J. Garcia,,,5567730557,56,Center,5567730559,140,93.3,5567730567,212,4.6,5567730563,141,34.8,5567730571,213,2.32,5567730595,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785784437,17,61,1,3,2,6597wqy6gmpv3zjx7rp8cdj46,1,1.5,59.3,2025-03-09T00:10:01.880Z,2025-03-09T00:56:46Z,vg3ha8h2d35wgexer2i6ao0k,A. Sundstrom,,,5567730601,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785784451,18,6,1,3,3,6597wqy6gmpv3zjx7rp8cdj46,0,2.0,62.0,2025-03-09T00:10:02.646Z,2025-03-09T02:16:37Z,vg3ha8h2d35wgexer2i6ao0k,A. Sundstrom,,,5567730667,56,Back,5567730953,233,32,5567730669,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785784447,32,6,1,3,3,224tl8u2smnbyliroayk69nt0,1,98.0,38.0,2025-03-09T00:10:02.646Z,2025-03-09T00:10:15Z,d3b8yjlx6aitma59vlpen39m2,J. Garcia,,,5567730939,75,,5567730945,233,18,5567730937,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785784667,33,1,1,3,31,224tl8u2smnbyliroayk69nt0,1,99.5,0.5,2025-03-09T00:10:30.501Z,2025-03-09T00:10:40Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,1.0,,5567731959,2,,5567731971,141,50.0,5567731969,140,90.2,5567731973,212,35.0,5567731977,1,,5567731965,224,,5567732201,154,,5567731967,56,Center,5567731963,155,,5567731975,213,5567731961,6,,5567732199,210,,,1.85,15,,,,,,,,,,,,
2785784669,34,15,1,3,33,224tl8u2smnbyliroayk69nt0,1,89.0,51.7,2025-03-09T00:10:33.085Z,2025-03-09T02:40:32Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5567732219,29,,5567732229,103,21.5,5567731989,56,Center,5567732113,15,,5567732109,25,,5567732217,79,,5567732223,55,33,5567732231,146,99.8,5567732227,102,48.9,5567732261,233,5567732121,328,,5567732233,147,5567732221,154,19,49.1,5567731987,17,,,,,,,,,,
2785784681,19,10,1,3,33,6597wqy6gmpv3zjx7rp8cdj46,1,0.6,51.6,2025-03-09T00:10:33.185Z,2025-03-09T00:10:41Z,ac5zpx8c09rtmidm654e67xsl,J. McGuire,,,5567732269,233,34,5567732085,182,,5567732081,173,,5567732087,56,Back,5567732083,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785784715,21,1,1,3,39,6597wqy6gmpv3zjx7rp8cdj46,1,14.5,52.5,2025-03-09T00:10:39.026Z,2025-03-09T00:10:42Z,ac5zpx8c09rtmidm654e67xsl,J. McGuire,,,5567732323,141,81.1,5567732317,199,,5567732327,213,0.35,5567732319,56,Left,5567732329,1,,5567732321,140,65.7,5567732325,212,57.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785784723,22,3,1,3,43,6597wqy6gmpv3zjx7rp8cdj46,1,61.0,79.9,2025-03-09T00:10:42.650Z,2025-03-09T02:28:26Z,4avmtni30rahy4h40ffg89q6t,O. Anderson,,,5567732441,56,Left,5567732443,286,,5567732469,233,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785784721,35,45,1,3,43,224tl8u2smnbyliroayk69nt0,0,39.0,20.1,2025-03-09T00:10:42.650Z,2025-03-09T02:28:26Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,,5567732473,233,22,5567732429,56,Back,5567732431,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785784725,23,61,1,3,47,6597wqy6gmpv3zjx7rp8cdj46,0,73.4,85.9,2025-03-09T00:10:46.489Z,2025-03-09T00:11:07Z,4avmtni30rahy4h40ffg89q6t,O. Anderson,,,5567732467,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785784731,37,1,1,3,47,224tl8u2smnbyliroayk69nt0,1,39.9,17.6,2025-03-09T00:10:47.278Z,2025-03-09T00:10:48Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,,5567732497,141,16.4,5567732493,56,Back,5567732501,213,3.24,5567732499,212,8.1,5567732495,140,32.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785784743,38,1,1,3,49,224tl8u2smnbyliroayk69nt0,1,32.2,16.7,2025-03-09T00:10:48.733Z,2025-03-09T00:10:53Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,,5567732625,56,Back,5567732629,141,41.0,5567732633,213,2.35,5567732627,140,16.8,5567732631,212,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
