id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/10/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/11/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2821667949,3,5,1,0,19,b1rpb2ox52uxcmjrsnqd95pk5,1,29.2,-2.0,2025-06-07T23:07:34.338Z,2025-06-08T01:32:55Z,8d6e9axgsli468lnomdbcgu6t,D. Smith,,,5765676899,347,,5765676897,56,Back,5765676907,233,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821667889,9,5,1,0,19,224tl8u2smnbyliroayk69nt0,0,70.8,102.0,2025-06-07T23:07:34.338Z,2025-06-08T01:32:56Z,9jfh2t3w4aqc4o4rvjfk7xey1,A. Williams,,,5765676579,56,Left,5765676581,347,,5765676915,233,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821667955,4,1,1,0,34,b1rpb2ox52uxcmjrsnqd95pk5,0,30.2,0.0,2025-06-07T23:07:48.896Z,2025-06-08T01:24:41Z,9jc85hbpruze4v8u1pjzsjt62,M. Bryant,,,5765676971,1,,5765676957,56,Right,5765676969,213,0.47,5765676963,141,16.7,5765676967,212,26.9,5765676961,140,53.1,5765676953,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821667967,10,1,1,0,37,224tl8u2smnbyliroayk69nt0,1,52.2,87.4,2025-06-07T23:07:52.416Z,2025-06-07T23:23:33Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5765677021,212,14.0,5765677015,56,Left,5765677019,141,83.3,5765677013,3,,5765677017,140,65.3,5765677023,213,6.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821667969,11,44,1,0,39,224tl8u2smnbyliroayk69nt0,1,57.4,81.4,2025-06-07T23:07:54.415Z,2025-06-08T00:08:55Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,,5765677039,286,,5765677059,233,5,5765677037,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821667963,5,44,1,0,39,b1rpb2ox52uxcmjrsnqd95pk5,0,42.6,18.6,2025-06-07T23:07:54.416Z,2025-06-08T01:24:28Z,7jizpx7yu2zxvcrnf9z4408vd,R. Williams,,,5765677067,233,11,5765677011,285,,5765677009,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821667975,12,1,1,0,40,224tl8u2smnbyliroayk69nt0,0,63.7,84.4,2025-06-07T23:07:55.056Z,2025-06-07T23:15:26Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,,5765692201,168,,5765677071,3,,5765677077,141,84.4,5765677081,213,0.00,5765677075,140,65.2,5765677073,56,Left,5765677079,212,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821669689,48,61,1,0,40,b1rpb2ox52uxcmjrsnqd95pk5,1,38.3,16.4,2025-06-07T23:07:55.346Z,2025-06-07T23:13:02Z,7jizpx7yu2zxvcrnf9z4408vd,R. Williams,,,5765686751,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821667991,14,1,1,0,42,224tl8u2smnbyliroayk69nt0,1,55.2,57.0,2025-06-07T23:07:57.105Z,2025-06-07T23:08:38Z,1l26kd7tulii6x999b3fdxi0a,B. Sample,,,5765677159,212,20.8,5765677153,56,Center,5765677155,140,56.8,5765677157,141,26.5,5765677161,213,4.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821667997,15,1,1,0,46,224tl8u2smnbyliroayk69nt0,1,58.2,17.4,2025-06-07T23:08:01.241Z,2025-06-07T23:08:02Z,8pli7fk5kjmt0f9pl6sjsltuy,P. Barnes,,,5765677195,141,32.7,5765677193,140,42.5,5765677199,213,2.58,5765677197,212,19.5,5765677191,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821668001,16,1,1,0,47,224tl8u2smnbyliroayk69nt0,1,42.5,32.7,2025-06-07T23:08:02.353Z,2025-06-07T23:08:04Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,,5765677241,56,Back,5765677247,212,26.2,5765677245,141,71.2,5765677243,140,42.2,5765677249,213,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821668023,17,1,1,0,50,224tl8u2smnbyliroayk69nt0,1,42.2,68.5,2025-06-07T23:08:04.786Z,2025-06-07T23:08:09Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5765677329,140,49.1,5765677331,141,86.8,5765677335,213,1.04,5765677333,212,14.4,5765677327,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821668039,18,1,1,0,54,224tl8u2smnbyliroayk69nt0,1,53.1,67.0,2025-06-07T23:08:09.249Z,2025-06-07T23:08:12Z,6omt3lirajdcqxcbhzk9sobmx,G. Vacter,,,5765677425,212,16.3,5765677423,141,50.0,5765677421,140,42.1,5765677427,213,3.93,5765677419,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821668049,19,1,1,0,58,224tl8u2smnbyliroayk69nt0,1,42.1,50.0,2025-06-07T23:08:12.779Z,2025-06-07T23:08:14Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,,5765677477,56,Back,5765677481,141,71.4,5765677483,212,14.6,5765677479,140,40.7,5765677485,213,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821668067,20,1,1,0,59,224tl8u2smnbyliroayk69nt0,1,40.7,69.7,2025-06-07T23:08:14.347Z,2025-06-07T23:08:18Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5765677575,140,46.9,5765677573,56,Back,5765677579,212,9.9,5765677577,141,80.6,5765677581,213,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821668071,21,1,1,1,3,224tl8u2smnbyliroayk69nt0,1,55.4,80.5,2025-06-07T23:08:18.161Z,2025-06-07T23:08:19Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,,5765677589,56,Center,5765677597,213,4.67,5765677591,140,55.0,5765677593,141,66.6,5765677595,212,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821668073,22,1,1,1,4,224tl8u2smnbyliroayk69nt0,1,55.0,66.6,2025-06-07T23:08:18.897Z,2025-06-07T23:08:20Z,6omt3lirajdcqxcbhzk9sobmx,G. Vacter,,,5765677621,140,52.7,5765677627,213,1.77,5765677619,56,Left,5765677625,212,11.9,5765677623,141,83.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821668091,23,1,1,1,5,224tl8u2smnbyliroayk69nt0,1,52.7,83.8,2025-06-07T23:08:20.105Z,2025-06-07T23:08:25Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,,5765677739,213,3.45,5765677733,140,36.7,5765677735,141,76.0,5765677737,212,17.6,5765677731,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821668105,24,1,1,1,10,224tl8u2smnbyliroayk69nt0,0,37.7,70.0,2025-06-07T23:08:25.369Z,2025-06-07T23:08:30Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5765677833,1,,5765677825,140,78.4,5765677823,56,Left,5765677829,212,47.7,5765677821,155,,5765677827,141,100.0,5765677831,213,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821668129,6,5,1,1,15,b1rpb2ox52uxcmjrsnqd95pk5,1,21.0,-1.5,2025-06-07T23:08:30.186Z,2025-06-08T01:32:56Z,6rnuvzwbmj7qv80xlwkjvqnkl,J. Chapman,,,5765677923,347,,5765677985,233,25,5765677921,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821668109,25,5,1,1,15,224tl8u2smnbyliroayk69nt0,0,79.0,101.5,2025-06-07T23:08:30.186Z,2025-06-08T01:32:57Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5765677849,347,,5765677997,233,6,5765677847,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821668259,7,1,1,1,38,b1rpb2ox52uxcmjrsnqd95pk5,0,27.6,0.0,2025-06-07T23:08:53.425Z,2025-06-07T23:08:56Z,9jc85hbpruze4v8u1pjzsjt62,M. Bryant,,,5765678645,56,Back,5765678649,141,20.6,5765678651,212,16.8,5765678643,107,,5765678647,140,35.3,5765678653,213,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821668279,26,1,1,1,41,224tl8u2smnbyliroayk69nt0,1,61.9,79.4,2025-06-07T23:08:55.890Z,2025-06-07T23:15:52Z,1l26kd7tulii6x999b3fdxi0a,B. Sample,,,5765678757,56,Center,5765678771,213,5.84,5765678763,141,67.3,5765678767,212,19.3,5765678753,3,,5765678759,140,78.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821668285,28,1,1,1,44,224tl8u2smnbyliroayk69nt0,0,77.5,66.6,2025-06-07T23:08:58.939Z,2025-06-07T23:08:59Z,9jfh2t3w4aqc4o4rvjfk7xey1,A. Williams,,,5765678795,140,67.8,5765678799,212,11.2,5765678793,56,Center,5765678797,141,59.6,5765678791,155,,5765678801,213,3.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821668303,8,1,1,1,45,b1rpb2ox52uxcmjrsnqd95pk5,1,34.5,27.7,2025-06-07T23:09:00.161Z,2025-06-07T23:09:02Z,8d6e9axgsli468lnomdbcgu6t,D. Smith,,,5765678881,140,35.1,5765678887,213,4.79,5765678877,3,,5765678879,56,Back,5765678885,212,7.9,5765678883,141,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821668321,9,1,1,1,47,b1rpb2ox52uxcmjrsnqd95pk5,0,37.7,15.5,2025-06-07T23:09:02.552Z,2025-06-08T01:24:26Z,3ldhrzekr0tztaxr3sc8mmg2x,B. Morris,,,5765678965,140,59.8,5765678963,56,Right,5765678969,212,26.1,5765678967,141,0.0,5765678971,213,5.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821668335,10,5,1,1,50,b1rpb2ox52uxcmjrsnqd95pk5,0,60.0,-2.0,2025-06-07T23:09:05.460Z,2025-06-08T01:24:35Z,7jizpx7yu2zxvcrnf9z4408vd,R. Williams,,,5765679007,347,,5765679089,233,29,5765679005,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821668343,29,5,1,1,50,224tl8u2smnbyliroayk69nt0,1,40.0,102.0,2025-06-07T23:09:05.460Z,2025-06-08T01:32:57Z,9jfh2t3w4aqc4o4rvjfk7xey1,A. Williams,,,5765679037,56,Back,5765679051,233,10,5765679039,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821668445,30,1,1,2,13,224tl8u2smnbyliroayk69nt0,0,44.9,100.0,2025-06-07T23:09:27.834Z,2025-06-08T01:24:23Z,6omt3lirajdcqxcbhzk9sobmx,G. Vacter,,,5765679715,140,71.5,5765679713,56,Center,5765679719,212,32.5,5765679721,213,5.75,5765679723,1,,5765679717,141,77.5,5765679711,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821668457,11,1,1,2,15,b1rpb2ox52uxcmjrsnqd95pk5,0,30.8,11.9,2025-06-07T23:09:30.449Z,2025-06-07T23:09:31Z,9jc85hbpruze4v8u1pjzsjt62,M. Bryant,,,5765679787,141,12.2,5765679781,3,,5765679783,56,Back,5765679789,212,8.2,5765679791,213,0.02,5765679785,140,38.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821668459,31,1,1,2,17,224tl8u2smnbyliroayk69nt0,0,61.5,75.3,2025-06-07T23:09:31.746Z,2025-06-08T01:23:48Z,cxrjwzo1fmvgcw8i820hwn07p,J. Etou,,,5765679801,141,71.5,5765679797,56,Center,5765679803,212,7.9,5765679799,140,68.6,5765679805,213,5.95,5765679795,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821668467,12,1,1,2,18,b1rpb2ox52uxcmjrsnqd95pk5,0,36.6,12.6,2025-06-07T23:09:33.153Z,2025-06-07T23:09:34Z,7jizpx7yu2zxvcrnf9z4408vd,R. Williams,,,5765679839,213,6.26,5765679833,140,53.9,5765679835,141,12.0,5765679829,3,,5765679837,212,18.2,5765679831,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821668475,32,1,1,2,18,224tl8u2smnbyliroayk69nt0,0,52.1,70.3,2025-06-07T23:09:33.427Z,2025-06-07T23:09:35Z,6omt3lirajdcqxcbhzk9sobmx,G. Vacter,,,5765679873,141,61.4,5765679869,56,Center,5765679875,212,23.2,5765679867,3,,5765679871,140,73.4,5765679877,213,6.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821668491,14,1,1,2,20,b1rpb2ox52uxcmjrsnqd95pk5,0,37.8,18.2,2025-06-07T23:09:35.145Z,2025-06-07T23:21:59Z,a6nj3s6nhav0ybrnhla1m67mc,M. Polisi,,,5765679977,213,6.25,5765679971,140,49.3,5765679967,3,,5765679975,212,12.1,5765679969,56,Back,5765679973,141,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821668493,33,1,1,2,21,224tl8u2smnbyliroayk69nt0,1,57.6,59.6,2025-06-07T23:09:36.467Z,2025-06-07T23:23:36Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,,5765679989,213,0.78,5765679983,140,62.6,5765679979,3,,5765679985,141,67.2,5765679987,212,7.4,5765679981,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821668499,34,44,1,2,21,224tl8u2smnbyliroayk69nt0,1,57.6,83.1,2025-06-07T23:09:36.544Z,2025-06-08T00:08:56Z,cxrjwzo1fmvgcw8i820hwn07p,J. Etou,,,5765680019,56,Left,5765680021,286,,5765680081,233,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821668487,13,44,1,2,21,b1rpb2ox52uxcmjrsnqd95pk5,0,42.4,16.9,2025-06-07T23:09:36.545Z,2025-06-07T23:23:45Z,cujkrjaqaizwr771ist04uaj9,S. Guenzatti,,,5765679949,285,,5765710967,233,34,5765679947,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821674089,174,44,1,2,22,224tl8u2smnbyliroayk69nt0,1,52.4,87.1,2025-06-07T23:09:37.229Z,2025-06-07T23:23:57Z,cxrjwzo1fmvgcw8i820hwn07p,J. Etou,,,5765712491,56,Left,5765712519,286,,5765712511,233,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821668507,15,44,1,2,22,b1rpb2ox52uxcmjrsnqd95pk5,0,47.6,12.9,2025-06-07T23:09:37.230Z,2025-06-08T01:23:46Z,cujkrjaqaizwr771ist04uaj9,S. Guenzatti,,,5765680061,56,Back,5765680095,285,,5765680091,233,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821668503,35,1,1,2,22,224tl8u2smnbyliroayk69nt0,0,62.6,67.0,2025-06-07T23:09:37.242Z,2025-06-08T01:17:28Z,cxrjwzo1fmvgcw8i820hwn07p,J. Etou,,,5765680045,212,4.1,5765680039,56,Center,5765680043,141,67.6,5765680041,140,58.7,5765680037,3,,5765680047,213,3.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821668523,36,1,1,2,28,224tl8u2smnbyliroayk69nt0,1,61.9,62.9,2025-06-07T23:09:42.682Z,2025-06-07T23:09:43Z,9jfh2t3w4aqc4o4rvjfk7xey1,A. Williams,,,5765680127,212,6.8,5765680121,56,Center,5765680125,141,56.0,5765680129,213,3.90,5765680123,140,57.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821668559,37,1,1,2,28,224tl8u2smnbyliroayk69nt0,0,57.2,56.0,2025-06-07T23:09:43.603Z,2025-06-07T23:09:49Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,,5765680369,157,,5765680377,212,49.3,5765680371,56,Left,5765680381,1,,5765680375,141,81.8,5765680373,140,100.0,5765680379,213,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821668689,16,5,1,2,34,b1rpb2ox52uxcmjrsnqd95pk5,1,-1.0,18.5,2025-06-07T23:09:48.730Z,2025-06-08T01:32:57Z,cujkrjaqaizwr771ist04uaj9,S. Guenzatti,,,5765681105,346,,5765681137,233,38,5765681103,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821668571,38,5,1,2,34,224tl8u2smnbyliroayk69nt0,0,101.0,81.5,2025-06-07T23:09:48.730Z,2025-06-08T01:32:58Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,,5765681141,233,16,5765680467,346,,5765680465,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821668705,17,1,1,3,4,b1rpb2ox52uxcmjrsnqd95pk5,0,4.2,49.4,2025-06-07T23:10:18.713Z,2025-06-07T23:10:21Z,974nt2pay3nvbe8uyzx0qdhxw,C. Herrera,,,5765681215,56,Back,5765681213,124,,5765681219,141,78.1,5765681221,212,50.7,5765681227,74,,5765681223,213,0.39,5765681225,1,,5765681217,140,48.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821668713,39,1,1,3,7,224tl8u2smnbyliroayk69nt0,0,60.8,52.8,2025-06-07T23:10:21.786Z,2025-06-07T23:10:22Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,,5765681259,3,,5765681269,212,17.4,5765681263,56,Center,5765681265,140,75.8,5765681271,213,0.44,5765681267,141,63.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821668737,18,1,1,3,8,b1rpb2ox52uxcmjrsnqd95pk5,1,34.3,55.7,2025-06-07T23:10:23.474Z,2025-06-08T01:23:46Z,a6nj3s6nhav0ybrnhla1m67mc,M. Polisi,,,5765681393,212,14.5,5765681387,56,Back,5765681395,213,1.65,5765681389,140,33.2,5765681391,141,76.9,5765681385,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821668747,19,1,1,3,11,b1rpb2ox52uxcmjrsnqd95pk5,1,32.5,79.9,2025-06-07T23:10:26.057Z,2025-06-07T23:10:27Z,62d3tsany7t5t2bwm4cx9pbai,A. Villanueva,,,5765681483,212,11.6,5765681479,140,21.7,5765681485,213,3.37,5765681477,56,Back,5765681481,141,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
