id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value
2823510941,21,1,1,5,33,5x54jbfk11lrsmipgsx7cdbai,1,34.5,62.6,2025-06-20T23:41:45.389Z,2025-06-21T02:26:45Z,7ehcrcdv82ib5fkpo3498gpgp,K. Awuah,,,5776017107,141,62.7,5776017103,56,Back,5776017101,3,,5776017109,212,1.4,5776017105,140,35.8,5776017111,213,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823510935,20,43,1,5,34,2n3wgr89m7jl8tmioemit2pgq,1,0.0,0.0,2025-06-20T23:41:46.265Z,2025-06-20T23:54:54Z,dqvxmefhimxvxstvlz5yd7ysp,J. Farrell,,,5776017073,212,5.3,5776017067,56,Center,5776017065,3,0,5776017071,141,72.0,5776017069,140,65.8,5776017075,213,1.23,5776034875,144,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823513985,140,1,1,5,35,5x54jbfk11lrsmipgsx7cdbai,1,42.9,36.0,2025-06-20T23:41:47.510Z,2025-06-20T23:57:25Z,ekzwxb68vg0w7o14zcq8n4vs9,Z. Ryan,,,5776037471,212,9.3,5776037473,213,3.67,5776037467,140,35.2,5776037469,141,29.1,5776037465,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823510965,23,1,1,5,39,5x54jbfk11lrsmipgsx7cdbai,1,34.6,39.5,2025-06-20T23:41:50.971Z,2025-06-20T23:41:52Z,21vmi7qtrujzez3ziux0wa4et,F. Valot,,,5776017197,56,Back,5776017203,212,15.0,5776017199,140,30.8,5776017205,213,4.44,5776017201,141,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823510967,24,1,1,5,40,5x54jbfk11lrsmipgsx7cdbai,0,30.8,18.2,2025-06-20T23:41:52.244Z,2025-06-20T23:41:52Z,59kky4fyi0w9bdz4ow3gs95yi,K. Tingey,,,5776017217,212,5.9,5776017211,56,Back,5776017213,140,36.4,5776017219,213,6.26,5776017215,141,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823510957,21,61,1,5,41,2n3wgr89m7jl8tmioemit2pgq,1,60.3,79.9,2025-06-20T23:41:52.743Z,2025-06-20T23:58:57Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,,5776017175,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823510989,23,1,1,5,43,2n3wgr89m7jl8tmioemit2pgq,0,84.8,87.4,2025-06-20T23:41:55.152Z,2025-06-20T23:41:59Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,,5776017347,56,Center,5776017353,212,25.8,5776017345,155,,5776017349,140,91.8,5776017343,2,,5776017351,141,51.0,5776017355,213,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823514833,179,44,1,5,46,5x54jbfk11lrsmipgsx7cdbai,1,9.6,49.3,2025-06-20T23:41:58.216Z,2025-06-21T01:56:06Z,7lmf6beyvhncglhw9avm40qju,H. Fauroux,,,5776039743,285,,5776039741,56,Back,5776039745,233,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823510991,24,44,1,5,46,2n3wgr89m7jl8tmioemit2pgq,0,90.4,50.7,2025-06-20T23:41:58.217Z,2025-06-21T01:56:06Z,9izknjlz6zunwjpo4u94q855g,M. Dieng,,,5776017359,56,Center,5776017361,286,,5776039753,233,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823514991,193,12,1,5,46,5x54jbfk11lrsmipgsx7cdbai,1,4.1,47.9,2025-06-20T23:41:58.511Z,2025-06-21T02:17:18Z,7lmf6beyvhncglhw9avm40qju,H. Fauroux,,,5776040809,141,52.6,5776040807,140,12.2,5776040811,212,9.1,5776040813,213,0.36,5776040805,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823511071,26,1,1,6,4,5x54jbfk11lrsmipgsx7cdbai,1,9.7,59.1,2025-06-20T23:42:16.324Z,2025-06-21T00:03:18Z,7lmf6beyvhncglhw9avm40qju,H. Fauroux,,,5776017801,212,29.5,5776041417,189,,5776017799,141,17.6,5776017793,123,,5776017803,213,5.01,5776017795,56,Back,5776017797,140,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823515191,199,1,1,6,5,5x54jbfk11lrsmipgsx7cdbai,1,13.1,14.1,2025-06-20T23:42:16.690Z,2025-06-21T00:03:22Z,dek9c2ef9ahynvfrk60d9tm5m,Y. Leerman,,,5776041755,213,1.27,5776041749,140,19.2,5776041751,141,45.0,5776041893,189,,5776041747,56,Back,5776041753,212,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823511079,27,1,1,6,6,5x54jbfk11lrsmipgsx7cdbai,1,24.3,71.8,2025-06-20T23:42:18.227Z,2025-06-20T23:42:19Z,906pdcavtipx0q93b1ed1lrai,C. Turner,,,5776017851,213,0.76,5776017843,56,Back,5776017849,212,15.4,5776017847,141,87.4,5776017845,140,34.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823511083,28,1,1,6,7,5x54jbfk11lrsmipgsx7cdbai,1,34.9,87.4,2025-06-20T23:42:19.060Z,2025-06-20T23:42:20Z,7ehcrcdv82ib5fkpo3498gpgp,K. Awuah,,,5776017883,213,4.17,5776017881,212,13.1,5776017879,141,70.9,5776017877,140,28.4,5776017875,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823511097,29,1,1,6,8,5x54jbfk11lrsmipgsx7cdbai,1,28.4,70.9,2025-06-20T23:42:19.955Z,2025-06-20T23:42:23Z,906pdcavtipx0q93b1ed1lrai,C. Turner,,,5776017943,212,15.4,5776017939,140,35.1,5776017941,141,91.1,5776017937,56,Back,5776017945,213,1.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823511099,30,1,1,6,11,5x54jbfk11lrsmipgsx7cdbai,1,34.5,91.2,2025-06-20T23:42:22.989Z,2025-06-20T23:42:24Z,7ehcrcdv82ib5fkpo3498gpgp,K. Awuah,,,5776017965,141,90.9,5776017967,212,17.6,5776017961,56,Left,5776017963,140,51.3,5776017969,213,6.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823511109,31,1,1,6,13,5x54jbfk11lrsmipgsx7cdbai,1,51.3,90.9,2025-06-20T23:42:24.805Z,2025-06-20T23:42:27Z,agl19e1fx5123lk28avksxb3e,A. Aboukoura,,,5776018043,140,63.6,5776018047,212,17.9,5776018041,56,Center,5776018049,213,5.52,5776018045,141,72.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823511113,32,3,1,6,14,5x54jbfk11lrsmipgsx7cdbai,0,65.4,74.5,2025-06-20T23:42:25.724Z,2025-06-21T00:04:17Z,8xte0mzawblk2ufasxalijk2y,R. Bidois,,,5776018071,286,,5776018069,56,Center,5776018137,233,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823511117,25,7,1,6,14,2n3wgr89m7jl8tmioemit2pgq,0,34.6,25.5,2025-06-20T23:42:25.725Z,2025-06-21T01:55:45Z,6pqwh2z47uwgr9u9y8n79ppzp,M. Hairston,,,5776018091,285,,5776018121,233,32,5776018089,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
