id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/10/value,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/9/value,qualifier/14/value
2810750499,7,5,1,0,11,bu5w8wprynlj9mvphvy8sd94f,1,42.4,-1.5,2025-05-04T23:07:31.640Z,2025-05-05T02:27:51Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,,5704994003,56,Back,5704994053,233,4,5704994005,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810750557,8,1,1,0,28,bu5w8wprynlj9mvphvy8sd94f,0,41.6,0.0,2025-05-04T23:07:49.230Z,2025-05-04T23:07:52Z,1460tac94fhhy43lmohs4fj3e,N. Cardona,,,5704994357,141,10.4,5704994351,107,,5704994353,56,Right,5704994359,212,25.1,5704994355,140,64.4,5704994363,1,,5704994361,213,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810750561,5,1,1,0,31,kfq8fhwnmycbtad1u0fyefx0,0,33.8,69.3,2025-05-04T23:07:51.458Z,2025-05-04T23:07:52Z,1vnfc466lc01fdfhyvzt8fhii,S. Guediri,,,5704994397,212,12.4,5704994395,141,58.8,5704994391,56,Back,5704994389,3,,5704994393,140,43.4,5704994399,213,5.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810750603,9,1,1,0,33,bu5w8wprynlj9mvphvy8sd94f,1,61.7,17.0,2025-05-04T23:07:53.772Z,2025-05-04T23:07:57Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,,5704994687,56,Right,5704994699,213,5.12,5704994683,3,,5704994695,141,9.2,5704994697,212,5.8,5704994691,140,63.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810750605,10,50,1,0,35,bu5w8wprynlj9mvphvy8sd94f,1,61.7,19.8,2025-05-04T23:07:55.803Z,2025-05-04T23:07:59Z,bolmgcfvbdizfyh6n9oz4xjsa,A. Gavilanes,,,5704994719,286,,5704994775,233,6,5704994717,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810750597,6,7,1,0,35,kfq8fhwnmycbtad1u0fyefx0,1,38.0,86.2,2025-05-04T23:07:55.804Z,2025-05-04T23:07:59Z,1vnfc466lc01fdfhyvzt8fhii,S. Guediri,,,5704994673,285,,5704994767,233,10,5704994671,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810750637,8,1,1,0,36,kfq8fhwnmycbtad1u0fyefx0,1,38.3,56.3,2025-05-04T23:07:56.507Z,2025-05-05T00:40:14Z,2m28wyud6xi78nt8e92p9keay,M. Malango,,,5704994933,56,Back,5704994939,141,53.6,5704994943,213,6.13,5704994935,140,49.8,5704994941,212,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810750631,7,1,1,0,37,kfq8fhwnmycbtad1u0fyefx0,1,34.9,75.6,2025-05-04T23:07:57.434Z,2025-05-05T00:40:25Z,9x7teazvqgbnj3pnam6rf2xgp,W. Fonguck,,,5704994869,212,11.5,5704994863,56,Back,5704994871,213,0.16,5704994867,141,78.3,5704994865,140,45.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810755779,102,83,1,0,38,bu5w8wprynlj9mvphvy8sd94f,0,59.1,9.1,2025-05-04T23:07:58.580Z,2025-05-04T23:18:12Z,1460tac94fhhy43lmohs4fj3e,N. Cardona,,,5705025103,399,6d45ccicyo6dregi9cm4ad4kq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810750657,9,1,1,0,40,kfq8fhwnmycbtad1u0fyefx0,1,49.8,53.6,2025-05-04T23:08:00.402Z,2025-05-05T00:41:16Z,6d45ccicyo6dregi9cm4ad4kq,I. Paul,,,5704995071,56,Back,5704995075,141,49.9,5704995077,212,8.2,5704995079,213,3.45,5704995073,140,42.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810750663,10,1,1,0,43,kfq8fhwnmycbtad1u0fyefx0,0,42.4,49.9,2025-05-04T23:08:03.794Z,2025-05-05T00:41:35Z,ewibb8s7p2l6f5sekvkqu4a5m,A. Rebollar,,,5704995123,213,0.43,5704995115,56,Left,5704995117,140,90.6,5704995119,141,83.8,5704995125,1,,5704995121,212,55.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810750691,11,1,1,0,47,bu5w8wprynlj9mvphvy8sd94f,0,11.0,13.2,2025-05-04T23:08:07.987Z,2025-05-04T23:08:11Z,amy6q1u6b1rvlsudoc73mj2ms,F. Rodriguez,,,5704995329,212,52.5,5704995333,213,0.14,5704995317,157,,5704995319,56,Center,5704995337,1,,5704995321,140,60.5,5704995325,141,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810750707,11,1,1,0,51,kfq8fhwnmycbtad1u0fyefx0,1,35.9,41.8,2025-05-04T23:08:11.418Z,2025-05-04T23:08:13Z,b32tamno8dpk5te2oq7d9a6t,C. Guzmán,,,5704995413,213,6.03,5704995403,3,,5704995409,141,36.7,5704995407,140,48.6,5704995411,212,13.8,5704995405,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810750709,12,1,1,0,52,kfq8fhwnmycbtad1u0fyefx0,0,48.6,36.7,2025-05-04T23:08:13.114Z,2025-05-05T02:57:53Z,ewibb8s7p2l6f5sekvkqu4a5m,A. Rebollar,,,5704995429,212,4.3,5704995423,56,Center,5704995427,141,36.7,5704995421,168,,5704995419,3,,5704995431,213,0.00,5704995425,140,52.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810750757,12,1,1,0,54,bu5w8wprynlj9mvphvy8sd94f,1,32.0,30.0,2025-05-04T23:08:14.948Z,2025-05-04T23:19:38Z,eqopj1p3a2ehzpwlj90laswoa,D. Knutson,,,5704995709,140,44.2,5704995713,212,12.9,5704995707,56,Back,5704995711,141,27.4,5704995705,155,,5704995715,213,6.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810750765,14,1,1,0,59,bu5w8wprynlj9mvphvy8sd94f,0,44.1,27.1,2025-05-04T23:08:19.628Z,2025-05-05T02:57:55Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,,5704995773,141,12.8,5704995769,56,Back,5704995771,140,48.6,5704995777,213,5.16,5704995775,212,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810750795,14,1,1,1,1,kfq8fhwnmycbtad1u0fyefx0,1,59.8,78.5,2025-05-04T23:08:21.378Z,2025-05-05T01:22:16Z,2m28wyud6xi78nt8e92p9keay,M. Malango,,,5704995963,56,Back,5704995969,212,31.7,5704995967,141,72.6,5704995971,213,3.27,5704995965,140,29.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810750811,15,1,1,1,3,kfq8fhwnmycbtad1u0fyefx0,1,29.8,72.1,2025-05-04T23:08:24.122Z,2025-05-04T23:08:28Z,b32tamno8dpk5te2oq7d9a6t,C. Guzmán,,,5704996055,212,20.7,5704996057,213,4.49,5704996051,140,25.4,5704996053,141,42.4,5704996049,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810750847,16,1,1,1,8,kfq8fhwnmycbtad1u0fyefx0,1,24.3,34.5,2025-05-04T23:08:28.466Z,2025-05-04T23:08:34Z,1j010cibh247p8kjchww6ny3u,N. Gordon,,,5704996281,212,21.0,5704996279,141,64.9,5704996277,140,27.8,5704996283,213,1.39,5704996275,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810750857,17,1,1,1,13,kfq8fhwnmycbtad1u0fyefx0,0,29.7,72.3,2025-05-04T23:08:33.890Z,2025-05-04T23:08:35Z,b32tamno8dpk5te2oq7d9a6t,C. Guzmán,,,5704996335,140,53.2,5704996337,141,75.1,5704996341,213,0.08,5704996333,56,Center,5704996339,212,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810750867,15,8,1,1,16,bu5w8wprynlj9mvphvy8sd94f,1,43.5,9.5,2025-05-04T23:08:37.148Z,2025-05-04T23:08:37Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,,5704996381,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810750889,16,5,1,1,16,bu5w8wprynlj9mvphvy8sd94f,0,45.4,-1.2,2025-05-04T23:08:37.258Z,2025-05-05T02:27:52Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,,5704996511,347,,5704996509,56,Back,5704996847,233,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810750935,18,5,1,1,16,kfq8fhwnmycbtad1u0fyefx0,1,54.6,101.2,2025-05-04T23:08:37.258Z,2025-05-05T02:27:52Z,b32tamno8dpk5te2oq7d9a6t,C. Guzmán,,,5704996843,233,16,5704996823,56,Left,5704996825,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810750963,19,1,1,1,26,kfq8fhwnmycbtad1u0fyefx0,1,56.7,100.0,2025-05-04T23:08:46.785Z,2025-05-04T23:08:50Z,1vnfc466lc01fdfhyvzt8fhii,S. Guediri,,,5704997015,141,73.2,5704997021,1,,5704997011,56,Center,5704997017,212,23.0,5704997009,107,,5704997019,213,5.31,5704997013,140,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810750969,20,61,1,1,29,kfq8fhwnmycbtad1u0fyefx0,0,69.1,73.3,2025-05-04T23:08:50.081Z,2025-05-04T23:08:50Z,6d45ccicyo6dregi9cm4ad4kq,I. Paul,,,5704997039,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810751027,17,5,1,1,30,bu5w8wprynlj9mvphvy8sd94f,1,27.4,-1.5,2025-05-04T23:08:50.946Z,2025-05-05T02:27:53Z,1460tac94fhhy43lmohs4fj3e,N. Cardona,,,5704997369,347,,5704997437,233,21,5704997367,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810750977,21,5,1,1,30,kfq8fhwnmycbtad1u0fyefx0,0,72.6,101.5,2025-05-04T23:08:50.946Z,2025-05-05T02:27:53Z,6d45ccicyo6dregi9cm4ad4kq,I. Paul,,,5704997069,347,,5704997449,233,17,5704997067,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810751065,18,1,1,1,38,bu5w8wprynlj9mvphvy8sd94f,0,26.4,0.0,2025-05-04T23:08:59.100Z,2025-05-04T23:09:03Z,1460tac94fhhy43lmohs4fj3e,N. Cardona,,,5704997535,140,58.3,5704997537,141,7.6,5704997531,107,,5704997541,213,0.19,5704997533,56,Right,5704997539,212,34.1,5704997543,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810751073,22,8,1,1,43,kfq8fhwnmycbtad1u0fyefx0,1,36.8,65.7,2025-05-04T23:09:04.194Z,2025-05-04T23:09:04Z,b32tamno8dpk5te2oq7d9a6t,C. Guzmán,,,5704997579,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810751109,24,1,1,1,46,kfq8fhwnmycbtad1u0fyefx0,1,39.3,83.0,2025-05-04T23:09:06.962Z,2025-05-04T23:09:08Z,1vnfc466lc01fdfhyvzt8fhii,S. Guediri,,,5704997709,140,26.5,5704997713,212,19.9,5704997707,56,Back,5704997711,141,61.5,5704997715,213,3.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810751141,25,1,1,1,47,kfq8fhwnmycbtad1u0fyefx0,1,26.5,61.5,2025-05-04T23:09:07.929Z,2025-05-05T02:57:56Z,b32tamno8dpk5te2oq7d9a6t,C. Guzmán,,,5704997923,56,Back,5704997929,212,21.5,5704997927,141,45.8,5704997925,140,8.7,5704997931,213,3.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810751163,26,1,1,1,53,kfq8fhwnmycbtad1u0fyefx0,0,9.0,43.9,2025-05-04T23:09:13.602Z,2025-05-04T23:09:14Z,isauuse3yqdwymvfne6ci385,Nico Campuzano,,,5704998085,213,6.26,5704998075,157,,5704998079,140,55.1,5704998087,1,,5704998081,141,42.1,5704998083,212,48.4,5704998077,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810751177,19,1,1,1,55,bu5w8wprynlj9mvphvy8sd94f,0,45.4,64.2,2025-05-04T23:09:15.692Z,2025-05-04T23:58:29Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,,5704998193,213,0.03,5704998187,140,64.2,5704998185,56,Center,5704998191,212,19.7,5704998189,141,65.1,5704998183,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810751235,20,1,1,1,55,bu5w8wprynlj9mvphvy8sd94f,0,48.1,27.7,2025-05-04T23:09:16.140Z,2025-05-05T01:22:50Z,1460tac94fhhy43lmohs4fj3e,N. Cardona,,,5704998569,140,68.4,5704998573,212,21.3,5704998575,213,0.05,5704998571,141,29.2,5704998565,3,,5704998567,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810751195,27,1,1,1,56,kfq8fhwnmycbtad1u0fyefx0,1,34.0,40.4,2025-05-04T23:09:17.257Z,2025-05-05T02:57:59Z,f2nxaemhqi8kbtbejnqekgd4a,J. Garcia,,,5704998295,141,63.3,5704998301,1,,5704998289,157,,5704998291,56,Back,5704998297,212,19.6,5704998299,213,0.92,5704998293,140,45.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810775247,370,44,1,1,59,kfq8fhwnmycbtad1u0fyefx0,1,38.0,68.6,2025-05-04T23:09:20.352Z,2025-05-05T01:26:08Z,9x7teazvqgbnj3pnam6rf2xgp,W. Fonguck,,,5705132251,56,Back,5705132277,233,357,5705132253,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810775147,357,44,1,2,0,bu5w8wprynlj9mvphvy8sd94f,0,62.0,31.4,2025-05-04T23:09:20.353Z,2025-05-05T01:26:08Z,bolmgcfvbdizfyh6n9oz4xjsa,A. Gavilanes,,,5705131753,286,,5705132283,233,370,5705131751,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810775261,371,1,1,2,0,kfq8fhwnmycbtad1u0fyefx0,0,36.8,67.3,2025-05-04T23:09:20.553Z,2025-05-05T01:16:33Z,9x7teazvqgbnj3pnam6rf2xgp,W. Fonguck,,,5705132343,212,5.7,5705132333,56,Back,5705132341,141,66.0,5705132345,213,6.13,5705132337,140,42.2,5705132331,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810751217,28,1,1,2,2,kfq8fhwnmycbtad1u0fyefx0,0,47.2,64.6,2025-05-04T23:09:22.834Z,2025-05-04T23:09:23Z,1vnfc466lc01fdfhyvzt8fhii,S. Guediri,,,5704998445,140,54.7,5704998457,213,0.32,5704998441,3,,5704998449,141,68.4,5704998453,212,8.3,5704998443,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810775221,358,61,1,2,3,bu5w8wprynlj9mvphvy8sd94f,1,63.3,30.4,2025-05-04T23:09:23.353Z,2025-05-04T23:59:23Z,bolmgcfvbdizfyh6n9oz4xjsa,A. Gavilanes,,,5705132141,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810751231,29,61,1,2,5,kfq8fhwnmycbtad1u0fyefx0,0,38.8,61.4,2025-05-04T23:09:26.089Z,2025-05-05T02:58:01Z,9x7teazvqgbnj3pnam6rf2xgp,W. Fonguck,,,5704998551,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810751253,22,1,1,2,7,bu5w8wprynlj9mvphvy8sd94f,1,69.0,40.9,2025-05-04T23:09:27.572Z,2025-05-04T23:59:51Z,eqge8se9qvv9oqyivp267l016,T. Zárate,,,5704998659,212,16.0,5704998653,56,Center,5704998661,213,1.27,5704998657,141,63.4,5704998655,140,73.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810751287,23,1,1,2,9,bu5w8wprynlj9mvphvy8sd94f,1,76.5,67.5,2025-05-04T23:09:29.740Z,2025-05-04T23:59:55Z,e5nj82ezbq0x6zdzdh4quyxn9,S. Blanco,,,5704998845,141,15.3,5704998841,56,Right,5704998851,1,,5704998847,212,39.5,5704998843,140,93.0,5704998839,155,,5704998849,213,5.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810751301,24,1,1,2,13,bu5w8wprynlj9mvphvy8sd94f,1,92.1,12.6,2025-05-04T23:09:33.523Z,2025-05-04T23:10:03Z,bolmgcfvbdizfyh6n9oz4xjsa,A. Gavilanes,,,5704998925,141,25.5,5704998927,212,11.1,5704998921,56,Center,5704998923,140,85.6,5704998929,213,2.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810751333,25,1,1,2,15,bu5w8wprynlj9mvphvy8sd94f,1,89.5,24.4,2025-05-04T23:09:35.388Z,2025-05-04T23:10:00Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,1.0,,5704999093,56,Center,5704999777,210,13,5704999099,212,19.1,5704999097,141,52.4,5704999091,155,,5704999779,154,,5704999101,213,1.47,5704999095,140,91.4,,,,,,,,,,,,,,,,,,,,,,,,
2810751339,26,13,1,2,19,bu5w8wprynlj9mvphvy8sd94f,1,88.9,52.2,2025-05-04T23:09:39.692Z,2025-05-04T23:10:00Z,eqge8se9qvv9oqyivp267l016,T. Zárate,,,5704999821,231,50.4,5704999123,56,Center,5704999815,103,55.6,5704999805,29,,5704999809,55,25,5704999819,230,98.0,5704999813,102,45.2,5704999803,85,,5704999807,154,5704999817,108,5704999121,17,5704999119,22,5704999801,20,,,,,,,,,,,,,,
2810751353,27,5,1,2,19,bu5w8wprynlj9mvphvy8sd94f,0,101.2,43.2,2025-05-04T23:09:39.817Z,2025-05-05T02:27:54Z,eqge8se9qvv9oqyivp267l016,T. Zárate,,,5704999177,346,,5704999175,56,Center,5704999303,233,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810751367,30,5,1,2,19,kfq8fhwnmycbtad1u0fyefx0,1,-1.2,56.8,2025-05-04T23:09:39.817Z,2025-05-05T02:27:53Z,9x7teazvqgbnj3pnam6rf2xgp,W. Fonguck,,,5704999257,346,,5704999255,56,Back,5704999291,233,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810751491,31,1,1,2,42,kfq8fhwnmycbtad1u0fyefx0,1,4.1,59.9,2025-05-04T23:10:02.441Z,2025-05-04T23:10:06Z,b32tamno8dpk5te2oq7d9a6t,C. Guzmán,,,5705000149,237,,5705000143,212,9.2,5705000139,140,3.4,5705000137,56,Back,5705000141,141,46.4,5705000135,124,,5705000145,213,4.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810751513,32,1,1,2,46,kfq8fhwnmycbtad1u0fyefx0,0,10.6,45.4,2025-05-04T23:10:06.521Z,2025-05-04T23:10:09Z,isauuse3yqdwymvfne6ci385,Nico Campuzano,,,5705000255,141,54.5,5705000261,1,,5705000251,56,Center,5705000257,212,56.5,5705000249,157,,5705000259,213,0.11,5705000253,140,64.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
