id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/9/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId
2793093225,9,1,1,0,16,b1rpb2ox52uxcmjrsnqd95pk5,1,30.0,70.0,2025-03-29T20:07:00.884Z,2025-03-29T20:07:03Z,7lnb14nmxv9gggyedv3tydvdg,D. Amoo-Mensah,,,5607789091,140,44.3,5607789093,141,90.5,5607789089,56,Back,5607789095,212,20.5,5607789097,213,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793093253,10,1,1,0,18,b1rpb2ox52uxcmjrsnqd95pk5,1,44.3,90.5,2025-03-29T20:07:03.268Z,2025-03-29T20:07:07Z,62d3tsany7t5t2bwm4cx9pbai,A. Villanueva,,,5607789343,56,Left,5607789345,140,61.6,5607789351,213,6.06,5607789349,212,18.6,5607789347,141,84.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793093259,11,4,1,0,22,b1rpb2ox52uxcmjrsnqd95pk5,1,63.0,81.0,2025-03-29T20:07:06.978Z,2025-03-29T20:07:11Z,9irc1xmfpa2395qef78rfyjje,J. Cedeño,,,5607789421,56,Left,5607789447,233,3,5607789423,152,,5607789427,286,,5607789425,265,,5607789419,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793093249,3,4,1,0,22,83cpn99fh7ulkwe8nezy8a3mx,0,37.0,19.0,2025-03-29T20:07:06.979Z,2025-03-29T20:07:12Z,e2rv433ve4ytatjl94dcz1hm2,Arturo Ordóñez,,,5607789393,13,,5607789395,56,Back,5607789397,152,,5607789461,233,11,5607789401,285,,5607789399,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793093365,12,1,1,0,30,b1rpb2ox52uxcmjrsnqd95pk5,1,61.7,89.3,2025-03-29T20:07:14.877Z,2025-03-29T20:07:17Z,62d3tsany7t5t2bwm4cx9pbai,A. Villanueva,,,5607790045,213,3.40,5607790033,5,,5607790043,212,20.8,5607790035,152,,5607790041,141,81.4,5607790037,56,Back,5607790039,140,42.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793093405,13,1,1,0,32,b1rpb2ox52uxcmjrsnqd95pk5,1,42.3,77.3,2025-03-29T20:07:17.701Z,2025-03-29T20:07:20Z,7lnb14nmxv9gggyedv3tydvdg,D. Amoo-Mensah,,,5607790279,56,Back,5607790281,140,45.3,5607790283,141,72.0,5607790285,212,4.8,5607790287,213,5.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793093431,14,1,1,0,35,b1rpb2ox52uxcmjrsnqd95pk5,1,42.1,72.9,2025-03-29T20:07:20.212Z,2025-03-29T20:07:22Z,a6nj3s6nhav0ybrnhla1m67mc,M. Polisi,,,5607790471,212,12.0,5607790473,213,3.83,5607790465,56,Back,5607790469,141,61.7,5607790467,140,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793093489,15,1,1,0,37,b1rpb2ox52uxcmjrsnqd95pk5,1,28.6,60.9,2025-03-29T20:07:22.525Z,2025-03-29T20:07:28Z,28a0n53jofx4bk7vd74yqcb11,S. Carroll,,,5607790871,140,14.9,5607790873,141,37.1,5607790869,56,Back,5607790875,212,21.7,5607790877,213,3.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793093531,16,1,1,0,43,b1rpb2ox52uxcmjrsnqd95pk5,1,14.8,34.8,2025-03-29T20:07:27.941Z,2025-03-29T20:07:30Z,974nt2pay3nvbe8uyzx0qdhxw,C. Herrera,,,5607791135,141,25.0,5607791137,212,19.4,5607791129,155,,5607791133,140,32.2,5607791139,213,5.93,5607791131,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793093543,17,43,1,0,45,b1rpb2ox52uxcmjrsnqd95pk5,1,0.0,0.0,2025-03-29T20:07:30.180Z,2025-03-29T20:07:34Z,7jizpx7yu2zxvcrnf9z4408vd,R. Williams,,,5607791603,144,61,5607791197,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793093571,18,4,1,0,47,b1rpb2ox52uxcmjrsnqd95pk5,1,42.9,22.2,2025-03-29T20:07:31.916Z,2025-03-29T21:02:04Z,7jizpx7yu2zxvcrnf9z4408vd,R. Williams,,,5607791653,233,4,5607791365,56,Back,5607791367,152,,5608029083,294,,5607791363,13,,5607791657,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793093593,4,4,1,0,47,83cpn99fh7ulkwe8nezy8a3mx,0,57.1,77.8,2025-03-29T20:07:31.917Z,2025-03-29T22:50:48Z,7f1q3d59u9n16v9xrskfxqsq1,A. Dia,,,5608311317,294,,5607791565,152,,5607791671,233,18,5607791563,56,Center,5607791569,285,,5607791561,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793093717,19,1,1,0,58,b1rpb2ox52uxcmjrsnqd95pk5,1,44.1,22.2,2025-03-29T20:07:43.724Z,2025-03-29T20:07:45Z,6rnuvzwbmj7qv80xlwkjvqnkl,J. Chapman,,,5607792241,5,,5607792251,212,16.3,5607792249,141,42.2,5607792243,152,,5607792253,213,2.15,5607792245,56,Back,5607792247,140,35.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793093777,20,1,1,1,0,b1rpb2ox52uxcmjrsnqd95pk5,1,35.6,42.2,2025-03-29T20:07:45.436Z,2025-03-29T20:07:49Z,28a0n53jofx4bk7vd74yqcb11,S. Carroll,,,5607792647,213,1.45,5607792645,212,25.4,5607792639,56,Back,5607792643,141,79.3,5607792641,140,38.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793093817,21,1,1,1,4,b1rpb2ox52uxcmjrsnqd95pk5,1,40.6,84.5,2025-03-29T20:07:48.988Z,2025-03-29T20:07:52Z,7lnb14nmxv9gggyedv3tydvdg,D. Amoo-Mensah,,,5607792911,56,Left,5607792913,140,68.3,5607792919,213,6.19,5607792917,212,29.2,5607792915,141,80.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793093825,22,61,1,1,7,b1rpb2ox52uxcmjrsnqd95pk5,0,67.6,82.7,2025-03-29T20:07:51.932Z,2025-03-29T20:07:52Z,9irc1xmfpa2395qef78rfyjje,J. Cedeño,,,5607792967,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793093953,5,5,1,1,8,83cpn99fh7ulkwe8nezy8a3mx,1,29.2,-1.8,2025-03-29T20:07:53.104Z,2025-03-29T21:06:14Z,7f1q3d59u9n16v9xrskfxqsq1,A. Dia,,,5607793943,233,23,5607793927,56,Back,5607793929,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793093835,23,5,1,1,8,b1rpb2ox52uxcmjrsnqd95pk5,0,70.8,101.8,2025-03-29T20:07:53.104Z,2025-03-29T21:06:14Z,9irc1xmfpa2395qef78rfyjje,J. Cedeño,,,5607793973,233,5,5607793061,347,,5607793059,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793093979,6,1,1,1,20,83cpn99fh7ulkwe8nezy8a3mx,1,21.1,0.0,2025-03-29T20:08:05.644Z,2025-03-29T20:08:08Z,cla0i94uyddjw7jzqoyfsplre,A. McFadden,,,5607794097,140,21.2,5607794095,56,Back,5607794101,212,10.6,5607794093,107,,5607794099,141,14.0,5607794103,213,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793094019,7,1,1,1,23,83cpn99fh7ulkwe8nezy8a3mx,0,21.2,14.0,2025-03-29T20:08:08.167Z,2025-03-29T20:09:24Z,869lv47g5aohwwzeyzx9xmt7u,Z. Duncan,,,5607794341,213,6.24,5607794343,1,,5607794339,212,54.6,5607794337,141,10.9,5607794329,157,,5607794333,140,73.2,5607794331,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793094043,24,1,1,1,25,b1rpb2ox52uxcmjrsnqd95pk5,0,29.2,89.7,2025-03-29T20:08:10.340Z,2025-03-29T20:08:11Z,7lnb14nmxv9gggyedv3tydvdg,D. Amoo-Mensah,,,5607794465,56,Back,5607794467,140,40.1,5607794469,141,86.6,5607794463,3,,5607794473,213,6.10,5607794471,212,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793094107,8,1,1,1,30,83cpn99fh7ulkwe8nezy8a3mx,0,64.7,8.2,2025-03-29T20:08:14.968Z,2025-03-29T20:08:17Z,cla0i94uyddjw7jzqoyfsplre,A. McFadden,,,5607794919,212,20.8,5607794917,141,22.8,5607794915,140,82.1,5607794921,213,0.50,5607794913,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793094185,25,12,1,1,36,b1rpb2ox52uxcmjrsnqd95pk5,1,12.2,74.4,2025-03-29T20:08:21.460Z,2025-03-29T20:08:23Z,9jc85hbpruze4v8u1pjzsjt62,M. Bryant,,,5607795379,167,,5607795349,212,15.1,5607795347,141,79.3,5607795345,140,0.0,5607795353,213,2.92,5607795343,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793094161,9,6,1,1,37,83cpn99fh7ulkwe8nezy8a3mx,1,94.4,21.5,2025-03-29T20:08:22.426Z,2025-03-29T21:05:55Z,cla0i94uyddjw7jzqoyfsplre,A. McFadden,,,5607795563,233,26,5607795367,56,Center,5607795369,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793094193,26,6,1,1,37,b1rpb2ox52uxcmjrsnqd95pk5,0,5.6,78.5,2025-03-29T20:08:22.426Z,2025-03-29T21:05:55Z,9jc85hbpruze4v8u1pjzsjt62,M. Bryant,,,5607795583,233,9,5607795529,73,,5607795525,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793094531,10,1,1,2,1,83cpn99fh7ulkwe8nezy8a3mx,1,99.5,0.5,2025-03-29T20:08:46.400Z,2025-03-29T20:08:49Z,d2ny0huv78m4m6p65y8eou7oq,T. Davila,,,5607797305,213,2.64,5607797303,212,17.8,5607797299,140,84.6,5607797301,141,13.1,5607797297,56,Right,5607797295,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793094547,11,1,1,2,3,83cpn99fh7ulkwe8nezy8a3mx,1,83.1,15.2,2025-03-29T20:08:47.976Z,2025-03-29T20:08:49Z,cxscznjyygtsgbajv08q04sq2,R. Serrano,,,5607797385,213,5.50,5607797383,212,9.0,5607797377,56,Right,5607797381,141,5.8,5607797379,140,89.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793094581,12,1,1,2,5,83cpn99fh7ulkwe8nezy8a3mx,0,89.9,8.3,2025-03-29T20:08:50.696Z,2025-03-29T20:10:42Z,d2ny0huv78m4m6p65y8eou7oq,T. Davila,,,5607797579,2,,5607797583,56,Center,5607797587,141,40.0,5607797589,212,24.5,5607797591,213,1.08,5607797585,140,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793094665,13,5,1,2,7,83cpn99fh7ulkwe8nezy8a3mx,0,101.0,40.4,2025-03-29T20:08:52.003Z,2025-03-29T20:09:05Z,d2ny0huv78m4m6p65y8eou7oq,T. Davila,,,5607798165,56,Center,5607798709,233,27,5607798169,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793094755,27,5,1,2,7,b1rpb2ox52uxcmjrsnqd95pk5,1,-1.0,59.6,2025-03-29T20:08:52.003Z,2025-03-29T21:06:14Z,9jc85hbpruze4v8u1pjzsjt62,M. Bryant,,,5607798673,233,13,5607798649,346,,5607798647,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793094839,28,1,1,2,23,b1rpb2ox52uxcmjrsnqd95pk5,1,5.2,55.4,2025-03-29T20:09:07.798Z,2025-03-29T20:09:10Z,974nt2pay3nvbe8uyzx0qdhxw,C. Herrera,,,5607799143,124,,5607799157,237,,5607799145,56,Back,5607799153,213,1.32,5607799147,140,9.1,5607799187,189,,5607799151,212,16.2,5607799149,141,78.5,,,,,,,,,,,,,,,,,,,,,,,,,
2793094857,29,1,1,2,25,b1rpb2ox52uxcmjrsnqd95pk5,1,9.1,78.5,2025-03-29T20:09:10.436Z,2025-03-29T20:09:11Z,7lnb14nmxv9gggyedv3tydvdg,D. Amoo-Mensah,,,5607799269,213,1.12,5607799267,212,11.9,5607799263,141,94.2,5607799259,140,14.0,5607799255,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793094921,30,1,1,2,26,b1rpb2ox52uxcmjrsnqd95pk5,1,14.0,94.2,2025-03-29T20:09:11.300Z,2025-03-29T20:09:15Z,62d3tsany7t5t2bwm4cx9pbai,A. Villanueva,,,5607799663,56,Back,5607799671,213,4.20,5607799665,140,11.8,5607799669,212,4.7,5607799667,141,88.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793094929,31,4,1,2,30,b1rpb2ox52uxcmjrsnqd95pk5,1,13.8,89.6,2025-03-29T20:09:15.204Z,2025-03-29T21:05:51Z,7lnb14nmxv9gggyedv3tydvdg,D. Amoo-Mensah,,,5607799757,294,,5607799763,285,,5607799755,13,,5607799761,152,,5607799759,56,Back,5607799895,233,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793094931,14,4,1,2,30,83cpn99fh7ulkwe8nezy8a3mx,0,86.2,10.4,2025-03-29T20:09:15.205Z,2025-03-29T21:05:51Z,achy1l1rfq2d4ftn6l1esht9m,A. Pérez,,,5607799869,152,,5607799923,233,31,5607799865,294,,5607799867,56,Right,5607799863,13,,5607799871,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793095481,32,1,1,3,12,b1rpb2ox52uxcmjrsnqd95pk5,0,10.4,90.0,2025-03-29T20:09:57.364Z,2025-03-29T20:10:01Z,974nt2pay3nvbe8uyzx0qdhxw,C. Herrera,,,5607802913,157,,5607802911,5,,5607802923,212,62.0,5607802921,141,86.2,5607802915,152,,5607802927,1,,5607802925,213,6.24,5607802919,140,69.4,5607802917,56,Left,,,,,,,,,,,,,,,,,,,,,,
2793095489,15,8,1,3,16,83cpn99fh7ulkwe8nezy8a3mx,1,25.9,38.6,2025-03-29T20:10:01.391Z,2025-03-29T20:10:02Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,,5607802981,56,Back,5607803019,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793095535,33,1,1,3,18,b1rpb2ox52uxcmjrsnqd95pk5,1,52.3,55.5,2025-03-29T20:10:03.404Z,2025-03-29T20:10:04Z,9jc85hbpruze4v8u1pjzsjt62,M. Bryant,,,5607803211,141,65.1,5607803213,212,7.5,5607803215,213,1.06,5607803207,56,Center,5607803209,140,55.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793095629,34,1,1,3,19,b1rpb2ox52uxcmjrsnqd95pk5,1,55.8,65.1,2025-03-29T20:10:04.524Z,2025-03-29T20:10:11Z,6rnuvzwbmj7qv80xlwkjvqnkl,J. Chapman,,,5607803773,56,Back,5607803775,140,31.3,5607803779,212,25.7,5607803781,213,3.12,5607803777,141,66.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793095655,35,1,1,3,26,b1rpb2ox52uxcmjrsnqd95pk5,1,31.4,65.7,2025-03-29T20:10:11.716Z,2025-03-29T20:10:13Z,28a0n53jofx4bk7vd74yqcb11,S. Carroll,,,5607803897,56,Back,5607803905,213,0.10,5607803899,140,35.9,5607803903,212,4.7,5607803901,141,66.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793095695,36,1,1,3,28,b1rpb2ox52uxcmjrsnqd95pk5,1,38.9,68.1,2025-03-29T20:10:13.148Z,2025-03-29T20:10:17Z,a6nj3s6nhav0ybrnhla1m67mc,M. Polisi,,,5607804133,56,Back,5607804141,213,2.96,5607804135,140,23.8,5607804137,141,72.3,5607804139,212,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793095803,37,1,1,3,32,b1rpb2ox52uxcmjrsnqd95pk5,1,23.8,72.3,2025-03-29T20:10:17.100Z,2025-03-29T20:10:22Z,28a0n53jofx4bk7vd74yqcb11,S. Carroll,,,5607804731,140,11.7,5607804733,141,57.3,5607804735,212,16.3,5607804737,213,3.82,5607804729,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793095855,38,1,1,3,37,b1rpb2ox52uxcmjrsnqd95pk5,0,10.9,43.3,2025-03-29T20:10:22.693Z,2025-03-29T20:10:26Z,974nt2pay3nvbe8uyzx0qdhxw,C. Herrera,,,5607805043,157,,5607805055,1,,5607805045,56,Center,5607805051,212,65.1,5607805053,213,0.09,5607805049,141,51.6,5607805047,140,72.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793095875,16,1,1,3,41,83cpn99fh7ulkwe8nezy8a3mx,1,31.1,50.3,2025-03-29T20:10:25.824Z,2025-03-29T20:10:27Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,,5607805163,141,49.6,5607805167,213,3.16,5607805165,212,21.6,5607805161,140,10.5,5607805159,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793095981,18,1,1,3,43,83cpn99fh7ulkwe8nezy8a3mx,1,10.5,49.6,2025-03-29T20:10:28.383Z,2025-03-29T20:10:32Z,a3k4grlhkn63p3xfb2rzslkdm,D. Las,,,5607805625,1,,5607805619,141,32.1,5607805617,140,24.0,5607805615,56,Back,5607805623,213,5.58,5607805621,212,18.5,5607805613,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793096017,19,1,1,3,47,83cpn99fh7ulkwe8nezy8a3mx,0,24.0,31.9,2025-03-29T20:10:32.279Z,2025-03-29T23:02:14Z,869lv47g5aohwwzeyzx9xmt7u,Z. Duncan,,,5607805831,56,Center,5607805839,213,6.16,5607805833,140,57.2,5607805841,1,,5607805835,141,25.5,5607805837,212,35.1,5607805829,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793096123,40,1,1,3,53,b1rpb2ox52uxcmjrsnqd95pk5,1,27.9,90.2,2025-03-29T20:10:37.820Z,2025-03-29T20:10:40Z,7lnb14nmxv9gggyedv3tydvdg,D. Amoo-Mensah,,,5607806473,141,78.2,5607806465,56,Back,5607806481,213,4.88,5607806477,212,8.3,5607806469,140,29.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793096153,41,1,1,3,55,b1rpb2ox52uxcmjrsnqd95pk5,1,32.6,76.3,2025-03-29T20:10:40.300Z,2025-03-29T20:10:42Z,28a0n53jofx4bk7vd74yqcb11,S. Carroll,,,5607806641,213,5.36,5607806635,140,35.9,5607806637,141,69.6,5607806639,212,5.7,5607806633,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
