id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/8/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2792968541,4,4,1,0,16,2n3wgr89m7jl8tmioemit2pgq,1,32.4,15.8,2025-03-29T18:06:41.159Z,2025-03-29T18:07:15Z,8qqehla9xvhut6uua4a0zcju2,S. Anderson,,,5607094355,152,,5607094353,56,Back,5607094429,233,8,5607098297,294,,5607094351,13,,5607094491,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792968499,8,4,1,0,16,5h878vnmkbuy2ummddprusxgq,0,67.6,84.2,2025-03-29T18:06:41.160Z,2025-03-29T18:06:46Z,2mgcta30puk8kuwb5mo4zvcnp,A. Moreno,,,5607094283,294,,5607094289,152,,5607094441,233,4,5607094281,13,,5607094287,56,Left,5607094439,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792968655,5,1,1,0,21,2n3wgr89m7jl8tmioemit2pgq,1,29.3,14.7,2025-03-29T18:06:45.812Z,2025-03-29T18:06:47Z,8qqehla9xvhut6uua4a0zcju2,S. Anderson,,,5607094735,56,Back,5607094741,212,8.4,5607094737,140,27.4,5607094731,5,,5607094739,141,26.7,5607094733,152,,5607094743,213,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792968739,6,1,1,0,22,2n3wgr89m7jl8tmioemit2pgq,1,27.4,26.7,2025-03-29T18:06:46.547Z,2025-03-29T18:07:03Z,984jr9d6sbi5l5vt9ct1b6cph,A. Diz,,,5607095189,212,24.7,5607095187,141,63.0,5607095185,140,27.4,5607095191,213,1.57,5607095183,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792968811,7,1,1,0,28,2n3wgr89m7jl8tmioemit2pgq,0,28.5,68.2,2025-03-29T18:06:53.044Z,2025-03-29T18:06:55Z,38ghqgck8fwnxap6em08avzs9,J. Scarlett,,,5607095535,56,Left,5607095541,212,38.8,5607095537,140,58.7,5607095545,1,,5607095539,141,100.0,5607095543,213,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792968823,8,5,1,0,31,2n3wgr89m7jl8tmioemit2pgq,0,57.6,101.2,2025-03-29T18:06:55.423Z,2025-03-29T20:33:22Z,38ghqgck8fwnxap6em08avzs9,J. Scarlett,,,5607095609,347,,5607096809,233,9,5607095605,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792969025,9,5,1,0,31,5h878vnmkbuy2ummddprusxgq,1,42.4,-1.2,2025-03-29T18:06:55.423Z,2025-03-29T20:33:22Z,2mgcta30puk8kuwb5mo4zvcnp,A. Moreno,,,5607096689,347,,5607096771,233,8,5607096687,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792969183,10,1,1,0,38,5h878vnmkbuy2ummddprusxgq,1,44.3,0.0,2025-03-29T18:07:02.760Z,2025-03-29T20:26:09Z,1jhs3g95t0ah1hx3fwlo14kmi,G. Diaz,,,5607097513,140,69.6,5607097511,56,Right,5607097509,107,,5607097519,213,0.21,5607097515,141,6.8,5607097517,212,27.1,5607097521,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792969197,11,4,1,0,44,5h878vnmkbuy2ummddprusxgq,1,75.3,10.0,2025-03-29T18:07:08.832Z,2025-03-29T18:07:14Z,cqmvrx028gh19yh8qh7w01y0a,R. Avila,,,5607097727,286,,5607097911,233,9,5607097723,56,Right,5607097725,152,,5607097719,13,,5607098137,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792969211,9,4,1,0,44,2n3wgr89m7jl8tmioemit2pgq,0,24.7,90.0,2025-03-29T18:07:08.833Z,2025-03-29T18:07:14Z,38ghqgck8fwnxap6em08avzs9,J. Scarlett,,,5607097869,56,Back,5607097871,152,,5607097867,295,,5607097965,233,11,5607097865,13,,5607097873,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792970135,12,1,1,1,28,5h878vnmkbuy2ummddprusxgq,0,80.3,5.6,2025-03-29T18:07:53.264Z,2025-03-29T18:07:55Z,1jhs3g95t0ah1hx3fwlo14kmi,G. Diaz,,,5607102809,5,,5607102833,212,26.0,5607102825,140,91.6,5607102835,213,1.10,5607102807,2,,5607102829,141,39.7,5607102817,152,,5607102821,56,Center,5607102813,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792970201,10,12,1,1,32,2n3wgr89m7jl8tmioemit2pgq,1,18.9,55.7,2025-03-29T18:07:56.356Z,2025-03-29T18:10:21Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,,5607103255,140,38.3,5607103261,141,42.7,5607103251,56,Back,5607103267,213,5.87,5607103265,212,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792970419,13,1,1,1,36,5h878vnmkbuy2ummddprusxgq,1,42.8,69.7,2025-03-29T18:08:00.809Z,2025-03-29T18:08:08Z,7ajceczjsu9ci4nqv9gg2860a,F. Daroma,,,5607104457,56,Back,5607104461,141,56.3,5607104463,212,31.0,5607104459,140,14.6,5607104465,213,3.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792970477,14,1,1,1,44,5h878vnmkbuy2ummddprusxgq,1,15.4,54.5,2025-03-29T18:08:08.824Z,2025-03-29T18:08:13Z,8y556fvv7asmfouaica4nbai1,J. Waite,,,5607104831,140,30.0,5607104835,212,15.4,5607104841,213,6.18,5607104829,56,Back,5607104833,141,52.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792970545,15,1,1,1,49,5h878vnmkbuy2ummddprusxgq,1,31.6,37.7,2025-03-29T18:08:13.728Z,2025-03-29T18:08:16Z,7ctc1xui7wk89o5v00z8ijqw9,E. Calvillo,,,5607105215,141,13.5,5607105207,56,Back,5607105219,212,16.5,5607105211,140,32.0,5607105223,213,4.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792970563,16,1,1,1,51,5h878vnmkbuy2ummddprusxgq,1,32.0,13.5,2025-03-29T18:08:16.137Z,2025-03-29T18:08:17Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5607105349,212,8.1,5607105347,141,5.3,5607105339,56,Back,5607105343,140,37.6,5607105351,213,5.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792970659,17,1,1,1,53,5h878vnmkbuy2ummddprusxgq,1,37.6,5.3,2025-03-29T18:08:17.424Z,2025-03-29T18:08:22Z,1jhs3g95t0ah1hx3fwlo14kmi,G. Diaz,,,5607105915,141,8.6,5607105921,213,0.34,5607105905,56,Back,5607105909,140,43.7,5607105919,212,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792970729,18,1,1,1,58,5h878vnmkbuy2ummddprusxgq,1,41.8,10.0,2025-03-29T18:08:22.320Z,2025-03-29T18:11:16Z,2mgcta30puk8kuwb5mo4zvcnp,A. Moreno,,,5607106275,141,5.6,5607106273,140,38.1,5607106277,212,4.9,5607106271,56,Back,5607106279,213,3.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792970667,11,83,1,1,58,2n3wgr89m7jl8tmioemit2pgq,0,43.3,80.0,2025-03-29T18:08:22.675Z,2025-03-29T18:08:27Z,38ghqgck8fwnxap6em08avzs9,J. Scarlett,,,5607106381,399,1jhs3g95t0ah1hx3fwlo14kmi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792971505,24,1,1,1,59,5h878vnmkbuy2ummddprusxgq,0,42.5,8.6,2025-03-29T18:08:24.104Z,2025-03-29T18:09:35Z,1jhs3g95t0ah1hx3fwlo14kmi,G. Diaz,,,5607110537,213,0.45,5607110535,212,3.6,5607113143,236,,5607110531,140,45.6,5607113151,286,,5607110533,141,10.9,5607110529,56,Back,5607113147,233,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792971879,22,74,1,1,59,2n3wgr89m7jl8tmioemit2pgq,1,43.9,87.1,2025-03-29T18:08:24.105Z,2025-03-29T21:10:57Z,38ghqgck8fwnxap6em08avzs9,J. Scarlett,,,5607112691,285,,5607113177,233,24,5607112689,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792970733,19,1,1,2,1,5h878vnmkbuy2ummddprusxgq,0,39.7,4.9,2025-03-29T18:08:26Z,2025-03-29T18:08:27Z,1jhs3g95t0ah1hx3fwlo14kmi,G. Diaz,,,5607106327,56,Right,5607106333,212,18.0,5607106335,213,6.23,5607106329,140,56.8,5607106331,141,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792970819,13,61,1,2,6,2n3wgr89m7jl8tmioemit2pgq,0,36.3,84.2,2025-03-29T18:08:30.412Z,2025-03-29T18:15:39Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,,5607106777,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792970925,21,1,1,2,10,5h878vnmkbuy2ummddprusxgq,1,74.8,19.1,2025-03-29T18:08:34.441Z,2025-03-29T18:08:37Z,2mgcta30puk8kuwb5mo4zvcnp,A. Moreno,,,5607107377,213,5.70,5607107375,212,16.0,5607107369,56,Right,5607107371,140,87.5,5607107373,141,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792970975,22,1,1,2,12,5h878vnmkbuy2ummddprusxgq,0,87.6,6.1,2025-03-29T18:08:37.144Z,2025-03-29T18:08:40Z,1jhs3g95t0ah1hx3fwlo14kmi,G. Diaz,,,5607107613,155,,5607107623,213,1.26,5607107615,56,Center,5607107621,212,45.6,5607107617,140,100.0,5607107611,2,,5607107625,1,,5607107619,141,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792971347,14,5,1,2,15,2n3wgr89m7jl8tmioemit2pgq,1,-0.8,34.0,2025-03-29T18:08:39.874Z,2025-03-29T20:33:23Z,dkk3twgai2ldi75eh0xr37hbe,M. Ngalina,,,5607109661,56,Back,5607109913,233,23,5607109665,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792971391,23,5,1,2,15,5h878vnmkbuy2ummddprusxgq,0,100.8,66.0,2025-03-29T18:08:39.874Z,2025-03-29T20:33:23Z,1jhs3g95t0ah1hx3fwlo14kmi,G. Diaz,,,5607109899,346,,5607109897,56,Center,5607109993,233,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792971481,15,1,1,2,35,2n3wgr89m7jl8tmioemit2pgq,1,3.4,49.9,2025-03-29T18:09:00.187Z,2025-03-29T18:09:08Z,crhe42indjb3mb7di7yh1zndg,A. Siaha,,,5607110387,237,,5607110379,141,25.9,5607110375,56,Back,5607110381,212,20.0,5607110377,140,14.4,5607110383,213,5.33,5607110373,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792971527,16,1,1,2,43,2n3wgr89m7jl8tmioemit2pgq,1,40.1,27.9,2025-03-29T18:09:08.244Z,2025-03-29T18:09:11Z,984jr9d6sbi5l5vt9ct1b6cph,A. Diz,,,5607110663,213,1.89,5607110655,56,Back,5607110657,140,31.2,5607110661,212,29.9,5607110659,141,69.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792971605,17,1,1,2,46,2n3wgr89m7jl8tmioemit2pgq,1,32.1,69.1,2025-03-29T18:09:11.067Z,2025-03-29T18:09:16Z,38ghqgck8fwnxap6em08avzs9,J. Scarlett,,,5607111123,213,0.85,5607111119,141,88.3,5607111117,140,43.1,5607111121,212,17.4,5607111115,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792971675,18,1,1,2,51,2n3wgr89m7jl8tmioemit2pgq,1,42.4,88.3,2025-03-29T18:09:15.883Z,2025-03-29T18:09:19Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,,5607111489,212,16.9,5607111485,140,30.6,5607111491,213,3.89,5607111487,141,71.5,5607111483,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792971769,19,1,1,2,54,2n3wgr89m7jl8tmioemit2pgq,1,35.8,62.9,2025-03-29T18:09:19.019Z,2025-03-29T18:09:25Z,38ghqgck8fwnxap6em08avzs9,J. Scarlett,,,5607112089,141,31.8,5607112093,213,4.67,5607112091,212,21.2,5607112085,56,Back,5607112087,140,34.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792971805,20,1,1,3,0,2n3wgr89m7jl8tmioemit2pgq,1,40.0,29.4,2025-03-29T18:09:25.123Z,2025-03-29T18:09:27Z,984jr9d6sbi5l5vt9ct1b6cph,A. Diz,,,5607112239,213,0.26,5607112231,56,Center,5607112237,212,41.9,5607112241,1,,5607112235,141,45.4,5607112229,155,,5607112233,140,78.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792971813,21,61,1,3,3,2n3wgr89m7jl8tmioemit2pgq,0,74.9,44.6,2025-03-29T18:09:27.684Z,2025-03-29T18:09:28Z,6pqwh2z47uwgr9u9y8n79ppzp,M. Hairston,,,5607112307,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792971963,26,1,1,3,5,5h878vnmkbuy2ummddprusxgq,1,9.1,37.4,2025-03-29T18:09:29.993Z,2025-03-29T18:09:36Z,8y556fvv7asmfouaica4nbai1,J. Waite,,,5607113223,140,36.3,5607113227,212,29.1,5607113225,141,29.2,5607113219,123,,5607113229,213,6.09,5607113221,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792971973,27,1,1,3,11,5h878vnmkbuy2ummddprusxgq,1,36.3,29.2,2025-03-29T18:09:35.744Z,2025-03-29T18:15:16Z,7ctc1xui7wk89o5v00z8ijqw9,E. Calvillo,,,5607113279,212,15.0,5607113281,213,3.39,5607113275,140,22.5,5607113277,141,23.7,5607113273,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792972053,28,1,1,3,12,5h878vnmkbuy2ummddprusxgq,1,22.5,23.7,2025-03-29T18:09:36.792Z,2025-03-29T18:15:18Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5607113691,141,52.5,5607113685,56,Back,5607113687,140,14.7,5607113695,213,1.97,5607113693,212,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792972067,29,1,1,3,15,5h878vnmkbuy2ummddprusxgq,1,15.3,54.0,2025-03-29T18:09:39.944Z,2025-03-29T18:09:40Z,9hqo1ykdlw9iv4tlo8d3vu9ec,B. Romero,,,5607113795,56,Back,5607113807,213,1.23,5607113803,212,19.5,5607113797,140,21.5,5607113799,141,81.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792972175,30,1,1,3,16,5h878vnmkbuy2ummddprusxgq,1,21.5,81.1,2025-03-29T18:09:40.728Z,2025-03-29T18:09:47Z,2mxaagzu9rb92z9880yjllbzd,W. Ackwei,,,5607114423,212,25.8,5607114425,213,6.23,5607114419,140,46.0,5607114421,141,79.1,5607114417,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792972183,31,4,1,3,19,5h878vnmkbuy2ummddprusxgq,1,46.2,80.6,2025-03-29T18:09:43.989Z,2025-03-29T18:15:19Z,7vs1eqm82fwwuhwfqodb3dyw9,R. Ruiz,,,5607114533,13,,5607114597,233,23,5607114537,152,,5607114541,286,,5607114535,56,Back,5607114539,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792972121,23,4,1,3,19,2n3wgr89m7jl8tmioemit2pgq,0,53.8,19.4,2025-03-29T18:09:43.990Z,2025-03-29T18:09:51Z,8qqehla9xvhut6uua4a0zcju2,S. Anderson,,,5607114155,13,,5607114157,56,Right,5607114161,265,,5607114163,285,,5607114159,152,,5607114663,233,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792972607,32,1,1,3,39,5h878vnmkbuy2ummddprusxgq,1,44.9,77.5,2025-03-29T18:10:03.808Z,2025-03-29T18:10:05Z,2mxaagzu9rb92z9880yjllbzd,W. Ackwei,,,5607116831,5,,5607116839,141,72.4,5607116841,212,14.6,5607116835,56,Back,5607116837,140,31.4,5607116843,213,3.38,5607116833,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792972629,33,1,1,3,40,5h878vnmkbuy2ummddprusxgq,1,31.4,72.4,2025-03-29T18:10:04.992Z,2025-03-29T18:10:06Z,9hqo1ykdlw9iv4tlo8d3vu9ec,B. Romero,,,5607116989,213,0.56,5607116981,56,Back,5607116983,140,39.7,5607116987,212,10.3,5607116985,141,80.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792972665,34,1,1,3,42,5h878vnmkbuy2ummddprusxgq,1,42.3,82.0,2025-03-29T18:10:06.608Z,2025-03-29T18:10:08Z,2mxaagzu9rb92z9880yjllbzd,W. Ackwei,,,5607117213,56,Center,5607117223,213,5.84,5607117217,140,58.8,5607117221,212,19.2,5607117219,141,69.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792972761,35,1,1,3,44,5h878vnmkbuy2ummddprusxgq,1,58.0,70.9,2025-03-29T18:10:08.624Z,2025-03-29T18:10:12Z,7vs1eqm82fwwuhwfqodb3dyw9,R. Ruiz,,,5607117795,141,92.0,5607117781,56,Left,5607117805,213,0.99,5607117787,140,67.0,5607117799,212,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792972771,36,50,1,3,47,5h878vnmkbuy2ummddprusxgq,1,68.8,81.8,2025-03-29T18:10:11.730Z,2025-03-29T18:10:17Z,2mgcta30puk8kuwb5mo4zvcnp,A. Moreno,,,5607117839,56,Left,5607117841,286,,5607118051,233,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792972789,24,7,1,3,47,2n3wgr89m7jl8tmioemit2pgq,1,31.2,18.2,2025-03-29T18:10:11.731Z,2025-03-29T18:10:18Z,8qqehla9xvhut6uua4a0zcju2,S. Anderson,,,5607117937,167,,5607117941,56,Back,5607117945,285,,5607117997,233,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792972907,25,5,1,3,49,2n3wgr89m7jl8tmioemit2pgq,0,38.4,-1.8,2025-03-29T18:10:13.361Z,2025-03-29T20:33:24Z,8qqehla9xvhut6uua4a0zcju2,S. Anderson,,,5607118561,347,,5607119737,233,37,5607118559,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
