id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value
2812285361,7,1,1,0,17,6597wqy6gmpv3zjx7rp8cdj46,1,24.7,53.4,2025-05-09T23:08:37.676Z,2025-05-09T23:08:39Z,ac5zpx8c09rtmidm654e67xsl,J. McGuire,,,5713644121,141,46.0,5713644123,212,5.0,5713644125,213,4.80,5713644119,140,25.1,5713644117,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812285367,8,1,1,0,19,6597wqy6gmpv3zjx7rp8cdj46,1,25.1,46.0,2025-05-09T23:08:39.341Z,2025-05-09T23:08:41Z,6jdsh8ubirqphhurw5rr7kz8q,B. Washington,,,5713644175,212,17.5,5713644177,213,4.99,5713644173,141,21.3,5713644171,140,29.7,5713644169,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812285375,9,1,1,0,21,6597wqy6gmpv3zjx7rp8cdj46,1,29.5,22.2,2025-05-09T23:08:41.231Z,2025-05-09T23:08:42Z,9tknltys66s9j8ljchwu5efv9,P. Craig,,,5713644239,56,Back,5713644245,212,10.3,5713644247,213,0.30,5713644241,140,38.9,5713644243,141,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812285383,10,1,1,0,22,6597wqy6gmpv3zjx7rp8cdj46,1,38.7,26.7,2025-05-09T23:08:42.517Z,2025-05-09T23:08:45Z,f21web74a70mly9i28jpa1yvp,C. Martin,,,5713644289,56,Back,5713644295,212,9.0,5713644293,141,13.5,5713644297,213,4.78,5713644291,140,39.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812285397,11,1,1,0,24,6597wqy6gmpv3zjx7rp8cdj46,1,39.4,14.0,2025-05-09T23:08:44.814Z,2025-05-09T23:08:49Z,411grh3cytippnnanb767qvsa,Rafa Mentzingen,,,5713644377,141,28.8,5713644373,56,Back,5713644375,140,33.5,5713644381,213,2.12,5713644379,212,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812285413,12,1,1,0,29,6597wqy6gmpv3zjx7rp8cdj46,1,29.3,33.9,2025-05-09T23:08:49.253Z,2025-05-09T23:08:51Z,f21web74a70mly9i28jpa1yvp,C. Martin,,,5713644449,140,39.9,5713644451,141,44.8,5713644453,212,13.4,5713644455,213,0.59,5713644447,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812285419,13,1,1,0,31,6597wqy6gmpv3zjx7rp8cdj46,1,39.4,42.4,2025-05-09T23:08:51.388Z,2025-05-09T23:08:54Z,ecipfh5r0gqsf0skgvgpu8cbu,Rodrigo da Costa,,,5713644481,213,4.81,5713644479,212,19.2,5713644475,140,41.1,5713644477,141,14.3,5713644473,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812285435,14,1,1,0,33,6597wqy6gmpv3zjx7rp8cdj46,1,39.5,16.4,2025-05-09T23:08:53.821Z,2025-05-09T23:08:58Z,411grh3cytippnnanb767qvsa,Rafa Mentzingen,,,5713644613,141,29.2,5713644617,213,0.33,5713644611,140,63.8,5713644609,56,Center,5713644615,212,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812285441,15,1,1,0,38,6597wqy6gmpv3zjx7rp8cdj46,1,60.5,29.4,2025-05-09T23:08:58.533Z,2025-05-09T23:09:01Z,ecipfh5r0gqsf0skgvgpu8cbu,Rodrigo da Costa,,,5713644639,212,21.5,5713644643,213,5.72,5713644635,141,12.6,5713644631,140,77.8,5713644625,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812285451,16,1,1,0,40,6597wqy6gmpv3zjx7rp8cdj46,1,87.0,13.3,2025-05-09T23:09:00.829Z,2025-05-10T15:53:08Z,7ejohb009byubwiqv36vag5jo,Pedro Dolabella,,,5713644705,56,Center,5713644707,140,79.9,5713644701,2,,5715847009,224,,5715847011,20,,5713644711,212,35.4,5713644709,141,64.2,5713644713,213,1.78,5715845877,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812285501,17,1,1,0,45,6597wqy6gmpv3zjx7rp8cdj46,1,77.4,56.8,2025-05-09T23:09:05.292Z,2025-05-10T15:53:01Z,4l0iztasx0cae3j4f15d8gd4a,J. Servania,1.0,,5713645261,210,13,5713645009,141,44.8,5713645011,212,8.3,5713645013,213,4.56,5713645005,56,Center,5713645007,140,76.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812285509,18,13,1,0,47,6597wqy6gmpv3zjx7rp8cdj46,1,76.9,46.6,2025-05-09T23:09:07.189Z,2025-05-10T15:53:27Z,411grh3cytippnnanb767qvsa,Rafa Mentzingen,,,5713645045,18,,5713645043,22,,5715848583,84,,5713645277,29,,5713645279,55,17,5713645285,103,38.9,5713645283,102,41.0,5713645289,230,99.0,5713645047,56,Center,5713645187,20,5713645291,231,50.2,5713645287,215,,,,,,,,,,,,,,,,,,,,
2812285603,4,5,1,0,50,cf5r1qpotp6n5i3vdchsp2en1,1,-1.0,57.8,2025-05-09T23:09:10.636Z,2025-05-10T00:11:27Z,5nv5d35t6x08kuujy5qptrlec,B. Jamison,,,5713645665,56,Back,5713645667,346,,5713645683,233,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812285527,19,5,1,0,50,6597wqy6gmpv3zjx7rp8cdj46,0,101.0,42.2,2025-05-09T23:09:10.636Z,2025-05-10T00:11:27Z,411grh3cytippnnanb767qvsa,Rafa Mentzingen,,,5713645687,233,4,5713645185,346,,5713645183,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812285635,5,1,1,1,10,cf5r1qpotp6n5i3vdchsp2en1,1,4.7,56.7,2025-05-09T23:09:30.693Z,2025-05-09T23:09:35Z,a2crcglwdookm6m397dxw2qdw,V. Latinovich,,,5713645831,237,,5713645819,56,Back,5713645823,141,50.1,5713645821,140,4.1,5713645827,213,4.57,5713645825,212,4.5,5713645817,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812285651,6,1,1,1,14,cf5r1qpotp6n5i3vdchsp2en1,0,8.8,50.3,2025-05-09T23:09:35.029Z,2025-05-09T23:09:37Z,9zolq6c0x4ubmtfusbz2c3xwq,C. Shutler,,,5713645925,212,24.6,5713645921,140,32.1,5713645923,141,54.5,5713645927,213,0.12,5713645919,56,Back,5713645929,1,,5713645917,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812285667,20,1,1,1,18,6597wqy6gmpv3zjx7rp8cdj46,1,67.0,46.4,2025-05-09T23:09:38.444Z,2025-05-09T23:09:39Z,f21web74a70mly9i28jpa1yvp,C. Martin,,,5713646005,141,46.1,5713646007,212,4.6,5713646003,140,71.4,5713646001,56,Center,5713645999,3,,5713646009,213,6.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812285679,22,1,1,1,19,6597wqy6gmpv3zjx7rp8cdj46,1,70.9,46.6,2025-05-09T23:09:39.774Z,2025-05-09T23:09:41Z,3cj2fww973bv21rfjlnu15yc4,A. Luckhurst,,,5713646049,56,Center,5713646057,213,1.43,5713646051,140,72.2,5713646053,141,61.1,5713646055,212,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812285685,23,1,1,1,21,6597wqy6gmpv3zjx7rp8cdj46,1,72.0,67.2,2025-05-09T23:09:41.756Z,2025-05-09T23:09:43Z,4l0iztasx0cae3j4f15d8gd4a,J. Servania,,,5713646085,212,11.5,5713646083,141,57.3,5713646087,213,3.77,5713646081,140,63.1,5713646079,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812285693,24,1,1,1,23,6597wqy6gmpv3zjx7rp8cdj46,1,63.3,58.8,2025-05-09T23:09:43.692Z,2025-05-09T23:09:45Z,1tsiml56f2xxym8h4tfjmho2c,M. Maldonado,,,5713646129,140,64.7,5713646135,213,4.82,5713646133,212,13.3,5713646131,141,39.4,5713646127,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812285715,25,1,1,1,25,6597wqy6gmpv3zjx7rp8cdj46,1,64.7,39.4,2025-05-09T23:09:45.773Z,2025-05-09T23:09:50Z,f21web74a70mly9i28jpa1yvp,C. Martin,,,5713646249,213,5.03,5713646245,141,12.0,5713646243,140,70.5,5713646247,212,19.6,5713646241,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812285725,26,1,1,1,29,6597wqy6gmpv3zjx7rp8cdj46,1,70.7,15.8,2025-05-09T23:09:49.797Z,2025-05-09T23:09:51Z,411grh3cytippnnanb767qvsa,Rafa Mentzingen,,,5713646315,213,2.89,5713646309,140,58.4,5713646313,212,13.3,5713646311,141,20.6,5713646307,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812285729,27,1,1,1,31,6597wqy6gmpv3zjx7rp8cdj46,1,58.7,21.6,2025-05-09T23:09:51.369Z,2025-05-09T23:09:54Z,9tknltys66s9j8ljchwu5efv9,P. Craig,,,5713646355,212,17.9,5713646351,140,44.7,5713646357,213,2.53,5713646353,141,36.7,5713646349,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812285757,28,1,1,1,34,6597wqy6gmpv3zjx7rp8cdj46,1,45.7,38.2,2025-05-09T23:09:54.236Z,2025-05-09T23:09:58Z,6jdsh8ubirqphhurw5rr7kz8q,B. Washington,,,5713646517,56,Back,5713646519,140,44.4,5713646525,213,1.65,5713646523,212,17.8,5713646521,141,64.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812285769,29,1,1,1,38,6597wqy6gmpv3zjx7rp8cdj46,1,54.1,59.1,2025-05-09T23:09:58.356Z,2025-05-09T23:10:02Z,vg3ha8h2d35wgexer2i6ao0k,F. Sundstrom,,,5713646585,213,4.33,5713646581,141,49.0,5713646583,212,7.4,5713646579,140,51.5,5713646577,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812285785,30,1,1,1,42,6597wqy6gmpv3zjx7rp8cdj46,1,62.8,43.3,2025-05-09T23:10:02.203Z,2025-05-09T23:10:04Z,1tsiml56f2xxym8h4tfjmho2c,M. Maldonado,,,5713646639,56,Center,5713646645,212,15.5,5713646641,140,71.3,5713646647,213,0.96,5713646643,141,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812285795,31,1,1,1,44,6597wqy6gmpv3zjx7rp8cdj46,1,67.7,62.9,2025-05-09T23:10:04.492Z,2025-05-09T23:10:07Z,7ejohb009byubwiqv36vag5jo,Pedro Dolabella,,,5713646679,213,1.06,5713646671,56,Left,5713646673,140,76.5,5713646677,212,19.1,5713646675,141,87.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812285801,32,1,1,1,47,6597wqy6gmpv3zjx7rp8cdj46,1,75.1,86.2,2025-05-09T23:10:07.700Z,2025-05-09T23:10:10Z,4l0iztasx0cae3j4f15d8gd4a,J. Servania,,,5713646691,140,67.1,5713646697,213,4.01,5713646693,141,71.7,5713646695,212,13.0,5713646689,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812285815,33,1,1,1,50,6597wqy6gmpv3zjx7rp8cdj46,1,66.2,67.6,2025-05-09T23:10:10.411Z,2025-05-09T23:10:12Z,1tsiml56f2xxym8h4tfjmho2c,M. Maldonado,,,5713646767,140,66.3,5713646765,56,Center,5713646769,141,54.3,5713646773,213,4.72,5713646771,212,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812285829,34,1,1,1,52,6597wqy6gmpv3zjx7rp8cdj46,1,67.5,54.5,2025-05-09T23:10:12.653Z,2025-05-09T23:10:16Z,f21web74a70mly9i28jpa1yvp,C. Martin,,,5713646861,140,65.6,5713646867,213,1.84,5713646863,141,65.2,5713646865,212,7.5,5713646859,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812285833,35,1,1,1,56,6597wqy6gmpv3zjx7rp8cdj46,1,62.5,67.3,2025-05-09T23:10:16.556Z,2025-05-09T23:10:18Z,1tsiml56f2xxym8h4tfjmho2c,M. Maldonado,,,5713646897,212,11.4,5713646891,56,Center,5713646893,140,70.6,5713646895,141,78.5,5713646899,213,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812285843,36,1,1,1,57,6597wqy6gmpv3zjx7rp8cdj46,1,70.3,77.8,2025-05-09T23:10:17.852Z,2025-05-09T23:10:19Z,f21web74a70mly9i28jpa1yvp,C. Martin,,,5713646951,213,3.72,5713646949,212,9.1,5713646945,140,63.0,5713646947,141,70.5,5713646943,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812285861,37,1,1,1,59,6597wqy6gmpv3zjx7rp8cdj46,1,62.7,70.8,2025-05-09T23:10:19.420Z,2025-05-09T23:10:23Z,1tsiml56f2xxym8h4tfjmho2c,M. Maldonado,,,5713647039,56,Center,5713647049,212,12.6,5713647051,213,6.19,5713647045,141,69.0,5713647041,140,74.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812285875,38,1,1,2,2,6597wqy6gmpv3zjx7rp8cdj46,0,71.1,73.4,2025-05-09T23:10:23.140Z,2025-05-09T23:10:30Z,7ejohb009byubwiqv36vag5jo,Pedro Dolabella,,,5713647121,213,0.23,5713647119,212,32.3,5713647115,140,100.0,5713647221,1,,5713647113,56,Left,5713647117,141,84.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812285933,7,5,1,2,5,cf5r1qpotp6n5i3vdchsp2en1,1,-1.6,20.0,2025-05-09T23:10:25.891Z,2025-05-10T00:11:27Z,6o5jqx64vum71hh2olnrb4178,K. Santos,,,5713647465,56,Back,5713647501,233,39,5713647467,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812285879,39,5,1,2,5,6597wqy6gmpv3zjx7rp8cdj46,0,101.6,80.0,2025-05-09T23:10:25.891Z,2025-05-10T00:11:28Z,4l0iztasx0cae3j4f15d8gd4a,J. Servania,,,5713647139,56,Left,5713647141,346,,5713647517,233,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812285963,8,1,1,2,23,cf5r1qpotp6n5i3vdchsp2en1,1,4.5,51.5,2025-05-09T23:10:43.952Z,2025-05-09T23:10:49Z,9zolq6c0x4ubmtfusbz2c3xwq,C. Shutler,,,5713647649,212,9.3,5713647645,140,7.1,5713647647,141,64.5,5713647641,124,,5713647643,56,Back,5713647651,213,1.27,5713647655,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812285977,9,1,1,2,28,cf5r1qpotp6n5i3vdchsp2en1,1,12.1,69.4,2025-05-09T23:10:49.158Z,2025-05-09T23:10:52Z,a2crcglwdookm6m397dxw2qdw,V. Latinovich,,,5713647719,56,Back,5713647725,212,20.8,5713647727,213,4.45,5713647723,141,39.8,5713647721,140,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812286009,10,1,1,2,32,cf5r1qpotp6n5i3vdchsp2en1,1,9.5,33.6,2025-05-09T23:10:52.541Z,2025-05-09T23:10:59Z,ds74l5fmanizrflvvfkl42pcl,T. Brewitt,,,5713647915,141,49.4,5713647917,212,12.2,5713647911,56,Back,5713647913,140,3.9,5713647919,213,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812286031,11,1,1,2,38,cf5r1qpotp6n5i3vdchsp2en1,1,8.4,51.3,2025-05-09T23:10:58.848Z,2025-05-09T23:11:01Z,9zolq6c0x4ubmtfusbz2c3xwq,C. Shutler,,,5713648045,213,5.09,5713648037,56,Back,5713648043,212,27.6,5713648041,141,13.5,5713648039,140,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812286041,12,1,1,2,40,cf5r1qpotp6n5i3vdchsp2en1,1,18.0,13.5,2025-05-09T23:11:01.093Z,2025-05-09T23:11:03Z,6o5jqx64vum71hh2olnrb4178,K. Santos,,,5713648089,212,18.5,5713648083,56,Back,5713648091,213,0.02,5713648087,141,14.0,5713648085,140,35.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812286045,13,1,1,2,43,cf5r1qpotp6n5i3vdchsp2en1,1,35.1,14.9,2025-05-09T23:11:03.718Z,2025-05-09T23:11:04Z,5nv5d35t6x08kuujy5qptrlec,B. Jamison,,,5713648119,213,0.54,5713648115,141,28.5,5713648113,140,49.7,5713648117,212,17.9,5713648109,168,,5713648111,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812286055,14,1,1,2,45,cf5r1qpotp6n5i3vdchsp2en1,0,53.5,27.7,2025-05-09T23:11:05.693Z,2025-05-09T23:11:06Z,6ydk69km9oe49cg6plrc6u0wk,L. MacKinnon,,,5713648165,141,0.0,5713648167,212,20.1,5713648163,140,57.1,5713648161,56,Right,5713648169,213,4.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812286057,15,5,1,2,46,cf5r1qpotp6n5i3vdchsp2en1,0,60.8,-1.4,2025-05-09T23:11:06.323Z,2025-05-10T00:11:29Z,6ydk69km9oe49cg6plrc6u0wk,L. MacKinnon,,,5713648173,347,,5713648553,233,40,5713648171,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812286123,40,5,1,2,46,6597wqy6gmpv3zjx7rp8cdj46,1,39.2,101.4,2025-05-09T23:11:06.323Z,2025-05-10T00:11:28Z,ecipfh5r0gqsf0skgvgpu8cbu,Rodrigo da Costa,,,5713648539,233,15,5713648523,347,,5713648521,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812286133,41,1,1,2,59,6597wqy6gmpv3zjx7rp8cdj46,1,33.0,100.0,2025-05-09T23:11:19.346Z,2025-05-09T23:11:39Z,4l0iztasx0cae3j4f15d8gd4a,J. Servania,,,5713648575,107,,5713648577,56,Back,5713649091,189,,5713648579,140,37.0,5713648583,212,12.4,5713648581,141,84.5,5713648585,213,5.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
