id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value
2788866637,6,1,1,0,9,aj8ytsr2ap33tod0hd8ofzaw9,1,62.9,56.3,2025-03-16T00:06:43.002Z,2025-03-16T00:06:44Z,do5q14naxm61jw8px8qvacn4k,B. Diallo,,,5584631325,141,29.4,5584631327,212,18.3,5584631321,56,Center,5584631329,213,4.71,5584631323,140,62.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788866659,7,1,1,0,10,aj8ytsr2ap33tod0hd8ofzaw9,1,62.8,29.4,2025-03-16T00:06:44.018Z,2025-03-16T00:06:46Z,2imizu6je16b3ssheijycxjh1,H. St Clair,,,5584631463,141,34.5,5584631461,140,54.7,5584631459,56,Center,5584631465,212,9.2,5584631467,213,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788866679,8,1,1,0,12,aj8ytsr2ap33tod0hd8ofzaw9,0,54.7,34.5,2025-03-16T00:06:46.539Z,2025-03-16T00:06:48Z,5ku33b8dbb20fhqdg8h83rdyi,A. Rogers,,,5584631551,56,Center,5584631553,140,78.5,5584631549,155,,5584631555,141,28.9,5584631557,212,25.3,5584631559,213,6.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788866687,5,8,1,0,15,5qfq6cwtrgzd2szijivns7rjl,1,47.1,90.9,2025-03-16T00:06:49.571Z,2025-03-16T00:06:49Z,bpkzxcqtmvei7lqkqzuvzelsl,A. Guillén,,,5584631595,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788866717,9,1,1,0,17,aj8ytsr2ap33tod0hd8ofzaw9,1,76.7,27.4,2025-03-16T00:06:51.555Z,2025-03-16T00:06:54Z,1d20nyyvmp0doobj6heejkowk,T. Calheira,,,5584631837,141,43.0,5584631841,213,2.01,5584631839,212,11.7,5584631835,140,71.9,5584631833,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788866751,10,1,1,0,20,aj8ytsr2ap33tod0hd8ofzaw9,1,71.1,47.8,2025-03-16T00:06:54.266Z,2025-03-16T00:06:58Z,1e1wh213cg8q6lsqa3kvbjdka,G. Colli,,,5584631989,141,90.2,5584631987,140,71.1,5584631985,56,Left,5584631991,212,28.8,5584631993,213,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788866783,11,1,1,0,24,aj8ytsr2ap33tod0hd8ofzaw9,1,71.1,90.2,2025-03-16T00:06:57.913Z,2025-03-16T00:07:01Z,dgpphcc9ql3pv3b4chhchml90,O. Damm,,,5584632203,141,83.8,5584632201,140,65.5,5584632207,213,3.78,5584632205,212,7.3,5584632199,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788866797,12,1,1,0,27,aj8ytsr2ap33tod0hd8ofzaw9,1,63.4,87.8,2025-03-16T00:07:00.834Z,2025-03-16T00:07:03Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,,5584632351,140,43.9,5584632353,141,74.7,5584632349,56,Back,5584632355,212,22.3,5584632357,213,3.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788866787,6,83,1,0,27,5qfq6cwtrgzd2szijivns7rjl,0,58.6,36.6,2025-03-16T00:07:00.995Z,2025-03-16T01:10:23Z,c08hvq1hplcct8kxrxucfpqp6,W. Pacius,,,5584882977,399,d99eakp27bro9g50wpzti8rca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788866801,13,43,1,0,29,aj8ytsr2ap33tod0hd8ofzaw9,1,0.0,0.0,2025-03-16T00:07:03.313Z,2025-03-16T00:07:08Z,d99eakp27bro9g50wpzti8rca,A. Cissoko,,,5584632387,286,0,5584632575,144,3,5584632385,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788866809,14,4,1,0,31,aj8ytsr2ap33tod0hd8ofzaw9,1,32.8,58.1,2025-03-16T00:07:04.954Z,2025-03-16T02:37:10Z,d99eakp27bro9g50wpzti8rca,A. Cissoko,,,5584882941,285,,5584632489,13,,5584632495,265,,5584882845,233,8,5584632491,56,Back,5584632493,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788866849,8,4,1,0,31,5qfq6cwtrgzd2szijivns7rjl,0,67.2,41.9,2025-03-16T00:07:04.955Z,2025-03-16T02:37:10Z,7ao58e6608lb8eu3dmk17jisp,O. Bassett,,,5584882907,233,14,5584632769,152,,5584632767,56,Center,5585123581,286,,5584632765,13,,5584632771,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788866839,7,43,1,0,36,5qfq6cwtrgzd2szijivns7rjl,1,0.0,0.0,2025-03-16T00:07:09.972Z,2025-03-16T00:07:29Z,7ao58e6608lb8eu3dmk17jisp,O. Bassett,,,5584632639,56,Center,5584633487,144,45,5584632641,286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788866999,15,1,1,0,56,aj8ytsr2ap33tod0hd8ofzaw9,1,42.9,76.9,2025-03-16T00:07:30.474Z,2025-03-16T00:07:35Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,,5584633775,141,19.5,5584633781,1,,5584633779,213,5.14,5584633777,212,42.9,5584633769,152,,5584633767,155,,5584633765,5,,5584633773,140,59.8,5584633771,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788867021,16,1,1,1,1,aj8ytsr2ap33tod0hd8ofzaw9,1,59.8,19.5,2025-03-16T00:07:35.010Z,2025-03-16T00:07:38Z,2imizu6je16b3ssheijycxjh1,H. St Clair,,,5584633925,141,44.6,5584633927,212,32.2,5584633929,213,2.58,5584633931,1,,5584633921,56,Back,5584633923,140,33.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788867049,17,1,1,1,4,aj8ytsr2ap33tod0hd8ofzaw9,1,32.2,46.6,2025-03-16T00:07:38.522Z,2025-03-16T00:07:42Z,d99eakp27bro9g50wpzti8rca,A. Cissoko,,,5584634119,213,1.70,5584634111,56,Back,5584634113,140,29.8,5584634117,212,20.1,5584634115,141,75.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788867085,18,1,1,1,8,aj8ytsr2ap33tod0hd8ofzaw9,1,29.8,79.7,2025-03-16T00:07:42.770Z,2025-03-16T00:07:46Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,,5584634329,213,0.13,5584634327,212,48.0,5584634325,141,88.7,5584634323,140,75.1,5584634315,155,,5584634331,1,,5584634319,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788867089,19,61,1,1,13,aj8ytsr2ap33tod0hd8ofzaw9,0,75.1,88.7,2025-03-16T00:07:46.818Z,2025-03-16T00:07:47Z,dgpphcc9ql3pv3b4chhchml90,O. Damm,,,5584634349,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788867127,9,56,1,1,18,5qfq6cwtrgzd2szijivns7rjl,1,7.7,19.1,2025-03-16T00:07:51.909Z,2025-03-16T00:07:52Z,ch01b74i78nggnffi81875ld6,P. Niyongabire,,,5584634599,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788867137,10,5,1,1,19,5qfq6cwtrgzd2szijivns7rjl,1,-0.8,18.0,2025-03-16T00:07:53.541Z,2025-03-16T02:38:34Z,ch01b74i78nggnffi81875ld6,P. Niyongabire,,,5584639749,346,,5584634651,56,Back,5585071329,233,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788867223,20,5,1,1,19,aj8ytsr2ap33tod0hd8ofzaw9,0,100.8,82.0,2025-03-16T00:07:53.541Z,2025-03-16T02:38:34Z,dgpphcc9ql3pv3b4chhchml90,O. Damm,,,5585071345,233,10,5584635189,56,Left,5584635191,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788867299,11,1,1,1,40,5qfq6cwtrgzd2szijivns7rjl,1,5.0,37.0,2025-03-16T00:08:14.332Z,2025-03-16T00:09:43Z,dp8j7znd4eavuoy3faqpamoa2,N. Campisi,,,5584635595,212,17.0,5584635589,56,Back,5584635597,213,0.56,5584640165,237,,5584640163,124,,5584635593,141,50.3,5584635591,140,18.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788867323,12,1,1,1,42,5qfq6cwtrgzd2szijivns7rjl,1,19.3,49.3,2025-03-16T00:08:16.724Z,2025-03-16T00:08:21Z,4l1wyg8j3u42b87477y3zm54a,C. MacPherson,,,5584635859,56,Back,5584635865,212,22.8,5584635867,213,5.07,5584635861,140,26.8,5584635863,141,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788867337,13,1,1,1,47,5qfq6cwtrgzd2szijivns7rjl,1,28.6,14.3,2025-03-16T00:08:21.660Z,2025-03-16T00:08:24Z,ch01b74i78nggnffi81875ld6,P. Niyongabire,,,5584635975,212,3.2,5584635977,213,2.49,5584635969,56,Back,5584635973,141,17.1,5584635971,140,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788867351,14,1,1,1,50,5qfq6cwtrgzd2szijivns7rjl,0,23.1,16.1,2025-03-16T00:08:24.165Z,2025-03-16T00:13:25Z,du5dg5x7as3ub1iemjuwdd6uh,R. Castellanos,,,5584636085,212,36.5,5584636087,213,0.15,5584636089,1,,5584636079,56,Center,5584636077,155,,5584636081,140,57.5,5584636083,141,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788867341,21,44,1,1,51,aj8ytsr2ap33tod0hd8ofzaw9,1,43.9,78.8,2025-03-16T00:08:25.787Z,2025-03-16T02:37:58Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,,5584636011,285,,5584636009,56,Back,5584636197,233,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788867359,15,44,1,1,51,5qfq6cwtrgzd2szijivns7rjl,0,56.1,21.2,2025-03-16T00:08:25.788Z,2025-03-16T02:37:58Z,c08hvq1hplcct8kxrxucfpqp6,W. Pacius,,,5584636129,286,,5584636127,56,Center,5584636205,233,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788867353,22,1,1,1,52,aj8ytsr2ap33tod0hd8ofzaw9,0,46.2,83.5,2025-03-16T00:08:26.131Z,2025-03-16T00:08:36Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,,5584636109,213,5.85,5584636105,212,12.3,5584636099,56,Center,5584636101,140,56.8,5584636097,3,,5584636103,141,75.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788867391,16,44,1,1,53,5qfq6cwtrgzd2szijivns7rjl,1,47.2,33.6,2025-03-16T00:08:26.954Z,2025-03-16T02:37:59Z,5s5sc7zxuw8cr7vyzeofb8hnu,D. Crisostomo,,,5584636599,233,23,5584636603,285,,5584636307,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788867365,23,44,1,1,53,aj8ytsr2ap33tod0hd8ofzaw9,0,52.8,66.4,2025-03-16T00:08:26.955Z,2025-03-16T02:37:59Z,do5q14naxm61jw8px8qvacn4k,B. Diallo,,,5584636149,56,Center,5584636151,286,,5584636663,233,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788867367,24,43,1,1,53,aj8ytsr2ap33tod0hd8ofzaw9,1,0.0,0.0,2025-03-16T00:08:27.058Z,2025-03-16T00:08:31Z,do5q14naxm61jw8px8qvacn4k,B. Diallo,,,5584636169,212,53.5,5584636167,141,0.0,5584636165,140,63.8,5584636171,213,4.85,5584636265,1,0,5584636159,3,0,5584636163,56,Right,5584636161,168,0,5584636365,144,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788867407,17,1,1,1,53,5qfq6cwtrgzd2szijivns7rjl,1,96.6,10.1,2025-03-16T00:08:27.236Z,2025-03-16T02:11:53Z,5s5sc7zxuw8cr7vyzeofb8hnu,D. Crisostomo,,,5584636387,212,56.3,5584636389,213,2.46,5585071585,1,,5584636385,141,62.4,5584636383,140,55.0,5584636381,56,Center,5584636379,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788867385,25,43,1,1,55,aj8ytsr2ap33tod0hd8ofzaw9,1,0.0,0.0,2025-03-16T00:08:29.386Z,2025-03-16T00:08:34Z,do5q14naxm61jw8px8qvacn4k,B. Diallo,,,5584636301,347,0,5584636481,144,5,5584636299,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788867411,18,1,1,1,58,5qfq6cwtrgzd2szijivns7rjl,1,54.9,65.8,2025-03-16T00:08:31.852Z,2025-03-16T00:17:07Z,4l1wyg8j3u42b87477y3zm54a,C. MacPherson,,,5584636427,141,71.8,5584636429,212,4.4,5584636425,140,53.4,5584636423,56,Center,5584636431,213,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788867431,19,1,1,1,58,5qfq6cwtrgzd2szijivns7rjl,1,53.4,71.8,2025-03-16T00:08:32.540Z,2025-03-16T00:08:35Z,8vcytrkvxzki08gxqpulol3hl,B. Bodily,,,5584636539,141,78.2,5584636541,212,13.2,5584636543,213,2.81,5584636535,140,41.5,5584636529,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788867459,20,1,1,2,1,5qfq6cwtrgzd2szijivns7rjl,1,39.5,78.2,2025-03-16T00:08:34.933Z,2025-03-16T00:17:10Z,bpkzxcqtmvei7lqkqzuvzelsl,A. Guillén,,,5584636709,56,Back,5584636713,141,49.6,5584636711,140,36.9,5584636715,212,19.6,5584636717,213,4.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788867493,21,1,1,2,4,5qfq6cwtrgzd2szijivns7rjl,1,32.4,39.5,2025-03-16T00:08:37.828Z,2025-03-16T00:08:43Z,2wufroeor0e7k6hvatj1ltwfe,L. Wyke,,,5584636925,1,,5584636913,56,Right,5584636911,155,,5584636917,141,20.0,5584636919,212,44.4,5584636921,213,5.98,5584636915,140,72.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788867513,22,1,1,2,9,5qfq6cwtrgzd2szijivns7rjl,1,74.4,20.0,2025-03-16T00:08:43.660Z,2025-03-16T00:08:45Z,7ao58e6608lb8eu3dmk17jisp,O. Bassett,,,5584637043,56,Center,5584637047,141,23.3,5584637049,212,3.6,5584637051,213,2.47,5584637045,140,71.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788867505,26,83,1,2,10,aj8ytsr2ap33tod0hd8ofzaw9,0,31.3,81.8,2025-03-16T00:08:44.731Z,2025-03-16T01:08:42Z,1e1wh213cg8q6lsqa3kvbjdka,G. Colli,,,5584637223,399,6mrzod8fbjpv5s30eyypfyv2t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788867535,23,1,1,2,11,5qfq6cwtrgzd2szijivns7rjl,1,72.1,23.7,2025-03-16T00:08:45.700Z,2025-03-16T00:08:48Z,6mrzod8fbjpv5s30eyypfyv2t,M. Arteaga,,,5584637175,213,2.72,5584637169,140,59.4,5584637167,56,Center,5584637171,141,32.4,5584637173,212,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788867539,24,1,1,2,14,5qfq6cwtrgzd2szijivns7rjl,1,57.1,34.3,2025-03-16T00:08:48.404Z,2025-03-16T00:08:51Z,du5dg5x7as3ub1iemjuwdd6uh,R. Castellanos,,,5584637185,141,27.3,5584637189,213,4.69,5584637187,212,4.8,5584637181,56,Center,5584637183,140,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788867587,25,1,1,2,17,5qfq6cwtrgzd2szijivns7rjl,1,55.5,27.4,2025-03-16T00:08:51.788Z,2025-03-16T00:08:54Z,2wufroeor0e7k6hvatj1ltwfe,L. Wyke,,,5584637493,140,66.6,5584637499,213,0.27,5584637491,56,Center,5584637497,212,12.1,5584637495,141,32.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788867613,26,1,1,2,20,5qfq6cwtrgzd2szijivns7rjl,1,66.1,31.9,2025-03-16T00:08:54.509Z,2025-03-16T00:08:57Z,4l1wyg8j3u42b87477y3zm54a,C. MacPherson,,,5584637627,212,8.0,5584637629,213,5.77,5584637623,140,72.7,5584637621,56,Center,5584637625,141,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788867661,27,1,1,2,23,5qfq6cwtrgzd2szijivns7rjl,1,72.1,26.1,2025-03-16T00:08:56.820Z,2025-03-16T00:09:00Z,ch01b74i78nggnffi81875ld6,P. Niyongabire,,,5584637893,213,3.33,5584637891,212,8.9,5584637885,56,Center,5584637887,140,63.8,5584637889,141,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788867677,28,1,1,2,26,5qfq6cwtrgzd2szijivns7rjl,0,62.2,17.3,2025-03-16T00:09:00.581Z,2025-03-16T00:09:03Z,2wufroeor0e7k6hvatj1ltwfe,L. Wyke,,,5584637995,56,Center,5584637997,140,85.0,5584637999,141,76.9,5584638005,1,,5584638001,212,47.1,5584638003,213,1.04,5584637993,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788867673,27,12,1,2,28,aj8ytsr2ap33tod0hd8ofzaw9,1,14.5,11.7,2025-03-16T00:09:02.299Z,2025-03-16T00:09:04Z,2imizu6je16b3ssheijycxjh1,H. St Clair,,,5584638077,167,,5584637981,213,4.34,5584637975,212,10.0,5584637971,140,11.0,5584638011,15,,5584637973,141,0.0,5584637969,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788867687,28,5,1,2,29,aj8ytsr2ap33tod0hd8ofzaw9,0,11.6,-1.7,2025-03-16T00:09:03.604Z,2025-03-16T02:38:35Z,2imizu6je16b3ssheijycxjh1,H. St Clair,,,5584638059,347,,5584638311,233,29,5584638057,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788867727,29,5,1,2,29,5qfq6cwtrgzd2szijivns7rjl,1,88.4,101.7,2025-03-16T00:09:03.604Z,2025-03-16T02:38:35Z,2wufroeor0e7k6hvatj1ltwfe,L. Wyke,,,5584638269,56,Left,5584638271,347,,5584638299,233,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
