id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/8/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId
2790978967,9,1,1,0,15,224tl8u2smnbyliroayk69nt0,1,23.5,62.4,2025-03-22T23:08:02.697Z,2025-03-22T23:08:06Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5596237223,213,1.44,5596237217,140,25.4,5596237219,141,85.0,5596237215,56,Back,5596237221,212,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790978971,10,1,1,0,19,224tl8u2smnbyliroayk69nt0,1,25.2,82.4,2025-03-22T23:08:06.521Z,2025-03-22T23:08:08Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,,5596237251,141,62.0,5596237255,213,4.51,5596237249,140,22.5,5596237247,56,Back,5596237253,212,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790978979,11,1,1,0,20,224tl8u2smnbyliroayk69nt0,1,22.7,61.4,2025-03-22T23:08:08.001Z,2025-03-22T23:08:10Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5596237287,141,30.6,5596237289,212,21.0,5596237291,213,4.77,5596237285,140,23.9,5596237283,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790978983,12,1,1,0,22,224tl8u2smnbyliroayk69nt0,1,24.4,30.4,2025-03-22T23:08:10.113Z,2025-03-22T23:08:13Z,c8nk2hg1xy4h4646ajpq65dnu,I. Osumanu,,,5596237313,56,Back,5596237319,212,18.9,5596237321,213,5.17,5596237317,141,5.5,5596237315,140,32.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790978993,13,1,1,0,25,224tl8u2smnbyliroayk69nt0,1,32.1,4.0,2025-03-22T23:08:13.137Z,2025-03-22T23:15:12Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,,5596237377,213,2.13,5596237375,212,18.3,5596237371,140,22.8,5596237369,56,Back,5596237373,141,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790978995,14,1,1,0,29,224tl8u2smnbyliroayk69nt0,0,22.5,27.0,2025-03-22T23:08:16.644Z,2025-03-23T01:15:43Z,c8nk2hg1xy4h4646ajpq65dnu,I. Osumanu,,,5596237387,212,2.2,5596237391,236,,5596237385,141,29.2,5596237393,233,3,5596237389,213,0.76,5596237397,286,,5596237381,56,Back,5596237383,140,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790978991,3,74,1,0,29,2n3wgr89m7jl8tmioemit2pgq,1,74.5,59.6,2025-03-22T23:08:16.645Z,2025-03-22T23:08:18Z,9izknjlz6zunwjpo4u94q855g,M. Dieng,,,5596237405,233,14,5596237365,56,Center,5596237367,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790979005,15,51,1,0,31,224tl8u2smnbyliroayk69nt0,1,23.9,27.9,2025-03-22T23:08:18.809Z,2025-03-22T23:15:53Z,c8nk2hg1xy4h4646ajpq65dnu,I. Osumanu,,,5596237487,169,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790979007,4,13,1,0,32,2n3wgr89m7jl8tmioemit2pgq,1,86.4,59.7,2025-03-22T23:08:20.073Z,2025-03-24T07:08:20Z,9izknjlz6zunwjpo4u94q855g,M. Dieng,,,5596528363,214,,5596237461,22,,5596237617,102,47.7,5596237615,74,,5596237463,17,,5596237625,230,93.0,5596237627,231,54.9,5596237549,20,,5596237621,215,5596247735,468,15,5596237623,458,5596237465,56,Center,5596237619,103,68.1,,,,,,,,,,,,,,,
2790979019,5,5,1,0,33,2n3wgr89m7jl8tmioemit2pgq,0,101.0,53.4,2025-03-22T23:08:20.681Z,2025-03-23T00:06:51Z,9izknjlz6zunwjpo4u94q855g,M. Dieng,,,5596237545,346,,5596237543,56,Center,5596237611,233,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790979027,16,5,1,0,33,224tl8u2smnbyliroayk69nt0,1,-1.0,46.6,2025-03-22T23:08:20.681Z,2025-03-23T00:06:50Z,c8nk2hg1xy4h4646ajpq65dnu,I. Osumanu,,,5596237593,233,5,5596237589,346,,5596237587,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790979079,17,1,1,0,56,224tl8u2smnbyliroayk69nt0,1,4.6,48.8,2025-03-22T23:08:44.178Z,2025-03-22T23:16:50Z,a9lytq2ddavywxo7ib8uzbj6x,E. Dick,,,5596237899,141,70.5,5596237907,237,,5596237893,124,,5596249291,189,,5596237897,140,21.6,5596237903,213,0.69,5596237895,56,Back,5596237901,212,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790979083,18,1,1,0,59,224tl8u2smnbyliroayk69nt0,1,22.7,70.9,2025-03-22T23:08:46.578Z,2025-03-22T23:16:53Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5596237927,212,22.2,5596237925,141,89.6,5596237921,56,Back,5596249335,189,,5596237929,213,0.61,5596237923,140,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790979097,19,1,1,1,0,224tl8u2smnbyliroayk69nt0,1,40.5,90.8,2025-03-22T23:08:47.522Z,2025-03-22T23:08:52Z,cxrjwzo1fmvgcw8i820hwn07p,J. Etou,,,5596238045,212,23.2,5596238047,213,3.74,5596238043,141,71.7,5596238041,140,22.2,5596238039,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790979109,20,1,1,1,4,224tl8u2smnbyliroayk69nt0,1,29.1,76.3,2025-03-22T23:08:51.946Z,2025-03-22T23:08:55Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5596238123,141,73.5,5596238121,140,60.8,5596238129,1,,5596238119,56,Center,5596238127,213,6.23,5596238125,212,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790979117,21,1,1,1,7,224tl8u2smnbyliroayk69nt0,1,65.8,73.9,2025-03-22T23:08:55.046Z,2025-03-22T23:08:58Z,9jfh2t3w4aqc4o4rvjfk7xey1,A. Williams,,,5596238171,141,80.5,5596238175,213,2.74,5596238167,56,Left,5596238173,212,11.6,5596238169,140,55.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790979111,6,43,1,1,8,2n3wgr89m7jl8tmioemit2pgq,1,0.0,0.0,2025-03-22T23:08:55.498Z,2025-03-22T23:09:06Z,dqvxmefhimxvxstvlz5yd7ysp,J. Farrell,,,5596238237,399,e8rbnbqkrxia3lgt7agaid4kq,5596238307,144,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790979121,22,1,1,1,10,224tl8u2smnbyliroayk69nt0,1,55.1,86.2,2025-03-22T23:08:57.993Z,2025-03-22T23:09:00Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,,5596238195,141,90.9,5596238197,212,19.7,5596238191,56,Back,5596238199,213,2.98,5596238193,140,36.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790979125,23,1,1,1,13,224tl8u2smnbyliroayk69nt0,1,36.2,90.0,2025-03-22T23:09:00.458Z,2025-03-22T23:09:03Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5596238221,212,20.3,5596238223,213,4.41,5596238217,140,30.5,5596238219,141,61.5,5596238215,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790979139,24,1,1,1,15,224tl8u2smnbyliroayk69nt0,1,29.2,57.8,2025-03-22T23:09:03.258Z,2025-03-22T23:09:07Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,,5596238317,213,4.95,5596238315,212,20.5,5596238313,141,28.5,5596238309,56,Back,5596238311,140,33.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790979151,25,1,1,1,19,224tl8u2smnbyliroayk69nt0,1,38.6,30.0,2025-03-22T23:09:06.739Z,2025-03-22T23:09:11Z,c8nk2hg1xy4h4646ajpq65dnu,I. Osumanu,,,5596238393,213,2.15,5596238389,141,44.9,5596238387,140,32.3,5596238391,212,12.1,5596238385,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790979159,26,1,1,1,23,224tl8u2smnbyliroayk69nt0,1,44.2,63.9,2025-03-22T23:09:11.170Z,2025-03-22T23:09:15Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,,5596238431,56,Left,5596238439,213,0.91,5596238437,212,26.6,5596238435,141,94.7,5596238433,140,59.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790979169,27,1,1,1,27,224tl8u2smnbyliroayk69nt0,1,55.8,91.5,2025-03-22T23:09:14.978Z,2025-03-22T23:09:18Z,cxrjwzo1fmvgcw8i820hwn07p,J. Etou,,,5596238477,213,3.23,5596238475,212,20.2,5596238471,140,36.6,5596238469,56,Back,5596238473,141,88.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790979171,28,1,1,1,30,224tl8u2smnbyliroayk69nt0,1,40.0,88.9,2025-03-22T23:09:18.122Z,2025-03-22T23:09:20Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5596238487,141,96.0,5596238489,212,26.6,5596238491,213,0.18,5596238485,140,64.9,5596238483,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790979175,29,1,1,1,32,224tl8u2smnbyliroayk69nt0,1,64.9,96.0,2025-03-22T23:09:20.173Z,2025-03-22T23:09:24Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,,5596238513,140,68.0,5596238511,56,Center,5596238515,141,69.9,5596238517,212,18.0,5596238519,213,4.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790979189,30,1,1,1,36,224tl8u2smnbyliroayk69nt0,1,62.0,62.9,2025-03-22T23:09:23.947Z,2025-03-22T23:09:28Z,9jfh2t3w4aqc4o4rvjfk7xey1,A. Williams,,,5596238563,212,35.6,5596238559,140,61.4,5596238561,141,10.6,5596238557,56,Right,5596238567,1,,5596238565,213,4.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790979197,31,1,1,1,41,224tl8u2smnbyliroayk69nt0,1,75.7,11.4,2025-03-22T23:09:28.538Z,2025-03-22T23:18:25Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,,5596238609,212,13.6,5596238607,141,3.1,5596238605,140,87.5,5596238611,213,5.86,5596238603,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790979201,32,1,1,1,44,224tl8u2smnbyliroayk69nt0,1,86.9,3.4,2025-03-22T23:09:32.091Z,2025-03-22T23:09:34Z,5h4ldsd3uwkk4wxr9iqi5kqy2,A. O'Toole,,,5596238635,212,19.4,5596238637,213,3.10,5596238631,140,68.4,5596238633,141,4.6,5596238629,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790979209,33,1,1,1,46,224tl8u2smnbyliroayk69nt0,1,68.6,4.6,2025-03-22T23:09:34.027Z,2025-03-23T01:14:45Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,,5596238677,56,Right,5596238679,140,80.2,5596238683,212,12.3,5596238681,141,2.5,5596238685,213,6.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790979223,34,1,1,1,48,224tl8u2smnbyliroayk69nt0,0,84.1,3.4,2025-03-22T23:09:36.170Z,2025-03-24T07:09:06Z,5h4ldsd3uwkk4wxr9iqi5kqy2,A. O'Toole,,,5596238749,140,85.7,5596238753,212,5.6,5596238743,2,,5596238769,233,7,5596238751,141,11.3,5596238747,56,Right,5598575071,224,,5596238745,155,,5596238767,236,5596238755,213,1.27,5598575073,20,5596238773,286,,,,,,,,,,,,,,,,,,,
2790979227,7,12,1,1,48,2n3wgr89m7jl8tmioemit2pgq,1,7.7,91.8,2025-03-22T23:09:36.270Z,2025-03-22T23:09:40Z,c7q476j0dkl7e4fhqqlsp5rai,T. Presthus,,,5596238759,185,,5596238761,56,Back,5596238775,233,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790979229,8,6,1,1,52,2n3wgr89m7jl8tmioemit2pgq,0,10.4,90.6,2025-03-22T23:09:39.738Z,2025-03-24T07:09:08Z,c7q476j0dkl7e4fhqqlsp5rai,T. Presthus,,,5596238801,73,,5596238799,56,Back,5596238849,233,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790979233,35,6,1,1,52,224tl8u2smnbyliroayk69nt0,1,89.6,9.4,2025-03-22T23:09:39.738Z,2025-03-23T00:06:28Z,5h4ldsd3uwkk4wxr9iqi5kqy2,A. O'Toole,,,5596238843,233,8,5596238841,75,,5596238839,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790979341,36,1,1,2,21,224tl8u2smnbyliroayk69nt0,1,99.5,0.5,2025-03-22T23:10:08.859Z,2025-03-24T07:09:15Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,1.0,,5596239437,213,1.74,5596239435,212,37.4,5598575103,20,,5596239429,56,Center,5596239421,2,,5596239423,6,,5596239671,154,,5596239425,155,,5596239427,224,5596239669,210,13,5596239433,141,5596239439,1,,5596239431,140,93.6,54.8,,,,,,,,,,,,,,
2790979343,37,44,1,2,25,224tl8u2smnbyliroayk69nt0,1,92.9,55.3,2025-03-22T23:10:13.280Z,2025-03-23T00:06:40Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5596239445,286,,5596239443,56,Center,5596239451,233,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790979337,9,44,1,2,25,2n3wgr89m7jl8tmioemit2pgq,0,7.1,44.7,2025-03-22T23:10:13.281Z,2025-03-23T00:06:41Z,c7q476j0dkl7e4fhqqlsp5rai,T. Presthus,,,5596239403,285,,5596239461,233,37,5596239401,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790979355,38,13,1,2,26,224tl8u2smnbyliroayk69nt0,1,93.6,54.8,2025-03-22T23:10:14.228Z,2025-03-23T01:19:04Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5596239515,56,Center,5596239677,73,,5596239633,15,,5596239687,102,66.4,5596239691,230,99.1,5596239693,231,51.8,5596239681,154,,5596239689,103,18.1,5596239637,328,5596239683,55,36,5596239629,25,5596239679,29,,5596239513,17,,,,,,,,,,,,,,,,
2790979415,10,5,1,2,27,2n3wgr89m7jl8tmioemit2pgq,1,-0.7,38.4,2025-03-22T23:10:14.874Z,2025-03-23T00:06:51Z,c7q476j0dkl7e4fhqqlsp5rai,T. Presthus,,,5596239885,56,Back,5596239887,346,,5596252565,233,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790979363,39,5,1,2,27,224tl8u2smnbyliroayk69nt0,0,100.7,61.6,2025-03-22T23:10:14.874Z,2025-03-23T00:06:51Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5596239549,346,,5596252591,233,10,5596239547,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790979437,11,1,1,2,48,2n3wgr89m7jl8tmioemit2pgq,0,3.5,50.0,2025-03-22T23:10:35.786Z,2025-03-22T23:10:42Z,crhe42indjb3mb7di7yh1zndg,A. Siaha,,,5596239997,141,89.0,5596240007,74,,5596239995,140,65.2,5596239999,212,70.0,5596239991,124,,5596240001,213,0.39,5596240003,1,,5596239993,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790979441,40,44,1,2,53,224tl8u2smnbyliroayk69nt0,1,32.6,8.9,2025-03-22T23:10:40.579Z,2025-03-23T00:06:41Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,,5596240015,285,,5596240035,233,12,5596240013,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790979439,12,44,1,2,53,2n3wgr89m7jl8tmioemit2pgq,0,67.4,91.1,2025-03-22T23:10:40.580Z,2025-03-23T00:06:41Z,dkk3twgai2ldi75eh0xr37hbe,M. Ngalina,,,5596240043,233,40,5596240009,56,Left,5596240011,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790979467,41,1,1,2,53,224tl8u2smnbyliroayk69nt0,0,28.7,5.5,2025-03-22T23:10:40.963Z,2025-03-23T01:14:44Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,,5596240123,56,Right,5596240131,213,6.25,5596240125,140,53.1,5596240129,212,25.6,5596240127,141,4.3,5596240121,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790979469,13,83,1,2,58,2n3wgr89m7jl8tmioemit2pgq,0,44.2,92.6,2025-03-22T23:10:46.169Z,2025-03-22T23:10:48Z,6pqwh2z47uwgr9u9y8n79ppzp,M. Hairston,,,5596240203,399,5h4ldsd3uwkk4wxr9iqi5kqy2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790979477,42,1,1,2,59,224tl8u2smnbyliroayk69nt0,0,52.3,3.7,2025-03-22T23:10:46.803Z,2025-03-22T23:10:47Z,5h4ldsd3uwkk4wxr9iqi5kqy2,A. O'Toole,,,5596240191,213,0.39,5596240185,140,55.1,5596240187,141,5.5,5596240193,1,,5596240181,157,,5596240189,212,3.2,5596240183,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791402259,970,83,1,3,1,224tl8u2smnbyliroayk69nt0,1,58.8,17.0,2025-03-22T23:10:49.159Z,2025-03-24T07:10:28Z,5h4ldsd3uwkk4wxr9iqi5kqy2,A. O'Toole,,,5598575325,399,6pqwh2z47uwgr9u9y8n79ppzp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790979487,14,1,1,3,2,2n3wgr89m7jl8tmioemit2pgq,0,44.2,78.1,2025-03-22T23:10:50.331Z,2025-03-24T11:14:43Z,6pqwh2z47uwgr9u9y8n79ppzp,M. Hairston,,,5596247833,141,74.6,5596247829,56,Back,5596247837,213,3.27,5596247835,212,18.3,5596247831,140,26.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791402305,971,50,1,3,3,224tl8u2smnbyliroayk69nt0,1,67.3,21.2,2025-03-22T23:10:50.520Z,2025-03-24T11:14:32Z,9jfh2t3w4aqc4o4rvjfk7xey1,A. Williams,,,5598680473,233,15,5598575497,56,Center,5598575499,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790979497,15,7,1,3,3,2n3wgr89m7jl8tmioemit2pgq,1,32.7,78.8,2025-03-22T23:10:50.521Z,2025-03-24T11:14:31Z,38ghqgck8fwnxap6em08avzs9,J. Scarlett,,,5598575519,178,,5596247355,56,Back,5598575517,384,,5598575457,285,,5598680457,233,971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
