id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/11/value,qualifier/12/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2823769713,755,1,1,0,8,8cpjplodpphtkbt0hq8sr8mqs,1,78.3,26.7,2025-06-21T23:06:52.218Z,2025-06-22T01:28:33Z,n6ubi9lw3fjau0xzvd09myqy,J. O'Brien,,,5777457131,140,74.9,5777457135,212,6.6,5777457137,213,4.14,5777457129,56,Right,5777457133,141,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823711625,3,8,1,0,9,7c9knuwazz9k9449u5rnuuy5m,1,25.9,70.3,2025-06-21T23:06:53.379Z,2025-06-22T01:34:59Z,6fgrix1m2a1zkn8kvd29nbcvd,D. Peeters,,,5777130391,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823769511,767,3,1,0,9,7c9knuwazz9k9449u5rnuuy5m,0,25.8,72.6,2025-06-21T23:06:54.217Z,2025-06-22T01:53:44Z,6fgrix1m2a1zkn8kvd29nbcvd,D. Peeters,,,5777456001,56,Back,5777457671,233,756,5777456003,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823769801,756,7,1,0,10,8cpjplodpphtkbt0hq8sr8mqs,1,74.2,27.4,2025-06-21T23:06:54.218Z,2025-06-22T01:28:40Z,5fhb206czgy2ul5j0tsqeo7ah,E. Amoh,,,5777457645,56,Center,5777457657,233,767,5777457647,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823711673,5,1,1,0,14,7c9knuwazz9k9449u5rnuuy5m,1,38.3,60.3,2025-06-21T23:06:58.305Z,2025-06-21T23:06:59Z,40qi53orb0eur2jevowkvrcb8,P. Leal,,,5777130605,140,14.5,5777130603,56,Back,5777130609,212,31.5,5777130611,213,3.79,5777130607,141,32.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823711693,6,1,1,0,15,7c9knuwazz9k9449u5rnuuy5m,1,14.5,32.2,2025-06-21T23:06:59.347Z,2025-06-21T23:07:00Z,4nwnrf33mdxscx5rdaw1529cl,Y. Boudadi,,,5777130693,213,5.26,5777130685,56,Back,5777130691,212,18.7,5777130687,140,23.8,5777130689,141,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823711713,7,1,1,0,16,7c9knuwazz9k9449u5rnuuy5m,0,23.2,8.0,2025-06-21T23:07:00.787Z,2025-06-22T01:28:50Z,7wbwaew3d712kxl54ztdxe87o,S. Smart,,,5777130785,1,,5777130775,56,Center,5777130781,212,52.3,5777130777,140,71.4,5777130779,141,27.3,5777130783,213,0.25,5777130773,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823711763,8,1,1,0,24,8cpjplodpphtkbt0hq8sr8mqs,1,11.4,59.6,2025-06-21T23:07:08.306Z,2025-06-21T23:09:33Z,d38osra1p83cgtmrwqt6w60yy,H. Sulte,,,5777131013,56,Back,5777131015,140,19.3,5777131021,213,6.00,5777131017,141,56.1,5777131019,212,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823711775,9,1,1,0,26,8cpjplodpphtkbt0hq8sr8mqs,1,19.4,56.1,2025-06-21T23:07:10.962Z,2025-06-21T23:09:33Z,54yx5xkqrktd2hp0sxjx6hm8l,J. Musa,,,5777131089,141,63.9,5777131087,140,23.8,5777131091,212,7.0,5777131093,213,0.85,5777131085,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823711785,10,1,1,0,29,8cpjplodpphtkbt0hq8sr8mqs,1,24.7,62.4,2025-06-21T23:07:13.898Z,2025-06-21T23:09:32Z,2pka62t1zg04jwkcx6zbc4wlw,F. McRobb,,,5777131153,141,44.5,5777131157,213,4.31,5777131155,212,13.2,5777131151,140,19.8,5777131149,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823711797,11,1,1,0,31,8cpjplodpphtkbt0hq8sr8mqs,1,19.8,44.5,2025-06-21T23:07:15.539Z,2025-06-21T23:09:32Z,arxprecroj7kqwx1tmkhhfsdm,B. Ofeimu,,,5777131219,213,5.18,5777131217,212,19.3,5777131213,140,28.1,5777131215,141,19.1,5777131211,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823711819,12,1,1,0,33,8cpjplodpphtkbt0hq8sr8mqs,1,27.1,20.9,2025-06-21T23:07:17.290Z,2025-06-21T23:09:32Z,1lk61nwcvayf0ep21p31xcfzd,B. Rendón,,,5777131305,56,Back,5777131313,213,1.09,5777131311,212,6.6,5777131309,141,29.5,5777131307,140,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823711825,13,1,1,0,35,8cpjplodpphtkbt0hq8sr8mqs,1,30.0,29.5,2025-06-21T23:07:19.859Z,2025-06-21T23:09:31Z,e93nozniig2wriw9doit6a4tl,J. Murphy,,,5777131339,56,Back,5777131341,140,35.2,5777131345,212,7.6,5777131347,213,5.52,5777131343,141,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823711843,14,1,1,0,36,8cpjplodpphtkbt0hq8sr8mqs,1,35.3,21.9,2025-06-21T23:07:20.843Z,2025-06-21T23:09:31Z,2co6fedrz8anjzy9ise76dplh,J. Blake,,,5777131441,140,39.1,5777131445,212,10.2,5777131439,56,Back,5777131437,3,,5777131443,141,35.7,5777131447,213,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823711857,8,45,1,0,40,7c9knuwazz9k9449u5rnuuy5m,0,52.2,65.6,2025-06-21T23:07:24.347Z,2025-06-22T01:37:55Z,e6gr1t1rp2x7waywgzlrj8yqx,V. Noël,,,5777131519,233,15,5777131505,56,Center,5777131507,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823711851,15,3,1,0,40,8cpjplodpphtkbt0hq8sr8mqs,1,47.8,34.4,2025-06-21T23:07:24.347Z,2025-06-22T01:37:55Z,blts89a19itip4gjeagcwc1xx,C. Lindley,,,5777131487,286,,5777131485,56,Back,5777131511,233,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823711883,16,1,1,0,40,8cpjplodpphtkbt0hq8sr8mqs,1,40.7,36.4,2025-06-21T23:07:24.746Z,2025-06-21T23:09:30Z,blts89a19itip4gjeagcwc1xx,C. Lindley,,,5777131667,140,45.6,5777131673,213,1.40,5777131669,141,79.3,5777131665,56,Back,5777131671,212,29.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823711897,17,1,1,0,46,8cpjplodpphtkbt0hq8sr8mqs,1,55.3,79.7,2025-06-21T23:07:30.682Z,2025-06-21T23:09:30Z,54yx5xkqrktd2hp0sxjx6hm8l,J. Musa,,,5777131739,141,92.9,5777131737,140,63.1,5777131741,212,12.2,5777131735,56,Left,5777131743,213,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823711925,18,1,1,0,48,8cpjplodpphtkbt0hq8sr8mqs,1,62.7,92.6,2025-06-21T23:07:32.978Z,2025-06-21T23:09:30Z,2pka62t1zg04jwkcx6zbc4wlw,F. McRobb,,,5777131915,212,10.3,5777131909,56,Left,5777131911,140,54.5,5777131913,141,84.2,5777131917,213,3.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823711983,19,1,1,0,51,8cpjplodpphtkbt0hq8sr8mqs,1,53.3,82.1,2025-06-21T23:07:36.179Z,2025-06-21T23:09:29Z,blts89a19itip4gjeagcwc1xx,C. Lindley,,,5777132203,140,60.1,5777132201,56,Center,5777132205,141,75.9,5777132207,212,8.3,5777132209,213,5.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823711987,20,81,1,0,58,8cpjplodpphtkbt0hq8sr8mqs,0,58.8,75.4,2025-06-21T23:07:42.618Z,2025-06-21T23:07:45Z,,,,,5777132221,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823711995,9,27,1,1,1,7c9knuwazz9k9449u5rnuuy5m,1,0.0,0.0,2025-06-21T23:07:45.395Z,2025-06-22T01:53:22Z,,,,,5777487639,40,,5777487637,201,,5777132359,233,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823712007,21,27,1,1,1,8cpjplodpphtkbt0hq8sr8mqs,1,0.0,0.0,2025-06-21T23:07:45.395Z,2025-06-22T01:53:25Z,,,,,5777132317,233,9,5777487657,201,,5777487659,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823712027,10,28,1,1,4,7c9knuwazz9k9449u5rnuuy5m,1,0.0,0.0,2025-06-21T23:07:48.572Z,2025-06-21T23:07:50Z,,,,,5777132487,233,22,5777132407,55,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823712029,22,28,1,1,4,8cpjplodpphtkbt0hq8sr8mqs,1,0.0,0.0,2025-06-21T23:07:48.572Z,2025-06-21T23:07:49Z,,,,,5777132443,233,10,5777132411,55,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823712109,24,1,1,1,13,8cpjplodpphtkbt0hq8sr8mqs,1,36.2,64.2,2025-06-21T23:07:57.610Z,2025-06-21T23:09:29Z,blts89a19itip4gjeagcwc1xx,C. Lindley,,,5777132785,140,27.2,5777132783,56,Back,5777132787,141,66.0,5777132789,212,9.5,5777132791,213,3.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823712119,25,1,1,1,15,8cpjplodpphtkbt0hq8sr8mqs,1,27.2,66.0,2025-06-21T23:07:59.265Z,2025-06-21T23:09:28Z,97d0drjb3zqkh5ozfufg17nys,P. Hogan,,,5777132861,141,85.9,5777132865,213,0.50,5777132857,56,Left,5777132859,140,50.7,5777132863,212,28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823712139,26,1,1,1,17,8cpjplodpphtkbt0hq8sr8mqs,1,52.1,84.7,2025-06-21T23:08:01.938Z,2025-06-21T23:09:28Z,54yx5xkqrktd2hp0sxjx6hm8l,J. Musa,,,5777132971,212,2.9,5777132965,56,Left,5777132969,141,80.6,5777132973,213,4.97,5777132967,140,52.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823712143,27,4,1,1,18,8cpjplodpphtkbt0hq8sr8mqs,1,58.3,87.1,2025-06-21T23:08:02.265Z,2025-06-22T01:53:12Z,9tispdm7tc3te31awsfcmd905,A. Quinn,,,5777134319,286,,5777133025,13,,5777133031,265,,5777133029,152,,5777134333,233,12,5777133027,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823712123,12,4,1,1,18,7c9knuwazz9k9449u5rnuuy5m,0,41.7,12.9,2025-06-21T23:08:02.266Z,2025-06-22T01:37:28Z,4nwnrf33mdxscx5rdaw1529cl,Y. Boudadi,,,5777134337,233,27,5777132999,13,,5777133007,285,,5777133001,56,Back,5777133005,265,,5777133003,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823712175,28,1,1,1,22,8cpjplodpphtkbt0hq8sr8mqs,1,52.6,80.5,2025-06-21T23:08:06.898Z,2025-06-22T01:54:41Z,blts89a19itip4gjeagcwc1xx,C. Lindley,,,5777133143,140,41.9,5777133145,141,70.8,5777133141,56,Back,5777133149,213,3.67,5777487763,152,,5777133147,212,13.0,5777487761,5,,5777134731,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823712185,29,1,1,1,23,8cpjplodpphtkbt0hq8sr8mqs,1,41.9,70.8,2025-06-21T23:08:07.850Z,2025-06-21T23:09:27Z,97d0drjb3zqkh5ozfufg17nys,P. Hogan,,,5777133215,212,14.2,5777133211,140,51.9,5777133209,56,Center,5777133213,141,56.7,5777133217,213,5.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823712195,30,1,1,1,24,8cpjplodpphtkbt0hq8sr8mqs,1,51.9,56.7,2025-06-21T23:08:09.210Z,2025-06-21T23:09:27Z,e93nozniig2wriw9doit6a4tl,J. Murphy,,,5777133289,140,42.1,5777133287,56,Back,5777133295,213,2.67,5777133291,141,64.5,5777133293,212,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823712207,31,1,1,1,26,8cpjplodpphtkbt0hq8sr8mqs,1,42.2,64.5,2025-06-21T23:08:10.395Z,2025-06-21T23:09:26Z,97d0drjb3zqkh5ozfufg17nys,P. Hogan,,,5777133343,212,6.0,5777133339,140,45.9,5777133337,56,Back,5777133341,141,71.2,5777133345,213,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823712227,32,1,1,1,27,8cpjplodpphtkbt0hq8sr8mqs,1,45.9,71.2,2025-06-21T23:08:12.130Z,2025-06-21T23:09:26Z,54yx5xkqrktd2hp0sxjx6hm8l,J. Musa,,,5777133483,140,50.8,5777133489,213,5.57,5777133487,212,6.8,5777133485,141,64.6,5777133481,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823712253,33,1,1,1,30,8cpjplodpphtkbt0hq8sr8mqs,1,53.6,63.9,2025-06-21T23:08:15.122Z,2025-06-21T23:09:26Z,e93nozniig2wriw9doit6a4tl,J. Murphy,,,5777133613,140,67.7,5777133619,213,5.34,5777133617,212,25.2,5777133615,141,33.9,5777133611,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823712305,34,1,1,1,33,8cpjplodpphtkbt0hq8sr8mqs,1,67.6,26.5,2025-06-21T23:08:17.730Z,2025-06-21T23:09:25Z,2co6fedrz8anjzy9ise76dplh,J. Blake,,,5777133921,56,Right,5777133925,141,6.4,5777133923,140,82.9,5777133927,212,21.1,5777133929,213,5.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823712311,35,4,1,1,41,8cpjplodpphtkbt0hq8sr8mqs,1,92.7,14.2,2025-06-21T23:08:25.233Z,2025-06-22T01:37:29Z,1lk61nwcvayf0ep21p31xcfzd,B. Rendón,,,5777133953,265,,5777133977,233,13,5777133951,152,,5777133947,13,,5777133949,56,Right,5777136195,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823712295,13,4,1,1,41,7c9knuwazz9k9449u5rnuuy5m,0,7.3,85.8,2025-06-21T23:08:25.234Z,2025-06-22T01:37:29Z,20z2nx7xh9mgty7qp6xur14yy,G. Nigro,,,5777133967,265,,5777134351,285,,5777134355,55,14,5777133961,13,,5777133965,152,,5777133993,233,35,5777133963,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823712339,14,17,1,1,45,7c9knuwazz9k9449u5rnuuy5m,1,0.0,0.0,2025-06-21T23:08:30.090Z,2025-06-21T23:08:37Z,20z2nx7xh9mgty7qp6xur14yy,G. Nigro,,,5777134343,393,,5777134347,55,13,5777134345,13,243,5777134341,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823712813,36,1,1,2,44,8cpjplodpphtkbt0hq8sr8mqs,1,91.8,14.0,2025-06-21T23:09:28.722Z,2025-06-22T01:54:39Z,9tispdm7tc3te31awsfcmd905,A. Quinn,,,5777136617,5,,5777136619,155,,5777136629,212,32.7,5777136627,141,62.1,5777136631,213,1.56,5777136633,1,,5777136625,140,92.2,5777136621,152,,5777136615,2,5777136623,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,
2823712825,15,4,1,2,48,7c9knuwazz9k9449u5rnuuy5m,1,7.6,40.1,2025-06-21T23:09:32.903Z,2025-06-22T01:37:29Z,,,,,5777137319,233,37,5777136753,285,,5777136749,56,Back,5777136747,10,,5777136751,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823712819,37,4,1,2,48,8cpjplodpphtkbt0hq8sr8mqs,0,92.4,59.9,2025-06-21T23:09:32.904Z,2025-06-22T01:54:37Z,54yx5xkqrktd2hp0sxjx6hm8l,J. Musa,,,5777137309,10,,5777137311,152,,5777136657,56,Center,5777137313,286,,5777137327,233,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823713209,18,1,1,3,41,7c9knuwazz9k9449u5rnuuy5m,0,9.0,43.7,2025-06-21T23:10:26.113Z,2025-06-21T23:10:29Z,470xuwiwevwy86l2ararrkyga,R. Arozarena,,,5777138921,5,,5777138925,152,,5777138935,213,0.29,5777138931,141,69.9,5777138923,157,,5777138933,212,62.1,5777138937,1,,5777138927,56,Center,5777138929,140,,,,65.7,,,,,,,,,,,,,,,,,,,,,,,,
2823713223,38,1,1,3,46,8cpjplodpphtkbt0hq8sr8mqs,1,42.9,32.8,2025-06-21T23:10:30.673Z,2025-06-21T23:10:32Z,arxprecroj7kqwx1tmkhhfsdm,B. Ofeimu,,,5777138997,141,42.5,5777139001,213,0.22,5777138999,212,30.7,5777138991,3,,5777138995,140,71.5,5777138993,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823713289,40,1,1,3,54,8cpjplodpphtkbt0hq8sr8mqs,1,75.1,17.3,2025-06-21T23:10:38.746Z,2025-06-21T23:10:41Z,5fhb206czgy2ul5j0tsqeo7ah,E. Amoh,,,5777139405,140,66.0,5777139403,56,Center,5777139411,213,2.53,5777139409,212,11.6,5777139407,141,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823713319,41,1,1,3,57,8cpjplodpphtkbt0hq8sr8mqs,1,65.3,29.8,2025-06-21T23:10:41.386Z,2025-06-21T23:10:44Z,e93nozniig2wriw9doit6a4tl,J. Murphy,,,5777139545,140,60.6,5777139551,213,1.78,5777139543,56,Center,5777139547,141,63.9,5777139549,212,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823713351,42,1,1,4,0,8cpjplodpphtkbt0hq8sr8mqs,1,60.8,66.6,2025-06-21T23:10:44.697Z,2025-06-21T23:10:48Z,54yx5xkqrktd2hp0sxjx6hm8l,J. Musa,,,5777139727,213,4.80,5777139719,56,Center,5777139723,141,54.9,5777139721,140,61.5,5777139725,212,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823713367,43,1,1,4,4,8cpjplodpphtkbt0hq8sr8mqs,1,62.3,50.4,2025-06-21T23:10:48.882Z,2025-06-21T23:10:51Z,e93nozniig2wriw9doit6a4tl,J. Murphy,,,5777139823,213,0.86,5777139817,140,71.6,5777139819,141,67.2,5777139821,212,15.0,5777139815,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
