id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,qualifier/11/value
2822735029,6,1,1,0,12,ak0rmms5xl49w57i2rvid1tk9,1,47.2,32.1,2025-06-15T01:47:21.202Z,2025-06-15T01:47:27Z,3ljxfq84ubqzlooixppmpfdd6,J. Tejada,,5771642347,141,65.1,5771642343,56,Back,5771642345,140,41.0,5771642349,212,23.4,5771642351,213,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822735047,7,1,1,0,18,ak0rmms5xl49w57i2rvid1tk9,1,43.5,74.2,2025-06-15T01:47:27.250Z,2025-06-15T01:47:29Z,39t59x9q2xumbn2hphk7urp7u,I. Foster,,5771642417,212,17.0,5771642413,140,29.5,5771642415,141,61.5,5771642411,56,Back,5771642419,213,3.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822735079,8,1,1,0,20,ak0rmms5xl49w57i2rvid1tk9,1,29.5,61.5,2025-06-15T01:47:29.099Z,2025-06-15T01:47:34Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,5771642661,213,1.01,5771642655,140,38.9,5771642653,56,Back,5771642657,141,84.4,5771642659,212,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822735083,9,1,1,0,25,ak0rmms5xl49w57i2rvid1tk9,0,47.8,81.8,2025-06-15T01:47:34.515Z,2025-06-15T01:47:35Z,39t59x9q2xumbn2hphk7urp7u,I. Foster,,5771642671,141,60.9,5771642675,213,5.84,5771642677,1,,5771642673,212,32.9,5771642665,155,,5771642667,56,Center,5771642669,140,76.1,,,,,,,,,,,,,,,,,,,,,,,,,,
2822735111,8,1,1,0,28,b5l2e3csycjb8twvq9ek0j5gq,0,27.7,46.1,2025-06-15T01:47:37.590Z,2025-06-15T02:07:13Z,ei30dsbb51ri88sr7aku2t13p,G. Margvelashvili,,5771642839,212,10.2,5771642841,213,6.02,5771642833,56,Back,5771642837,141,42.2,5771642843,1,,5771642835,140,37.1,5771642831,157,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822735119,9,1,1,0,30,b5l2e3csycjb8twvq9ek0j5gq,1,46.2,30.1,2025-06-15T01:47:38.904Z,2025-06-15T01:51:15Z,cxnq0rc4u1efzt82nw3xgk355,P. Armenakas,,5771654573,213,3.11,5771654571,212,11.5,5771654567,140,35.3,5771654565,56,Back,5771654569,141,30.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822735121,10,1,1,0,30,b5l2e3csycjb8twvq9ek0j5gq,0,24.6,28.0,2025-06-15T01:47:39.287Z,2025-06-15T01:53:41Z,4e47ixpbc8x9qzn7l3aeej0tl,K. Greene,,5771662271,1,,5771662259,157,,5771662267,212,22.3,5771662263,140,44.9,5771662261,56,Back,5771662265,141,18.2,5771662269,213,5.98,,,,,,,,,,,,,,,,,,,,,,,,,,
2822735157,10,8,1,0,32,ak0rmms5xl49w57i2rvid1tk9,1,60.9,68.2,2025-06-15T01:47:41.002Z,2025-06-15T01:54:40Z,bjm0d2f9er34ymm41sulmkout,S. Echevarria,,5771643075,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822735171,12,1,1,0,35,ak0rmms5xl49w57i2rvid1tk9,1,72.4,82.0,2025-06-15T01:47:44.404Z,2025-06-15T01:55:10Z,dio84sg1k4gsedcpordxs69lg,Q. Huerman,,5771643159,213,2.89,5771643155,141,89.6,5771643151,56,Left,5771643153,140,53.2,5771643157,212,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822735195,13,1,1,0,36,ak0rmms5xl49w57i2rvid1tk9,1,53.2,89.6,2025-06-15T01:47:45.587Z,2025-06-15T01:56:50Z,39t59x9q2xumbn2hphk7urp7u,I. Foster,,5771643301,140,40.8,5771643305,212,19.1,5771643307,213,3.96,5771643303,141,69.1,5771643299,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822735217,14,1,1,0,38,ak0rmms5xl49w57i2rvid1tk9,0,40.8,69.1,2025-06-15T01:47:47.268Z,2025-06-15T01:47:49Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,5771643439,140,68.4,5771643435,155,,5771643437,56,Center,5771643447,1,,5771643443,212,41.4,5771643441,141,25.6,5771643445,213,5.49,,,,,,,,,,,,,,,,,,,,,,,,,,
2822735245,11,1,1,0,42,b5l2e3csycjb8twvq9ek0j5gq,0,22.2,75.4,2025-06-15T01:47:51.368Z,2025-06-15T01:47:59Z,2w7w1l7lwhu2u6nhvqg1bnd2h,N. Hackshaw,,5771643633,213,0.50,5771643631,212,20.3,5771643625,56,Back,5771643793,3,,5771643627,140,39.2,5771643629,141,89.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822735285,15,1,1,0,44,ak0rmms5xl49w57i2rvid1tk9,1,62.8,9.8,2025-06-15T01:47:53.363Z,2025-06-15T01:47:58Z,2h53fzt0ubszmkuwfnez8n622,A. Ward,,5771643851,56,Right,5771643855,141,8.2,5771643849,3,,5771643853,140,77.9,5771643857,212,15.9,5771643859,213,6.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822735293,16,1,1,0,49,ak0rmms5xl49w57i2rvid1tk9,1,77.9,8.2,2025-06-15T01:47:57.939Z,2025-06-15T01:56:18Z,cfx7vo0kbjvcly2nf1b7papsk,Y. Hanya,,5771643903,56,Back,5771643907,141,18.2,5771643905,140,48.3,5771643909,212,31.8,5771643911,213,2.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822735317,17,1,1,0,50,ak0rmms5xl49w57i2rvid1tk9,1,48.3,18.2,2025-06-15T01:47:58.691Z,2025-06-15T01:48:01Z,2h53fzt0ubszmkuwfnez8n622,A. Ward,,5771644039,212,26.9,5771644035,140,35.4,5771644041,213,2.10,5771644033,56,Back,5771644037,141,52.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822735357,18,1,1,0,52,ak0rmms5xl49w57i2rvid1tk9,1,35.8,51.0,2025-06-15T01:48:01.387Z,2025-06-15T01:48:05Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,5771644239,140,16.3,5771644237,56,Back,5771644245,213,2.98,5771644241,141,56.0,5771644243,212,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822735401,19,1,1,0,56,ak0rmms5xl49w57i2rvid1tk9,1,16.3,56.0,2025-06-15T01:48:04.939Z,2025-06-15T01:48:09Z,duuhalibp64gdz6nub5ub0ovd,C. Herrera,,5771644475,213,0.99,5771644471,141,83.8,5771644473,212,22.5,5771644469,140,28.0,5771644467,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822735407,20,1,1,1,1,ak0rmms5xl49w57i2rvid1tk9,1,31.4,73.3,2025-06-15T01:48:09.803Z,2025-06-15T01:48:10Z,39t59x9q2xumbn2hphk7urp7u,I. Foster,,5771644485,140,26.6,5771644483,56,Back,5771644487,141,55.2,5771644489,212,13.3,5771644491,213,4.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822735441,21,1,1,1,1,ak0rmms5xl49w57i2rvid1tk9,1,26.6,55.2,2025-06-15T01:48:10.388Z,2025-06-15T01:48:14Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,5771644633,213,4.54,5771644631,212,17.3,5771644629,141,30.1,5771644625,56,Back,5771644627,140,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822735471,22,1,1,1,5,ak0rmms5xl49w57i2rvid1tk9,0,24.5,24.6,2025-06-15T01:48:13.972Z,2025-06-15T01:48:17Z,dv0qqd4mx117y4al165nsdic4,T. Clegg,,5771644779,140,88.0,5771644775,155,,5771644777,56,Center,5771644781,141,39.7,5771644785,213,0.15,5771644783,212,67.5,5771644787,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822735701,13,1,1,1,29,b5l2e3csycjb8twvq9ek0j5gq,0,14.3,46.0,2025-06-15T01:48:38.118Z,2025-06-15T01:48:44Z,6j38lv6xa3gnzzsn5x2i35rdh,K. McIntosh,,5771646001,140,61.2,5771646005,212,50.1,5771646007,213,6.09,5771646003,141,32.1,5771645997,199,,5771645999,56,Center,5771646009,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822735707,23,44,1,1,35,ak0rmms5xl49w57i2rvid1tk9,1,36.6,66.0,2025-06-15T01:48:43.711Z,2025-06-15T03:53:17Z,bjm0d2f9er34ymm41sulmkout,S. Echevarria,,5771646023,285,,5771646041,233,14,5771646021,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822735705,14,44,1,1,35,b5l2e3csycjb8twvq9ek0j5gq,0,63.4,34.0,2025-06-15T01:48:43.712Z,2025-06-15T03:53:18Z,cclpvd1z3yyruciida1q3x4o9,P. Wilson,,5771646075,233,23,5771646019,286,,5771646017,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822735725,24,1,1,1,35,ak0rmms5xl49w57i2rvid1tk9,0,32.9,62.0,2025-06-15T01:48:44.300Z,2025-06-15T02:46:36Z,bjm0d2f9er34ymm41sulmkout,S. Echevarria,,5771646111,56,Back,5771646115,141,66.7,5771646109,3,,5771646117,212,3.4,5771646113,140,34.0,5771646119,213,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822739053,71,61,1,1,36,b5l2e3csycjb8twvq9ek0j5gq,1,64.7,23.0,2025-06-15T01:48:44.814Z,2025-06-15T01:58:35Z,cclpvd1z3yyruciida1q3x4o9,P. Wilson,,5771664859,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822735727,25,1,1,1,36,ak0rmms5xl49w57i2rvid1tk9,0,34.0,66.7,2025-06-15T01:48:45.323Z,2025-06-15T01:48:46Z,3ljxfq84ubqzlooixppmpfdd6,J. Tejada,,5771646131,140,47.5,5771646135,212,18.5,5771646133,141,84.1,5771646137,213,0.70,5771646139,1,,5771646127,157,,5771646129,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,
2822739713,81,8,1,1,38,b5l2e3csycjb8twvq9ek0j5gq,1,53.8,16.5,2025-06-15T01:48:47.281Z,2025-06-15T01:56:17Z,4e47ixpbc8x9qzn7l3aeej0tl,K. Greene,,5771668649,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822735785,15,1,1,1,39,b5l2e3csycjb8twvq9ek0j5gq,0,55.7,8.6,2025-06-15T01:48:48.504Z,2025-06-15T04:21:05Z,evk0esdocrzt5zxqmv4ostdcl,J. Damm,,5771646419,212,10.0,5771646421,213,1.52,5771646415,140,56.2,5771646411,155,,5771646417,141,23.3,5771646413,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822735763,26,8,1,1,41,ak0rmms5xl49w57i2rvid1tk9,1,39.9,68.7,2025-06-15T01:48:50.140Z,2025-06-15T01:48:55Z,3ljxfq84ubqzlooixppmpfdd6,J. Tejada,,5771646605,15,,5771646315,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822735771,27,43,1,1,41,ak0rmms5xl49w57i2rvid1tk9,1,0.0,0.0,2025-06-15T01:48:50.645Z,2025-06-15T01:48:55Z,3ljxfq84ubqzlooixppmpfdd6,J. Tejada,,5771646595,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822735821,16,1,1,1,45,b5l2e3csycjb8twvq9ek0j5gq,1,25.9,52.8,2025-06-15T01:48:54.439Z,2025-06-15T01:48:55Z,2w7w1l7lwhu2u6nhvqg1bnd2h,N. Hackshaw,,5771646621,141,49.3,5771646625,213,3.33,5771646623,212,12.4,5771646617,56,Back,5771646619,140,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822735839,17,1,1,1,46,b5l2e3csycjb8twvq9ek0j5gq,0,14.3,49.3,2025-06-15T01:48:55.562Z,2025-06-15T01:48:58Z,6j38lv6xa3gnzzsn5x2i35rdh,K. McIntosh,,5771646759,212,52.6,5771646761,213,0.01,5771646751,157,,5771646755,140,64.4,5771646763,1,,5771646753,56,Center,5771646757,141,49.7,,,,,,,,,,,,,,,,,,,,,,,,,,
2822735843,28,1,1,1,50,ak0rmms5xl49w57i2rvid1tk9,0,34.9,54.9,2025-06-15T01:48:59.276Z,2025-06-15T01:49:00Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,5771646789,212,23.3,5771646791,213,0.27,5771646793,1,,5771646783,56,Center,5771646787,141,63.9,5771646785,140,56.3,5771646781,157,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822735879,18,1,1,1,52,b5l2e3csycjb8twvq9ek0j5gq,1,32.9,30.9,2025-06-15T01:49:01.312Z,2025-06-15T01:49:06Z,4e47ixpbc8x9qzn7l3aeej0tl,K. Greene,,5771646959,213,3.09,5771646951,56,Back,5771646955,141,32.4,5771646957,212,18.2,5771646953,140,15.6,5771646949,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822736023,20,1,1,2,10,b5l2e3csycjb8twvq9ek0j5gq,0,15.4,34.5,2025-06-15T01:49:19.168Z,2025-06-15T01:49:23Z,6j38lv6xa3gnzzsn5x2i35rdh,K. McIntosh,,5771647743,199,,5771647747,140,67.3,5771647745,56,Right,5771647753,213,6.08,5771647749,141,17.9,5771647751,212,55.7,5771647755,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822736053,29,1,1,2,15,ak0rmms5xl49w57i2rvid1tk9,1,26.8,75.0,2025-06-15T01:49:24.236Z,2025-06-15T01:49:26Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,5771647919,3,,5771647923,140,36.7,5771647927,212,11.1,5771647931,213,5.93,5771647925,141,69.3,5771647921,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822736061,30,44,1,2,17,ak0rmms5xl49w57i2rvid1tk9,1,35.8,74.6,2025-06-15T01:49:25.775Z,2025-06-15T02:39:48Z,bjm0d2f9er34ymm41sulmkout,S. Echevarria,,5771647977,56,Back,5771647979,285,,5771647993,233,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822736051,21,44,1,2,17,b5l2e3csycjb8twvq9ek0j5gq,0,64.2,25.4,2025-06-15T01:49:25.776Z,2025-06-15T01:50:32Z,cxnq0rc4u1efzt82nw3xgk355,P. Armenakas,,5771647915,56,Center,5771647917,286,,5771648027,233,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822736079,31,1,1,2,17,ak0rmms5xl49w57i2rvid1tk9,1,36.7,69.3,2025-06-15T01:49:26.316Z,2025-06-15T02:01:31Z,bjm0d2f9er34ymm41sulmkout,S. Echevarria,,5771648043,168,,5771648047,140,41.9,5771648045,56,Back,5771648041,3,,5771648049,141,66.7,5771648053,213,5.97,5771648051,212,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,
2822736071,22,43,1,2,18,b5l2e3csycjb8twvq9ek0j5gq,1,0.0,0.0,2025-06-15T01:49:27.086Z,2025-06-15T01:49:33Z,4jq1xl8ott88bxfdo4bjm47hl,T. Gibson,,5771648011,286,0,5771648009,56,Center,5771648417,144,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822736085,32,44,1,2,18,ak0rmms5xl49w57i2rvid1tk9,1,38.6,73.0,2025-06-15T01:49:27.245Z,2025-06-15T02:02:01Z,6eqvj5hboqw5c21ofhsgo4p9l,M. Micaletto,,5771648077,56,Back,5771648101,233,23,5771648079,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822736077,23,44,1,2,18,b5l2e3csycjb8twvq9ek0j5gq,0,61.4,27.0,2025-06-15T01:49:27.246Z,2025-06-15T01:49:33Z,4jq1xl8ott88bxfdo4bjm47hl,T. Gibson,,5771648131,233,32,5771648037,56,Center,5771648039,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822736153,33,1,1,2,19,ak0rmms5xl49w57i2rvid1tk9,0,41.9,66.7,2025-06-15T01:49:27.780Z,2025-06-15T02:02:03Z,6eqvj5hboqw5c21ofhsgo4p9l,M. Micaletto,,5771648365,141,63.9,5771648361,56,Center,5771648363,140,57.5,5771648367,212,16.5,5771648359,3,,5771648369,213,6.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822736105,24,1,1,2,19,b5l2e3csycjb8twvq9ek0j5gq,0,54.7,25.0,2025-06-15T01:49:28.600Z,2025-06-15T01:49:29Z,ei30dsbb51ri88sr7aku2t13p,G. Margvelashvili,,5771648149,1,,5771648141,140,74.0,5771648145,212,26.9,5771648143,141,0.0,5771648147,213,5.56,5771648139,56,Right,5771648137,157,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822736115,25,5,1,2,20,b5l2e3csycjb8twvq9ek0j5gq,0,73.0,-1.2,2025-06-15T01:49:29.410Z,2025-06-15T03:53:33Z,ei30dsbb51ri88sr7aku2t13p,G. Margvelashvili,,5771648195,56,Right,5771649459,233,34,5771648197,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822736341,34,5,1,2,20,ak0rmms5xl49w57i2rvid1tk9,1,27.0,101.2,2025-06-15T01:49:29.410Z,2025-06-15T03:53:33Z,3ljxfq84ubqzlooixppmpfdd6,J. Tejada,,5771649425,347,,5771649433,233,25,5771649423,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822736375,35,1,1,2,43,ak0rmms5xl49w57i2rvid1tk9,0,28.7,100.0,2025-06-15T01:49:51.781Z,2025-06-15T01:49:55Z,39t59x9q2xumbn2hphk7urp7u,I. Foster,,5771649613,107,,5771649617,140,69.5,5771649615,56,Left,5771649619,141,81.2,5771649623,213,5.97,5771649625,1,,5771649621,212,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2822736399,26,4,1,2,48,b5l2e3csycjb8twvq9ek0j5gq,1,36.8,11.3,2025-06-15T01:49:57.488Z,2025-06-15T03:52:49Z,ei30dsbb51ri88sr7aku2t13p,G. Margvelashvili,,5771649881,13,,5771649885,56,Back,5771649883,295,,5771649887,152,,5771650207,233,36,5771649889,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822736429,36,4,1,2,48,ak0rmms5xl49w57i2rvid1tk9,0,63.2,88.7,2025-06-15T01:49:57.489Z,2025-06-15T03:52:49Z,cnqxbvy77blk2ulx06t65it49,A. Fontana,,5771650235,233,26,5771650157,152,,5771650153,295,,5771650155,56,Left,5771650151,13,,5771650159,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822736585,27,1,1,3,4,b5l2e3csycjb8twvq9ek0j5gq,1,32.1,8.5,2025-06-15T01:50:13.134Z,2025-06-15T01:50:15Z,4e47ixpbc8x9qzn7l3aeej0tl,K. Greene,,5771650839,212,27.1,5771650829,5,,5771650841,213,1.38,5771650837,141,47.6,5771650833,56,Back,5771650835,140,37.0,5771650831,152,,,,,,,,,,,,,,,,,,,,,,,,,,,
