id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/11/value,qualifier/10/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value
2823358645,6,1,1,0,10,7neuneh44n9rtsfsh6r0sb9no,1,31.2,51.8,2025-06-19T00:06:56.989Z,2025-06-19T00:06:59Z,5u1uufcs8jlvvkzodpi5ykovd,J. Timmer,,,5775163047,3,,5775163051,140,34.9,5775163055,212,4.7,5775163053,141,55.7,5775163049,56,Back,5775163057,213,0.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823358649,8,1,1,0,12,7neuneh44n9rtsfsh6r0sb9no,1,35.9,59.3,2025-06-19T00:06:59.705Z,2025-06-19T00:07:01Z,579n2n7oiogy83epzcfrxtd5h,N. Ross,,,5775163061,56,Back,5775163069,213,1.67,5775163067,212,18.4,5775163063,140,34.2,5775163065,141,86.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823358651,9,1,1,0,14,7neuneh44n9rtsfsh6r0sb9no,1,34.2,86.2,2025-06-19T00:07:01.110Z,2025-06-19T00:07:02Z,bgxiot2ugkc6t5jchxewen4k5,L. Desmond,,,5775163075,140,58.0,5775163073,56,Center,5775163077,141,77.3,5775163079,212,25.7,5775163081,213,6.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823358657,10,1,1,0,15,7neuneh44n9rtsfsh6r0sb9no,0,58.0,77.3,2025-06-19T00:07:02.589Z,2025-06-19T00:07:07Z,9lqozbr0ghw2fhep938p8snah,R. Cicerone,,,5775163119,213,0.55,5775163109,155,,5775163111,56,Left,5775163115,141,92.7,5775163117,212,19.9,5775163113,140,74.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823358663,6,56,1,0,16,c9xffml4i7ihblp1qhus9w3fu,1,18.7,13.5,2025-06-19T00:07:02.924Z,2025-06-19T00:14:35Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,,5775163137,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823358731,7,5,1,0,22,c9xffml4i7ihblp1qhus9w3fu,1,-1.6,20.3,2025-06-19T00:07:09.678Z,2025-06-19T01:03:47Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,,5775163491,233,11,5775163473,56,Back,5775163475,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823358661,11,5,1,0,22,7neuneh44n9rtsfsh6r0sb9no,0,101.6,79.7,2025-06-19T00:07:09.678Z,2025-06-19T01:03:47Z,cc7jk41tn9qi5px4pb9l4bn8q,R. Spaulding,,,5775163497,233,7,5775163135,346,,5775163133,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823358747,8,1,1,0,55,c9xffml4i7ihblp1qhus9w3fu,1,5.3,50.0,2025-06-19T00:07:42.243Z,2025-06-19T00:07:49Z,dlcxvrsqhiz8ce0nqnh6h6dw5,M. Van Oekel,,,5775163575,212,55.1,5775163583,74,,5775163573,141,69.7,5775163569,56,Center,5775163577,213,0.25,5775163579,1,,5775163567,124,,5775163571,140,56.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823358749,9,44,1,1,2,c9xffml4i7ihblp1qhus9w3fu,1,59.4,75.0,2025-06-19T00:07:48.861Z,2025-06-19T01:00:03Z,9etod4kwf9f5ye7jzc5ez0e3u,E. Laszo,,,5775163585,56,Center,5775163613,233,12,5775163587,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823358745,12,44,1,1,2,7neuneh44n9rtsfsh6r0sb9no,0,40.6,25.0,2025-06-19T00:07:48.862Z,2025-06-19T01:00:03Z,6e7vgxyzx00c79hw1wg4d01sk,C. Ukaegbu,,,5775163561,285,,5775163617,233,9,5775163559,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823358753,10,1,1,1,2,c9xffml4i7ihblp1qhus9w3fu,0,56.2,69.7,2025-06-19T00:07:49.283Z,2025-06-19T00:09:17Z,9etod4kwf9f5ye7jzc5ez0e3u,E. Laszo,,,5775163603,56,Center,5775163607,141,65.5,5775163605,140,59.2,5775163601,3,,5775163609,212,4.3,5775163611,213,5.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823359971,82,61,1,1,3,7neuneh44n9rtsfsh6r0sb9no,1,33.2,21.3,2025-06-19T00:07:50.351Z,2025-06-19T00:17:01Z,6e7vgxyzx00c79hw1wg4d01sk,C. Ukaegbu,,,5775170891,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823358761,13,1,1,1,3,7neuneh44n9rtsfsh6r0sb9no,0,34.9,26.5,2025-06-19T00:07:50.743Z,2025-06-19T00:07:51Z,ea8jgqvyafx5wvgd5d70mgx9m,J. Gurr,,,5775163637,157,,5775163643,141,34.3,5775163639,56,Back,5775163645,212,10.8,5775163641,140,43.9,5775163649,1,,5775163647,213,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823358763,11,1,1,1,4,c9xffml4i7ihblp1qhus9w3fu,0,60.8,58.7,2025-06-19T00:07:51.195Z,2025-06-19T00:09:18Z,272w5ezobn1o53b3yxnbgjckq,K. Hernández-Foster,,,5775163655,157,,5775163657,56,Center,5775163661,141,22.8,5775163665,213,5.10,5775163659,140,70.2,5775163667,1,,5775163663,212,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823358777,15,1,1,1,9,7neuneh44n9rtsfsh6r0sb9no,1,41.9,91.5,2025-06-19T00:07:56.542Z,2025-06-19T00:07:58Z,cc7jk41tn9qi5px4pb9l4bn8q,R. Spaulding,,,5775163715,140,47.2,5775163717,141,75.6,5775163721,213,5.19,5775163713,56,Back,5775163719,212,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823358793,16,1,1,1,12,7neuneh44n9rtsfsh6r0sb9no,1,53.2,78.4,2025-06-19T00:07:58.815Z,2025-06-19T00:08:07Z,8qjls72u1tvwuxas420p8ed5g,B. Willey,,,5775163831,56,Left,5775163839,213,0.45,5775163837,212,21.5,5775163833,140,71.7,5775163835,141,92.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823358795,17,3,1,1,18,7neuneh44n9rtsfsh6r0sb9no,0,76.0,86.2,2025-06-19T00:08:05.571Z,2025-06-19T00:59:57Z,9lqozbr0ghw2fhep938p8snah,R. Cicerone,,,5775163867,233,12,5775163851,286,,5775163849,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823358797,12,7,1,1,18,c9xffml4i7ihblp1qhus9w3fu,1,24.0,13.8,2025-06-19T00:08:05.572Z,2025-06-19T01:05:22Z,3yd4f60qwxrbs2rch6uobxqsp,P. Kavita,,,5775163857,233,17,5775163853,56,Back,5775163855,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823358799,13,4,1,1,21,c9xffml4i7ihblp1qhus9w3fu,1,24.0,14.2,2025-06-19T00:08:08.027Z,2025-06-19T00:08:14Z,3yd4f60qwxrbs2rch6uobxqsp,P. Kavita,,,5775163883,56,Back,5775163885,152,,5775163919,233,18,5775163887,265,,5775163881,13,,5775163889,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823358801,18,4,1,1,21,7neuneh44n9rtsfsh6r0sb9no,0,76.0,85.8,2025-06-19T00:08:08.028Z,2025-06-19T00:08:15Z,9lqozbr0ghw2fhep938p8snah,R. Cicerone,,,5775163879,286,,5775163871,13,,5775163877,265,,5775163925,233,13,5775163875,152,,5775163873,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823358845,14,1,1,1,49,c9xffml4i7ihblp1qhus9w3fu,0,19.5,25.2,2025-06-19T00:08:36.075Z,2025-06-19T00:08:38Z,dlcxvrsqhiz8ce0nqnh6h6dw5,M. Van Oekel,,,5775164229,212,50.2,5775164233,1,,5775164221,152,,5775164227,141,37.7,5775164217,5,,5775164225,140,66.6,5775164219,157,,5775164223,56,Center,5775164231,213,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823358843,19,44,1,1,50,7neuneh44n9rtsfsh6r0sb9no,1,30.6,62.5,2025-06-19T00:08:37.438Z,2025-06-19T01:00:03Z,5u1uufcs8jlvvkzodpi5ykovd,J. Timmer,,,5775164213,56,Back,5775164253,233,15,5775164215,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823358847,15,44,1,1,50,c9xffml4i7ihblp1qhus9w3fu,0,69.4,37.5,2025-06-19T00:08:37.439Z,2025-06-19T01:00:04Z,2rsduabh7r8i29f9i6znwbfu1,R. Damus,,,5775164239,286,,5775164257,233,19,5775164237,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823358853,20,1,1,1,50,7neuneh44n9rtsfsh6r0sb9no,1,25.7,62.9,2025-06-19T00:08:37.709Z,2025-06-19T00:08:40Z,5u1uufcs8jlvvkzodpi5ykovd,J. Timmer,,,5775164265,3,,5775164273,212,14.3,5775164275,213,0.17,5775164267,56,Back,5775164271,141,66.4,5775164269,140,39.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823358855,21,44,1,1,53,7neuneh44n9rtsfsh6r0sb9no,1,40.0,64.6,2025-06-19T00:08:39.994Z,2025-06-19T01:00:04Z,9lqozbr0ghw2fhep938p8snah,R. Cicerone,,,5775164283,233,16,5775164279,56,Back,5775164281,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823358851,16,44,1,1,53,c9xffml4i7ihblp1qhus9w3fu,0,60.0,35.4,2025-06-19T00:08:39.995Z,2025-06-19T01:00:05Z,272w5ezobn1o53b3yxnbgjckq,K. Hernández-Foster,,,5775164261,56,Center,5775164299,233,21,5775164263,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823358859,22,1,1,1,53,7neuneh44n9rtsfsh6r0sb9no,0,39.1,66.4,2025-06-19T00:08:40.502Z,2025-06-19T00:08:42Z,9lqozbr0ghw2fhep938p8snah,R. Cicerone,,,5775164303,3,,5775164305,56,Back,5775164313,213,0.86,5775164307,140,45.4,5775164309,141,77.8,5775164311,212,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823358865,17,1,1,1,56,c9xffml4i7ihblp1qhus9w3fu,0,58.2,12.2,2025-06-19T00:08:43.027Z,2025-06-19T00:08:45Z,beq6yluq1raxsrvxo77qlrf56,S. Turnbull,,,5775164335,56,Right,5775164341,212,26.1,5775164333,155,,5775164337,140,82.5,5775164339,141,20.0,5775164343,213,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823358881,23,1,1,2,0,7neuneh44n9rtsfsh6r0sb9no,1,20.1,87.4,2025-06-19T00:08:46.911Z,2025-06-19T00:08:49Z,bgxiot2ugkc6t5jchxewen4k5,L. Desmond,,,5775164433,213,0.09,5775164429,141,89.6,5775164435,1,,5775164423,157,,5775164431,212,17.1,5775164427,140,36.3,5775164425,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823358883,24,1,1,2,2,7neuneh44n9rtsfsh6r0sb9no,0,36.3,89.6,2025-06-19T00:08:49.064Z,2025-06-19T00:08:49Z,8qjls72u1tvwuxas420p8ed5g,B. Willey,,,5775164439,3,,5775164447,141,84.4,5775164443,56,Back,5775164445,140,46.2,5775164451,213,5.96,5775164441,168,,5775164449,212,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823358889,18,1,1,2,4,c9xffml4i7ihblp1qhus9w3fu,1,55.5,12.3,2025-06-19T00:08:50.811Z,2025-06-19T00:08:53Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,,5775164481,140,39.2,5775164479,56,Back,5775164487,213,2.43,5775164483,141,34.0,5775164485,212,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823358899,19,1,1,2,7,c9xffml4i7ihblp1qhus9w3fu,1,39.2,34.0,2025-06-19T00:08:53.867Z,2025-06-19T00:08:57Z,3yd4f60qwxrbs2rch6uobxqsp,P. Kavita,,,5775164533,141,58.1,5775164537,213,1.63,5775164529,56,Back,5775164535,212,16.4,5775164531,140,38.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823358903,20,1,1,2,10,c9xffml4i7ihblp1qhus9w3fu,1,38.3,58.1,2025-06-19T00:08:57.627Z,2025-06-19T00:08:59Z,9i7vyapra7fjdtv6xd9sms2ne,A. Paterson,,,5775164579,213,0.95,5775164571,56,Left,5775164577,212,30.3,5775164575,141,94.4,5775164573,140,55.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823358921,21,1,1,2,13,c9xffml4i7ihblp1qhus9w3fu,1,55.2,94.5,2025-06-19T00:08:59.827Z,2025-06-19T00:09:06Z,bxlh35ww96wgrsgfc8blou50p,M. Mensah,,,5775164689,212,30.9,5775164687,141,89.1,5775164683,56,Left,5775164691,213,6.16,5775164685,140,84.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823358927,22,1,1,2,19,c9xffml4i7ihblp1qhus9w3fu,1,89.3,93.8,2025-06-19T00:09:05.970Z,2025-06-19T00:09:09Z,7drelguz6c1htw10sq7zyxh0q,D. Trejo,,,5775164723,141,82.6,5775164727,213,4.42,5775164725,212,8.0,5775164719,56,Left,5775164721,140,87.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823358929,23,61,1,2,22,c9xffml4i7ihblp1qhus9w3fu,0,87.1,82.6,2025-06-19T00:09:09.026Z,2025-06-19T00:09:09Z,9etod4kwf9f5ye7jzc5ez0e3u,E. Laszo,,,5775164731,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823358933,24,5,1,2,23,c9xffml4i7ihblp1qhus9w3fu,0,101.0,75.7,2025-06-19T00:09:10.763Z,2025-06-19T01:03:48Z,9etod4kwf9f5ye7jzc5ez0e3u,E. Laszo,,,5775165091,233,25,5775164747,346,,5775164745,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823358995,25,5,1,2,23,7neuneh44n9rtsfsh6r0sb9no,1,-1.0,24.3,2025-06-19T00:09:10.763Z,2025-06-19T01:03:47Z,6e7vgxyzx00c79hw1wg4d01sk,C. Ukaegbu,,,5775165085,346,,5775165083,56,Back,5775165087,233,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823359009,26,1,1,2,54,7neuneh44n9rtsfsh6r0sb9no,1,4.2,53.9,2025-06-19T00:09:40.831Z,2025-06-19T00:09:45Z,9l35nvd07jhy457u1yehm3gx6,D. Vitiello,,,5775165161,212,65.8,5775165153,124,,5775165157,140,63.7,5775165169,74,,5775165155,56,Left,5775165163,213,0.32,5775165159,141,84.4,5775165165,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823359013,27,44,1,2,57,7neuneh44n9rtsfsh6r0sb9no,1,68.1,80.2,2025-06-19T00:09:44.354Z,2025-06-19T01:00:05Z,cc7jk41tn9qi5px4pb9l4bn8q,R. Spaulding,,,5775165189,286,,5775165187,56,Left,5775165199,233,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823359005,25,44,1,2,57,c9xffml4i7ihblp1qhus9w3fu,0,31.9,19.8,2025-06-19T00:09:44.355Z,2025-06-19T01:00:05Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,,5775165203,233,27,5775165139,285,,5775165137,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823359019,28,1,1,2,57,7neuneh44n9rtsfsh6r0sb9no,0,63.7,84.4,2025-06-19T00:09:44.456Z,2025-06-19T01:02:53Z,cc7jk41tn9qi5px4pb9l4bn8q,R. Spaulding,,,5775165215,141,83.6,5775165207,3,,5775165217,212,16.0,5775165213,140,78.9,5775165219,213,6.25,5775165209,168,,5775165211,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823359023,26,12,1,3,0,c9xffml4i7ihblp1qhus9w3fu,1,22.8,22.2,2025-06-19T00:09:47.747Z,2025-06-19T00:09:49Z,3yd4f60qwxrbs2rch6uobxqsp,P. Kavita,,,5775165229,212,15.6,5775165237,167,,5775165225,140,22.5,5775165231,213,4.69,5775165223,56,Back,5775165227,141,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823359025,27,5,1,3,1,c9xffml4i7ihblp1qhus9w3fu,0,22.4,-0.8,2025-06-19T00:09:48.652Z,2025-06-19T01:03:48Z,3yd4f60qwxrbs2rch6uobxqsp,P. Kavita,,,5775165235,347,,5775165423,233,29,5775165233,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823359053,29,5,1,3,1,7neuneh44n9rtsfsh6r0sb9no,1,77.6,100.8,2025-06-19T00:09:48.652Z,2025-06-19T01:03:48Z,cc7jk41tn9qi5px4pb9l4bn8q,R. Spaulding,,,5775165419,233,27,5775165417,347,,5775165415,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823359057,30,1,1,3,31,7neuneh44n9rtsfsh6r0sb9no,1,75.8,100.0,2025-06-19T00:10:17.958Z,2025-06-19T00:10:19Z,bgxiot2ugkc6t5jchxewen4k5,L. Desmond,,,5775165435,212,8.8,5775165429,56,Left,5775165437,213,4.48,5775165433,141,89.1,5775165427,107,,5775165431,140,73.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823359061,31,1,1,3,31,7neuneh44n9rtsfsh6r0sb9no,1,73.9,89.1,2025-06-19T00:10:18.590Z,2025-06-19T00:10:19Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,,,5775165449,141,92.1,5775165453,213,0.66,5775165447,140,76.4,5775165451,212,3.3,5775165445,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
