id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/10/value
2821717141,7,1,1,0,17,7c9knuwazz9k9449u5rnuuy5m,1,19.3,16.1,2025-06-08T01:07:08.789Z,2025-06-08T01:07:15Z,4nwnrf33mdxscx5rdaw1529cl,Y. Boudadi,,,5765951043,141,4.1,5765951041,140,38.7,5765951047,213,5.90,5765951045,212,21.9,5765951039,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821717145,8,61,1,0,23,7c9knuwazz9k9449u5rnuuy5m,0,38.7,4.1,2025-06-08T01:07:14.389Z,2025-06-08T01:07:15Z,bnsuxef1oaaye5fise5qlur8q,V. Covil,,,5765951067,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821717167,8,5,1,0,25,87c66ubwpzykovmkaf1t46bis,1,60.7,101.0,2025-06-08T01:07:15.913Z,2025-06-08T01:09:35Z,2ug51dfg4oerpnbudnkw497je,J. LaCava,,,5765951197,233,9,5765951177,347,,5765951175,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821717159,9,5,1,0,25,7c9knuwazz9k9449u5rnuuy5m,0,39.3,-1.0,2025-06-08T01:07:15.913Z,2025-06-08T03:04:00Z,bnsuxef1oaaye5fise5qlur8q,V. Covil,,,5765951131,56,Back,5765951133,347,,5765951219,233,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821717197,9,1,1,0,27,87c66ubwpzykovmkaf1t46bis,1,56.3,100.0,2025-06-08T01:07:18.176Z,2025-06-08T01:07:22Z,c481wk3de3opu190d8z99w8yy,N. Flores,,,5765951369,212,31.0,5765951371,213,3.39,5765951367,141,90.0,5765951361,107,,5765951365,140,27.7,5765951373,1,,5765951363,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821717233,10,1,1,0,31,87c66ubwpzykovmkaf1t46bis,1,28.8,83.6,2025-06-08T01:07:22.400Z,2025-06-08T01:07:26Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,,5765951603,141,43.7,5765951601,140,30.9,5765951607,213,4.79,5765951599,56,Back,5765951605,212,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821717251,11,1,1,0,35,87c66ubwpzykovmkaf1t46bis,1,31.3,38.6,2025-06-08T01:07:26.728Z,2025-06-08T01:07:30Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,,5765951701,56,Left,5765951707,212,38.5,5765951705,141,84.1,5765951709,213,0.93,5765951703,140,53.1,5765951711,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821717257,12,1,1,0,39,87c66ubwpzykovmkaf1t46bis,0,55.5,90.5,2025-06-08T01:07:29.999Z,2025-06-08T01:07:32Z,c481wk3de3opu190d8z99w8yy,N. Flores,,,5765951793,233,10,5765951743,56,Left,5765951751,213,0.04,5765951745,140,60.7,5765951747,141,90.8,5765951791,236,,5765951797,286,,5765951749,212,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821717261,10,74,1,0,39,7c9knuwazz9k9449u5rnuuy5m,1,44.2,5.2,2025-06-08T01:07:30Z,2025-06-08T01:26:28Z,4nwnrf33mdxscx5rdaw1529cl,Y. Boudadi,,,5765951823,233,12,5765951765,56,Back,5765951767,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821717275,11,5,1,0,40,7c9knuwazz9k9449u5rnuuy5m,0,47.3,-0.8,2025-06-08T01:07:31.810Z,2025-06-08T03:04:01Z,4nwnrf33mdxscx5rdaw1529cl,Y. Boudadi,,,5765952023,233,13,5765951865,56,Back,5765951867,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821717287,13,5,1,0,40,87c66ubwpzykovmkaf1t46bis,1,52.7,100.8,2025-06-08T01:07:31.810Z,2025-06-08T03:04:01Z,c481wk3de3opu190d8z99w8yy,N. Flores,,,5765951995,233,11,5765951935,56,Left,5765951937,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821717313,14,1,1,0,44,87c66ubwpzykovmkaf1t46bis,1,47.5,100.0,2025-06-08T01:07:35.209Z,2025-06-08T01:07:38Z,c481wk3de3opu190d8z99w8yy,N. Flores,,,5765952077,107,,5765952079,56,Back,5765952081,140,31.8,5765952085,141,89.4,5765952089,212,18.1,5765952091,213,3.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821717333,15,1,1,0,47,87c66ubwpzykovmkaf1t46bis,1,34.2,80.6,2025-06-08T01:07:38.353Z,2025-06-08T01:07:40Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,,5765952203,212,12.6,5765952197,56,Back,5765952199,140,45.6,5765952201,141,75.0,5765952205,213,5.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821717341,16,1,1,0,49,87c66ubwpzykovmkaf1t46bis,1,45.6,75.0,2025-06-08T01:07:40.704Z,2025-06-08T01:07:54Z,bzu3rjr0r2qmxluguyseq5sdl,A. Soto,,,5765952239,212,13.3,5765952245,156,,5765952241,213,2.90,5765952237,141,79.6,5765952235,140,33.3,5765952233,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821717361,17,1,1,0,51,87c66ubwpzykovmkaf1t46bis,0,32.7,79.3,2025-06-08T01:07:42.721Z,2025-06-08T01:07:43Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,,5765952333,212,43.5,5765952337,1,,5765952331,141,100.0,5765952325,157,,5765952327,56,Left,5765952335,213,0.34,5765952329,140,71.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821717421,12,5,1,0,52,7c9knuwazz9k9449u5rnuuy5m,1,24.8,-1.0,2025-06-08T01:07:43.676Z,2025-06-08T03:04:01Z,4nwnrf33mdxscx5rdaw1529cl,Y. Boudadi,,,5765952753,233,18,5765952735,347,,5765952733,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821717365,18,5,1,0,52,87c66ubwpzykovmkaf1t46bis,0,75.2,101.0,2025-06-08T01:07:43.676Z,2025-06-08T03:04:02Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,,5765952353,56,Left,5765952357,347,,5765952773,233,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821717447,13,1,1,1,7,7c9knuwazz9k9449u5rnuuy5m,1,18.9,0.0,2025-06-08T01:07:57.965Z,2025-06-08T01:08:01Z,4nwnrf33mdxscx5rdaw1529cl,Y. Boudadi,,,5765952949,213,1.50,5765952947,212,16.8,5765952941,56,Back,5765952945,141,22.8,5765952939,107,,5765952943,140,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821717463,14,1,1,1,9,7c9knuwazz9k9449u5rnuuy5m,1,23.9,23.6,2025-06-08T01:08:00.270Z,2025-06-08T01:08:05Z,6fgrix1m2a1zkn8kvd29nbcvd,D. Peeters,,,5765953039,141,8.6,5765953041,212,20.5,5765953037,140,7.0,5765953035,56,Back,5765953043,213,3.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821717487,15,1,1,1,13,7c9knuwazz9k9449u5rnuuy5m,1,10.3,8.8,2025-06-08T01:08:04.189Z,2025-06-08T01:08:09Z,4nwnrf33mdxscx5rdaw1529cl,Y. Boudadi,,,5765953205,56,Back,5765953207,140,10.3,5765953213,213,1.57,5765953211,212,20.7,5765953209,141,39.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821717477,19,83,1,1,16,87c66ubwpzykovmkaf1t46bis,0,89.3,77.8,2025-06-08T01:08:07.272Z,2025-06-08T01:08:12Z,2ug51dfg4oerpnbudnkw497je,J. LaCava,,,5765953291,399,8i5k1tx7x5hx4kk3qzyvrfj84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821717493,16,1,1,1,17,7c9knuwazz9k9449u5rnuuy5m,0,3.2,12.3,2025-06-08T01:08:08.470Z,2025-06-08T01:08:10Z,8i5k1tx7x5hx4kk3qzyvrfj84,E. Gärtig,,,5765953233,1,,5765953223,56,Back,5765953225,140,29.1,5765953231,213,0.02,5765953221,157,,5765953227,141,13.1,5765953229,212,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821717501,20,1,1,1,20,87c66ubwpzykovmkaf1t46bis,0,75.3,82.4,2025-06-08T01:08:11.328Z,2025-06-08T01:08:14Z,c481wk3de3opu190d8z99w8yy,N. Flores,,,5765953313,140,80.4,5765953319,213,5.89,5765953309,3,,5765953317,212,5.8,5765953311,56,Left,5765953315,141,79.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821717519,17,44,1,1,21,7c9knuwazz9k9449u5rnuuy5m,1,21.6,19.6,2025-06-08T01:08:12.596Z,2025-06-08T01:14:00Z,4nwnrf33mdxscx5rdaw1529cl,Y. Boudadi,,,5765953511,233,21,5765953397,56,Back,5765953399,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821717527,21,44,1,1,21,87c66ubwpzykovmkaf1t46bis,0,78.4,80.4,2025-06-08T01:08:12.597Z,2025-06-08T01:14:00Z,bzu3rjr0r2qmxluguyseq5sdl,A. Soto,,,5765953459,56,Left,5765953529,233,17,5765953461,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821717553,18,1,1,1,22,7c9knuwazz9k9449u5rnuuy5m,1,24.7,17.4,2025-06-08T01:08:12.957Z,2025-06-08T01:08:16Z,4nwnrf33mdxscx5rdaw1529cl,Y. Boudadi,,,5765953609,56,Back,5765953607,3,,5765953613,141,33.7,5765953617,213,0.91,5765953611,140,32.9,5765953615,212,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821717557,19,1,1,1,24,7c9knuwazz9k9449u5rnuuy5m,1,38.7,62.6,2025-06-08T01:08:15.608Z,2025-06-08T01:14:57Z,f3ftrudyp33naykboqmua0jro,J. Rodriguez,,,5765964187,140,33.2,5765964185,3,,5765964189,141,67.5,5765964191,212,6.7,5765964193,213,2.62,5765953621,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821717571,20,4,1,1,24,7c9knuwazz9k9449u5rnuuy5m,1,36.2,48.8,2025-06-08T01:08:15.784Z,2025-06-08T01:14:46Z,e6gr1t1rp2x7waywgzlrj8yqx,V. Noël,,,5765953691,13,,5765967507,294,,5765953695,152,,5765965585,233,22,5765953693,56,Back,5765953699,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821717581,22,4,1,1,24,87c66ubwpzykovmkaf1t46bis,0,63.8,51.2,2025-06-08T01:08:15.785Z,2025-06-08T02:06:36Z,euesmrqkdyvekqtpk81ln7uqy,L. Paredes,,,5765967615,294,,5765953743,285,,5765953737,56,Center,5765953735,13,,5765965317,233,20,5765953739,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821717629,21,1,1,1,34,7c9knuwazz9k9449u5rnuuy5m,1,34.0,48.5,2025-06-08T01:08:25.229Z,2025-06-08T01:08:30Z,6fgrix1m2a1zkn8kvd29nbcvd,D. Peeters,,,5765953987,56,Back,5765953985,152,,5765953991,141,66.1,5765953989,140,21.9,5765953995,213,2.39,5765953993,212,17.5,5765953983,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821717635,22,1,1,1,38,7c9knuwazz9k9449u5rnuuy5m,1,27.2,76.0,2025-06-08T01:08:29.237Z,2025-06-08T01:08:32Z,3u22kckqpecmgcw7ee3xrdppm,M. Howell,,,5765954039,212,26.8,5765954041,213,4.58,5765954037,141,36.9,5765954035,140,23.8,5765954033,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821717651,23,1,1,1,40,7c9knuwazz9k9449u5rnuuy5m,1,22.0,41.6,2025-06-08T01:08:31.653Z,2025-06-08T01:08:36Z,8i5k1tx7x5hx4kk3qzyvrfj84,E. Gärtig,,,5765954103,140,22.5,5765954109,213,1.54,5765954105,141,63.3,5765954101,56,Back,5765954107,212,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821717665,24,1,1,1,44,7c9knuwazz9k9449u5rnuuy5m,1,13.1,76.4,2025-06-08T01:08:35.333Z,2025-06-08T01:08:39Z,3u22kckqpecmgcw7ee3xrdppm,M. Howell,,,5765954213,56,Back,5765954219,212,15.8,5765954221,213,0.89,5765954215,140,22.6,5765954217,141,94.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821717691,25,1,1,1,47,7c9knuwazz9k9449u5rnuuy5m,1,22.6,94.4,2025-06-08T01:08:38.301Z,2025-06-08T01:08:44Z,2jxho5va9q638vkklji2n8cx6,S. Brewer,,,5765954387,56,Back,5765954391,141,96.0,5765954389,140,43.4,5765954395,213,0.05,5765954393,212,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821717703,26,1,1,1,53,7c9knuwazz9k9449u5rnuuy5m,1,40.7,92.9,2025-06-08T01:08:44.093Z,2025-06-08T01:08:58Z,e6gr1t1rp2x7waywgzlrj8yqx,V. Noël,,,5765954453,212,65.4,5765954443,155,,5765954457,1,,5765954451,141,0.0,5765954445,196,,5765954455,213,4.54,5765954447,56,Back,5765954449,140,30.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821717705,27,43,1,1,55,7c9knuwazz9k9449u5rnuuy5m,1,0.0,0.0,2025-06-08T01:08:45.963Z,2025-06-08T01:08:51Z,e6gr1t1rp2x7waywgzlrj8yqx,V. Noël,,,5765954459,56,Back,5765954583,144,5,5765954461,347,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821717745,28,1,1,2,0,7c9knuwazz9k9449u5rnuuy5m,1,39.2,7.1,2025-06-08T01:08:51.799Z,2025-06-08T01:08:54Z,4nwnrf33mdxscx5rdaw1529cl,Y. Boudadi,,,5765954653,140,62.3,5765954657,212,24.4,5765954651,56,Right,5765954655,141,3.5,5765954659,213,6.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821717749,29,3,1,2,2,7c9knuwazz9k9449u5rnuuy5m,0,63.3,4.8,2025-06-08T01:08:53.765Z,2025-06-08T01:13:59Z,bnsuxef1oaaye5fise5qlur8q,V. Covil,,,5765954677,286,,5765954675,56,Right,5765954765,233,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821717757,23,7,1,2,2,87c66ubwpzykovmkaf1t46bis,1,36.7,95.2,2025-06-08T01:08:53.766Z,2025-06-08T01:13:58Z,c481wk3de3opu190d8z99w8yy,N. Flores,,,5765954699,285,,5765954697,56,Back,5765954747,233,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821717787,25,4,1,2,8,87c66ubwpzykovmkaf1t46bis,1,28.8,92.4,2025-06-08T01:08:59.289Z,2025-06-08T02:13:05Z,4ceaxb019rb6flsigsqo80rca,L. Haakenson,,,5765954849,56,Back,5766053487,13,,5766053491,265,,5766053591,233,30,5766053489,152,,5765954851,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821717807,30,4,1,2,8,7c9knuwazz9k9449u5rnuuy5m,0,71.2,7.6,2025-06-08T01:08:59.290Z,2025-06-08T02:13:08Z,bnsuxef1oaaye5fise5qlur8q,V. Covil,,,5765955041,286,,5765955025,56,Right,5766053547,13,,5766053551,265,,5766053747,233,25,5766053549,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821717835,26,1,1,2,9,87c66ubwpzykovmkaf1t46bis,1,29.6,95.5,2025-06-08T01:09:00.088Z,2025-06-08T03:03:13Z,c481wk3de3opu190d8z99w8yy,N. Flores,,,5766055123,140,13.4,5765955177,56,Back,5766119595,5,,5766055129,213,3.53,5766056071,189,,5766119597,152,,5766055127,212,18.4,5766055125,141,85.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821717827,31,43,1,2,11,7c9knuwazz9k9449u5rnuuy5m,1,0.0,0.0,2025-06-08T01:09:02.173Z,2025-06-08T02:13:51Z,bnsuxef1oaaye5fise5qlur8q,V. Covil,,,5765955243,233,26,5765955127,56,Right,5766054801,144,5,5765955129,347,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821717851,27,1,1,2,18,87c66ubwpzykovmkaf1t46bis,1,12.8,90.6,2025-06-08T01:09:09.440Z,2025-06-08T02:14:20Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,,5765955283,141,58.7,5765955279,56,Back,5765955293,189,,5765955281,140,11.1,5765955287,213,4.63,5765955285,212,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821717865,28,1,1,2,21,87c66ubwpzykovmkaf1t46bis,1,11.2,64.3,2025-06-08T01:09:12.567Z,2025-06-08T01:09:15Z,h4nbagq5dsdltn9x62oi0t05,R. Sánchez,,,5765955361,141,37.6,5765955365,213,5.06,5765955357,56,Back,5765955359,140,17.5,5765955363,212,19.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821717887,29,1,1,2,24,87c66ubwpzykovmkaf1t46bis,1,18.7,38.3,2025-06-08T01:09:15.287Z,2025-06-08T03:15:53Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,,5765955489,140,19.5,5765955491,141,79.1,5765955495,213,1.54,5765955487,56,Back,5765955493,212,27.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
