id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2816213319,795,8,1,0,13,e3k8yw2rbmphyfu5htn4yi5jk,1,55.0,83.4,2025-05-17T23:37:59.833Z,2025-05-18T01:45:33Z,21y2ogvprtdai47j36w9m22cq,M. Myers,,,5735263177,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816140393,4,61,1,0,14,e3k8yw2rbmphyfu5htn4yi5jk,0,38.6,69.7,2025-05-17T23:38:01.808Z,2025-05-17T23:38:15Z,14oq6mvlh5e51d9y20nbpok4p,C. Allan,,,5734854599,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816140425,8,1,1,0,15,87c66ubwpzykovmkaf1t46bis,1,42.3,25.6,2025-05-17T23:38:02.813Z,2025-05-17T23:38:06Z,8gxutqok71ycyk3ojmudrqtck,L. Berrón,,,5734854779,56,Back,5734854787,213,1.10,5734854785,212,14.2,5734854781,140,48.5,5734854783,141,44.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816140437,9,1,1,0,18,87c66ubwpzykovmkaf1t46bis,1,48.5,44.2,2025-05-17T23:38:05.829Z,2025-05-17T23:38:07Z,bfdes5ft117ggu7ue5tnu5hm2,N. Hernandez,,,5734854849,213,1.95,5734854845,141,85.6,5734854841,56,Back,5734854843,140,37.7,5734854847,212,30.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816140469,10,1,1,0,20,87c66ubwpzykovmkaf1t46bis,1,37.7,85.6,2025-05-17T23:38:07.309Z,2025-05-18T01:48:17Z,61rlxmejof8zjv8uw3sk1l045,J. Medranda,,,5734855003,56,Left,5734855005,140,55.4,5734855011,213,0.30,5734855009,212,19.5,5734855007,141,94.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816140483,11,1,1,0,22,87c66ubwpzykovmkaf1t46bis,1,55.4,94.1,2025-05-17T23:38:08.894Z,2025-05-18T02:20:41Z,8pg5wiwxujx3hnir5wie9xgfe,Diogo Pacheco,,,5734855065,140,39.2,5734855069,212,17.0,5734855063,56,Back,5734855067,141,94.1,5734855071,213,3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816140591,12,1,1,0,26,87c66ubwpzykovmkaf1t46bis,1,39.5,90.3,2025-05-17T23:38:13.749Z,2025-05-18T01:48:24Z,61rlxmejof8zjv8uw3sk1l045,J. Medranda,,,5734855493,56,Back,5734855501,213,3.72,5734855499,212,18.8,5734855497,141,75.3,5734855495,140,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816140669,13,1,1,0,31,87c66ubwpzykovmkaf1t46bis,1,28.8,76.0,2025-05-17T23:38:18.733Z,2025-05-17T23:38:25Z,9izvs4qd03gfmqukkk5csxxxw,M. Omar,,,5734855889,141,88.6,5734855885,56,Back,5734855893,213,0.99,5734855891,212,10.2,5734855887,140,34.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816140679,14,1,1,0,38,87c66ubwpzykovmkaf1t46bis,1,34.2,88.7,2025-05-17T23:38:25.533Z,2025-05-18T01:48:33Z,61rlxmejof8zjv8uw3sk1l045,J. Medranda,,,5734855959,141,94.4,5734855961,212,8.9,5734855963,213,0.45,5734855957,140,41.8,5734855955,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816140705,15,1,1,0,39,87c66ubwpzykovmkaf1t46bis,0,41.8,94.4,2025-05-17T23:38:26.622Z,2025-05-17T23:38:28Z,8pg5wiwxujx3hnir5wie9xgfe,Diogo Pacheco,,,5734856049,141,94.7,5734856051,212,4.0,5734856053,213,3.09,5734856045,56,Back,5734856047,140,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816140757,6,61,1,0,46,e3k8yw2rbmphyfu5htn4yi5jk,0,36.6,12.5,2025-05-17T23:38:33.371Z,2025-05-18T01:46:57Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5734856291,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816140803,16,1,1,0,48,87c66ubwpzykovmkaf1t46bis,1,46.9,83.6,2025-05-17T23:38:35.301Z,2025-05-17T23:38:37Z,bfdes5ft117ggu7ue5tnu5hm2,N. Hernandez,,,5734856555,155,,5734856563,141,9.7,5734856561,140,74.9,5734856559,56,Right,5734856569,1,,5734856565,212,58.2,5734856557,196,,5734856567,213,5.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816140807,17,61,1,0,50,87c66ubwpzykovmkaf1t46bis,0,74.9,9.7,2025-05-17T23:38:37.462Z,2025-05-17T23:38:38Z,euesmrqkdyvekqtpk81ln7uqy,L. Paredes,,,5734856577,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816140885,7,5,1,0,51,e3k8yw2rbmphyfu5htn4yi5jk,1,20.2,102.0,2025-05-17T23:38:38.509Z,2025-05-18T03:25:31Z,aur71sievd8d2fnrumu3xf6c,N. Dossantos,,,5734856949,233,18,5734856925,56,Back,5734856927,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816140815,18,5,1,0,51,87c66ubwpzykovmkaf1t46bis,0,79.8,-2.0,2025-05-17T23:38:38.509Z,2025-05-18T03:25:32Z,euesmrqkdyvekqtpk81ln7uqy,L. Paredes,,,5734856615,56,Right,5734856617,347,,5734856971,233,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816140905,8,1,1,0,58,e3k8yw2rbmphyfu5htn4yi5jk,0,18.1,100.0,2025-05-17T23:38:45.775Z,2025-05-17T23:38:47Z,aur71sievd8d2fnrumu3xf6c,N. Dossantos,,,5734857059,141,84.1,5734857061,212,25.4,5734857055,56,Back,5734857063,213,5.78,5734857053,107,,5734857065,1,,5734857057,140,39.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816140953,19,61,1,1,5,87c66ubwpzykovmkaf1t46bis,0,52.7,15.0,2025-05-17T23:38:52.101Z,2025-05-18T01:49:06Z,8gxutqok71ycyk3ojmudrqtck,L. Berrón,,,5734857251,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816141093,9,5,1,1,6,e3k8yw2rbmphyfu5htn4yi5jk,1,40.1,101.6,2025-05-17T23:38:53.101Z,2025-05-18T03:25:32Z,aur71sievd8d2fnrumu3xf6c,N. Dossantos,,,5734857945,233,20,5734857931,56,Back,5734857933,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816140965,20,5,1,1,6,87c66ubwpzykovmkaf1t46bis,0,59.9,-1.6,2025-05-17T23:38:53.101Z,2025-05-18T03:25:32Z,8gxutqok71ycyk3ojmudrqtck,L. Berrón,,,5734857953,233,9,5734857289,347,,5734857287,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816141147,10,1,1,1,15,e3k8yw2rbmphyfu5htn4yi5jk,1,34.7,100.0,2025-05-17T23:39:02.804Z,2025-05-17T23:39:07Z,aur71sievd8d2fnrumu3xf6c,N. Dossantos,,,5734858227,107,,5734858235,212,36.7,5734858231,140,61.1,5734858233,141,66.6,5734858241,1,,5734858229,56,Center,5734858237,213,5.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816141157,11,61,1,1,17,e3k8yw2rbmphyfu5htn4yi5jk,0,61.1,66.6,2025-05-17T23:39:04.090Z,2025-05-17T23:39:09Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5734858267,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816141195,22,1,1,1,21,87c66ubwpzykovmkaf1t46bis,1,26.4,37.4,2025-05-17T23:39:08.479Z,2025-05-18T01:49:22Z,61rlxmejof8zjv8uw3sk1l045,J. Medranda,,,5734858497,56,Back,5734858499,140,9.4,5734858501,141,47.2,5734858503,212,19.1,5734858505,213,2.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816141227,23,1,1,1,24,87c66ubwpzykovmkaf1t46bis,1,9.5,43.7,2025-05-17T23:39:11.830Z,2025-05-17T23:39:15Z,h4nbagq5dsdltn9x62oi0t05,R. Sánchez,,,5734858683,155,,5734858689,141,22.5,5734858685,56,Back,5734858691,212,25.7,5734858693,213,5.69,5734858687,140,29.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816141235,24,61,1,1,28,87c66ubwpzykovmkaf1t46bis,1,30.6,29.1,2025-05-17T23:39:14.857Z,2025-05-17T23:39:15Z,euesmrqkdyvekqtpk81ln7uqy,L. Paredes,,,5734858721,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816141277,25,1,1,1,30,87c66ubwpzykovmkaf1t46bis,1,35.6,45.5,2025-05-17T23:39:17.022Z,2025-05-18T02:20:45Z,2ug51dfg4oerpnbudnkw497je,J. LaCava,,,5734858991,140,50.8,5734858993,141,35.4,5734858997,213,5.88,5734858995,212,17.4,5734858989,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816141291,26,3,1,1,31,87c66ubwpzykovmkaf1t46bis,0,56.4,32.0,2025-05-17T23:39:18.074Z,2025-05-18T02:28:01Z,euesmrqkdyvekqtpk81ln7uqy,L. Paredes,,,5734859739,233,12,5734859045,286,,5734859043,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816141301,12,7,1,1,31,e3k8yw2rbmphyfu5htn4yi5jk,1,43.6,68.0,2025-05-17T23:39:18.075Z,2025-05-18T02:28:00Z,3s1a50dskuehneuuy9b1nxg4,J. Akpunonu,,,5734859725,233,26,5734859085,285,,5734859083,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816141341,14,1,1,1,32,e3k8yw2rbmphyfu5htn4yi5jk,1,38.7,79.4,2025-05-17T23:39:19.495Z,2025-05-17T23:39:23Z,14oq6mvlh5e51d9y20nbpok4p,C. Allan,,,5734859299,213,0.36,5734859297,212,23.3,5734859295,141,91.5,5734859293,140,59.5,5734859291,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816141385,15,1,1,1,36,e3k8yw2rbmphyfu5htn4yi5jk,1,42.8,87.4,2025-05-17T23:39:23.261Z,2025-05-17T23:39:26Z,1h85rt7bnqep3qovatft86pgq,A. Rodríguez,,,5734859515,213,3.17,5734859511,141,86.6,5734859513,212,22.2,5734859509,140,21.7,5734859507,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816141401,16,1,1,1,39,e3k8yw2rbmphyfu5htn4yi5jk,1,21.7,86.6,2025-05-17T23:39:25.917Z,2025-05-17T23:39:27Z,aur71sievd8d2fnrumu3xf6c,N. Dossantos,,,5734859577,212,10.1,5734859575,141,71.8,5734859579,213,4.83,5734859571,56,Back,5734859573,140,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816141445,17,1,1,1,40,e3k8yw2rbmphyfu5htn4yi5jk,1,22.8,71.8,2025-05-17T23:39:27.420Z,2025-05-17T23:39:30Z,3s1a50dskuehneuuy9b1nxg4,J. Akpunonu,,,5734859809,141,46.0,5734859811,212,17.6,5734859807,140,24.2,5734859813,213,4.80,5734859805,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816141495,18,1,1,1,43,e3k8yw2rbmphyfu5htn4yi5jk,1,24.4,41.8,2025-05-17T23:39:30.571Z,2025-05-17T23:39:34Z,dw8iyfupgsqkt8ogxssmtss4q,M. Edwards,,,5734860049,212,13.5,5734860051,213,1.71,5734860045,140,22.6,5734860047,141,61.4,5734860043,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816141515,19,1,1,1,47,e3k8yw2rbmphyfu5htn4yi5jk,1,26.2,65.2,2025-05-17T23:39:34.391Z,2025-05-17T23:39:37Z,3s1a50dskuehneuuy9b1nxg4,J. Akpunonu,,,5734860141,212,20.3,5734860139,141,36.1,5734860143,213,4.94,5734860135,56,Back,5734860137,140,30.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816141553,20,1,1,1,50,e3k8yw2rbmphyfu5htn4yi5jk,1,31.3,34.0,2025-05-17T23:39:36.908Z,2025-05-17T23:39:41Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5734860345,140,32.7,5734860347,141,8.5,5734860351,213,4.80,5734860349,212,17.4,5734860343,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816141583,21,1,1,1,53,e3k8yw2rbmphyfu5htn4yi5jk,1,32.9,8.5,2025-05-17T23:39:40.820Z,2025-05-17T23:39:43Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,,5734860479,141,8.6,5734860475,56,Back,5734860477,140,43.6,5734860481,212,11.2,5734860483,213,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816141571,27,83,1,1,55,87c66ubwpzykovmkaf1t46bis,0,45.4,84.8,2025-05-17T23:39:42.406Z,2025-05-18T02:20:47Z,61rlxmejof8zjv8uw3sk1l045,J. Medranda,,,5734860643,399,dmbqkvvaray373vy9eiq4l1ck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816141601,22,1,1,1,56,e3k8yw2rbmphyfu5htn4yi5jk,1,43.6,8.6,2025-05-17T23:39:43.134Z,2025-05-17T23:39:44Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5734860569,56,Back,5734860577,213,3.24,5734860573,141,6.7,5734860571,140,30.9,5734860575,212,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816141693,23,1,1,2,1,e3k8yw2rbmphyfu5htn4yi5jk,1,24.0,11.0,2025-05-17T23:39:48.214Z,2025-05-17T23:39:51Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,,5734860937,212,31.6,5734860935,141,45.1,5734860939,213,2.32,5734860933,140,3.5,5734860931,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816141719,24,1,1,2,4,e3k8yw2rbmphyfu5htn4yi5jk,1,3.6,45.2,2025-05-17T23:39:51.507Z,2025-05-17T23:39:54Z,ect3pxkbjycux4simxmzp9jze,L. Zamudio,,,5734861055,213,1.07,5734861051,141,71.7,5734861053,212,20.5,5734861047,56,Back,5734861049,140,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816141749,25,1,1,2,7,e3k8yw2rbmphyfu5htn4yi5jk,1,20.4,77.5,2025-05-17T23:39:54.687Z,2025-05-17T23:39:56Z,3s1a50dskuehneuuy9b1nxg4,J. Akpunonu,,,5734861177,213,0.84,5734861169,56,Back,5734861173,141,90.0,5734861171,140,27.7,5734861175,212,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816141793,26,1,1,2,9,e3k8yw2rbmphyfu5htn4yi5jk,1,28.0,89.1,2025-05-17T23:39:56.739Z,2025-05-17T23:40:00Z,aur71sievd8d2fnrumu3xf6c,N. Dossantos,,,5734861401,140,37.5,5734861403,141,77.9,5734861399,56,Back,5734861405,212,12.6,5734861407,213,5.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816141849,27,1,1,2,13,e3k8yw2rbmphyfu5htn4yi5jk,1,28.5,85.9,2025-05-17T23:40:00.123Z,2025-05-17T23:40:04Z,14oq6mvlh5e51d9y20nbpok4p,C. Allan,,,5734861697,213,3.05,5734861689,56,Back,5734861695,212,14.1,5734861693,141,87.8,5734861691,140,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816141885,28,1,1,2,17,e3k8yw2rbmphyfu5htn4yi5jk,1,14.2,82.7,2025-05-17T23:40:04.502Z,2025-05-17T23:40:08Z,3s1a50dskuehneuuy9b1nxg4,J. Akpunonu,,,5734861929,213,4.39,5734861925,141,57.5,5734861921,56,Back,5734861923,140,8.8,5734861927,212,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816141935,29,1,1,2,21,e3k8yw2rbmphyfu5htn4yi5jk,1,12.0,48.5,2025-05-17T23:40:08.255Z,2025-05-17T23:40:12Z,ect3pxkbjycux4simxmzp9jze,L. Zamudio,,,5734862167,212,14.2,5734862165,141,28.9,5734862169,213,5.07,5734862161,56,Back,5734862163,140,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816141997,30,1,1,2,25,e3k8yw2rbmphyfu5htn4yi5jk,1,20.6,28.2,2025-05-17T23:40:11.935Z,2025-05-17T23:40:16Z,dw8iyfupgsqkt8ogxssmtss4q,M. Edwards,,,5734862445,56,Back,5734862447,140,40.7,5734862453,213,5.69,5734862451,212,25.5,5734862449,141,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816142059,31,1,1,2,29,e3k8yw2rbmphyfu5htn4yi5jk,1,43.1,14.1,2025-05-17T23:40:15.893Z,2025-05-17T23:40:21Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5734862793,213,1.09,5734862787,141,36.1,5734862783,56,Center,5734862785,140,50.5,5734862789,212,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816142075,32,1,1,2,34,e3k8yw2rbmphyfu5htn4yi5jk,1,53.6,38.2,2025-05-17T23:40:20.853Z,2025-05-17T23:40:22Z,21y2ogvprtdai47j36w9m22cq,M. Myers,,,5734862855,213,2.84,5734862851,141,49.4,5734862853,212,25.5,5734862847,56,Back,5734862849,140,30.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
