id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/11/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2821659657,6,5,1,0,11,5x54jbfk11lrsmipgsx7cdbai,1,45.9,-1.6,2025-06-07T22:06:45.534Z,2025-06-08T00:25:23Z,ekzwxb68vg0w7o14zcq8n4vs9,Z. Ryan,,5765630413,56,Back,5765630415,347,,5765630419,233,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821659663,7,1,1,0,19,5x54jbfk11lrsmipgsx7cdbai,0,49.7,0.0,2025-06-07T22:06:53.081Z,2025-06-07T22:06:57Z,59kky4fyi0w9bdz4ow3gs95yi,K. Tingey,,5765630483,56,Right,5765630481,107,,5765630485,140,84.0,5765630487,141,7.7,5765630493,1,,5765630491,213,0.17,5765630489,212,36.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821659665,6,43,1,0,24,e3k8yw2rbmphyfu5htn4yi5jk,1,0.0,0.0,2025-06-07T22:06:57.713Z,2025-06-07T22:07:03Z,3s1a50dskuehneuuy9b1nxg4,J. Akpunonu,,5765630535,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821659669,7,43,1,0,26,e3k8yw2rbmphyfu5htn4yi5jk,1,0.0,0.0,2025-06-07T22:06:59.905Z,2025-06-07T22:07:08Z,3s1a50dskuehneuuy9b1nxg4,J. Akpunonu,,5765630517,56,Back,5765630541,144,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821659673,8,43,1,0,27,5x54jbfk11lrsmipgsx7cdbai,1,0.0,0.0,2025-06-07T22:07:01.630Z,2025-06-07T22:07:11Z,59kky4fyi0w9bdz4ow3gs95yi,K. Tingey,,5765630531,56,Right,5765630565,144,5,5765630533,346,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821659679,8,4,1,0,34,e3k8yw2rbmphyfu5htn4yi5jk,1,10.0,88.9,2025-06-07T22:07:07.846Z,2025-06-07T22:07:16Z,3s1a50dskuehneuuy9b1nxg4,J. Akpunonu,,5765630603,285,,5765630595,13,,5765630599,152,,5765630597,56,Back,5765630601,265,,5765630627,233,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821659677,9,4,1,0,34,5x54jbfk11lrsmipgsx7cdbai,0,90.0,11.1,2025-06-07T22:07:07.847Z,2025-06-07T22:07:17Z,ekzwxb68vg0w7o14zcq8n4vs9,Z. Ryan,,5765630545,56,Right,5765630633,233,8,5765630543,13,,5765630549,265,,5765630547,152,,5765630551,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821659737,9,1,1,0,51,e3k8yw2rbmphyfu5htn4yi5jk,0,7.2,86.9,2025-06-07T22:07:25.185Z,2025-06-07T22:07:29Z,ect3pxkbjycux4simxmzp9jze,L. Zamudio,,5765630929,5,,5765630933,152,,5765630931,157,,5765630935,56,Center,5765630937,140,64.6,5765630943,213,6.02,5765630941,212,62.4,5765630945,1,,5765630939,141,63.4,,,,,,,,,,,,,,,,,,,,,,,,,,
2821659745,10,1,1,0,57,5x54jbfk11lrsmipgsx7cdbai,0,36.5,26.8,2025-06-07T22:07:31.184Z,2025-06-07T22:07:32Z,906pdcavtipx0q93b1ed1lrai,C. Turner,,5765630987,141,75.0,5765630993,1,,5765630991,213,0.86,5765630989,212,43.3,5765630983,56,Center,5765630981,3,,5765630985,140,63.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821659751,10,1,1,0,59,e3k8yw2rbmphyfu5htn4yi5jk,1,41.1,15.6,2025-06-07T22:07:33.289Z,2025-06-07T22:07:35Z,6692w96w6qmvgcpo02dehq4iy,L. Blackstock,,5765631013,212,18.3,5765631009,140,58.1,5765631007,56,Center,5765631015,213,0.21,5765631011,141,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821659759,11,1,1,1,1,e3k8yw2rbmphyfu5htn4yi5jk,1,58.1,21.3,2025-06-07T22:07:34.841Z,2025-06-07T22:07:38Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,5765631047,140,62.0,5765631051,212,10.7,5765631045,56,Right,5765631053,213,5.10,5765631049,141,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821659761,12,1,1,1,4,e3k8yw2rbmphyfu5htn4yi5jk,1,60.3,4.6,2025-06-07T22:07:38.545Z,2025-06-07T22:07:40Z,6692w96w6qmvgcpo02dehq4iy,L. Blackstock,,5765631059,140,42.0,5765631057,56,Back,5765631065,213,3.17,5765631061,141,3.8,5765631063,212,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821659771,13,1,1,1,6,e3k8yw2rbmphyfu5htn4yi5jk,1,42.0,3.8,2025-06-07T22:07:40.450Z,2025-06-07T22:07:46Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,5765631127,213,1.87,5765631129,1,,5765631119,56,Back,5765631123,141,51.9,5765631125,212,34.2,5765631121,140,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821659781,14,1,1,1,12,e3k8yw2rbmphyfu5htn4yi5jk,1,35.1,63.4,2025-06-07T22:07:45.874Z,2025-06-07T22:07:48Z,3s1a50dskuehneuuy9b1nxg4,J. Akpunonu,,5765631185,56,Left,5765631191,212,26.5,5765631189,141,85.1,5765631187,140,56.1,5765631193,213,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821659789,15,1,1,1,14,e3k8yw2rbmphyfu5htn4yi5jk,1,59.6,92.6,2025-06-07T22:07:48.154Z,2025-06-07T22:07:50Z,aur71sievd8d2fnrumu3xf6c,N. Dossantos,,5765631241,212,8.5,5765631239,141,88.7,5765631235,56,Left,5765631243,213,5.97,5765631237,140,67.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821659805,16,1,1,1,16,e3k8yw2rbmphyfu5htn4yi5jk,1,63.9,89.6,2025-06-07T22:07:50.290Z,2025-06-07T22:07:54Z,1h85rt7bnqep3qovatft86pgq,A. Rodríguez,,5765631335,213,3.30,5765631331,141,84.7,5765631327,56,Back,5765631329,140,43.5,5765631333,212,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821659811,17,1,1,1,20,e3k8yw2rbmphyfu5htn4yi5jk,1,43.5,84.7,2025-06-07T22:07:54.297Z,2025-06-07T22:07:56Z,3s1a50dskuehneuuy9b1nxg4,J. Akpunonu,,5765631343,56,Back,5765631345,140,48.3,5765631351,213,6.12,5765631347,141,83.5,5765631349,212,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821659825,18,1,1,1,22,e3k8yw2rbmphyfu5htn4yi5jk,1,50.2,83.6,2025-06-07T22:07:56.090Z,2025-06-07T22:08:00Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,5765631423,140,35.0,5765631427,212,16.3,5765631421,56,Back,5765631429,213,3.34,5765631425,141,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821659833,19,1,1,1,26,e3k8yw2rbmphyfu5htn4yi5jk,1,34.5,76.1,2025-06-07T22:08:00.482Z,2025-06-07T22:08:05Z,3s1a50dskuehneuuy9b1nxg4,J. Akpunonu,,5765631471,212,12.7,5765631465,56,Back,5765631469,141,58.5,5765631467,140,30.4,5765631473,213,4.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821659841,20,1,1,1,31,e3k8yw2rbmphyfu5htn4yi5jk,1,32.9,51.9,2025-06-07T22:08:05.547Z,2025-06-07T22:08:09Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,5765631517,141,28.0,5765631519,212,16.3,5765631513,56,Back,5765631521,213,4.78,5765631515,140,33.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821659847,21,1,1,1,35,e3k8yw2rbmphyfu5htn4yi5jk,1,34.2,23.7,2025-06-07T22:08:09.074Z,2025-06-07T22:08:12Z,dw8iyfupgsqkt8ogxssmtss4q,M. Edwards,,5765631557,213,5.60,5765631553,141,2.6,5765631549,56,Right,5765631551,140,50.9,5765631555,212,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821659851,22,1,1,1,38,e3k8yw2rbmphyfu5htn4yi5jk,1,50.9,2.6,2025-06-07T22:08:12.458Z,2025-06-07T22:08:14Z,6692w96w6qmvgcpo02dehq4iy,L. Blackstock,,5765631579,56,Right,5765631587,213,0.79,5765631581,140,59.1,5765631585,212,12.2,5765631583,141,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821659855,23,1,1,1,40,e3k8yw2rbmphyfu5htn4yi5jk,0,59.2,15.5,2025-06-07T22:08:14.162Z,2025-06-08T00:30:30Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,5765631605,168,,5765631613,212,12.3,5765631609,140,65.0,5765631615,213,1.06,5765631611,141,31.3,5765631607,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821659865,12,1,1,1,42,5x54jbfk11lrsmipgsx7cdbai,1,22.5,70.2,2025-06-07T22:08:16.632Z,2025-06-07T22:08:18Z,906pdcavtipx0q93b1ed1lrai,C. Turner,,5765631655,56,Back,5765631661,212,21.2,5765631663,213,5.88,5765631659,141,58.1,5765631657,140,41.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821659867,13,1,1,1,44,5x54jbfk11lrsmipgsx7cdbai,1,41.1,58.1,2025-06-07T22:08:18.328Z,2025-06-07T22:08:19Z,db1h2huu8z1quj816wol1wgkp,T. McCabe,,5765631671,56,Back,5765631675,141,44.9,5765631673,140,28.5,5765631679,213,3.74,5765631677,212,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821659873,14,1,1,1,45,5x54jbfk11lrsmipgsx7cdbai,1,28.5,44.9,2025-06-07T22:08:19.576Z,2025-06-07T22:08:21Z,dek9c2ef9ahynvfrk60d9tm5m,Y. Leerman,,5765631707,213,0.04,5765631703,141,46.7,5765631699,56,Center,5765631701,140,55.4,5765631705,212,28.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821659879,15,1,1,1,47,5x54jbfk11lrsmipgsx7cdbai,1,55.4,46.7,2025-06-07T22:08:20.896Z,2025-06-07T22:08:22Z,ekzwxb68vg0w7o14zcq8n4vs9,Z. Ryan,,5765631721,212,13.8,5765631719,141,54.9,5765631715,56,Back,5765631727,156,,5765631717,140,43.4,5765631723,213,2.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821659881,24,83,1,1,49,e3k8yw2rbmphyfu5htn4yi5jk,0,42.9,46.4,2025-06-07T22:08:22.826Z,2025-06-07T22:08:27Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,5765631779,399,e2olfsduxvaqsx6rdbaasa356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821659889,16,1,1,1,50,5x54jbfk11lrsmipgsx7cdbai,1,55.0,63.4,2025-06-07T22:08:24.296Z,2025-06-07T22:08:25Z,e2olfsduxvaqsx6rdbaasa356,M. Nyeman,,5765631775,213,2.55,5765631769,140,44.0,5765631771,141,74.8,5765631767,56,Back,5765631773,212,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821659887,25,83,1,1,50,e3k8yw2rbmphyfu5htn4yi5jk,0,44.0,46.0,2025-06-07T22:08:24.618Z,2025-06-07T22:08:26Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,5765631793,399,db1h2huu8z1quj816wol1wgkp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821659891,17,1,1,1,51,5x54jbfk11lrsmipgsx7cdbai,1,44.0,74.8,2025-06-07T22:08:25.192Z,2025-06-07T22:08:26Z,db1h2huu8z1quj816wol1wgkp,T. McCabe,,5765631785,141,96.0,5765631781,56,Left,5765631783,140,52.0,5765631789,213,1.04,5765631787,212,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821659901,18,1,1,1,53,5x54jbfk11lrsmipgsx7cdbai,1,53.2,93.8,2025-06-07T22:08:27.280Z,2025-06-07T22:08:31Z,7ehcrcdv82ib5fkpo3498gpgp,K. Awuah,,5765631841,141,85.9,5765631845,213,5.92,5765631839,140,66.6,5765631837,56,Left,5765631843,212,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821659895,26,83,1,1,54,e3k8yw2rbmphyfu5htn4yi5jk,0,33.2,35.8,2025-06-07T22:08:28.099Z,2025-06-07T22:21:14Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,5765631919,399,21vmi7qtrujzez3ziux0wa4et,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821659905,19,1,1,1,57,5x54jbfk11lrsmipgsx7cdbai,1,66.6,85.9,2025-06-07T22:08:31.200Z,2025-06-08T00:30:28Z,21vmi7qtrujzez3ziux0wa4et,F. Valot,,5765631869,213,1.15,5765631867,212,10.9,5765631857,56,Left,5765631865,141,100.0,5765631861,140,70.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821659907,20,43,1,1,57,5x54jbfk11lrsmipgsx7cdbai,1,0.0,0.0,2025-06-07T22:08:31.572Z,2025-06-07T22:15:27Z,ekzwxb68vg0w7o14zcq8n4vs9,Z. Ryan,,5765631871,56,Left,5765637803,144,5,5765631873,347,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821659915,21,1,1,1,58,5x54jbfk11lrsmipgsx7cdbai,1,70.1,97.7,2025-06-07T22:08:32.248Z,2025-06-08T00:17:32Z,agl19e1fx5123lk28avksxb3e,A. Aboukoura,,5765631907,213,3.29,5765631903,141,94.0,5765631905,212,16.8,5765631899,56,Left,5765631901,140,54.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821662017,165,1,1,2,0,5x54jbfk11lrsmipgsx7cdbai,1,62.0,78.9,2025-06-07T22:08:33.911Z,2025-06-07T22:24:54Z,e2olfsduxvaqsx6rdbaasa356,M. Nyeman,,5765644297,212,13.2,5765644293,140,56.0,5765644291,56,Left,5765644295,141,95.9,5765644299,213,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821659921,22,1,1,2,1,5x54jbfk11lrsmipgsx7cdbai,1,53.3,93.6,2025-06-07T22:08:35.512Z,2025-06-07T22:08:39Z,7ehcrcdv82ib5fkpo3498gpgp,K. Awuah,,5765631927,140,33.7,5765631931,212,21.0,5765631925,56,Back,5765631933,213,3.34,5765631929,141,87.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821659931,23,1,1,2,5,5x54jbfk11lrsmipgsx7cdbai,1,33.7,87.4,2025-06-07T22:08:38.856Z,2025-06-07T22:08:42Z,906pdcavtipx0q93b1ed1lrai,C. Turner,,5765631967,212,33.8,5765631969,213,4.71,5765631971,1,,5765631963,140,33.5,5765631965,141,37.7,5765631961,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821659937,24,1,1,2,8,5x54jbfk11lrsmipgsx7cdbai,1,42.0,31.3,2025-06-07T22:08:42.224Z,2025-06-07T22:08:43Z,dek9c2ef9ahynvfrk60d9tm5m,Y. Leerman,,5765632001,213,5.71,5765631995,140,69.0,5765631999,212,33.7,5765632003,1,,5765631993,56,Right,5765631997,141,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821659947,25,1,1,2,10,5x54jbfk11lrsmipgsx7cdbai,1,69.0,4.6,2025-06-07T22:08:43.728Z,2025-06-07T22:08:48Z,59kky4fyi0w9bdz4ow3gs95yi,K. Tingey,,5765632055,56,Right,5765632061,212,23.6,5765632063,213,0.06,5765632059,141,6.7,5765632057,140,91.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821659949,26,3,1,2,14,5x54jbfk11lrsmipgsx7cdbai,0,90.6,6.7,2025-06-07T22:08:48.209Z,2025-06-08T00:25:56Z,3y5650rx37d3hnh3sxzhaz7xl,B. Mines,,5765632067,56,Right,5765632105,233,27,5765632069,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821659951,27,7,1,2,14,e3k8yw2rbmphyfu5htn4yi5jk,1,9.4,93.3,2025-06-07T22:08:48.210Z,2025-06-08T00:25:56Z,3s1a50dskuehneuuy9b1nxg4,J. Akpunonu,,5765632071,56,Back,5765632099,233,26,5765632073,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821659961,29,1,1,2,17,e3k8yw2rbmphyfu5htn4yi5jk,0,12.2,94.8,2025-06-07T22:08:50.794Z,2025-06-07T22:08:52Z,3s1a50dskuehneuuy9b1nxg4,J. Akpunonu,,5765632127,140,21.5,5765632131,212,9.8,5765632125,56,Back,5765632133,213,6.19,5765632129,141,93.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821659965,28,1,1,2,18,5x54jbfk11lrsmipgsx7cdbai,1,69.6,4.7,2025-06-07T22:08:52.329Z,2025-06-07T22:08:53Z,59kky4fyi0w9bdz4ow3gs95yi,K. Tingey,,5765632175,141,17.1,5765632171,56,Right,5765632173,140,65.7,5765632179,213,2.02,5765632177,212,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821659975,29,1,1,2,20,5x54jbfk11lrsmipgsx7cdbai,1,65.7,17.1,2025-06-07T22:08:53.745Z,2025-06-07T22:09:00Z,db1h2huu8z1quj816wol1wgkp,T. McCabe,,5765632263,140,67.4,5765632261,56,Center,5765632265,141,28.2,5765632267,212,7.8,5765632269,213,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821659977,30,1,1,2,26,5x54jbfk11lrsmipgsx7cdbai,0,80.1,35.0,2025-06-07T22:09:00.142Z,2025-06-08T00:30:26Z,e2olfsduxvaqsx6rdbaasa356,M. Nyeman,,5765647211,286,,5765646503,213,1.49,5765646497,140,80.3,5765647207,233,188,5765632277,56,Center,5765646499,141,38.7,5765646501,212,2.5,5765647205,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821662365,188,74,1,2,26,e3k8yw2rbmphyfu5htn4yi5jk,1,20.5,58.7,2025-06-07T22:09:00.143Z,2025-06-08T00:25:51Z,caoq1dpq6lz1btrd75s9xuz56,C. Jennings,,5765647185,285,,5765647217,233,30,5765647183,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821662369,191,3,1,2,26,5x54jbfk11lrsmipgsx7cdbai,0,78.6,42.9,2025-06-07T22:09:00.539Z,2025-06-08T00:25:57Z,e2olfsduxvaqsx6rdbaasa356,M. Nyeman,,5765647675,286,,5765647895,233,30,5765647673,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
