id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/9/value,qualifier/13/value,qualifier/10/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/14/value
2788958153,5,5,1,0,21,cf5r1qpotp6n5i3vdchsp2en1,0,17.4,101.7,2025-03-16T02:37:20.942Z,2025-03-16T03:31:38Z,ds74l5fmanizrflvvfkl42pcl,T. Brewitt,,,5585124255,233,7,5585124007,347,,5585124005,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788958195,7,5,1,0,21,ck22dnk93ng8ax7wonlff7yms,1,82.6,-1.7,2025-03-16T02:37:20.942Z,2025-03-16T03:31:38Z,chiwsyjdyk4sn4vxqu9mdr0x6,Braudílio Rodrigues,,,5585124231,347,,5585124237,233,5,5585124229,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788958237,8,1,1,0,30,ck22dnk93ng8ax7wonlff7yms,0,81.1,0.0,2025-03-16T02:37:30.398Z,2025-03-16T02:37:35Z,6pqyqf9v6g60ci7jjggalqsq1,J. Hafferty,,,5585124453,107,,5585124465,141,25.9,5585124457,56,Center,5585124469,212,22.6,5585124477,1,,5585124473,213,0.96,5585124461,140,93.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788958251,6,44,1,0,34,cf5r1qpotp6n5i3vdchsp2en1,1,6.8,69.6,2025-03-16T02:37:34.621Z,2025-03-16T02:37:40Z,ds74l5fmanizrflvvfkl42pcl,T. Brewitt,,,5585124549,233,9,5585124525,56,Back,5585124527,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788958241,9,44,1,0,34,ck22dnk93ng8ax7wonlff7yms,0,93.2,30.4,2025-03-16T02:37:34.622Z,2025-03-16T02:37:43Z,chiwsyjdyk4sn4vxqu9mdr0x6,Braudílio Rodrigues,,,5585124489,56,Center,5585124491,286,,5585124583,233,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788958291,7,12,1,0,35,cf5r1qpotp6n5i3vdchsp2en1,1,7.6,63.1,2025-03-16T02:37:34.991Z,2025-03-16T03:31:00Z,ds74l5fmanizrflvvfkl42pcl,T. Brewitt,,,5585124707,212,9.4,5585124705,141,68.5,5585124701,56,Back,5585124703,140,0.0,5585124727,15,,5585124711,213,2.74,5585124759,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788958301,8,6,1,0,37,cf5r1qpotp6n5i3vdchsp2en1,0,2.0,70.8,2025-03-16T02:37:37.283Z,2025-03-16T03:31:29Z,ds74l5fmanizrflvvfkl42pcl,T. Brewitt,,,5585124777,56,Back,5585124843,233,10,5585124779,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788958269,10,6,1,0,37,ck22dnk93ng8ax7wonlff7yms,1,98.0,29.2,2025-03-16T02:37:37.283Z,2025-03-16T03:31:29Z,6pqyqf9v6g60ci7jjggalqsq1,J. Hafferty,,,5585124657,56,Center,5585124659,75,,5585124835,233,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788958481,11,1,1,1,3,ck22dnk93ng8ax7wonlff7yms,1,99.5,0.5,2025-03-16T02:38:03.775Z,2025-03-16T02:38:12Z,khvgxqohya7mawca1qx5q590,S. Djeffal,,,5585125657,140,82.2,5585125659,141,6.5,5585125653,6,,5585125661,212,18.6,5585125655,56,Right,5585125663,213,2.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788958487,12,1,1,1,7,ck22dnk93ng8ax7wonlff7yms,1,80.8,7.7,2025-03-16T02:38:07.287Z,2025-03-16T02:38:08Z,2wj1w4opn7f0jyz1ps6ebvc6i,K. Sargeant,,,5585125693,212,10.9,5585125691,141,6.8,5585125689,140,91.2,5585125687,56,Right,5585125695,213,6.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788958499,13,1,1,1,8,ck22dnk93ng8ax7wonlff7yms,1,89.9,6.2,2025-03-16T02:38:08.062Z,2025-03-16T02:38:09Z,khvgxqohya7mawca1qx5q590,S. Djeffal,,,5585125741,56,Right,5585125747,212,10.2,5585125749,213,2.66,5585125743,140,81.3,5585125745,141,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788958505,14,1,1,1,9,ck22dnk93ng8ax7wonlff7yms,0,78.5,10.1,2025-03-16T02:38:09.183Z,2025-03-16T02:38:20Z,2wj1w4opn7f0jyz1ps6ebvc6i,K. Sargeant,,,5585125777,140,94.7,5585125783,213,1.02,5585125771,2,,5585125773,155,,5585125781,212,32.5,5585125779,141,50.9,5585125775,56,Center,5585126129,233,9,5585125785,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788958513,9,11,1,1,11,cf5r1qpotp6n5i3vdchsp2en1,1,7.1,50.6,2025-03-16T02:38:11.611Z,2025-03-16T02:38:21Z,9zolq6c0x4ubmtfusbz2c3xwq,C. Shutler,,,5585126089,56,Back,5585126149,233,14,5585126091,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788958547,10,1,1,1,13,cf5r1qpotp6n5i3vdchsp2en1,0,9.0,49.4,2025-03-16T02:38:13.556Z,2025-03-16T02:38:18Z,9zolq6c0x4ubmtfusbz2c3xwq,C. Shutler,,,5585126001,140,76.1,5585125999,56,Center,5585126007,213,0.07,5585126009,1,,5585126003,141,56.7,5585125997,199,,5585126005,212,70.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788958571,15,1,1,1,19,ck22dnk93ng8ax7wonlff7yms,1,26.4,26.7,2025-03-16T02:38:19.535Z,2025-03-16T03:27:10Z,6pqyqf9v6g60ci7jjggalqsq1,J. Hafferty,,,5585126117,140,12.3,5585126119,141,35.1,5585126121,212,15.9,5585126115,56,Back,5585126123,213,2.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788958605,16,1,1,1,20,ck22dnk93ng8ax7wonlff7yms,1,12.2,35.2,2025-03-16T02:38:20.407Z,2025-03-16T02:38:24Z,4o2odluv4usimcdtryht04zjd,L. Ketterer,,,5585126313,141,11.9,5585126317,213,5.52,5585126315,212,22.9,5585126309,56,Back,5585126311,140,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788958621,17,1,1,1,24,ck22dnk93ng8ax7wonlff7yms,1,33.7,10.3,2025-03-16T02:38:24.543Z,2025-03-16T03:27:22Z,6pqyqf9v6g60ci7jjggalqsq1,J. Hafferty,,,5585126383,213,1.76,5585126369,56,Back,5585126379,141,26.2,5585126373,140,31.7,5585126381,212,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788958653,18,1,1,1,26,ck22dnk93ng8ax7wonlff7yms,1,32.2,27.6,2025-03-16T02:38:26.551Z,2025-03-16T02:38:30Z,2yflerah2shma2hzhm99msez9,S. Williams,,,5585126535,141,64.8,5585126531,56,Back,5585126537,212,25.4,5585126539,213,1.64,5585126533,140,30.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788958695,19,1,1,1,30,ck22dnk93ng8ax7wonlff7yms,1,30.9,68.2,2025-03-16T02:38:30.319Z,2025-03-16T02:38:37Z,rtercnq9nn7y0814ghe7wo2x,D. Barbir,,,5585126761,212,18.2,5585126757,140,30.0,5585126755,56,Back,5585126759,141,41.5,5585126763,213,4.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788958697,20,1,1,1,37,ck22dnk93ng8ax7wonlff7yms,1,31.1,41.0,2025-03-16T02:38:36.871Z,2025-03-16T02:38:37Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,,5585126775,213,0.24,5585126771,141,44.3,5585126769,140,39.9,5585126767,56,Back,5585126773,212,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788958735,21,1,1,1,37,ck22dnk93ng8ax7wonlff7yms,1,39.9,44.3,2025-03-16T02:38:37.734Z,2025-03-16T02:38:43Z,2yflerah2shma2hzhm99msez9,S. Williams,,,5585126941,141,30.9,5585126939,140,41.4,5585126937,56,Back,5585126943,212,9.2,5585126945,213,4.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788958753,22,1,1,1,43,ck22dnk93ng8ax7wonlff7yms,1,41.2,31.0,2025-03-16T02:38:42.894Z,2025-03-16T02:38:45Z,khvgxqohya7mawca1qx5q590,S. Djeffal,,,5585127053,141,15.2,5585127057,213,4.37,5585127055,212,11.4,5585127051,140,37.5,5585127049,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788958785,23,1,1,1,45,ck22dnk93ng8ax7wonlff7yms,1,36.5,15.0,2025-03-16T02:38:45.318Z,2025-03-16T02:38:49Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,,5585127205,56,Back,5585127207,140,29.5,5585127213,213,1.98,5585127211,212,18.3,5585127209,141,39.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788958803,24,1,1,1,49,ck22dnk93ng8ax7wonlff7yms,1,30.4,40.1,2025-03-16T02:38:49.159Z,2025-03-16T02:38:53Z,rtercnq9nn7y0814ghe7wo2x,D. Barbir,,,5585127327,56,Right,5585127333,212,46.2,5585127331,141,15.6,5585127337,1,,5585127329,140,71.4,5585127325,157,,5585127335,213,5.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788958807,25,44,1,1,53,ck22dnk93ng8ax7wonlff7yms,1,73.9,18.8,2025-03-16T02:38:53.558Z,2025-03-16T03:32:08Z,csx9pmpibyblftludnkd6j36x,M. Epps,,,5585127355,286,,5585127353,56,Right,5585127429,233,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788958821,11,44,1,1,53,cf5r1qpotp6n5i3vdchsp2en1,0,26.1,81.2,2025-03-16T02:38:53.559Z,2025-03-16T03:32:08Z,ersabc33m0ihy01uxccpnon4k,P. Guimaraes,,,5585127435,233,25,5585127425,56,Back,5585127427,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788958815,26,1,1,1,54,ck22dnk93ng8ax7wonlff7yms,0,71.5,15.6,2025-03-16T02:38:54.022Z,2025-03-16T02:38:55Z,csx9pmpibyblftludnkd6j36x,M. Epps,,,5585127393,140,88.4,5585127399,213,0.42,5585127389,56,Center,5585127385,3,,5585127397,212,19.4,5585127395,141,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788958849,13,1,1,1,56,cf5r1qpotp6n5i3vdchsp2en1,1,17.7,65.2,2025-03-16T02:38:56.221Z,2025-03-16T03:29:26Z,ds74l5fmanizrflvvfkl42pcl,T. Brewitt,,,5585223119,141,57.3,5585223113,3,,5585223117,140,8.1,5585223123,213,3.63,5585223121,212,11.4,5585223115,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788958903,14,1,1,2,4,cf5r1qpotp6n5i3vdchsp2en1,1,13.8,51.3,2025-03-16T02:39:04.652Z,2025-03-16T02:39:08Z,9zolq6c0x4ubmtfusbz2c3xwq,C. Shutler,,,5585127845,212,20.3,5585127843,141,79.7,5585127837,123,,5585127839,56,Back,5585127847,213,1.25,5585127841,140,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788958921,15,1,1,2,8,cf5r1qpotp6n5i3vdchsp2en1,0,20.4,80.0,2025-03-16T02:39:08.163Z,2025-03-16T02:39:10Z,ds74l5fmanizrflvvfkl42pcl,T. Brewitt,,,5585127933,140,38.7,5585127939,213,5.55,5585127937,212,26.0,5585127935,141,54.3,5585127929,155,,5585127931,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788958931,27,1,1,2,11,ck22dnk93ng8ax7wonlff7yms,1,58.0,19.2,2025-03-16T02:39:11.280Z,2025-03-16T02:39:17Z,6pqyqf9v6g60ci7jjggalqsq1,J. Hafferty,,,5585127977,141,21.6,5585127975,140,59.5,5585127981,213,0.80,5585127973,56,Center,5585127979,212,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788958961,29,1,1,2,13,ck22dnk93ng8ax7wonlff7yms,1,54.0,21.0,2025-03-16T02:39:13.662Z,2025-03-16T02:39:16Z,2yflerah2shma2hzhm99msez9,S. Williams,,,5585128115,141,20.9,5585128111,56,Back,5585128117,212,23.1,5585128119,213,3.14,5585128113,140,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788958993,30,1,1,2,18,ck22dnk93ng8ax7wonlff7yms,1,30.6,25.5,2025-03-16T02:39:18.334Z,2025-03-16T02:39:22Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,,5585128293,212,15.0,5585128291,141,47.2,5585128289,140,28.1,5585128295,213,1.75,5585128287,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788959065,31,1,1,2,22,ck22dnk93ng8ax7wonlff7yms,1,30.8,57.3,2025-03-16T02:39:22.191Z,2025-03-16T02:39:32Z,rtercnq9nn7y0814ghe7wo2x,D. Barbir,,,5585128691,140,29.5,5585128695,212,12.5,5585128697,213,4.60,5585128689,56,Back,5585128693,141,39.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788959067,32,1,1,2,32,ck22dnk93ng8ax7wonlff7yms,1,30.5,28.0,2025-03-16T02:39:32.335Z,2025-03-16T02:39:33Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,,5585128713,141,11.4,5585128717,213,4.81,5585128715,212,11.3,5585128711,140,31.6,5585128709,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788959083,33,1,1,2,33,ck22dnk93ng8ax7wonlff7yms,1,31.2,12.8,2025-03-16T02:39:33.606Z,2025-03-16T02:39:35Z,6pqyqf9v6g60ci7jjggalqsq1,J. Hafferty,,,5585128775,141,31.3,5585128779,213,1.76,5585128773,140,28.9,5585128771,56,Back,5585128777,212,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788959103,34,1,1,2,35,ck22dnk93ng8ax7wonlff7yms,1,27.8,32.2,2025-03-16T02:39:35.118Z,2025-03-16T02:39:38Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,,5585128901,140,31.2,5585128905,212,16.1,5585128907,213,4.94,5585128899,56,Back,5585128903,141,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788959119,35,1,1,2,38,ck22dnk93ng8ax7wonlff7yms,1,32.9,6.2,2025-03-16T02:39:38.527Z,2025-03-16T02:39:40Z,6pqyqf9v6g60ci7jjggalqsq1,J. Hafferty,,,5585128977,141,5.9,5585128975,140,46.4,5585128979,212,14.2,5585128981,213,6.27,5585128973,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788959133,36,1,1,2,40,ck22dnk93ng8ax7wonlff7yms,1,44.0,6.1,2025-03-16T02:39:40.286Z,2025-03-16T02:39:41Z,csx9pmpibyblftludnkd6j36x,M. Epps,,,5585129035,212,12.7,5585129031,140,35.0,5585129029,56,Back,5585129049,156,,5585129037,213,2.41,5585129033,141,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788959165,37,1,1,2,44,ck22dnk93ng8ax7wonlff7yms,1,36.8,18.2,2025-03-16T02:39:44.510Z,2025-03-16T02:39:46Z,abhcwxqh35hbgze01m4ihopyi,J. Beer,,,5585129203,141,7.3,5585129201,140,25.5,5585129199,56,Back,5585129205,212,14.0,5585129207,213,3.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788959203,38,1,1,2,46,ck22dnk93ng8ax7wonlff7yms,1,26.4,8.2,2025-03-16T02:39:45.902Z,2025-03-16T02:39:51Z,6pqyqf9v6g60ci7jjggalqsq1,J. Hafferty,,,5585129401,213,2.38,5585129393,56,Back,5585129399,212,17.1,5585129397,141,25.5,5585129395,140,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788959225,39,1,1,2,51,ck22dnk93ng8ax7wonlff7yms,1,21.7,31.2,2025-03-16T02:39:51.159Z,2025-03-16T02:39:54Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,,5585129493,141,65.1,5585129489,56,Back,5585129495,212,23.6,5585129497,213,1.36,5585129491,140,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788959251,40,1,1,2,54,ck22dnk93ng8ax7wonlff7yms,1,30.4,69.9,2025-03-16T02:39:53.870Z,2025-03-16T02:39:58Z,2yflerah2shma2hzhm99msez9,S. Williams,,,5585129599,56,Left,5585129605,212,34.2,5585129609,1,,5585129603,141,90.5,5585129601,140,60.1,5585129607,213,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788959279,41,1,1,2,58,ck22dnk93ng8ax7wonlff7yms,1,57.7,88.9,2025-03-16T02:39:57.998Z,2025-03-16T02:40:02Z,rtercnq9nn7y0814ghe7wo2x,D. Barbir,,,5585129735,141,80.3,5585129731,56,Back,5585129737,212,17.9,5585129739,213,3.47,5585129733,140,41.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788959297,42,1,1,3,2,ck22dnk93ng8ax7wonlff7yms,1,45.0,79.3,2025-03-16T02:40:02.398Z,2025-03-16T02:40:06Z,2yflerah2shma2hzhm99msez9,S. Williams,,,5585129811,141,93.2,5585129813,212,25.0,5585129815,213,0.39,5585129809,140,67.0,5585129807,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788959323,43,1,1,3,6,ck22dnk93ng8ax7wonlff7yms,1,64.2,85.3,2025-03-16T02:40:06.502Z,2025-03-16T02:40:12Z,1b9b97pxox77ia41cilqqm4iy,Nick Firmino,,,5585129923,56,Back,5585129931,213,3.40,5585129929,212,28.7,5585129927,141,74.7,5585129925,140,37.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
