id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/11/value
2803544279,12,1,1,0,56,5h878vnmkbuy2ummddprusxgq,1,31.7,51.9,2025-04-20T00:07:46.833Z,2025-04-20T00:07:50Z,2mxaagzu9rb92z9880yjllbzd,W. Ackwei,,,5665339561,140,34.6,5665339567,212,16.7,5665339569,213,1.39,5665339563,141,76.0,5665339559,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803544285,13,1,1,0,57,5h878vnmkbuy2ummddprusxgq,1,36.4,84.2,2025-04-20T00:07:48.050Z,2025-04-20T00:07:51Z,6fgxgq77v66va16tcuqvyn6x,Gabi Torres,,,5665339617,140,56.0,5665339615,56,Left,5665339623,213,0.03,5665339621,212,20.6,5665339619,141,85.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803544327,14,1,1,0,59,5h878vnmkbuy2ummddprusxgq,1,56.0,85.1,2025-04-20T00:07:50.289Z,2025-04-20T00:08:07Z,7vs1eqm82fwwuhwfqodb3dyw9,R. Ruiz,,,5665339867,141,92.6,5665339865,140,57.9,5665339869,212,5.5,5665339863,56,Left,5665339871,213,1.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803544333,15,4,1,1,3,5h878vnmkbuy2ummddprusxgq,1,57.8,93.6,2025-04-20T00:07:54.199Z,2025-04-20T02:36:42Z,6fgxgq77v66va16tcuqvyn6x,Gabi Torres,,,5665339937,286,,5665339927,13,,5665339931,152,,5665339929,56,Left,5665339933,265,,5665339981,233,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803544325,11,4,1,1,3,ak0rmms5xl49w57i2rvid1tk9,0,42.2,6.4,2025-04-20T00:07:54.200Z,2025-04-20T02:36:42Z,2h53fzt0ubszmkuwfnez8n622,A. Ward,,,5665339961,13,,5665339969,285,,5665340015,233,15,5665339967,265,,5665339965,152,,5665339963,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803544775,16,1,1,1,45,5h878vnmkbuy2ummddprusxgq,1,56.5,85.1,2025-04-20T00:08:36.113Z,2025-04-20T00:08:43Z,6fgxgq77v66va16tcuqvyn6x,Gabi Torres,,,5665342469,140,38.0,5665342471,141,83.5,5665342473,212,19.5,5665342467,56,Back,5665342465,152,,5665342463,5,,5665342477,213,3.20,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803544785,17,1,1,1,52,5h878vnmkbuy2ummddprusxgq,1,39.9,83.2,2025-04-20T00:08:43.264Z,2025-04-20T00:08:45Z,2mxaagzu9rb92z9880yjllbzd,W. Ackwei,,,5665342529,213,1.24,5665342521,56,Back,5665342523,140,41.8,5665342525,141,91.7,5665342527,212,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803544847,18,1,1,1,55,5h878vnmkbuy2ummddprusxgq,1,46.8,89.0,2025-04-20T00:08:45.697Z,2025-04-20T00:08:53Z,6fgxgq77v66va16tcuqvyn6x,Gabi Torres,,,5665342917,140,79.9,5665342925,1,,5665342915,56,Left,5665342923,213,6.18,5665342911,155,,5665342921,212,34.9,5665342919,141,83.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803544855,19,1,1,2,2,5h878vnmkbuy2ummddprusxgq,0,90.1,90.6,2025-04-20T00:08:53.034Z,2025-04-20T00:08:57Z,7ctc1xui7wk89o5v00z8ijqw9,E. Calvillo,,,5665343179,233,12,5665342973,212,3.2,5665343183,286,,5665342967,56,Left,5665342975,213,4.31,5665342969,140,88.9,5665342971,141,86.2,5665343177,236,,,,,,,,,,,,,,,,,,,,,,,,,
2803544865,12,74,1,2,2,ak0rmms5xl49w57i2rvid1tk9,1,4.4,10.7,2025-04-20T00:08:53.035Z,2025-04-20T02:39:24Z,6eqvj5hboqw5c21ofhsgo4p9l,M. Micaletto,,,5665343025,285,,5665343205,233,19,5665343023,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803544875,13,5,1,2,5,ak0rmms5xl49w57i2rvid1tk9,0,11.3,-1.7,2025-04-20T00:08:55.632Z,2025-04-20T02:37:03Z,6eqvj5hboqw5c21ofhsgo4p9l,M. Micaletto,,,5665343059,56,Back,5665344193,233,20,5665343061,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803545041,20,5,1,2,5,5h878vnmkbuy2ummddprusxgq,1,88.7,101.7,2025-04-20T00:08:55.632Z,2025-04-20T02:37:03Z,7ctc1xui7wk89o5v00z8ijqw9,E. Calvillo,,,5665344143,347,,5665344171,233,13,5665344141,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803545085,21,1,1,2,22,5h878vnmkbuy2ummddprusxgq,1,87.4,100.0,2025-04-20T00:09:12.624Z,2025-04-20T00:09:17Z,6fgxgq77v66va16tcuqvyn6x,Gabi Torres,,,5665344435,56,Left,5665344437,140,84.8,5665344441,212,13.6,5665344433,107,,5665344443,213,4.51,5665344439,141,81.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803545095,22,1,1,2,26,5h878vnmkbuy2ummddprusxgq,1,84.7,81.7,2025-04-20T00:09:16.913Z,2025-04-20T00:57:00Z,2mgcta30puk8kuwb5mo4zvcnp,A. Moreno,,,5665344521,56,Left,5665344529,213,0.88,5665344519,155,,5665344527,212,9.2,5665344525,141,92.1,5665344523,140,90.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803545135,23,1,1,2,29,5h878vnmkbuy2ummddprusxgq,1,90.3,92.1,2025-04-20T00:09:20.448Z,2025-04-20T00:09:21Z,7vs1eqm82fwwuhwfqodb3dyw9,R. Ruiz,,,5665344771,213,3.00,5665344769,212,11.4,5665344763,56,Left,5665344767,141,94.4,5665344765,140,79.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803545151,24,1,1,2,30,5h878vnmkbuy2ummddprusxgq,1,79.5,94.4,2025-04-20T00:09:21.560Z,2025-04-20T00:57:03Z,6fgxgq77v66va16tcuqvyn6x,Gabi Torres,,,5665344813,140,68.4,5665344817,212,11.9,5665344815,141,91.2,5665344819,213,3.33,5665344811,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803545177,25,1,1,2,31,5h878vnmkbuy2ummddprusxgq,1,68.4,91.2,2025-04-20T00:09:22.529Z,2025-04-20T00:09:24Z,c4g35kho1qirnu4q420knnl9m,R. Coronado,,,5665344973,140,53.0,5665344979,213,3.17,5665344977,212,16.2,5665344975,141,90.6,5665344971,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803584757,352,83,1,2,38,ak0rmms5xl49w57i2rvid1tk9,0,35.3,31.9,2025-04-20T00:09:28.609Z,2025-04-20T00:58:04Z,cnqxbvy77blk2ulx06t65it49,A. Fontana,,,5665570127,399,2mxaagzu9rb92z9880yjllbzd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803545215,26,61,1,2,39,5h878vnmkbuy2ummddprusxgq,0,59.5,75.7,2025-04-20T00:09:29.761Z,2025-04-20T00:09:29Z,2mxaagzu9rb92z9880yjllbzd,W. Ackwei,,,5665345211,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803545339,15,1,1,2,40,ak0rmms5xl49w57i2rvid1tk9,1,29.5,37.3,2025-04-20T00:09:31.479Z,2025-04-20T00:09:40Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5665345933,213,0.66,5665345929,141,75.6,5665345935,1,,5665345931,212,42.3,5665345927,140,61.2,5665345925,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803545363,16,1,1,2,49,ak0rmms5xl49w57i2rvid1tk9,1,75.8,79.9,2025-04-20T00:09:40.263Z,2025-04-20T00:58:10Z,cfx7vo0kbjvcly2nf1b7papsk,Y. Hanya,,,5665346079,213,5.25,5665346069,155,,5665346071,56,Center,5665346073,140,90.6,5665346067,2,,5665346075,141,41.5,5665346077,212,30.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803545371,17,61,1,2,51,ak0rmms5xl49w57i2rvid1tk9,0,90.6,39.4,2025-04-20T00:09:42.095Z,2025-04-20T00:58:20Z,drbcpa8qvrgin42q3it10nieh,Z. Zandi,,,5665346125,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803584461,389,12,1,2,52,5h878vnmkbuy2ummddprusxgq,1,8.0,54.0,2025-04-20T00:09:42.609Z,2025-04-20T00:57:46Z,6fgxgq77v66va16tcuqvyn6x,Gabi Torres,,,5665567999,140,24.4,5665568001,141,45.8,5665568005,213,5.97,5665567997,56,Back,5665568003,212,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803545409,27,12,1,2,53,5h878vnmkbuy2ummddprusxgq,1,18.4,49.1,2025-04-20T00:09:43.656Z,2025-04-20T00:09:47Z,7ajceczjsu9ci4nqv9gg2860a,F. Daroma,,,5665346293,212,19.0,5665346287,56,Back,5665346289,140,31.9,5665346291,141,30.4,5665346295,213,5.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803585755,353,61,1,2,55,ak0rmms5xl49w57i2rvid1tk9,1,66.1,68.2,2025-04-20T00:09:45.609Z,2025-04-20T00:59:09Z,b9lt0sfts2zxf2ali8vpf0pn9,D. Lacroix,,,5665575411,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803545413,28,61,1,2,57,5h878vnmkbuy2ummddprusxgq,1,31.9,30.4,2025-04-20T00:09:47.675Z,2025-04-20T00:09:48Z,7ctc1xui7wk89o5v00z8ijqw9,E. Calvillo,,,5665346301,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803545443,29,1,1,2,59,5h878vnmkbuy2ummddprusxgq,1,32.6,37.1,2025-04-20T00:09:50Z,2025-04-20T00:58:21Z,3lndo247f4br8t6xxdvlij4a2,W. Cabrera,,,5665346463,213,2.02,5665346459,141,51.9,5665346455,56,Back,5665346461,212,11.2,5665346457,140,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803545479,31,1,1,3,1,5h878vnmkbuy2ummddprusxgq,1,31.0,57.0,2025-04-20T00:09:52.153Z,2025-04-20T00:09:53Z,7ajceczjsu9ci4nqv9gg2860a,F. Daroma,,,5665346667,213,2.01,5665346665,212,14.3,5665346661,140,25.2,5665346659,56,Back,5665346663,141,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803545499,32,1,1,3,2,5h878vnmkbuy2ummddprusxgq,1,25.2,76.0,2025-04-20T00:09:53.112Z,2025-04-20T00:09:55Z,6fgxgq77v66va16tcuqvyn6x,Gabi Torres,,,5665346803,213,0.05,5665346799,141,77.2,5665346797,140,40.7,5665346795,56,Back,5665346801,212,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803586027,354,83,1,3,4,ak0rmms5xl49w57i2rvid1tk9,0,59.9,14.0,2025-04-20T00:09:54.609Z,2025-04-20T00:59:35Z,2h53fzt0ubszmkuwfnez8n622,A. Ward,,,5665577173,399,3lndo247f4br8t6xxdvlij4a2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803545511,33,1,1,3,4,5h878vnmkbuy2ummddprusxgq,1,40.8,77.2,2025-04-20T00:09:55.400Z,2025-04-20T00:58:20Z,3lndo247f4br8t6xxdvlij4a2,W. Cabrera,,,5665346873,140,42.3,5665346881,212,8.4,5665346887,213,1.38,5665346869,56,Back,5665346877,141,89.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803545535,34,4,1,3,7,5h878vnmkbuy2ummddprusxgq,1,39.0,89.9,2025-04-20T00:09:57.918Z,2025-04-20T00:10:03Z,7ajceczjsu9ci4nqv9gg2860a,F. Daroma,,,5665347037,56,Back,5665347041,152,,5665347033,13,,5665347105,233,18,5665347049,286,,5665347045,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803545531,18,4,1,3,7,ak0rmms5xl49w57i2rvid1tk9,0,61.0,10.1,2025-04-20T00:09:57.919Z,2025-04-20T02:23:35Z,rtca480n5ehey5ffvt8nudck,H. Endeley,,,5665347019,152,,5665347025,285,,5665347015,56,Right,5665347133,233,34,5665347013,13,,5665347023,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803545705,35,1,1,3,25,5h878vnmkbuy2ummddprusxgq,1,40.5,81.8,2025-04-20T00:10:16.264Z,2025-04-20T00:10:18Z,6fgxgq77v66va16tcuqvyn6x,Gabi Torres,,,5665348049,56,Back,5665348053,141,83.6,5665348055,212,13.1,5665348057,213,3.05,5665348093,189,,5665348051,140,28.1,5665348045,5,,5665348047,152,,,,,,,,,,,,,,,,,,,,,,,,,
2803545741,36,1,1,3,27,5h878vnmkbuy2ummddprusxgq,1,28.1,83.6,2025-04-20T00:10:18.384Z,2025-04-20T00:10:21Z,2mxaagzu9rb92z9880yjllbzd,W. Ackwei,,,5665348223,56,Back,5665348227,141,50.4,5665348225,140,14.7,5665348231,213,4.16,5665348229,212,26.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803545775,37,1,1,3,30,5h878vnmkbuy2ummddprusxgq,1,15.6,50.0,2025-04-20T00:10:21.320Z,2025-04-20T00:10:24Z,8y556fvv7asmfouaica4nbai1,J. Waite,,,5665348441,140,23.9,5665348445,212,17.8,5665348447,213,5.22,5665348443,141,27.1,5665348439,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803545805,38,1,1,3,34,5h878vnmkbuy2ummddprusxgq,1,29.1,26.8,2025-04-20T00:10:24.626Z,2025-04-20T00:58:47Z,dowfebdy2qnsz8hkj0ilrux62,K. Twumasi,,,5665348627,56,Back,5665348631,141,8.5,5665348629,140,36.7,5665348633,212,14.8,5665348635,213,5.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803545817,39,1,1,3,36,5h878vnmkbuy2ummddprusxgq,0,36.7,8.5,2025-04-20T00:10:27.129Z,2025-04-20T00:59:14Z,7ll9dqayz9698v71x2pvgrspg,Á. Quezada,,,5665348697,56,Back,5665348703,212,10.0,5665348701,141,15.8,5665348705,213,0.52,5665348699,140,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803545827,19,8,1,3,38,ak0rmms5xl49w57i2rvid1tk9,1,56.8,69.3,2025-04-20T00:10:29.136Z,2025-04-20T00:10:29Z,6eqvj5hboqw5c21ofhsgo4p9l,M. Micaletto,,,5665348775,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803545853,20,5,1,3,40,ak0rmms5xl49w57i2rvid1tk9,0,48.1,100.6,2025-04-20T00:10:31.151Z,2025-04-20T02:37:04Z,6eqvj5hboqw5c21ofhsgo4p9l,M. Micaletto,,,5665348911,347,,5665348909,56,Back,5665349279,233,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
