id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value
2796644083,6,5,1,0,47,daicfonrbj124lu2la2rctxck,1,-1.2,70.8,2025-04-05T20:07:50.936Z,2025-04-05T22:29:38Z,c8svt3yazcfaq478j0cpbmbfu,K. Yao,,,5627315333,346,,5627315993,233,5,5627315331,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796644273,7,1,1,1,11,daicfonrbj124lu2la2rctxck,1,5.1,55.4,2025-04-05T20:08:15.341Z,2025-04-05T20:08:25Z,arrnspfznjcs9fmng4finp87p,Koke Vegas,,,5627316255,124,,5627316263,212,47.9,5627316271,74,,5627316261,141,66.4,5627316265,213,0.16,5627316267,1,,5627316259,140,50.2,5627316257,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796644277,8,4,1,1,18,daicfonrbj124lu2la2rctxck,1,59.8,70.0,2025-04-05T20:08:22.335Z,2025-04-05T20:39:14Z,9ch7zgxlcjiio0xbo2hhl2yvo,N. Fuson,,,5627316303,265,,5627316305,286,,5627316379,233,6,5627316301,152,,5627316297,13,,5627316299,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796644217,6,4,1,1,18,b5l2e3csycjb8twvq9ek0j5gq,0,40.2,30.0,2025-04-05T20:08:22.336Z,2025-04-05T20:39:10Z,bogxgfao7j28diagxffy0z9ey,D. Gomez,,,5627316425,233,8,5627316127,152,,5627316129,265,,5627316131,285,,5627316123,13,,5627316125,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796644379,9,1,1,1,23,daicfonrbj124lu2la2rctxck,0,57.6,69.6,2025-04-05T20:08:26.805Z,2025-04-05T20:46:31Z,711t32tk6qwl567dngcldfw15,M. Rodriguez,,,5627316897,140,59.2,5627316899,141,64.0,5627316903,213,5.13,5627316893,152,,5627316891,5,,5627316895,56,Center,5627316901,212,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796679267,290,1,1,1,25,b5l2e3csycjb8twvq9ek0j5gq,1,37.3,63.8,2025-04-05T20:08:29.067Z,2025-04-05T20:46:51Z,6g7v93m80xq6x38o9u3t8y3je,W. Prentice,,,5627514915,56,Back,5627514917,140,48.7,5627514921,212,14.4,5627514923,213,5.70,5627514919,141,52.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796644387,7,61,1,1,26,b5l2e3csycjb8twvq9ek0j5gq,0,36.2,65.2,2025-04-05T20:08:29.960Z,2025-04-05T22:31:53Z,cclpvd1z3yyruciida1q3x4o9,P. Wilson,,,5627316929,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796644447,10,1,1,1,28,daicfonrbj124lu2la2rctxck,1,55.4,31.2,2025-04-05T20:08:31.901Z,2025-04-05T20:08:34Z,711t32tk6qwl567dngcldfw15,M. Rodriguez,,,5627317283,140,57.6,5627317289,213,5.00,5627317281,56,Right,5627317285,141,19.8,5627317287,212,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796644457,11,1,1,1,30,daicfonrbj124lu2la2rctxck,0,56.3,16.0,2025-04-05T20:08:34.229Z,2025-04-05T20:48:36Z,8pqvmz8g1yhe7hqqc1d68c4mi,C. Holstad,,,5627317347,212,1.7,5627317455,286,,5627317451,233,8,5627317349,213,1.26,5627317449,236,,5627317341,56,Right,5627317345,141,18.4,5627317343,140,56.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796644465,8,74,1,1,30,b5l2e3csycjb8twvq9ek0j5gq,1,43.6,82.3,2025-04-05T20:08:34.230Z,2025-04-05T22:29:33Z,cxnq0rc4u1efzt82nw3xgk355,P. Armenakas,,,5627317475,233,11,5627317427,285,,5627317425,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796644487,12,1,1,1,33,daicfonrbj124lu2la2rctxck,0,54.6,14.7,2025-04-05T20:08:37.269Z,2025-04-05T20:49:09Z,711t32tk6qwl567dngcldfw15,M. Rodriguez,,,5627317603,140,55.6,5627526463,286,,5627317605,141,18.3,5627317599,157,,5627526459,233,309,5627317609,213,1.17,5627317611,1,,5627317601,56,Right,5627317607,212,2.7,5627526457,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796681713,309,74,1,1,33,b5l2e3csycjb8twvq9ek0j5gq,1,50.0,90.6,2025-04-05T20:08:37.270Z,2025-04-05T22:29:33Z,69j92vzo1swgodk0g9g2ksqqy,B. Njie,,,5627526509,233,12,5627526397,56,Left,5627526403,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796682769,349,3,1,1,36,daicfonrbj124lu2la2rctxck,0,46.0,10.4,2025-04-05T20:08:39.966Z,2025-04-05T22:28:59Z,8pqvmz8g1yhe7hqqc1d68c4mi,C. Holstad,,,5627533893,56,Back,5627533895,286,,5627534003,233,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796681721,310,7,1,1,36,b5l2e3csycjb8twvq9ek0j5gq,1,54.0,89.6,2025-04-05T20:08:39.967Z,2025-04-05T22:28:59Z,cxnq0rc4u1efzt82nw3xgk355,P. Armenakas,,,5627531387,285,,5627533947,233,349,5627531385,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796644555,10,1,1,1,37,b5l2e3csycjb8twvq9ek0j5gq,1,59.1,87.2,2025-04-05T20:08:41.528Z,2025-04-05T20:49:39Z,69j92vzo1swgodk0g9g2ksqqy,B. Njie,1.0,,5627317995,56,Center,5627319145,210,15,5627317999,141,78.4,5627318001,212,21.1,5627318003,213,6.00,5627317997,140,78.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796644609,11,15,1,1,42,b5l2e3csycjb8twvq9ek0j5gq,1,88.4,68.3,2025-04-05T20:08:46.635Z,2025-04-05T22:55:57Z,cclpvd1z3yyruciida1q3x4o9,P. Wilson,,,5627318265,22,,5627926055,78,,5627926053,64,,5627319257,103,19,5627318763,82,,5627319251,102,51.7,5627318759,20,,5627318269,56,Center,5627319241,55,10,5627319275,231,55.2,5627319237,29,5627319273,230,98.8,5627319269,146,91.1,5627319337,233,13,5627926057,215,5627319271,147,64.4,,,,,,,,,,,
2796644677,13,10,1,1,42,daicfonrbj124lu2la2rctxck,1,3.8,43.0,2025-04-05T20:08:46.735Z,2025-04-05T20:08:57Z,c8svt3yazcfaq478j0cpbmbfu,K. Yao,,,5627319349,233,11,5627318581,94,,5627318585,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796644627,12,6,1,1,44,b5l2e3csycjb8twvq9ek0j5gq,1,90.2,62.2,2025-04-05T20:08:48.368Z,2025-04-05T20:08:59Z,cclpvd1z3yyruciida1q3x4o9,P. Wilson,,,5627318549,75,,5627319485,233,14,5627318545,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796644739,14,6,1,1,44,daicfonrbj124lu2la2rctxck,0,9.8,37.8,2025-04-05T20:08:48.368Z,2025-04-05T22:28:54Z,c8svt3yazcfaq478j0cpbmbfu,K. Yao,,,5627319459,56,Back,5627319461,73,,5627319529,233,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796645123,13,1,1,2,8,b5l2e3csycjb8twvq9ek0j5gq,0,99.5,0.5,2025-04-05T20:09:12.504Z,2025-04-05T20:09:14Z,cxnq0rc4u1efzt82nw3xgk355,P. Armenakas,,,5627320973,141,56.6,5627320961,2,,5627320965,155,,5627320975,212,38.8,5627320971,140,92.5,5627320963,6,,5627320967,223,,5627320977,213,1.76,5627320979,1,,5627320969,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796645515,15,4,1,2,30,daicfonrbj124lu2la2rctxck,1,9.6,56.0,2025-04-05T20:09:34.166Z,2025-04-05T20:51:33Z,2w38gs56nefz2s67peyzb10q1,J. Williams,,,5627538773,294,,5627323187,152,,5627323191,285,,5627323183,13,,5627323249,233,14,5627323185,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796645463,14,4,1,2,30,b5l2e3csycjb8twvq9ek0j5gq,0,90.4,44.0,2025-04-05T20:09:34.167Z,2025-04-05T20:51:35Z,3xd2kq7cxmvdbqsfzgi644c4q,J. Bravo,,,5627538985,294,,5627323127,13,,5627323259,233,15,5627323129,56,Center,5627323135,286,,5627323131,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796646023,16,1,1,2,59,daicfonrbj124lu2la2rctxck,1,10.0,57.2,2025-04-05T20:10:03.109Z,2025-04-05T20:10:07Z,arrnspfznjcs9fmng4finp87p,Koke Vegas,,,5627325685,141,58.5,5627325681,56,Center,5627325675,5,,5627325683,140,69.0,5627325691,1,,5627325679,152,,5627325689,213,0.01,5627325687,212,62.0,5627325677,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796646177,15,4,1,3,3,b5l2e3csycjb8twvq9ek0j5gq,1,33.4,43.1,2025-04-05T20:10:06.807Z,2025-04-05T21:13:46Z,2w7w1l7lwhu2u6nhvqg1bnd2h,N. Hackshaw,,,5627544719,233,17,5627326731,152,,5627326725,13,,5627326729,56,Back,5627326727,294,,5627623935,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796646031,17,4,1,3,3,daicfonrbj124lu2la2rctxck,0,66.6,56.9,2025-04-05T20:10:06.808Z,2025-04-05T22:22:10Z,2w38gs56nefz2s67peyzb10q1,J. Williams,,,5627327321,13,,5627325709,56,Center,5627544763,285,,5627885809,294,,5627544759,233,15,5627327327,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796646045,18,43,1,3,3,daicfonrbj124lu2la2rctxck,1,0.0,0.0,2025-04-05T20:10:07.029Z,2025-04-05T20:10:25Z,2w38gs56nefz2s67peyzb10q1,J. Williams,,,5627325785,212,6.8,5627325773,56,Center,5627325781,141,58.5,5627325763,3,0,5627325789,213,0.00,5627325767,168,0,5627325777,140,75.5,5627327465,144,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796646333,16,1,1,3,15,b5l2e3csycjb8twvq9ek0j5gq,1,37.8,48.5,2025-04-05T20:10:19.382Z,2025-04-05T20:10:23Z,cxnq0rc4u1efzt82nw3xgk355,P. Armenakas,,,5627327271,5,,5627327275,56,Back,5627327285,213,2.29,5627327281,212,18.3,5627327273,152,,5627327277,140,26.3,5627327279,141,68.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796646349,17,1,1,3,19,b5l2e3csycjb8twvq9ek0j5gq,1,26.3,68.7,2025-04-05T20:10:23.206Z,2025-04-05T20:53:00Z,3xd2kq7cxmvdbqsfzgi644c4q,J. Bravo,,,5627327349,212,14.3,5627327343,56,Back,5627327345,140,36.9,5627327351,213,0.68,5627327347,141,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796646361,18,1,1,3,20,b5l2e3csycjb8twvq9ek0j5gq,1,36.9,82.0,2025-04-05T20:10:23.823Z,2025-04-05T20:10:25Z,69j92vzo1swgodk0g9g2ksqqy,B. Njie,,,5627327445,56,Back,5627327453,213,3.69,5627327451,212,15.8,5627327449,141,69.9,5627327447,140,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796646387,19,1,1,3,21,b5l2e3csycjb8twvq9ek0j5gq,1,24.0,69.9,2025-04-05T20:10:24.929Z,2025-04-05T20:53:11Z,3xd2kq7cxmvdbqsfzgi644c4q,J. Bravo,,,5627327597,141,38.0,5627327591,56,Back,5627327593,140,27.2,5627327601,212,22.0,5627327603,213,4.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796646419,20,1,1,3,22,b5l2e3csycjb8twvq9ek0j5gq,1,27.2,38.0,2025-04-05T20:10:26.206Z,2025-04-05T20:54:46Z,4e47ixpbc8x9qzn7l3aeej0tl,K. Greene,,,5627327797,56,Back,5627327803,212,21.0,5627327801,141,9.1,5627327805,213,5.07,5627327799,140,34.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796646501,21,1,1,3,24,b5l2e3csycjb8twvq9ek0j5gq,1,34.5,10.7,2025-04-05T20:10:28.054Z,2025-04-05T20:10:34Z,3apux7dih2628a7b7q0dt6bu2,A. Mohamed,,,5627328277,56,Back,5627328287,212,15.3,5627328289,213,0.03,5627328285,141,11.3,5627328281,140,49.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796646471,19,83,1,3,28,daicfonrbj124lu2la2rctxck,0,58.0,89.4,2025-04-05T20:10:31.932Z,2025-04-05T20:10:35Z,dltmx3e4llkcszs22cbfz92xg,J. Kwizera,,,5627328379,399,evk0esdocrzt5zxqmv4ostdcl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796646513,22,1,1,3,30,b5l2e3csycjb8twvq9ek0j5gq,1,57.4,8.5,2025-04-05T20:10:34.191Z,2025-04-05T20:56:33Z,evk0esdocrzt5zxqmv4ostdcl,J. Damm,,,5627328355,213,0.98,5627328351,141,23.7,5627328347,56,Center,5627328353,212,12.4,5627328349,140,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796646621,23,43,1,3,32,b5l2e3csycjb8twvq9ek0j5gq,1,0.0,0.0,2025-04-05T20:10:36.039Z,2025-04-05T20:56:28Z,cxnq0rc4u1efzt82nw3xgk355,P. Armenakas,,,5627328985,141,7.6,5627328981,56,Right,5627328983,140,53.1,5627561155,144,1,5627328989,213,3.72,5627328987,212,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796646637,24,61,1,3,37,b5l2e3csycjb8twvq9ek0j5gq,0,55.8,5.4,2025-04-05T20:10:41.494Z,2025-04-05T20:56:31Z,3apux7dih2628a7b7q0dt6bu2,A. Mohamed,,,5627329043,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796646673,20,5,1,3,38,daicfonrbj124lu2la2rctxck,1,42.2,101.2,2025-04-05T20:10:41.822Z,2025-04-05T22:29:38Z,dltmx3e4llkcszs22cbfz92xg,J. Kwizera,,,5627329263,233,25,5627329237,56,Back,5627329239,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796646651,25,5,1,3,38,b5l2e3csycjb8twvq9ek0j5gq,0,57.8,-1.2,2025-04-05T20:10:41.822Z,2025-04-05T22:29:39Z,3apux7dih2628a7b7q0dt6bu2,A. Mohamed,,,5627329285,233,20,5627329093,347,,5627329091,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796646691,21,1,1,3,40,daicfonrbj124lu2la2rctxck,1,45.1,100.0,2025-04-05T20:10:44.012Z,2025-04-05T20:10:45Z,dltmx3e4llkcszs22cbfz92xg,J. Kwizera,,,5627329321,212,10.5,5627329323,213,4.66,5627329319,141,86.0,5627329317,140,44.6,5627329315,56,Back,5627329313,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796646719,22,1,1,3,41,daicfonrbj124lu2la2rctxck,1,44.3,82.0,2025-04-05T20:10:45.573Z,2025-04-05T20:10:47Z,711t32tk6qwl567dngcldfw15,M. Rodriguez,,,5627329479,141,91.2,5627329477,140,42.6,5627329475,56,Back,5627329483,213,1.85,5627329481,212,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796646747,23,1,1,3,43,daicfonrbj124lu2la2rctxck,1,40.9,88.3,2025-04-05T20:10:47.108Z,2025-04-05T20:10:50Z,dltmx3e4llkcszs22cbfz92xg,J. Kwizera,,,5627329667,212,9.2,5627329669,213,3.12,5627329663,140,32.1,5627329665,141,88.6,5627329661,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796646779,24,1,1,3,46,daicfonrbj124lu2la2rctxck,1,24.5,89.9,2025-04-05T20:10:49.884Z,2025-04-05T20:10:52Z,f472o0229a6xev8qudf1tyf6y,F. Nodarse,,,5627329863,140,20.9,5627329865,141,72.0,5627329861,56,Back,5627329867,212,12.7,5627329869,213,4.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796646799,25,1,1,3,48,daicfonrbj124lu2la2rctxck,1,13.6,67.3,2025-04-05T20:10:52.380Z,2025-04-05T20:10:55Z,c8svt3yazcfaq478j0cpbmbfu,K. Yao,,,5627330027,56,Back,5627330035,213,4.83,5627330031,141,44.2,5627330033,212,15.8,5627330029,140,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796646851,26,1,1,3,51,daicfonrbj124lu2la2rctxck,1,14.9,41.5,2025-04-05T20:10:54.972Z,2025-04-05T20:10:57Z,arrnspfznjcs9fmng4finp87p,Koke Vegas,,,5627330259,212,12.7,5627330257,141,59.9,5627330255,140,12.7,5627330253,56,Back,5627330263,213,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796646935,27,1,1,3,53,daicfonrbj124lu2la2rctxck,1,10.8,65.5,2025-04-05T20:10:57.556Z,2025-04-05T20:11:02Z,c8svt3yazcfaq478j0cpbmbfu,K. Yao,,,5627330737,213,1.23,5627330735,212,15.4,5627330731,140,15.7,5627330729,56,Back,5627330733,141,86.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796646977,28,1,1,3,58,daicfonrbj124lu2la2rctxck,0,24.9,91.7,2025-04-05T20:11:02.541Z,2025-04-05T20:11:05Z,f472o0229a6xev8qudf1tyf6y,F. Nodarse,,,5627330949,212,43.7,5627330947,141,77.0,5627330943,56,Center,5627330945,140,65.4,5627330941,155,,5627330953,1,,5627330951,213,6.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
