id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/14/value,qualifier/8/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2816872191,5,1,1,0,12,b1rpb2ox52uxcmjrsnqd95pk5,1,43.4,77.9,2025-05-18T21:07:23.597Z,2025-05-18T21:07:24Z,3ldhrzekr0tztaxr3sc8mmg2x,B. Morris,,,5738795287,212,13.3,5738795283,140,54.3,5738795281,56,Center,5738795285,141,67.9,5738795289,213,5.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816872225,6,1,1,0,13,b1rpb2ox52uxcmjrsnqd95pk5,1,54.3,67.9,2025-05-18T21:07:24.157Z,2025-05-18T21:11:51Z,8d6e9axgsli468lnomdbcgu6t,D. Smith,,,5738807813,156,,5738795439,140,40.4,5738795443,212,16.5,5738795441,141,79.1,5738795445,213,2.66,5738795437,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816872255,7,1,1,0,17,b1rpb2ox52uxcmjrsnqd95pk5,1,39.6,79.1,2025-05-18T21:07:28.118Z,2025-05-18T21:07:33Z,6rnuvzwbmj7qv80xlwkjvqnkl,J. Chapman,,,5738795561,1,,5738795547,155,,5738795553,140,57.6,5738795557,212,50.0,5738795549,196,,5738795551,56,Right,5738795555,141,11.0,5738795559,213,5.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816872273,8,1,1,0,21,b1rpb2ox52uxcmjrsnqd95pk5,1,65.8,12.6,2025-05-18T21:07:32.796Z,2025-05-18T21:07:35Z,7jizpx7yu2zxvcrnf9z4408vd,R. Williams,,,5738795651,140,88.0,5738795655,212,23.3,5738795649,56,Right,5738795657,213,6.25,5738795653,141,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816872279,9,1,1,0,24,b1rpb2ox52uxcmjrsnqd95pk5,0,89.5,11.0,2025-05-18T21:07:35.006Z,2025-05-18T21:07:36Z,3ldhrzekr0tztaxr3sc8mmg2x,B. Morris,,,5738795699,213,1.63,5738795695,141,15.9,5738795697,212,3.3,5738795693,140,89.3,5738795683,2,,5738795687,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816898699,338,61,1,0,25,c9xffml4i7ihblp1qhus9w3fu,1,10.4,70.8,2025-05-18T21:07:35.966Z,2025-05-18T21:58:44Z,e6uww9a9ssp0n20ksoolesa8l,E. Martínez,,,5738940149,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816898777,339,1,1,0,26,c9xffml4i7ihblp1qhus9w3fu,1,9.0,60.3,2025-05-18T21:07:36.966Z,2025-05-18T21:59:00Z,357vd87hv0jvljqtt2qf4vmz8,S. Suárez,,,5738940679,140,13.9,5738940681,141,71.2,5738940685,213,0.96,5738940683,212,9.0,5738940677,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816898969,341,1,1,0,30,c9xffml4i7ihblp1qhus9w3fu,0,13.8,85.1,2025-05-18T21:07:40.966Z,2025-05-18T21:59:31Z,bxlh35ww96wgrsgfc8blou50p,M. Mensah,,,5738941905,213,6.01,5738941901,141,77.8,5738941899,140,30.9,5738941897,56,Back,5738941903,212,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816898997,342,61,1,0,31,c9xffml4i7ihblp1qhus9w3fu,0,30.8,80.0,2025-05-18T21:07:41.966Z,2025-05-18T21:59:34Z,2rsduabh7r8i29f9i6znwbfu1,R. Damus,,,5738942061,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816872347,8,43,1,0,32,c9xffml4i7ihblp1qhus9w3fu,1,0.0,0.0,2025-05-18T21:07:43.072Z,2025-05-18T22:00:17Z,3yd4f60qwxrbs2rch6uobxqsp,P. Kavita,,,5738943791,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816872371,9,43,1,0,32,c9xffml4i7ihblp1qhus9w3fu,1,0.0,0.0,2025-05-18T21:07:43.553Z,2025-05-18T22:00:19Z,3yd4f60qwxrbs2rch6uobxqsp,P. Kavita,,,5738796095,213,6.01,5738796091,141,80.0,5738796089,140,29.4,5738796087,56,Back,5738943869,144,1,5738796093,212,18.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816872375,10,43,1,0,35,c9xffml4i7ihblp1qhus9w3fu,1,0.0,0.0,2025-05-18T21:07:46.673Z,2025-05-18T22:00:20Z,2rsduabh7r8i29f9i6znwbfu1,R. Damus,,,5738796111,56,Back,5738943991,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816872385,10,1,1,0,35,b1rpb2ox52uxcmjrsnqd95pk5,1,70.0,11.4,2025-05-18T21:07:46.893Z,2025-05-18T21:16:11Z,63td0sigm6tp2tg8yovf5npm2,D. Gasso,,,5738796137,212,7.4,5738796133,140,65.8,5738796131,56,Right,5738796135,141,20.1,5738796139,213,2.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816872391,11,43,1,0,37,b1rpb2ox52uxcmjrsnqd95pk5,1,0.0,0.0,2025-05-18T21:07:47.981Z,2025-05-18T21:16:18Z,6rnuvzwbmj7qv80xlwkjvqnkl,J. Chapman,,,5738820875,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816872463,12,1,1,0,37,b1rpb2ox52uxcmjrsnqd95pk5,1,65.8,20.1,2025-05-18T21:07:48.028Z,2025-05-18T21:07:57Z,6rnuvzwbmj7qv80xlwkjvqnkl,J. Chapman,,,5738796553,212,6.8,5738796547,56,Right,5738796555,213,5.67,5738796549,140,71.1,5738796551,141,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816878295,75,1,1,0,37,b1rpb2ox52uxcmjrsnqd95pk5,1,63.3,24.4,2025-05-18T21:07:48.725Z,2025-05-18T21:18:10Z,9jc85hbpruze4v8u1pjzsjt62,M. Bryant,,,5738825721,141,18.8,5738825719,140,48.9,5738825717,56,Back,5738825723,212,15.6,5738825727,213,3.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816872473,13,1,1,0,46,b1rpb2ox52uxcmjrsnqd95pk5,1,56.5,15.3,2025-05-18T21:07:57.197Z,2025-05-18T22:04:21Z,b3ktzeb8cz6vl5snbrtnpzw4q,S. Wiedt,,,5738796605,212,28.5,5738796601,140,44.1,5738889281,3,,5738796607,213,2.05,5738796603,141,52.5,5738796599,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816879471,105,1,1,0,47,b1rpb2ox52uxcmjrsnqd95pk5,1,63.4,29.3,2025-05-18T21:07:58.815Z,2025-05-18T21:20:52Z,6rnuvzwbmj7qv80xlwkjvqnkl,J. Chapman,,,5738832501,212,7.9,5738832497,140,60.7,5738832499,141,18.4,5738832495,56,Right,5738832503,213,4.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816889987,256,1,1,0,48,b1rpb2ox52uxcmjrsnqd95pk5,1,54.6,11.9,2025-05-18T21:07:59.172Z,2025-05-18T21:41:53Z,9jc85hbpruze4v8u1pjzsjt62,M. Bryant,,,5738891259,140,44.2,5738891263,212,25.9,5738891261,141,46.4,5738891265,213,2.01,5738891257,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816872493,14,1,1,0,49,b1rpb2ox52uxcmjrsnqd95pk5,1,43.2,53.9,2025-05-18T21:08:00.021Z,2025-05-18T21:41:49Z,7lnb14nmxv9gggyedv3tydvdg,D. Amoo-Mensah,,,5738796717,213,1.43,5738796713,141,88.6,5738796715,212,23.8,5738796711,140,46.4,5738796705,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816872501,15,1,1,0,50,b1rpb2ox52uxcmjrsnqd95pk5,1,46.4,88.6,2025-05-18T21:08:01.925Z,2025-05-18T21:08:03Z,62d3tsany7t5t2bwm4cx9pbai,A. Villanueva,,,5738796755,140,51.2,5738796759,212,7.0,5738796753,56,Left,5738796757,141,81.5,5738796761,213,5.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816872563,16,1,1,0,52,b1rpb2ox52uxcmjrsnqd95pk5,1,51.2,81.5,2025-05-18T21:08:03.237Z,2025-05-18T21:08:08Z,63td0sigm6tp2tg8yovf5npm2,D. Gasso,,,5738797027,140,67.9,5738797031,212,18.5,5738797033,213,0.33,5738797029,141,90.2,5738797025,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816872599,17,1,1,0,57,b1rpb2ox52uxcmjrsnqd95pk5,1,91.0,90.5,2025-05-18T21:08:08.717Z,2025-05-18T21:08:22Z,62d3tsany7t5t2bwm4cx9pbai,A. Villanueva,1.0,,5738797579,154,,5738797203,213,4.64,5738797193,155,,5738797197,140,88.8,5738797201,212,32.7,5738797577,210,13,5738797205,1,,5738797195,56,Center,5738797191,2,5738797199,141,42.5,,,,,,,,,,,,,,,,,,,,,,,,,
2816872601,18,13,1,1,1,b1rpb2ox52uxcmjrsnqd95pk5,1,88.8,42.5,2025-05-18T21:08:12.165Z,2025-05-18T21:08:22Z,7jizpx7yu2zxvcrnf9z4408vd,R. Williams,,,5738797613,230,97.3,5738797215,56,Center,5738797211,22,,5738797603,154,,5738797605,55,17,5738797601,29,,5738797609,102,40,5738797213,17,,5738797599,75,5738797351,20,,5738797615,231,49.1,5738797611,103,27.8,,,,,,,,,,,,,,,,,,,
2816872773,13,5,1,1,2,c9xffml4i7ihblp1qhus9w3fu,1,-1.4,59.8,2025-05-18T21:08:13.761Z,2025-05-18T22:06:00Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,,5738798065,56,Back,5738798067,346,,5738798101,233,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816872615,19,5,1,1,2,b1rpb2ox52uxcmjrsnqd95pk5,0,101.4,40.2,2025-05-18T21:08:13.761Z,2025-05-18T22:06:01Z,7jizpx7yu2zxvcrnf9z4408vd,R. Williams,,,5738797267,346,,5738798123,233,13,5738797265,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816872809,14,1,1,1,22,c9xffml4i7ihblp1qhus9w3fu,1,3.7,48.1,2025-05-18T21:08:33.090Z,2025-05-18T22:00:51Z,dlcxvrsqhiz8ce0nqnh6h6dw5,M. Van Oekel,,,5738798227,124,,5738798231,56,Back,5738798235,141,88.1,5738798239,213,0.91,5738945219,189,,5738798237,212,34.6,5738798233,140,24.0,5738798245,237,,5738798241,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816872861,15,1,1,1,24,c9xffml4i7ihblp1qhus9w3fu,1,16.5,84.8,2025-05-18T21:08:35.937Z,2025-05-18T21:08:41Z,357vd87hv0jvljqtt2qf4vmz8,S. Suárez,,,5738798483,141,87.2,5738798487,213,0.09,5738798485,212,18.4,5738798481,140,34.0,5738798479,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816872875,16,1,1,1,29,c9xffml4i7ihblp1qhus9w3fu,1,34.0,87.2,2025-05-18T21:08:40.785Z,2025-05-18T21:08:42Z,7drelguz6c1htw10sq7zyxh0q,D. Trejo,,,5738798549,140,25.0,5738798551,141,94.7,5738798555,213,2.65,5738798547,56,Back,5738798553,212,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816872883,17,1,1,1,31,c9xffml4i7ihblp1qhus9w3fu,0,25.0,94.7,2025-05-18T21:08:42.480Z,2025-05-18T22:00:49Z,bxlh35ww96wgrsgfc8blou50p,M. Mensah,,,5738798597,212,35.1,5738798589,155,,5738798593,140,57.2,5738798601,1,,5738798595,141,81.1,5738798591,56,Left,5738798599,213,6.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816872933,20,12,1,1,32,b1rpb2ox52uxcmjrsnqd95pk5,1,33.2,13.5,2025-05-18T21:08:43.351Z,2025-05-18T22:07:58Z,b3ktzeb8cz6vl5snbrtnpzw4q,S. Wiedt,,,5738798843,56,Back,5738798847,141,0.0,5738798863,15,,5738798845,140,38.3,5738798897,167,,5738798849,212,11.8,5738798851,213,5.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816873095,18,5,1,1,35,c9xffml4i7ihblp1qhus9w3fu,1,60.7,102.0,2025-05-18T21:08:46.249Z,2025-05-18T22:06:01Z,bxlh35ww96wgrsgfc8blou50p,M. Mensah,,,5738799663,56,Left,5738799665,347,,5738799709,233,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816872937,21,5,1,1,35,b1rpb2ox52uxcmjrsnqd95pk5,0,39.3,-2.0,2025-05-18T21:08:46.249Z,2025-05-18T22:06:02Z,b3ktzeb8cz6vl5snbrtnpzw4q,S. Wiedt,,,5738798881,347,,5738799715,233,18,5738798879,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816873235,19,1,1,1,54,c9xffml4i7ihblp1qhus9w3fu,1,60.8,100.0,2025-05-18T21:09:05.008Z,2025-05-18T21:09:18Z,bxlh35ww96wgrsgfc8blou50p,M. Mensah,,,5738800355,107,,5738800359,140,61.9,5738800363,212,20.0,5738800365,213,4.77,5738800361,141,72.6,5738800357,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816873241,20,4,1,2,7,c9xffml4i7ihblp1qhus9w3fu,1,58.7,83.9,2025-05-18T21:09:18.522Z,2025-05-18T22:06:22Z,9etod4kwf9f5ye7jzc5ez0e3u,E. Laszo,,,5738800387,265,,5738800383,56,Left,5738800509,233,22,5738800381,13,,5738800385,152,,5738800389,286,,5738800437,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816873257,22,4,1,2,7,b1rpb2ox52uxcmjrsnqd95pk5,0,41.3,16.1,2025-05-18T21:09:18.523Z,2025-05-18T22:06:22Z,8d6e9axgsli468lnomdbcgu6t,D. Smith,,,5738800583,233,20,5738800477,152,,5738800473,13,,5738800475,56,Back,5738800479,265,,5738800481,285,,5738800543,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816873295,21,1,1,2,10,c9xffml4i7ihblp1qhus9w3fu,1,60.3,75.9,2025-05-18T21:09:21.588Z,2025-05-18T21:09:24Z,9etod4kwf9f5ye7jzc5ez0e3u,E. Laszo,,,5738800627,152,,5738800631,140,62.8,5738800635,212,6.0,5738800637,213,1.12,5738800633,141,83.8,5738800629,56,Left,5738800625,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816873321,22,1,1,2,12,c9xffml4i7ihblp1qhus9w3fu,1,60.4,73.8,2025-05-18T21:09:23.889Z,2025-05-18T21:09:27Z,e6uww9a9ssp0n20ksoolesa8l,E. Martínez,,,5738800799,140,63.3,5738800801,141,32.2,5738800805,213,4.82,5738800803,212,28.5,5738800797,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816873345,23,1,1,2,15,c9xffml4i7ihblp1qhus9w3fu,0,63.0,29.4,2025-05-18T21:09:26.817Z,2025-05-18T22:01:22Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,,5738800903,141,12.6,5738800907,213,5.49,5738800901,140,73.8,5738800905,212,16.1,5738800899,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816899675,381,61,1,2,16,b1rpb2ox52uxcmjrsnqd95pk5,1,33.2,80.9,2025-05-18T21:09:26.966Z,2025-05-18T22:01:35Z,62d3tsany7t5t2bwm4cx9pbai,A. Villanueva,,,5738946627,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816873361,24,1,1,2,19,c9xffml4i7ihblp1qhus9w3fu,1,68.3,4.9,2025-05-18T21:09:30.640Z,2025-05-18T22:01:41Z,7xe0ov84ztwduks4x3utn05ck,S. Tregarthen,,,5738800957,212,11.4,5738800953,140,69.8,5738800951,56,Center,5738800955,141,21.5,5738800959,213,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816873375,25,1,1,2,22,c9xffml4i7ihblp1qhus9w3fu,1,69.7,21.3,2025-05-18T21:09:32.993Z,2025-05-18T21:09:34Z,dhi7890xe8zsmzhw2cad7sul1,T. Pasher,,,5738801019,212,20.0,5738801015,140,51.0,5738801021,213,2.95,5738801013,56,Center,5738801017,141,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816873395,26,1,1,2,23,c9xffml4i7ihblp1qhus9w3fu,0,51.0,27.0,2025-05-18T21:09:34.658Z,2025-05-18T23:19:42Z,9etod4kwf9f5ye7jzc5ez0e3u,E. Laszo,,,5738801167,213,6.18,5738801163,212,53.2,5738801159,141,18.6,5738801155,56,Right,5738801157,140,100.0,5738947335,157,,5738801169,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816873711,23,5,1,2,26,b1rpb2ox52uxcmjrsnqd95pk5,1,-1.4,84.4,2025-05-18T21:09:37.084Z,2025-05-18T22:06:02Z,7lnb14nmxv9gggyedv3tydvdg,D. Amoo-Mensah,,,5738802647,56,Back,5738802649,346,,5738802651,233,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816873405,27,5,1,2,26,c9xffml4i7ihblp1qhus9w3fu,0,101.4,15.6,2025-05-18T21:09:37.084Z,2025-05-18T22:06:02Z,9etod4kwf9f5ye7jzc5ez0e3u,E. Laszo,,,5738801213,346,,5738802673,233,23,5738801211,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816873729,24,1,1,2,59,b1rpb2ox52uxcmjrsnqd95pk5,0,4.9,55.8,2025-05-18T21:10:10.838Z,2025-05-18T21:10:14Z,974nt2pay3nvbe8uyzx0qdhxw,C. Herrera,,,5738802767,56,Center,5738802773,212,62.4,5738802777,1,,5738802781,74,,5738802771,141,77.2,5738802775,213,0.24,5738802769,140,62.7,5738802765,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816873731,28,44,1,3,2,c9xffml4i7ihblp1qhus9w3fu,1,36.0,25.8,2025-05-18T21:10:13.321Z,2025-05-18T23:13:59Z,3yd4f60qwxrbs2rch6uobxqsp,P. Kavita,,,5738802799,56,Back,5738802801,285,,5738802891,233,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
