id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/8/value,qualifier/13/value,qualifier/12/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2790929343,12,1,1,1,0,5x54jbfk11lrsmipgsx7cdbai,0,3.4,47.8,2025-03-22T20:08:21.634Z,2025-03-22T20:08:26Z,7lmf6beyvhncglhw9avm40qju,H. Fauroux,,5595962059,1,,5595962055,212,40.6,5595962049,56,Back,5595962051,140,41.3,5595962047,155,,5595962053,141,36.3,5595962057,213,6.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790929335,7,44,1,1,3,83cpn99fh7ulkwe8nezy8a3mx,1,57.4,63.3,2025-03-22T20:08:24.448Z,2025-03-22T22:29:29Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,5595962131,233,13,5595962011,286,,5595962009,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790929345,13,44,1,1,3,5x54jbfk11lrsmipgsx7cdbai,0,42.6,36.7,2025-03-22T20:08:24.449Z,2025-03-22T22:29:30Z,db1h2huu8z1quj816wol1wgkp,T. McCabe,,5595962171,233,7,5595962091,285,,5595962089,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790929367,8,1,1,1,3,83cpn99fh7ulkwe8nezy8a3mx,1,55.2,62.6,2025-03-22T20:08:24.812Z,2025-03-22T22:31:07Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,5595962207,212,22.6,5595962199,56,Center,5595962203,141,74.1,5595962201,140,75.4,5595962197,3,,5595962211,213,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790931059,44,1,1,1,4,83cpn99fh7ulkwe8nezy8a3mx,0,56.8,75.6,2025-03-22T20:08:25.037Z,2025-03-22T20:15:54Z,cxscznjyygtsgbajv08q04sq2,R. Serrano,,5595972577,213,5.16,5595972573,141,62.6,5595972567,3,,5595972571,140,60.8,5595972569,56,Center,5595972575,212,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790929363,16,44,1,1,6,5x54jbfk11lrsmipgsx7cdbai,1,29.2,29.7,2025-03-22T20:08:27.255Z,2025-03-22T22:29:30Z,dek9c2ef9ahynvfrk60d9tm5m,Y. Leerman,,5595962183,285,,5595962181,56,Back,5595962277,233,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790929371,9,44,1,1,6,83cpn99fh7ulkwe8nezy8a3mx,0,70.8,70.3,2025-03-22T20:08:27.256Z,2025-03-22T22:29:31Z,35bpd9cmuep6cqczngaqpc19m,P. Goodrum,,5595962229,286,,5595962227,56,Center,5595962291,233,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790929443,17,1,1,1,6,5x54jbfk11lrsmipgsx7cdbai,1,35.3,36.1,2025-03-22T20:08:27.563Z,2025-03-22T20:08:36Z,dek9c2ef9ahynvfrk60d9tm5m,Y. Leerman,,5595962645,141,12.5,5595962649,213,5.14,5595962639,3,,5595962641,56,Back,5595962647,212,17.6,5595962643,140,42.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790929453,18,1,1,1,15,5x54jbfk11lrsmipgsx7cdbai,1,42.2,12.5,2025-03-22T20:08:36.466Z,2025-03-22T22:31:10Z,ekzwxb68vg0w7o14zcq8n4vs9,Z. Ryan,,5595962719,141,24.9,5595962715,56,Back,5595962721,212,12.4,5595975441,189,,5595962723,213,2.40,5595962717,140,33.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790929531,19,1,1,1,19,5x54jbfk11lrsmipgsx7cdbai,1,29.1,24.3,2025-03-22T20:08:40.050Z,2025-03-22T20:08:49Z,dek9c2ef9ahynvfrk60d9tm5m,Y. Leerman,,5595963187,56,Back,5595963195,213,2.56,5595963191,141,45.7,5595963193,212,26.4,5595963189,140,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790929539,20,1,1,1,28,5x54jbfk11lrsmipgsx7cdbai,0,9.3,45.2,2025-03-22T20:08:49.597Z,2025-03-22T22:32:29Z,7lmf6beyvhncglhw9avm40qju,H. Fauroux,,5595963235,212,24.8,5595963227,155,,5595963237,213,6.09,5595963229,56,Back,5595963233,141,38.2,5595963231,140,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790929567,11,43,1,1,31,83cpn99fh7ulkwe8nezy8a3mx,1,0.0,0.0,2025-03-22T20:08:52.320Z,2025-03-22T20:16:53Z,869lv47g5aohwwzeyzx9xmt7u,Z. Duncan,,5595963405,56,Center,5595979667,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790929565,10,1,1,1,32,83cpn99fh7ulkwe8nezy8a3mx,0,76.7,72.0,2025-03-22T20:08:53.904Z,2025-03-22T20:16:23Z,869lv47g5aohwwzeyzx9xmt7u,Z. Duncan,,5595963389,56,Center,5595963393,141,37.6,5595963397,213,4.53,5595963391,140,72.6,5595963395,212,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790929577,21,1,1,1,35,5x54jbfk11lrsmipgsx7cdbai,1,32.9,73.5,2025-03-22T20:08:56.562Z,2025-03-22T20:08:58Z,agl19e1fx5123lk28avksxb3e,A. Aboukoura,,5595963481,213,2.73,5595963473,56,Back,5595963477,141,79.4,5595963479,212,10.1,5595963475,140,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790929587,22,1,1,1,37,5x54jbfk11lrsmipgsx7cdbai,1,24.1,79.4,2025-03-22T20:08:58.258Z,2025-03-22T20:08:59Z,7ehcrcdv82ib5fkpo3498gpgp,K. Awuah,,5595963539,213,5.07,5595963535,212,9.9,5595963525,56,Back,5595963529,140,27.4,5595963531,141,65.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790929605,23,1,1,1,38,5x54jbfk11lrsmipgsx7cdbai,1,27.4,65.7,2025-03-22T20:08:59.761Z,2025-03-22T22:32:22Z,db1h2huu8z1quj816wol1wgkp,T. McCabe,,5595963615,141,72.9,5595963619,213,2.86,5595963617,212,17.8,5595963613,140,11.1,5595963611,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790929637,24,1,1,1,42,5x54jbfk11lrsmipgsx7cdbai,0,10.2,78.2,2025-03-22T20:09:03.339Z,2025-03-22T20:09:04Z,b6t0f1g03ixymivs4fbaiewic,J. Erlandson,,5595963791,213,0.33,5595963783,56,Back,5595963787,141,94.5,5595963781,157,,5595963789,212,33.9,5595963785,140,40.7,5595963793,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790929667,12,1,1,1,43,83cpn99fh7ulkwe8nezy8a3mx,0,63.5,2.5,2025-03-22T20:09:04.976Z,2025-03-22T22:32:33Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,5595963885,141,6.4,5595963889,213,0.20,5595963887,212,13.5,5595963883,140,76.1,5595963879,3,,5595963881,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790929681,25,1,1,1,44,5x54jbfk11lrsmipgsx7cdbai,0,52.4,96.1,2025-03-22T20:09:05.578Z,2025-03-22T20:21:52Z,7ehcrcdv82ib5fkpo3498gpgp,K. Awuah,,5595964019,233,13,5595963981,212,2.7,5595963983,213,0.00,5595964023,286,,5595963979,141,96.1,5595963975,56,Left,5595963977,140,55.0,5595964017,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790929685,13,74,1,1,44,83cpn99fh7ulkwe8nezy8a3mx,1,45.7,4.9,2025-03-22T20:09:05.579Z,2025-03-22T22:28:47Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,5595963991,56,Back,5595964039,233,25,5595963993,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790933451,102,1,1,1,46,83cpn99fh7ulkwe8nezy8a3mx,0,42.4,26.2,2025-03-22T20:09:07.616Z,2025-03-22T20:22:42Z,869lv47g5aohwwzeyzx9xmt7u,Z. Duncan,,5595989559,140,46.6,5595990181,236,,5595990187,286,,5595990183,233,26,5595989565,213,6.13,5595989563,212,4.5,5595989557,56,Back,5595989561,141,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790929709,26,74,1,1,46,5x54jbfk11lrsmipgsx7cdbai,1,53.1,87.1,2025-03-22T20:09:07.617Z,2025-03-22T22:28:48Z,db1h2huu8z1quj816wol1wgkp,T. McCabe,,5595990145,285,,5595990193,233,102,5595985073,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790929703,14,61,1,1,54,83cpn99fh7ulkwe8nezy8a3mx,1,69.7,10.1,2025-03-22T20:09:15.440Z,2025-03-22T22:32:20Z,869lv47g5aohwwzeyzx9xmt7u,Z. Duncan,,5595964117,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790929705,15,5,1,1,56,83cpn99fh7ulkwe8nezy8a3mx,0,72.4,-1.8,2025-03-22T20:09:17.131Z,2025-03-22T22:28:49Z,869lv47g5aohwwzeyzx9xmt7u,Z. Duncan,,5595964153,347,,5595964151,56,Right,5595964409,233,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790929741,27,5,1,1,56,5x54jbfk11lrsmipgsx7cdbai,1,27.6,101.8,2025-03-22T20:09:17.131Z,2025-03-22T20:18:10Z,db1h2huu8z1quj816wol1wgkp,T. McCabe,,5595964405,233,15,5595964401,56,Back,5595964403,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790929749,28,1,1,2,8,5x54jbfk11lrsmipgsx7cdbai,1,24.5,100.0,2025-03-22T20:09:29.801Z,2025-03-22T20:09:31Z,7ehcrcdv82ib5fkpo3498gpgp,K. Awuah,,5595964445,212,8.5,5595964439,56,Back,5595964441,140,31.2,5595964437,107,,5595964443,141,94.8,5595964447,213,5.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790929751,29,1,1,2,9,5x54jbfk11lrsmipgsx7cdbai,1,31.2,94.8,2025-03-22T20:09:30.937Z,2025-03-22T20:09:32Z,agl19e1fx5123lk28avksxb3e,A. Aboukoura,,5595964461,56,Back,5595964463,140,32.5,5595964467,212,9.1,5595964469,213,4.86,5595964465,141,81.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790929767,30,1,1,2,11,5x54jbfk11lrsmipgsx7cdbai,1,32.5,81.5,2025-03-22T20:09:32.369Z,2025-03-22T22:32:19Z,db1h2huu8z1quj816wol1wgkp,T. McCabe,,5595964635,212,31.1,5595964631,140,22.3,5595964637,213,4.36,5595964629,56,Back,5595964633,141,38.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790929789,31,1,1,2,16,5x54jbfk11lrsmipgsx7cdbai,1,22.3,38.6,2025-03-22T20:09:37.401Z,2025-03-22T20:09:41Z,7lmf6beyvhncglhw9avm40qju,H. Fauroux,,5595964809,141,5.0,5595964805,56,Back,5595964811,212,26.9,5595964813,213,5.27,5595964807,140,35.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790929791,32,1,1,2,20,5x54jbfk11lrsmipgsx7cdbai,0,35.9,5.0,2025-03-22T20:09:41.338Z,2025-03-22T20:09:41Z,59kky4fyi0w9bdz4ow3gs95yi,K. Tingey,,5595964821,140,57.7,5595964819,56,Right,5595964823,141,17.3,5595964827,213,0.35,5595964829,1,,5595964825,212,24.4,5595964817,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790929799,16,1,1,2,20,83cpn99fh7ulkwe8nezy8a3mx,0,30.9,85.3,2025-03-22T20:09:42.007Z,2025-03-22T20:09:43Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,5595964873,212,30.2,5595964865,3,,5595964869,140,57.5,5595964867,56,Left,5595964871,141,100.0,5595964875,213,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790929807,17,5,1,2,22,83cpn99fh7ulkwe8nezy8a3mx,0,56.8,101.6,2025-03-22T20:09:43.267Z,2025-03-22T22:28:50Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,5595965101,233,33,5595964919,56,Left,5595964921,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790929839,33,5,1,2,22,5x54jbfk11lrsmipgsx7cdbai,1,43.2,-1.6,2025-03-22T20:09:43.267Z,2025-03-22T22:28:50Z,59kky4fyi0w9bdz4ow3gs95yi,K. Tingey,,5595965083,347,,5595965097,233,17,5595965081,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790929867,34,1,1,2,27,5x54jbfk11lrsmipgsx7cdbai,1,40.6,0.0,2025-03-22T20:09:48.154Z,2025-03-22T20:09:51Z,59kky4fyi0w9bdz4ow3gs95yi,K. Tingey,,5595965243,212,14.9,5595965237,56,Back,5595965241,141,9.2,5595965235,107,,5595965239,140,28.3,5595965245,213,2.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790929897,35,1,1,2,30,5x54jbfk11lrsmipgsx7cdbai,1,29.2,12.0,2025-03-22T20:09:51.598Z,2025-03-22T20:09:55Z,dek9c2ef9ahynvfrk60d9tm5m,Y. Leerman,,5595965409,1,,5595965405,212,32.4,5595965401,140,22.1,5595965399,56,Back,5595965403,141,58.4,5595965407,213,1.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790929913,36,1,1,2,34,5x54jbfk11lrsmipgsx7cdbai,1,25.0,61.8,2025-03-22T20:09:55.209Z,2025-03-22T20:09:58Z,b6t0f1g03ixymivs4fbaiewic,J. Erlandson,,5595965507,213,5.02,5595965503,212,14.7,5595965499,141,41.2,5595965497,140,29.3,5595965493,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790929917,37,1,1,2,37,5x54jbfk11lrsmipgsx7cdbai,1,27.9,41.2,2025-03-22T20:09:58.777Z,2025-03-22T20:10:01Z,db1h2huu8z1quj816wol1wgkp,T. McCabe,,5595965563,212,15.0,5595965559,140,29.7,5595965557,56,Back,5595965565,213,1.44,5595965561,141,63.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790929941,38,1,1,2,39,5x54jbfk11lrsmipgsx7cdbai,1,30.5,68.2,2025-03-22T20:10:00.833Z,2025-03-22T20:10:05Z,b6t0f1g03ixymivs4fbaiewic,J. Erlandson,,5595965715,141,90.0,5595965719,213,0.85,5595965717,212,19.7,5595965713,140,42.9,5595965711,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790929953,39,1,1,2,44,5x54jbfk11lrsmipgsx7cdbai,0,43.8,90.0,2025-03-22T20:10:05.097Z,2025-03-22T20:10:06Z,7ehcrcdv82ib5fkpo3498gpgp,K. Awuah,,5595965785,56,Center,5595965789,141,71.5,5595965793,213,6.03,5595965795,1,,5595965791,212,49.9,5595965787,140,89.8,5595965783,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790930049,19,1,1,2,58,83cpn99fh7ulkwe8nezy8a3mx,1,9.5,51.8,2025-03-22T20:10:19.784Z,2025-03-22T20:10:25Z,a3k4grlhkn63p3xfb2rzslkdm,D. Las,,5595966305,140,15.5,5595966301,123,,5595966309,212,24.8,5595966311,213,1.31,5595966307,141,87.1,5595966303,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790930067,20,1,1,3,4,83cpn99fh7ulkwe8nezy8a3mx,0,19.2,90.3,2025-03-22T20:10:25.239Z,2025-03-22T20:10:27Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,5595966417,140,71.0,5595966413,155,,5595966425,1,,5595966423,213,0.02,5595966415,56,Left,5595966421,212,54.4,5595966419,141,91.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
