id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/8/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2821667653,7,13,1,0,15,bu5w8wprynlj9mvphvy8sd94f,1,72.1,33.1,2025-06-07T23:06:47.362Z,2025-06-07T23:06:57Z,am7umg00yxt40mndzo6e0u3o4,F. Bonfiglio,,5765675437,55,6,5765675365,56,Center,5765675441,102,38.8,5765675363,18,,5765675451,231,49.3,5765675447,328,,5765675435,29,,5765675449,230,99.0,5765675433,75,5765675415,20,5765675443,103,36.1,5765675445,215,5765675361,22,,,,,,,,,,,,,,,,,,,,,,
2821667683,5,5,1,0,17,daicfonrbj124lu2la2rctxck,1,-1.0,68.4,2025-06-07T23:06:49.299Z,2025-06-08T01:19:27Z,711t32tk6qwl567dngcldfw15,M. Rodriguez,,5765675549,346,,5765675559,233,8,5765675545,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821667657,8,5,1,0,17,bu5w8wprynlj9mvphvy8sd94f,0,101.0,31.6,2025-06-07T23:06:49.299Z,2025-06-08T01:19:28Z,am7umg00yxt40mndzo6e0u3o4,F. Bonfiglio,,5765675573,233,5,5765675399,346,,5765675397,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821667697,6,1,1,0,29,daicfonrbj124lu2la2rctxck,1,3.8,49.4,2025-06-07T23:07:01.677Z,2025-06-07T23:07:03Z,a3l8f3a6rr93qyyaxhdfqq1yi,J. Lee,,5765675621,212,20.5,5765675627,237,,5765675619,141,23.1,5765675623,213,5.22,5765675613,124,,5765675615,56,Back,5765675617,140,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821667717,7,1,1,0,31,daicfonrbj124lu2la2rctxck,0,16.5,19.5,2025-06-07T23:07:03.711Z,2025-06-07T23:07:07Z,couplbg5c1wzrb14ycd8f7h0p,G. Stoneman,,5765675731,213,0.25,5765675729,212,72.5,5765675733,1,,5765675727,141,45.8,5765675721,157,,5765675723,56,Center,5765675725,140,83.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821667759,10,1,1,0,39,bu5w8wprynlj9mvphvy8sd94f,1,14.2,49.3,2025-06-07T23:07:11.123Z,2025-06-07T23:07:13Z,9q3w4j10qfsq94svbmyxa879x,B. Hamid,,5765675901,212,15.0,5765675899,141,66.6,5765675903,213,0.90,5765675895,56,Back,5765675897,140,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821667789,11,1,1,0,41,bu5w8wprynlj9mvphvy8sd94f,1,23.5,65.2,2025-06-07T23:07:13.706Z,2025-06-07T23:07:17Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,5765676027,213,4.78,5765676025,212,22.1,5765676019,140,24.9,5765676023,141,32.7,5765676015,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821667813,12,1,1,0,45,bu5w8wprynlj9mvphvy8sd94f,1,25.6,33.0,2025-06-07T23:07:17.466Z,2025-06-07T23:07:23Z,eqopj1p3a2ehzpwlj90laswoa,D. Knutson,,5765676205,56,Back,5765676213,213,1.59,5765676211,212,24.3,5765676207,140,25.2,5765676209,141,68.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821667833,13,1,1,0,51,bu5w8wprynlj9mvphvy8sd94f,1,30.9,78.4,2025-06-07T23:07:23.282Z,2025-06-07T23:07:26Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,5765676307,212,14.2,5765676309,213,0.87,5765676301,56,Back,5765676303,140,39.6,5765676305,141,94.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821667837,14,3,1,0,54,bu5w8wprynlj9mvphvy8sd94f,0,39.3,93.9,2025-06-07T23:07:26.347Z,2025-06-07T23:07:27Z,cefb3xpf94kmg4rk0v1mkk2l0,B. Bent,,5765676327,56,Back,5765676343,211,,5765676329,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821667895,11,3,1,0,55,daicfonrbj124lu2la2rctxck,0,60.7,18.5,2025-06-07T23:07:27.164Z,2025-06-08T01:48:34Z,711t32tk6qwl567dngcldfw15,M. Rodriguez,,5765676609,56,Right,5765676611,286,,5765690157,233,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821667861,15,7,1,0,55,bu5w8wprynlj9mvphvy8sd94f,0,39.3,81.5,2025-06-07T23:07:27.165Z,2025-06-08T01:20:35Z,cefb3xpf94kmg4rk0v1mkk2l0,B. Bent,,5765690167,233,11,5765687897,285,,5765687895,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821667877,9,1,1,0,56,daicfonrbj124lu2la2rctxck,1,55.9,21.8,2025-06-07T23:07:28.390Z,2025-06-08T01:54:09Z,9txqixk3uycvort3ntzkva1g5,Z. Herivaux,,5765676525,141,9.5,5765676523,140,61.9,5765676527,212,10.5,5765676521,56,Right,5765676529,213,5.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821670547,58,1,1,0,58,daicfonrbj124lu2la2rctxck,1,67.0,4.3,2025-06-07T23:07:30.223Z,2025-06-07T23:15:55Z,1diaoqi51gzx23j4d5f8xc8b8,A. Shapiro-Thompson,,5765693303,212,11.0,5765693305,213,1.82,5765693301,141,19.9,5765693291,56,Right,5765693297,140,64.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821670551,59,1,1,0,58,daicfonrbj124lu2la2rctxck,0,64.2,22.1,2025-06-07T23:07:30.430Z,2025-06-07T23:16:09Z,9txqixk3uycvort3ntzkva1g5,Z. Herivaux,,5765693807,286,,5765693785,213,5.32,5765693783,212,1.8,5765693801,236,,5765693777,56,Right,5765693803,233,16,5765693781,141,19.9,5765693779,140,65.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821667881,16,74,1,0,58,bu5w8wprynlj9mvphvy8sd94f,1,35.5,77.9,2025-06-07T23:07:30.431Z,2025-06-08T01:20:32Z,cyignmjprj3whvban361mclm2,D. Mercado,,5765688717,285,,5765688715,56,Back,5765693821,233,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821667887,10,43,1,1,1,daicfonrbj124lu2la2rctxck,1,0.0,0.0,2025-06-07T23:07:33.499Z,2025-06-07T23:45:56Z,9ch7zgxlcjiio0xbo2hhl2yvo,N. Fuson,,5765676571,141,16.2,5765676569,140,62.0,5765764211,144,1,5765676575,213,1.55,5765676573,212,4.6,5765676567,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821667907,18,1,1,1,3,bu5w8wprynlj9mvphvy8sd94f,1,35.3,85.2,2025-06-07T23:07:35.714Z,2025-06-07T23:17:18Z,bzs1s1yntau3dvzyvn6t7t785,L. Melano,,5765695417,213,3.22,5765695409,56,Back,5765695411,140,25.8,5765695413,141,84.0,5765695415,212,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821667913,19,1,1,1,6,bu5w8wprynlj9mvphvy8sd94f,1,24.6,86.3,2025-06-07T23:07:38.187Z,2025-06-07T23:17:13Z,cefb3xpf94kmg4rk0v1mkk2l0,B. Bent,,5765696407,213,0.36,5765696395,56,Back,5765696403,141,92.4,5765696405,212,11.9,5765696399,140,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821671475,109,1,1,1,7,bu5w8wprynlj9mvphvy8sd94f,1,45.3,92.7,2025-06-07T23:07:39.565Z,2025-06-07T23:17:16Z,am7umg00yxt40mndzo6e0u3o4,F. Bonfiglio,,5765696573,212,5.7,5765696575,213,3.14,5765696571,141,92.7,5765696569,140,39.9,5765696567,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821667921,20,1,1,1,8,bu5w8wprynlj9mvphvy8sd94f,1,44.5,89.7,2025-06-07T23:07:40.394Z,2025-06-07T23:07:41Z,bzs1s1yntau3dvzyvn6t7t785,L. Melano,,5765676753,140,42.3,5765676755,141,79.3,5765676757,212,7.4,5765676751,56,Back,5765676759,213,4.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821667927,21,1,1,1,9,bu5w8wprynlj9mvphvy8sd94f,1,42.3,79.3,2025-06-07T23:07:41.490Z,2025-06-07T23:17:11Z,am7umg00yxt40mndzo6e0u3o4,F. Bonfiglio,,5765676773,141,79.1,5765676775,212,8.5,5765676771,140,34.2,5765676769,56,Back,5765676777,213,3.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821667947,22,1,1,1,11,bu5w8wprynlj9mvphvy8sd94f,1,34.3,79.4,2025-06-07T23:07:43.746Z,2025-06-07T23:07:48Z,cyignmjprj3whvban361mclm2,D. Mercado,,5765676879,196,,5765676889,213,5.14,5765676877,155,,5765676891,1,,5765676883,140,54.6,5765676885,141,10.0,5765676881,56,Right,5765676887,212,51.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821667953,23,1,1,1,16,bu5w8wprynlj9mvphvy8sd94f,1,55.2,9.2,2025-06-07T23:07:48.770Z,2025-06-07T23:07:50Z,96qlwmkrab9h7xt93jzgl384p,J. Ricketts,,5765676921,140,46.3,5765676927,213,2.41,5765676919,56,Back,5765676925,212,12.6,5765676923,141,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821667959,24,1,1,1,17,bu5w8wprynlj9mvphvy8sd94f,1,46.3,21.6,2025-06-07T23:07:50.002Z,2025-06-07T23:07:52Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,5765676991,141,32.7,5765676995,213,0.62,5765676989,140,56.3,5765676993,212,12.9,5765676987,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821667981,25,1,1,1,20,bu5w8wprynlj9mvphvy8sd94f,1,55.0,32.1,2025-06-07T23:07:52.498Z,2025-06-07T23:08:04Z,e5nj82ezbq0x6zdzdh4quyxn9,S. Blanco,1.0,5765677115,212,20.2,5765677113,141,47.3,5765677221,210,13,5765677111,140,71.5,5765677107,155,,5765677117,213,0.54,5765677109,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821667983,26,13,1,1,24,bu5w8wprynlj9mvphvy8sd94f,1,78.7,38.5,2025-06-07T23:07:56.666Z,2025-06-07T23:18:28Z,bzs1s1yntau3dvzyvn6t7t785,L. Melano,,5765677239,231,50,5765677223,84,,5765677225,29,,5765677235,215,,5765677233,103,30.6,5765677121,22,,5765677227,55,25,5765677165,20,,5765677123,18,5765677125,56,5765677237,230,98.5,5765677231,102,,,Center,41.2,,,,,,,,,,,,,,,,,,,,
2821668097,12,5,1,1,26,daicfonrbj124lu2la2rctxck,1,-1.2,47.6,2025-06-07T23:07:58.425Z,2025-06-08T01:19:30Z,9ch7zgxlcjiio0xbo2hhl2yvo,N. Fuson,,5765677773,233,27,5765677771,346,,5765677769,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821667989,27,5,1,1,26,bu5w8wprynlj9mvphvy8sd94f,0,101.2,52.4,2025-06-07T23:07:58.425Z,2025-06-08T01:19:30Z,bzs1s1yntau3dvzyvn6t7t785,L. Melano,,5765677151,346,,5765677149,56,Center,5765677777,233,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821668117,13,1,1,1,56,daicfonrbj124lu2la2rctxck,0,3.9,49.6,2025-06-07T23:08:28.131Z,2025-06-07T23:08:32Z,a3l8f3a6rr93qyyaxhdfqq1yi,J. Lee,,5765677889,213,6.05,5765677879,124,,5765677887,212,60.5,5765677895,74,,5765677881,56,Center,5765677885,141,29.1,5765677883,140,60.0,5765677891,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821668113,28,44,1,1,58,bu5w8wprynlj9mvphvy8sd94f,1,39.2,76.6,2025-06-07T23:08:30.643Z,2025-06-08T01:21:02Z,cefb3xpf94kmg4rk0v1mkk2l0,B. Bent,,5765677925,233,14,5765677863,56,Back,5765677865,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821668121,14,44,1,1,58,daicfonrbj124lu2la2rctxck,0,60.8,23.4,2025-06-07T23:08:30.644Z,2025-06-08T01:21:03Z,449e2muutlpvx9lhv1t2tcsmh,A. Dikwa,,5765677939,233,28,5765677899,56,Center,5765677901,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821668119,29,61,1,1,59,bu5w8wprynlj9mvphvy8sd94f,1,38.0,86.2,2025-06-07T23:08:31.281Z,2025-06-07T23:08:31Z,cefb3xpf94kmg4rk0v1mkk2l0,B. Bent,,5765677897,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821668185,31,1,1,2,4,bu5w8wprynlj9mvphvy8sd94f,1,25.3,92.6,2025-06-07T23:08:36.610Z,2025-06-07T23:08:42Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,5765678225,140,37.6,5765678223,56,Back,5765678229,212,13.2,5765678227,141,88.3,5765678231,213,6.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821668187,32,4,1,2,10,bu5w8wprynlj9mvphvy8sd94f,1,39.0,90.1,2025-06-07T23:08:42.683Z,2025-06-07T23:08:51Z,bzs1s1yntau3dvzyvn6t7t785,L. Melano,,5765678365,56,Back,5765678363,294,,5765678399,233,15,5765678367,152,,5765678361,13,,5765678369,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821668193,15,4,1,2,10,daicfonrbj124lu2la2rctxck,0,61.0,9.9,2025-06-07T23:08:42.684Z,2025-06-07T23:08:51Z,f472o0229a6xev8qudf1tyf6y,F. Nodarse,,5765678307,294,,5765678311,152,,5765678305,13,,5765678313,285,,5765678309,56,Right,5765678417,233,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821668251,33,1,1,2,20,bu5w8wprynlj9mvphvy8sd94f,0,39.1,88.9,2025-06-07T23:08:53.035Z,2025-06-07T23:08:54Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,5765678613,1,,5765678605,140,76.1,5765678603,56,Right,5765678595,5,,5765678601,152,,5765678611,213,5.38,5765678597,155,,5765678607,141,15.8,5765678609,212,5765678599,196,,,,,,,,,,63.1,,,,,,,,,,,,,,,,,,,
2821668275,16,1,1,2,24,daicfonrbj124lu2la2rctxck,0,29.7,89.1,2025-06-07T23:08:56.643Z,2025-06-08T01:48:36Z,eg5pbxm7emj77mdcub4xp6m3u,A. Sanchez,,5765678741,56,Back,5765678749,213,5.57,5765678747,212,12.9,5765678745,141,76.6,5765678739,3,,5765678743,140,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821668331,34,1,1,2,30,bu5w8wprynlj9mvphvy8sd94f,1,58.3,25.5,2025-06-07T23:09:02.641Z,2025-06-07T23:09:06Z,1xkff6cxd8zycnd3n3odmvai1,C. Vázquez,,5765678993,141,21.0,5765678995,212,15.7,5765678989,56,Back,5765678991,140,43.6,5765678997,213,3.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821668349,35,1,1,2,34,bu5w8wprynlj9mvphvy8sd94f,1,43.6,21.0,2025-06-07T23:09:06.451Z,2025-06-08T00:08:11Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,5765679059,140,70.9,5765679063,212,29.8,5765679065,213,6.01,5765679061,141,9.2,5765679057,56,Right,5765679055,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821668375,36,1,1,2,38,bu5w8wprynlj9mvphvy8sd94f,1,91.0,7.9,2025-06-07T23:09:10.545Z,2025-06-07T23:09:12Z,1xkff6cxd8zycnd3n3odmvai1,C. Vázquez,,5765679241,141,48.1,5765679243,212,28.2,5765679245,213,1.82,5765679239,140,84.3,5765679233,2,,5765679235,155,,5765679237,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821668385,37,1,1,2,40,bu5w8wprynlj9mvphvy8sd94f,1,84.3,48.1,2025-06-07T23:09:12.138Z,2025-06-08T01:54:11Z,e5nj82ezbq0x6zdzdh4quyxn9,S. Blanco,1.0,5765679531,210,15,5765679315,56,Center,5765679313,3,,5765679533,154,,5765679317,140,94.5,5765679321,212,13.8,5765679325,213,0.68,5765679319,141,60.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821668393,38,15,1,2,42,bu5w8wprynlj9mvphvy8sd94f,1,92.9,65.0,2025-06-07T23:09:14.275Z,2025-06-07T23:23:48Z,bzs1s1yntau3dvzyvn6t7t785,L. Melano,,5765679555,147,59.9,5765679553,146,95.8,5765679543,154,,5765679545,55,37,5765679539,76,,5765679549,102,53.2,5765679559,233,17,5765679453,72,,5765679541,29,5765679551,103,5765679363,56,Center,5765712237,64,5765679359,22,6.3,,,,,,,,,,,,,,,,,,,,,
2821668399,17,10,1,2,42,daicfonrbj124lu2la2rctxck,1,3.0,43.2,2025-06-07T23:09:14.375Z,2025-06-07T23:46:32Z,a3l8f3a6rr93qyyaxhdfqq1yi,J. Lee,,5765679391,173,,5765679471,389,,5765679397,56,Back,5765679565,233,38,5765679395,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821668495,19,1,1,3,5,daicfonrbj124lu2la2rctxck,1,7.8,43.6,2025-06-07T23:09:38.019Z,2025-06-07T23:24:31Z,a3l8f3a6rr93qyyaxhdfqq1yi,J. Lee,,5765713499,189,,5765679999,141,16.1,5765679993,123,,5765679995,56,Back,5765680001,212,30.6,5765679997,140,30.9,5765680003,213,5.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821668515,20,1,1,3,9,daicfonrbj124lu2la2rctxck,1,30.9,16.1,2025-06-07T23:09:41.227Z,2025-06-07T23:09:43Z,711t32tk6qwl567dngcldfw15,M. Rodriguez,,5765680103,141,21.0,5765680105,212,9.2,5765680099,56,Back,5765680101,140,39.1,5765680107,213,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
